Saltmarsh_ID,Year,Lat_dec_deg ,Long_dec_deg,Grid_Reference,X_easting,Y_northing,Sampling_Method,Depth_cm,Dry_Bulk_Density_g_cm_3,OC_Perc,LOI_Perc,Soil_Texture
Waulkmill,2019,58.94244145,-3.08718473,HY3753406643,337534,1006643,Gouge,0-10,0.26,7.2,NA,Not Sandy
Waulkmill,2019,58.94244145,-3.08718473,HY3753406643,337534,1006643,Gouge,0-10,0.36,5.73,NA,Not Sandy
Waulkmill,2019,58.94269592,-3.08717548,HY3753506671,337535,1006671,Gouge,0-10,0.07,17.94,NA,Not Sandy
Waulkmill,2019,58.94269592,-3.08717548,HY3753506671,337535,1006671,Gouge,0-10,0.07,18.41,NA,Not Sandy
Waulkmill,2019,58.94269592,-3.08717548,HY3753506671,337535,1006671,Gouge,0-10,0.14,15.72,NA,Not Sandy
Waulkmill,2019,58.94276905,-3.08898809,HY3743106681,337431,1006681,Gouge,0-10,0.26,13.78,NA,Not Sandy
Waulkmill,2019,58.94276905,-3.08898809,HY3743106681,337431,1006681,Gouge,0-10,0.18,9.65,NA,Not Sandy
Waulkmill,2019,58.94276905,-3.08898809,HY3743106681,337431,1006681,Gouge,0-10,0.35,10.62,NA,Not Sandy
Waulkmill,2019,58.94264344,-3.08943883,HY3740506667,337405,1006667,Gouge,0-10,0.34,9.72,NA,Not Sandy
Waulkmill,2019,58.94264344,-3.08943883,HY3740506667,337405,1006667,Gouge,0-10,0.33,9.29,NA,Not Sandy
Waulkmill,2019,58.94264344,-3.08943883,HY3740506667,337405,1006667,Gouge,0-10,0.16,11.49,NA,Not Sandy
Wigtown,2018,54.873427,-4.422852,NX4463555874,244635,555874,Syringe,0-10,NA,1.99,NA,Sandy
Wigtown,2018,54.873326,-4.423655,NX4458355865,244583,555865,Syringe,0-10,NA,2.5,NA,Sandy
Wigtown,2018,54.87315,-4.424304,NX4454155846,244541,555846,Syringe,0-10,NA,3.81,NA,Sandy
Wigtown,2018,54.872934,-4.425133,NX4448755824,244487,555824,Syringe,0-10,NA,1.61,NA,Sandy
Wigtown,2018,54.872862,-4.425667,NX4445255817,244452,555817,Syringe,0-10,NA,1.97,NA,Sandy
Wigtown,2018,54.872708,-4.426507,NX4439855802,244398,555802,Syringe,0-10,NA,2.53,NA,Sandy
Wigtown,2018,54.872466,-4.427134,NX4435755777,244357,555777,Syringe,0-10,NA,3.33,NA,Sandy
Wigtown,2018,54.874301,-4.422868,NX4463855971,244638,555971,Syringe,0-10,NA,2.29,NA,Sandy
Wigtown,2018,54.874137,-4.423483,NX4459755954,244597,555954,Syringe,0-10,NA,2.61,NA,Sandy
Wigtown,2018,54.874078,-4.42444,NX4453655950,244536,555950,Syringe,0-10,NA,3.18,NA,Sandy
Wigtown,2018,54.873998,-4.425051,NX4449655942,244496,555942,Syringe,0-10,NA,2.2,NA,Sandy
Wigtown,2018,54.873895,-4.425977,NX4443755933,244437,555933,Syringe,0-10,NA,3.79,NA,Sandy
Wigtown,2018,54.87378,-4.426792,NX4438455922,244384,555922,Syringe,0-10,NA,3.55,NA,Sandy
Wigtown,2018,54.873639,-4.427536,NX4433655908,244336,555908,Syringe,0-10,NA,3.75,NA,Sandy
