study_id,genus,species,n_plants,height,height_unit,carbon_conversion_factor,carbon_conversion_factor_source,plant_mass_organic_matter,plant_mass_organic_matter_unit,allometric_eq_present
Radabaugh_et_al_2017,Bacopa,monnieri,1,6.6,cm,0.398,Radabaugh et al. 2017,0.018,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,20.1,cm,0.398,Radabaugh et al. 2017,0.072,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,19.5,cm,0.398,Radabaugh et al. 2017,0.057,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,15.7,cm,0.398,Radabaugh et al. 2017,0.037,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,14.1,cm,0.398,Radabaugh et al. 2017,0.038,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,13.9,cm,0.398,Radabaugh et al. 2017,0.022,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,20.5,cm,0.398,Radabaugh et al. 2017,0.07,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,18,cm,0.398,Radabaugh et al. 2017,0.05,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,6,cm,0.398,Radabaugh et al. 2017,0.017,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,23.7,cm,0.398,Radabaugh et al. 2017,0.069,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,7.7,cm,0.398,Radabaugh et al. 2017,0.015,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,9.9,cm,0.398,Radabaugh et al. 2017,0.016,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,4.9,cm,0.334,Radabaugh et al. 2017,0.023,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,7.9,cm,0.334,Radabaugh et al. 2017,0.036,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,8.7,cm,0.334,Radabaugh et al. 2017,0.039,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,7.5,cm,0.334,Radabaugh et al. 2017,0.034,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,12.5,cm,0.334,Radabaugh et al. 2017,0.086,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,13.7,cm,0.334,Radabaugh et al. 2017,0.098,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,15.7,cm,0.334,Radabaugh et al. 2017,0.133,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,14.7,cm,0.334,Radabaugh et al. 2017,0.111,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,12.4,cm,0.334,Radabaugh et al. 2017,0.07,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,11.5,cm,0.334,Radabaugh et al. 2017,0.089,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,9.2,cm,0.334,Radabaugh et al. 2017,0.053,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,7,cm,0.334,Radabaugh et al. 2017,0.033,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,13.6,cm,0.334,Radabaugh et al. 2017,0.09,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,11.4,cm,0.334,Radabaugh et al. 2017,0.077,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,17.2,cm,0.334,Radabaugh et al. 2017,0.128,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,11.9,cm,0.334,Radabaugh et al. 2017,0.076,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,13.6,cm,0.334,Radabaugh et al. 2017,0.113,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,7.1,cm,0.334,Radabaugh et al. 2017,0.054,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,14.5,cm,0.334,Radabaugh et al. 2017,0.098,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,15,cm,0.334,Radabaugh et al. 2017,0.116,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,11.4,cm,0.334,Radabaugh et al. 2017,0.092,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,14.4,cm,0.334,Radabaugh et al. 2017,0.099,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,9.2,cm,0.334,Radabaugh et al. 2017,0.052,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,12.3,cm,0.334,Radabaugh et al. 2017,0.075,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,10.5,cm,0.334,Radabaugh et al. 2017,0.062,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,19.5,cm,0.334,Radabaugh et al. 2017,0.145,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,15.2,cm,0.334,Radabaugh et al. 2017,0.102,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,12.1,cm,0.334,Radabaugh et al. 2017,0.099,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,17.9,cm,0.334,Radabaugh et al. 2017,0.147,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,16.9,cm,0.334,Radabaugh et al. 2017,0.125,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,16.6,cm,0.334,Radabaugh et al. 2017,0.117,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,12.4,cm,0.334,Radabaugh et al. 2017,0.076,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,10.1,cm,0.334,Radabaugh et al. 2017,0.064,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,13.4,cm,0.334,Radabaugh et al. 2017,0.093,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,11.2,cm,0.334,Radabaugh et al. 2017,0.06,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,11.1,cm,0.334,Radabaugh et al. 2017,0.088,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,6.9,cm,0.334,Radabaugh et al. 2017,0.032,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,11.3,cm,0.334,Radabaugh et al. 2017,0.059,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,8.7,cm,0.334,Radabaugh et al. 2017,0.042,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,8.1,cm,0.334,Radabaugh et al. 2017,0.042,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,11.3,cm,0.334,Radabaugh et al. 2017,0.063,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,14.7,cm,0.334,Radabaugh et al. 2017,0.109,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,12.9,cm,0.334,Radabaugh et al. 2017,0.095,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,9.6,cm,0.334,Radabaugh et al. 2017,0.053,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,8.5,cm,0.334,Radabaugh et al. 2017,0.038,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,7.8,cm,0.334,Radabaugh et al. 2017,0.05,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,6.3,cm,0.334,Radabaugh et al. 2017,0.027,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,5.3,cm,0.334,Radabaugh et al. 2017,0.027,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,10.4,cm,0.334,Radabaugh et al. 2017,0.048,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,8.9,cm,0.334,Radabaugh et al. 2017,0.036,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,5.8,cm,0.334,Radabaugh et al. 2017,0.023,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,3.4,cm,0.334,Radabaugh et al. 2017,0.015,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,2.4,cm,0.334,Radabaugh et al. 2017,0.01,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,2.1,cm,0.334,Radabaugh et al. 2017,0.007,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,3.3,cm,0.334,Radabaugh et al. 2017,0.015,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,4.4,cm,0.334,Radabaugh et al. 2017,0.025,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,1.8,cm,0.334,Radabaugh et al. 2017,0.003,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,2.4,cm,0.334,Radabaugh et al. 2017,0.009,g,yes
Radabaugh_et_al_2017,Salicornia,virginica,1,1.6,cm,0.334,Radabaugh et al. 2017,0.001,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,120,cm,0.423,Radabaugh et al. 2017,3.75,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,108,cm,0.423,Radabaugh et al. 2017,4.186,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,66,cm,0.423,Radabaugh et al. 2017,1.664,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,85,cm,0.423,Radabaugh et al. 2017,1.81,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,105,cm,0.423,Radabaugh et al. 2017,7.414,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,49.4,cm,0.423,Radabaugh et al. 2017,1.185,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,38,cm,0.423,Radabaugh et al. 2017,0.51,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,16.1,cm,0.423,Radabaugh et al. 2017,0.369,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,22.6,cm,0.423,Radabaugh et al. 2017,0.721,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,35.4,cm,0.423,Radabaugh et al. 2017,0.958,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,22.6,cm,0.423,Radabaugh et al. 2017,0.652,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,65,cm,0.423,Radabaugh et al. 2017,1.418,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,41,cm,0.423,Radabaugh et al. 2017,0.89,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,82.5,cm,0.423,Radabaugh et al. 2017,2.784,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,43,cm,0.423,Radabaugh et al. 2017,0.401,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,63,cm,0.423,Radabaugh et al. 2017,1.583,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,23.2,cm,0.423,Radabaugh et al. 2017,0.444,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,67,cm,0.423,Radabaugh et al. 2017,1.733,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,15.6,cm,0.423,Radabaugh et al. 2017,0.163,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,116.7,cm,0.423,Radabaugh et al. 2017,5.06,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,46,cm,0.423,Radabaugh et al. 2017,1.528,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,48.7,cm,0.423,Radabaugh et al. 2017,1.24,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,75,cm,0.423,Radabaugh et al. 2017,2.243,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,86.4,cm,0.423,Radabaugh et al. 2017,2.136,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,86,cm,0.423,Radabaugh et al. 2017,2.303,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,76.6,cm,0.423,Radabaugh et al. 2017,1.314,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,69.8,cm,0.423,Radabaugh et al. 2017,0.636,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,22.7,cm,0.423,Radabaugh et al. 2017,0.307,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,26.1,cm,0.423,Radabaugh et al. 2017,0.382,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,28.5,cm,0.423,Radabaugh et al. 2017,0.499,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,24,cm,0.423,Radabaugh et al. 2017,0.52,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,54.4,cm,0.423,Radabaugh et al. 2017,1.06,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,39,cm,0.423,Radabaugh et al. 2017,0.956,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,68.2,cm,0.423,Radabaugh et al. 2017,1.505,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,71,cm,0.423,Radabaugh et al. 2017,0.976,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,24.9,cm,0.423,Radabaugh et al. 2017,0.673,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,26,cm,0.423,Radabaugh et al. 2017,0.374,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,24.1,cm,0.423,Radabaugh et al. 2017,0.788,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,76.9,cm,0.423,Radabaugh et al. 2017,1.701,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,65.4,cm,0.423,Radabaugh et al. 2017,0.988,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,34.9,cm,0.423,Radabaugh et al. 2017,1.106,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,33.1,cm,0.423,Radabaugh et al. 2017,0.68,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,33.4,cm,0.423,Radabaugh et al. 2017,0.676,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,42.4,cm,0.423,Radabaugh et al. 2017,1.337,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,57,cm,0.423,Radabaugh et al. 2017,1.344,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,36.6,cm,0.423,Radabaugh et al. 2017,0.296,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,62.9,cm,0.423,Radabaugh et al. 2017,1.04,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,22.2,cm,0.423,Radabaugh et al. 2017,0.208,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,27.8,cm,0.423,Radabaugh et al. 2017,0.28,g,yes
Radabaugh_et_al_2017,Solidago,sempervirens,1,26.2,cm,0.423,Radabaugh et al. 2017,0.701,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,66,cm,0.426,Radabaugh et al. 2017,1.612,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,47,cm,0.426,Radabaugh et al. 2017,1.304,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,67.3,cm,0.426,Radabaugh et al. 2017,2.3,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,68,cm,0.426,Radabaugh et al. 2017,1.37,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,67.4,cm,0.426,Radabaugh et al. 2017,0.855,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,70.1,cm,0.426,Radabaugh et al. 2017,2.075,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,41,cm,0.426,Radabaugh et al. 2017,1.45,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,19.2,cm,0.426,Radabaugh et al. 2017,0.21,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,68.9,cm,0.426,Radabaugh et al. 2017,1.547,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,79.1,cm,0.426,Radabaugh et al. 2017,3.315,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,83.4,cm,0.426,Radabaugh et al. 2017,2.058,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,57,cm,0.426,Radabaugh et al. 2017,0.455,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,57.1,cm,0.426,Radabaugh et al. 2017,1.486,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,15.2,cm,0.426,Radabaugh et al. 2017,0.208,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,19.8,cm,0.426,Radabaugh et al. 2017,0.473,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,55.4,cm,0.426,Radabaugh et al. 2017,1.872,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,54.1,cm,0.426,Radabaugh et al. 2017,0.785,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,24,cm,0.426,Radabaugh et al. 2017,0.384,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,33.3,cm,0.426,Radabaugh et al. 2017,0.337,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,17.5,cm,0.426,Radabaugh et al. 2017,0.523,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,75,cm,0.426,Radabaugh et al. 2017,1.444,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,45.2,cm,0.426,Radabaugh et al. 2017,1.014,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,56,cm,0.426,Radabaugh et al. 2017,0.759,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,18.4,cm,0.426,Radabaugh et al. 2017,0.273,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,43,cm,0.426,Radabaugh et al. 2017,0.407,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,7.1,cm,0.426,Radabaugh et al. 2017,0.106,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,8.4,cm,0.426,Radabaugh et al. 2017,0.191,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,6.2,cm,0.426,Radabaugh et al. 2017,0.146,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,12.5,cm,0.426,Radabaugh et al. 2017,0.896,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,12.5,cm,0.426,Radabaugh et al. 2017,0.663,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,21.4,cm,0.426,Radabaugh et al. 2017,0.409,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,27.2,cm,0.426,Radabaugh et al. 2017,0.406,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,28.3,cm,0.426,Radabaugh et al. 2017,0.424,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,19.1,cm,0.426,Radabaugh et al. 2017,0.466,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,34.4,cm,0.426,Radabaugh et al. 2017,0.566,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,26.6,cm,0.426,Radabaugh et al. 2017,0.566,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,19.4,cm,0.426,Radabaugh et al. 2017,0.438,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,14.6,cm,0.426,Radabaugh et al. 2017,0.158,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,23.6,cm,0.426,Radabaugh et al. 2017,0.439,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,23.4,cm,0.426,Radabaugh et al. 2017,0.542,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,13.5,cm,0.426,Radabaugh et al. 2017,0.23,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,21.2,cm,0.426,Radabaugh et al. 2017,0.402,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,15.8,cm,0.426,Radabaugh et al. 2017,0.496,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,20.6,cm,0.426,Radabaugh et al. 2017,0.398,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,20.6,cm,0.426,Radabaugh et al. 2017,0.434,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,17.2,cm,0.426,Radabaugh et al. 2017,0.422,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,11.3,cm,0.426,Radabaugh et al. 2017,0.29,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,34.7,cm,0.426,Radabaugh et al. 2017,0.611,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,36.6,cm,0.426,Radabaugh et al. 2017,0.916,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,31.5,cm,0.426,Radabaugh et al. 2017,0.628,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,29.1,cm,0.426,Radabaugh et al. 2017,0.486,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,21.4,cm,0.426,Radabaugh et al. 2017,0.446,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,22.9,cm,0.426,Radabaugh et al. 2017,0.479,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,20.3,cm,0.426,Radabaugh et al. 2017,0.35,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,15.8,cm,0.426,Radabaugh et al. 2017,0.252,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,11.8,cm,0.426,Radabaugh et al. 2017,0.193,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,6.5,cm,0.426,Radabaugh et al. 2017,0.083,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,8.6,cm,0.426,Radabaugh et al. 2017,0.127,g,yes
Radabaugh_et_al_2017,Limonium,carolinianum,1,6.6,cm,0.426,Radabaugh et al. 2017,0.206,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,27,cm,0.425,Radabaugh et al. 2017,0.845,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,20.9,cm,0.425,Radabaugh et al. 2017,0.274,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,32.7,cm,0.425,Radabaugh et al. 2017,1.547,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,23.8,cm,0.425,Radabaugh et al. 2017,0.507,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,37,cm,0.425,Radabaugh et al. 2017,1.171,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,30.5,cm,0.425,Radabaugh et al. 2017,0.893,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,22.2,cm,0.425,Radabaugh et al. 2017,0.573,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,38.2,cm,0.425,Radabaugh et al. 2017,1.301,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,32.8,cm,0.425,Radabaugh et al. 2017,1.269,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,22.5,cm,0.425,Radabaugh et al. 2017,0.515,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,63.8,cm,0.425,Radabaugh et al. 2017,4.996,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,48.9,cm,0.425,Radabaugh et al. 2017,1.78,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,36.1,cm,0.425,Radabaugh et al. 2017,1.355,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,42,cm,0.425,Radabaugh et al. 2017,1.708,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,28.2,cm,0.425,Radabaugh et al. 2017,0.63,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,19.5,cm,0.425,Radabaugh et al. 2017,0.391,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,40,cm,0.425,Radabaugh et al. 2017,1.305,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,52,cm,0.425,Radabaugh et al. 2017,3.964,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,39,cm,0.425,Radabaugh et al. 2017,1.341,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,30,cm,0.425,Radabaugh et al. 2017,1.1,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,41,cm,0.425,Radabaugh et al. 2017,1.655,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,22.1,cm,0.425,Radabaugh et al. 2017,0.338,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,47.8,cm,0.425,Radabaugh et al. 2017,1.801,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,35.2,cm,0.425,Radabaugh et al. 2017,0.925,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,23.2,cm,0.425,Radabaugh et al. 2017,0.575,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,24.1,cm,0.425,Radabaugh et al. 2017,0.431,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,25,cm,0.425,Radabaugh et al. 2017,0.848,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,55.2,cm,0.425,Radabaugh et al. 2017,2.515,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,24,cm,0.425,Radabaugh et al. 2017,0.558,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,25.8,cm,0.425,Radabaugh et al. 2017,0.492,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,36,cm,0.425,Radabaugh et al. 2017,1.671,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,21.5,cm,0.425,Radabaugh et al. 2017,0.43,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,13,cm,0.425,Radabaugh et al. 2017,0.18,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,31.3,cm,0.425,Radabaugh et al. 2017,1.288,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,33.1,cm,0.425,Radabaugh et al. 2017,1.754,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,29.5,cm,0.425,Radabaugh et al. 2017,1.781,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,23.5,cm,0.425,Radabaugh et al. 2017,0.579,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,21.2,cm,0.425,Radabaugh et al. 2017,0.67,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,32.5,cm,0.425,Radabaugh et al. 2017,0.929,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,38.5,cm,0.425,Radabaugh et al. 2017,1.283,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,15.9,cm,0.425,Radabaugh et al. 2017,0.562,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,30.9,cm,0.425,Radabaugh et al. 2017,0.913,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,12.5,cm,0.425,Radabaugh et al. 2017,0.135,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,13.1,cm,0.425,Radabaugh et al. 2017,0.21,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,22.5,cm,0.425,Radabaugh et al. 2017,0.472,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,39.8,cm,0.425,Radabaugh et al. 2017,1.377,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,20.9,cm,0.425,Radabaugh et al. 2017,0.265,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,35.5,cm,0.425,Radabaugh et al. 2017,0.484,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,43.5,cm,0.425,Radabaugh et al. 2017,3.12,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,38.9,cm,0.425,Radabaugh et al. 2017,1.22,g,yes
Radabaugh_et_al_2017,Paspalum,distichum,1,22.9,cm,0.425,Radabaugh et al. 2017,0.759,g,yes
Radabaugh_et_al_2017,Blutaparon,vermiculare,1,17.9,cm,0.39,Radabaugh et al. 2017,0.231,g,yes
Radabaugh_et_al_2017,Blutaparon,vermiculare,1,12.3,cm,0.39,Radabaugh et al. 2017,0.163,g,yes
Radabaugh_et_al_2017,Blutaparon,vermiculare,1,6.4,cm,0.39,Radabaugh et al. 2017,0.058,g,yes
Radabaugh_et_al_2017,Blutaparon,vermiculare,1,10.8,cm,0.39,Radabaugh et al. 2017,0.165,g,yes
