BlueCarbonID,CMA,Location,Park,NearbyPark,North,East,Site,Habitat,Replicate,Depth_cm,Dry_weight_g,Height_cm,Volume_cm3,DBD_g_cm3,TC_mg_g,OC_mg_g,IC_mg_g,TN_mg_g,Percent_C,mg_Corg_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1044,EG,LAK,,,-37.878767,147.997717,3,SG,3,14_16,49.88,2,39.27,1.27,11.79,7.40,3.76,0.66,0.74,9.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1045,EG,LAK,,,-37.878767,147.997717,3,SG,3,28_30,72.52,2,39.27,1.85,4.64,3.47,1.32,0.28,0.35,6.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1049,EG,LAK,,,-37.878450,147.998633,1,SG,1,0_2,16.40,2,39.27,0.42,37.92,32.69,,2.97,3.27,13.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1050,EG,LAK,,,-37.878450,147.998633,1,SG,1,14_16,41.79,2,39.27,1.06,10.49,7.17,2.27,0.60,0.72,7.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1051,EG,LAK,,,-37.878450,147.998633,1,SG,1,28_30,61.53,2,39.27,1.57,2.06,1.17,0.66,0.11,0.12,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1052,EG,LAK,,,-37.875833,148.010100,4,SM,1,0_2,25.00,2,39.27,0.64,27.23,24.76,,2.10,2.48,15.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1053,EG,LAK,,,-37.875833,148.010100,4,SM,1,14_16,62.26,2,39.27,1.59,5.52,5.81,,0.67,0.58,9.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1054,EG,LAK,,,-37.875833,148.010100,4,SM,1,28_30,80.47,2,39.27,2.05,0.10,0.45,,0.09,0.04,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1055,EG,LAK,,,-37.875550,148.010467,6,SM,3,0_2,18.58,2,39.27,0.47,49.78,47.69,,4.44,4.77,22.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1056,EG,LAK,,,-37.875550,148.010467,6,SM,3,14_16,47.96,2,39.27,1.22,10.95,10.80,,1.08,1.08,13.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1057,EG,LAK,,,-37.875550,148.010467,6,SM,3,28_30,61.80,2,39.27,1.57,0.65,1.17,,0.14,0.12,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1058,EG,LAK,,,-37.875817,148.010217,5,SM,2,0_2,47.46,2,39.27,1.21,4.19,4.57,,0.48,0.46,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1059,EG,LAK,,,-37.875817,148.010217,5,SM,2,14_16,67.32,2,39.27,1.71,3.39,4.07,,0.50,0.41,6.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1060,EG,LAK,,,-37.875817,148.010217,5,SM,2,28_30,50.17,2,39.27,1.28,0.24,0.67,,0.10,0.07,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1061,EG,LAK,,,-37.875533,148.010917,9,MG,3,0_2,28.64,2,39.27,0.73,13.50,12.28,,1.25,1.23,8.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1062,EG,LAK,,,-37.875533,148.010917,9,MG,3,14_16,66.69,2,39.27,1.70,0.60,0.95,,0.12,0.09,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1063,EG,LAK,,,-37.875533,148.010917,9,MG,3,28_30,63.03,2,39.27,1.61,0.08,0.63,,0.10,0.06,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1207,EG,LAK,,,-37.878817,147.997517,2,SG,2,0_2,42.73,2,39.27,1.09,15.09,12.12,2.89,1.22,1.21,13.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1208,EG,LAK,,,-37.878817,147.997517,2,SG,2,14_16,76.17,2,39.27,1.94,5.55,4.48,1.03,0.45,0.45,8.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1209,EG,LAK,,,-37.878817,147.997517,2,SG,2,28_30,89.23,2,39.27,2.27,3.50,1.57,1.88,0.14,0.16,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1210,EG,LAK,,,-37.875817,148.010333,7,MG,1,0_2,48.60,2,39.27,1.24,10.70,10.46,,0.91,1.05,12.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1211,EG,LAK,,,-37.875817,148.010333,7,MG,1,14_16,75.28,2,39.27,1.92,7.30,6.88,,0.51,0.69,13.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1212,EG,LAK,,,-37.875817,148.010333,7,MG,1,28_30,82.24,2,39.27,2.09,0.72,1.13,,0.15,0.11,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1213,EG,LAK,,,-37.875550,148.010650,8,MG,2,0_2,32.51,2,39.27,0.83,36.29,35.79,,3.16,3.58,29.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1214,EG,LAK,,,-37.875550,148.010650,8,MG,2,14_16,39.34,2,39.27,1.00,20.89,20.47,,1.96,2.05,20.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1215,EG,LAK,,,-37.875550,148.010650,8,MG,2,28_30,71.88,2,39.27,1.83,0.27,0.75,,0.12,0.07,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1841,PPW,LANG,North Western Port Nature Conservation Reserve,,-38.260683,145.494967,1,SM,1,0_2,35.95,2,39.27,0.92,37.07,36.85,,3.07,3.68,33.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1842,PPW,LANG,North Western Port Nature Conservation Reserve,,-38.260683,145.494967,1,SM,1,14_16,36.66,2,39.27,0.93,37.27,40.38,,3.42,4.04,37.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1843,PPW,LANG,North Western Port Nature Conservation Reserve,,-38.260683,145.494967,1,SM,1,28_30,37.16,2,39.27,0.95,34.61,36.93,,3.15,3.69,34.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1853,PPW,LANG,North Western Port Nature Conservation Reserve,,-38.260933,145.495050,2,SM,2,0_2,35.38,2,39.27,0.90,38.52,40.22,,3.35,4.02,36.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1854,PPW,LANG,North Western Port Nature Conservation Reserve,,-38.260933,145.495050,2,SM,2,14_16,36.07,2,39.27,0.92,29.29,31.56,,2.78,3.16,28.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1855,PPW,LANG,North Western Port Nature Conservation Reserve,,-38.260933,145.495050,2,SM,2,28_30,42.96,2,39.27,1.09,30.20,32.44,,2.83,3.24,35.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1500,WG,LC,,Lake Coleman Wildlife Reserve,-38.182733,147.306483,2,SM,2,0_2,10.07,2,39.27,0.26,209.69,204.16,,10.11,20.42,52.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1501,WG,LC,,Lake Coleman Wildlife Reserve,-38.182733,147.306483,2,SM,2,14_16,27.26,2,39.27,0.69,169.28,168.39,,7.50,16.84,116.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1502,WG,LC,,Lake Coleman Wildlife Reserve,-38.182733,147.306483,2,SM,2,28_30,23.64,2,39.27,0.60,166.71,171.57,,6.70,17.16,103.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1536,WG,LC,,Lake Coleman Wildlife Reserve,-38.182267,147.306217,1,SM,1,0_2,15.81,2,39.27,0.40,197.41,201.05,,12.25,20.11,80.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1537,WG,LC,,Lake Coleman Wildlife Reserve,-38.182267,147.306217,1,SM,1,14_16,28.29,2,39.27,0.72,55.41,54.10,,4.55,5.41,38.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1538,WG,LC,,Lake Coleman Wildlife Reserve,-38.182267,147.306217,1,SM,1,28_30,70.06,2,39.27,1.78,2.21,2.82,,0.27,0.28,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1746,WG,LC,,Lake Coleman Wildlife Reserve,-38.182550,147.306983,3,SM,3,0_2,23.64,2,39.27,0.60,162.88,171.26,,8.91,17.13,103.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1747,WG,LC,,Lake Coleman Wildlife Reserve,-38.182550,147.306983,3,SM,3,14_16,40.12,2,39.27,1.02,83.26,91.62,,3.29,9.16,93.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1748,WG,LC,,Lake Coleman Wildlife Reserve,-38.182550,147.306983,3,SM,3,28_30,87.28,2,39.27,2.22,2.53,4.13,,0.34,0.41,9.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1330,C,LIM,Limeburners Lagoon Reserve,,-38.076583,144.390033,1,SG,1,0_2,46.67,2,39.27,1.19,35.72,5.79,31.10,0.69,0.58,6.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1331,C,LIM,Limeburners Lagoon Reserve,,-38.076583,144.390033,1,SG,1,14_16,82.32,2,39.27,2.10,36.90,3.12,32.67,0.44,0.31,6.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1332,C,LIM,Limeburners Lagoon Reserve,,-38.076583,144.390033,1,SG,1,28_30,53.36,2,39.27,1.36,101.44,4.63,80.92,0.69,0.46,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1339,C,LIM,Limeburners Lagoon Reserve,,-38.075967,144.391083,3,SG,3,0_2,36.74,2,39.27,0.94,35.44,7.63,23.24,1.01,0.76,7.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1340,C,LIM,Limeburners Lagoon Reserve,,-38.075967,144.391083,3,SG,3,14_16,56.46,2,39.27,1.44,75.82,3.00,59.36,0.43,0.30,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1341,C,LIM,Limeburners Lagoon Reserve,,-38.075967,144.391083,3,SG,3,28_30,64.64,2,39.27,1.65,9.58,4.21,4.09,0.61,0.42,6.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1345,C,LIM,Limeburners Lagoon Reserve,,-38.076850,144.389567,2,SG,2,0_2,54.05,2,39.27,1.38,47.05,4.77,37.71,0.62,0.48,6.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1346,C,LIM,Limeburners Lagoon Reserve,,-38.076850,144.389567,2,SG,2,14_16,75.91,2,39.27,1.93,62.05,1.11,58.33,0.38,0.11,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1347,C,LIM,Limeburners Lagoon Reserve,,-38.076850,144.389567,2,SG,2,28_30,58.07,2,39.27,1.48,22.58,3.70,17.87,0.65,0.37,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1348,C,LIM,Limeburners Lagoon Reserve,,-38.053233,144.411650,4,MG,1,0_2,10.23,2,39.27,0.26,171.27,175.07,,10.99,17.51,45.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1349,C,LIM,Limeburners Lagoon Reserve,,-38.053233,144.411650,4,MG,1,14_16,14.46,2,39.27,0.37,100.26,97.60,,5.91,9.76,35.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1350,C,LIM,Limeburners Lagoon Reserve,,-38.053233,144.411650,4,MG,1,28_30,21.77,2,39.27,0.55,35.71,26.11,,2.04,2.61,14.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1351,C,LIM,Limeburners Lagoon Reserve,,-38.052767,144.411000,7,SM,1,0_2,12.08,2,39.27,0.31,22.86,19.25,,2.10,1.93,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1352,C,LIM,Limeburners Lagoon Reserve,,-38.052767,144.411000,7,SM,1,14_16,38.80,2,39.27,0.99,150.23,146.96,,11.00,14.70,145.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1353,C,LIM,Limeburners Lagoon Reserve,,-38.052767,144.411000,7,SM,1,28_30,26.35,2,39.27,0.67,31.42,24.31,,2.64,2.43,16.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1354,C,LIM,Limeburners Lagoon Reserve,,-38.055283,144.411283,8,SM,2,0_2,36.56,2,39.27,0.93,31.34,26.54,,2.55,2.65,24.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1355,C,LIM,Limeburners Lagoon Reserve,,-38.055283,144.411283,8,SM,2,14_16,47.24,2,39.27,1.20,24.91,20.99,,2.30,2.10,25.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1356,C,LIM,Limeburners Lagoon Reserve,,-38.055283,144.411283,8,SM,2,28_30,56.74,2,39.27,1.44,19.34,4.05,12.32,0.76,0.40,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1488,C,LIM,Limeburners Lagoon Reserve,,-38.053000,144.411567,5,MG,2,0_2,11.32,2,39.27,0.29,87.10,78.99,,7.55,7.90,22.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1489,C,LIM,Limeburners Lagoon Reserve,,-38.053000,144.411567,5,MG,2,14_16,14.06,2,39.27,0.36,91.25,89.31,,7.77,8.93,31.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1490,C,LIM,Limeburners Lagoon Reserve,,-38.053000,144.411567,5,MG,2,28_30,11.29,2,39.27,0.29,87.84,83.44,,5.59,8.34,24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1497,C,LIM,Limeburners Lagoon Reserve,,-38.052733,144.411233,6,MG,3,0_2,11.33,2,39.27,0.29,103.88,93.14,,8.57,9.31,26.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1498,C,LIM,Limeburners Lagoon Reserve,,-38.052733,144.411233,6,MG,3,14_16,17.61,2,39.27,0.45,70.48,66.67,,4.71,6.67,29.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1499,C,LIM,Limeburners Lagoon Reserve,,-38.052733,144.411233,6,MG,3,28_30,17.67,2,39.27,0.45,34.52,22.37,,2.18,2.24,10.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1790,C,LIM,Limeburners Lagoon Reserve,,-38.056083,144.412000,9,SM,3,0_2,33.61,2,39.27,0.86,59.57,49.06,15.20,4.97,4.91,41.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1791,C,LIM,Limeburners Lagoon Reserve,,-38.056083,144.412000,9,SM,3,14_16,9.66,2,39.27,0.25,4.32,4.33,,0.67,0.43,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1792,C,LIM,Limeburners Lagoon Reserve,,-38.056083,144.412000,9,SM,3,28_30,64.06,2,39.27,1.63,55.12,2.15,46.32,0.49,0.21,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1064,EG,MAL,,Croajingolong NP,-37.539367,149.745550,3,SG,3,0_2,61.13,2,39.27,1.56,2.17,2.53,,0.27,0.25,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1065,EG,MAL,,Croajingolong NP,-37.539367,149.745550,3,SG,3,14_16,61.81,2,39.27,1.57,7.77,7.39,,0.58,0.74,11.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1066,EG,MAL,,Croajingolong NP,-37.539367,149.745550,3,SG,3,28_30,56.94,2,39.27,1.45,7.71,7.91,,0.63,0.79,11.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1527,EG,MAL,,Croajingolong NP,-37.532667,149.742400,1,SG,1,0_2,58.23,2,39.27,1.48,0.62,1.06,,0.15,0.11,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1528,EG,MAL,,Croajingolong NP,-37.532667,149.742400,1,SG,1,14_16,69.27,2,39.27,1.76,1.78,1.37,0.19,0.15,0.14,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1529,EG,MAL,,Croajingolong NP,-37.532667,149.742400,1,SG,1,28_30,58.77,2,39.27,1.50,3.20,2.35,0.60,0.23,0.23,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1533,EG,MAL,,Croajingolong NP,-37.536567,149.744250,2,SG,2,0_2,46.53,2,39.27,1.18,1.79,1.68,0.24,0.18,0.17,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1534,EG,MAL,,Croajingolong NP,-37.536567,149.744250,2,SG,2,14_16,61.05,2,39.27,1.55,3.43,2.72,1.05,0.30,0.27,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1535,EG,MAL,,Croajingolong NP,-37.536567,149.744250,2,SG,2,28_30,74.61,2,39.27,1.90,2.24,2.45,,0.30,0.24,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1067,WG,MCL,Nooramunga Marine and Coastal Park,,-38.612167,146.889317,6,MG,3,0_2,24.04,2,39.27,0.61,19.91,18.01,3.98,1.51,1.80,11.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1068,WG,MCL,Nooramunga Marine and Coastal Park,,-38.612167,146.889317,6,MG,3,14_16,51.54,2,39.27,1.31,5.58,5.51,,0.47,0.55,7.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1069,WG,MCL,Nooramunga Marine and Coastal Park,,-38.612167,146.889317,6,MG,3,28_30,67.02,2,39.27,1.71,3.99,2.76,2.05,0.19,0.28,4.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1216,WG,MCL,Nooramunga Marine and Coastal Park,,-38.609350,146.888750,8,SM,2,0_2,19.62,2,39.27,0.50,138.41,146.52,,10.14,14.65,73.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1217,WG,MCL,Nooramunga Marine and Coastal Park,,-38.609350,146.888750,8,SM,2,14_16,50.05,2,39.27,1.27,31.92,34.79,,2.85,3.48,44.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1218,WG,MCL,Nooramunga Marine and Coastal Park,,-38.609350,146.888750,8,SM,2,28_30,55.25,2,39.27,1.41,3.29,4.47,,0.55,0.45,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1219,WG,MCL,Nooramunga Marine and Coastal Park,,-38.612000,146.890517,4,MG,1,0_2,28.03,2,39.27,0.71,16.72,14.52,3.65,1.39,1.45,10.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1220,WG,MCL,Nooramunga Marine and Coastal Park,,-38.612000,146.890517,4,MG,1,14_16,67.77,2,39.27,1.73,5.17,3.07,2.14,0.20,0.31,5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1221,WG,MCL,Nooramunga Marine and Coastal Park,,-38.612000,146.890517,4,MG,1,28_30,55.77,2,39.27,1.42,17.73,4.83,12.09,0.27,0.48,6.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1222,WG,MCL,Nooramunga Marine and Coastal Park,,-38.609850,146.888850,7,SM,1,0_2,27.36,2,39.27,0.70,77.65,82.99,,6.89,8.30,57.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1223,WG,MCL,Nooramunga Marine and Coastal Park,,-38.609850,146.888850,7,SM,1,14_16,56.11,2,39.27,1.43,5.97,7.10,,0.90,0.71,10.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1224,WG,MCL,Nooramunga Marine and Coastal Park,,-38.609850,146.888850,7,SM,1,28_30,43.40,2,39.27,1.11,7.53,7.67,,1.03,0.77,8.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1225,WG,MCL,Nooramunga Marine and Coastal Park,,-38.608933,146.888650,9,SM,3,0_2,7.75,2,39.27,0.20,273.29,283.63,,19.13,28.36,55.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1226,WG,MCL,Nooramunga Marine and Coastal Park,,-38.608933,146.888650,9,SM,3,14_16,12.46,2,39.27,0.32,194.81,204.46,,12.90,20.45,64.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1227,WG,MCL,Nooramunga Marine and Coastal Park,,-38.608933,146.888650,9,SM,3,28_30,52.25,2,39.27,1.33,3.07,3.52,,0.56,0.35,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1455,WG,MCL,Nooramunga Marine and Coastal Park,,-38.612150,146.889883,5,MG,2,0_2,29.04,2,39.27,0.74,28.37,25.84,4.43,2.07,2.58,19.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1456,WG,MCL,Nooramunga Marine and Coastal Park,,-38.612150,146.889883,5,MG,2,14_16,62.12,2,39.27,1.58,3.47,2.90,0.81,0.27,0.29,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1457,WG,MCL,Nooramunga Marine and Coastal Park,,-38.612150,146.889883,5,MG,2,28_30,66.45,2,39.27,1.69,9.38,3.98,4.67,0.26,0.40,6.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1722,WG,MCL,Nooramunga Marine and Coastal Park,,-38.612283,146.890167,3,SG,3,0_2,27.99,2,39.27,0.71,17.57,14.39,4.46,1.37,1.44,10.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1723,WG,MCL,Nooramunga Marine and Coastal Park,,-38.612283,146.890167,3,SG,3,14_16,54.73,2,39.27,1.39,6.65,4.04,3.04,0.36,0.40,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1724,WG,MCL,Nooramunga Marine and Coastal Park,,-38.612283,146.890167,3,SG,3,28_30,77.27,2,39.27,1.97,33.02,4.49,25.55,0.39,0.45,8.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1867,WG,MCL,Nooramunga Marine and Coastal Park,,-38.612117,146.890600,1,SG,1,0_2,13.49,2,39.27,0.34,40.96,36.77,7.64,3.45,3.68,12.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1868,WG,MCL,Nooramunga Marine and Coastal Park,,-38.612117,146.890600,1,SG,1,14_16,43.13,2,39.27,1.10,15.45,9.13,6.97,0.66,0.91,10.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1869,WG,MCL,Nooramunga Marine and Coastal Park,,-38.612117,146.890600,1,SG,1,28_30,60.96,2,39.27,1.55,28.86,5.73,22.38,0.46,0.57,8.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1870,WG,MCL,Nooramunga Marine and Coastal Park,,-38.611967,146.891233,2,SG,2,0_2,23.42,2,39.27,0.60,22.54,20.26,,1.74,2.03,12.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1871,WG,MCL,Nooramunga Marine and Coastal Park,,-38.611967,146.891233,2,SG,2,14_16,60.54,2,39.27,1.54,8.91,3.32,4.90,0.26,0.33,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1872,WG,MCL,Nooramunga Marine and Coastal Park,,-38.611967,146.891233,2,SG,2,28_30,49.55,2,39.27,1.26,16.62,6.89,10.40,0.37,0.69,8.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1070,EG,MLBE,,Croajingolong NP,-37.566917,149.760817,1,SM,1,0_2,41.44,2,39.27,1.06,11.14,5.96,4.68,0.52,0.60,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1071,EG,MLBE,,Croajingolong NP,-37.566917,149.760817,1,SM,1,14_16,69.75,2,39.27,1.78,14.40,3.09,8.60,0.17,0.31,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1072,EG,MLBE,,Croajingolong NP,-37.566917,149.760817,1,SM,1,28_30,75.08,2,39.27,1.91,13.63,1.97,8.80,0.13,0.20,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1228,EG,MLBE,,Croajingolong NP,-37.567550,149.760933,3,SM,3,0_2,79.97,2,39.27,2.04,7.38,4.13,3.24,0.41,0.41,8.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1229,EG,MLBE,,Croajingolong NP,-37.567550,149.760933,3,SM,3,14_16,86.85,2,39.27,2.21,12.93,3.97,7.05,0.31,0.40,8.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1230,EG,MLBE,,Croajingolong NP,-37.567550,149.760933,3,SM,3,28_30,93.19,2,39.27,2.37,12.60,3.03,7.65,0.21,0.30,7.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1584,EG,MLBE,,Croajingolong NP,-37.567167,149.760817,2,SM,2,0_2,55.09,2,39.27,1.40,10.72,6.26,4.59,0.63,0.63,8.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1585,EG,MLBE,,Croajingolong NP,-37.567167,149.760817,2,SM,2,14_16,60.07,2,39.27,1.53,13.06,2.93,7.18,0.15,0.29,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1586,EG,MLBE,,Croajingolong NP,-37.567167,149.760817,2,SM,2,28_30,68.91,2,39.27,1.75,10.18,2.10,5.64,0.14,0.21,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1073,WG,MNB,Nooramunga Marine and Coastal Park,,-38.647283,146.785400,3,SG,3,0_2,59.55,2,39.27,1.52,3.22,2.79,0.55,0.24,0.28,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1074,WG,MNB,Nooramunga Marine and Coastal Park,,-38.647283,146.785400,3,SG,3,14_16,59.84,2,39.27,1.52,4.65,1.91,2.15,0.14,0.19,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1075,WG,MNB,Nooramunga Marine and Coastal Park,,-38.647283,146.785400,3,SG,3,28_30,61.14,2,39.27,1.56,32.97,2.75,25.56,0.27,0.27,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1076,WG,MNB,Nooramunga Marine and Coastal Park,,-38.647267,146.783417,5,MG,2,0_2,38.14,2,39.27,0.97,15.75,15.02,,1.21,1.50,14.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1077,WG,MNB,Nooramunga Marine and Coastal Park,,-38.647267,146.783417,5,MG,2,14_16,56.62,2,39.27,1.44,7.08,7.56,,0.52,0.76,10.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1078,WG,MNB,Nooramunga Marine and Coastal Park,,-38.647267,146.783417,5,MG,2,28_30,43.85,2,39.27,1.12,8.84,8.11,,0.69,0.81,9.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1231,WG,MNB,Nooramunga Marine and Coastal Park,,-38.647133,146.785833,2,SG,2,0_2,47.67,2,39.27,1.21,3.66,3.02,0.37,0.25,0.30,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
