Site,Status,ID,Date,Lat,Lon,Depth_mid,Elevation,DBD,210Pb,210Pb_e,226Ra,226Ra_e,210Pbex,210Pbex_e,137Cs,137Cs_e,7Be,7Be_e,wtC,wtN,Age,Age_e,VAR,MAR,CAR,Year,LOI
Weedon Island,Mangrove,WI,10/19/2015,27.846063,-82.6015,1.5,-14.4,0.1245,9.4326,0.3867,2.0889,0.1199,7.3437,0.4049,0,0,9.41,1.5,    ,   ,2.8,1.2,6.1,763,,2013.1,     
Weedon Island,Mangrove,WI,10/19/2015,27.846063,-82.6015,2.5,-15.4,0.1127,8.618,0.4412,1.5959,0.1251,7.0221,0.4586,0,0,0,0,31.9,1.77,4.2,1.2,6.7,760,242,2011.6,     
Weedon Island,Mangrove,WI,10/19/2015,27.846063,-82.6015,3.5,-16.4,0.11,10.7749,0.4946,1.2541,0.1284,9.5208,0.511,0,0,0,0,    ,   ,6.3,1.3,4.8,530,,2009.6,     
Weedon Island,Mangrove,WI,10/19/2015,27.846063,-82.6015,4.5,-17.4,0.1299,9.1512,0.4255,0.8276,0.1031,8.3236,0.4378,0,0,0,0,27.83,1.53,8.6,1.4,4.4,567,158,2007.3,51.921
Weedon Island,Mangrove,WI,10/19/2015,27.846063,-82.6015,5.5,-18.4,0.1659,8.984,0.3594,0.9431,0.0983,8.0408,0.3726,0,0,0,0,    ,   ,11.7,1.5,3.3,540,,2004.2,     
Weedon Island,Mangrove,WI,10/19/2015,27.846063,-82.6015,6.5,-19.4,0.1637,8.2116,0.0821,0.9087,0.063,7.3029,0.1035,0.102,0.03,0,0,27.04,1.56,14.7,1.6,3.3,541,146,2001.2,     
Weedon Island,Mangrove,WI,10/19/2015,27.846063,-82.6015,7.5,-20.4,0.2301,5.5489,0.1776,0.5959,0.0436,4.953,0.1828,0,0,0,0,    ,   ,17.9,1.8,3.1,724,,1998,     
Weedon Island,Mangrove,WI,10/19/2015,27.846063,-82.6015,8.5,-21.4,0.257,4.129,0.1726,0.6364,0.0385,3.4926,0.1768,0,0,0,0,17.83,0.94,20.6,1.9,3.6,936,167,1995.2,32.3736
Weedon Island,Mangrove,WI,10/19/2015,27.846063,-82.6015,9.5,-22.4,0.3499,2.7814,0.1352,0.4724,0.0377,2.3089,0.1403,0,0,0,0,    ,   ,23.3,2.1,3.7,1300,,1992.6,     
Weedon Island,Mangrove,WI,10/19/2015,27.846063,-82.6015,10.5,-23.4,0.4678,2.12,0.106,0.5087,0.0272,1.6112,0.1094,0.032,0.01,0,0,12.82,0.61,26.1,2.3,3.7,1712,220,1989.8,     
Weedon Island,Mangrove,WI,10/19/2015,27.846063,-82.6015,11.5,-24.4,0.5596,1.6631,0.0812,0.4678,0.0264,1.1953,0.0854,0.08,0.01,0,0,    ,   ,28.7,2.4,3.8,2123,,1987.2,     
Weedon Island,Mangrove,WI,10/19/2015,27.846063,-82.6015,12.5,-25.4,0.5791,1.5,0.0839,0.4208,0.0234,1.0792,0.0871,0,0,0,0,8.69,0.38,31.4,2.6,3.7,2165,188,1984.5,16.3855
Weedon Island,Mangrove,WI,10/19/2015,27.846063,-82.6015,13.5,-26.4,0.5923,1.2068,0.0682,0.3862,0.0201,0.8207,0.0711,0.048,0.01,0,0,    ,   ,33.6,2.8,4.5,2637,,1982.3,     
Weedon Island,Mangrove,WI,10/19/2015,27.846063,-82.6015,14.5,-27.4,0.499,1.5576,0.0958,0.4119,0.0327,1.1457,0.1012,0,0,0,0,9.7,0.43,36.5,3.1,3.5,1745,169,1979.4,     
Weedon Island,Mangrove,WI,10/19/2015,27.846063,-82.6015,15.5,-28.4,0.3567,1.8083,0.1065,0.4818,0.0351,1.3265,0.1121,0.142,0.02,0,0,    ,   ,39.1,3.3,3.9,1385,,1976.8,     
Weedon Island,Mangrove,WI,10/19/2015,27.846063,-82.6015,16.5,-29.4,0.2863,1.8217,0.102,0.5876,0.0368,1.234,0.1084,0.144,0.02,0,0,13.91,0.55,41.1,3.6,4.8,1384,193,1974.8,30.5802
Weedon Island,Mangrove,WI,10/19/2015,27.846063,-82.6015,17.5,-30.4,0.2717,1.7574,0.1193,0.6299,0.04,1.1275,0.1259,0.104,0.02,0,0,    ,   ,43,3.8,5.2,1424,,1972.8,     
Weedon Island,Mangrove,WI,10/19/2015,27.846063,-82.6015,18.5,-31.4,0.2561,2.0572,0.1368,0.5136,0.0399,1.5436,0.1425,0,0,0,0,18.09,0.79,45.7,4.1,3.8,969,175,1970.2,     
Weedon Island,Mangrove,WI,10/19/2015,27.846063,-82.6015,19.5,-32.4,0.279,1.7119,0.1287,0.3433,0.04,1.3686,0.1348,0,0,0,0,    ,   ,48.5,4.5,3.6,1005,,1967.4,     
Weedon Island,Mangrove,WI,10/19/2015,27.846063,-82.6015,20.5,-33.4,0.2767,1.5618,0.1262,0.5807,0.0477,0.9811,0.1349,0,0,0,0,14.47,0.63,50.6,4.8,4.7,1298,188,1965.3,26.6504
Weedon Island,Mangrove,WI,10/19/2015,27.846063,-82.6015,21.5,-34.4,0.3209,1.2133,0.0706,0.4338,0.0191,0.7794,0.0731,0,0,0,0,    ,   ,52.7,5.1,4.8,1530,,1963.2,     
Weedon Island,Mangrove,WI,10/19/2015,27.846063,-82.6015,22.5,-35.4,0.3316,1.412,0.0534,0.4178,0.0177,0.9942,0.0562,0,0,0,0,    ,   ,55.7,5.6,3.3,1108,,1960.2,     
Weedon Island,Mangrove,WI,10/19/2015,27.846063,-82.6015,23.5,-36.4,0.4075,1.2419,0.0481,0.4244,0.0163,0.8175,0.0507,0,0,0,0,14.01,0.59,59,6.2,3,1222,171,1956.9,16.6613
Weedon Island,Mangrove,WI,10/19/2015,27.846063,-82.6015,24.5,-37.4,0.4641,1.2268,0.0547,0.4018,0.0169,0.8251,0.0573,0,0,0,0,    ,   ,63.3,7.1,2.3,1075,,1952.6,     
Weedon Island,Mangrove,WI,10/19/2015,27.846063,-82.6015,25.5,-38.4,0.5486,1.085,0.0439,0.3998,0.0151,0.6851,0.0465,0,0,0,0,    ,   ,68.2,8.2,2,1122,,1947.7,     
Weedon Island,Mangrove,WI,10/19/2015,27.846063,-82.6015,26.5,-39.4,0.4696,1.0437,0.1379,0.49,0.0562,0.5536,0.1489,0,0,0,0,6.68,0.28,72.1,9.4,2.6,1210,81,1943.8,     
Weedon Island,Mangrove,WI,10/19/2015,27.846063,-82.6015,27.5,-40.4,0.5995,1.0302,0.0738,0.3747,0.0257,0.6555,0.0781,0,0,0,0,    ,   ,79,11.7,1.4,865,,1936.9,     
Weedon Island,Mangrove,WI,10/19/2015,27.846063,-82.6015,28.5,-41.4,0.5941,0.7722,0.0672,0.3484,0.0232,0.4238,0.0711,0,0,0,0,    ,   ,84.4,13.9,1.9,1104,,1931.5,     
Weedon Island,Mangrove,WI,10/19/2015,27.846063,-82.6015,29.5,-42.4,0.6483,0.7062,0.1052,0.2309,0.0365,0.4753,0.1114,0,0,0,0,6.97,0.27,   ,   ,  ,,,   ,11.0357
Weedon Island,Mangrove,WI,10/19/2015,27.846063,-82.6015,30.5,-43.4,0.5918,0.9698,0.0607,0.3041,0.0205,0.6657,0.0641,0,0,0,0,    ,   ,   ,   ,  ,,,   ,     
Weedon Island,Mangrove,WI,10/19/2015,27.846063,-82.6015,31.5,-44.4,0.5141,0.7949,0.0736,0.3206,0.0219,0.4743,0.0768,0,0,0,0,    ,   ,   ,   ,  ,,,   ,     
Weedon Island,Mangrove,WI,10/19/2015,27.846063,-82.6015,32.5,-45.4,0.8904,0.5069,0.0609,0.227,0.0229,0.2799,0.0651,0,0,0,0,5.99,0.23,   ,   ,  ,,,   ,     
Weedon Island,Mangrove,WI,10/19/2015,27.846063,-82.6015,33.5,-46.4,0.7447,0.5418,0.0624,0.2941,0.0199,0.2477,0.0655,0,0,0,0,    ,   ,   ,   ,  ,,,   ,     
Weedon Island,Mangrove,WI,10/19/2015,27.846063,-82.6015,34.5,-47.4,0.9252,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,  ,,,   ,4.4962
Upper Tampa Bay,Salt Barren,UTSB,10/21/2015,28.007596,-82.631427,2.5,46.6,    ,0.9143,0.0528,0.5715,0.0186,0.3428,0.0559,0.1089,0.013,0,0,    ,   ,   ,   ,  ,,,   ,1.0679
Upper Tampa Bay,Salt Barren,UTSB,10/21/2015,28.007596,-82.631427,7.5,41.6,    ,1.0121,0.0548,0.7144,0.021,0.2978,0.0586,0,0,0,0,    ,   ,   ,   ,  ,,,   ,1.1794
Upper Tampa Bay,Salt Barren,UTSB,10/21/2015,28.007596,-82.631427,12.5,36.6,    ,0.7145,0.0494,0.5252,0.0163,0.1893,0.0521,0.0624,0.0069,0,0,    ,   ,   ,   ,  ,,,   ,1.1747
Upper Tampa Bay,Salt Barren,UTSB,10/21/2015,28.007596,-82.631427,17.5,31.6,    ,0.9389,0.0667,0.888,0.0275,0.0509,0.0721,0,0,0,0,    ,   ,   ,   ,  ,,,   ,1.1071
Upper Tampa Bay,Salt Barren,UTSB,10/21/2015,28.007596,-82.631427,22.5,26.6,    ,0.582,0.0441,0.4534,0.0146,0.1286,0.0464,0,0,0,0,    ,   ,   ,   ,  ,,,   ,1.1615
Upper Tampa Bay,Salt Barren,UTSB,10/21/2015,28.007596,-82.631427,27.5,21.6,    ,0.7814,0.0524,0.588,0.017,0.1934,0.055,0,0,0,0,    ,   ,   ,   ,  ,,,   ,1.3723
