"[Abbreviations: ID, identification; cm, centimeter; µm, micron; Φ, phi particle size scale; %, percent; Dx, x% of particles are finer than reported value]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core ID,"Depth
 (cm)","Sediment Texture 
(Folk, 1954)","Averaged 
Sample Runs","Mean Grain Size 
(µm)","Mean Grain Size 
Standard Deviation
(µm)","Sorting 
(µm)","Sorting
Standard Deviation 
(µm)","Skewness
(µm)","Skewness 
Standard Deviation
(µm)","Kurtosis
(µm)","Kurtosis
Standard Deviation 
(µm)","Mean Grain Size 
(Φ)","Mean Grain Size
Standard Deviation 
(Φ)","Sorting 
(Φ)","Sorting
Standard Deviation 
(Φ)","Skewness 
(Φ)","Skewness
Standard Deviation 
(Φ)","Kurtosis
(Φ)","Kurtosis 
Standard Deviation 
(Φ)","Mean Grain Size 
(Descriptive)","Sorting
(Descriptive)","Skewness 
(Descriptive)","Kurtosis 
(Descriptive)","D10 
(µm)","D10 
Standard Deviation
 (µm)","D50 
(µm)","D50 
Standard Deviation 
(µm)","D90 
(µm)","D90 
Standard Deviation 
(µm)","Sand 
(%)","Sand 
Standard Deviation 
(%)","Mud 
(%)","Mud 
Standard Deviation 
(%)","Very Coarse Sand 
(%)","Coarse Sand
(%)","Medium Sand 
(%)","Fine Sand 
(%)","Very Fine Sand 
(%)","Very Coarse Silt 
(%)","Coarse Silt 
(%)","Medium Silt 
(%)","Fine Silt 
(%)","Very Fine Silt 
(%)","Clay 
(%)"
14CCT01-GB60M,17-18,Sandy Mud,N=8,27.75,1.92,4.224,0.114,-0.596,0.008,1.056,0.067,5.175,0.100,2.078,0.039,0.596,0.008,1.056,0.067,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,2.25,0.19,49.34,2.82,102.92,2.51,38.1,2.3,61.9,2.3,0.0,0.0,0.0,4.9,33.2,25.0,9.5,7.0,6.1,5.4,9.0
14CCT01-GB60M,18-19,Muddy Sand,N=8,44.56,5.81,3.174,0.250,-0.604,0.030,1.750,0.160,4.501,0.189,1.662,0.114,0.604,0.030,1.750,0.160,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,5.39,1.67,63.30,3.23,111.31,5.09,50.8,3.4,49.2,3.4,0.0,0.0,0.0,5.8,45.0,24.6,7.6,4.6,3.5,3.1,5.8
14CCT01-GB60M,19-20,Muddy Sand,N=8,60.61,1.83,2.705,0.059,-0.566,0.010,2.282,0.021,4.045,0.044,1.435,0.031,0.566,0.010,2.282,0.021,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,9.73,0.89,74.81,0.87,124.74,0.92,63.0,0.9,37.0,0.9,0.0,0.0,0.0,9.9,53.1,19.6,5.2,3.0,2.4,2.1,4.7
14CCT01-GB60M,20-21,Sandy Mud,N=8,37.36,0.22,3.487,0.024,-0.590,0.001,1.440,0.012,4.742,0.009,1.802,0.010,0.590,0.001,1.440,0.012,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,3.67,0.05,56.31,0.09,107.69,0.40,44.1,0.0,55.9,0.0,0.0,0.0,0.0,5.0,39.1,25.8,10.0,5.7,4.1,3.6,6.7
14CCT01-GB60M,21-22,Muddy Sand,N=8,55.15,0.47,3.047,0.056,-0.562,0.003,1.808,0.049,4.181,0.012,1.607,0.026,0.562,0.003,1.808,0.049,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,6.94,0.16,72.96,0.45,133.51,2.00,58.8,0.1,41.2,0.1,0.0,0.0,0.0,13.3,45.6,20.0,6.8,3.9,2.9,2.6,5.0
14CCT01-GB60M,22-23,Muddy Sand,N=8,50.08,3.56,3.191,0.102,-0.561,0.001,1.691,0.073,4.323,0.103,1.673,0.046,0.561,0.001,1.691,0.073,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,5.90,0.68,68.33,3.37,129.25,3.55,54.9,2.8,45.1,2.8,0.0,0.0,0.0,11.6,43.3,21.6,7.5,4.4,3.2,2.9,5.3
14CCT01-GB60M,23-24,Sandy Mud,N=8,32.02,1.67,4.089,0.218,-0.494,0.064,1.455,0.142,4.967,0.075,2.030,0.077,0.494,0.064,1.455,0.142,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,2.92,0.14,50.35,1.50,118.94,14.97,37.8,1.8,62.2,1.8,0.2,1.2,1.2,5.7,29.4,29.5,9.8,5.9,5.1,4.5,7.5
14CCT01-GB60M,24-25,Sandy Mud,N=8,31.86,2.12,3.758,0.075,-0.576,0.003,1.393,0.063,4.975,0.096,1.910,0.029,0.576,0.003,1.393,0.063,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,2.92,0.23,50.67,2.20,103.57,4.00,37.6,2.6,62.4,2.6,0.0,0.0,0.0,5.0,32.5,30.4,9.7,5.6,4.9,4.4,7.5
14CCT01-GB60M,25-26,Sandy Mud,N=8,29.07,0.63,3.819,0.031,-0.591,0.003,1.354,0.035,5.104,0.031,1.933,0.012,0.591,0.003,1.354,0.035,Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,2.60,0.07,47.91,0.57,95.90,1.06,33.6,0.7,66.4,0.7,0.0,0.0,0.0,4.0,29.6,32.9,9.9,5.7,5.1,4.7,8.1
14CCT01-GB60M,26-27,Sandy Mud,N=8,39.24,1.16,2.986,0.068,-0.564,0.003,1.978,0.058,4.672,0.043,1.578,0.033,0.564,0.003,1.978,0.058,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,4.53,0.24,52.40,0.56,94.51,0.11,36.7,0.5,63.3,0.5,0.0,0.0,0.0,2.8,33.9,37.6,8.8,4.1,3.4,3.3,6.0
14CCT01-GB60M,27-28,Sandy Mud,N=8,40.49,1.43,2.912,0.079,-0.554,0.008,1.997,0.053,4.627,0.051,1.541,0.039,0.554,0.008,1.997,0.053,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,4.93,0.39,52.92,0.63,94.94,0.27,37.3,0.7,62.7,0.7,0.0,0.0,0.0,2.9,34.4,37.6,8.8,4.1,3.4,3.2,5.7
14CCT01-GB60M,28-29,Sandy Mud,N=8,43.44,2.31,3.059,0.079,-0.541,0.011,1.933,0.059,4.527,0.077,1.613,0.037,0.541,0.011,1.933,0.059,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,4.67,0.35,57.33,1.41,107.95,2.38,44.1,1.6,55.9,1.6,0.0,0.0,0.0,5.6,38.5,31.8,7.8,3.6,3.4,3.4,5.8
14CCT01-GB60M,29-30,Sandy Mud,N=8,32.21,2.13,3.691,0.078,-0.576,0.001,1.508,0.109,4.960,0.096,1.884,0.031,0.576,0.001,1.508,0.109,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,2.99,0.19,50.65,2.17,102.04,3.39,37.1,2.6,62.9,2.6,0.0,0.0,0.0,4.9,32.2,31.9,9.4,5.1,4.7,4.4,7.4
14CCT01-GB60M,30-31,Sandy Mud,N=8,34.14,1.00,3.860,0.018,-0.588,0.002,1.487,0.018,4.873,0.042,1.948,0.007,0.588,0.002,1.487,0.018,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,2.91,0.06,55.32,1.61,112.13,3.15,43.1,1.8,56.9,1.8,0.0,0.0,0.1,6.8,36.2,27.1,8.6,4.8,4.6,4.2,7.6
14CCT01-GB60M,31-32,Sandy Mud,N=8,40.26,11.19,3.566,0.604,-0.582,0.011,1.638,0.402,4.692,0.412,1.813,0.247,0.582,0.011,1.638,0.402,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,3.86,1.56,58.81,8.19,111.67,5.96,46.7,8.0,53.3,8.0,0.0,0.0,0.1,6.6,40.0,25.9,7.8,4.3,4.2,4.0,7.2
14CCT01-GB60M,32-33,Sandy Mud,N=8,39.56,0.89,3.308,0.014,-0.583,0.007,1.710,0.002,4.660,0.033,1.726,0.006,0.583,0.007,1.710,0.002,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,3.89,0.13,57.14,0.73,106.96,2.23,44.3,0.9,55.7,0.9,0.0,0.0,0.0,5.1,39.3,28.9,8.8,4.2,3.8,3.7,6.4
14CCT01-GB60M,33-34,Sandy Mud,N=8,42.46,0.92,3.282,0.035,-0.579,0.007,1.736,0.014,4.558,0.031,1.715,0.015,0.579,0.007,1.736,0.014,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,4.18,0.07,60.33,1.21,112.89,3.80,47.8,1.3,52.2,1.3,0.0,0.0,0.0,6.5,41.2,26.6,8.3,4.1,3.6,3.5,6.2
14CCT01-GB60M,34-35,Sandy Mud,N=8,37.13,0.36,3.608,0.018,-0.576,0.002,1.607,0.009,4.752,0.014,1.851,0.007,0.576,0.002,1.607,0.009,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,3.30,0.11,56.34,0.42,112.55,0.71,44.0,0.4,56.0,0.4,0.0,0.0,0.0,6.5,37.4,27.8,8.8,4.4,4.0,3.9,7.0
14CCT01-GB60M,35-36,Sandy Mud,N=8,40.89,11.23,3.620,0.545,-0.581,0.008,1.607,0.258,4.669,0.407,1.839,0.219,0.581,0.008,1.607,0.258,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,3.82,1.66,59.98,9.50,116.38,9.16,47.4,9.0,52.6,9.0,0.0,0.0,0.0,7.8,39.5,25.3,8.0,4.2,3.9,3.7,7.4
14CCT01-GB60M,36-37,Sandy Mud,N=8,37.54,2.01,3.711,0.350,-0.522,0.064,1.600,0.048,4.737,0.077,1.885,0.136,0.522,0.064,1.600,0.048,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,3.56,0.34,55.51,2.40,120.64,11.29,43.6,1.8,56.4,1.8,0.2,1.1,0.9,6.1,35.3,27.3,9.5,4.7,4.3,3.9,6.7
14CCT01-GB60M,37-38,Sandy Mud,N=7,30.03,8.63,4.061,0.410,-0.587,0.010,1.275,0.281,5.116,0.409,2.014,0.148,0.587,0.010,1.275,0.281,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,2.51,0.95,49.59,9.06,102.56,15.03,36.5,9.8,63.5,9.8,0.0,0.0,0.0,5.3,31.1,29.1,9.8,5.5,5.1,4.8,9.3
14CCT01-GB60M,38-39,Sandy Mud,N=8,28.49,0.40,4.032,0.027,-0.552,0.013,1.326,0.023,5.133,0.020,2.012,0.010,0.552,0.013,1.326,0.023,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,2.52,0.05,47.06,0.31,102.54,2.54,34.2,0.4,65.8,0.4,0.0,0.1,0.3,5.6,28.2,31.1,10.6,5.6,5.4,4.9,8.2
14CCT01-GB60M,39-40,Sandy Mud,N=8,39.88,3.94,3.799,0.154,-0.512,0.100,1.813,0.199,4.655,0.143,1.924,0.058,0.512,0.100,1.813,0.199,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,3.51,0.54,59.11,2.38,124.60,16.76,46.6,2.4,53.4,2.4,0.6,1.2,1.1,5.9,37.9,26.5,8.3,4.1,3.8,3.7,7.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14CCT01-GB64M,0-1,Sandy Mud,N=8,22.60,0.42,4.912,0.027,-0.476,0.031,0.820,0.003,5.468,0.027,2.296,0.008,0.476,0.031,0.820,0.003,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Platykurtic,1.67,0.01,37.99,2.41,110.02,0.53,37.2,1.0,62.8,1.0,0.0,0.0,0.0,5.8,31.4,16.5,10.6,9.4,8.2,6.6,11.5
14CCT01-GB64M,1-2,Sandy Mud,N=8,26.87,1.20,4.773,0.041,-0.621,0.024,0.881,0.027,5.219,0.064,2.255,0.013,0.621,0.024,0.881,0.027,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Platykurtic,1.78,0.05,52.87,3.54,112.64,1.50,43.9,2.0,56.1,2.0,0.0,0.0,0.0,6.1,37.7,17.0,8.3,7.3,7.0,5.8,10.8
14CCT01-GB64M,2-3,Muddy Sand,N=8,42.19,12.96,3.909,0.812,-0.668,0.009,1.573,0.666,4.638,0.458,1.935,0.304,0.668,0.009,1.573,0.666,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,4.00,2.10,70.62,9.52,122.81,6.59,57.9,8.9,42.1,8.9,0.0,0.0,0.0,9.4,48.4,14.1,6.0,5.2,4.8,4.3,7.7
14CCT01-GB64M,3-4,Sandy Mud,N=8,29.34,0.29,4.666,0.108,-0.647,0.026,0.916,0.023,5.091,0.014,2.222,0.033,0.647,0.026,0.916,0.023,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,1.99,0.13,58.67,2.29,117.53,0.18,47.4,1.4,52.6,1.4,0.0,0.0,0.0,7.5,39.9,16.1,7.7,6.7,6.5,5.7,9.9
14CCT01-GB64M,4-5,Sandy Mud,N=8,28.32,2.33,4.659,0.177,-0.639,0.026,0.916,0.061,5.147,0.119,2.219,0.055,0.639,0.026,0.916,0.061,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,1.95,0.20,56.02,4.64,113.82,1.67,45.7,2.9,54.3,2.9,0.0,0.0,0.0,6.5,39.2,17.3,7.6,6.8,6.7,5.8,10.1
14CCT01-GB64M,5-6,Sandy Mud,N=8,13.62,0.50,5.361,0.188,-0.286,0.047,0.738,0.002,6.199,0.053,2.422,0.050,0.286,0.047,0.738,0.002,Medium Silt,Very Poorly Sorted,Fine Skewed,Platykurtic,1.14,0.06,19.33,2.18,88.28,3.59,22.1,1.8,77.9,1.8,0.0,0.0,0.0,3.1,19.0,20.1,10.9,10.5,10.7,8.6,17.1
14CCT01-GB64M,6-7,Sandy Mud,N=8,15.65,1.57,5.667,0.103,-0.386,0.102,0.736,0.007,6.005,0.145,2.502,0.026,0.386,0.102,0.736,0.007,Medium Silt,Very Poorly Sorted,Very Fine Skewed,Platykurtic,1.09,0.02,26.42,6.45,99.02,3.79,28.4,3.4,71.6,3.4,0.0,0.0,0.0,4.5,23.9,18.9,9.3,9.0,9.6,7.6,17.2
14CCT01-GB64M,7-8,Sandy Mud,N=7,27.71,11.15,7.473,1.491,-0.296,0.059,0.875,0.050,5.290,0.577,2.874,0.283,0.296,0.059,0.875,0.050,Coarse Silt,Very Poorly Sorted,Fine Skewed,Platykurtic,1.34,0.16,42.32,13.60,319.27,223.22,38.5,8.4,61.5,8.4,0.5,5.9,4.5,6.8,20.7,16.0,8.8,7.7,8.1,6.7,14.2
14CCT01-GB64M,8-9,Sandy Mud,N=8,11.00,0.46,5.490,0.131,-0.132,0.010,0.695,0.001,6.508,0.060,2.456,0.034,0.132,0.010,0.695,0.001,Medium Silt,Very Poorly Sorted,Fine Skewed,Platykurtic,1.04,0.01,12.78,0.78,83.58,5.18,18.9,1.8,81.1,1.8,0.0,0.0,0.0,3.1,15.8,18.5,9.9,10.3,12.1,10.6,19.8
14CCT01-GB64M,9-10,Sandy Mud,N=8,12.80,0.65,5.867,0.040,-0.301,0.022,0.690,0.003,6.289,0.074,2.553,0.010,0.301,0.022,0.690,0.003,Medium Silt,Very Poorly Sorted,Very Fine Skewed,Platykurtic,0.98,0.02,19.36,1.53,91.97,3.71,23.5,1.8,76.5,1.8,0.0,0.0,0.0,4.2,19.2,20.0,9.3,8.7,9.9,8.4,20.4
14CCT01-GB64M,10-11,Sandy Mud,N=8,18.21,1.22,4.695,0.198,-0.524,0.034,0.834,0.048,5.782,0.097,2.230,0.061,0.524,0.034,0.834,0.048,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Platykurtic,1.46,0.10,32.76,2.52,83.07,1.00,22.5,0.2,77.5,0.2,0.0,0.0,0.1,2.9,19.5,28.9,11.0,8.8,8.3,7.2,13.3
14CCT01-GB64M,11-12,Sandy Mud,N=8,22.60,0.87,4.359,0.029,-0.590,0.017,0.982,0.039,5.469,0.056,2.124,0.010,0.590,0.017,0.982,0.039,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,1.77,0.02,41.25,1.92,88.48,1.24,27.7,1.4,72.3,1.4,0.0,0.0,0.0,3.1,24.5,30.9,10.5,7.6,6.6,5.8,10.8
14CCT01-GB64M,12-13,Sandy Mud,N=8,16.04,0.66,5.021,0.030,-0.383,0.028,0.778,0.004,5.964,0.059,2.328,0.009,0.383,0.028,0.778,0.004,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Platykurtic,1.31,0.00,24.92,1.90,88.53,2.19,23.7,1.4,76.3,1.4,0.0,0.0,0.0,2.9,20.8,22.3,11.4,10.5,9.6,7.9,14.6
14CCT01-GB64M,13-14,Sandy Mud,N=8,16.55,1.85,5.981,0.514,-0.236,0.005,0.847,0.075,5.926,0.163,2.575,0.124,0.236,0.005,0.847,0.075,Coarse Silt,Very Poorly Sorted,Fine Skewed,Platykurtic,1.26,0.02,23.59,4.03,123.18,22.17,27.7,3.2,72.3,3.2,0.0,1.9,1.7,5.4,18.7,17.4,11.0,10.8,10.1,7.9,15.2
14CCT01-GB64M,14-15,Sandy Mud,N=8,16.90,1.55,5.061,0.060,-0.396,0.034,0.815,0.025,5.893,0.133,2.339,0.017,0.396,0.034,0.815,0.025,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Platykurtic,1.33,0.03,26.90,3.57,92.54,6.59,24.6,3.2,75.4,3.2,0.0,0.0,0.1,4.1,20.4,22.2,12.6,10.2,8.9,7.3,14.3
14CCT01-GB64M,15-16,Sandy Mud,N=8,27.82,2.21,5.068,0.576,-0.440,0.088,1.161,0.165,5.172,0.115,2.332,0.164,0.440,0.088,1.161,0.165,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,2.01,0.08,46.49,2.96,135.11,29.12,38.0,2.6,62.0,2.6,0.8,2.1,0.9,6.1,28.2,22.7,10.7,7.6,6.2,5.0,9.8
14CCT01-GB64M,16-17,Sandy Mud,N=8,30.58,0.62,4.153,0.007,-0.577,0.000,1.112,0.022,5.031,0.029,2.054,0.002,0.577,0.000,1.112,0.022,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,2.44,0.05,51.57,0.96,111.67,1.87,41.0,0.8,59.0,0.8,0.0,0.0,0.0,6.4,34.6,23.0,10.0,7.2,5.7,4.5,8.6
14CCT01-GB64M,17-18,Muddy Sand,N=8,48.85,2.58,2.964,0.070,-0.615,0.005,2.085,0.145,4.358,0.076,1.567,0.034,0.615,0.005,2.085,0.145,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,6.11,0.47,66.50,1.85,111.09,1.91,54.7,2.2,45.3,2.2,0.0,0.0,0.0,5.4,49.3,23.7,6.4,4.0,3.1,2.6,5.5
14CCT01-GB64M,18-19,Muddy Sand,N=8,53.82,2.83,2.844,0.056,-0.591,0.001,2.093,0.128,4.218,0.076,1.508,0.028,0.591,0.001,2.093,0.128,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,7.52,0.75,69.50,2.47,116.33,2.47,57.6,2.7,42.4,2.7,0.0,0.0,0.0,6.9,50.7,22.3,6.5,3.5,2.6,2.3,5.2
14CCT01-GB64M,19-20,Muddy Sand,N=8,40.79,4.09,3.894,0.209,-0.597,0.014,1.384,0.117,4.623,0.145,1.959,0.078,0.597,0.014,1.384,0.117,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,3.38,0.54,65.13,4.58,131.01,2.32,51.9,3.4,48.1,3.4,0.0,0.0,0.0,12.1,39.8,19.4,8.2,5.4,4.2,3.6,7.3
14CCT01-GB64M,20-21,Muddy Sand,N=7,68.68,4.45,2.798,0.158,-0.539,0.024,2.054,0.034,3.867,0.095,1.482,0.081,0.539,0.024,2.054,0.034,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,10.99,2.58,83.80,2.25,146.82,2.80,66.8,1.8,33.2,1.8,0.0,0.0,0.0,19.4,47.3,16.6,4.9,2.9,2.2,2.0,4.6
14CCT01-GB64M,21-22,Muddy Sand,N=8,61.31,4.10,3.116,0.049,-0.587,0.035,1.982,0.104,4.031,0.097,1.640,0.023,0.587,0.035,1.982,0.104,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,6.80,0.26,82.71,7.96,146.72,7.97,64.8,4.7,35.2,4.7,0.0,0.0,0.0,19.8,45.0,15.9,5.1,3.6,2.9,2.6,5.2
14CCT01-GB64M,22-23,Sandy Mud,N=8,34.14,1.15,3.945,0.251,-0.478,0.059,1.450,0.132,4.873,0.048,1.977,0.087,0.478,0.059,1.450,0.132,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,3.30,0.13,50.83,0.99,120.30,12.83,38.7,1.1,61.3,1.1,0.7,1.6,0.9,5.6,29.9,28.5,10.4,6.6,4.8,3.8,7.2
14CCT01-GB64M,23-24,Sandy Mud,N=8,29.14,0.37,3.982,0.168,-0.537,0.008,1.196,0.047,5.101,0.018,1.992,0.061,0.537,0.008,1.196,0.047,Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,2.54,0.19,45.91,0.07,104.08,4.17,34.3,0.9,65.7,0.9,0.0,0.0,0.0,5.2,29.0,28.9,11.2,7.3,5.6,4.3,8.4
14CCT01-GB64M,24-25,Sandy Mud,N=8,23.61,0.17,4.052,0.048,-0.526,0.002,1.049,0.014,5.404,0.010,2.018,0.017,0.526,0.002,1.049,0.014,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,2.10,0.04,38.04,0.07,88.81,0.78,25.5,0.3,74.5,0.3,0.0,0.0,0.0,3.0,22.5,31.2,13.1,8.7,6.8,5.3,9.5
14CCT01-GB64M,25-26,Sandy Mud,N=8,28.09,0.75,4.021,0.329,-0.486,0.043,1.284,0.048,5.154,0.038,2.003,0.118,0.486,0.043,1.284,0.048,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,2.60,0.21,42.91,1.29,104.62,13.69,29.9,2.6,70.1,2.6,0.6,0.8,0.6,4.4,23.5,32.2,12.2,7.5,5.7,4.3,8.3
14CCT01-GB64M,26-27,Sandy Mud,N=7,36.81,7.28,4.091,0.413,-0.326,0.165,1.721,0.311,4.794,0.298,2.025,0.149,0.326,0.165,1.721,0.311,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Very Leptokurtic,4.09,0.95,47.14,4.22,230.84,121.19,33.7,5.9,66.3,5.9,1.1,3.1,2.8,4.5,22.1,33.6,11.7,6.4,4.6,3.6,6.4
14CCT01-GB64M,27-28,Sandy Mud,N=7,34.47,1.10,3.405,0.237,-0.481,0.070,1.741,0.134,4.859,0.045,1.765,0.097,0.481,0.070,1.741,0.134,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,4.13,0.12,47.41,0.80,102.02,11.69,31.9,1.6,68.1,1.6,0.0,1.1,0.7,4.1,26.0,37.1,11.1,6.0,4.1,3.3,6.4
14CCT01-GB64M,28-29,Sandy Mud,N=8,34.73,0.34,3.995,0.117,-0.370,0.027,1.621,0.059,4.848,0.014,1.998,0.043,0.370,0.027,1.621,0.059,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,3.89,0.04,47.88,0.26,125.61,3.42,35.7,0.4,64.3,0.4,0.8,2.3,1.9,5.0,25.7,31.2,11.6,6.8,4.7,3.5,6.5
14CCT01-GB64M,29-30,Sandy Mud,N=8,33.01,0.20,3.698,0.034,-0.515,0.001,1.268,0.013,4.921,0.009,1.887,0.013,0.515,0.001,1.268,0.013,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,3.42,0.08,48.43,0.12,108.71,0.61,37.7,0.1,62.3,0.1,0.0,0.0,0.0,5.9,31.8,27.7,11.5,7.2,5.1,3.8,7.0
14CCT01-GB64M,30-31,Sandy Mud,N=8,29.36,0.57,3.931,0.063,-0.513,0.009,1.143,0.014,5.090,0.028,1.975,0.023,0.513,0.009,1.143,0.014,Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,2.78,0.11,44.96,0.79,105.20,0.68,34.9,0.5,65.1,0.5,0.0,0.0,0.0,5.3,29.6,27.1,12.0,7.8,5.9,4.5,7.8
14CCT01-GB64M,31-32,Sandy Mud,N=8,31.05,1.79,3.963,0.082,-0.567,0.009,1.170,0.051,5.012,0.083,1.986,0.030,0.567,0.009,1.170,0.051,Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,2.76,0.25,50.34,2.60,107.66,2.80,39.5,2.2,60.5,2.2,0.0,0.0,0.0,5.4,34.1,25.3,10.2,6.9,5.7,4.4,7.9
14CCT01-GB64M,32-33,Sandy Mud,N=7,53.64,24.90,5.120,0.648,-0.258,0.249,1.360,0.103,4.378,0.672,2.345,0.180,0.258,0.249,1.360,0.103,Very Coarse Silt,Very Poorly Sorted,Fine Skewed,Leptokurtic,4.89,2.71,59.43,8.23,403.15,314.46,47.0,6.1,53.0,6.1,2.5,6.1,3.4,6.5,28.5,22.2,9.6,6.4,4.7,3.4,6.6
14CCT01-GB64M,33-34,Muddy Sand,N=8,43.88,3.41,3.959,0.339,-0.495,0.103,1.810,0.256,4.515,0.112,1.980,0.124,0.495,0.103,1.810,0.256,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,4.25,0.35,64.80,2.56,149.46,30.38,51.9,2.2,48.1,2.2,0.3,2.1,1.7,8.2,39.7,22.1,7.5,5.0,3.9,3.0,6.6
14CCT01-GB64M,34-35,Sandy Mud,N=8,37.69,0.45,3.681,0.023,-0.597,0.012,1.496,0.044,4.730,0.017,1.880,0.009,0.597,0.012,1.496,0.044,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,3.42,0.23,58.46,0.07,113.89,1.94,46.3,0.2,53.7,0.2,0.0,0.0,0.0,6.8,39.5,24.9,8.5,5.5,4.2,3.3,7.3
14CCT01-GB64M,35-36,Sandy Mud,N=7,39.89,1.39,3.795,0.244,-0.582,0.070,1.641,0.156,4.649,0.050,1.921,0.087,0.582,0.070,1.641,0.156,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,3.64,0.27,62.51,0.84,120.69,5.95,50.0,0.8,50.0,0.8,0.6,0.7,0.1,7.2,41.4,22.9,7.5,5.0,4.2,3.3,7.1
14CCT01-GB64M,36-37,Sandy Mud,N=8,39.37,0.66,4.149,0.411,-0.466,0.084,1.535,0.069,4.667,0.024,2.046,0.143,0.466,0.084,1.535,0.069,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Very Leptokurtic,3.83,0.05,59.21,0.69,138.45,15.32,47.3,0.7,52.7,0.7,0.8,2.1,1.4,7.8,35.2,22.9,9.1,6.0,4.6,3.4,6.7
14CCT01-GB64M,37-38,Muddy Sand,N=8,44.56,4.07,4.313,0.166,-0.402,0.042,1.712,0.105,4.494,0.132,2.108,0.055,0.402,0.042,1.712,0.105,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Very Leptokurtic,4.38,0.87,64.56,3.43,164.21,13.90,51.5,2.6,48.5,2.6,1.0,3.1,2.6,9.3,35.4,20.8,8.7,5.4,4.1,3.1,6.4
