study_id,core_id,site_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,CD_reported,Ocstock_reported,carbon_density,fraction_carbon_type,DBD_measured_or_modeled,OC_measured_or_modeled,CD_measured_or_modeled,carbon_profile_notes
Donato_et_al_2011,M1388,DCD11 J2 Core 3,15,30,0.6756354999926024,NA,0.0518,NA,NA,0.03499791889961681,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1388,DCD11 J2 Core 3,30,50,0.7254558759204317,NA,0.042199999999999994,NA,NA,0.030614237963842213,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1388,DCD11 J2 Core 3,50,100,0.7079618912857887,NA,0.0454,NA,NA,0.03214146986437481,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1389,DCD11 J2 Core 4,0,15,0.6995817298251614,NA,0.047,NA,NA,0.032880341301782585,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1389,DCD11 J2 Core 4,15,30,0.6459238201681635,NA,0.0582,NA,NA,0.037592766333787116,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1390,DCD11 J2 Core 5,0,15,0.649520566074707,NA,0.0574,NA,NA,0.03728248049268818,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1390,DCD11 J2 Core 5,15,30,0.6181794430752243,NA,0.0646,NA,NA,0.03993439202265949,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1391,DCD11 J2 Core 6,0,15,0.6605026456084078,NA,0.055,NA,NA,0.03632764550846243,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1391,DCD11 J2 Core 6,15,30,0.6049276231718365,NA,0.0678,NA,NA,0.04101409285105051,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1391,DCD11 J2 Core 6,50,100,0.6215538163157994,NA,0.0638,NA,NA,0.039655133480948,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1393,DCD11 S1 Core 2,0,15,0.5547156195049385,NA,0.0808,NA,NA,0.044821022055999034,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1393,DCD11 S1 Core 2,30,65,0.5105635379978535,NA,0.0935,NA,NA,0.0477376908027993,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1395,DCD11 S1 Core 4,0,15,0.5830096328857615,NA,0.0733,NA,NA,0.04273460609052632,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1395,DCD11 S1 Core 4,15,30,0.5779780929208963,NA,0.0746,NA,NA,0.04311716573189887,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1395,DCD11 S1 Core 4,30,50,0.5453062441374446,NA,0.0834,NA,NA,0.04547854076106288,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1396,DCD11 S1 Core 5,0,15,0.5424506449083396,NA,0.0842,NA,NA,0.04567434430128219,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1397,DCD11 S1 Core 6,0,15,0.583398965395659,NA,0.0732,NA,NA,0.04270480426696224,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1397,DCD11 S1 Core 6,15,30,0.5861335573763313,NA,0.0725,NA,NA,0.04249468290978402,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1397,DCD11 S1 Core 6,30,50,0.5707221828855908,NA,0.0765,NA,NA,0.0436602469907477,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1397,DCD11 S1 Core 6,50,94,0.5591259393934215,NA,0.0796,NA,NA,0.044506424775716355,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1410,DCD11 S4 Core 1,0,15,0.43024366911643147,NA,0.12050000000000001,NA,NA,0.051844362128530004,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1410,DCD11 S4 Core 1,15,30,0.4751596530079303,NA,0.1047,NA,NA,0.0497492156699303,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1411,DCD11 S4 Core 2,0,15,0.46708294498926456,NA,0.1074,NA,NA,0.050164708291847014,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1411,DCD11 S4 Core 2,15,30,0.4491738279398066,NA,0.11359999999999999,NA,NA,0.05102614685396203,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1411,DCD11 S4 Core 2,50,70,0.334172737156635,NA,0.1628,NA,NA,0.05440332160910018,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1413,DCD11 S4 Core 4,0,15,0.3000538802490436,NA,0.182,NA,NA,0.054609806205325934,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1424,DCD11 S5 Core 3,0,15,0.3822078870193368,NA,0.1399,NA,NA,0.05347088339400522,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1424,DCD11 S5 Core 3,30,50,0.44889207419113364,NA,0.1137,NA,NA,0.0510390288355319,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1426,DCD11 S5 Core 5,0,15,0.442472556365467,NA,0.11599999999999999,NA,NA,0.05132681653839417,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1426,DCD11 S5 Core 5,15,30,0.48495740252855674,NA,0.1015,NA,NA,0.04922317635664852,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1426,DCD11 S5 Core 5,30,50,0.436984019504508,NA,0.11800000000000001,NA,NA,0.051564114301531946,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1426,DCD11 S5 Core 5,50,90,0.3794703558662463,NA,0.1411,NA,NA,0.05354326721272735,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1427,DCD11 S5 Core 6,0,15,0.43292391481630627,NA,0.1195,NA,NA,0.0517344078205486,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1436,DCD11 B1 Core 2,0,15,0.5920486781790746,NA,0.071,NA,NA,0.042035456150714294,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1436,DCD11 B1 Core 2,15,30,0.6211306331954348,NA,0.0639,NA,NA,0.03969024746118829,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1436,DCD11 B1 Core 2,30,50,0.6077937218965396,NA,0.06709999999999999,NA,NA,0.0407829587392578,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1436,DCD11 B1 Core 2,50,100,0.5853505857404077,NA,0.0727,NA,NA,0.04255498758332764,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1440,DCD11 B1 Core 6,30,50,0.5301711811629151,NA,0.0877,NA,NA,0.04649601258798765,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1441,DCD11 K1 Core 1,0,15,0.7643574034072035,NA,0.0358,NA,NA,0.027363995041977885,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1441,DCD11 K1 Core 1,15,30,0.7623850558361838,NA,0.0361,NA,NA,0.027522100515686234,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1444,DCD11 K1 Core 4,30,55.00000000000001,0.7663473415506564,NA,0.0355,NA,NA,0.027205330625048305,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1445,DCD11 K1 Core 5,0,15,0.7117006692885651,NA,0.0447,NA,NA,0.031813019917198856,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1458,DCD11 K3 Core 6,0,15,0.8140371222669315,NA,0.0291,NA,NA,0.023688480257967708,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1463,DCD11 K4 Core 5,100,300,0.47911018248361387,NA,0.10339999999999999,NA,NA,0.049539992868805664,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1464,DCD11 K4 Core 6,0,15,0.6024851598253631,NA,0.0684,NA,NA,0.04120998493205484,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1464,DCD11 K4 Core 6,30,50,0.5108939929286722,NA,0.0934,NA,NA,0.047717498939537986,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1464,DCD11 K4 Core 6,50,100,0.6283797727121886,NA,0.0622,NA,NA,0.03908522186269813,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1486,DCD11 B2 Core 4,30,50,0.47425372917276987,NA,0.105,NA,NA,0.049796641563140835,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1488,DCD11 B2 Core 6,15,30,0.4781949235355218,NA,0.10369999999999999,NA,NA,0.049588813570633605,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1489,DCD11 B3 Core 1,50,100,0.48651077405045723,NA,0.10099999999999999,NA,NA,0.04913758817909618,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1489,DCD11 B3 Core 1,100,300,0.6884006730521236,NA,0.0492,NA,NA,0.03386931311416448,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1493,DCD11 B3 Core 5,0,15,0.5489017905419441,NA,0.0824,NA,NA,0.045229507540656196,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1493,DCD11 B3 Core 5,50,100,0.47005429741723204,NA,0.10640000000000001,NA,NA,0.050013777245193486,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1494,DCD11 B3 Core 6,15,30,0.5118869331814949,NA,0.0931,NA,NA,0.04765667347919718,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1494,DCD11 B3 Core 6,30,50,0.46237720538769156,NA,0.109,NA,NA,0.05039911538725838,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1498,DCD11 B4 Core 4,15,30,0.5684545572850963,NA,0.0771,NA,NA,0.043827846366680925,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1502,DCD11 B5 Core 2,0,15,0.5920486781790746,NA,0.071,NA,NA,0.042035456150714294,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1502,DCD11 B5 Core 2,30,50,0.6177594169674736,NA,0.0647,NA,NA,0.03996903427779554,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1503,DCD11 B5 Core 3,0,15,0.5822319552655032,NA,0.0735,NA,NA,0.04279404871201448,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1503,DCD11 B5 Core 3,15,30,0.5920486781790746,NA,0.071,NA,NA,0.042035456150714294,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1503,DCD11 B5 Core 3,30,50,0.5822319552655032,NA,0.0735,NA,NA,0.04279404871201448,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1503,DCD11 B5 Core 3,50,100,0.5822319552655032,NA,0.0735,NA,NA,0.04279404871201448,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1504,DCD11 B5 Core 4,15,30,0.5822319552655032,NA,0.0735,NA,NA,0.04279404871201448,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1504,DCD11 B5 Core 4,30,50,0.5822319552655032,NA,0.0735,NA,NA,0.04279404871201448,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1504,DCD11 B5 Core 4,50,100,0.5822319552655032,NA,0.0735,NA,NA,0.04279404871201448,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1505,DCD11 B5 Core 5,0,15,0.5920486781790746,NA,0.071,NA,NA,0.042035456150714294,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1505,DCD11 B5 Core 5,15,30,0.5822319552655032,NA,0.0735,NA,NA,0.04279404871201448,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1505,DCD11 B5 Core 5,30,50,0.594835290365866,NA,0.0703,NA,NA,0.04181692091272038,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1505,DCD11 B5 Core 5,50,100,0.572620509853578,NA,0.076,NA,NA,0.04351915874887193,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1506,DCD11 B5 Core 6,0,15,0.5920486781790746,NA,0.071,NA,NA,0.042035456150714294,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1506,DCD11 B5 Core 6,15,30,0.5884904947462963,NA,0.0719,NA,NA,0.04231246657225871,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1506,DCD11 B5 Core 6,30,50,0.5822319552655032,NA,0.0735,NA,NA,0.04279404871201448,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1506,DCD11 B5 Core 6,50,100,0.5822319552655032,NA,0.0735,NA,NA,0.04279404871201448,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1507,MEG04 2CEL12_2000,0,2.5,1.573377822600102,NA,6e-4,NA,NA,9.440266935600612e-4,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1507,MEG04 2CEL12_2000,2.5,5,1.0310316353351754,NA,0.013300000000000001,NA,NA,0.013712720749957833,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1507,MEG04 2CEL12_2000,5,7.5,1.091752619414596,NA,0.0109,NA,NA,0.011900103551619095,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1507,MEG04 2CEL12_2000,7.5,10,0.7063734509466761,NA,0.045700000000000005,NA,NA,0.032281266708263104,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1507,MEG04 2CEL12_2000,10,12.5,0.6800031534946206,NA,0.0509,NA,NA,0.03461216051287619,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1507,MEG04 2CEL12_2000,12.5,15,0.6094395951843544,NA,0.0667,NA,NA,0.04064962099879644,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1507,MEG04 2CEL12_2000,15,17.5,0.6785414760420347,NA,0.0512,NA,NA,0.034741323573352176,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1507,MEG04 2CEL12_2000,17.5,20,0.7187711229849598,NA,0.0434,NA,NA,0.031194666737547255,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1507,MEG04 2CEL12_2000,20,22.5,0.7026982936354726,NA,0.0464,NA,NA,0.03260520082468593,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1508,MEG04 4CEL12_2000,5,7.5,0.6859100120260232,NA,0.049699999999999994,NA,NA,0.034089727597693346,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1508,MEG04 4CEL12_2000,7.5,10,0.6985495416824851,NA,0.0472,NA,NA,0.032971538367413296,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1508,MEG04 4CEL12_2000,10,12.5,0.6296713840399646,NA,0.061900000000000004,NA,NA,0.03897665867207382,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1509,MEG04 6CEL12_2000,0,2.5,1.0573402882445635,NA,0.012199999999999999,NA,NA,0.01289955151658367,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1509,MEG04 6CEL12_2000,2.5,5,0.927435326055556,NA,0.0189,NA,NA,0.017528527662450007,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1509,MEG04 6CEL12_2000,5,7.5,0.9034560419301522,NA,0.0206,NA,NA,0.018611194463761135,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1509,MEG04 6CEL12_2000,10,12.5,0.8703617421529507,NA,0.0233,NA,NA,0.02027942859216375,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1509,MEG04 6CEL12_2000,12.5,15,0.9737389522610487,NA,0.0161,NA,NA,0.015677197131402882,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1509,MEG04 6CEL12_2000,15,17.5,1.1334234461592256,NA,0.0095,NA,NA,0.010767522738512643,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1509,MEG04 6CEL12_2000,17.5,20,0.979293807169043,NA,0.0158,NA,NA,0.015472842153270881,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1509,MEG04 6CEL12_2000,20,22.5,1.0753937526941553,NA,0.0115,NA,NA,0.012367028155982786,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1509,MEG04 6CEL12_2000,22.5,25,1.0450827964170857,NA,0.0127,NA,NA,0.013272551514496987,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1509,MEG04 6CEL12_2000,25,27.500000000000004,1.2595231085468643,NA,0.0060999999999999995,NA,NA,0.007683090962135872,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1509,MEG04 6CEL12_2000,27.500000000000004,30,1.0573402882445635,NA,0.012199999999999999,NA,NA,0.01289955151658367,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1510,MEG04 7CH12_2000,0,2.5,0.9034560419301522,NA,0.0206,NA,NA,0.018611194463761135,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1510,MEG04 7CH12_2000,2.5,5,0.888065573603769,NA,0.0218,NA,NA,0.019359829504562165,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1510,MEG04 7CH12_2000,7.5,10,0.8165780944214633,NA,0.0288,NA,NA,0.023517449119338143,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1510,MEG04 7CH12_2000,15,17.5,0.9319628216785438,NA,0.018600000000000002,NA,NA,0.017334508483220917,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1510,MEG04 7CH12_2000,17.5,20,0.9186568109347888,NA,0.0195,NA,NA,0.01791380781322838,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1510,MEG04 7CH12_2000,20,22.5,0.9927650949207231,NA,0.0151,NA,NA,0.014990752933302919,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1510,MEG04 7CH12_2000,22.5,25,0.9719153541093909,NA,0.016200000000000003,NA,NA,0.015745028736572134,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1511,MEG04 6CEL10_2001,0,2.5,0.6245273353008348,NA,0.06309999999999999,NA,NA,0.03940767485748267,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1511,MEG04 6CEL10_2001,2.5,5,0.6123342401831379,NA,0.066,NA,NA,0.040414059852087104,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1511,MEG04 6CEL10_2001,5,7.5,0.6504246061562663,NA,0.0572,NA,NA,0.037204287472138435,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1511,MEG04 6CEL10_2001,10,12.5,0.5609763729889451,NA,0.0791,NA,NA,0.04437323110342556,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1511,MEG04 6CEL10_2001,12.5,15,0.5900685161393907,NA,0.07150000000000001,NA,NA,0.04218989890396644,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1511,MEG04 6CEL10_2001,15,17.5,0.6766016153466131,NA,0.0516,NA,NA,0.034912643351885236,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1511,MEG04 6CEL10_2001,17.5,20,0.5940373927985075,NA,0.0705,NA,NA,0.041879636192294775,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1511,MEG04 6CEL10_2001,20,22.5,0.55252657612077,NA,0.0814,NA,NA,0.044975663296230685,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1511,MEG04 6CEL10_2001,22.5,25,0.6061537539921715,NA,0.0675,NA,NA,0.04091537839447158,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1511,MEG04 6CEL10_2001,25,27.500000000000004,0.6531486138372382,NA,0.056600000000000004,NA,NA,0.03696821154318768,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1512,MEG04 8-1CEL10_2001,0,2.5,0.7815252513455155,NA,0.0333,NA,NA,0.02602479086980567,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1512,MEG04 8-1CEL10_2001,2.5,5,0.6800031534946206,NA,0.0509,NA,NA,0.03461216051287619,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1512,MEG04 8-1CEL10_2001,12.5,15,0.7429313588193339,NA,0.0392,NA,NA,0.029122909265717888,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1512,MEG04 8-1CEL10_2001,22.5,25,0.7815252513455155,NA,0.0333,NA,NA,0.02602479086980567,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1513,MEG04 13-1CEL10_2001,0,2.5,0.7095585915177475,NA,0.0451,NA,NA,0.032001092477450414,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1514,MEG04 16CEL10_2001,0,2.5,0.5669490475999304,NA,0.0775,NA,NA,0.043938551188994604,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1514,MEG04 16CEL10_2001,10,12.5,0.6490692804649068,NA,0.0575,NA,NA,0.03732148362673214,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1514,MEG04 16CEL10_2001,12.5,15,0.5857419050600872,NA,0.0726,NA,NA,0.04252486230736233,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1515,MEG04 1CH10_2001,0,2.5,0.7484171209788312,NA,0.0383,NA,NA,0.028664375733489234,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1515,MEG04 1CH10_2001,2.5,5,0.7265857665944583,NA,0.042,NA,NA,0.03051660219696725,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1515,MEG04 1CH10_2001,5,7.5,0.8562202188778583,NA,0.0246,NA,NA,0.021063017384395314,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1515,MEG04 1CH10_2001,10,12.5,0.7260202397798158,NA,0.0421,NA,NA,0.030565452094730244,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Gonneea_et_al_2004,M1515,MEG04 1CH10_2001,12.5,15,0.7490343554034486,NA,0.0382,NA,NA,0.028613112376411738,organic carbon,modeled,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
