study_id,site_id,method_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon
Morrissette_et_al_2023,New River,single set of methods,New River_1_6_mangrove,35,40,0.7926,0.21757400000000002,0.038610000000000005
Morrissette_et_al_2023,New River,single set of methods,New River_1_6_mangrove,40,45,0.9243,0.22348400000000002,0.02185
Morrissette_et_al_2023,New River,single set of methods,New River_1_6_mangrove,45,50,0.9882,0.223101,0.01981
Morrissette_et_al_2023,New River,single set of methods,New River_1_6_mangrove,72,77,0.2559,0.484789,0.25052
Morrissette_et_al_2023,New River,single set of methods,New River_1_6_mangrove,110,115,0.9567,0.091859,0.010669999999999999
Morrissette_et_al_2023,New River,single set of methods,New River_1_6_mangrove,172.5,177.5,1.2205,0.180101,0.00953
Morrissette_et_al_2023,New River,single set of methods,New River_2_1_mangrove,0,5,0.1657,0.8420380000000001,0.418524
Morrissette_et_al_2023,New River,single set of methods,New River_2_1_mangrove,5,10,0.1513,0.797946,0.398302
Morrissette_et_al_2023,New River,single set of methods,New River_2_1_mangrove,10,15,0.1318,0.774136,0.387285
Morrissette_et_al_2023,New River,single set of methods,New River_2_1_mangrove,15,20,0.1016,0.7513580000000001,0.371363
Morrissette_et_al_2023,New River,single set of methods,New River_2_1_mangrove,20,25,0.1139,0.775862,0.39307899999999996
Morrissette_et_al_2023,New River,single set of methods,New River_2_1_mangrove,25,30,0.1108,0.7529340000000001,0.37724800000000003
Morrissette_et_al_2023,New River,single set of methods,New River_2_1_mangrove,30,35,0.1066,0.7526619999999999,0.378018
Morrissette_et_al_2023,New River,single set of methods,New River_2_1_mangrove,35,40,0.1941,0.428716,0.19907699999999998
Morrissette_et_al_2023,New River,single set of methods,New River_2_1_mangrove,40,45,0.1065,0.779652,0.397275
Morrissette_et_al_2023,New River,single set of methods,New River_2_1_mangrove,45,50,0.0939,0.7949639999999999,0.40177599999999997
Morrissette_et_al_2023,New River,single set of methods,New River_2_1_mangrove,72.5,77.5,0.119,0.760978,0.38557600000000003
Morrissette_et_al_2023,New River,single set of methods,New River_2_1_mangrove,130,135,0.1238,0.757676,0.379844
Morrissette_et_al_2023,New River,single set of methods,New River_2_1_mangrove,172.5,177.5,0.1364,0.8090999999999999,0.416451
Morrissette_et_al_2023,New River,single set of methods,New River_2_1_mangrove,222.5,227.5,0.1594,0.5774819999999999,0.285097
Morrissette_et_al_2023,New River,single set of methods,New River_2_1_mangrove,267,272,0.0797,0.45640099999999995,0.20672000000000001
Morrissette_et_al_2023,New River,single set of methods,New River_2_2_mangrove,0,5,0.1492,0.817368,0.39589599999999997
Morrissette_et_al_2023,New River,single set of methods,New River_2_2_mangrove,5,10,0.1289,0.77863,0.384227
Morrissette_et_al_2023,New River,single set of methods,New River_2_2_mangrove,10,15,0.1411,0.737906,0.362757
Morrissette_et_al_2023,New River,single set of methods,New River_2_2_mangrove,15,20,0.1457,0.730369,0.380109
Morrissette_et_al_2023,New River,single set of methods,New River_2_2_mangrove,20,25,0.1234,0.7382989999999999,0.361475
Morrissette_et_al_2023,New River,single set of methods,New River_2_2_mangrove,25,30,0.1454,0.718588,0.357513
Morrissette_et_al_2023,New River,single set of methods,New River_2_2_mangrove,30,35,0.1283,0.858081,0.34490000000000004
Morrissette_et_al_2023,New River,single set of methods,New River_2_2_mangrove,35,40,0.1181,0.710706,0.3488
Morrissette_et_al_2023,New River,single set of methods,New River_2_2_mangrove,40,45,0.1339,0.714105,0.387996
Morrissette_et_al_2023,New River,single set of methods,New River_2_2_mangrove,45,50,0.1326,0.700998,0.366441
Morrissette_et_al_2023,New River,single set of methods,New River_2_2_mangrove,70,75,0.1479,0.579118,0.286786
Morrissette_et_al_2023,New River,single set of methods,New River_2_2_mangrove,122.5,127.5,0.1099,0.697647,0.35377600000000003
Morrissette_et_al_2023,New River,single set of methods,New River_2_2_mangrove,150,155,0.1099,0.641613,0.312895
Morrissette_et_al_2023,New River,single set of methods,New River_2_2_mangrove,222.5,227.5,0.2122,0.43107,0.14561
Morrissette_et_al_2023,New River,single set of methods,New River_2_2_mangrove,272.5,277.5,0.386,0.178352,0.039460999999999996
Morrissette_et_al_2023,New River,single set of methods,New River_2_3_mangrove,0,5,0.1321,0.67608,0.33634000000000003
Morrissette_et_al_2023,New River,single set of methods,New River_2_3_mangrove,5,10,0.1341,0.672376,0.332891
Morrissette_et_al_2023,New River,single set of methods,New River_2_3_mangrove,10,15,0.1418,0.691309,0.338734
Morrissette_et_al_2023,New River,single set of methods,New River_2_3_mangrove,15,20,0.0927,0.7145959999999999,0.358071
Morrissette_et_al_2023,New River,single set of methods,New River_2_3_mangrove,20,25,0.1084,0.697919,0.34915999999999997
Morrissette_et_al_2023,New River,single set of methods,New River_2_3_mangrove,25,30,0.1048,0.709334,0.34941099999999997
Morrissette_et_al_2023,New River,single set of methods,New River_2_3_mangrove,30,35,0.1308,0.6756449999999999,0.342943
Morrissette_et_al_2023,New River,single set of methods,New River_2_3_mangrove,35,40,0.147,0.596803,0.303172
Morrissette_et_al_2023,New River,single set of methods,New River_2_3_mangrove,40,45,0.1393,0.662434,0.339951
Morrissette_et_al_2023,New River,single set of methods,New River_2_3_mangrove,45,50,0.1297,0.632897,0.31499099999999997
Morrissette_et_al_2023,New River,single set of methods,New River_2_3_mangrove,70,75,0.1166,0.654438,0.31011099999999997
Morrissette_et_al_2023,New River,single set of methods,New River_2_3_mangrove,130,135,0.1401,0.512859,0.258517
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_1_mangrove,0,5,0.6539,0.150481,0.086005
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_1_mangrove,5,10,0.9323,0.060187,0.04748
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_1_mangrove,10,15,1.1477,0.034548,0.039933
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_1_mangrove,15,20,1.4424,0.032433000000000003,0.013686
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_1_mangrove,20,25,1.4214,0.030629,0.013626000000000001
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_1_mangrove,25,30,1.7118,0.021575999999999998,0.011964999999999998
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_1_mangrove,30,35,1.6106,0.020116000000000002,0.01196
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_1_mangrove,35,40,1.7271,0.017023999999999997,0.015137000000000001
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_1_mangrove,45,50,1.3527,0.025658,0.03403
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_1_mangrove,72.5,77.5,1.8071,0.012637,0.00493
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_1_mangrove,122.5,127.5,1.7213,0.024178,0.010660000000000001
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_1_mangrove,172.5,177.5,1.6378,0.033088,0.016220000000000002
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_2_mangrove,0,5,0.6242,0.068472,0.06704
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_2_mangrove,5,10,0.8954,0.046867,0.047929000000000006
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_2_mangrove,10,15,1.3611,0.028993,0.026424
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_2_mangrove,15,20,1.0273,0.058943,0.044691999999999996
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_2_mangrove,20,25,1.3445,0.025537999999999998,0.023517
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_2_mangrove,25,30,1.5358,0.023407,0.013534
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_2_mangrove,30,35,1.6909,0.02086,0.015725
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_2_mangrove,35,40,1.5213,0.018243,0.01139
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_2_mangrove,40,45,1.52,0.016241000000000002,0.009433
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_2_mangrove,45,50,1.5224,0.014542999999999999,0.006289
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_2_mangrove,72.5,77.5,1.5706,0.012659,0.00311
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_2_mangrove,122.5,127.5,1.7213,0.024665,0.01361
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_3_mangrove,0,5,0.4539,0.292038,0.14557
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_3_mangrove,5,10,0.7504,0.105572,0.059608
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_3_mangrove,10,15,0.8254,0.061665,0.060997
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_3_mangrove,15,20,0.8576,0.069149,0.042983
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_3_mangrove,20,25,1.1006,0.048533,0.035456
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_3_mangrove,25,30,1.0668,0.085019,0.054506
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_3_mangrove,30,35,0.9532,0.102655,0.049828000000000004
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_3_mangrove,35,40,1.4476,0.047954,0.024835
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_3_mangrove,40,45,1.4711,0.034695000000000004,0.021415000000000003
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_3_mangrove,45,50,1.7729,0.016722,0.008964999999999999
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_3_mangrove,67,72,1.8077,0.016771,0.00385
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_3_mangrove,122.5,127.5,1.1598,0.094275,0.036405
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_3_mangrove,165,170,1.3105,0.03836,0.01455
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_4_mangrove,0,5,0.2039,0.510486,0.254161
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_4_mangrove,5,10,0.5112,0.23001000000000002,0.11676199999999999
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_4_mangrove,10,15,0.9357,0.136681,0.077183
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_4_mangrove,15,20,0.7386,0.137365,0.068924
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_4_mangrove,20,25,0.7953,0.12225199999999999,0.053514
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_4_mangrove,25,30,0.9985,0.076972,0.034166
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_4_mangrove,30,35,1.3466,0.05602,0.020895999999999998
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_4_mangrove,35,40,1.3428,0.052096,0.021240000000000002
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_4_mangrove,40,45,1.4416,0.048238,0.020547
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_4_mangrove,45,50,1.4884,0.035757,0.012436000000000001
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_4_mangrove,72.5,77.5,1.5401,0.027966,0.00504
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_4_mangrove,122.5,127.5,1.3071,0.053089000000000004,0.016600999999999998
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_4_mangrove,172.5,177.5,1.1738,0.049702,0.01091
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_5_mangrove,0,5,0.4352,0.278371,0.14238699999999999
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_5_mangrove,5,10,0.4904,0.16614,0.083338
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_5_mangrove,10,15,0.77,0.08252599999999999,0.049691
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_5_mangrove,15,20,1.0433,0.064473,0.032654
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_5_mangrove,20,25,1.2078,0.044829,0.016785
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_5_mangrove,25,30,1.4015,0.030567,0.305312
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_5_mangrove,30,35,1.2945,0.037235,0.013894
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_5_mangrove,35,40,1.2181,0.053232999999999996,0.019028
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_5_mangrove,40,45,1.6823,0.027789,0.032445
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_5_mangrove,45,50,1.5592,0.017390000000000003,0.012162
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_5_mangrove,72.5,77.5,1.7406,0.018349999999999998,0.0013
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_5_mangrove,130,135,1.544,0.020964999999999998,0.00617
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_5_mangrove,172.5,177.5,1.3495,0.047838000000000006,0.012652000000000002
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_6_mangrove,0,5,0.2903,0.427707,0.215756
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_6_mangrove,5,10,0.4218,0.23547,0.11704
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_6_mangrove,10,15,0.5869,0.143281,0.073627
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_6_mangrove,15,20,0.8869,0.080904,0.050216000000000004
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_6_mangrove,20,25,0.8319,0.089849,0.040278
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_6_mangrove,25,30,1.2907,0.053653000000000006,0.028193000000000003
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_6_mangrove,30,35,1.3947,0.055739000000000004,0.035327000000000004
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_6_mangrove,35,40,1.6014,0.122881,0.023568
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_6_mangrove,40,45,1.6128,0.038047,0.019498
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_6_mangrove,45,50,1.5137,0.040428,0.016805
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_6_mangrove,72.5,77.5,1.5283,0.02803,0.012747
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_6_mangrove,137,142,0.9329,0.030415,0.009673000000000001
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_6_mangrove,172.5,177.5,1.4122,0.032311,0.021916
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_1_6_mangrove,222.5,227.5,1.4363,0.050839999999999996,0.016525
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_1_mangrove,0,5,0.1973,0.621154,0.29469
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_1_mangrove,5,10,0.2475,0.505476,0.23827
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_1_mangrove,10,15,0.3129,0.395727,0.18853999999999999
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_1_mangrove,15,20,0.3231,0.399223,0.19052
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_1_mangrove,20,25,0.283,0.43556399999999995,0.20501999999999998
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_1_mangrove,25,30,0.2239,0.524982,0.24795999999999999
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_1_mangrove,30,35,0.2328,0.531438,0.24035
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_1_mangrove,35,40,0.2149,0.529101,0.24319
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_1_mangrove,40,45,0.2092,0.498058,0.2297
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_1_mangrove,45,50,0.2663,0.44063800000000003,0.19683
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_1_mangrove,72.5,77.5,0.264,0.49481,0.264517
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_1_mangrove,122.5,127.5,0.3871,0.342325,0.171572
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_1_mangrove,172.5,177.5,0.4101,0.228656,0.09483000000000001
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_1_mangrove,210,215,0.3237,NA,0.17126999999999998
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_2_mangrove,0,5,0.1446,0.625882,0.30584
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_2_mangrove,5,10,0.1952,0.601179,0.29238
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_2_mangrove,10,15,0.3117,0.546843,0.25998
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_2_mangrove,15,20,0.2346,0.525801,0.24734
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_2_mangrove,20,25,0.2434,0.465168,0.21632
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_2_mangrove,25,30,0.3005,0.389701,0.17696
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_2_mangrove,30,35,0.4029,0.241606,0.10003000000000001
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_2_mangrove,35,40,0.4171,0.22782,0.09179
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_2_mangrove,40,45,0.4691,0.188856,0.07783999999999999
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_2_mangrove,45,50,0.4594,0.189958,0.07948000000000001
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_2_mangrove,50,55,0.472,0.157501,0.055437
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_2_mangrove,55,60,0.6353,0.131994,0.047831
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_2_mangrove,60,65,0.4215,0.157508,0.059962999999999995
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_2_mangrove,65,69,0.3458,0.169625,0.054051
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_3_mangrove,0,5,0.2071,0.599382,0.25709499999999996
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_3_mangrove,5,10,0.2298,0.499268,0.23852
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_3_mangrove,10,15,0.2594,0.5125350000000001,0.23359000000000002
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_3_mangrove,15,20,0.2594,0.452791,0.20844000000000001
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_3_mangrove,20,25,0.2279,0.546802,0.25255
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_3_mangrove,25,30,0.283,0.628135,0.24591000000000002
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_3_mangrove,30,35,0.2776,0.401837,0.18350000000000002
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_3_mangrove,35,40,0.3539,0.34122300000000005,0.15282
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_3_mangrove,40,45,0.5348,0.207261,0.09445
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_3_mangrove,45,50,0.451,0.24713100000000002,0.09154
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_3_mangrove,72.5,77.5,0.3574,0.409178,0.19929
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_3_mangrove,125,130,0.3556,0.262832,0.1251
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_3_mangrove,172.5,177.5,0.4326,0.231815,0.090055
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_3_mangrove,202,207,0.3647,0.321073,0.10548400000000001
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_4_mangrove,0,5,0.2583,0.645749,0.31369
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_4_mangrove,5,10,0.2421,0.578587,0.2721
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_4_mangrove,10,15,0.3019,0.48814399999999997,0.32775
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_4_mangrove,15,20,0.2788,0.802203,0.2078
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_4_mangrove,20,25,0.2616,0.468607,0.21071
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_4_mangrove,25,30,0.3489,0.323168,0.13375
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_4_mangrove,30,35,0.4229,0.25732099999999997,0.09472
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_4_mangrove,35,40,0.2949,0.296296,0.10644
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_4_mangrove,40,45,0.2581,0.265409,0.10256
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_4_mangrove,45,49,0.1944,0.26463000000000003,0.09651
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_5_mangrove,0,5,0.189,0.6112850000000001,0.29329
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_5_mangrove,5,10,0.2289,0.550951,0.26225000000000004
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_5_mangrove,10,15,0.2982,0.391507,0.17937
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_5_mangrove,15,20,0.2802,0.445801,0.20077
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_5_mangrove,20,25,0.2778,0.555964,0.25505
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_5_mangrove,25,30,0.2598,0.55458,0.25865
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_5_mangrove,30,35,0.2551,0.5437420000000001,0.24622
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_5_mangrove,35,40,0.2579,0.501343,0.22184
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_5_mangrove,40,45,0.2404,0.511607,0.22553
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_5_mangrove,45,50,0.2446,0.514253,0.22827000000000003
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_5_mangrove,70,75,0.3973,0.349851,0.20933
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_5_mangrove,122.5,127.5,0.2912,0.37884700000000004,0.17378
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_6_mangrove,0,5,0.1886,0.596041,0.29091
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_6_mangrove,5,10,0.2185,0.583778,0.27853
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_6_mangrove,10,15,0.2997,0.47794600000000004,0.22283
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_6_mangrove,15,20,0.3591,0.50427,0.23012
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_6_mangrove,20,25,0.3183,0.524368,0.22364
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_6_mangrove,25,30,0.2766,0.405201,0.174
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_6_mangrove,30,35,0.2697,0.38038299999999997,0.15609
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_6_mangrove,35,40,0.1988,0.40023800000000004,0.15905
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_6_mangrove,40,45,0.2229,0.35780900000000004,0.14535
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_6_mangrove,45,50,0.2922,0.40908900000000004,0.17722000000000002
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_6_mangrove,72.5,77.5,0.2339,0.621473,0.40267000000000003
Morrissette_et_al_2023,Gra Gra Lagoon,single set of methods,Gra Gra Lagoon_2_6_mangrove,102,107,0.28,0.380593,0.19888999999999998
