"study_id","bibliography_id","publication_type","bibtype","title","volume","issn","url","doi","number","journal","publisher","author","year","month","pages"
"Serrano_et_al_2019","Serrano_et_al_2019_article","associated source","Article","Australian vegetated coastal ecosystems as global hotspots for climate change mitigation","10","2041-1723","http://dx.doi.org/10.1038/s41467-019-12176-8","10.1038/s41467-019-12176-8","1","Nature Communications","Springer Science and Business Media LLC","Oscar Serrano and Catherine E. Lovelock and Trisha {B. Atwood} and Peter I. Macreadie and Robert Canto and Stuart Phinn and Ariane Arias-Ortiz and Le Bai and Jeff Baldock and Camila Bedulli and Paul Carnell and Rod M. Connolly and Paul Donaldson and Alba Esteban and Carolyn J. {Ewers Lewis} and Bradley D. Eyre and Matthew A. Hayes and Pierre Horwitz and Lindsay B. Hutley and Christopher R. J. Kavazos and Jeffrey J. Kelleway and Gary A. Kendrick and Kieryn Kilminster and Anna Lafratta and Shing Lee and Paul S. Lavery and Damien T. Maher and Núria Marbà and Pere Masque and Miguel A. Mateo and Richard Mount and Peter J. Ralph and Chris Roelfsema and Mohammad Rozaimi and Radhiyah Ruhon and Cristian Salinas and Jimena Samper-Villarreal and Jonathan Sanderman and Christian {J. Sanders} and Isaac Santos and Chris Sharples and Andrew D. L. Steven and Toni Cannard and Stacey M. Trevathan-Tackett and Carlos M. Duarte","2019","oct",NA
"Serrano_et_al_2019","Maxwell_et_al_2023_synthesis","synthesis source","Article","Global dataset of soil organic carbon in tidal marshes","10","2052-4463","http://dx.doi.org/10.1038/s41597-023-02633-x","10.1038/s41597-023-02633-x","1","Scientific Data","Springer Science and Business Media LLC","Tania L. Maxwell and André S. Rovai and Maria Fernanda Adame and Janine B. Adams and José Álvarez-Rogel and William E. N. Austin and Kim Beasy and Francesco Boscutti and Michael E. Böttcher and Tjeerd J. Bouma and Richard H. Bulmer and Annette Burden and Shannon A. Burke and Saritta Camacho and Doongar R. Chaudhary and Gail L. Chmura and Margareth Copertino and Grace M. Cott and Christopher Craft and John Day and Carmen B. {de los Santos} and Lionel Denis and Weixin Ding and Joanna C. Ellison and Carolyn J. {Ewers Lewis} and Luise Giani and Maria Gispert and Swanne Gontharet and José A. González-Pérez and M. Nazaret González-Alcaraz and Connor Gorham and Anna Elizabeth L. Graversen and Anthony Grey and Roberta Guerra and Qiang He and James R. Holmquist and Alice R. Jones and José A. Juanes and Brian P. Kelleher and Karen E. Kohfeld and Dorte Krause-Jensen and Anna Lafratta and Paul S. Lavery and Edward A. Laws and Carmen Leiva-Dueñas and Pei Sun Loh and Catherine E. Lovelock and Carolyn J. Lundquist and Peter I. Macreadie and Inés Mazarrasa and J. Patrick Megonigal and Joao M. Neto and Juliana Nogueira and Michael J. Osland and Jordi F. Pagès and Nipuni Perera and Eva-Maria Pfeiffer and Thomas Pollmann and Jacqueline L. Raw and María Recio and Ana Carolina Ruiz-Fernández and Sophie K. Russell and John M. Rybczyk and Marek Sammul and Christian Sanders and Rui Santos and Oscar Serrano and Matthias Siewert and Craig Smeaton and Zhaoliang Song and Carmen Trasar-Cepeda and Robert R. Twilley and Marijn {Van de Broek} and Stefano Vitti and Livia Vittori Antisari and Baptiste Voltz and Christy N. Wails and Raymond D. Ward and Melissa Ward and Jaxine Wolfe and Renmin Yang and Sebastian Zubrzycki and Emily Landis and Lindsey Smart and Mark Spalding and Thomas A. Worthington","2023","nov",NA
"Shamrikova_et_al_2019","Shamrikova_et_al_2019_article","associated source","Article","Spatial Patterns of Carbon and Nitrogen in Soils of the Barents Sea Coastal Area (Khaypudyrskaya Bay)","52","1556-195X","http://dx.doi.org/10.1134/S1064229319030098","10.1134/s1064229319030098","5","Eurasian Soil Science","Pleiades Publishing Ltd","E. V. Shamrikova and S. V. Deneva and O. S. Kubik","2019","may","507–517"
"Shamrikova_et_al_2019","Maxwell_et_al_2023_synthesis","synthesis source","Article","Global dataset of soil organic carbon in tidal marshes","10","2052-4463","http://dx.doi.org/10.1038/s41597-023-02633-x","10.1038/s41597-023-02633-x","1","Scientific Data","Springer Science and Business Media LLC","Tania L. Maxwell and André S. Rovai and Maria Fernanda Adame and Janine B. Adams and José Álvarez-Rogel and William E. N. Austin and Kim Beasy and Francesco Boscutti and Michael E. Böttcher and Tjeerd J. Bouma and Richard H. Bulmer and Annette Burden and Shannon A. Burke and Saritta Camacho and Doongar R. Chaudhary and Gail L. Chmura and Margareth Copertino and Grace M. Cott and Christopher Craft and John Day and Carmen B. {de los Santos} and Lionel Denis and Weixin Ding and Joanna C. Ellison and Carolyn J. {Ewers Lewis} and Luise Giani and Maria Gispert and Swanne Gontharet and José A. González-Pérez and M. Nazaret González-Alcaraz and Connor Gorham and Anna Elizabeth L. Graversen and Anthony Grey and Roberta Guerra and Qiang He and James R. Holmquist and Alice R. Jones and José A. Juanes and Brian P. Kelleher and Karen E. Kohfeld and Dorte Krause-Jensen and Anna Lafratta and Paul S. Lavery and Edward A. Laws and Carmen Leiva-Dueñas and Pei Sun Loh and Catherine E. Lovelock and Carolyn J. Lundquist and Peter I. Macreadie and Inés Mazarrasa and J. Patrick Megonigal and Joao M. Neto and Juliana Nogueira and Michael J. Osland and Jordi F. Pagès and Nipuni Perera and Eva-Maria Pfeiffer and Thomas Pollmann and Jacqueline L. Raw and María Recio and Ana Carolina Ruiz-Fernández and Sophie K. Russell and John M. Rybczyk and Marek Sammul and Christian Sanders and Rui Santos and Oscar Serrano and Matthias Siewert and Craig Smeaton and Zhaoliang Song and Carmen Trasar-Cepeda and Robert R. Twilley and Marijn {Van de Broek} and Stefano Vitti and Livia Vittori Antisari and Baptiste Voltz and Christy N. Wails and Raymond D. Ward and Melissa Ward and Jaxine Wolfe and Renmin Yang and Sebastian Zubrzycki and Emily Landis and Lindsey Smart and Mark Spalding and Thomas A. Worthington","2023","nov",NA
"Siewert_et_al_2016","Siewert_et_al_2016_article","associated source","Article","Landscape controls and vertical variability of soil organic carbon storage in permafrost-affected soils of the Lena River Delta","147","0341-8162","http://dx.doi.org/10.1016/j.catena.2016.07.048","10.1016/j.catena.2016.07.048",NA,"CATENA","Elsevier BV","Matthias Benjamin Siewert and Gustaf Hugelius and Birgit Heim and Samuel Faucherre","2016","dec","725–741"
"Siewert_et_al_2016","Maxwell_et_al_2023_synthesis","synthesis source","Article","Global dataset of soil organic carbon in tidal marshes","10","2052-4463","http://dx.doi.org/10.1038/s41597-023-02633-x","10.1038/s41597-023-02633-x","1","Scientific Data","Springer Science and Business Media LLC","Tania L. Maxwell and André S. Rovai and Maria Fernanda Adame and Janine B. Adams and José Álvarez-Rogel and William E. N. Austin and Kim Beasy and Francesco Boscutti and Michael E. Böttcher and Tjeerd J. Bouma and Richard H. Bulmer and Annette Burden and Shannon A. Burke and Saritta Camacho and Doongar R. Chaudhary and Gail L. Chmura and Margareth Copertino and Grace M. Cott and Christopher Craft and John Day and Carmen B. {de los Santos} and Lionel Denis and Weixin Ding and Joanna C. Ellison and Carolyn J. {Ewers Lewis} and Luise Giani and Maria Gispert and Swanne Gontharet and José A. González-Pérez and M. Nazaret González-Alcaraz and Connor Gorham and Anna Elizabeth L. Graversen and Anthony Grey and Roberta Guerra and Qiang He and James R. Holmquist and Alice R. Jones and José A. Juanes and Brian P. Kelleher and Karen E. Kohfeld and Dorte Krause-Jensen and Anna Lafratta and Paul S. Lavery and Edward A. Laws and Carmen Leiva-Dueñas and Pei Sun Loh and Catherine E. Lovelock and Carolyn J. Lundquist and Peter I. Macreadie and Inés Mazarrasa and J. Patrick Megonigal and Joao M. Neto and Juliana Nogueira and Michael J. Osland and Jordi F. Pagès and Nipuni Perera and Eva-Maria Pfeiffer and Thomas Pollmann and Jacqueline L. Raw and María Recio and Ana Carolina Ruiz-Fernández and Sophie K. Russell and John M. Rybczyk and Marek Sammul and Christian Sanders and Rui Santos and Oscar Serrano and Matthias Siewert and Craig Smeaton and Zhaoliang Song and Carmen Trasar-Cepeda and Robert R. Twilley and Marijn {Van de Broek} and Stefano Vitti and Livia Vittori Antisari and Baptiste Voltz and Christy N. Wails and Raymond D. Ward and Melissa Ward and Jaxine Wolfe and Renmin Yang and Sebastian Zubrzycki and Emily Landis and Lindsey Smart and Mark Spalding and Thomas A. Worthington","2023","nov",NA
"Smeaton_et_al_2021","Smeaton_et_al_2021_data","primary dataset","Misc","Sedimentological and organic carbon data from the Kyle of Tongue saltmarsh, Scotland, 2018",NA,NA,"https://catalogue.ceh.ac.uk/id/b57ef444-54d4-47f9-8cbf-3cfef1182b55","10.5285/B57EF444-54D4-47F9-8CBF-3CFEF1182B55",NA,NA,"NERC EDS Environmental Information Data Centre","C. Smeaton and L. Rees-Hughs and N.L.M. Barlow and W.E.N. Austin","2021",NA,NA
"Smeaton_et_al_2021","Maxwell_et_al_2023_synthesis","synthesis source","Article","Global dataset of soil organic carbon in tidal marshes","10","2052-4463","http://dx.doi.org/10.1038/s41597-023-02633-x","10.1038/s41597-023-02633-x","1","Scientific Data","Springer Science and Business Media LLC","Tania L. Maxwell and André S. Rovai and Maria Fernanda Adame and Janine B. Adams and José Álvarez-Rogel and William E. N. Austin and Kim Beasy and Francesco Boscutti and Michael E. Böttcher and Tjeerd J. Bouma and Richard H. Bulmer and Annette Burden and Shannon A. Burke and Saritta Camacho and Doongar R. Chaudhary and Gail L. Chmura and Margareth Copertino and Grace M. Cott and Christopher Craft and John Day and Carmen B. {de los Santos} and Lionel Denis and Weixin Ding and Joanna C. Ellison and Carolyn J. {Ewers Lewis} and Luise Giani and Maria Gispert and Swanne Gontharet and José A. González-Pérez and M. Nazaret González-Alcaraz and Connor Gorham and Anna Elizabeth L. Graversen and Anthony Grey and Roberta Guerra and Qiang He and James R. Holmquist and Alice R. Jones and José A. Juanes and Brian P. Kelleher and Karen E. Kohfeld and Dorte Krause-Jensen and Anna Lafratta and Paul S. Lavery and Edward A. Laws and Carmen Leiva-Dueñas and Pei Sun Loh and Catherine E. Lovelock and Carolyn J. Lundquist and Peter I. Macreadie and Inés Mazarrasa and J. Patrick Megonigal and Joao M. Neto and Juliana Nogueira and Michael J. Osland and Jordi F. Pagès and Nipuni Perera and Eva-Maria Pfeiffer and Thomas Pollmann and Jacqueline L. Raw and María Recio and Ana Carolina Ruiz-Fernández and Sophie K. Russell and John M. Rybczyk and Marek Sammul and Christian Sanders and Rui Santos and Oscar Serrano and Matthias Siewert and Craig Smeaton and Zhaoliang Song and Carmen Trasar-Cepeda and Robert R. Twilley and Marijn {Van de Broek} and Stefano Vitti and Livia Vittori Antisari and Baptiste Voltz and Christy N. Wails and Raymond D. Ward and Melissa Ward and Jaxine Wolfe and Renmin Yang and Sebastian Zubrzycki and Emily Landis and Lindsey Smart and Mark Spalding and Thomas A. Worthington","2023","nov",NA
"Smeaton_et_al_2022a","Smeaton_et_al_2022a_data","primary dataset","Misc","Physical and geochemical properties of saltmarsh soils from wide diameter gouge cores in UK saltmarshes collected between 2018 and 2021",NA,NA,"https://catalogue.ceh.ac.uk/id/279558cd-20fb-4f19-8077-4400817a4482","10.5285/279558CD-20FB-4F19-8077-4400817A4482",NA,NA,"NERC EDS Environmental Information Data Centre","C. Smeaton and C.J.T. Ladd and G.M. Havelock and L.C. Miller and E. Garrett and W. Hiles and L. McMahon and R.T.E. Mills and A. Radbourne and L. Rees-Hughes and S. Riegel and N.L.M. Barlow and M.W. Skov and R. Gehrels and W.E.N. Austin","2022",NA,NA
"Smeaton_et_al_2022a","Maxwell_et_al_2023_synthesis","synthesis source","Article","Global dataset of soil organic carbon in tidal marshes","10","2052-4463","http://dx.doi.org/10.1038/s41597-023-02633-x","10.1038/s41597-023-02633-x","1","Scientific Data","Springer Science and Business Media LLC","Tania L. Maxwell and André S. Rovai and Maria Fernanda Adame and Janine B. Adams and José Álvarez-Rogel and William E. N. Austin and Kim Beasy and Francesco Boscutti and Michael E. Böttcher and Tjeerd J. Bouma and Richard H. Bulmer and Annette Burden and Shannon A. Burke and Saritta Camacho and Doongar R. Chaudhary and Gail L. Chmura and Margareth Copertino and Grace M. Cott and Christopher Craft and John Day and Carmen B. {de los Santos} and Lionel Denis and Weixin Ding and Joanna C. Ellison and Carolyn J. {Ewers Lewis} and Luise Giani and Maria Gispert and Swanne Gontharet and José A. González-Pérez and M. Nazaret González-Alcaraz and Connor Gorham and Anna Elizabeth L. Graversen and Anthony Grey and Roberta Guerra and Qiang He and James R. Holmquist and Alice R. Jones and José A. Juanes and Brian P. Kelleher and Karen E. Kohfeld and Dorte Krause-Jensen and Anna Lafratta and Paul S. Lavery and Edward A. Laws and Carmen Leiva-Dueñas and Pei Sun Loh and Catherine E. Lovelock and Carolyn J. Lundquist and Peter I. Macreadie and Inés Mazarrasa and J. Patrick Megonigal and Joao M. Neto and Juliana Nogueira and Michael J. Osland and Jordi F. Pagès and Nipuni Perera and Eva-Maria Pfeiffer and Thomas Pollmann and Jacqueline L. Raw and María Recio and Ana Carolina Ruiz-Fernández and Sophie K. Russell and John M. Rybczyk and Marek Sammul and Christian Sanders and Rui Santos and Oscar Serrano and Matthias Siewert and Craig Smeaton and Zhaoliang Song and Carmen Trasar-Cepeda and Robert R. Twilley and Marijn {Van de Broek} and Stefano Vitti and Livia Vittori Antisari and Baptiste Voltz and Christy N. Wails and Raymond D. Ward and Melissa Ward and Jaxine Wolfe and Renmin Yang and Sebastian Zubrzycki and Emily Landis and Lindsey Smart and Mark Spalding and Thomas A. Worthington","2023","nov",NA
"Smeaton_et_al_2022b","Smeaton_et_al_2022b_data","primary dataset","Misc","Physical and geochemical properties of saltmarsh soils from narrow diameter gouge cores in UK saltmarshes collected between 2018 and 2021",NA,NA,"https://catalogue.ceh.ac.uk/id/d301c5f5-77f5-41ba-934e-a80e1293d4cd","10.5285/D301C5F5-77F5-41BA-934E-A80E1293D4CD",NA,NA,"NERC EDS Environmental Information Data Centre","C. Smeaton and C.J.T. Ladd and G.M. Havelock and L.C. Miller and E. Garrett and W. Hiles and L. McMahon and R.T.E. Mills and A. Radbourne and L. Rees-Hughes and S. Riegel and N.L.M. Barlow and M.W. Skov and R. Gehrels and W.E.N. Austin","2022",NA,NA
"Smeaton_et_al_2022b","Maxwell_et_al_2023_synthesis","synthesis source","Article","Global dataset of soil organic carbon in tidal marshes","10","2052-4463","http://dx.doi.org/10.1038/s41597-023-02633-x","10.1038/s41597-023-02633-x","1","Scientific Data","Springer Science and Business Media LLC","Tania L. Maxwell and André S. Rovai and Maria Fernanda Adame and Janine B. Adams and José Álvarez-Rogel and William E. N. Austin and Kim Beasy and Francesco Boscutti and Michael E. Böttcher and Tjeerd J. Bouma and Richard H. Bulmer and Annette Burden and Shannon A. Burke and Saritta Camacho and Doongar R. Chaudhary and Gail L. Chmura and Margareth Copertino and Grace M. Cott and Christopher Craft and John Day and Carmen B. {de los Santos} and Lionel Denis and Weixin Ding and Joanna C. Ellison and Carolyn J. {Ewers Lewis} and Luise Giani and Maria Gispert and Swanne Gontharet and José A. González-Pérez and M. Nazaret González-Alcaraz and Connor Gorham and Anna Elizabeth L. Graversen and Anthony Grey and Roberta Guerra and Qiang He and James R. Holmquist and Alice R. Jones and José A. Juanes and Brian P. Kelleher and Karen E. Kohfeld and Dorte Krause-Jensen and Anna Lafratta and Paul S. Lavery and Edward A. Laws and Carmen Leiva-Dueñas and Pei Sun Loh and Catherine E. Lovelock and Carolyn J. Lundquist and Peter I. Macreadie and Inés Mazarrasa and J. Patrick Megonigal and Joao M. Neto and Juliana Nogueira and Michael J. Osland and Jordi F. Pagès and Nipuni Perera and Eva-Maria Pfeiffer and Thomas Pollmann and Jacqueline L. Raw and María Recio and Ana Carolina Ruiz-Fernández and Sophie K. Russell and John M. Rybczyk and Marek Sammul and Christian Sanders and Rui Santos and Oscar Serrano and Matthias Siewert and Craig Smeaton and Zhaoliang Song and Carmen Trasar-Cepeda and Robert R. Twilley and Marijn {Van de Broek} and Stefano Vitti and Livia Vittori Antisari and Baptiste Voltz and Christy N. Wails and Raymond D. Ward and Melissa Ward and Jaxine Wolfe and Renmin Yang and Sebastian Zubrzycki and Emily Landis and Lindsey Smart and Mark Spalding and Thomas A. Worthington","2023","nov",NA
"Smeaton_et_al_2023","Smeaton_et_al_2023_data","primary dataset","Misc","Physical and geochemical properties of saltmarsh soils from wide diameter gouge cores in Essex, UK, collected in 2019",NA,NA,"https://catalogue.ceh.ac.uk/id/fa3f4087-528e-4c5d-90d8-6bb4675d6317","10.5285/FA3F4087-528E-4C5D-90D8-6BB4675D6317",NA,NA,"NERC EDS Environmental Information Data Centre","C. Smeaton and C.T. Ladd and G.M. Havelock and L. McMahon and L.C. Miller and A. Radbourne","2023",NA,NA
"Smeaton_et_al_2023","Maxwell_et_al_2023_synthesis","synthesis source","Article","Global dataset of soil organic carbon in tidal marshes","10","2052-4463","http://dx.doi.org/10.1038/s41597-023-02633-x","10.1038/s41597-023-02633-x","1","Scientific Data","Springer Science and Business Media LLC","Tania L. Maxwell and André S. Rovai and Maria Fernanda Adame and Janine B. Adams and José Álvarez-Rogel and William E. N. Austin and Kim Beasy and Francesco Boscutti and Michael E. Böttcher and Tjeerd J. Bouma and Richard H. Bulmer and Annette Burden and Shannon A. Burke and Saritta Camacho and Doongar R. Chaudhary and Gail L. Chmura and Margareth Copertino and Grace M. Cott and Christopher Craft and John Day and Carmen B. {de los Santos} and Lionel Denis and Weixin Ding and Joanna C. Ellison and Carolyn J. {Ewers Lewis} and Luise Giani and Maria Gispert and Swanne Gontharet and José A. González-Pérez and M. Nazaret González-Alcaraz and Connor Gorham and Anna Elizabeth L. Graversen and Anthony Grey and Roberta Guerra and Qiang He and James R. Holmquist and Alice R. Jones and José A. Juanes and Brian P. Kelleher and Karen E. Kohfeld and Dorte Krause-Jensen and Anna Lafratta and Paul S. Lavery and Edward A. Laws and Carmen Leiva-Dueñas and Pei Sun Loh and Catherine E. Lovelock and Carolyn J. Lundquist and Peter I. Macreadie and Inés Mazarrasa and J. Patrick Megonigal and Joao M. Neto and Juliana Nogueira and Michael J. Osland and Jordi F. Pagès and Nipuni Perera and Eva-Maria Pfeiffer and Thomas Pollmann and Jacqueline L. Raw and María Recio and Ana Carolina Ruiz-Fernández and Sophie K. Russell and John M. Rybczyk and Marek Sammul and Christian Sanders and Rui Santos and Oscar Serrano and Matthias Siewert and Craig Smeaton and Zhaoliang Song and Carmen Trasar-Cepeda and Robert R. Twilley and Marijn {Van de Broek} and Stefano Vitti and Livia Vittori Antisari and Baptiste Voltz and Christy N. Wails and Raymond D. Ward and Melissa Ward and Jaxine Wolfe and Renmin Yang and Sebastian Zubrzycki and Emily Landis and Lindsey Smart and Mark Spalding and Thomas A. Worthington","2023","nov",NA
"Van_de_Broek_et_al_2018","Van_de_Broek_et_al_2018_data","primary dataset","Misc","Van de Broek et al. 2018, GCB, Supplementary data",NA,NA,"https://data.mendeley.com/datasets/2nnv9bw3hh/2","10.17632/2NNV9BW3HH.2",NA,NA,"Mendeley","Marijn {Van De Broek}","2018",NA,NA
"Van_de_Broek_et_al_2018","Maxwell_et_al_2023_synthesis","synthesis source","Article","Global dataset of soil organic carbon in tidal marshes","10","2052-4463","http://dx.doi.org/10.1038/s41597-023-02633-x","10.1038/s41597-023-02633-x","1","Scientific Data","Springer Science and Business Media LLC","Tania L. Maxwell and André S. Rovai and Maria Fernanda Adame and Janine B. Adams and José Álvarez-Rogel and William E. N. Austin and Kim Beasy and Francesco Boscutti and Michael E. Böttcher and Tjeerd J. Bouma and Richard H. Bulmer and Annette Burden and Shannon A. Burke and Saritta Camacho and Doongar R. Chaudhary and Gail L. Chmura and Margareth Copertino and Grace M. Cott and Christopher Craft and John Day and Carmen B. {de los Santos} and Lionel Denis and Weixin Ding and Joanna C. Ellison and Carolyn J. {Ewers Lewis} and Luise Giani and Maria Gispert and Swanne Gontharet and José A. González-Pérez and M. Nazaret González-Alcaraz and Connor Gorham and Anna Elizabeth L. Graversen and Anthony Grey and Roberta Guerra and Qiang He and James R. Holmquist and Alice R. Jones and José A. Juanes and Brian P. Kelleher and Karen E. Kohfeld and Dorte Krause-Jensen and Anna Lafratta and Paul S. Lavery and Edward A. Laws and Carmen Leiva-Dueñas and Pei Sun Loh and Catherine E. Lovelock and Carolyn J. Lundquist and Peter I. Macreadie and Inés Mazarrasa and J. Patrick Megonigal and Joao M. Neto and Juliana Nogueira and Michael J. Osland and Jordi F. Pagès and Nipuni Perera and Eva-Maria Pfeiffer and Thomas Pollmann and Jacqueline L. Raw and María Recio and Ana Carolina Ruiz-Fernández and Sophie K. Russell and John M. Rybczyk and Marek Sammul and Christian Sanders and Rui Santos and Oscar Serrano and Matthias Siewert and Craig Smeaton and Zhaoliang Song and Carmen Trasar-Cepeda and Robert R. Twilley and Marijn {Van de Broek} and Stefano Vitti and Livia Vittori Antisari and Baptiste Voltz and Christy N. Wails and Raymond D. Ward and Melissa Ward and Jaxine Wolfe and Renmin Yang and Sebastian Zubrzycki and Emily Landis and Lindsey Smart and Mark Spalding and Thomas A. Worthington","2023","nov",NA
"Vitti_et_al_2020","Vitti_et_al_2020_article","associated source","Article","Contrasting responses of native and alien plant species to soil properties shed new light on the invasion of dune systems","13","1752-993X","http://dx.doi.org/10.1093/jpe/rtaa052","10.1093/jpe/rtaa052","6","Journal of Plant Ecology","Oxford University Press (OUP)","Stefano Vitti and Elisa Pellegrini and Valentino Casolo and Giacomo Trotta and Francesco Boscutti","2020","aug","667–675"
"Vitti_et_al_2020","Maxwell_et_al_2023_synthesis","synthesis source","Article","Global dataset of soil organic carbon in tidal marshes","10","2052-4463","http://dx.doi.org/10.1038/s41597-023-02633-x","10.1038/s41597-023-02633-x","1","Scientific Data","Springer Science and Business Media LLC","Tania L. Maxwell and André S. Rovai and Maria Fernanda Adame and Janine B. Adams and José Álvarez-Rogel and William E. N. Austin and Kim Beasy and Francesco Boscutti and Michael E. Böttcher and Tjeerd J. Bouma and Richard H. Bulmer and Annette Burden and Shannon A. Burke and Saritta Camacho and Doongar R. Chaudhary and Gail L. Chmura and Margareth Copertino and Grace M. Cott and Christopher Craft and John Day and Carmen B. {de los Santos} and Lionel Denis and Weixin Ding and Joanna C. Ellison and Carolyn J. {Ewers Lewis} and Luise Giani and Maria Gispert and Swanne Gontharet and José A. González-Pérez and M. Nazaret González-Alcaraz and Connor Gorham and Anna Elizabeth L. Graversen and Anthony Grey and Roberta Guerra and Qiang He and James R. Holmquist and Alice R. Jones and José A. Juanes and Brian P. Kelleher and Karen E. Kohfeld and Dorte Krause-Jensen and Anna Lafratta and Paul S. Lavery and Edward A. Laws and Carmen Leiva-Dueñas and Pei Sun Loh and Catherine E. Lovelock and Carolyn J. Lundquist and Peter I. Macreadie and Inés Mazarrasa and J. Patrick Megonigal and Joao M. Neto and Juliana Nogueira and Michael J. Osland and Jordi F. Pagès and Nipuni Perera and Eva-Maria Pfeiffer and Thomas Pollmann and Jacqueline L. Raw and María Recio and Ana Carolina Ruiz-Fernández and Sophie K. Russell and John M. Rybczyk and Marek Sammul and Christian Sanders and Rui Santos and Oscar Serrano and Matthias Siewert and Craig Smeaton and Zhaoliang Song and Carmen Trasar-Cepeda and Robert R. Twilley and Marijn {Van de Broek} and Stefano Vitti and Livia Vittori Antisari and Baptiste Voltz and Christy N. Wails and Raymond D. Ward and Melissa Ward and Jaxine Wolfe and Renmin Yang and Sebastian Zubrzycki and Emily Landis and Lindsey Smart and Mark Spalding and Thomas A. Worthington","2023","nov",NA
"Wan_et_al_2017","Maxwell_et_al_2023_synthesis","synthesis source","Article","Global dataset of soil organic carbon in tidal marshes","10","2052-4463","http://dx.doi.org/10.1038/s41597-023-02633-x","10.1038/s41597-023-02633-x","1","Scientific Data","Springer Science and Business Media LLC","Tania L. Maxwell and André S. Rovai and Maria Fernanda Adame and Janine B. Adams and José Álvarez-Rogel and William E. N. Austin and Kim Beasy and Francesco Boscutti and Michael E. Böttcher and Tjeerd J. Bouma and Richard H. Bulmer and Annette Burden and Shannon A. Burke and Saritta Camacho and Doongar R. Chaudhary and Gail L. Chmura and Margareth Copertino and Grace M. Cott and Christopher Craft and John Day and Carmen B. {de los Santos} and Lionel Denis and Weixin Ding and Joanna C. Ellison and Carolyn J. {Ewers Lewis} and Luise Giani and Maria Gispert and Swanne Gontharet and José A. González-Pérez and M. Nazaret González-Alcaraz and Connor Gorham and Anna Elizabeth L. Graversen and Anthony Grey and Roberta Guerra and Qiang He and James R. Holmquist and Alice R. Jones and José A. Juanes and Brian P. Kelleher and Karen E. Kohfeld and Dorte Krause-Jensen and Anna Lafratta and Paul S. Lavery and Edward A. Laws and Carmen Leiva-Dueñas and Pei Sun Loh and Catherine E. Lovelock and Carolyn J. Lundquist and Peter I. Macreadie and Inés Mazarrasa and J. Patrick Megonigal and Joao M. Neto and Juliana Nogueira and Michael J. Osland and Jordi F. Pagès and Nipuni Perera and Eva-Maria Pfeiffer and Thomas Pollmann and Jacqueline L. Raw and María Recio and Ana Carolina Ruiz-Fernández and Sophie K. Russell and John M. Rybczyk and Marek Sammul and Christian Sanders and Rui Santos and Oscar Serrano and Matthias Siewert and Craig Smeaton and Zhaoliang Song and Carmen Trasar-Cepeda and Robert R. Twilley and Marijn {Van de Broek} and Stefano Vitti and Livia Vittori Antisari and Baptiste Voltz and Christy N. Wails and Raymond D. Ward and Melissa Ward and Jaxine Wolfe and Renmin Yang and Sebastian Zubrzycki and Emily Landis and Lindsey Smart and Mark Spalding and Thomas A. Worthington","2023","nov",NA
"Wan_et_al_2017","Fu_et_al_2021_synthesis","associated source","Article","Stocks and losses of soil organic carbon from Chinese vegetated coastal habitats","27","1365-2486","http://dx.doi.org/10.1111/gcb.15348","10.1111/gcb.15348","1","Global Change Biology","Wiley","Chuancheng Fu and Yuan Li and Lin Zeng and Haibo Zhang and Chen Tu and Qian Zhou and Kuanxu Xiong and Jiaping Wu and Carlos M. Duarte and Peter Christie and Yongming Luo","2020","sep","202–214"
