"study_id","site_id","core_id","method_id","depth_min","depth_max","dry_bulk_density","fraction_organic_matter","fraction_carbon","depth_interval_notes","delta_c13"
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH12A","single set of methods",72.10126,74.16369,1.499074,0.03067243,0.0075914780000000005,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH12A","single set of methods",82.37297,84.41653,1.654641,0.02216944,0.002516983,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH12A","single set of methods",86.45706,88.49477999999999,1.344047,0.04963164,0.01283193,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH12A","single set of methods",96.62121,98.64752,1.794434,0.03298409,0.0038141530000000002,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH12A","single set of methods",120.84029999999998,122.85140000000001,1.563539,0.01734312,0.002700994,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH13A","single set of methods",2.199702,4.385674,0.5736856,0.129948,0.04638442,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH13A","single set of methods",6.561166,8.72677,0.8079214,0.09441233,0.04075017,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH13A","single set of methods",10.88304,13.030510000000001,0.9155996,0.09620649,0.03431666,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH13A","single set of methods",25.75629,27.85455,1.615816,0.006211179999999999,NA,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH13A","single set of methods",36.19525,38.26877,1.685597,0.01190949,NA,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH13A","single set of methods",56.76947,58.81064000000001,1.894592,0.00732742,NA,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH13A","single set of methods",79.11403,81.13578,1.882119,0.009765625,3.80488e-4,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH13A","single set of methods",107.3286,109.3383,1.696867,0.0046601939999999994,8.25237e-4,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH18A","single set of methods",2.559588,5.104106,0.5604522,0.1637289,0.07771764,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH18A","single set of methods",5.104106,7.608773,0.8651661,0.09777082999999999,0.06547601,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH18A","single set of methods",7.608773,10.076509999999999,1.1109,0.03279969,0.009914417,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH18A","single set of methods",10.076509999999999,12.51001,1.301077,0.029141720000000003,0.009717275,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH18A","single set of methods",12.51001,14.91179,1.202061,0.05344418,0.009152034,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH18A","single set of methods",14.91179,17.28416,1.238203,0.020202019999999998,0.0035000870000000003,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH18A","single set of methods",19.629289999999997,21.94915,1.259192,0.01071854,0.0017122770000000001,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH18A","single set of methods",24.24561,26.52037,1.510303,0.031720860000000003,0.007211731999999999,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH18A","single set of methods",28.77502,31.01104,1.274118,0.009882059,0.001285933,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH18A","single set of methods",33.22978,35.432520000000004,1.483297,0.01190476,0.0017879900000000002,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH18A","single set of methods",37.62041,39.794560000000004,1.49736,0.010485439999999999,0.0012307519999999999,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH18A","single set of methods",39.794560000000004,41.95596,1.512989,0.00815534,NA,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH18A","single set of methods",44.10555,46.2442,1.425683,0.007418977,5.92245e-4,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH18A","single set of methods",48.37269,50.49179,1.703661,0.006269592000000001,0.001132345,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH18A","single set of methods",56.79927,58.88715,1.484383,0.008306962,6.64246e-4,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH18A","single set of methods",107.82039999999999,109.8336,1.975324,0.00877193,0.008703454000000001,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH3A","single set of methods",0,2.472016,0.4484592,0.1237275,0.05001912,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH3A","single set of methods",4.925509,7.347498,0.6536169,0.1107212,0.042529279999999996,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH3A","single set of methods",12.10557,14.44558,0.764317,0.1133981,0.04622515,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH3A","single set of methods",16.76197,19.05638,1.151145,0.05928237,0.02771815,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH3A","single set of methods",23.58527,25.82249,1.410477,0.0088,NA,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH3A","single set of methods",25.82249,28.04323,1.650551,0.060735010000000006,0.01796176,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH3A","single set of methods",30.24863,32.43977,1.681075,0.009411764999999999,0.001851496,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH3A","single set of methods",36.78313,38.937129999999996,1.783428,0.0112316,0.008721679,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH3A","single set of methods",55.84036999999999,57.920930000000006,1.782199,0.007427678,0.001057327,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH3A","single set of methods",74.39341,76.43554999999999,2.089362,0.005880047,4.4986e-4,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH3A","single set of methods",88.63355,90.65901,1.720213,0.006604506999999999,NA,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH3A","single set of methods",106.80829999999999,108.8216,1.775547,0.008613939000000001,0.008244494,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH5A","single set of methods",3.06948,6.087473999999999,0.760288,0.04496411,0.013991,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH5A","single set of methods",9.025324,11.889339999999999,0.8165499,0.051171879999999996,0.02144207,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH5A","single set of methods",17.41866,20.09425,0.8623913,0.05279625,0.01282854,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH5A","single set of methods",27.818320000000003,30.304989999999997,0.9946582,0.06387226,0.021968610000000003,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH5A","single set of methods",42.2205,44.51806,1.358137,0.029024770000000002,0.009706747,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH5A","single set of methods",46.79218,49.044729999999994,1.555033,0.01899961,0.0026582679999999997,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH5A","single set of methods",51.27739,53.49174,1.482289,0.03090767,0.007195245,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH5A","single set of methods",60.038729999999994,62.19314,1.567011,0.01658113,0.008140075,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH5A","single set of methods",107.70249999999999,109.7259,1.474559,0.03769841,0.01266958,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH5A","single set of methods",111.7475,113.76740000000001,1.918642,0.01884615,0.004047887,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH5A","single set of methods",123.8456,125.8578,1.701438,0.009463722,0.0013755549999999999,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH9A","single set of methods",0,2.42629,1.025601,0.02642998,0.005036777,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH9A","single set of methods",4.846147,7.239188,1.160722,0.02061455,0.004694333,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH9A","single set of methods",9.607126000000001,11.95156,1.241403,0.02237654,0.0040417579999999995,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH9A","single set of methods",14.274000000000001,16.57585,1.167155,0.01059655,0.001379174,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH9A","single set of methods",30.022520000000004,32.21269,1.663769,0.009819324,0.001066858,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH9A","single set of methods",94.61516,96.63973999999999,2.044471,0.008569872,8.721695000000001e-4,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH9A","single set of methods",102.7045,104.72330000000001,1.73201,0.01789187,0.001994894,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH9A","single set of methods",110.77300000000001,112.7875,1.852882,0.008907823,0.001008725,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH9A","single set of methods",114.80109999999999,116.81379999999999,1.770795,0.01193792,0.001833245,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH9A","single set of methods",116.81379999999999,118.82569999999998,1.629435,0.02148438,0.004412012,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH9A","single set of methods",124.857,126.8661,1.966905,0.008254717,0.001068745,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN11A","single set of methods",5.733619,8,1.287517,0.009148767,NA,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN11A","single set of methods",16.40815,19,1.380851,0.006191950000000001,0.001022492,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN11A","single set of methods",23.92135,26,1.049246,0.043960400000000004,0.01188015,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN11A","single set of methods",35.76052,38,1.545572,0.010993329999999999,0.0018676419999999999,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN11A","single set of methods",44.78458,47,1.847801,0.01579155,0.00200386,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN11A","single set of methods",68.37369,70,1.79266,0.01484375,NA,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN11A","single set of methods",84.90611,87,1.857469,0.01084035,0.00317359,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN11A","single set of methods",86.95177,89,1.907412,0.015133879999999999,0.002267266,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN11A","single set of methods",91.03283,93,1.930535,0.02061455,0.00558138,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN11A","single set of methods",95.1019,97,2.152911,0.01461295,NA,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN11A","single set of methods",111.2901,112.99999999999999,1.560759,0.01399145,NA,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN11A","single set of methods",113.3062,114.99999999999999,2.017826,0.01437451,0.0018823300000000002,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN11A","single set of methods",117.3349,119,1.725507,0.01068884,0.008588353,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN3A","single set of methods",5,9,0.3230016,0.08658346,0.03094382,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN3A","single set of methods",14.000000000000002,18,0.3193819,0.10505990000000001,0.04206804,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN3A","single set of methods",25,28.999999999999996,0.3879682,0.08426518,0.02917013,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN3A","single set of methods",32,35,0.4782637,0.07253086,0.03152624,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN3A","single set of methods",42,45,0.5569493,0.07813113000000001,0.032067109999999996,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN3A","single set of methods",47,50,0.6196609,0.06459144,0.02633425,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN3A","single set of methods",56.00000000000001,57.99999999999999,0.6858475,0.07361356,0.02542857,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN3A","single set of methods",61,63,0.8889118,0.06732673,0.0254535,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN3A","single set of methods",68,70,1.066803,0.04857031,0.01806652,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN3A","single set of methods",73,75,1.075487,0.04554378,0.01961264,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN3A","single set of methods",112.99999999999999,114.99999999999999,1.264576,0.041019509999999995,0.03546937,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN3A","single set of methods",135,137,1.539053,0.011133200000000001,0.003375344,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN5A","single set of methods",4,8,0.3728609,0.07575758,0.037556690000000004,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN5A","single set of methods",11,15,0.3791031,0.08831683,0.04419296,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN5A","single set of methods",22,25,0.4469886,0.08156737,0.03193545,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN5A","single set of methods",31,33,0.5062855,0.07122961,0.02678256,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN5A","single set of methods",39,42,0.6699498,0.0613354,0.0209195,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN5A","single set of methods",47,49,1.037227,0.02622445,0.007210873,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN5A","single set of methods",52,54,1.133824,0.02734839,0.009935459,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN5A","single set of methods",59,61,1.360282,0.01602188,0.006011524000000001,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN5A","single set of methods",63,65,1.382061,0.013856809999999999,0.003823512,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN5A","single set of methods",68,70,1.454557,0.01649647,0.005218629999999999,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN5A","single set of methods",85,87,1.487406,0.01353965,0.003699536,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN5A","single set of methods",112.00000000000001,113.99999999999999,1.680318,0.01237911,0.0022424050000000003,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN9A","single set of methods",7.000000000000001,10,1.188333,0.004546416,8.011935e-4,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN9A","single set of methods",13,16,1.0968,0.008675079,0.0018779390000000001,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN9A","single set of methods",16,19,1.258569,0.01443058,0.003861831,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN9A","single set of methods",22,24,1.32412,0.008907823,0.0014551590000000001,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN9A","single set of methods",35,37,1.326108,0.007067138,6.319950000000001e-4,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN9A","single set of methods",42,45,1.407437,0.01478226,NA,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN9A","single set of methods",47,49,1.643418,0.0058777429999999995,0.001073898,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN9A","single set of methods",54,56.00000000000001,1.624486,0.003170828,5.58702e-4,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN9A","single set of methods",69,71,1.544924,0.006324111,9.0132e-4,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN9A","single set of methods",96,98,1.779531,0.004652966,NA,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN9A","single set of methods",111.00000000000001,112.99999999999999,1.8589,0.0043598890000000005,NA,NA,NA
"Pagès_et_al_unpublished","Mawddach estuary","CURIAN9A","single set of methods",123,125,1.700583,0.009248555,0.001618029,NA,NA
"Patrick_and_DeLaune_1990","PDL90_AV","PDL90_AV","single set of methods",0,8,0.3818153,NA,0.03660133,NA,NA
"Patrick_and_DeLaune_1990","PDL90_AV","PDL90_AV","single set of methods",8,16,0.4254567,NA,0.03352523,NA,NA
"Patrick_and_DeLaune_1990","PDL90_AV","PDL90_AV","single set of methods",16,24,0.3338448,NA,0.038189009999999995,NA,NA
"Patrick_and_DeLaune_1990","PDL90_AV","PDL90_AV","single set of methods",24,32,0.445107,NA,0.03201715,NA,NA
"Patrick_and_DeLaune_1990","PDL90_AV","PDL90_AV","single set of methods",32,40,0.5080953,NA,0.02739176,NA,NA
"Patrick_and_DeLaune_1990","PDL90_AV","PDL90_AV","single set of methods",40,48,0.5034161,NA,0.02354149,NA,NA
"Patrick_and_DeLaune_1990","PDL90_AV","PDL90_AV","single set of methods",48,56.00000000000001,0.5567309,NA,0.020851540000000002,NA,NA
"Patrick_and_DeLaune_1990","PDL90_AV","PDL90_AV","single set of methods",56.00000000000001,64,0.5472558,NA,0.021837049999999997,NA,NA
"Patrick_and_DeLaune_1990","PDL90_AV","PDL90_AV","single set of methods",64,72,0.4845826,NA,0.02302079,NA,NA
"Patrick_and_DeLaune_1990","PDL90_AV","PDL90_AV","single set of methods",72,80,0.4992503,NA,0.027490100000000003,NA,NA
"Patrick_and_DeLaune_1990","PDL90_AV","PDL90_AV","single set of methods",80,88,0.4172769,NA,0.03892979,NA,NA
"Patrick_and_DeLaune_1990","PDL90_AV","PDL90_AV","single set of methods",88,96,0.4850843,NA,0.03856143,NA,NA
"Patrick_and_DeLaune_1990","PDL90_AV","PDL90_AV","single set of methods",96,104,0.60600830000000006,NA,0.031808,NA,NA
"Patrick_and_DeLaune_1990","PDL90_AV","PDL90_AV","single set of methods",104,112.00000000000001,0.4419214,NA,0.03628104,NA,NA
"Patrick_and_DeLaune_1990","PDL90_AV","PDL90_AV","single set of methods",112.00000000000001,120,0.606335,NA,0.02546132,NA,NA
"Patrick_and_DeLaune_1990","PDL90_AV","PDL90_AV","single set of methods",120,128,0.6403263,NA,0.024902229999999997,NA,NA
"Patrick_and_DeLaune_1990","PDL90_AV","PDL90_AV","single set of methods",128,136,0.5245599,NA,0.03208208,NA,NA
"Patrick_and_DeLaune_1990","PDL90_AV","PDL90_AV","single set of methods",136,144,0.6068251,NA,0.03036266,NA,NA
"Patrick_and_DeLaune_1990","PDL90_AV","PDL90_AV","single set of methods",144,152,0.6746325,NA,0.022059000000000002,NA,NA
"Patrick_and_DeLaune_1990","PDL90_AV","PDL90_AV","single set of methods",152,160,0.6892886,NA,0.02343535,NA,NA
"Patrick_and_DeLaune_1990","PDL90_BB","PDL90_BB","single set of methods",0,8,0.7020461,NA,0.04097391,NA,NA
"Patrick_and_DeLaune_1990","PDL90_BB","PDL90_BB","single set of methods",9,12,0.8520256,NA,0.04622195,NA,NA
"Patrick_and_DeLaune_1990","PDL90_BB","PDL90_BB","single set of methods",12,15,0.5806414,NA,0.027974290000000002,NA,NA
"Patrick_and_DeLaune_1990","PDL90_BB","PDL90_BB","single set of methods",15,23,0.8516973,NA,0.03885276,NA,NA
"Patrick_and_DeLaune_1990","PDL90_BB","PDL90_BB","single set of methods",23,31,0.81287450000000006,NA,0.03458627,NA,NA
"Patrick_and_DeLaune_1990","PDL90_BB","PDL90_BB","single set of methods",31,34,0.9241133,NA,0.030320399999999997,NA,NA
"Patrick_and_DeLaune_1990","PDL90_BB","PDL90_BB","single set of methods",34,42,1.577675,NA,0.01964616,NA,NA
"Patrick_and_DeLaune_1990","PDL90_BB","PDL90_BB","single set of methods",42,50,1.204737,NA,0.0188748,NA,NA
"Patrick_and_DeLaune_1990","PDL90_BB","PDL90_BB","single set of methods",50,53,1.916515,NA,0.008782771,NA,NA
"Patrick_and_DeLaune_1990","PDL90_BB","PDL90_BB","single set of methods",53,61,0.3860702,NA,0.11306,NA,NA
"Patrick_and_DeLaune_1990","PDL90_BB","PDL90_BB","single set of methods",61,64,0.5360615,NA,0.09520068,NA,NA
"Patrick_and_DeLaune_1990","PDL90_BB","PDL90_BB","single set of methods",64,72,0.3858709,NA,0.08316722,NA,NA
"Patrick_and_DeLaune_1990","PDL90_BB","PDL90_BB","single set of methods",72,80,0.7198101,NA,0.060648350000000004,NA,NA
"Patrick_and_DeLaune_1990","PDL90_BI","PDL90_BI","single set of methods",0,8,0.2594636,NA,0.09050601999999999,NA,NA
"Patrick_and_DeLaune_1990","PDL90_BI","PDL90_BI","single set of methods",8,16,0.427547,NA,0.04925301,NA,NA
"Patrick_and_DeLaune_1990","PDL90_BI","PDL90_BI","single set of methods",16,24,0.4177814,NA,0.04674699,NA,NA
