"study_id","site_id","core_id","method_id","depth_min","depth_max","dry_bulk_density","fraction_organic_matter","fraction_carbon","depth_interval_notes","delta_c13"
"Miller_et_al_2022_Scotland","Wigtown Bay","Wig 6 Narrow","single set of methods",10,12,0.49,NA,0.0368,NA,NA
"Miller_et_al_2022_Scotland","Wigtown Bay","Wig 6 Narrow","single set of methods",20,22,0.65,NA,0.0381,NA,NA
"Miller_et_al_2022_Scotland","Wigtown Bay","Wig 6 Narrow","single set of methods",30,32,0.6,NA,0.0387,NA,NA
"Miller_et_al_2022_Scotland","Wigtown Bay","Wig 6 Narrow","single set of methods",40,42,0.54,NA,0.032,NA,NA
"Miller_et_al_2022_Scotland","Wigtown Bay","Wig 6 Narrow","single set of methods",50,52,0.82,NA,0.0225,NA,NA
"Miller_et_al_2022_Scotland","Wigtown Bay","Wig 6 Narrow","single set of methods",60,62,0.7,NA,0.0143,NA,NA
"Miller_et_al_2022_Scotland","Wigtown Bay","Wig 6 Narrow","single set of methods",70,72,0.7,NA,0.0222,NA,NA
"Miller_et_al_2022_Scotland","Wigtown Bay","Wig 6 Narrow","single set of methods",80,82,0.61,NA,0.0078000000000000005,NA,NA
"Miller_et_al_2022_Scotland","Wigtown Bay","Wig 7 Narrow","single set of methods",0,2,0.34,NA,0.0472,NA,-27.889
"Miller_et_al_2022_Scotland","Wigtown Bay","Wig 7 Narrow","single set of methods",4,6,0.3,NA,0.0513,NA,NA
"Miller_et_al_2022_Scotland","Wigtown Bay","Wig 7 Narrow","single set of methods",10,12,0.53,NA,0.042,NA,NA
"Miller_et_al_2022_Scotland","Wigtown Bay","Wig 7 Narrow","single set of methods",20,22,0.49,NA,0.046900000000000004,NA,NA
"Miller_et_al_2022_Scotland","Wigtown Bay","Wig 7 Narrow","single set of methods",30,32,0.54,NA,0.0242,NA,NA
"Miller_et_al_2022_Scotland","Wigtown Bay","Wig 7 Narrow","single set of methods",40,42,0.56,NA,0.023399999999999997,NA,NA
"Miller_et_al_2022_Scotland","Wigtown Bay","Wig 8 Narrow","single set of methods",0,2,0.23,NA,0.07150000000000001,NA,-27.269
"Miller_et_al_2022_Scotland","Wigtown Bay","Wig 8 Narrow","single set of methods",4,6,0.44,NA,0.054400000000000004,NA,NA
"Miller_et_al_2022_Scotland","Wigtown Bay","Wig 8 Narrow","single set of methods",10,12,0.45,NA,0.046900000000000004,NA,NA
"Miller_et_al_2022_Scotland","Wigtown Bay","Wig 8 Narrow","single set of methods",20,22,0.61,NA,0.0392,NA,NA
"Miller_et_al_2022_Scotland","Wigtown Bay","Wig 8 Narrow","single set of methods",30,32,0.61,NA,0.0335,NA,NA
"Miller_et_al_2022_Scotland","Wigtown Bay","Wig 8 Narrow","single set of methods",40,42,0.73,NA,0.0227,NA,NA
"Miller_et_al_2022_Scotland","Wigtown Bay","Wig 8 Narrow","single set of methods",50,52,0.44,NA,0.0139,NA,NA
"Miller_et_al_2022_Scotland","Wigtown Bay","Wig 8 Narrow","single set of methods",60,62,0.81,NA,0.0172,NA,NA
"Miller_et_al_2022_Scotland","Wigtown Bay","Wig 8 Narrow","single set of methods",70,72,0.46,NA,0.0179,NA,NA
"Miller_et_al_2022_Scotland","Wigtown Bay","Wig 9 Narrow","single set of methods",0,2,0.22,NA,0.0827,NA,-27.303
"Miller_et_al_2022_Scotland","Wigtown Bay","Wig 9 Narrow","single set of methods",4,6,0.4,NA,0.0643,NA,NA
"Miller_et_al_2022_Scotland","Wigtown Bay","Wig 9 Narrow","single set of methods",10,12,0.24,NA,0.0591,NA,NA
"Miller_et_al_2022_Scotland","Wigtown Bay","Wig 9 Narrow","single set of methods",20,22,0.49,NA,0.057300000000000004,NA,NA
"Miller_et_al_2022_Scotland","Wigtown Bay","Wig 9 Narrow","single set of methods",30,32,0.55,NA,0.039900000000000005,NA,NA
"Miller_et_al_2022_Scotland","Wigtown Bay","Wig 9 Narrow","single set of methods",40,42,0.69,NA,0.0355,NA,NA
"Miller_et_al_2022_Scotland","Wigtown Bay","Wig 9 Narrow","single set of methods",50,52,0.67,NA,0.0278,NA,NA
"Miller_et_al_2022_Scotland","Wigtown Bay","Wig 9 Narrow","single set of methods",60,62,0.58,NA,0.029900000000000003,NA,NA
"Miller_et_al_2022_Scotland","Wigtown Bay","Wig 9 Narrow","single set of methods",70,72,0.55,NA,0.0172,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 25","single set of methods",0,10,NA,0.25,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 26","single set of methods",0,10,NA,0.25,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 27","single set of methods",0,10,NA,0.19,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 28","single set of methods",0,10,NA,0.17,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 29","single set of methods",0,10,NA,0.14,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 30","single set of methods",0,10,NA,0.08,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 31","single set of methods",0,10,NA,0.05,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 32","single set of methods",0,10,NA,0.04,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 33","single set of methods",0,10,NA,0.03,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 34","single set of methods",0,10,NA,0.03,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 35","single set of methods",0,10,NA,0.04,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 36","single set of methods",0,10,NA,0.03,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 37","single set of methods",0,10,NA,0.02,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 38","single set of methods",0,10,NA,0.025,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 39","single set of methods",0,10,NA,0.03,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 40","single set of methods",0,10,NA,0.03,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 41","single set of methods",0,10,NA,0.01,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 42","single set of methods",0,10,NA,0.03,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 43","single set of methods",0,10,NA,0.01,NA,NA,NA
"Neto_and_Lana_1997","Paranaguá Bay","MC 44","single set of methods",0,10,NA,0.02,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",0,5,0.2,0.82,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",5,10,0.4,0.82,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",10,20,0.45,0.82,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",20,22,0.5,0.82,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",22,27,0.5,0.86,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",27,30,0.5,0.8,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",30,33,0.5,0.79,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",33,35,0.5,0.78,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",35,40,0.5,0.75,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",40,45,0.6,0.7,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",45,50,0.6,0.68,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",50,53,0.7,0.66,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",53,55.00000000000001,0.7,0.6,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",55.00000000000001,57.99999999999999,0.5,0.55,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",57.99999999999999,60,0.5,0.5,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",60,64,0.4,0.5,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",64,66,0.4,0.49,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",66,68,0.4,0.48,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",68,70,0.4,0.47,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",70,71,0.4,0.46,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",71,72,0.4,0.44,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",72,73,0.4,0.43,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",73,74,0.4,0.4133,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",74,75,0.4,0.3983,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",75,76,0.4,0.3833,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",76,77,0.4,0.36829999999999996,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",77,78,0.4,0.3533,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",78,79,0.4,0.3383,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",79,80,0.4,0.3233,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",80,81,0.4,0.30829999999999996,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",81,82,0.4,0.2933,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",82,83,0.4,0.2783,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",83,84,0.4,0.2633,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",84,85,0.4,0.2483,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",85,86,0.4,0.23329999999999998,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",86,87,0.4,0.2183,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",87,88,0.4,0.20329999999999998,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",88,89,0.4,0.1883,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",89,90,0.4,0.17,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",90,91,1,0.16,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",91,92,1,0.15,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",92,93,1,0.14,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",93,94,1,0.05,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",94,95,1,0.05,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",95,96,1,0.04,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",96,97,1,0.04,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",97,98,1,0.03,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",98,99,1,0.02,NA,NA,NA
"Newton_2017","Swan Inlet","MC 117","single set of methods",99,100,1,0.02,NA,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THI","single set of methods",0,2,NA,NA,0.011399999999999999,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THI","single set of methods",2,4,NA,NA,0.0070999999999999995,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THI","single set of methods",4,6,NA,NA,0.0097,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THI","single set of methods",6,8,NA,NA,0.0102,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THI","single set of methods",8,10,NA,NA,0.0097,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THI","single set of methods",10,12,NA,NA,0.0109,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THI","single set of methods",12,14.000000000000002,NA,NA,0.011200000000000002,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THI","single set of methods",14.000000000000002,16,NA,NA,0.0108,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THI","single set of methods",16,18,NA,NA,0.0111,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THI","single set of methods",18,20,NA,NA,0.011399999999999999,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THI","single set of methods",20,22,NA,NA,0.012,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THI","single set of methods",22,24,NA,NA,0.0115,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THI","single set of methods",24,26,NA,NA,0.0118,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THI","single set of methods",26,28.000000000000004,NA,NA,0.0128,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THI","single set of methods",28.000000000000004,30,NA,NA,0.011699999999999999,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THI","single set of methods",30,32,NA,NA,0.014199999999999999,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THI","single set of methods",32,34,NA,NA,0.011200000000000002,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THI","single set of methods",34,36,NA,NA,0.011899999999999999,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THI","single set of methods",36,38,NA,NA,0.010700000000000001,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THI","single set of methods",38,40,NA,NA,0.0106,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THI","single set of methods",40,42,NA,NA,0.0109,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THI","single set of methods",42,44,NA,NA,0.009399999999999999,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THI","single set of methods",44,46,NA,NA,0.0092,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THI","single set of methods",46,48,NA,NA,0.0097,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THI","single set of methods",48,50,NA,NA,0.0102,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THI","single set of methods",50,52,NA,NA,0.0084,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THIII","single set of methods",0,2,NA,NA,0.0233,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THIII","single set of methods",2,4,NA,NA,0.0206,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THIII","single set of methods",4,6,NA,NA,0.0229,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THIII","single set of methods",6,8,NA,NA,0.021400000000000002,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THIII","single set of methods",8,10,NA,NA,0.0276,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THIII","single set of methods",10,12,NA,NA,0.0287,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THIII","single set of methods",12,14.000000000000002,NA,NA,0.0216,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THIII","single set of methods",14.000000000000002,16,NA,NA,0.0197,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THIII","single set of methods",16,18,NA,NA,0.0209,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THIII","single set of methods",18,20,NA,NA,0.0101,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THIII","single set of methods",20,22,NA,NA,0.0066,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THIII","single set of methods",22,24,NA,NA,0.006,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THIII","single set of methods",24,26,NA,NA,0.0044,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THIII","single set of methods",26,28.000000000000004,NA,NA,0.0029,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THIII","single set of methods",28.000000000000004,30,NA,NA,0.0032,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THIII","single set of methods",30,32,NA,NA,0.0023,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THIII","single set of methods",32,34,NA,NA,0.0024,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THIII","single set of methods",34,36,NA,NA,0.0015,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THIII","single set of methods",36,38,NA,NA,0.0014000000000000002,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THIII","single set of methods",38,40,NA,NA,8e-4,NA,NA
"Noguiera_et_al_2022","Lacustrine lagoon","Lacustrine_lagoon_THIII","single set of methods",40,42,NA,NA,0.001,NA,NA
"Orson_et_al_1998","OSN98_BP_BI_CT","OSN98_BP_BI_CT","single set of methods",0,2,0.3465718,0.2626932,NA,NA,NA
"Orson_et_al_1998","OSN98_BP_BI_CT","OSN98_BP_BI_CT","single set of methods",2,4,0.4063983,0.2847682,NA,NA,NA
"Orson_et_al_1998","OSN98_BP_BI_CT","OSN98_BP_BI_CT","single set of methods",4,6,0.3293455,0.2626932,NA,NA,NA
"Orson_et_al_1998","OSN98_BP_BI_CT","OSN98_BP_BI_CT","single set of methods",6,8,0.3295697,0.22075060000000002,NA,NA,NA
"Orson_et_al_1998","OSN98_BP_BI_CT","OSN98_BP_BI_CT","single set of methods",8,10,0.473281,0.2362031,NA,NA,NA
"Orson_et_al_1998","OSN98_BP_BI_CT","OSN98_BP_BI_CT","single set of methods",10,12,0.4006481,0.2273731,NA,NA,NA
"Orson_et_al_1998","OSN98_BP_BI_CT","OSN98_BP_BI_CT","single set of methods",12,14.000000000000002,0.3832123,0.33554090000000003,NA,NA,NA
"Orson_et_al_1998","OSN98_BP_BI_CT","OSN98_BP_BI_CT","single set of methods",14.000000000000002,16,0.3746065,0.1699779,NA,NA,NA
"Orson_et_al_1998","OSN98_BP_BI_CT","OSN98_BP_BI_CT","single set of methods",16,18,0.3571658,0.30242830000000004,NA,NA,NA
"Orson_et_al_1998","OSN98_BP_BI_CT","OSN98_BP_BI_CT","single set of methods",18,20,0.3375274,0.2649007,NA,NA,NA
"Orson_et_al_1998","OSN98_BP_BI_CT","OSN98_BP_BI_CT","single set of methods",20,22,0.3929243,0.2626932,NA,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW12A","single set of methods",4.95142,7.371608999999999,1.701489,0.008266576,4.8574800000000004e-4,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW12A","single set of methods",12.12645,14.46501,1.660181,0.006339144,5.55935e-4,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW12A","single set of methods",23.59984,25.83604,1.471679,0.007410295999999999,6.73181e-4,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW12A","single set of methods",25.83604,28.05584,1.832058,0.025106220000000002,0.005905977,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW12A","single set of methods",36.79258,38.945930000000004,1.390303,0.02409163,0.007018756,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW12A","single set of methods",45.34496,47.45994,1.621332,0.01906275,0.0030512509999999996,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW12A","single set of methods",55.84532,57.92553,1.920832,0.010894939999999999,0.001568535,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW12A","single set of methods",66.19441,68.25037,1.733878,0.01149881,0.001783977,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW12A","single set of methods",68.25037,70.30245000000001,1.68549,0.010676159999999999,7.237449999999999e-4,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW12A","single set of methods",74.396,76.43796,1.663161,0.0136028,0.0023066239999999997,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW12A","single set of methods",80.51333000000001,82.54714,1.589368,0.024729519999999998,0.003673063,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW12A","single set of methods",110.8347,112.84620000000001,1.629865,0.021921080000000003,0.007157726,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW2A","single set of methods",0,3,1.025631,0.08101668000000001,0.02184051,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW2A","single set of methods",5.636788,8,1.017107,0.04673998,0.02374612,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW2A","single set of methods",11.061440000000001,14.000000000000002,0.9849069,0.07360308,0.02237636,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW2A","single set of methods",18.82204,21,1.06459,0.06013878,0.02373078,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW2A","single set of methods",28.61186,31,0.9143819,0.05527244,0.02625604,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW2A","single set of methods",40.19045,42,1.097048,0.051142969999999996,0.0122661,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW2A","single set of methods",53.42738,56.00000000000001,1.543039,0.038147139999999996,0.012835000000000001,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW2A","single set of methods",72.47283,75,1.808796,0.01314264,0.003925245,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW2A","single set of methods",76.62119,79,1.916819,0.006556113,0.002472745,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW2A","single set of methods",109.2477,111.00000000000001,1.85488,NA,4.05333e-4,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW2A","single set of methods",115.3003,117,1.972846,0.008543689,0.001856562,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW2A","single set of methods",119.3292,121,1.977304,0.001941748,7.78547e-4,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW6A","single set of methods",3.400909,6.603958,0.7305082,0.049382720000000005,0.020035340000000002,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW6A","single set of methods",9.707868999999999,12.720809999999998,0.6983972,0.056939500000000004,0.02511865,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW6A","single set of methods",18.503159999999998,21.28575,0.8110581,0.04268529,0.01628294,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW6A","single set of methods",26.662789999999998,29.267409999999998,0.7619508,0.04972592,0.01907722,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW6A","single set of methods",36.79844,39.22708,0.7211221,0.055009819999999994,0.02067898,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW6A","single set of methods",46.31246,48.61634,0.8841412,0.05175159,0.01969357,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW6A","single set of methods",57.60122,59.798899999999996,1.463118,0.02704095,0.006387841,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW6A","single set of methods",72.68615,74.79441999999999,1.927147,0.010358570000000001,0.001696252,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW6A","single set of methods",87.28039,89.33969,1.960876,0.0089914,0.002153403,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW6A","single set of methods",91.3941,93.44403,1.495401,0.004250386,8.88405e-4,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW6A","single set of methods",109.72059999999999,111.74360000000001,1.969268,0.005171042,7.30366e-4,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW6A","single set of methods",125.8596,127.8711,1.654817,0.0050623050000000005,5.34433e-4,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW7A","single set of methods",3.1584429999999997,6.197052,1.345955,0.007381507000000001,0.0011056549999999999,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW7A","single set of methods",20.33168,22.98211,1.619919,0.007870917,6.838650000000001e-4,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW7A","single set of methods",33.13105,35.57143,1.837888,0.01183899,0.0018780189999999999,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW7A","single set of methods",37.97877,40.35554,1.232229,0.0369506,0.011879440000000002,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW7A","single set of methods",47.32455,49.600339999999996,1.389374,0.026911079999999997,0.006218336,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW7A","single set of methods",54.09139,56.30964,1.732782,0.01378782,0.001935171,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW7A","single set of methods",67.17847,69.31515,1.925686,0.01513975,0.0016393479999999999,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW7A","single set of methods",81.94485999999999,84.02403000000001,1.985434,NA,0.002528527,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW7A","single set of methods",86.09725999999999,88.165,2.068934,0.01083172,0.004274407,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW7A","single set of methods",106.5862,108.6172,2.165585,0.009645062,0.0016197359999999999,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW7A","single set of methods",110.646,112.6725,2.239478,0.005520505,0.001034579,NA,NA
"Pagès_et_al_unpublished","Dyfi estuary","DYFIW7A","single set of methods",130.83769999999998,132.84990000000002,2.197864,0.0027016600000000003,7.64358e-4,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH12A","single set of methods",2.625105,5.206901,0.7291044,0.06782946,0.02048635,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH12A","single set of methods",7.7482809999999995,10.25205,0.8158511,NA,0.03395389,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH12A","single set of methods",12.72083,15.157029999999999,1.113841,0.06148492,0.02359079,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH12A","single set of methods",17.562939999999998,19.940649999999998,1.173453,0.027999999999999997,0.009569514999999999,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH12A","single set of methods",29.206690000000002,31.470209999999998,1.571558,0.018786689999999998,0.004161985,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH12A","single set of methods",44.70843,46.86762,1.713058,0.01012855,NA,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH12A","single set of methods",55.401219999999995,57.51229,1.60747,0.02104845,0.0039418249999999995,NA,NA
"Pagès_et_al_unpublished","Glaslyn-Dwyryd estuary","HARLECH12A","single set of methods",65.88457,67.96206000000001,1.219532,0.05088757,0.017414989999999998,NA,NA
