study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,cs137_activity,cs137_activity_se,cs137_unit,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,pb210_unit,ra226_activity,ra226_activity_se,ra226_unit,delta_c13,be7_activity,be7_activity_se,be7_unit,age,age_se
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMA,pvc_and_hammer,12,13,0.3083,0.371456,0.1891,0.192,0.02,disintegrationsPerMinutePerGram,1.4889,0.1537,3.9626,0.1419,disintegrationsPerMinutePerGram,2.4737,0.0591,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1968.7,3.5
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMA,pvc_and_hammer,13,14,0.3459,NA,NA,0,0,disintegrationsPerMinutePerGram,1.4338,0.1703,4.6428,0.1555,disintegrationsPerMinutePerGram,3.2089,0.0693,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1963.2,4.2
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMA,pvc_and_hammer,14,15,0.3865,NA,0.12240000000000001,0.089,0.02,disintegrationsPerMinutePerGram,0.6404,0.1666,4.516,0.1522,disintegrationsPerMinutePerGram,3.8756,0.0678,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1960.4,4.6
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMA,pvc_and_hammer,15,16,0.4436,NA,NA,0.099,0.02,disintegrationsPerMinutePerGram,1.1858,0.1643,5.1481,0.1493,disintegrationsPerMinutePerGram,3.9623,0.0685,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1953.8,5.6
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMA,pvc_and_hammer,16,17,0.4699,0.256994,0.1192,0,0,disintegrationsPerMinutePerGram,1.0078,0.1416,4.2825,0.1285,disintegrationsPerMinutePerGram,3.2747,0.0596,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1947,7
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMA,pvc_and_hammer,17,18,0.4833,NA,NA,0,0,disintegrationsPerMinutePerGram,0.5908,0.0686,2.1199,0.0615,disintegrationsPerMinutePerGram,1.5291,0.0304,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1941.7,8.2
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMA,pvc_and_hammer,18,19,0.4068,NA,0.1144,0,0,disintegrationsPerMinutePerGram,1.0118,0.1145,3.1277,0.097,disintegrationsPerMinutePerGram,2.1159,0.0609,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1931.7,11.3
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMA,pvc_and_hammer,19,20,0.4682,NA,NA,0,0,disintegrationsPerMinutePerGram,0.5771,0.1211,3.4245,0.1062,disintegrationsPerMinutePerGram,2.8474,0.0584,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1923.5,14.6
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMA,pvc_and_hammer,20,21,0.5045,0.11914899999999999,0.06480000000000001,0,0,disintegrationsPerMinutePerGram,0.3537,0.1918,4.094,0.174,disintegrationsPerMinutePerGram,3.7403,0.0808,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1917.6,17.7
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMA,pvc_and_hammer,21,22,0.6304,NA,NA,0,0,disintegrationsPerMinutePerGram,0.2755,0.1651,4.172,0.1481,disintegrationsPerMinutePerGram,3.8965,0.0729,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1911,21.9
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMA,pvc_and_hammer,22,23,0.6751,NA,NA,0,0,disintegrationsPerMinutePerGram,0.0211,0.187,4.6079,0.1723,disintegrationsPerMinutePerGram,4.5869,0.0725,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMA,pvc_and_hammer,23,24,0.7004,NA,NA,0,0,disintegrationsPerMinutePerGram,0.5355,0.1986,5.1512,0.1829,disintegrationsPerMinutePerGram,4.6157,0.0775,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMA,pvc_and_hammer,24,25,0.7549,NA,0.0444,0,0,disintegrationsPerMinutePerGram,0.4092,0.1765,5.4615,0.1617,disintegrationsPerMinutePerGram,5.0523,0.0707,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMA,pvc_and_hammer,25,26,0.7571,NA,NA,0,0,disintegrationsPerMinutePerGram,0.2212,0.1152,4.4797,0.1062,disintegrationsPerMinutePerGram,4.2585,0.0447,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMA,pvc_and_hammer,26,27,0.9131,NA,NA,0,0,disintegrationsPerMinutePerGram,-0.0047,0.1979,5.374,0.1816,disintegrationsPerMinutePerGram,5.3787,0.0785,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMA,pvc_and_hammer,27,28,0.8683,0.056573000000000005,0.0323,0,0,disintegrationsPerMinutePerGram,0.1623,0.1645,4.1372,0.1481,disintegrationsPerMinutePerGram,3.9749,0.0715,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMA,pvc_and_hammer,28,29,0.9702,NA,NA,0,0,disintegrationsPerMinutePerGram,-0.2895,0.1809,5.1926,0.1667,disintegrationsPerMinutePerGram,5.4821,0.0702,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMA,pvc_and_hammer,29,30,1.0125,NA,NA,0,0,disintegrationsPerMinutePerGram,0.1232,0.2111,4.8231,0.1997,disintegrationsPerMinutePerGram,4.6999,0.0686,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMA,pvc_and_hammer,30,31,1.0228,NA,0.022799999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMA,pvc_and_hammer,31,32,1.1296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMA,pvc_and_hammer,32,33,1.0611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMA,pvc_and_hammer,33,34,1.1949,0.043122,0.0206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMA,pvc_and_hammer,34,35,1.1459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMA,pvc_and_hammer,35,36,1.1171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMA,pvc_and_hammer,36,37,1.3592,NA,0.016399999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMA,pvc_and_hammer,37,38,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMA,pvc_and_hammer,38,39,1.2693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMA,pvc_and_hammer,39,40,1.3243,0.029223,0.0143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,0,1,0.1222,0.44229599999999997,0.2379,0,0,disintegrationsPerMinutePerGram,3.6915,0.3544,5.8814,0.3305,disintegrationsPerMinutePerGram,2.1898,0.1279,disintegrationsPerMinutePerGram,NA,4.32,1.86,disintegrationsPerMinutePerGram,2013.2,0.9
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,1,2,0.366,NA,NA,0,0,disintegrationsPerMinutePerGram,2.9994,0.1844,4.9587,0.1741,disintegrationsPerMinutePerGram,1.9593,0.0609,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,2010.6,1
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,2,3,0.4244,NA,0.1328,0,0,disintegrationsPerMinutePerGram,2.3838,0.1926,4.9114,0.1798,disintegrationsPerMinutePerGram,2.5277,0.0693,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,2008.5,1
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,3,4,0.4303,NA,NA,0,0,disintegrationsPerMinutePerGram,1.9768,0.2114,4.6603,0.1962,disintegrationsPerMinutePerGram,2.6835,0.0786,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,2006.4,1.1
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,4,5,0.3359,0.26495799999999997,0.1819,0,0,disintegrationsPerMinutePerGram,1.7746,0.2684,6.5304,0.2442,disintegrationsPerMinutePerGram,4.7558,0.1113,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,2004.8,1.1
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,5,6,0.3379,NA,NA,0.157,0.02,disintegrationsPerMinutePerGram,2.0795,0.1678,5.9048,0.1518,disintegrationsPerMinutePerGram,3.8254,0.0715,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,2002.9,1.2
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,6,7,0.3607,NA,0.1795,0.262,0.02,disintegrationsPerMinutePerGram,2.5655,0.1624,5.7049,0.1495,disintegrationsPerMinutePerGram,3.1394,0.0634,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,2000,1.3
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,7,8,0.3762,NA,NA,0.422,0.03,disintegrationsPerMinutePerGram,1.6146,0.171,5.2351,0.1571,disintegrationsPerMinutePerGram,3.6204,0.0677,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1997.9,1.3
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,8,9,0.3612,0.219512,0.1634,0.356,0.03,disintegrationsPerMinutePerGram,2.1007,0.2002,5.8773,0.1851,disintegrationsPerMinutePerGram,3.7766,0.0763,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1995,1.4
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,9,10,0.3033,NA,NA,0.343,0.03,disintegrationsPerMinutePerGram,1.8743,0.2035,4.7353,0.1899,disintegrationsPerMinutePerGram,2.861,0.0732,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1992.3,1.5
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,10,11,0.2439,NA,0.19030000000000002,0.476,0.06,disintegrationsPerMinutePerGram,1.9464,0.3679,5.3562,0.3401,disintegrationsPerMinutePerGram,3.4098,0.1401,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1989.6,1.7
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,11,12,0.2625,NA,NA,0.007,0,disintegrationsPerMinutePerGram,2.1242,0.2969,4.9275,0.2715,disintegrationsPerMinutePerGram,2.8033,0.1203,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1986.2,1.9
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,12,13,0.2934,0.286066,0.1839,0.197,0.04,disintegrationsPerMinutePerGram,2.4701,0.2966,5.5238,0.2729,disintegrationsPerMinutePerGram,3.0536,0.1163,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1981.6,2.2
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,13,14,0.2826,NA,NA,0,0,disintegrationsPerMinutePerGram,1.9787,0.3445,5.4558,0.3153,disintegrationsPerMinutePerGram,3.4771,0.1387,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1977.3,2.5
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,14,15,0.3251,NA,0.1805,0,0,disintegrationsPerMinutePerGram,1.7393,0.313,5.3628,0.2874,disintegrationsPerMinutePerGram,3.6235,0.1239,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1972.9,2.9
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,15,16,0.3957,NA,NA,0,0,disintegrationsPerMinutePerGram,1.3959,0.2778,6.818,0.2529,disintegrationsPerMinutePerGram,5.4222,0.1149,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1968.5,3.3
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,16,17,0.4566,0.208416,0.1261,0,0,disintegrationsPerMinutePerGram,1.1489,0.2374,5.7973,0.2151,disintegrationsPerMinutePerGram,4.6484,0.1004,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1964.2,3.8
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,17,18,0.3617,NA,NA,0,0,disintegrationsPerMinutePerGram,1.3354,0.2468,4.9113,0.2279,disintegrationsPerMinutePerGram,3.5758,0.0948,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1959.4,4.5
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,18,19,0.4175,NA,0.10679999999999999,0,0,disintegrationsPerMinutePerGram,0.7262,0.2193,3.932,0.1994,disintegrationsPerMinutePerGram,3.2058,0.0914,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1956.1,5
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,19,20,0.4042,NA,NA,0,0,disintegrationsPerMinutePerGram,1.2505,0.226,4.7259,0.2051,disintegrationsPerMinutePerGram,3.4754,0.0949,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1949.6,6.1
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,20,21,0.447,0.213996,0.1131,0,0,disintegrationsPerMinutePerGram,1.1805,0.215,4.3537,0.199,disintegrationsPerMinutePerGram,3.1733,0.0816,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1941.6,7.9
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,21,22,0.4391,NA,NA,0,0,disintegrationsPerMinutePerGram,0.9328,0.2039,4.442,0.1861,disintegrationsPerMinutePerGram,3.5092,0.0832,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1933.8,10.1
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,22,23,0.5253,NA,NA,0,0,disintegrationsPerMinutePerGram,0.7795,0.196,4.2218,0.1811,disintegrationsPerMinutePerGram,3.4423,0.075,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1924.3,13.6
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,23,24,0.5606,NA,NA,0,0,disintegrationsPerMinutePerGram,1.4817,0.2179,5.2759,0.2015,disintegrationsPerMinutePerGram,3.7941,0.0827,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,24,25,0.6236,NA,0.057999999999999996,0,0,disintegrationsPerMinutePerGram,0.2687,0.178,4.9199,0.1604,disintegrationsPerMinutePerGram,4.6512,0.0772,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,25,26,0.6943,NA,NA,0,0,disintegrationsPerMinutePerGram,0.4605,0.2021,7.1594,0.1833,disintegrationsPerMinutePerGram,6.6989,0.0851,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,26,27,0.8564,NA,NA,0,0,disintegrationsPerMinutePerGram,-0.082,0.188,4.9682,0.1714,disintegrationsPerMinutePerGram,5.0503,0.0773,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,27,28,0.9312,0.061706000000000004,0.0301,0,0,disintegrationsPerMinutePerGram,0.0166,0.2464,5.8631,0.2228,disintegrationsPerMinutePerGram,5.8465,0.1052,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,28,29,1.0393,NA,NA,0,0,disintegrationsPerMinutePerGram,-0.5091,0.1914,6.0796,0.1714,disintegrationsPerMinutePerGram,6.5887,0.085,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,29,30,1.0339,NA,NA,0,0,disintegrationsPerMinutePerGram,-0.351,0.1935,6.1418,0.1769,disintegrationsPerMinutePerGram,6.4928,0.0786,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,30,31,1.0821,NA,0.0197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,31,32,1.0499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,32,33,1.2411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,33,34,1.2749,0.035271,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,34,35,1.1649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,35,36,1.2666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,36,37,1.2545,NA,0.0123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,37,38,1.2948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,38,39,1.1794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_FL,Holly House,FL_HHMB,pvc_and_hammer,39,40,1.5334,0.019165,0.0097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_FL,Rocky Creek,FL_RCRA,pvc_and_hammer,0,1,0.5298,0.041791999999999996,0.0209,0,0,disintegrationsPerMinutePerGram,1.1736,0.1186,1.9862,0.1108,disintegrationsPerMinutePerGram,0.8125,0.0421,disintegrationsPerMinutePerGram,NA,0.71,0.16,disintegrationsPerMinutePerGram,2013.6,1.5
Okeefe-Suttles_et_al_2021_FL,Rocky Creek,FL_RCRA,pvc_and_hammer,1,2,1.1055,NA,NA,0,0,disintegrationsPerMinutePerGram,1.203,0.106,2.2665,0.1002,disintegrationsPerMinutePerGram,1.0635,0.0346,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,2011.2,1.6
Okeefe-Suttles_et_al_2021_FL,Rocky Creek,FL_RCRA,pvc_and_hammer,2,3,0.747,NA,0.0265,0,0,disintegrationsPerMinutePerGram,1.0398,0.1196,2.3115,0.1116,disintegrationsPerMinutePerGram,1.2717,0.0429,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,2009,1.6
Okeefe-Suttles_et_al_2021_FL,Rocky Creek,FL_RCRA,pvc_and_hammer,3,4,0.6878,NA,NA,0,0,disintegrationsPerMinutePerGram,0.9908,0.1184,2.1666,0.1094,disintegrationsPerMinutePerGram,1.1757,0.0453,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,2006.8,1.7
Okeefe-Suttles_et_al_2021_FL,Rocky Creek,FL_RCRA,pvc_and_hammer,4,5,0.7491,0.057797999999999995,0.0325,0,0,disintegrationsPerMinutePerGram,0.8477,0.1056,1.9032,0.0982,disintegrationsPerMinutePerGram,1.0554,0.0389,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,2004.6,1.8
Okeefe-Suttles_et_al_2021_FL,Rocky Creek,FL_RCRA,pvc_and_hammer,5,6,0.8151,NA,NA,0,0,disintegrationsPerMinutePerGram,0.9898,0.1161,2.0338,0.1084,disintegrationsPerMinutePerGram,1.044,0.0414,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,2001.8,2
Okeefe-Suttles_et_al_2021_FL,Rocky Creek,FL_RCRA,pvc_and_hammer,6,7,0.7389,NA,0.0282,0,0,disintegrationsPerMinutePerGram,0.7299,0.1264,1.8411,0.1187,disintegrationsPerMinutePerGram,1.1112,0.0433,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1999.6,2.1
Okeefe-Suttles_et_al_2021_FL,Rocky Creek,FL_RCRA,pvc_and_hammer,7,8,0.7358,NA,NA,0,0,disintegrationsPerMinutePerGram,0.7856,0.0993,1.848,0.0918,disintegrationsPerMinutePerGram,1.0625,0.0377,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1996.9,2.2
Okeefe-Suttles_et_al_2021_FL,Rocky Creek,FL_RCRA,pvc_and_hammer,8,9,0.7258,0.056383,0.0285,0,0,disintegrationsPerMinutePerGram,0.5833,0.1003,1.6352,0.0935,disintegrationsPerMinutePerGram,1.0519,0.0363,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1995,2.3
Okeefe-Suttles_et_al_2021_FL,Rocky Creek,FL_RCRA,pvc_and_hammer,9,10,0.8067,NA,NA,0,0,disintegrationsPerMinutePerGram,0.696,0.0952,1.6793,0.0887,disintegrationsPerMinutePerGram,0.9833,0.0347,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1992.3,2.5
Okeefe-Suttles_et_al_2021_FL,Rocky Creek,FL_RCRA,pvc_and_hammer,10,11,0.8191,NA,0.031400000000000004,0,0,disintegrationsPerMinutePerGram,0.6587,0.1028,1.6793,0.0954,disintegrationsPerMinutePerGram,1.0206,0.0384,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1989.4,2.7
Okeefe-Suttles_et_al_2021_FL,Rocky Creek,FL_RCRA,pvc_and_hammer,11,12,0.79990000000000006,NA,NA,0,0,disintegrationsPerMinutePerGram,0.6938,0.0997,1.8249,0.0925,disintegrationsPerMinutePerGram,1.1311,0.0371,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1986.1,3
Okeefe-Suttles_et_al_2021_FL,Rocky Creek,FL_RCRA,pvc_and_hammer,12,13,0.7239,0.072979,0.035699999999999996,0,0,disintegrationsPerMinutePerGram,0.9148,0.121,2.1248,0.1113,disintegrationsPerMinutePerGram,1.21,0.0473,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1981.4,3.5
Okeefe-Suttles_et_al_2021_FL,Rocky Creek,FL_RCRA,pvc_and_hammer,13,14,0.7006,NA,NA,0,0,disintegrationsPerMinutePerGram,0.8296,0.1262,2.1117,0.1159,disintegrationsPerMinutePerGram,1.2821,0.0497,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1976.5,4.1
Okeefe-Suttles_et_al_2021_FL,Rocky Creek,FL_RCRA,pvc_and_hammer,14,15,0.7744,NA,0.049800000000000004,0,0,disintegrationsPerMinutePerGram,0.5125,0.1396,2.144,0.1308,disintegrationsPerMinutePerGram,1.6315,0.0489,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1972.8,4.6
Okeefe-Suttles_et_al_2021_FL,Rocky Creek,FL_RCRA,pvc_and_hammer,15,16,0.6894,NA,NA,0,0,disintegrationsPerMinutePerGram,0.5783,0.1436,2.1447,0.1313,disintegrationsPerMinutePerGram,1.5664,0.0583,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1968.5,5.3
Okeefe-Suttles_et_al_2021_FL,Rocky Creek,FL_RCRA,pvc_and_hammer,16,17,0.7871,0.08959400000000001,0.051500000000000004,0,0,disintegrationsPerMinutePerGram,0.4462,0.1466,2.3047,0.1355,disintegrationsPerMinutePerGram,1.8585,0.0559,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1964.1,6.2
Okeefe-Suttles_et_al_2021_FL,Rocky Creek,FL_RCRA,pvc_and_hammer,17,18,0.703,NA,NA,0,0,disintegrationsPerMinutePerGram,0.6083,0.1251,2.4601,0.1127,disintegrationsPerMinutePerGram,1.8518,0.0543,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1957.8,7.6
