study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,cs137_activity,cs137_activity_se,cs137_unit,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,pb210_unit,ra226_activity,ra226_activity_se,ra226_unit,delta_c13,be7_activity,be7_activity_se,be7_unit,age,age_se
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,single set of methods,37,38,0.9646,NA,NA,0.0743,0.0188,disintegrationsPerMinutePerGram,-0.0477,0.1302,1.6452,0.1212,disintegrationsPerMinutePerGram,1.6929,0.0474,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,single set of methods,38,39,0.794,NA,NA,0.0791,0.0176,disintegrationsPerMinutePerGram,0.2067,0.1383,1.8045,0.1292,disintegrationsPerMinutePerGram,1.5977,0.0494,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,single set of methods,39,40,0.6386,NA,0.0253,0,0,disintegrationsPerMinutePerGram,0.3265,0.1545,1.9472,0.1441,disintegrationsPerMinutePerGram,1.6207,0.0558,disintegrationsPerMinutePerGram,-19.38,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,single set of methods,40,41,1.0569,NA,NA,0,0,disintegrationsPerMinutePerGram,-0.1684,0.1097,1.6737,0.1003,disintegrationsPerMinutePerGram,1.8421,0.0446,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,single set of methods,41,42,1.015,NA,NA,0,0,disintegrationsPerMinutePerGram,0.0874,0.122,1.8031,0.1145,disintegrationsPerMinutePerGram,1.7157,0.0422,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,single set of methods,42,43,1.2298,NA,0.008199999999999999,0,0,disintegrationsPerMinutePerGram,-0.149,0.1013,1.3647,0.0927,disintegrationsPerMinutePerGram,1.5136,0.041,disintegrationsPerMinutePerGram,-21.1,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,single set of methods,43,44,0.9742,NA,NA,0,0,disintegrationsPerMinutePerGram,0.1306,0.117,1.6431,0.1091,disintegrationsPerMinutePerGram,1.5125,0.0422,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,single set of methods,44,45,1.0333,NA,NA,0,0,disintegrationsPerMinutePerGram,0.0463,0.0909,1.5225,0.0843,disintegrationsPerMinutePerGram,1.4763,0.0338,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,single set of methods,45,46,0.9366,NA,0.0155,0,0,disintegrationsPerMinutePerGram,0.079,0.0897,1.6328,0.0825,disintegrationsPerMinutePerGram,1.5538,0.0353,disintegrationsPerMinutePerGram,-21.14,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,single set of methods,46,47,0.7423,NA,NA,0,0,disintegrationsPerMinutePerGram,-0.029,0.1042,1.6091,0.0967,disintegrationsPerMinutePerGram,1.6381,0.0388,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,single set of methods,47,48,1.1544,NA,NA,0,0,disintegrationsPerMinutePerGram,-0.1034,0.1055,1.506,0.0994,disintegrationsPerMinutePerGram,1.6094,0.0352,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,single set of methods,48,49,1.4263,NA,0.0115,0,0,disintegrationsPerMinutePerGram,-0.0777,0.0921,1.5057,0.0867,disintegrationsPerMinutePerGram,1.5834,0.031,disintegrationsPerMinutePerGram,-18.43,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,single set of methods,49,50,2.0005,NA,NA,0,0,disintegrationsPerMinutePerGram,-0.091,0.0775,1.2347,0.0719,disintegrationsPerMinutePerGram,1.3257,0.029,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,single set of methods,50,51,1.3258,NA,NA,0,0,disintegrationsPerMinutePerGram,0.3026,0.0933,1.8152,0.0869,disintegrationsPerMinutePerGram,1.5126,0.0337,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,single set of methods,51,52,1.497,NA,0.0055000000000000005,0,0,disintegrationsPerMinutePerGram,0.0528,0.0803,1.2906,0.0746,disintegrationsPerMinutePerGram,1.2378,0.0298,disintegrationsPerMinutePerGram,-18.86,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,single set of methods,52,53,1.3077,NA,NA,0,0,disintegrationsPerMinutePerGram,-0.1052,0.0892,1.0922,0.0825,disintegrationsPerMinutePerGram,1.1974,0.034,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,single set of methods,53,54,1.5228,NA,NA,0,0,disintegrationsPerMinutePerGram,0.0109,0.0999,1.2942,0.0949,disintegrationsPerMinutePerGram,1.2833,0.0314,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,single set of methods,54,55,2.0408,NA,0.0048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.61,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPA,single set of methods,55,56,2.1142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPB,single set of methods,0,2,0.0578,NA,0.3824,0,0,disintegrationsPerMinutePerGram,13.7936,0.682,18.9036,0.6446,disintegrationsPerMinutePerGram,5.1101,0.2228,disintegrationsPerMinutePerGram,-27.07,6.4901,1.1299,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPB,single set of methods,2,4,0.0717,NA,NA,0,0,disintegrationsPerMinutePerGram,25.3041,0.526,26.2375,0.5169,disintegrationsPerMinutePerGram,0.9334,0.0973,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPB,single set of methods,4,6,0.0555,NA,0.3222,0,0,disintegrationsPerMinutePerGram,23.8649,0.9894,25.0609,0.9674,disintegrationsPerMinutePerGram,1.1959,0.2079,disintegrationsPerMinutePerGram,-27.18,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPB,single set of methods,6,8,0.0754,NA,NA,0,0,disintegrationsPerMinutePerGram,19.5076,0.633,19.9444,0.6203,disintegrationsPerMinutePerGram,0.4369,0.1263,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPB,single set of methods,8,10,0.0564,NA,0.3378,0,0,disintegrationsPerMinutePerGram,21.1229,0.7796,21.723,0.7668,disintegrationsPerMinutePerGram,0.6001,0.1405,disintegrationsPerMinutePerGram,-27.03,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPB,single set of methods,10,12,0.0955,NA,NA,0,0,disintegrationsPerMinutePerGram,17.8363,0.4601,18.6794,0.4427,disintegrationsPerMinutePerGram,0.8431,0.1254,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPB,single set of methods,12,14,0.069,NA,0.2891,0,0,disintegrationsPerMinutePerGram,19.4706,0.5861,20.8684,0.5718,disintegrationsPerMinutePerGram,1.3978,0.1289,disintegrationsPerMinutePerGram,-27.47,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPB,single set of methods,14,16,0.0744,NA,NA,0,0,disintegrationsPerMinutePerGram,15.0233,0.5492,17.0285,0.533,disintegrationsPerMinutePerGram,2.0051,0.1323,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPB,single set of methods,16,18,0.0687,NA,0.2473,0,0,disintegrationsPerMinutePerGram,12.0284,0.6114,12.8473,0.5768,disintegrationsPerMinutePerGram,0.8188,0.2025,disintegrationsPerMinutePerGram,-27.53,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPB,single set of methods,18,20,0.0836,NA,NA,0,0,disintegrationsPerMinutePerGram,8.7567,0.4097,9.6628,0.3971,disintegrationsPerMinutePerGram,0.9061,0.1006,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPB,single set of methods,20,22,0.0902,NA,0.272,0,0,disintegrationsPerMinutePerGram,6.2036,0.359,7.0126,0.3457,disintegrationsPerMinutePerGram,0.809,0.0966,disintegrationsPerMinutePerGram,-27.91,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPB,single set of methods,22,24,0.0789,NA,NA,0,0,disintegrationsPerMinutePerGram,7.4665,0.3778,7.8985,0.3673,disintegrationsPerMinutePerGram,0.432,0.0887,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPB,single set of methods,24,26,0.0851,NA,0.24600000000000002,0.3736,0.0637,disintegrationsPerMinutePerGram,8.6045,0.4047,9.1718,0.3935,disintegrationsPerMinutePerGram,0.5673,0.0947,disintegrationsPerMinutePerGram,-28.07,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPB,single set of methods,26,28,0.1076,NA,NA,0.3706,0.0586,disintegrationsPerMinutePerGram,6.0646,0.2978,6.0646,0.2978,disintegrationsPerMinutePerGram,0,0,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRPB,single set of methods,28,30,0.0774,NA,0.2225,1.6871,0.0945,disintegrationsPerMinutePerGram,10.8946,0.4278,11.3076,0.4161,disintegrationsPerMinutePerGram,0.4129,0.0994,disintegrationsPerMinutePerGram,-27.77,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,0,1,0.1013,NA,0.4559,0,0,disintegrationsPerMinutePerGram,19.0909,0.7878,19.3909,0.7815,disintegrationsPerMinutePerGram,0.3,0.1,disintegrationsPerMinutePerGram,-29.92,7.4195,1.294,disintegrationsPerMinutePerGram,2016.1,1.1
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,1,2,0.1371,NA,NA,0.5326,0.0691,disintegrationsPerMinutePerGram,31.2993,0.6244,31.617,0.6165,disintegrationsPerMinutePerGram,0.3177,0.0985,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,2011.9,1.2
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,2,3,0.1692,NA,NA,1.5572,0.1092,disintegrationsPerMinutePerGram,28.8689,0.677,29.2697,0.6703,disintegrationsPerMinutePerGram,0.4008,0.0954,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,2006.2,1.3
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,3,4,0.2429,NA,0.32880000000000004,3.3668,0.0791,disintegrationsPerMinutePerGram,23.9534,0.3632,24.8174,0.3574,disintegrationsPerMinutePerGram,0.8641,0.065,disintegrationsPerMinutePerGram,-27.73,0,0,disintegrationsPerMinutePerGram,1997.7,1.7
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,4,5,0.2356,NA,NA,4.1637,0.1632,disintegrationsPerMinutePerGram,17.1098,0.6241,18.1195,0.6106,disintegrationsPerMinutePerGram,1.0097,0.1288,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1990.3,2
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,5,6,0.2744,NA,NA,3.9306,0.1372,disintegrationsPerMinutePerGram,13.9884,0.4832,15.2114,0.47,disintegrationsPerMinutePerGram,1.223,0.1122,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1981,2.7
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,6,7,0.3489,NA,0.1635,4.2104,0.12,disintegrationsPerMinutePerGram,8.6704,0.4133,10.0438,0.3997,disintegrationsPerMinutePerGram,1.3734,0.1049,disintegrationsPerMinutePerGram,-24.74,0,0,disintegrationsPerMinutePerGram,1971.2,3.6
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,7,8,0.5341,NA,NA,2.102,0.0849,disintegrationsPerMinutePerGram,3.47,0.2828,4.7133,0.2696,disintegrationsPerMinutePerGram,1.2433,0.0854,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1963.3,4.6
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,8,9,0.5173,NA,NA,1.4885,0.0747,disintegrationsPerMinutePerGram,1.5324,0.2663,2.8372,0.2491,disintegrationsPerMinutePerGram,1.3048,0.0941,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1959.2,5.2
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,9,10,0.5198,NA,0.1116,1.0926,0.0464,disintegrationsPerMinutePerGram,1.2914,0.1695,2.562,0.1606,disintegrationsPerMinutePerGram,1.2706,0.0541,disintegrationsPerMinutePerGram,-19.89,0,0,disintegrationsPerMinutePerGram,1955.3,5.9
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,10,11,0.5361,NA,NA,0.8928,0.0395,disintegrationsPerMinutePerGram,0.92,0.1874,2.2814,0.1786,disintegrationsPerMinutePerGram,1.3614,0.0566,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1952,6.5
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,11,12,0.7897,NA,NA,0.5386,0.031,disintegrationsPerMinutePerGram,0.8194,0.1377,1.8538,0.1292,disintegrationsPerMinutePerGram,1.0344,0.0475,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1947.3,7.6
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,12,13,0.5288,NA,0.10189999999999999,0.4793,0.033,disintegrationsPerMinutePerGram,0.669,0.1594,1.8545,0.1491,disintegrationsPerMinutePerGram,1.1855,0.0563,disintegrationsPerMinutePerGram,-20.08,0,0,disintegrationsPerMinutePerGram,1944.3,8.3
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,13,14,0.5108,NA,NA,0.3843,0.0244,disintegrationsPerMinutePerGram,0.5524,0.1098,1.7239,0.1027,disintegrationsPerMinutePerGram,1.1715,0.0387,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1941.7,9
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,14,15,0.5747,NA,NA,0.2562,0.0192,disintegrationsPerMinutePerGram,0.7233,0.0969,1.8065,0.0907,disintegrationsPerMinutePerGram,1.0832,0.0342,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1937.5,10.3
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,15,16,0.7519,NA,0.1043,0.2618,0.0168,disintegrationsPerMinutePerGram,0.5433,0.3411,1.7717,0.0877,disintegrationsPerMinutePerGram,1.2284,0.3296,disintegrationsPerMinutePerGram,-18.67,0,0,disintegrationsPerMinutePerGram,1932.8,12.2
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,16,17,0.6985,NA,NA,0.2214,0.0189,disintegrationsPerMinutePerGram,0.6418,0.28,1.7776,0.107,disintegrationsPerMinutePerGram,1.1358,0.2587,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1926.6,14.9
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,17,18,0.9892,NA,NA,0.2201,0.0178,disintegrationsPerMinutePerGram,-0.1751,0.3398,1.2959,0.1121,disintegrationsPerMinutePerGram,1.471,0.3207,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1921.7,18.8
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,18,19,0.7862,NA,0.056799999999999996,0.2056,0.0231,disintegrationsPerMinutePerGram,0.2985,0.3746,1.7026,0.1182,disintegrationsPerMinutePerGram,1.4041,0.3555,disintegrationsPerMinutePerGram,-17.63,0,0,disintegrationsPerMinutePerGram,1917.2,21.9
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,19,20,0.7348,NA,NA,0.1979,0.0229,disintegrationsPerMinutePerGram,0.2401,0.3491,1.6611,0.1174,disintegrationsPerMinutePerGram,1.421,0.3288,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1913.4,25
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,20,21,0.8318,NA,NA,0.1991,0.0195,disintegrationsPerMinutePerGram,0.1922,0.3571,1.5363,0.1145,disintegrationsPerMinutePerGram,1.344,0.3383,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1909.5,28.6
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,21,22,0.7273,NA,0.061799999999999994,0.0987,0.023,disintegrationsPerMinutePerGram,0.1896,0.1444,1.5766,0.1348,disintegrationsPerMinutePerGram,1.387,0.0519,disintegrationsPerMinutePerGram,-17.21,0,0,disintegrationsPerMinutePerGram,1905.7,32.2
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,22,23,0.6812,NA,NA,0.1381,0.0184,disintegrationsPerMinutePerGram,0.0074,0.1365,1.3831,0.1272,disintegrationsPerMinutePerGram,1.3758,0.0495,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,23,24,0.7729,NA,NA,0.1277,0.0259,disintegrationsPerMinutePerGram,0.027,0.1406,1.3544,0.131,disintegrationsPerMinutePerGram,1.3274,0.0511,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,24,25,0.725,NA,0.0526,0.0823,0.0196,disintegrationsPerMinutePerGram,-0.1601,0.1341,1.2883,0.1246,disintegrationsPerMinutePerGram,1.4484,0.0497,disintegrationsPerMinutePerGram,-17.31,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,25,26,0.7037,NA,NA,0.1574,0.0245,disintegrationsPerMinutePerGram,0.0915,0.1403,1.5198,0.1309,disintegrationsPerMinutePerGram,1.4284,0.0507,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,26,27,0.7336,NA,NA,0,0,disintegrationsPerMinutePerGram,0.3931,0.1742,1.8741,0.1642,disintegrationsPerMinutePerGram,1.481,0.0584,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,27,28,0.5624,NA,0.0696,0.144,0.0218,disintegrationsPerMinutePerGram,0.5682,0.1524,1.9365,0.1396,disintegrationsPerMinutePerGram,1.3683,0.061,disintegrationsPerMinutePerGram,-17.64,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,28,29,0.6616,NA,NA,0.1533,0.0197,disintegrationsPerMinutePerGram,0.1838,0.1287,1.5769,0.1211,disintegrationsPerMinutePerGram,1.3931,0.0435,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,29,30,0.5621,NA,NA,0,0,disintegrationsPerMinutePerGram,0.2007,0.1234,1.5177,0.1153,disintegrationsPerMinutePerGram,1.317,0.044,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,30,31,0.7428,NA,0.0753,0.1108,0.0165,disintegrationsPerMinutePerGram,0.084,0.1212,1.4362,0.1152,disintegrationsPerMinutePerGram,1.3522,0.0379,disintegrationsPerMinutePerGram,-17.2,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,31,32,0.4083,NA,NA,0,0,disintegrationsPerMinutePerGram,0.1832,0.1667,1.5908,0.1538,disintegrationsPerMinutePerGram,1.4076,0.0642,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,32,33,0.4774,NA,NA,0.1434,0.0235,disintegrationsPerMinutePerGram,0.3148,0.1664,2.0306,0.1572,disintegrationsPerMinutePerGram,1.7158,0.0546,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,33,34,0.5012,NA,0.0691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.26,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,34,35,0.4474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,35,36,0.6679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKA,single set of methods,36,37,0.7135,NA,0.055099999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.55,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,single set of methods,0,1,0.0915,NA,0.3667,0.4454,0.097,disintegrationsPerMinutePerGram,18.2201,0.7158,19.2352,0.6925,disintegrationsPerMinutePerGram,1.0152,0.1811,disintegrationsPerMinutePerGram,-29.39,3.9505,1.1144,disintegrationsPerMinutePerGram,2017,0.6
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,single set of methods,1,2,0.1927,NA,NA,0.6266,0.0709,disintegrationsPerMinutePerGram,23.6053,0.532,24.3596,0.5237,disintegrationsPerMinutePerGram,0.7543,0.0936,disintegrationsPerMinutePerGram,NA,2.0593,0.4135,disintegrationsPerMinutePerGram,2014.4,0.7
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,single set of methods,2,3,0.3689,NA,NA,0.63,0.0447,disintegrationsPerMinutePerGram,20.9208,0.3943,22.261,0.3873,disintegrationsPerMinutePerGram,1.3402,0.074,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,2009.4,0.8
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,single set of methods,3,4,0.5774,NA,0.1306,1.2091,0.0388,disintegrationsPerMinutePerGram,15.5821,0.2437,17.1097,0.2378,disintegrationsPerMinutePerGram,1.5276,0.0533,disintegrationsPerMinutePerGram,-27.58,0,0,disintegrationsPerMinutePerGram,2002.3,1
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,single set of methods,4,5,0.4075,NA,NA,2.2783,0.0538,disintegrationsPerMinutePerGram,8.6016,0.2232,10.0504,0.2161,disintegrationsPerMinutePerGram,1.4488,0.0558,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1999.1,1.1
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,single set of methods,5,6,0.4251,NA,NA,6.1129,0.0813,disintegrationsPerMinutePerGram,13.7845,0.2542,15.034,0.2481,disintegrationsPerMinutePerGram,1.2495,0.0557,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1992.8,1.4
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,single set of methods,6,7,0.5258,NA,0.0925,5.1527,0.0665,disintegrationsPerMinutePerGram,5.9057,0.1699,7.5014,0.1628,disintegrationsPerMinutePerGram,1.5956,0.0487,disintegrationsPerMinutePerGram,-21.56,0,0,disintegrationsPerMinutePerGram,1988.9,1.5
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,single set of methods,7,8,0.6323,NA,NA,2.4757,0.0421,disintegrationsPerMinutePerGram,2.0448,0.1502,3.6556,0.1433,disintegrationsPerMinutePerGram,1.6108,0.0451,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1987.2,1.6
Okeefe-Suttles_et_al_2021_Wellfleet,Herring River,MA_HRHKB,single set of methods,8,9,0.6719,NA,NA,1.1429,0.0349,disintegrationsPerMinutePerGram,0.2342,0.128,1.7492,0.1186,disintegrationsPerMinutePerGram,1.515,0.048,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1986.9,1.6
