No ID,Site ID,Data collection date (dd/mm/yyyy),Plot,Sub-plot,Latitude,Longitude,Species name (scientific),Species name (local),DBH (cm),Status (live/1/2/3),notes,wood density (g/cm3),volume (cm3),Wood Mass AG (kg),Total AGB (kg),BG root mass (kg),Sub-plot area (ha),AGB (Mg/ha),BGB (Mg/ha),AGC (MgC/ha),BGC (MgC/ha),Basal area per ha (m2),AGB summed per plot (Mg/ha),BGB summed per plot (Mg/ha),AGC summed per plot (MgC/ha),BGC summed per plot (MgC/ha),Basal area (m2/ha) summed per plot,source for density,source for allometry
2573,KAT,2/05/2015,North,22,,,,galam,26.7,,,,,,522.83,104.40,0.04,13.071,2.610,6.535,1.305,0.056,,,,,,,"AGB: Manuri S, Brack C, Nugroho NP, Hergoualc’h Ka, Novita N, Dotzauer H, Verchot L, Agung C, Putra S and Widyasari E. 2014. Tree biomass equations for tropical peat swamp forest ecosystems in Indonesia. Forest Ecology and Management 334:241–53; BGB: Suwarna U, Darusman E and Istomo D. 2012. Estimation of total carbon stocks in soil and vegetation of tropical peat forest in Indonesia. Manajemen Hutan Tropika 18:118."
2574,KAT,2/05/2015,North,22,,,,asam-asam,5.5,,,,,,9.86,2.97,0.04,0.247,0.074,0.123,0.037,0.002,,,,,,,"AGB: Manuri S, Brack C, Nugroho NP, Hergoualc’h Ka, Novita N, Dotzauer H, Verchot L, Agung C, Putra S and Widyasari E. 2014. Tree biomass equations for tropical peat swamp forest ecosystems in Indonesia. Forest Ecology and Management 334:241–53; BGB: Suwarna U, Darusman E and Istomo D. 2012. Estimation of total carbon stocks in soil and vegetation of tropical peat forest in Indonesia. Manajemen Hutan Tropika 18:118."
2575,KAT,2/05/2015,North,22,,,,kulat,19.5,,,,,,237.35,51.44,0.04,5.934,1.286,2.967,0.643,0.030,,,,,,,"AGB: Manuri S, Brack C, Nugroho NP, Hergoualc’h Ka, Novita N, Dotzauer H, Verchot L, Agung C, Putra S and Widyasari E. 2014. Tree biomass equations for tropical peat swamp forest ecosystems in Indonesia. Forest Ecology and Management 334:241–53; BGB: Suwarna U, Darusman E and Istomo D. 2012. Estimation of total carbon stocks in soil and vegetation of tropical peat forest in Indonesia. Manajemen Hutan Tropika 18:118."
2576,KAT,2/05/2015,North,22,,,,kacapuri,34.2,,,,,,973.97,182.31,0.04,24.349,4.558,12.175,2.279,0.092,,,,,,,"AGB: Manuri S, Brack C, Nugroho NP, Hergoualc’h Ka, Novita N, Dotzauer H, Verchot L, Agung C, Putra S and Widyasari E. 2014. Tree biomass equations for tropical peat swamp forest ecosystems in Indonesia. Forest Ecology and Management 334:241–53; BGB: Suwarna U, Darusman E and Istomo D. 2012. Estimation of total carbon stocks in soil and vegetation of tropical peat forest in Indonesia. Manajemen Hutan Tropika 18:118."
2577,KAT,2/05/2015,North,22,,,,ketiau,5.3,Dead tree,,,,,8.99,2.74,0.04,0.225,0.068,0.112,0.034,0.002,,,,,,,"AGB: Manuri S, Brack C, Nugroho NP, Hergoualc’h Ka, Novita N, Dotzauer H, Verchot L, Agung C, Putra S and Widyasari E. 2014. Tree biomass equations for tropical peat swamp forest ecosystems in Indonesia. Forest Ecology and Management 334:241–53; BGB: Suwarna U, Darusman E and Istomo D. 2012. Estimation of total carbon stocks in soil and vegetation of tropical peat forest in Indonesia. Manajemen Hutan Tropika 18:118."
2578,KAT,2/05/2015,North,22,,,,kajalaki,7.4,,,,,,20.79,5.80,0.04,0.520,0.145,0.260,0.073,0.004,,,,,,,"AGB: Manuri S, Brack C, Nugroho NP, Hergoualc’h Ka, Novita N, Dotzauer H, Verchot L, Agung C, Putra S and Widyasari E. 2014. Tree biomass equations for tropical peat swamp forest ecosystems in Indonesia. Forest Ecology and Management 334:241–53; BGB: Suwarna U, Darusman E and Istomo D. 2012. Estimation of total carbon stocks in soil and vegetation of tropical peat forest in Indonesia. Manajemen Hutan Tropika 18:118."
2579,KAT,2/05/2015,North,22,,,,terantang,7.3,,,,,,20.09,5.63,0.04,0.502,0.141,0.251,0.070,0.004,,,,,,,"AGB: Manuri S, Brack C, Nugroho NP, Hergoualc’h Ka, Novita N, Dotzauer H, Verchot L, Agung C, Putra S and Widyasari E. 2014. Tree biomass equations for tropical peat swamp forest ecosystems in Indonesia. Forest Ecology and Management 334:241–53; BGB: Suwarna U, Darusman E and Istomo D. 2012. Estimation of total carbon stocks in soil and vegetation of tropical peat forest in Indonesia. Manajemen Hutan Tropika 18:118."
2580,KAT,2/05/2015,North,22,,,,darah,9.5,,,,,,38.95,10.19,0.04,0.974,0.255,0.487,0.127,0.007,,,,,,,"AGB: Manuri S, Brack C, Nugroho NP, Hergoualc’h Ka, Novita N, Dotzauer H, Verchot L, Agung C, Putra S and Widyasari E. 2014. Tree biomass equations for tropical peat swamp forest ecosystems in Indonesia. Forest Ecology and Management 334:241–53; BGB: Suwarna U, Darusman E and Istomo D. 2012. Estimation of total carbon stocks in soil and vegetation of tropical peat forest in Indonesia. Manajemen Hutan Tropika 18:118."
2581,KAT,2/05/2015,North,22,,,,asam-asam,11.9,,,,,,68.61,16.92,0.04,1.715,0.423,0.858,0.211,0.011,,,,,,,"AGB: Manuri S, Brack C, Nugroho NP, Hergoualc’h Ka, Novita N, Dotzauer H, Verchot L, Agung C, Putra S and Widyasari E. 2014. Tree biomass equations for tropical peat swamp forest ecosystems in Indonesia. Forest Ecology and Management 334:241–53; BGB: Suwarna U, Darusman E and Istomo D. 2012. Estimation of total carbon stocks in soil and vegetation of tropical peat forest in Indonesia. Manajemen Hutan Tropika 18:118."
2582,KAT,2/05/2015,North,22,,,,kacapuri,35.2,,,,,,1047.13,194.53,0.04,26.178,4.863,13.089,2.432,0.097,,,,,,,"AGB: Manuri S, Brack C, Nugroho NP, Hergoualc’h Ka, Novita N, Dotzauer H, Verchot L, Agung C, Putra S and Widyasari E. 2014. Tree biomass equations for tropical peat swamp forest ecosystems in Indonesia. Forest Ecology and Management 334:241–53; BGB: Suwarna U, Darusman E and Istomo D. 2012. Estimation of total carbon stocks in soil and vegetation of tropical peat forest in Indonesia. Manajemen Hutan Tropika 18:118."
2583,KAT,2/05/2015,North,22,,,,kulat,10.5,,,,,,50.09,12.76,0.04,1.252,0.319,0.626,0.160,0.009,,,,,,,"AGB: Manuri S, Brack C, Nugroho NP, Hergoualc’h Ka, Novita N, Dotzauer H, Verchot L, Agung C, Putra S and Widyasari E. 2014. Tree biomass equations for tropical peat swamp forest ecosystems in Indonesia. Forest Ecology and Management 334:241–53; BGB: Suwarna U, Darusman E and Istomo D. 2012. Estimation of total carbon stocks in soil and vegetation of tropical peat forest in Indonesia. Manajemen Hutan Tropika 18:118."
2584,KAT,2/05/2015,North,22,,,,asam-asam,10,,,,,,44.31,11.43,0.04,1.108,0.286,0.554,0.143,0.008,,,,,,,"AGB: Manuri S, Brack C, Nugroho NP, Hergoualc’h Ka, Novita N, Dotzauer H, Verchot L, Agung C, Putra S and Widyasari E. 2014. Tree biomass equations for tropical peat swamp forest ecosystems in Indonesia. Forest Ecology and Management 334:241–53; BGB: Suwarna U, Darusman E and Istomo D. 2012. Estimation of total carbon stocks in soil and vegetation of tropical peat forest in Indonesia. Manajemen Hutan Tropika 18:118."
2585,KAT,2/05/2015,North,22,,,,manggis hutan,7.6,,,,,,22.23,6.16,0.04,0.556,0.154,0.278,0.077,0.005,,,,,,,"AGB: Manuri S, Brack C, Nugroho NP, Hergoualc’h Ka, Novita N, Dotzauer H, Verchot L, Agung C, Putra S and Widyasari E. 2014. Tree biomass equations for tropical peat swamp forest ecosystems in Indonesia. Forest Ecology and Management 334:241–53; BGB: Suwarna U, Darusman E and Istomo D. 2012. Estimation of total carbon stocks in soil and vegetation of tropical peat forest in Indonesia. Manajemen Hutan Tropika 18:118."
2586,KAT,2/05/2015,North,22,,,,ketiau,5.7,,,,,,10.79,3.22,0.04,0.270,0.081,0.135,0.040,0.003,,,,,,,"AGB: Manuri S, Brack C, Nugroho NP, Hergoualc’h Ka, Novita N, Dotzauer H, Verchot L, Agung C, Putra S and Widyasari E. 2014. Tree biomass equations for tropical peat swamp forest ecosystems in Indonesia. Forest Ecology and Management 334:241–53; BGB: Suwarna U, Darusman E and Istomo D. 2012. Estimation of total carbon stocks in soil and vegetation of tropical peat forest in Indonesia. Manajemen Hutan Tropika 18:118."
2587,KAT,2/05/2015,North,22,,,,asam-asam,6.2,,,,,,13.33,3.90,0.04,0.333,0.097,0.167,0.049,0.003,,,,,,,"AGB: Manuri S, Brack C, Nugroho NP, Hergoualc’h Ka, Novita N, Dotzauer H, Verchot L, Agung C, Putra S and Widyasari E. 2014. Tree biomass equations for tropical peat swamp forest ecosystems in Indonesia. Forest Ecology and Management 334:241–53; BGB: Suwarna U, Darusman E and Istomo D. 2012. Estimation of total carbon stocks in soil and vegetation of tropical peat forest in Indonesia. Manajemen Hutan Tropika 18:118."
2588,KAT,2/05/2015,North,22,,,,asam-asam,5.8,,,,,,11.27,3.35,0.04,0.282,0.084,0.141,0.042,0.003,,,,,,,"AGB: Manuri S, Brack C, Nugroho NP, Hergoualc’h Ka, Novita N, Dotzauer H, Verchot L, Agung C, Putra S and Widyasari E. 2014. Tree biomass equations for tropical peat swamp forest ecosystems in Indonesia. Forest Ecology and Management 334:241–53; BGB: Suwarna U, Darusman E and Istomo D. 2012. Estimation of total carbon stocks in soil and vegetation of tropical peat forest in Indonesia. Manajemen Hutan Tropika 18:118."
2589,KAT,2/05/2015,North,22,,,,bintan,12.5,Dead tree,,,,,77.64,18.90,0.04,1.941,0.472,0.970,0.236,0.012,,,,,,,"AGB: Manuri S, Brack C, Nugroho NP, Hergoualc’h Ka, Novita N, Dotzauer H, Verchot L, Agung C, Putra S and Widyasari E. 2014. Tree biomass equations for tropical peat swamp forest ecosystems in Indonesia. Forest Ecology and Management 334:241–53; BGB: Suwarna U, Darusman E and Istomo D. 2012. Estimation of total carbon stocks in soil and vegetation of tropical peat forest in Indonesia. Manajemen Hutan Tropika 18:118."
2590,KAT,2/05/2015,North,22,,,,asam-asam,7.8,,,,,,23.73,6.53,0.04,0.593,0.163,0.297,0.082,0.005,,,,,,,"AGB: Manuri S, Brack C, Nugroho NP, Hergoualc’h Ka, Novita N, Dotzauer H, Verchot L, Agung C, Putra S and Widyasari E. 2014. Tree biomass equations for tropical peat swamp forest ecosystems in Indonesia. Forest Ecology and Management 334:241–53; BGB: Suwarna U, Darusman E and Istomo D. 2012. Estimation of total carbon stocks in soil and vegetation of tropical peat forest in Indonesia. Manajemen Hutan Tropika 18:118."
2591,KAT,2/05/2015,North,22,,,,darah,10,,,,,,44.31,11.43,0.04,1.108,0.286,0.554,0.143,0.008,,,,,,,"AGB: Manuri S, Brack C, Nugroho NP, Hergoualc’h Ka, Novita N, Dotzauer H, Verchot L, Agung C, Putra S and Widyasari E. 2014. Tree biomass equations for tropical peat swamp forest ecosystems in Indonesia. Forest Ecology and Management 334:241–53; BGB: Suwarna U, Darusman E and Istomo D. 2012. Estimation of total carbon stocks in soil and vegetation of tropical peat forest in Indonesia. Manajemen Hutan Tropika 18:118."
2592,KAT,2/05/2015,North,22,,,,bintan,8.9,,,,,,33.06,8.79,0.04,0.827,0.220,0.413,0.110,0.006,,,,,,,"AGB: Manuri S, Brack C, Nugroho NP, Hergoualc’h Ka, Novita N, Dotzauer H, Verchot L, Agung C, Putra S and Widyasari E. 2014. Tree biomass equations for tropical peat swamp forest ecosystems in Indonesia. Forest Ecology and Management 334:241–53; BGB: Suwarna U, Darusman E and Istomo D. 2012. Estimation of total carbon stocks in soil and vegetation of tropical peat forest in Indonesia. Manajemen Hutan Tropika 18:118."
2593,KAT,2/05/2015,North,22,,,,manggis hutan,5.3,,,,,,8.99,2.74,0.04,0.225,0.068,0.112,0.034,0.002,,,,,,,"AGB: Manuri S, Brack C, Nugroho NP, Hergoualc’h Ka, Novita N, Dotzauer H, Verchot L, Agung C, Putra S and Widyasari E. 2014. Tree biomass equations for tropical peat swamp forest ecosystems in Indonesia. Forest Ecology and Management 334:241–53; BGB: Suwarna U, Darusman E and Istomo D. 2012. Estimation of total carbon stocks in soil and vegetation of tropical peat forest in Indonesia. Manajemen Hutan Tropika 18:118."
2594,KAT,2/05/2015,North,22,,,,terantang,41.5,,,,,,1583.78,281.85,0.04,39.594,7.046,19.797,3.523,0.135,,,,,,,"AGB: Manuri S, Brack C, Nugroho NP, Hergoualc’h Ka, Novita N, Dotzauer H, Verchot L, Agung C, Putra S and Widyasari E. 2014. Tree biomass equations for tropical peat swamp forest ecosystems in Indonesia. Forest Ecology and Management 334:241–53; BGB: Suwarna U, Darusman E and Istomo D. 2012. Estimation of total carbon stocks in soil and vegetation of tropical peat forest in Indonesia. Manajemen Hutan Tropika 18:118."
2595,KAT,2/05/2015,North,22,,,,terantang,25.6,,,,,,470.38,94.96,0.04,11.759,2.374,5.880,1.187,0.051,,,,,,,"AGB: Manuri S, Brack C, Nugroho NP, Hergoualc’h Ka, Novita N, Dotzauer H, Verchot L, Agung C, Putra S and Widyasari E. 2014. Tree biomass equations for tropical peat swamp forest ecosystems in Indonesia. Forest Ecology and Management 334:241–53; BGB: Suwarna U, Darusman E and Istomo D. 2012. Estimation of total carbon stocks in soil and vegetation of tropical peat forest in Indonesia. Manajemen Hutan Tropika 18:118."
2596,KAT,2/05/2015,North,22,,,,asam-asam,21.3,,,,,,296.32,62.76,0.04,7.408,1.569,3.704,0.785,0.036,,,,,,,"AGB: Manuri S, Brack C, Nugroho NP, Hergoualc’h Ka, Novita N, Dotzauer H, Verchot L, Agung C, Putra S and Widyasari E. 2014. Tree biomass equations for tropical peat swamp forest ecosystems in Indonesia. Forest Ecology and Management 334:241–53; BGB: Suwarna U, Darusman E and Istomo D. 2012. Estimation of total carbon stocks in soil and vegetation of tropical peat forest in Indonesia. Manajemen Hutan Tropika 18:118."
2597,KAT,2/05/2015,North,22,,,,asam-asam,12.8,,,,,,82.41,19.94,0.04,2.060,0.498,1.030,0.249,0.013,,,,,,,"AGB: Manuri S, Brack C, Nugroho NP, Hergoualc’h Ka, Novita N, Dotzauer H, Verchot L, Agung C, Putra S and Widyasari E. 2014. Tree biomass equations for tropical peat swamp forest ecosystems in Indonesia. Forest Ecology and Management 334:241–53; BGB: Suwarna U, Darusman E and Istomo D. 2012. Estimation of total carbon stocks in soil and vegetation of tropical peat forest in Indonesia. Manajemen Hutan Tropika 18:118."
2598,KAT,2/05/2015,North,22,,,,ketiau,6.1,,,,,,12.80,3.76,0.04,0.320,0.094,0.160,0.047,0.003,,,,,,,"AGB: Manuri S, Brack C, Nugroho NP, Hergoualc’h Ka, Novita N, Dotzauer H, Verchot L, Agung C, Putra S and Widyasari E. 2014. Tree biomass equations for tropical peat swamp forest ecosystems in Indonesia. Forest Ecology and Management 334:241–53; BGB: Suwarna U, Darusman E and Istomo D. 2012. Estimation of total carbon stocks in soil and vegetation of tropical peat forest in Indonesia. Manajemen Hutan Tropika 18:118."
2599,KAT,2/05/2015,North,22,,,,darah,9.4,,,,,,37.93,9.95,0.04,0.948,0.249,0.474,0.124,0.007,,,,,,,"AGB: Manuri S, Brack C, Nugroho NP, Hergoualc’h Ka, Novita N, Dotzauer H, Verchot L, Agung C, Putra S and Widyasari E. 2014. Tree biomass equations for tropical peat swamp forest ecosystems in Indonesia. Forest Ecology and Management 334:241–53; BGB: Suwarna U, Darusman E and Istomo D. 2012. Estimation of total carbon stocks in soil and vegetation of tropical peat forest in Indonesia. Manajemen Hutan Tropika 18:118."
2600,KAT,2/05/2015,North,22,,,,kulat,7.7,,,,,,22.98,6.35,0.04,0.574,0.159,0.287,0.079,0.005,,,,,,,"AGB: Manuri S, Brack C, Nugroho NP, Hergoualc’h Ka, Novita N, Dotzauer H, Verchot L, Agung C, Putra S and Widyasari E. 2014. Tree biomass equations for tropical peat swamp forest ecosystems in Indonesia. Forest Ecology and Management 334:241–53; BGB: Suwarna U, Darusman E and Istomo D. 2012. Estimation of total carbon stocks in soil and vegetation of tropical peat forest in Indonesia. Manajemen Hutan Tropika 18:118."
2601,KAT,2/05/2015,North,22,,,,tatumbu,7.6,,,,,,22.23,6.16,0.04,0.556,0.154,0.278,0.077,0.005,,,,,,,"AGB: Manuri S, Brack C, Nugroho NP, Hergoualc’h Ka, Novita N, Dotzauer H, Verchot L, Agung C, Putra S and Widyasari E. 2014. Tree biomass equations for tropical peat swamp forest ecosystems in Indonesia. Forest Ecology and Management 334:241–53; BGB: Suwarna U, Darusman E and Istomo D. 2012. Estimation of total carbon stocks in soil and vegetation of tropical peat forest in Indonesia. Manajemen Hutan Tropika 18:118."
2602,KAT,2/05/2015,North,22,,,,gula-gula,20.1,,,,,,256.14,55.08,0.04,6.403,1.377,3.202,0.688,0.032,,,,,,,"AGB: Manuri S, Brack C, Nugroho NP, Hergoualc’h Ka, Novita N, Dotzauer H, Verchot L, Agung C, Putra S and Widyasari E. 2014. Tree biomass equations for tropical peat swamp forest ecosystems in Indonesia. Forest Ecology and Management 334:241–53; BGB: Suwarna U, Darusman E and Istomo D. 2012. Estimation of total carbon stocks in soil and vegetation of tropical peat forest in Indonesia. Manajemen Hutan Tropika 18:118."
2603,KAT,2/05/2015,North,22,,,,terantang,25.3,Dead tree,,,,,456.65,92.47,0.04,11.416,2.312,5.708,1.156,0.050,,,,,,,"AGB: Manuri S, Brack C, Nugroho NP, Hergoualc’h Ka, Novita N, Dotzauer H, Verchot L, Agung C, Putra S and Widyasari E. 2014. Tree biomass equations for tropical peat swamp forest ecosystems in Indonesia. Forest Ecology and Management 334:241–53; BGB: Suwarna U, Darusman E and Istomo D. 2012. Estimation of total carbon stocks in soil and vegetation of tropical peat forest in Indonesia. Manajemen Hutan Tropika 18:118."
2604,KAT,2/05/2015,North,22,,,,asam-asam,12,,,,,,70.07,17.24,0.04,1.752,0.431,0.876,0.215,0.011,,,,,,,"AGB: Manuri S, Brack C, Nugroho NP, Hergoualc’h Ka, Novita N, Dotzauer H, Verchot L, Agung C, Putra S and Widyasari E. 2014. Tree biomass equations for tropical peat swamp forest ecosystems in Indonesia. Forest Ecology and Management 334:241–53; BGB: Suwarna U, Darusman E and Istomo D. 2012. Estimation of total carbon stocks in soil and vegetation of tropical peat forest in Indonesia. Manajemen Hutan Tropika 18:118."
2605,KAT,2/05/2015,North,22,,,,bintan,6.5,,,,,,15.01,4.33,0.04,0.375,0.108,0.188,0.054,0.003,,,,,,,"AGB: Manuri S, Brack C, Nugroho NP, Hergoualc’h Ka, Novita N, Dotzauer H, Verchot L, Agung C, Putra S and Widyasari E. 2014. Tree biomass equations for tropical peat swamp forest ecosystems in Indonesia. Forest Ecology and Management 334:241–53; BGB: Suwarna U, Darusman E and Istomo D. 2012. Estimation of total carbon stocks in soil and vegetation of tropical peat forest in Indonesia. Manajemen Hutan Tropika 18:118."
2606,KAT,2/05/2015,North,22,,,,meranti,9.3,,,,,,36.93,9.71,0.04,0.923,0.243,0.462,0.121,0.007,,,,,,,"AGB: Manuri S, Brack C, Nugroho NP, Hergoualc’h Ka, Novita N, Dotzauer H, Verchot L, Agung C, Putra S and Widyasari E. 2014. Tree biomass equations for tropical peat swamp forest ecosystems in Indonesia. Forest Ecology and Management 334:241–53; BGB: Suwarna U, Darusman E and Istomo D. 2012. Estimation of total carbon stocks in soil and vegetation of tropical peat forest in Indonesia. Manajemen Hutan Tropika 18:118."
2607,KAT,2/05/2015,North,22,,,,gula-gula,12.2,,,,,,73.04,17.89,0.04,1.826,0.447,0.913,0.224,0.012,,,,,,,"AGB: Manuri S, Brack C, Nugroho NP, Hergoualc’h Ka, Novita N, Dotzauer H, Verchot L, Agung C, Putra S and Widyasari E. 2014. Tree biomass equations for tropical peat swamp forest ecosystems in Indonesia. Forest Ecology and Management 334:241–53; BGB: Suwarna U, Darusman E and Istomo D. 2012. Estimation of total carbon stocks in soil and vegetation of tropical peat forest in Indonesia. Manajemen Hutan Tropika 18:118."
2608,KAT,2/05/2015,North,22,,,,gula-gula,7.3,,,,,,20.09,5.63,0.04,0.502,0.141,0.251,0.070,0.004,,,,,,,"AGB: Manuri S, Brack C, Nugroho NP, Hergoualc’h Ka, Novita N, Dotzauer H, Verchot L, Agung C, Putra S and Widyasari E. 2014. Tree biomass equations for tropical peat swamp forest ecosystems in Indonesia. Forest Ecology and Management 334:241–53; BGB: Suwarna U, Darusman E and Istomo D. 2012. Estimation of total carbon stocks in soil and vegetation of tropical peat forest in Indonesia. Manajemen Hutan Tropika 18:118."
