"","Site.name","SiteNum","U_depth","L_depth","mid_point","BD_final","OC_final","CD_calc"
"4392","BV_Unpubl_MHJ25","M1049",0.5,1,0.75,0.99,1.55,0.015
"4393","BV_Unpubl_MHJ25","M1049",1,1.5,1.25,0.97,1.61,0.016
"4394","BV_Unpubl_MHJ26","M1050",0,0.15,0.075,0.83,2.97,0.025
"4395","BV_Unpubl_MHJ26","M1050",0.15,0.3,0.225,0.89,2.94,0.026
"4396","BV_Unpubl_MHJ26","M1050",0.3,0.5,0.4,0.79,2.12,0.017
"4397","BV_Unpubl_MHJ26","M1050",0.5,1,0.75,0.76,2.09,0.016
"4398","BV_Unpubl_MHJ26","M1050",1,1.5,1.25,0.69,2.64,0.018
"4399","BV_Unpubl_MHJ27","M1051",0,0.15,0.075,0.75,3.85,0.029
"4400","BV_Unpubl_MHJ27","M1051",0.15,0.3,0.225,0.76,3.69,0.028
"4401","BV_Unpubl_MHJ27","M1051",0.3,0.5,0.4,0.77,3.5,0.027
"4402","BV_Unpubl_MHJ27","M1051",0.5,1,0.75,0.83,2.7,0.022
"4403","BV_Unpubl_MHJ27","M1051",1,1.5,1.25,0.78,3.29,0.026
"4404","BV_Unpubl_MHJ28","M1052",0,0.15,0.075,0.71,4.59,0.032
"4405","BV_Unpubl_MHJ28","M1052",0.15,0.3,0.225,0.41,6.01,0.024
"4406","BV_Unpubl_MHJ28","M1052",0.3,0.5,0.4,0.39,7.82,0.03
"4407","BV_Unpubl_MHJ28","M1052",0.5,1,0.75,0.41,6.82,0.028
"4408","BV_Unpubl_MHJ28","M1052",1,1.5,1.25,0.69,4.85,0.034
"4409","BV_Unpubl_MHJ29","M1053",0,0.15,0.075,0.39,8.39,0.033
"4410","BV_Unpubl_MHJ29","M1053",0.15,0.3,0.225,0.51,5.42,0.028
"4411","BV_Unpubl_MHJ29","M1053",0.3,0.5,0.4,0.47,5.77,0.027
"4412","BV_Unpubl_MHJ29","M1053",0.5,1,0.75,0.55,5.11,0.028
"4413","BV_Unpubl_MHJ29","M1053",1,1.5,1.25,0.57,5.88,0.033
"4414","BV_Unpubl_MHJ30","M1054",0,0.15,0.075,0.95,2.24,0.021
"4415","BV_Unpubl_MHJ30","M1054",0.15,0.3,0.225,0.84,2.59,0.022
"4416","BV_Unpubl_MHJ30","M1054",0.3,0.5,0.4,0.7,2.56,0.018
"4417","BV_Unpubl_MHJ30","M1054",0.5,1,0.75,0.71,1.98,0.014
"4418","BV_Unpubl_MHJ30","M1054",1,1.5,1.25,0.65,2.16,0.014
"4419","BV_Unpubl_MHJ31","M1055",0,0.15,0.075,0.9,2.04,0.018
"4420","BV_Unpubl_MHJ31","M1055",0.15,0.3,0.225,0.83,1.78,0.015
"4421","BV_Unpubl_MHJ31","M1055",0.3,0.5,0.4,0.75,2.56,0.019
"4422","BV_Unpubl_MHJ31","M1055",0.5,1,0.75,0.7,4.6,0.032
"4423","BV_Unpubl_MHJ32","M1056",0,0.15,0.075,1.25,0.62,0.008
"4424","BV_Unpubl_MHJ32","M1056",0.15,0.3,0.225,1.22,0.69,0.008
"4425","BV_Unpubl_MHJ32","M1056",0.3,0.5,0.4,1.09,0.91,0.01
"4426","BV_Unpubl_MHJ32","M1056",0.5,1,0.75,1,1.46,0.015
"4427","BV_Unpubl_MHJ32","M1056",1,1.5,1.25,0.87,2.37,0.021
"4428","BV_Unpubl_MHJ33","M1057",0,0.15,0.075,1.01,0.91,0.009
"4429","BV_Unpubl_MHJ33","M1057",0.15,0.3,0.225,0.93,0.9,0.008
"4430","BV_Unpubl_MHJ33","M1057",0.3,0.5,0.4,1.01,0.86,0.009
"4431","BV_Unpubl_MHJ33","M1057",0.5,1,0.75,0.86,1.16,0.01
"4432","BV_Unpubl_MHJ33","M1057",1,1.5,1.25,0.71,2.47,0.018
"4433","BV_Unpubl_MHJ34","M1058",0,0.15,0.075,0.92,1.06,0.01
"4434","BV_Unpubl_MHJ34","M1058",0.15,0.3,0.225,1.22,0.7,0.009
"4435","BV_Unpubl_MHJ34","M1058",0.3,0.5,0.4,1.2,0.75,0.009
"4436","BV_Unpubl_MHJ34","M1058",0.5,1,0.75,1.14,0.94,0.011
"4437","BV_Unpubl_MHJ35","M1059",0,0.15,0.075,1.01,0.65,0.007
"4438","BV_Unpubl_MHJ35","M1059",0.15,0.3,0.225,1.03,1.22,0.013
"4439","BV_Unpubl_MHJ35","M1059",0.3,0.5,0.4,1.22,0.7,0.009
"4440","BV_Unpubl_MHJ35","M1059",0.5,1,0.75,0.74,2.13,0.016
"4441","BV_Unpubl_MHJ35","M1059",1,1.5,1.25,0.97,1.61,0.016
"4442","BV_Unpubl_MHJ36","M1060",0,0.15,0.075,1.22,0.71,0.009
"4443","BV_Unpubl_MHJ36","M1060",0.15,0.3,0.225,1.28,0.56,0.007
"4444","BV_Unpubl_MHJ36","M1060",0.3,0.5,0.4,1.27,0.58,0.007
"4445","BV_Unpubl_MHJ37","M1061",0,0.15,0.075,1.21,0.73,0.009
"4446","BV_Unpubl_MHJ37","M1061",0.15,0.3,0.225,0.98,1.6,0.016
"4447","BV_Unpubl_MHJ37","M1061",0.3,0.5,0.4,1.05,1.2,0.013
"4448","BV_Unpubl_MHJ37","M1061",0.5,1,0.75,0.91,2.1,0.019
"4449","BV_Unpubl_MHJ38","M1062",0,0.15,0.075,0.91,2.57,0.023
"4450","BV_Unpubl_MHJ38","M1062",0.15,0.3,0.225,0.86,2.22,0.019
"4451","BV_Unpubl_MHJ38","M1062",0.3,0.5,0.4,0.97,1.85,0.018
"4452","BV_Unpubl_MHJ38","M1062",0.5,1,0.75,0.79,2.09,0.017
"4453","BV_Unpubl_MHJ38","M1062",1,1.5,1.25,0.85,2.52,0.021
"4454","BV_Unpubl_MHJ39","M1063",0,0.15,0.075,1.22,0.7,0.009
"4455","BV_Unpubl_MHJ39","M1063",0.15,0.3,0.225,0.99,0.75,0.007
"4456","BV_Unpubl_MHJ39","M1063",0.3,0.5,0.4,1.31,0.5,0.007
"4457","BV_Unpubl_MHJ39","M1063",0.5,1,0.75,1.3,0.53,0.007
"4458","BV_Unpubl_MHJ39","M1063",1,1.5,1.25,1.25,0.62,0.008
"4459","BV_Unpubl_MHJ40","M1064",0,0.15,0.075,1.27,0.59,0.008
"4460","BV_Unpubl_MHJ40","M1064",0.15,0.3,0.225,0.95,1.32,0.013
"4461","BV_Unpubl_MHJ40","M1064",0.3,0.5,0.4,1.07,1.51,0.016
"4462","BV_Unpubl_MHJ40","M1064",0.5,1,0.75,1.01,1.65,0.017
"4463","BV_Unpubl_MHJ40","M1064",1,1.5,1.25,0.72,2.22,0.016
"4464","BV_Unpubl_MHJ41","M1065",0,0.15,0.075,1.19,0.78,0.009
"4465","BV_Unpubl_MHJ41","M1065",0.15,0.3,0.225,1.3,0.52,0.007
"4466","BV_Unpubl_MHJ41","M1065",0.3,0.5,0.4,1.34,0.45,0.006
"4467","BV_Unpubl_MHJ41","M1065",0.5,1,0.75,1.37,0.38,0.005
"4468","BV_Unpubl_MHJ42","M1066",0,0.15,0.075,0.89,1.32,0.012
"4469","BV_Unpubl_MHJ42","M1066",0.15,0.3,0.225,0.74,4,0.03
"4470","BV_Unpubl_MHJ42","M1066",0.3,0.5,0.4,1,1.77,0.018
"4471","BV_Unpubl_MHJ42","M1066",0.5,1,0.75,0.87,2.02,0.018
"4472","BV_Unpubl_MHJ42","M1066",1,1.5,1.25,0.78,1.45,0.011
"4473","BV_Unpubl_MHJ43","M1067",0,0.15,0.075,1.1,2.37,0.026
"4474","BV_Unpubl_MHJ43","M1067",0.15,0.3,0.225,1.05,1.97,0.021
"4475","BV_Unpubl_MHJ43","M1067",0.3,0.5,0.4,0.94,2.49,0.023
"4476","BV_Unpubl_MHJ43","M1067",0.5,1,0.75,0.9,2.54,0.023
"4477","BV_Unpubl_MHJ44","M1068",0,0.15,0.075,0.92,1.24,0.011
"4478","BV_Unpubl_MHJ44","M1068",0.15,0.3,0.225,1,0.8,0.008
"4479","BV_Unpubl_MHJ44","M1068",0.3,0.5,0.4,1.21,0.73,0.009
"4480","BV_Unpubl_MHJ44","M1068",0.5,1,0.75,0.97,0.72,0.007
"4481","BV_Unpubl_MHJ44","M1068",1,1.5,1.25,1.13,0.97,0.011
"4482","BV_Unpubl_MHJ45","M1069",0,0.15,0.075,0.93,2.49,0.023
"4483","BV_Unpubl_MHJ45","M1069",0.15,0.3,0.225,1.04,1.38,0.014
"4484","BV_Unpubl_MHJ45","M1069",0.3,0.5,0.4,0.92,1.1,0.01
"4485","BV_Unpubl_MHJ45","M1069",0.5,1,0.75,0.86,1.09,0.009
"4486","BV_Unpubl_MHJ45","M1069",1,1.5,1.25,1.04,1.31,0.014
"4487","BV_Unpubl_MHJ46","M1070",0,0.15,0.075,0.49,5.3,0.026
"4488","BV_Unpubl_MHJ46","M1070",0.15,0.3,0.225,0.45,6.06,0.027
"4489","BV_Unpubl_MHJ46","M1070",0.3,0.5,0.4,0.91,2.04,0.018
"4490","BV_Unpubl_MHJ47","M1071",0,0.15,0.075,0.46,5.02,0.023
"4491","BV_Unpubl_MHJ47","M1071",0.15,0.3,0.225,0.86,2.43,0.021
"4492","BV_Unpubl_MHJ47","M1071",0.3,0.5,0.4,0.83,2.75,0.023
"4493","BV_Unpubl_MHJ47","M1071",0.5,1,0.75,0.72,4.28,0.031
"4494","BV_Unpubl_MHJ48","M1072",0,0.15,0.075,0.71,4.44,0.032
"4495","BV_Unpubl_MHJ48","M1072",0.15,0.3,0.225,0.49,5.59,0.027
"4496","BV_Unpubl_MHJ48","M1072",0.3,0.5,0.4,0.68,5.03,0.034
"4497","BV_Unpubl_MHJ48","M1072",0.5,1,0.75,0.53,4.42,0.023
"4498","BV_Unpubl_MHJ48","M1072",1,1.5,1.25,0.56,4.54,0.025
"4499","BV_Unpubl_MHJ49","M1073",0,0.15,0.075,0.83,2.77,0.023
"4500","BV_Unpubl_MHJ49","M1073",0.15,0.3,0.225,0.84,2.64,0.022
"4501","BV_Unpubl_MHJ49","M1073",0.3,0.5,0.4,0.93,1.89,0.018
"4502","BV_Unpubl_MHJ49","M1073",0.5,1,0.75,0.89,2.17,0.019
"4503","BV_Unpubl_MHJ50","M1074",0,0.15,0.075,0.44,7.33,0.032
"4504","BV_Unpubl_MHJ50","M1074",0.15,0.3,0.225,0.49,5.73,0.028
"4505","BV_Unpubl_MHJ50","M1074",0.3,0.5,0.4,0.74,3.91,0.029
"4506","CJS Unpublished Evans Head","M1075",0,0.02,0.01,1.1,1.2,0.013
"4507","CJS Unpublished Evans Head","M1075",0.02,0.04,0.03,1.2,0.8,0.01
"4508","CJS Unpublished Evans Head","M1075",0.04,0.06,0.05,0.9,1.02,0.009
"4509","CJS Unpublished Evans Head","M1075",0.06,0.08,0.07,1.1,0.7,0.008
"4510","CJS Unpublished Evans Head","M1075",0.08,0.1,0.09,0.9,1.26,0.011
"4511","CJS Unpublished Evans Head","M1075",0.1,0.12,0.11,1,1.38,0.014
"4512","CJS Unpublished Evans Head","M1075",0.12,0.14,0.13,1.1,1.28,0.014
"4513","CJS Unpublished Evans Head","M1075",0.14,0.16,0.15,0.9,1.98,0.018
"4514","CJS Unpublished Evans Head","M1075",0.16,0.18,0.17,1,2.43,0.024
"4515","CJS Unpublished Evans Head","M1075",0.18,0.2,0.19,1.1,2.53,0.028
"4516","CJS Unpublished Evans Head","M1075",0.2,0.22,0.21,0.8,2.33,0.019
"4517","CJS Unpublished Evans Head","M1075",0.22,0.24,0.23,1.1,1.95,0.021
"4518","CJS Unpublished Evans Head","M1075",0.24,0.26,0.25,1,1.5,0.015
"4519","CJS Unpublished Evans Head","M1075",0.26,0.28,0.27,1.1,1.14,0.013
"4520","CJS Unpublished Evans Head","M1075",0.28,0.3,0.29,0.87,2.35,0.02
"4521","CJS Unpublished Evans Head","M1075",0.3,0.32,0.31,1.2,1.01,0.012
"4522","CJS Unpublished Evans Head","M1075",0.32,0.34,0.33,1.2,1.34,0.016
"4523","CJS Unpublished Evans Head","M1075",0.34,0.36,0.35,1.4,0.49,0.007
"4524","CJS Unpublished Evans Head","M1075",0.36,0.38,0.37,1.3,0.95,0.012
"4525","CJS Unpublished Evans Head","M1075",0.38,0.4,0.39,1.4,0.58,0.008
"4526","CJS Unpublished Evans Head","M1075",0.4,0.42,0.41,0.66,5.57,0.037
"4527","CJS Unpublished Ballina","M1076",0,0.02,0.01,1.11,1.03,0.011
"4528","CJS Unpublished Ballina","M1076",0.02,0.04,0.03,1.16,0.86,0.01
"4529","CJS Unpublished Ballina","M1076",0.04,0.06,0.05,1.18,0.82,0.01
"4530","CJS Unpublished Ballina","M1076",0.06,0.08,0.07,1.16,0.87,0.01
"4531","CJS Unpublished Ballina","M1076",0.08,0.1,0.09,1.23,0.68,0.008
"4532","CJS Unpublished Ballina","M1076",0.1,0.14,0.12,1.23,0.69,0.008
"4533","CJS Unpublished Ballina","M1076",0.14,0.18,0.16,1.28,0.57,0.007
"4534","CJS Unpublished Ballina","M1076",0.18,0.22,0.2,1.3,0.53,0.007
"4535","CJS Unpublished Ballina","M1076",0.22,0.26,0.24,1.3,0.53,0.007
"4536","CJS Unpublished Ballina","M1076",0.26,0.3,0.28,1.3,0.53,0.007
"4537","CJS Unpublished Ballina","M1076",0.3,0.34,0.32,1.32,0.47,0.006
"4538","CJS Unpublished Ballina","M1076",0.34,0.38,0.36,1.32,0.48,0.006
"4539","CJS Unpublished Ballina","M1076",0.38,0.42,0.4,1.32,0.48,0.006
"4540","CJS Unpublished Ballina","M1076",0.42,0.46,0.44,1.33,0.45,0.006
"4541","CJS Unpublished Ballina","M1076",0.46,0.5,0.48,0.7,2.08,0.015
"4542","CJS Unpublished Wallis Lake","M1077",0,0.02,0.01,0.85,2.56,0.022
"4543","CJS Unpublished Wallis Lake","M1077",0.02,0.04,0.03,0.79,3.28,0.026
"4544","CJS Unpublished Wallis Lake","M1077",0.04,0.06,0.05,0.89,2.16,0.019
"4545","CJS Unpublished Wallis Lake","M1077",0.06,0.08,0.07,0.85,2.57,0.022
"4546","CJS Unpublished Wallis Lake","M1077",0.08,0.1,0.09,0.84,2.64,0.022
"4547","CJS Unpublished Wallis Lake","M1077",0.1,0.14,0.12,0.86,2.44,0.021
"4548","CJS Unpublished Wallis Lake","M1077",0.14,0.18,0.16,0.7,3.05,0.021
"4549","CJS Unpublished Wallis Lake","M1077",0.18,0.22,0.2,0.67,5.39,0.036
"4550","CJS Unpublished Wallis Lake","M1077",0.22,0.26,0.24,0.98,3.11,0.03
"4551","CJS Unpublished Wallis Lake","M1077",0.26,0.3,0.28,0.74,4,0.03
"4552","CJS Unpublished Wallis Lake","M1077",0.3,0.34,0.32,0.69,4.95,0.034
"4553","CJS Unpublished Wallis Lake","M1077",0.34,0.38,0.36,0.7,4.78,0.033
"4554","CJS Unpublished Wallis Lake","M1077",0.38,0.42,0.4,0.97,1.9,0.018
"4555","CJS Unpublished Wallis Lake","M1077",0.42,0.46,0.44,0.97,2.51,0.024
"4556","CJS Unpublished Wallis Lake","M1077",0.46,0.5,0.48,0.97,3.05,0.03
"4557","CJS Unpublished Botany Bay B1","M1078",0,0.02,0.01,0.99,1.53,0.015
"4558","CJS Unpublished Botany Bay B1","M1078",0.02,0.04,0.03,0.86,1.21,0.01
"4559","CJS Unpublished Botany Bay B1","M1078",0.04,0.06,0.05,0.93,1.71,0.016
"4560","CJS Unpublished Botany Bay B1","M1078",0.06,0.08,0.07,0.76,2.57,0.02
"4561","CJS Unpublished Botany Bay B1","M1078",0.08,0.1,0.09,0.76,3.49,0.026
"4562","CJS Unpublished Botany Bay B1","M1078",0.1,0.14,0.12,0.65,3.71,0.024
"4563","CJS Unpublished Botany Bay B1","M1078",0.14,0.18,0.16,0.75,3.78,0.028
"4564","CJS Unpublished Botany Bay B1","M1078",0.18,0.22,0.2,0.74,4.01,0.03
"4565","CJS Unpublished Botany Bay B1","M1078",0.22,0.26,0.24,0.86,4.76,0.041
"4566","CJS Unpublished Botany Bay B1","M1078",0.26,0.3,0.28,0.77,2.08,0.016
"4567","CJS Unpublished Botany Bay B1","M1078",0.3,0.34,0.32,1.1,1.07,0.012
"4568","CJS Unpublished Botany Bay B1","M1078",0.34,0.38,0.36,1.15,0.91,0.01
"4569","CJS Unpublished Botany Bay B1","M1078",0.38,0.42,0.4,1.18,0.83,0.01
"4570","CJS Unpublished Botany Bay B1","M1078",0.42,0.46,0.44,1.16,0.88,0.01
"4571","CJS Unpublished Botany Bay B1","M1078",0.46,0.5,0.48,1.23,0.67,0.008
"4572","CJS Unpublished Botany Bay BB","M1079",0,0.02,0.01,1.22,0.7,0.009
"4573","CJS Unpublished Botany Bay BB","M1079",0.02,0.04,0.03,1.27,0.58,0.007
"4574","CJS Unpublished Botany Bay BB","M1079",0.04,0.06,0.05,1.29,0.54,0.007
"4575","CJS Unpublished Botany Bay BB","M1079",0.06,0.08,0.07,1.28,0.57,0.007
"4576","CJS Unpublished Botany Bay BB","M1079",0.08,0.1,0.09,1.29,0.54,0.007
"4577","CJS Unpublished Botany Bay BB","M1079",0.1,0.14,0.12,1.31,0.51,0.007
"4578","CJS Unpublished Botany Bay BB","M1079",0.14,0.18,0.16,1.31,0.5,0.007
"4579","CJS Unpublished Botany Bay BB","M1079",0.18,0.22,0.2,1.31,0.49,0.006
"4580","CJS Unpublished Botany Bay BB","M1079",0.22,0.26,0.24,1.34,0.44,0.006
"4581","CJS Unpublished Botany Bay BB","M1079",0.26,0.3,0.28,0.92,1.94,0.018
"4582","CJS Unpublished Botany Bay BB","M1079",0.3,0.34,0.32,0.84,2.63,0.022
"4583","CJS Unpublished Botany Bay BB","M1079",0.34,0.38,0.36,0.84,2.57,0.022
"4584","CJS Unpublished Botany Bay BB","M1079",0.38,0.42,0.4,0.86,2.42,0.021
"4585","CJS Unpublished Botany Bay BB","M1079",0.42,0.46,0.44,0.84,2.58,0.022
"4586","CJS Unpublished Botany Bay BB","M1079",0.46,0.5,0.48,0.84,2.65,0.022
"4587","CJS Unpublished Botany Bay S1","M1080",0,0.02,0.01,0.55,3.13,0.017
"4588","CJS Unpublished Botany Bay S1","M1080",0.02,0.04,0.03,0.82,2.83,0.023
"4589","CJS Unpublished Botany Bay S1","M1080",0.04,0.06,0.05,0.53,5.24,0.028
"4590","CJS Unpublished Botany Bay S1","M1080",0.06,0.08,0.07,0.8,3.11,0.025
"4591","CJS Unpublished Botany Bay S1","M1080",0.08,0.1,0.09,0.69,4.12,0.028
"4592","CJS Unpublished Botany Bay S1","M1080",0.1,0.14,0.12,0.62,4.35,0.027
"4593","CJS Unpublished Botany Bay S1","M1080",0.14,0.18,0.16,0.73,5.25,0.038
"4594","CJS Unpublished Botany Bay S1","M1080",0.18,0.22,0.2,0.8,1.7,0.014
"4595","CJS Unpublished Botany Bay S1","M1080",0.22,0.26,0.24,0.88,2.21,0.02
"4596","CJS Unpublished Botany Bay S1","M1080",0.26,0.3,0.28,0.85,3.1,0.026
"4597","CJS Unpublished Botany Bay S1","M1080",0.3,0.34,0.32,0.82,1.51,0.012
"4598","CJS Unpublished Botany Bay S1","M1080",0.34,0.38,0.36,0.81,1.39,0.011
"4599","CJS Unpublished Botany Bay S1","M1080",0.38,0.42,0.4,0.88,1.85,0.016
"4600","CJS Unpublished Botany Bay S1","M1080",0.42,0.46,0.44,0.86,2.5,0.021
"4601","CJS Unpublished Botany Bay S1","M1080",0.46,0.5,0.48,0.79,3.39,0.027
"4602","CJS16 JGR D1","M1081",0,0.02,0.01,0.56,3.95,0.022
"4603","CJS16 JGR D1","M1081",0.02,0.04,0.03,0.56,4.87,0.027
"4604","CJS16 JGR D1","M1081",0.04,0.06,0.05,0.45,14.99,0.067
"4605","CJS16 JGR D1","M1081",0.06,0.08,0.07,0.45,5.27,0.024
"4606","CJS16 JGR D1","M1081",0.08,0.1,0.09,0.54,6.12,0.033
"4607","CJS16 JGR D1","M1081",0.1,0.15,0.125,0.42,6.39,0.027
"4608","CJS16 JGR D1","M1081",0.15,0.2,0.175,0.46,5.45,0.025
"4609","CJS16 JGR D1","M1081",0.2,0.25,0.225,0.5,6.4,0.032
"4610","CJS16 JGR D1","M1081",0.25,0.3,0.275,0.52,6.02,0.031
"4611","CJS16 JGR D1","M1081",0.3,0.35,0.325,0.48,22.95,0.11
"4612","CJS16 JGR D1","M1081",0.35,0.4,0.375,0.49,6.35,0.031
"4613","CJS16 JGR D1","M1081",0.4,0.45,0.425,0.45,9.13,0.041
"4614","CJS16 JGR D1","M1081",0.45,0.49,0.47,0.51,8.89,0.045
"4615","CJS16 JGR D2","M1082",0,0.02,0.01,0.62,6.32,0.039
"4616","CJS16 JGR D2","M1082",0.02,0.04,0.03,0.61,6.6,0.04
"4617","CJS16 JGR D2","M1082",0.04,0.06,0.05,0.51,8.24,0.042
"4618","CJS16 JGR D2","M1082",0.06,0.08,0.07,0.43,7.26,0.031
"4619","CJS16 JGR D2","M1082",0.08,0.1,0.09,0.43,9.61,0.041
"4620","CJS16 JGR D2","M1082",0.1,0.15,0.125,0.41,5.95,0.024
"4621","CJS16 JGR D2","M1082",0.15,0.2,0.175,0.42,9.22,0.039
"4622","CJS16 JGR D2","M1082",0.2,0.25,0.225,0.38,8.45,0.032
"4623","CJS16 JGR D2","M1082",0.25,0.3,0.275,0.43,8.06,0.035
"4624","CJS16 JGR D2","M1082",0.3,0.35,0.325,0.41,8.3,0.034
"4625","CJS16 JGR D2","M1082",0.35,0.4,0.375,0.39,8.69,0.034
"4626","CJS16 JGR D2","M1082",0.4,0.45,0.425,0.37,7.03,0.026
"4627","CJS16 JGR D2","M1082",0.45,0.51,0.48,0.51,11.28,0.058
"4628","CJS16 JGR D3","M1083",0,0.02,0.01,0.45,5.33,0.024
"4629","CJS16 JGR D3","M1083",0.02,0.04,0.03,0.47,4.96,0.023
"4630","CJS16 JGR D3","M1083",0.04,0.06,0.05,0.51,7.18,0.037
"4631","CJS16 JGR D3","M1083",0.06,0.08,0.07,0.69,4.95,0.034
"4632","CJS16 JGR D3","M1083",0.08,0.1,0.09,0.72,4.31,0.031
"4633","CJS16 JGR D3","M1083",0.1,0.15,0.125,0.66,5.41,0.036
"4634","CJS16 JGR D3","M1083",0.15,0.2,0.175,0.45,5.36,0.024
"4635","CJS16 JGR D3","M1083",0.2,0.25,0.225,0.46,5.69,0.026
"4636","CJS16 JGR D3","M1083",0.25,0.3,0.275,0.47,7.94,0.037
"4637","CJS16 JGR D3","M1083",0.3,0.35,0.325,0.39,6.61,0.026
"4638","CJS16 JGR D3","M1083",0.35,0.4,0.375,0.4,6.7,0.027
"4639","CJS16 JGR D3","M1083",0.4,0.45,0.425,0.37,8.57,0.032
"4640","CJS16 JGR D3","M1083",0.45,0.48,0.465,0.51,6.91,0.035
"4641","CJS16 JGR D4","M1084",0,0.02,0.01,0.43,6.87,0.03
"4642","CJS16 JGR D4","M1084",0.02,0.04,0.03,0.43,5.33,0.023
"4643","CJS16 JGR D4","M1084",0.04,0.06,0.05,0.45,7.39,0.033
"4644","CJS16 JGR D4","M1084",0.06,0.08,0.07,0.44,6.74,0.03
"4645","CJS16 JGR D4","M1084",0.1,0.15,0.125,0.65,5.65,0.037
"4646","CJS16 JGR D4","M1084",0.15,0.2,0.175,0.47,6.89,0.032
"4647","CJS16 JGR D4","M1084",0.2,0.25,0.225,0.5,6.62,0.033
"4648","CJS16 JGR D4","M1084",0.25,0.3,0.275,0.53,6.15,0.033
"4649","CJS16 JGR D4","M1084",0.3,0.35,0.325,0.18,28.89,0.052
"4650","CJS16 JGR D4","M1084",0.35,0.4,0.375,0.48,5.06,0.024
"4651","CJS16 JGR D4","M1084",0.4,0.45,0.425,0.55,4.78,0.026
"4652","CJS16 JGR D4","M1084",0.45,0.48,0.465,0.56,4.71,0.026
"4653","CJS16 JGR D5","M1085",0,0.02,0.01,0.34,10.35,0.035
"4654","CJS16 JGR D5","M1085",0.02,0.04,0.03,0.52,9.99,0.052
"4655","CJS16 JGR D5","M1085",0.04,0.06,0.05,0.48,7.94,0.038
"4656","CJS16 JGR D5","M1085",0.06,0.08,0.07,0.34,8.98,0.031
"4657","CJS16 JGR D5","M1085",0.08,0.1,0.09,0.34,9.91,0.034
"4658","CJS16 JGR D5","M1085",0.1,0.15,0.125,0.37,10.62,0.039
"4659","CJS16 JGR D5","M1085",0.15,0.2,0.175,0.39,12.6,0.049
"4660","CJS16 JGR D5","M1085",0.2,0.25,0.225,0.38,19.64,0.075
"4661","CJS16 JGR D5","M1085",0.25,0.3,0.275,0.39,11,0.043
"4662","CJS16 JGR D5","M1085",0.3,0.35,0.325,0.38,11.67,0.044
"4663","CJS16 JGR D5","M1085",0.35,0.4,0.375,0.41,8.54,0.035
"4664","CJS16 JGR D5","M1085",0.4,0.45,0.425,0.41,9.6,0.039
"4665","CJS16 JGR D5","M1085",0.45,0.5,0.475,0.39,8.96,0.035
"4666","CJS16 JGR D5","M1085",0.5,0.52,0.51,0.39,8.15,0.032
"4667","CJS16 JGR D6","M1086",0,0.02,0.01,0.42,9.95,0.042
"4668","CJS16 JGR D6","M1086",0.04,0.06,0.05,0.21,14.53,0.031
"4669","CJS16 JGR D6","M1086",0.06,0.08,0.07,0.35,8.14,0.028
"4670","CJS16 JGR D6","M1086",0.08,0.1,0.09,0.41,8.16,0.033
"4671","CJS16 JGR D6","M1086",0.1,0.15,0.125,0.45,19.18,0.086
"4672","CJS16 JGR D6","M1086",0.15,0.2,0.175,0.42,14.02,0.059
"4673","CJS16 JGR D6","M1086",0.2,0.25,0.225,0.45,9.66,0.043
"4674","CJS16 JGR D6","M1086",0.25,0.3,0.275,0.46,14.48,0.067
"4675","CJS16 JGR D6","M1086",0.3,0.35,0.325,0.47,9.22,0.043
"4676","CJS16 JGR D6","M1086",0.35,0.4,0.375,0.58,6.57,0.038
"4677","CJS16 JGR D6","M1086",0.4,0.45,0.425,0.46,8.69,0.04
"4678","CJS16 JGR D6","M1086",0.45,0.5,0.475,0.44,8.32,0.037
"4679","CJS16 JGR H1","M1087",0,0.02,0.01,0.26,21.06,0.054
"4680","CJS16 JGR H1","M1087",0.02,0.04,0.03,0.12,14.87,0.018
"4681","CJS16 JGR H1","M1087",0.04,0.06,0.05,0.15,15.65,0.023
"4682","CJS16 JGR H1","M1087",0.06,0.08,0.07,0.13,16.07,0.021
"4683","CJS16 JGR H1","M1087",0.08,0.1,0.09,0.45,11.42,0.051
"4684","CJS16 JGR H1","M1087",0.1,0.15,0.125,0.24,11.66,0.028
"4685","CJS16 JGR H1","M1087",0.15,0.18,0.165,0.23,13.15,0.03
"4686","CJS16 JGR H1","M1087",0.2,0.25,0.225,0.14,31.36,0.044
"4687","CJS16 JGR H1","M1087",0.25,0.3,0.275,0.25,19.98,0.05
"4688","CJS16 JGR H1","M1087",0.3,0.35,0.325,0.23,19.66,0.045
"4689","CJS16 JGR H1","M1087",0.35,0.4,0.375,0.3,15.44,0.046
"4690","CJS16 JGR H1","M1087",0.4,0.42,0.41,0.2,13.54,0.027
"4691","CJS16 JGR H1","M1087",0.42,0.44,0.43,0.46,11.08,0.051
"4692","CJS16 JGR H1","M1087",0.44,0.46,0.45,0.35,12.04,0.042
"4693","CJS16 JGR H1","M1087",0.46,0.48,0.47,0.35,16.03,0.056
"4694","CJS16 JGR H1","M1087",0.48,0.5,0.49,0.35,12.35,0.043
"4695","CJS16 JGR H2","M1088",0,0.02,0.01,0.26,21,0.054
"4696","CJS16 JGR H2","M1088",0.02,0.04,0.03,0.16,16.4,0.026
"4697","CJS16 JGR H2","M1088",0.04,0.06,0.05,0.27,20.15,0.054
"4698","CJS16 JGR H2","M1088",0.06,0.08,0.07,0.2,30.17,0.06
