study_id,site_id,plot_id,plot_radius,species,family,diameter,diameter_flag,alive_or_dead,decay_class,height,wood_density,carbon_conversion_factor,basal_area,basal_density,plant_aboveground_carbon,plant_belowground_carbon,plant_BGB_kg,plant_AGB_kg,plant_AGB_MgHa,plant_BGB_MgHa,plant_mass_total_MgHa,plant_total_carbon,plant_notes
Cifuentes_et_al_2023_Panama,Las Matita,3,7,Rhizophora mangle,Rhizophoraceae,9,DBH,dead,3,NA,0.898,0.4752,0.00636,0.41327,0.49984,0.73248,23.72831,16.19202,1.05185,1.54142,2.59327,1.23232,cut for firewood
Cifuentes_et_al_2023_Panama,Las Matita,4,7,Rhizophora mangle,Rhizophoraceae,9,DBH,dead,3,NA,0.898,0.4752,0.00636,0.41327,0.49984,0.73248,23.72831,16.19202,1.05185,1.54142,2.59327,1.23232,cut for firewood
Cifuentes_et_al_2023_Panama,Las Matita,5,7,Rhizophora mangle,Rhizophoraceae,9,DBH,dead,3,51.68,0.898,0.4752,0.00636,0.41327,0.49984,0.73248,23.72831,16.19202,1.05185,1.54142,2.59327,1.23232,cut for firewood
Cifuentes_et_al_2023_Panama,Las Matita,1,7,Rhizophora mangle,Rhizophoraceae,12,DBH,alive,NA,NA,0.898,0.4752,0.01131,0.73469,1.64487,1.38727,44.93977,53.28438,3.46142,2.91934,6.38076,3.03214,NA
Cifuentes_et_al_2023_Panama,Las Matita,1,7,Rhizophora mangle,Rhizophoraceae,19,DBH,alive,NA,NA,0.898,0.4752,0.02835,1.84184,3.6441,3.8478,124.6469,118.04828,7.66856,8.09721,15.76577,7.49189,NA
Cifuentes_et_al_2023_Panama,Las Matita,1,7,Rhizophora mangle,Rhizophoraceae,21,DBH,alive,NA,NA,0.898,0.4752,0.03464,2.25,4.3334,4.80514,155.65939,140.37792,9.11912,10.11182,19.23094,9.13854,NA
Cifuentes_et_al_2023_Panama,Las Matita,2,7,Rhizophora mangle,Rhizophoraceae,5.4,DBH,alive,NA,NA,0.898,0.4752,0.00229,0.14878,0.4129,0.23566,7.63418,13.37552,0.86889,0.49593,1.36482,0.64856,NA
Cifuentes_et_al_2023_Panama,Las Matita,2,7,Rhizophora mangle,Rhizophoraceae,6,DBH,alive,NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,1.04273,0.62661,1.66934,0.79327,NA
Cifuentes_et_al_2023_Panama,Las Matita,2,7,Rhizophora mangle,Rhizophoraceae,6,DBH,alive,NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,1.04273,0.62661,1.66934,0.79327,NA
Cifuentes_et_al_2023_Panama,Las Matita,2,7,Rhizophora mangle,Rhizophoraceae,6,DBH,alive,NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,1.04273,0.62661,1.66934,0.79327,NA
Cifuentes_et_al_2023_Panama,Las Matita,5,7,Rhizophora mangle,Rhizophoraceae,9,DBH,dead,3,NA,0.898,0.4752,0.00636,0.41327,0.49984,0.73248,23.72831,16.19202,1.05185,1.54142,2.59327,1.23232,cut for firewood
Cifuentes_et_al_2023_Panama,Las Matita,2,7,Pelliciera rhizophorae,Theaceae,7,DBH,alive,NA,NA,0.811,0.4669,0.00385,0.25,0.74048,0.37589,12.39311,24.41382,1.58595,0.80507,2.39102,1.11637,NA
Cifuentes_et_al_2023_Panama,Las Matita,2,7,Pelliciera rhizophorae,Theaceae,7.6,DBH,alive,NA,NA,0.811,0.4669,0.00454,0.29469,0.90651,0.45118,14.87541,29.88794,1.94156,0.96632,2.90788,1.35769,NA
Cifuentes_et_al_2023_Panama,Las Matita,5,7,Rhizophora mangle,Rhizophoraceae,9,DBH,dead,3,NA,0.898,0.4752,0.00636,0.41327,0.49984,0.73248,23.72831,16.19202,1.05185,1.54142,2.59327,1.23232,cut for firewood
Cifuentes_et_al_2023_Panama,Las Matita,5,7,Rhizophora mangle,Rhizophoraceae,9,DBH,dead,3,NA,0.898,0.4752,0.00636,0.41327,0.49984,0.73248,23.72831,16.19202,1.05185,1.54142,2.59327,1.23232,cut for firewood
Cifuentes_et_al_2023_Panama,Las Matita,5,7,Rhizophora mangle,Rhizophoraceae,9,DBH,dead,3,NA,0.898,0.4752,0.00636,0.41327,0.49984,0.73248,23.72831,16.19202,1.05185,1.54142,2.59327,1.23232,cut for firewood
Cifuentes_et_al_2023_Panama,Las Matita,2,7,Rhizophora mangle,Rhizophoraceae,10,DBH,alive,NA,NA,0.898,0.4752,0.00785,0.5102,1.19969,0.92551,29.98116,38.86308,2.52459,1.94761,4.4722,2.12519,NA
Cifuentes_et_al_2023_Panama,Las Matita,2,7,Rhizophora mangle,Rhizophoraceae,12,DBH,alive,NA,NA,0.898,0.4752,0.01131,0.73469,1.64487,1.38727,44.93977,53.28438,3.46142,2.91934,6.38076,3.03214,NA
Cifuentes_et_al_2023_Panama,Las Matita,6,7,Rhizophora mangle,Rhizophoraceae,9,DBH,dead,3,NA,0.898,0.4752,0.00636,0.41327,0.49984,0.73248,23.72831,16.19202,1.05185,1.54142,2.59327,1.23232,cut for firewood
Cifuentes_et_al_2023_Panama,Las Matita,2,7,Rhizophora mangle,Rhizophoraceae,12,DBH,alive,NA,NA,0.898,0.4752,0.01131,0.73469,1.64487,1.38727,44.93977,53.28438,3.46142,2.91934,6.38076,3.03214,NA
Cifuentes_et_al_2023_Panama,Las Matita,2,7,Rhizophora mangle,Rhizophoraceae,12,DBH,alive,NA,NA,0.898,0.4752,0.01131,0.73469,1.64487,1.38727,44.93977,53.28438,3.46142,2.91934,6.38076,3.03214,NA
Cifuentes_et_al_2023_Panama,Las Matita,2,7,Rhizophora mangle,Rhizophoraceae,13,DBH,alive,NA,NA,0.898,0.4752,0.01327,0.86224,1.88931,1.65704,53.67879,61.20306,3.97582,3.48704,7.46286,3.54635,NA
Cifuentes_et_al_2023_Panama,Las Matita,2,7,Pelliciera rhizophorae,Theaceae,14,DBH,alive,NA,NA,0.811,0.4669,0.01539,1,4.07425,1.75124,57.73871,134.32893,8.72617,3.75078,12.47694,5.82549,NA
Cifuentes_et_al_2023_Panama,Las Matita,2,7,Rhizophora mangle,Rhizophoraceae,17,DBH,alive,NA,NA,0.898,0.4752,0.0227,1.47449,3.0059,3.00591,97.37447,97.37428,6.32555,6.32556,12.65111,6.01181,NA
Cifuentes_et_al_2023_Panama,Las Matita,2,7,Rhizophora mangle,Rhizophoraceae,17,DBH,alive,NA,NA,0.898,0.4752,0.0227,1.47449,3.0059,3.00591,97.37447,97.37428,6.32555,6.32556,12.65111,6.01181,NA
Cifuentes_et_al_2023_Panama,Las Matita,2,7,Rhizophora mangle,Rhizophoraceae,18,DBH,alive,NA,NA,0.898,0.4752,0.02545,1.65306,3.31852,3.41259,110.54866,107.50135,6.98342,7.18137,14.16479,6.73111,NA
Cifuentes_et_al_2023_Panama,Las Matita,3,7,Rhizophora mangle,Rhizophoraceae,6,DBH,alive,NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,1.04273,0.62661,1.66934,0.79327,NA
Cifuentes_et_al_2023_Panama,Las Matita,3,7,Rhizophora mangle,Rhizophoraceae,6,DBH,alive,NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,1.04273,0.62661,1.66934,0.79327,NA
Cifuentes_et_al_2023_Panama,Las Matita,3,7,Pelliciera rhizophorae,Theaceae,6,DBH,alive,NA,NA,0.811,0.4669,0.00283,0.18367,0.50679,0.26695,8.80154,16.70885,1.08543,0.57176,1.65719,0.77374,NA
Cifuentes_et_al_2023_Panama,Las Matita,3,7,Rhizophora mangle,Rhizophoraceae,6,DBH,alive,NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,1.04273,0.62661,1.66934,0.79327,NA
Cifuentes_et_al_2023_Panama,Las Matita,3,7,Pelliciera rhizophorae,Theaceae,6.2,DBH,alive,NA,NA,0.811,0.4669,0.00302,0.19612,0.54936,0.28711,9.46613,18.11249,1.17661,0.61493,1.79154,0.83647,NA
Cifuentes_et_al_2023_Panama,Las Matita,3,7,Rhizophora mangle,Rhizophoraceae,7,DBH,alive,NA,NA,0.898,0.4752,0.00385,0.25,0.64704,0.41927,13.58208,20.96051,1.36162,0.88231,2.24393,1.06631,NA
Cifuentes_et_al_2023_Panama,Las Matita,3,7,Rhizophora mangle,Rhizophoraceae,9,DBH,alive,NA,NA,0.898,0.4752,0.00636,0.41327,0.99968,0.73248,23.72831,32.38404,2.10371,1.54142,3.64513,1.73216,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,2,7,Rhizophora mangle,Rhizophoraceae,9,DBH,dead,3,NA,0.898,0.4752,0.00636,0.41327,0.49984,0.73248,23.72831,16.19202,1.05185,1.54142,2.59327,1.23232,NA
Cifuentes_et_al_2023_Panama,Las Matita,3,7,Rhizophora mangle,Rhizophoraceae,10,DBH,alive,NA,NA,0.898,0.4752,0.00785,0.5102,1.19969,0.92551,29.98116,38.86308,2.52459,1.94761,4.4722,2.12519,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,4,7,Rhizophora mangle,Rhizophoraceae,9,DBH,dead,3,NA,0.898,0.4752,0.00636,0.41327,0.49984,0.73248,23.72831,16.19202,1.05185,1.54142,2.59327,1.23232,NA
Cifuentes_et_al_2023_Panama,Las Matita,3,7,Rhizophora mangle,Rhizophoraceae,17,DBH,alive,NA,NA,0.898,0.4752,0.0227,1.47449,3.0059,3.00591,97.37447,97.37428,6.32555,6.32556,12.65111,6.01181,NA
Cifuentes_et_al_2023_Panama,Las Matita,3,7,Rhizophora mangle,Rhizophoraceae,20,DBH,alive,NA,NA,0.898,0.4752,0.03142,2.04082,3.98245,4.31187,139.68028,129.00903,8.38058,9.0738,17.45438,8.29432,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,4,7,Rhizophora mangle,Rhizophoraceae,9,DBH,dead,3,NA,0.898,0.4752,0.00636,0.41327,0.49984,0.73248,23.72831,16.19202,1.05185,1.54142,2.59327,1.23232,NA
Cifuentes_et_al_2023_Panama,Las Matita,4,7,Rhizophora mangle,Rhizophoraceae,6,DBH,alive,NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,1.04273,0.62661,1.66934,0.79327,NA
Cifuentes_et_al_2023_Panama,Las Matita,4,7,Rhizophora mangle,Rhizophoraceae,6.8,DBH,alive,NA,NA,0.898,0.4752,0.00363,0.23592,0.61538,0.39314,12.73557,19.93472,1.29498,0.82732,2.1223,1.00852,NA
Cifuentes_et_al_2023_Panama,Las Matita,4,7,Rhizophora mangle,Rhizophoraceae,7,DBH,alive,NA,NA,0.898,0.4752,0.00385,0.25,0.64704,0.41927,13.58208,20.96051,1.36162,0.88231,2.24393,1.06631,NA
Cifuentes_et_al_2023_Panama,Las Matita,4,7,Rhizophora mangle,Rhizophoraceae,7,DBH,alive,NA,NA,0.898,0.4752,0.00385,0.25,0.64704,0.41927,13.58208,20.96051,1.36162,0.88231,2.24393,1.06631,NA
Cifuentes_et_al_2023_Panama,Las Matita,4,7,Rhizophora mangle,Rhizophoraceae,7,DBH,alive,NA,NA,0.898,0.4752,0.00385,0.25,0.64704,0.41927,13.58208,20.96051,1.36162,0.88231,2.24393,1.06631,NA
Cifuentes_et_al_2023_Panama,Las Matita,4,7,Rhizophora mangle,Rhizophoraceae,8,DBH,alive,NA,NA,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,1.71569,1.18676,2.90245,1.37925,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,5,7,Pelliciera rhizophorae,Theaceae,9,DBH,dead,3,NA,0.811,0.4669,0.00636,0.41327,0.68704,0.65669,21.65116,22.65172,1.47148,1.40649,2.87797,1.34372,NA
Cifuentes_et_al_2023_Panama,Las Matita,4,7,Rhizophora mangle,Rhizophoraceae,40,DBH,alive,NA,NA,0.898,0.4752,0.12566,8.16327,13.22006,20.08872,650.76125,428.25559,27.82,42.27423,70.09423,33.30878,NA
Cifuentes_et_al_2023_Panama,Las Matita,4,7,Rhizophora mangle,Rhizophoraceae,48,DBH,alive,NA,NA,0.898,0.4752,0.18096,11.7551,18.12576,30.11165,975.44784,587.1726,38.14344,63.36626,101.5097,48.23741,NA
Cifuentes_et_al_2023_Panama,Las Matita,4,7,Rhizophora mangle,Rhizophoraceae,49,DBH,alive,NA,NA,0.898,0.4752,0.18857,12.25,18.78439,31.52204,1021.1365,608.50845,39.52944,66.33425,105.86369,50.30643,NA
Cifuentes_et_al_2023_Panama,Resbaloso,2,7,Pelliciera rhizophorae,Theaceae,9,DBH,dead,3,NA,0.811,0.4669,0.00636,0.41327,0.68704,0.65669,21.65116,22.65172,1.47148,1.40649,2.87797,1.34372,NA
Cifuentes_et_al_2023_Panama,Las Matita,5,7,Rhizophora mangle,Rhizophoraceae,7,DBH,alive,NA,NA,0.898,0.4752,0.00385,0.25,0.64704,0.41927,13.58208,20.96051,1.36162,0.88231,2.24393,1.06631,NA
Cifuentes_et_al_2023_Panama,Resbaloso,3,7,Rhizophora mangle,Rhizophoraceae,9,DBH,dead,3,NA,0.898,0.4752,0.00636,0.41327,0.49984,0.73248,23.72831,16.19202,1.05185,1.54142,2.59327,1.23232,NA
Cifuentes_et_al_2023_Panama,Resbaloso,5,7,Rhizophora mangle,Rhizophoraceae,9,DBH,dead,3,NA,0.898,0.4752,0.00636,0.41327,0.49984,0.73248,23.72831,16.19202,1.05185,1.54142,2.59327,1.23232,NA
Cifuentes_et_al_2023_Panama,Las Matita,5,7,Rhizophora mangle,Rhizophoraceae,9.4,DBH,dead,3,48,0.898,0.4752,0.00694,0.45082,0.53892,0.80672,26.13318,17.45788,1.13408,1.69764,2.83173,1.34564,cut for firewood
Cifuentes_et_al_2023_Panama,Boca del R’o,1,7,Rhizophora mangle,Rhizophoraceae,10,DBH,dead,3,NA,0.898,0.4752,0.00785,0.5102,0.59984,0.92551,29.98116,19.43154,1.2623,1.94761,3.20991,1.52535,NA
Cifuentes_et_al_2023_Panama,Boca del R’o,1,7,Rhizophora mangle,Rhizophoraceae,10,DBH,dead,3,NA,0.898,0.4752,0.00785,0.5102,0.59984,0.92551,29.98116,19.43154,1.2623,1.94761,3.20991,1.52535,NA
Cifuentes_et_al_2023_Panama,Boca del R’o,1,7,Rhizophora mangle,Rhizophoraceae,10,DBH,dead,3,NA,0.898,0.4752,0.00785,0.5102,0.59984,0.92551,29.98116,19.43154,1.2623,1.94761,3.20991,1.52535,NA
Cifuentes_et_al_2023_Panama,Las Matita,5,7,Rhizophora mangle,Rhizophoraceae,9,DBH,alive,NA,NA,0.898,0.4752,0.00636,0.41327,0.99968,0.73248,23.72831,32.38404,2.10371,1.54142,3.64513,1.73216,NA
Cifuentes_et_al_2023_Panama,Boca del R’o,3,7,Rhizophora mangle,Rhizophoraceae,10,DBH,dead,3,NA,0.898,0.4752,0.00785,0.5102,0.59984,0.92551,29.98116,19.43154,1.2623,1.94761,3.20991,1.52535,NA
Cifuentes_et_al_2023_Panama,Boca del R’o,5,7,Rhizophora mangle,Rhizophoraceae,10,DBH,dead,3,NA,0.898,0.4752,0.00785,0.5102,0.59984,0.92551,29.98116,19.43154,1.2623,1.94761,3.20991,1.52535,NA
Cifuentes_et_al_2023_Panama,Las Matita,1,7,Rhizophora mangle,Rhizophoraceae,10,DBH,dead,3,NA,0.898,0.4752,0.00785,0.5102,0.59984,0.92551,29.98116,19.43154,1.2623,1.94761,3.20991,1.52535,cut for firewood
Cifuentes_et_al_2023_Panama,Las Matita,5,7,Rhizophora mangle,Rhizophoraceae,12,DBH,alive,NA,NA,0.898,0.4752,0.01131,0.73469,1.64487,1.38727,44.93977,53.28438,3.46142,2.91934,6.38076,3.03214,NA
Cifuentes_et_al_2023_Panama,Las Matita,1,7,Rhizophora mangle,Rhizophoraceae,10,DBH,dead,3,NA,0.898,0.4752,0.00785,0.5102,0.59984,0.92551,29.98116,19.43154,1.2623,1.94761,3.20991,1.52535,cut for firewood
Cifuentes_et_al_2023_Panama,Las Matita,5,7,Rhizophora mangle,Rhizophoraceae,14,DBH,alive,NA,NA,0.898,0.4752,0.01539,1,2.14791,1.95336,63.278,69.58006,4.52,4.11061,8.63062,4.10127,NA
Cifuentes_et_al_2023_Panama,Las Matita,5,7,Rhizophora mangle,Rhizophoraceae,15,DBH,alive,NA,NA,0.898,0.4752,0.01767,1.14796,2.42037,2.27668,73.75154,78.40634,5.09337,4.79099,9.88436,4.69705,NA
Cifuentes_et_al_2023_Panama,Las Matita,6,7,Rhizophora mangle,Rhizophoraceae,5.4,DBH,alive,NA,NA,0.898,0.4752,0.00229,0.14878,0.4129,0.23566,7.63418,13.37552,0.86889,0.49593,1.36482,0.64856,NA
Cifuentes_et_al_2023_Panama,Las Matita,6,7,Rhizophora mangle,Rhizophoraceae,6,DBH,alive,NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,1.04273,0.62661,1.66934,0.79327,NA
Cifuentes_et_al_2023_Panama,Las Matita,5,7,Rhizophora mangle,Rhizophoraceae,10,DBH,dead,3,NA,0.898,0.4752,0.00785,0.5102,0.59984,0.92551,29.98116,19.43154,1.2623,1.94761,3.20991,1.52535,cut for firewood
Cifuentes_et_al_2023_Panama,Las Matita,5,7,Rhizophora mangle,Rhizophoraceae,10,DBH,dead,3,NA,0.898,0.4752,0.00785,0.5102,0.59984,0.92551,29.98116,19.43154,1.2623,1.94761,3.20991,1.52535,cut for firewood
Cifuentes_et_al_2023_Panama,Las Matita,6,7,Rhizophora mangle,Rhizophoraceae,10,DBH,dead,3,NA,0.898,0.4752,0.00785,0.5102,0.59984,0.92551,29.98116,19.43154,1.2623,1.94761,3.20991,1.52535,cut for firewood
Cifuentes_et_al_2023_Panama,Las Matita,6,7,Rhizophora mangle,Rhizophoraceae,8,DBH,alive,NA,NA,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,1.71569,1.18676,2.90245,1.37925,NA
Cifuentes_et_al_2023_Panama,Las Matita,6,7,Rhizophora mangle,Rhizophoraceae,8.5,DBH,alive,NA,NA,0.898,0.4752,0.00567,0.36862,0.90551,0.64519,20.90059,29.33333,1.90553,1.35773,3.26326,1.5507,NA
Cifuentes_et_al_2023_Panama,Las Matita,6,7,Rhizophora mangle,Rhizophoraceae,10,DBH,dead,3,NA,0.898,0.4752,0.00785,0.5102,0.59984,0.92551,29.98116,19.43154,1.2623,1.94761,3.20991,1.52535,cut for firewood
Cifuentes_et_al_2023_Panama,Las Matita,6,7,Rhizophora mangle,Rhizophoraceae,10,DBH,alive,NA,NA,0.898,0.4752,0.00785,0.5102,1.19969,0.92551,29.98116,38.86308,2.52459,1.94761,4.4722,2.12519,NA
Cifuentes_et_al_2023_Panama,Resbaloso,5,7,Rhizophora mangle,Rhizophoraceae,10,DBH,dead,3,NA,0.898,0.4752,0.00785,0.5102,0.59984,0.92551,29.98116,19.43154,1.2623,1.94761,3.20991,1.52535,NA
Cifuentes_et_al_2023_Panama,Resbaloso,6,7,Rhizophora mangle,Rhizophoraceae,10,DBH,dead,3,NA,0.898,0.4752,0.00785,0.5102,0.59984,0.92551,29.98116,19.43154,1.2623,1.94761,3.20991,1.52535,NA
Cifuentes_et_al_2023_Panama,Las Matita,6,7,Rhizophora mangle,Rhizophoraceae,11,DBH,dead,3,NA,0.898,0.4752,0.0095,0.61735,0.70744,1.14359,37.04591,22.91701,1.48872,2.40655,3.89526,1.85103,cut for firewood
Cifuentes_et_al_2023_Panama,Las Matita,6,7,Rhizophora mangle,Rhizophoraceae,11,DBH,dead,3,NA,0.898,0.4752,0.0095,0.61735,0.70744,1.14359,37.04591,22.91701,1.48872,2.40655,3.89526,1.85103,cut for firewood
Cifuentes_et_al_2023_Panama,Las Matita,6,7,Rhizophora mangle,Rhizophoraceae,12,DBH,alive,NA,NA,0.898,0.4752,0.01131,0.73469,1.64487,1.38727,44.93977,53.28438,3.46142,2.91934,6.38076,3.03214,NA
Cifuentes_et_al_2023_Panama,El R’o,3,7,Rhizophora mangle,Rhizophoraceae,11,DBH,dead,2,NA,0.898,0.4752,0.0095,0.61735,1.1319,1.14359,37.04591,36.66721,2.38195,2.40655,4.78849,2.27549,NA
Cifuentes_et_al_2023_Panama,Las Matita,6,7,Rhizophora mangle,Rhizophoraceae,13,DBH,alive,NA,NA,0.898,0.4752,0.01327,0.86224,1.88931,1.65704,53.67879,61.20306,3.97582,3.48704,7.46286,3.54635,NA
Cifuentes_et_al_2023_Panama,Las Matita,6,7,Rhizophora mangle,Rhizophoraceae,13,DBH,alive,NA,NA,0.898,0.4752,0.01327,0.86224,1.88931,1.65704,53.67879,61.20306,3.97582,3.48704,7.46286,3.54635,NA
Cifuentes_et_al_2023_Panama,Las Matita,6,7,Rhizophora mangle,Rhizophoraceae,17,DBH,alive,NA,NA,0.898,0.4752,0.0227,1.47449,3.0059,3.00591,97.37447,97.37428,6.32555,6.32556,12.65111,6.01181,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,1,7,Rhizophora mangle,Rhizophoraceae,5.3,DBH,alive,NA,NA,0.898,0.4752,0.00221,0.14332,0.39975,0.22608,7.32388,12.94967,0.84123,0.47577,1.31699,0.62584,NA
Cifuentes_et_al_2023_Panama,El R’o,5,7,Rhizophora mangle,Rhizophoraceae,11,DBH,dead,3,NA,0.898,0.4752,0.0095,0.61735,0.70744,1.14359,37.04591,22.91701,1.48872,2.40655,3.89526,1.85103,NA
Cifuentes_et_al_2023_Panama,El Represo,3,7,Rhizophora mangle,Rhizophoraceae,11.2,DBH,dead,2,NA,0.898,0.4752,0.00985,0.64,1.16776,1.19026,38.55782,37.82889,2.45741,2.50476,4.96217,2.35802,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,1,7,Rhizophora mangle,Rhizophoraceae,6,DBH,alive,NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,1.04273,0.62661,1.66934,0.79327,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,1,7,Rhizophora mangle,Rhizophoraceae,6,DBH,alive,NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,1.04273,0.62661,1.66934,0.79327,NA
Cifuentes_et_al_2023_Panama,Batipa,4,7,Rhizophora mangle,Rhizophoraceae,12,DBH,dead,1,30.6,0.898,0.4752,0.01131,0.73469,1.60374,1.38727,44.93977,51.95227,3.37488,2.91934,6.29422,2.99102,NA
Cifuentes_et_al_2023_Panama,Boca del R’o,1,7,Rhizophora mangle,Rhizophoraceae,12,DBH,dead,3,NA,0.898,0.4752,0.01131,0.73469,0.82243,1.38727,44.93977,26.64219,1.73071,2.91934,4.65005,2.2097,NA
Cifuentes_et_al_2023_Panama,Boca del R’o,2,7,Rhizophora mangle,Rhizophoraceae,12,DBH,dead,3,NA,0.898,0.4752,0.01131,0.73469,0.82243,1.38727,44.93977,26.64219,1.73071,2.91934,4.65005,2.2097,NA
Cifuentes_et_al_2023_Panama,Boca del R’o,5,7,Rhizophora mangle,Rhizophoraceae,12,DBH,dead,3,NA,0.898,0.4752,0.01131,0.73469,0.82243,1.38727,44.93977,26.64219,1.73071,2.91934,4.65005,2.2097,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,1,7,Rhizophora mangle,Rhizophoraceae,8,DBH,alive,NA,NA,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,1.71569,1.18676,2.90245,1.37925,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,1,7,Rhizophora mangle,Rhizophoraceae,8,DBH,alive,NA,NA,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,1.71569,1.18676,2.90245,1.37925,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,1,7,Pelliciera rhizophorae,Theaceae,18,DBH,alive,NA,NA,0.811,0.4669,0.02545,1.65306,7.56037,3.05947,100.87134,249.26709,16.19269,6.55272,22.74541,10.61983,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,1,7,Pelliciera rhizophorae,Theaceae,22,DBH,alive,NA,NA,0.811,0.4669,0.03801,2.46939,12.38603,4.7766,157.48572,408.37051,26.52824,10.23046,36.7587,17.16264,NA
Cifuentes_et_al_2023_Panama,Boca del R’o,5,7,Rhizophora mangle,Rhizophoraceae,12,DBH,dead,3,NA,0.898,0.4752,0.01131,0.73469,0.82243,1.38727,44.93977,26.64219,1.73071,2.91934,4.65005,2.2097,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,2,7,Rhizophora mangle,Rhizophoraceae,6,DBH,alive,NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,1.04273,0.62661,1.66934,0.79327,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,2,7,Rhizophora mangle,Rhizophoraceae,8,DBH,alive,NA,NA,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,1.71569,1.18676,2.90245,1.37925,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,2,7,Rhizophora mangle,Rhizophoraceae,8,DBH,alive,NA,NA,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,1.71569,1.18676,2.90245,1.37925,NA
Cifuentes_et_al_2023_Panama,Boca del R’o,6,7,Rhizophora mangle,Rhizophoraceae,12,DBH,dead,3,NA,0.898,0.4752,0.01131,0.73469,0.82243,1.38727,44.93977,26.64219,1.73071,2.91934,4.65005,2.2097,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,2,7,Rhizophora mangle,Rhizophoraceae,10,DBH,alive,NA,NA,0.898,0.4752,0.00785,0.5102,1.19969,0.92551,29.98116,38.86308,2.52459,1.94761,4.4722,2.12519,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,2,7,Rhizophora mangle,Rhizophoraceae,10,DBH,alive,NA,NA,0.898,0.4752,0.00785,0.5102,1.19969,0.92551,29.98116,38.86308,2.52459,1.94761,4.4722,2.12519,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,2,7,Pelliciera rhizophorae,Theaceae,12,DBH,alive,NA,NA,0.811,0.4669,0.01131,0.73469,2.78842,1.24372,41.00579,91.93491,5.9722,2.66379,8.63599,4.03214,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,2,7,Pelliciera rhizophorae,Theaceae,17,DBH,alive,NA,NA,0.811,0.4669,0.0227,1.47449,6.56866,2.69487,88.85041,216.57031,14.06867,5.77183,19.8405,9.26353,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,2,7,Pelliciera rhizophorae,Theaceae,19,DBH,alive,NA,NA,0.811,0.4669,0.02835,1.84184,8.63588,3.44964,113.73544,284.72686,18.4962,7.38839,25.88459,12.08551,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,2,7,Rhizophora mangle,Rhizophoraceae,22,DBH,alive,NA,NA,0.898,0.4752,0.03801,2.46939,4.69679,5.32792,172.59446,152.14962,9.88382,11.21194,21.09577,10.02471,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,3,7,Rhizophora mangle,Rhizophoraceae,6,DBH,alive,NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,1.04273,0.62661,1.66934,0.79327,NA
Cifuentes_et_al_2023_Panama,Los Algarrobos,3,7,Rhizophora mangle,Rhizophoraceae,7,DBH,alive,NA,NA,0.898,0.4752,0.00385,0.25,0.64704,0.41927,13.58208,20.96051,1.36162,0.88231,2.24393,1.06631,NA
