study_id,site_id,plot_id,plot_area,plot_shape,plot_center_latitude,plot_center_longitude,elevation,year,month,day,field_or_manipulation_code,geomorphic_id,habitat,dominant_species,mean_height,plant_plot_detail_present
Sharma_et_al_2021,Prey_Nob_159,Prey_Nob_159_482,153.9380400259,circular,10.610373,103.853048,NA,2015,2,10,field,Coastal fringe,mangrove,Ceriops decandra,NA,yes
Sharma_et_al_2021,Prey_Nob_159,Prey_Nob_159_483,153.9380400259,circular,10.610373,103.853048,NA,2015,2,10,field,NA,mangrove,Ceriops tagal,NA,yes
Sharma_et_al_2021,Prey_Nob_159,Prey_Nob_159_484,153.9380400259,circular,10.610373,103.853048,NA,2015,2,10,field,NA,mangrove,Excoecaria agallocha,NA,yes
Sharma_et_al_2021,Prey_Nob_160,Prey_Nob_160_485,153.9380400259,circular,10.6111170936635,103.917539964629,NA,2015,2,11,field,Coastal fringe,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Prey_Nob_160,Prey_Nob_160_486,153.9380400259,circular,10.611117,103.91754,NA,2015,2,11,field,Coastal fringe,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Prey_Nob_160,Prey_Nob_160_487,153.9380400259,circular,10.611117,103.91754,NA,2015,2,11,field,Coastal fringe,mangrove,Lumnitzera spp.,NA,yes
Sharma_et_al_2021,Prey_Nob_160,Prey_Nob_160_488,153.9380400259,circular,10.611117,103.91754,NA,2015,2,11,field,Coastal fringe,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Prey_Nob_160,Prey_Nob_160_489,153.9380400259,circular,10.611117,103.91754,NA,2015,2,11,field,Coastal fringe,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Prey_Nob_161,Prey_Nob_161_490,153.9380400259,circular,10.5562579181076,103.807838989226,NA,2015,2,12,field,Coastal fringe,mangrove,NA,NA,yes
Sharma_et_al_2021,Prey_Nob_161,Prey_Nob_161_491,153.9380400259,circular,10.556258,103.807839,NA,2015,2,12,field,Coastal fringe,mangrove,Ceriops tagal,NA,yes
Sharma_et_al_2021,Prey_Nob_161,Prey_Nob_161_492,153.9380400259,circular,10.556258,103.807839,NA,2015,2,12,field,Coastal fringe,mangrove,NA,NA,yes
Sharma_et_al_2021,Prey_Nob_161,Prey_Nob_161_493,153.9380400259,circular,10.556258,103.807839,NA,2015,2,12,field,Coastal fringe,mangrove,NA,NA,yes
Sharma_et_al_2021,Prey_Nob_161,Prey_Nob_161_494,153.9380400259,circular,10.556258,103.807839,NA,2015,2,12,field,Coastal fringe,mangrove,NA,NA,yes
Sharma_et_al_2021,Prey_Nob_162,Prey_Nob_162_495,153.9380400259,circular,10.5483027883538,103.815646367434,NA,2015,2,11,field,Coastal fringe,mangrove,Bruguiera cylindrica,NA,yes
Sharma_et_al_2021,Prey_Nob_162,Prey_Nob_162_496,153.9380400259,circular,10.548303,103.815646,NA,2015,2,11,field,Coastal fringe,mangrove,Bruguiera cylindrica,NA,yes
Sharma_et_al_2021,Prey_Nob_162,Prey_Nob_162_497,153.9380400259,circular,10.548303,103.815646,NA,2015,2,11,field,Coastal fringe,mangrove,Bruguiera cylindrica,NA,yes
Sharma_et_al_2021,Prey_Nob_163,Prey_Nob_163_498,153.9380400259,circular,10.5824,103.82355,NA,2015,2,12,field,Coastal fringe,mangrove,Lumnitzera littorea,NA,yes
Sharma_et_al_2021,Prey_Nob_163,Prey_Nob_163_499,153.9380400259,circular,10.582601,103.890377,NA,2015,2,12,field,Coastal fringe,mangrove,Lumnitzera littorea,NA,yes
Sharma_et_al_2021,Prey_Nob_163,Prey_Nob_163_500,153.9380400259,circular,10.582601,103.890377,NA,2015,2,12,field,Coastal fringe,mangrove,Lumnitzera littorea,NA,yes
Sharma_et_al_2021,Prey_Nob_163,Prey_Nob_163_501,153.9380400259,circular,10.582601,103.890377,NA,2015,2,12,field,Coastal fringe,mangrove,Lumnitzera littorea,NA,yes
Sharma_et_al_2021,Prey_Nob_163,Prey_Nob_163_502,153.9380400259,circular,10.582601,103.890377,NA,2015,2,12,field,Coastal fringe,mangrove,Lumnitzera littorea,NA,yes
Sharma_et_al_2021,Prey_Nob_164,Prey_Nob_164_503,153.9380400259,circular,10.556471,103.725893660233,NA,2015,2,12,field,NA,mangrove,Rhizophora mucronata,NA,yes
Sharma_et_al_2021,Prey_Nob_164,Prey_Nob_164_504,153.9380400259,circular,10.556471,103.725894,NA,2015,2,12,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Prey_Nob_164,Prey_Nob_164_505,153.9380400259,circular,10.556471,103.725894,NA,2015,2,12,field,NA,mangrove,Rhizophora mucronata,NA,yes
Sharma_et_al_2021,Prey_Nob_165,Prey_Nob_165_506,153.9380400259,circular,10.527891,103.805234223549,NA,2015,2,11,field,NA,mangrove,Bruguiera cylindrica,NA,yes
Sharma_et_al_2021,Prey_Nob_165,Prey_Nob_165_507,153.9380400259,circular,10.527891,103.805234,NA,2015,2,11,field,NA,mangrove,Bruguiera cylindrica,NA,yes
Trettin_et_al_2020,Rufiji_River_Delta_1,Rufiji_River_Delta_1_1,401.149965936881,circular,-7.786217,39.32183,NA,2015,12,31,field,River delta,mangrove,Avicennia marina,4.4625,yes
Trettin_et_al_2020,Rufiji_River_Delta_2,Rufiji_River_Delta_2_2,401.149965936881,circular,-7.805889,39.289323,NA,2015,12,31,field,River delta,mangrove,Sonneratia alba,NA,yes
Trettin_et_al_2020,Rufiji_River_Delta_3,Rufiji_River_Delta_3_3,401.149965936881,circular,-7.817306,39.352697,NA,2015,12,31,field,River delta,mangrove,Ceriops tagal,6.259677419354839,yes
Trettin_et_al_2020,Rufiji_River_Delta_4,Rufiji_River_Delta_4_4,401.149965936881,circular,-7.811658,39.283833,NA,2015,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Rufiji_River_Delta_5,Rufiji_River_Delta_5_5,401.149965936881,circular,-7.856985,39.257743,NA,2015,12,31,field,River delta,mangrove,NA,NA,yes
Trettin_et_al_2020,Rufiji_River_Delta_6,Rufiji_River_Delta_6_6,401.149965936881,circular,-7.773308,39.335235,NA,2015,12,31,field,River delta,mangrove,Ceriops tagal,6.1409090909090915,yes
Trettin_et_al_2020,Rufiji_River_Delta_7,Rufiji_River_Delta_7_7,401.149965936881,circular,-7.790236,39.339099,NA,2015,12,31,field,River delta,mangrove,Ceriops tagal,6.019277108433734,yes
Trettin_et_al_2020,Rufiji_River_Delta_8,Rufiji_River_Delta_8_8,401.149965936881,circular,-7.76533,39.297976,NA,2015,12,31,field,River delta,mangrove,Ceriops tagal,4.894117647058824,yes
Trettin_et_al_2020,Rufiji_River_Delta_9,Rufiji_River_Delta_9_9,401.149965936881,circular,-7.778774,39.300586,NA,2015,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Rufiji_River_Delta_10,Rufiji_River_Delta_10_10,401.149965936881,circular,-7.798374,39.319382,NA,2015,12,31,field,River delta,mangrove,Ceriops tagal,8.023880597014925,yes
Trettin_et_al_2020,Rufiji_River_Delta_11,Rufiji_River_Delta_11_11,401.149965936881,circular,-7.810767,39.316144,NA,2015,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Rufiji_River_Delta_12,Rufiji_River_Delta_12_12,498.759249683915,circular,-7.838769,39.243489,NA,2015,12,31,field,River delta,mangrove,Heritiera littoralis,NA,yes
Trettin_et_al_2020,Rufiji_River_Delta_13,Rufiji_River_Delta_13_13,401.149965936881,circular,-7.762685,39.298524,NA,2015,12,31,field,River delta,mangrove,Ceriops tagal,6.917000000000001,yes
Trettin_et_al_2020,Rufiji_River_Delta_14,Rufiji_River_Delta_14_14,401.149965936881,circular,-7.787997,39.300607,NA,2015,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Rufiji_River_Delta_15,Rufiji_River_Delta_15_15,401.149965936881,circular,-7.790868,39.369734,NA,2015,12,31,field,River delta,mangrove,Ceriops tagal,5.763076923076923,yes
Trettin_et_al_2020,Rufiji_River_Delta_16,Rufiji_River_Delta_16_16,498.759249683915,circular,-7.799883,39.300607,NA,2015,12,31,field,River delta,mangrove,Xylocarpus granatum,NA,yes
Trettin_et_al_2020,Rufiji_River_Delta_17,Rufiji_River_Delta_17_17,401.149965936881,circular,-7.801661,39.295053,NA,2015,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Rufiji_River_Delta_18,Rufiji_River_Delta_18_18,401.149965936881,circular,-7.807884,39.31884,NA,2015,12,31,field,River delta,mangrove,Ceriops tagal,7.399082568807339,yes
Trettin_et_al_2020,Rufiji_River_Delta_19,Rufiji_River_Delta_19_19,401.149965936881,circular,-7.770334,39.318936,NA,2015,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Rufiji_River_Delta_20,Rufiji_River_Delta_20_20,401.149965936881,circular,-7.813454,39.334681,NA,2015,12,31,field,River delta,mangrove,Ceriops tagal,5.241975308641976,yes
Trettin_et_al_2020,Rufiji_River_Delta_21,Rufiji_River_Delta_21_21,401.149965936881,circular,-7.828303,39.322083,NA,2015,12,31,field,River delta,mangrove,Ceriops tagal,6.79375,yes
Trettin_et_al_2020,Rufiji_River_Delta_22,Rufiji_River_Delta_22_22,401.149965936881,circular,-7.83765,39.270828,NA,2015,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Rufiji_River_Delta_23,Rufiji_River_Delta_23_23,401.149965936881,circular,-7.85189,39.319852,NA,2015,12,31,field,River delta,mangrove,Mangrove spp.,8.46,yes
Trettin_et_al_2020,Rufiji_River_Delta_24,Rufiji_River_Delta_24_24,401.149965936881,circular,-7.765002,39.291276,NA,2015,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Rufiji_River_Delta_25,Rufiji_River_Delta_25_25,401.149965936881,circular,-7.782773,39.284373,NA,2015,12,31,field,River delta,mangrove,Xylocarpus granatum,NA,yes
Trettin_et_al_2020,Rufiji_River_Delta_26,Rufiji_River_Delta_26_26,498.759249683915,circular,-7.794873,39.300623,NA,2015,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Rufiji_River_Delta_27,Rufiji_River_Delta_27_27,401.149965936881,circular,-7.799935,39.359471,NA,2015,12,31,field,River delta,mangrove,Xylocarpus granatum,NA,yes
Trettin_et_al_2020,Rufiji_River_Delta_28,Rufiji_River_Delta_28_28,401.149965936881,circular,-7.803327,39.276501,NA,2015,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Rufiji_River_Delta_29,Rufiji_River_Delta_29_29,401.149965936881,circular,-7.81566,39.353932,NA,2015,12,31,field,River delta,mangrove,Ceriops tagal,7.4037037037037035,yes
Trettin_et_al_2020,Rufiji_River_Delta_30,Rufiji_River_Delta_30_30,401.149965936881,circular,-7.817536,39.356946,NA,2015,12,31,field,River delta,mangrove,Ceriops tagal,6.941095890410959,yes
Trettin_et_al_2020,Rufiji_River_Delta_31,Rufiji_River_Delta_31_31,401.149965936881,circular,-7.825313,39.324718,NA,2015,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Rufiji_River_Delta_32,Rufiji_River_Delta_32_32,401.149965936881,circular,-7.838843,39.336653,NA,2015,12,31,field,River delta,mangrove,Rhizophora mucronata,7.6923076923076925,yes
Trettin_et_al_2020,Rufiji_River_Delta_33,Rufiji_River_Delta_33_33,401.149965936881,circular,-7.790904,39.374205,NA,2015,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Rufiji_River_Delta_34,Rufiji_River_Delta_34_34,401.149965936881,circular,-7.820636,39.268396,NA,2015,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Rufiji_River_Delta_35,Rufiji_River_Delta_35_35,401.149965936881,circular,-7.805975,39.350342,NA,2015,12,31,field,River delta,mangrove,Rhizophora mucronata,9.350909090909092,yes
Trettin_et_al_2020,Rufiji_River_Delta_36,Rufiji_River_Delta_36_36,401.149965936881,circular,-7.811343,39.308245,NA,2015,12,31,field,River delta,mangrove,Ceriops tagal,7.2935483870967746,yes
Trettin_et_al_2020,Rufiji_River_Delta_37,Rufiji_River_Delta_37_37,498.759249683915,circular,-7.818324,39.296719,NA,2015,12,31,field,River delta,mangrove,Xylocarpus granatum,NA,yes
Trettin_et_al_2020,Rufiji_River_Delta_38,Rufiji_River_Delta_38_38,401.149965936881,circular,-7.822442,39.337592,NA,2015,12,31,field,River delta,mangrove,Ceriops tagal,8.294827586206896,yes
Trettin_et_al_2020,Rufiji_River_Delta_39,Rufiji_River_Delta_39_39,401.149965936881,circular,-7.826875,39.297231,NA,2015,12,31,field,River delta,mangrove,Bruguiera gymnorrhiza,11.434210526315791,yes
Trettin_et_al_2020,Rufiji_River_Delta_40,Rufiji_River_Delta_40_40,401.149965936881,circular,-7.846511,39.338839,NA,2015,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Rufiji_River_Delta_41,Rufiji_River_Delta_41_41,401.149965936881,circular,-7.857204,39.237177,NA,2015,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Rufiji_River_Delta_42,Rufiji_River_Delta_42_42,401.149965936881,circular,-7.795329,39.295608,NA,2015,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Rufiji_River_Delta_43,Rufiji_River_Delta_43_43,401.149965936881,circular,-7.819879,39.302273,NA,2015,12,31,field,River delta,mangrove,Rhizophora mucronata,11.908,yes
Trettin_et_al_2020,Rufiji_River_Delta_44,Rufiji_River_Delta_44_44,498.759249683915,circular,-7.82622,39.302886,NA,2015,12,31,field,River delta,mangrove,Avicennia marina,16.245833333333334,yes
Trettin_et_al_2020,Rufiji_River_Delta_45,Rufiji_River_Delta_45_45,401.149965936881,circular,-7.825887,39.248947,NA,2015,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Rufiji_River_Delta_46,Rufiji_River_Delta_46_46,401.149965936881,circular,-7.851313,39.238495,NA,2015,12,31,field,River delta,mangrove,Heritiera littoralis,NA,yes
Trettin_et_al_2020,Rufiji_River_Delta_47,Rufiji_River_Delta_47_47,498.759249683915,circular,-7.851581,39.298895,NA,2015,12,31,field,River delta,mangrove,Rhizophora mucronata,8.572972972972973,yes
Trettin_et_al_2020,Rufiji_River_Delta_48,Rufiji_River_Delta_48_48,401.149965936881,circular,-7.798652,39.282973,NA,2015,12,31,field,River delta,mangrove,Sonneratia alba,NA,yes
Trettin_et_al_2020,Rufiji_River_Delta_49,Rufiji_River_Delta_49_49,401.149965936881,circular,-7.839953,39.287271,NA,2015,12,31,field,River delta,mangrove,Xylocarpus granatum,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_50,Zambezi_River_Delta_50_50,153.9380400259,circular,-18.744,36.112,NA,2012,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_50,Zambezi_River_Delta_50_51,153.9380400259,circular,-18.744,36.112,NA,2012,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_50,Zambezi_River_Delta_50_52,153.9380400259,circular,-18.744,36.112,NA,2012,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_50,Zambezi_River_Delta_50_53,153.9380400259,circular,-18.744,36.112,NA,2012,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_50,Zambezi_River_Delta_50_54,153.9380400259,circular,-18.744,36.112,NA,2012,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_50,Zambezi_River_Delta_50_55,153.9380400259,circular,-18.744,36.112,NA,2012,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_51,Zambezi_River_Delta_51_56,153.9380400259,circular,-18.743,36.119,NA,2012,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_51,Zambezi_River_Delta_51_57,153.9380400259,circular,-18.743,36.119,NA,2012,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_51,Zambezi_River_Delta_51_58,153.9380400259,circular,-18.743,36.119,NA,2012,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_52,Zambezi_River_Delta_52_59,153.9380400259,circular,-18.743,36.128,NA,2012,12,31,field,River delta,mangrove,Xylocarpus granatum,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_52,Zambezi_River_Delta_52_60,153.9380400259,circular,-18.743,36.128,NA,2012,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_52,Zambezi_River_Delta_52_61,153.9380400259,circular,-18.743,36.128,NA,2012,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_52,Zambezi_River_Delta_52_62,153.9380400259,circular,-18.743,36.128,NA,2012,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_52,Zambezi_River_Delta_52_63,153.9380400259,circular,-18.743,36.128,NA,2012,12,31,field,River delta,mangrove,Xylocarpus granatum,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_52,Zambezi_River_Delta_52_64,153.9380400259,circular,-18.743,36.128,NA,2012,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_53,Zambezi_River_Delta_53_65,153.9380400259,circular,-18.75,36.115,NA,2012,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_53,Zambezi_River_Delta_53_66,153.9380400259,circular,-18.75,36.115,NA,2012,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_53,Zambezi_River_Delta_53_67,153.9380400259,circular,-18.75,36.115,NA,2012,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_53,Zambezi_River_Delta_53_68,153.9380400259,circular,-18.75,36.115,NA,2012,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_53,Zambezi_River_Delta_53_69,153.9380400259,circular,-18.75,36.115,NA,2012,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_53,Zambezi_River_Delta_53_70,153.9380400259,circular,-18.75,36.115,NA,2012,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_54,Zambezi_River_Delta_54_71,153.9380400259,circular,-18.76,36.144,NA,2012,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_54,Zambezi_River_Delta_54_72,153.9380400259,circular,-18.76,36.144,NA,2012,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_54,Zambezi_River_Delta_54_73,153.9380400259,circular,-18.76,36.144,NA,2012,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_54,Zambezi_River_Delta_54_74,153.9380400259,circular,-18.76,36.144,NA,2012,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_54,Zambezi_River_Delta_54_75,153.9380400259,circular,-18.76,36.144,NA,2012,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_54,Zambezi_River_Delta_54_76,153.9380400259,circular,-18.76,36.144,NA,2012,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_55,Zambezi_River_Delta_55_77,153.9380400259,circular,-18.762,36.139,NA,2012,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_55,Zambezi_River_Delta_55_78,153.9380400259,circular,-18.762,36.139,NA,2012,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_55,Zambezi_River_Delta_55_79,153.9380400259,circular,-18.762,36.139,NA,2012,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_55,Zambezi_River_Delta_55_80,153.9380400259,circular,-18.762,36.139,NA,2012,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_55,Zambezi_River_Delta_55_81,153.9380400259,circular,-18.762,36.139,NA,2012,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_55,Zambezi_River_Delta_55_82,153.9380400259,circular,-18.762,36.139,NA,2012,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_56,Zambezi_River_Delta_56_83,153.9380400259,circular,-18.766,36.15,NA,2012,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_56,Zambezi_River_Delta_56_84,153.9380400259,circular,-18.766,36.15,NA,2012,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_56,Zambezi_River_Delta_56_85,153.9380400259,circular,-18.766,36.15,NA,2012,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_56,Zambezi_River_Delta_56_86,153.9380400259,circular,-18.766,36.15,NA,2012,12,31,field,River delta,mangrove,Mangrove spp.,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_56,Zambezi_River_Delta_56_87,153.9380400259,circular,-18.766,36.15,NA,2012,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_56,Zambezi_River_Delta_56_88,153.9380400259,circular,-18.766,36.15,NA,2012,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_57,Zambezi_River_Delta_57_89,153.9380400259,circular,-18.767,36.151,NA,2012,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_57,Zambezi_River_Delta_57_90,153.9380400259,circular,-18.767,36.151,NA,2012,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_57,Zambezi_River_Delta_57_91,153.9380400259,circular,-18.767,36.151,NA,2012,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_57,Zambezi_River_Delta_57_92,153.9380400259,circular,-18.767,36.151,NA,2012,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_57,Zambezi_River_Delta_57_93,153.9380400259,circular,-18.767,36.151,NA,2012,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_57,Zambezi_River_Delta_57_94,153.9380400259,circular,-18.767,36.151,NA,2012,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_58,Zambezi_River_Delta_58_95,153.9380400259,circular,-18.746,36.21,NA,2012,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_58,Zambezi_River_Delta_58_96,153.9380400259,circular,-18.746,36.21,NA,2012,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_58,Zambezi_River_Delta_58_97,153.9380400259,circular,-18.746,36.21,NA,2012,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_58,Zambezi_River_Delta_58_98,153.9380400259,circular,-18.746,36.21,NA,2012,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_58,Zambezi_River_Delta_58_99,153.9380400259,circular,-18.746,36.21,NA,2012,12,31,field,River delta,mangrove,Avicennia marina,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_58,Zambezi_River_Delta_58_100,153.9380400259,circular,-18.746,36.21,NA,2012,12,31,field,River delta,mangrove,Sonneratia alba,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_59,Zambezi_River_Delta_59_101,153.9380400259,circular,-18.747,36.216,NA,2012,12,31,field,River delta,mangrove,Xylocarpus granatum,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_59,Zambezi_River_Delta_59_102,153.9380400259,circular,-18.747,36.216,NA,2012,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_59,Zambezi_River_Delta_59_103,153.9380400259,circular,-18.747,36.216,NA,2012,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_59,Zambezi_River_Delta_59_104,153.9380400259,circular,-18.747,36.216,NA,2012,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_59,Zambezi_River_Delta_59_105,153.9380400259,circular,-18.747,36.216,NA,2012,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_59,Zambezi_River_Delta_59_106,153.9380400259,circular,-18.747,36.216,NA,2012,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_60,Zambezi_River_Delta_60_107,153.9380400259,circular,-18.746,36.223,NA,2012,12,31,field,River delta,mangrove,Xylocarpus granatum,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_60,Zambezi_River_Delta_60_108,153.9380400259,circular,-18.746,36.223,NA,2012,12,31,field,River delta,mangrove,Xylocarpus granatum,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_60,Zambezi_River_Delta_60_109,153.9380400259,circular,-18.746,36.223,NA,2012,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_60,Zambezi_River_Delta_60_110,153.9380400259,circular,-18.746,36.223,NA,2012,12,31,field,River delta,mangrove,Xylocarpus granatum,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_60,Zambezi_River_Delta_60_111,153.9380400259,circular,-18.746,36.223,NA,2012,12,31,field,River delta,mangrove,Ceriops tagal,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_60,Zambezi_River_Delta_60_112,153.9380400259,circular,-18.746,36.223,NA,2012,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_61,Zambezi_River_Delta_61_113,153.9380400259,circular,-18.752,36.214,NA,2012,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_61,Zambezi_River_Delta_61_114,153.9380400259,circular,-18.752,36.214,NA,2012,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
Trettin_et_al_2020,Zambezi_River_Delta_61,Zambezi_River_Delta_61_115,153.9380400259,circular,-18.752,36.214,NA,2012,12,31,field,River delta,mangrove,Rhizophora mucronata,NA,yes
