Site,Status,ID,Date,Lat,Lon,Depth,Elevation,DBD,210Pb,210Pb_e,226Ra,226Ra_e,210Pbex,210Pbex_e,137Cs,137Cs_e,7Be,7Be_e,wtC,wtN,13C,15N,Age,Age_e,VAR,MAR,CAR,Year,Year_restored
Bass,Natural,BCNB,6/10/2015,41.71634,-70.24052,31,114.5,0.1694,1.8287,0.1719,0.4821,0.0524,1.3466,0.1797,0,0,0,0,22.1,1.04,-14.22,3.52,89,10.2,4.2,717,159,1926.5,
Bass,Natural,BCNB,6/10/2015,41.71634,-70.24052,33,112.5,0.146,1.8633,0.2074,0.5339,0.0569,1.3295,0.215,0,0,0,0,    ,    ,    ,    ,93.7,11.8,4.3,628,,1921.8,
Bass,Natural,BCNB,6/10/2015,41.71634,-70.24052,35,110.5,0.1543,2.3793,0.2389,0.5002,0.0714,1.8791,0.2493,0,0,0,0,    ,    ,    ,    ,102.2,15.3,2.4,363,,1913.3,
Bass,Natural,BCNB,6/10/2015,41.71634,-70.24052,37,108.5,0.1673,1.4696,0.1577,0.4903,0.0117,0.9793,0.1581,0,0,0,0,19.91,1.01,    ,    ,108.2,18.4,3.3,555,110,1907.3,
Bass,Natural,BCNB,6/10/2015,41.71634,-70.24052,39,106.5,0.1437,1.501,0.1935,0.3701,0.0654,1.1309,0.2042,0,0,0,0,    ,    ,    ,    ,115.6,23,2.7,390,,1899.9,
Bass,Natural,BCNB,6/10/2015,41.71634,-70.24052,41,104.5,0.1534,1.3229,0.2117,0.5114,0.0858,0.8115,0.2284,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,
Bass,Natural,BCNB,6/10/2015,41.71634,-70.24052,43,102.5,0.1787,1.1596,0.143,0.1986,0.0444,0.961,0.1497,0,0,0,0,18.49,0.92,-14.84,2.18,   ,   ,  ,,,   ,
Bass,Natural,BCNB,6/10/2015,41.71634,-70.24052,45,100.5,0.1862,0.739,0.1669,0.5699,0.0652,0.1691,0.1792,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,
Bass,Natural,BCNB,6/10/2015,41.71634,-70.24052,47,98.5,0.1902,0.8015,0.14,0.5206,0.0588,0.2809,0.1519,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,
Bass,Natural,BCNB,6/10/2015,41.71634,-70.24052,49,96.5,0.1514,1.0471,0.1784,0.7862,0.0718,0.2609,0.1923,0,0,0,0,17.46,0.94,    ,    ,   ,   ,  ,,,   ,
Bass,Natural,BCNB,6/10/2015,41.71634,-70.24052,51,94.5,0.2427,0.942,0.1311,0.7331,0.0483,0.209,0.1397,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,
Bass,Natural,BCNB,6/10/2015,41.71634,-70.24052,53,92.5,0.3076,0.8789,0.1002,0.6088,0.0441,0.2701,0.1095,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,
Bass,Natural,BCNB,6/10/2015,41.71634,-70.24052,55,90.5,0.1724,0.9256,0.194,0.4795,0.0684,0.4461,0.2057,0,0,0,0,15.39,1.03,-15.18,3.1,   ,   ,  ,,,   ,
Bass,Natural,BCNB,6/10/2015,41.71634,-70.24052,57,88.5,0.1724,0.7438,0.1618,0.7663,0.0649,-0.0225,0.1743,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,
Bass,Natural,BCNB,6/10/2015,41.71634,-70.24052,59,86.5,0.2238,0.7979,0.1258,0.7614,0.0534,0.0365,0.1367,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,
Bass,Natural,BCNB,6/10/2015,41.71634,-70.24052,61,84.5,0.2342,0.592,0.1085,0.5357,0.0428,0.0563,0.1166,0,0,0,0,15.53,0.87,    ,    ,   ,   ,  ,,,   ,
Bass,Natural,BCNB,6/10/2015,41.71634,-70.24052,63,82.5,0.1668,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,
Bass,Natural,BCNB,6/10/2015,41.71634,-70.24052,65,80.5,0.1971,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,
Bass,Natural,BCNB,6/10/2015,41.71634,-70.24052,67,78.5,0.1955,2.6014,0.2196,1.4552,0.086,1.1462,0.2358,0,0,0,0,16.38,0.99,-14.56,2.33,   ,   ,  ,,,   ,
Bass,Natural,BCNB,6/10/2015,41.71634,-70.24052,69,76.5,0.2179,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,
Bass,Natural,BCNB,6/10/2015,41.71634,-70.24052,71,74.5,0.1379,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,
Bass,Natural,BCNB,6/10/2015,41.71634,-70.24052,72.5,72,0.1114,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,19.03,1.02,-13.98,2.39,   ,   ,  ,,,   ,
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,0,151,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,2015.5,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,0.5,150.5,1.999,1.1861,0.0752,0.7846,0.0261,0.4015,0.0796,0,0,0.4667,0.0773,1.58,0.08,-22.49,3.54,0.5,2,  ,,,2015,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,1.5,149.5,0.9829,3.1238,0.1243,0.975,0.0381,2.1488,0.13,0,0,0,0,    ,    ,    ,    ,1.9,2,7.4,7269,,2013.7,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,2.5,148.5,0.6323,4.681,0.1559,1.0366,0.0471,3.6444,0.1628,0,0,0,0,    ,    ,    ,    ,3.4,2,6.5,4097,,2012.1,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,3.5,147.5,0.6594,5.4988,0.165,0.9541,0.0456,4.5447,0.1712,0,0,0,0,8.43,0.51,-18.71,4.37,5.5,2,4.7,3104,286,2010,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,4.5,146.5,0.3028,10.7797,0.3514,1.2506,0.0947,9.5291,0.3639,0,0,0,0,    ,    ,    ,    ,7.7,2,4.6,1384,,2007.8,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,5.5,145.5,0.4719,9.1327,0.2429,1.1583,0.0623,7.9744,0.2508,0,0,0,0,    ,    ,    ,    ,10.8,2.1,3.2,1524,,2004.7,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,6.5,144.5,0.3256,12.9661,0.3151,0.9442,0.0656,12.0219,0.3218,0,0,0,0,18.87,1.11,-19.51,3.28,14.4,2.1,2.8,911,158,2001.2,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,7.5,143.5,0.2581,20.7807,0.3948,0.7297,0.0647,20.051,0.4001,0.0981,0.0275,0,0,    ,    ,    ,    ,19.8,2.2,1.8,475,,1995.7,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,8.5,142.5,0.2614,20.7235,0.4124,0.8753,0.078,19.8482,0.4197,0.2062,0.0377,0,0,    ,    ,    ,    ,26.4,2.3,1.5,399,,1989.2,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,9.5,141.5,0.5559,11.3273,0.2401,1.1849,0.0563,10.1424,0.2466,0.2652,0.0307,0,0,11.37,0.9,-20.02,4.35,35.4,2.6,1.1,613,75,1980.1,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,10.5,140.5,0.8163,5.3326,0.1589,0.8854,0.0454,4.4472,0.1653,0.8545,0.0362,0,0,    ,    ,    ,    ,43,3,1.3,1079,,1972.5,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,11.5,139.5,0.8446,4.1437,0.1645,0.8382,0.0517,3.3055,0.1724,2.2824,0.0589,0,0,    ,    ,    ,    ,50.3,3.5,1.4,1151,,1965.2,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,12.5,138.5,0.5912,4.2334,0.2066,0.857,0.0647,3.3764,0.2165,2.9618,0.0847,0,0,6.98,0.48,-21.38,4.45,56.8,4.1,1.5,908,104,1958.7,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,13.5,137.5,0.5982,3.0115,0.1656,0.3671,0.0422,2.6444,0.1709,2.9565,0.0609,0,0,    ,    ,    ,    ,63.1,14,1.6,950,,1952.4,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,14.5,136.5,1.0847,1.7002,0.0796,0.7471,0.0323,0.9532,0.0859,0.9822,0.0287,0,0,    ,    ,    ,    ,68.1,16.3,2,2212,,1947.5,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,15.5,135.5,1.2313,1.6782,0.0718,0.6992,0.0278,0.979,0.077,0.2386,0.0158,0,0,1.67,0.11,-20.03,4.76,74.9,20.1,1.5,1795,32,1940.6,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,16.5,134.5,1.2596,1.7506,0.1049,0.6069,0.0345,1.1437,0.1104,0.0806,0.0157,0,0,    ,    ,    ,    ,85.7,28,0.9,1172,,1929.9,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,17.5,133.5,1.3408,1.4471,0.0931,0.6329,0.034,0.8142,0.0991,0.1936,0.018,0,0,    ,    ,    ,    ,97.2,40.1,0.9,1165,,1918.4,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,18.5,132.5,1.2674,0.8655,0.0996,0.4149,0.0361,0.4507,0.106,0,0,0,0,2.06,0.13,-23.34,5.53,105.4,51.7,1.2,1545,34,1910.2,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,19.5,131.5,1.5867,0.5709,0.085,0.4681,0.0306,0.1028,0.0903,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,20.5,130.5,1.5426,0.6559,0.0576,0.4444,0.0204,0.2115,0.0611,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,21.5,129.5,1.6203,0.6891,0.0732,0.489,0.0304,0.2002,0.0793,0,0,0,0,0.7,0.05,-21.14,5.5,   ,   ,  ,,,   ,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,22.5,128.5,1.7476,0.441,0.0616,0.497,0.0236,-0.056,0.0659,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,23.5,127.5,1.6727,0.5732,0.0544,0.4319,0.0208,0.1413,0.0582,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,24.5,126.5,1.6987,0.5757,0.0682,0.4571,0.0269,0.1186,0.0733,0,0,0,0,0.4,0.03,-21.24,4.51,   ,   ,  ,,,   ,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,25.5,125.5,1.9516,0.5911,0.048,0.4831,0.0167,0.108,0.0508,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,26.5,124.5,1.4995,0.7029,0.0665,0.6396,0.021,0.0633,0.0697,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,27.5,123.5,1.6704,0.7619,0.0384,0.6591,0.0154,0.1028,0.0414,0,0,0,0,0.54,0.04,-22.11,4.52,   ,   ,  ,,,   ,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,28.5,122.5,1.8285,0.7229,0.0423,0.6833,0.0174,0.0395,0.0457,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,29.5,121.5,1.5699,0.8754,0.0436,0.7082,0.0211,0.1672,0.0484,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,31,119.5,0.8564,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,9.91,0.55,-24.54,4.29,   ,   ,  ,,,   ,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,33,117.5,0.6616,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,35,115.5,0.4867,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,37,113.5,0.3471,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,36.51,1.52,-26.58,2.92,   ,   ,  ,,,   ,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,39,111.5,0.2729,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,41,109.5,0.3005,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,43,107.5,0.2484,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,45.14,1.12,-28.11,3.81,   ,   ,  ,,,   ,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,45,105.5,0.254,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,47,103.5,0.2642,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,49,101.5,0.2615,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,47.68,1.04,-28.35,3.55,   ,   ,  ,,,   ,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,51,99.5,0.2462,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,53,97.5,0.2852,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,55,95.5,0.253,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,48.2,1,-28.55,2.53,   ,   ,  ,,,   ,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,57,93.5,0.317,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,59,91.5,0.2244,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,61,89.5,0.3048,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,48.44,0.98,-28.54,3.88,   ,   ,  ,,,   ,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,63,87.5,0.289,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,65,85.5,0.2435,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,67,83.5,0.3033,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,48.91,0.81,-29.1,2.42,   ,   ,  ,,,   ,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,69,81.5,0.2148,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,71,79.5,0.1685,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRA,6/10/2015,41.71596,-70.23595,72.5,77,0.1851,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,47.4,0.77,-28.8,2.48,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,0,144.8,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,2015.5,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,0.5,144.3,0.4058,13.3766,0.3023,0.8871,0.0641,12.4894,0.309,0,0,2.9774,0.3335,14.81,0.95,-17.83,4.21,4.9,1.1,2.1,833,123,2010.7,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,1.5,143.3,0.3125,14.1297,0.3193,1.0666,0.0775,13.0631,0.3286,0,0,0,0,    ,    ,    ,    ,9.4,1.2,2.2,688,,2006.1,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,2.5,142.3,0.4025,9.8683,0.2605,0.9144,0.0604,8.9539,0.2674,0.1311,0.0241,0,0,13.08,0.75,-17.44,3.69,14,1.4,2.2,870,114,2001.5,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,3.5,141.3,0.299,11.7112,0.3935,0.8518,0.0919,10.8593,0.4041,0.256,0.0488,0,0,    ,    ,    ,    ,18.9,1.5,2.1,620,,1996.7,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,4.5,140.3,0.59,6.4803,0.2411,0.6043,0.0576,5.876,0.2479,0.3623,0.0394,0,0,8.29,0.46,-17.45,3.12,25,1.8,1.6,967,80,1990.6,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,5.5,139.3,0.6787,4.6228,0.221,0.6211,0.0579,4.0018,0.2284,0.4286,0.0404,0,0,    ,    ,    ,    ,30.7,2.2,1.7,1180,,1984.8,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,6.5,138.3,0.7459,5.9741,0.221,0.6007,0.0556,5.3733,0.2279,1.4033,0.0591,0,0,8.49,0.55,-18.75,3.25,41.7,3,0.9,680,58,1973.8,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,7.5,137.3,0.6599,5.0386,0.202,0.8132,0.0583,4.2254,0.2103,2.4221,0.0698,0,0,    ,    ,    ,    ,52.4,4.2,0.9,618,,1963.2,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,8.5,136.3,0.802,3.516,0.1491,0.9582,0.0511,2.5577,0.1576,2.2221,0.056,0,0,5.04,0.34,-19.19,3.93,63.4,6,0.9,728,37,1952.1,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,9.5,135.3,0.8717,2.0395,0.0859,0.7346,0.0334,1.3049,0.0921,1.2194,0.0313,0,0,    ,    ,    ,    ,71.6,7.7,1.2,1056,,1943.9,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,10.5,134.3,1.0829,1.3456,0.0685,0.5627,0.0276,0.7829,0.0738,0.3726,0.0195,0,0,1.61,0.11,-19.33,3.87,79.6,9.9,1.3,1368,22,1936,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,11.5,133.3,1.1879,1.4321,0.0687,0.6091,0.0257,0.8229,0.0734,0.2567,0.0159,0,0,    ,    ,    ,    ,92.1,14.7,0.8,951,,1923.5,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,12.5,132.3,1.1737,0.9157,0.0416,0.5618,0.0184,0.3539,0.0455,0.1728,0.01,0,0,1.36,0.09,-21.63,4.95,99.3,18.4,1.4,1620,22,1916.2,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,13.5,131.3,1.2601,0.9092,0.0617,0.6258,0.0242,0.2834,0.0663,0.1312,0.0116,0,0,    ,    ,    ,    ,107.2,23.6,1.3,1600,,1908.4,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,14.5,130.3,1.9057,0.8102,0.0463,0.5533,0.0186,0.2568,0.05,0.0776,0.0076,0,0,0.51,0.04,-20.47,3.66,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,15.5,129.3,1.31,0.8879,0.0449,0.6877,0.0187,0.2002,0.0487,0.057,0.007,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,16.5,128.3,1.6569,0.8809,0.0371,0.7669,0.0167,0.114,0.0407,0,0,0,0,0.75,0.06,-20.84,4.34,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,17.5,127.3,1.5293,0.9409,0.043,0.8578,0.0176,0.0832,0.0465,0.0322,0.0055,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,18.5,126.3,1.2554,0.8644,0.0592,0.8419,0.0226,0.0225,0.0634,0,0,0,0,0.48,0.04,-21.93,4.2,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,19.5,125.3,0.907,0.7979,0.0681,0.8096,0.0253,-0.0117,0.0726,0.0372,0.0082,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,20.5,124.3,1.212,0.8435,0.1037,0.7908,0.0448,0.0527,0.1129,0,0,0,0,0.64,0.05,-22.04,4.37,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,21.5,123.3,0.8311,0.9139,0.1022,0.7808,0.0347,0.1331,0.1079,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,22.5,122.3,0.9115,1.0754,0.0865,0.8799,0.0344,0.1955,0.0931,0,0,0,0,0.73,0.05,-22.7,4.18,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,23.5,121.3,1.7325,1.1061,0.0738,1.1936,0.027,-0.0875,0.0786,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,24.5,120.3,2.1867,1.6697,0.0917,1.5142,0.0369,0.1555,0.0988,0,0,0,0,1.07,0.06,-22.72,4.11,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,25.5,119.3,1.7877,1.399,0.0971,1.5919,0.0337,-0.1929,0.1028,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,26.5,118.3,1.229,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,27.5,117.3,1.1501,1.4305,0.0674,1.4508,0.027,-0.0203,0.0726,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,28.5,116.3,1.4338,1.6817,0.0747,1.7264,0.0292,-0.0447,0.0802,0,0,0,0,1.49,0.09,-23.82,3.63,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,29.5,115.3,0.9403,1.649,0.0353,1.4733,0.0315,0.1757,0.0473,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,31,113.3,0.8073,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,13.22,0.72,-23.17,2.81,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,33,111.3,1.7099,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,35,109.3,0.7985,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,14.1,0.79,-25.98,3.07,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,37,107.3,0.4673,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,39,105.3,0.364,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,39.82,1.27,-27.8,3.47,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,41,103.3,0.294,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,43,101.3,0.3055,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,46.33,1.29,-28.28,4.54,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,45,99.3,0.2876,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,47,97.3,0.2777,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,47.15,1.12,-28.37,3.55,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,49,95.3,0.311,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,51,93.3,0.3021,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,47.82,1.01,-28.7,3.58,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,53,91.3,0.2174,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,55,89.3,0.2799,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,46.86,1.02,-28.64,3.67,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,57,87.3,0.2648,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,59,85.3,0.2773,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,47.54,0.94,-28.53,3.55,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,61,83.3,0.2081,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,63,81.3,0.3162,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,48.72,0.88,-28.86,3.69,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,65,79.3,0.2028,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
