study_id,site_id,core_id,method_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter,fraction_carbon,compaction_notes,delta_c13
Johnson_et_al_2024_marsh,Sprague,Russ_Sprague_8,Russ_2014,50.8,63.5,13150,0.5550564781919465,NA,0.067516562,NA,-14.305724725944
Johnson_et_al_2024_marsh,Sprague,Russ_Sprague_8,Russ_2014,63.5,76.2,13151,0.5571363223716324,NA,0.056582618,NA,-15.528826634186
Johnson_et_al_2024_marsh,Sprague,Russ_Sprague_8,Russ_2014,76.2,88.9,13152,0.39929753650283456,NA,0.081431072,NA,-16.0058871295168
Johnson_et_al_2024_marsh,Sprague,Russ_Sprague_8,Russ_2014,88.9,101.6,13153,0.4420846736956566,NA,0.057386096,NA,-16.049533089728
Johnson_et_al_2024_marsh,Sprague,Russ_Sprague_8,Russ_2014,101.6,114.3,13154,0.5961109285048216,NA,0.020026007,NA,-16.4707673568819
Johnson_et_al_2024_marsh,Sprague,Russ_Sprague_8,Russ_2014,114.3,127,13155,0.428037201531221,NA,0.007882534,NA,-17.0818107998376
Johnson_et_al_2024_marsh,Sprague,Russ_Sprague_8,Russ_2014,127,139.7,13156,0.5362650395342036,NA,0.003508379,NA,-18.3384084449858
Johnson_et_al_2024_marsh,Sprague,Russ_Sprague_9,Russ_2014,0,12.7,13157,0.31348614128299374,NA,0.124435513,NA,-16.4636581469649
Johnson_et_al_2024_marsh,Sprague,Russ_Sprague_9,Russ_2014,12.7,25.4,13158,0.26801938368281186,NA,0.145996814,NA,-15.6729233226837
Johnson_et_al_2024_marsh,Sprague,Russ_Sprague_9,Russ_2014,25.4,38.1,13159,0.3780450005594424,NA,0.104000642,NA,-16.9158972300281
Johnson_et_al_2024_marsh,Sprague,Russ_Sprague_9,Russ_2014,38.1,50.8,13160,0.5189087243566313,NA,0.075838583,NA,-16.7934564431955
Johnson_et_al_2024_marsh,Sprague,Russ_Sprague_9,Russ_2014,50.8,63.5,13161,0.612698538232972,NA,0.052961347,NA,-17.4939783219591
Johnson_et_al_2024_marsh,Sprague,Russ_Sprague_9,Russ_2014,63.5,76.2,13162,0.7307893630910373,NA,0.031427246,NA,-17.3665194700923
Johnson_et_al_2024_marsh,Sprague,Russ_Sprague_9,Russ_2014,76.2,88.9,13163,0.8247295084766398,NA,0.028454738,NA,-17.5963468486552
Johnson_et_al_2024_marsh,Sprague,Russ_Sprague_9,Russ_2014,88.9,101.6,13164,0.716447427145573,NA,0.02608878799999999,NA,-17.8000802890405
Johnson_et_al_2024_marsh,Sprague,Russ_Sprague_9,Russ_2014,101.6,114.3,13165,0.5452709818055557,NA,0.02440371,NA,-18.3279807306303
Johnson_et_al_2024_marsh,Sprague,Russ_Sprague_9,Russ_2014,114.3,127,13166,0.5564218602502947,NA,0.008502472,NA,-17.7609393817744
Johnson_et_al_2024_marsh,Sprague,Russ_Sprague_9,Russ_2014,127,139.7,13167,0.24495667039078112,NA,0.004829975,NA,-17.8362103572862
Johnson_et_al_2024_marsh,Little_River,Little_River_2017,Stames_2017,0,1,16239,0.239499999999999,NA,NA,NA,NA
Johnson_et_al_2024_marsh,Little_River,Little_River_2017,Stames_2017,10,11,16240,0.214200000000001,NA,NA,NA,NA
Johnson_et_al_2024_marsh,Little_River,Little_River_2017,Stames_2017,20,21,16241,0.222099999999997,NA,NA,NA,NA
Johnson_et_al_2024_marsh,Little_River,Little_River_2017,Stames_2017,30,31,16242,0.335799999999999,NA,NA,NA,NA
Johnson_et_al_2024_marsh,Little_River,Little_River_2017,Stames_2017,40,41,16243,0.3704,NA,NA,NA,NA
Johnson_et_al_2024_marsh,Little_River,Little_River_2017,Stames_2017,50,51,16244,0.4432,NA,NA,NA,NA
Johnson_et_al_2024_marsh,Little_River,Little_River_2017,Stames_2017,60,61,16245,0.478399999999997,NA,NA,NA,NA
Johnson_et_al_2024_marsh,Little_River,Little_River_2017,Stames_2017,70,71,16246,0.537300000000001,NA,NA,NA,NA
Johnson_et_al_2024_marsh,Little_River,Little_River_2017,Stames_2017,80,81,16247,0.4343,NA,NA,NA,NA
Johnson_et_al_2024_marsh,Little_River,Little_River_2017,Stames_2017,90,91,16248,0.316299999999998,NA,NA,NA,NA
Johnson_et_al_2024_marsh,Long,Long_2017,Stames_2017,0,1,NA,0.39289999999999897,NA,NA,NA,NA
Johnson_et_al_2024_marsh,Long,Long_2017,Stames_2017,10,11,NA,0.756600000000002,NA,NA,NA,NA
Johnson_et_al_2024_marsh,Long,Long_2017,Stames_2017,20,21,NA,0.665099999999998,NA,NA,NA,NA
Johnson_et_al_2024_marsh,Long,Long_2017,Stames_2017,30,31,NA,1.27499999999999,NA,NA,NA,NA
Johnson_et_al_2024_marsh,Long,Long_2017,Stames_2017,40,41,NA,1.5679,NA,NA,NA,NA
Johnson_et_al_2024_marsh,Long,Long_2017,Stames_2017,50,51,NA,0.783599999999999,NA,NA,NA,NA
Johnson_et_al_2024_marsh,Long,Long_2017,Stames_2017,60,61,NA,1.42079999999999,NA,NA,NA,NA
Johnson_et_al_2024_marsh,Small_Point,Small_Point_2017,Stames_2017,0,1,NA,0.302199999999999,NA,NA,NA,NA
Johnson_et_al_2024_marsh,Small_Point,Small_Point_2017,Stames_2017,10,11,NA,0.310099999999998,NA,NA,NA,NA
Johnson_et_al_2024_marsh,Small_Point,Small_Point_2017,Stames_2017,20,21,NA,0.645500000000002,NA,NA,NA,NA
Johnson_et_al_2024_marsh,Small_Point,Small_Point_2017,Stames_2017,30,31,NA,0.6936,NA,NA,NA,NA
Johnson_et_al_2024_marsh,Small_Point,Small_Point_2017,Stames_2017,40,41,NA,0.598399999999998,NA,NA,NA,NA
Johnson_et_al_2024_marsh,Small_Point,Small_Point_2017,Stames_2017,50,51,NA,0.343999999999997,NA,NA,NA,NA
Johnson_et_al_2024_marsh,Small_Point,Small_Point_2017,Stames_2017,60,61,NA,0.355999999999998,NA,NA,NA,NA
Johnson_et_al_2024_marsh,Small_Point,Small_Point_2017,Stames_2017,70,71,NA,0.407500000000002,NA,NA,NA,NA
Johnson_et_al_2024_marsh,Small_Point,Small_Point_2017,Stames_2017,80,81,NA,0.310400000000001,NA,NA,NA,NA
Johnson_et_al_2024_marsh,Small_Point,Small_Point_2017,Stames_2017,90,91,NA,0.3109,NA,NA,NA,NA
Johnson_et_al_2024_marsh,Small_Point,Small_Point_2017,Stames_2017,100,101,NA,0.393499999999999,NA,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2017,Stames_2017,0,1,NA,0.205100000000001,NA,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2017,Stames_2017,10,11,NA,0.260999999999999,NA,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2017,Stames_2017,20,21,NA,0.7712,NA,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2017,Stames_2017,30,31,NA,0.2759,NA,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2017,Stames_2017,40,41,NA,0.217199999999998,NA,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2017,Stames_2017,50,51,NA,0.259400000000002,NA,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2017,Stames_2017,60,61,NA,0.322299999999998,NA,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2017,Stames_2017,70,71,NA,0.328100000000002,NA,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2017,Stames_2017,80,81,NA,0.278400000000001,NA,NA,NA,NA
