study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,cs137_activity,cs137_activity_se,depth_interval_notes,method_id,cs137_unit
Piazza_et_al_2020,CRMS0605,0605_2,8,10,0.1033,0.586207,0.237698,-0.8223,2.6538,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_2,10,12,0.0754,0.671875,0.285409,7.9659,4.7205,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_2,12,14,0.1232,0.5684279999999999,0.230171,9.8772,3.0007,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_2,14,16,0.1461,0.5204840000000001,0.197763,6.1021,2.6828,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_2,16,18,0.1157,0.61393,0.265121,7.7092,3.0837,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_2,18,20,0.1356,0.493761,0.212233,17.0593,2.6881,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_2,20,22,0.236,0.387466,0.159525,19.0939,1.8447,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_2,22,24,0.2949,0.315593,0.118958,27.9684,1.5552,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_2,24,26,0.2878,0.289604,0.107814,36.9106,1.6358,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_2,26,28,0.2643,0.319117,0.128819,44.7761,1.2998,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_2,28,30,0.3073,0.25765499999999997,0.104328,54.1514,1.664,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_2,30,32,0.2941,0.28291499999999997,0.103485,51.1249,1.7548,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_2,32,34,0.2938,0.295311,0.116923,59.7552,1.8248,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_2,34,36,0.309,0.349143,0.16148900000000002,81.6558,1.8392,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_2,36,38,0.4122,0.250469,0.089239,63.3997,1.3954,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_2,38,40,0.4799,0.19507,0.068468,45.3011,1.1776,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_1,0,2,0.3775,0.117015,0.02667199999999999,6.1549,1.7234,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_1,2,4,0.4948,0.091181,0.021328,6.2816,1.2394,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_1,4,6,0.5746,0.092782,0.024503,5.5143,1.0241,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_1,6,8,0.4047,0.142225,0.041468,6.9804,1.7451,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_1,8,10,0.2686,0.17367100000000002,0.054804,9.0218,1.8875,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_1,10,12,0.2972,0.224953,0.060743,7.4541,2.1493,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_1,12,14,0.4132,0.190244,0.060612,14.5055,1.6333,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_1,14,16,0.4007,0.162791,0.04975699999999999,11.1448,1.9215,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_1,16,18,0.398,0.148172,0.04709299999999999,14.9829,1.8135,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_1,18,20,0.3886,0.15032299999999998,0.044314,12.9686,1.7989,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_1,20,22,0.3866,0.15667299999999998,0.041628,8.3893,1.8128,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_1,22,24,0.4416,0.131792,0.033028,6.6902,1.6273,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_1,24,26,0.4669,0.108985,0.02908999999999999,9.4508,1.5807,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_1,26,28,0.4667,0.11641,0.03088,12.5411,1.6577,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_1,28,30,0.5225,0.13936,0.03708,13.5552,1.4546,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_1,30,32,0.464,0.142433,0.035496,10.9182,1.5025,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_1,32,34,0.4906,0.13694599999999998,0.036736,12.1288,1.8832,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_1,34,36,0.4359,0.155693,0.04524,9.3295,1.6506,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_1,36,38,0.2992,0.145392,0.061979,4.5743,2.3698,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_2,0,2,0.4084,0.113333,0.030676,6.2828,1.2231,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_2,2,4,0.464,0.119469,0.03061,6.1881,1.1218,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_2,4,6,0.4849,0.100302,0.023097,2.9273,0.9859,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_2,6,8,0.5015,0.093802,0.031184,4.5014,0.9003,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_2,8,10,0.2025,0.260581,0.11073,2.0181,2.4486,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_2,10,12,0.3558,0.16102799999999998,0.052001,7.4427,1.4511,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_2,12,14,0.3623,0.140508,0.03094599999999999,7.0758,1.3704,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_2,14,16,0.466,0.131868,0.026396,6.7961,1.105,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_2,16,18,0.4095,0.120752,0.021647,6.5372,1.2592,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_2,18,20,0.4127,0.107287,0.019973,7.3133,1.2081,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_2,20,22,0.5323,0.110316,0.020061,7.2919,0.9833,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_2,22,24,0.5025,0.118871,0.020325,9.4336,1.0167,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_2,24,26,0.5537,0.110991,0.019639,10.2224,0.9116,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_2,26,28,0.4895,0.109929,0.02442699999999999,9.5767,1.0211,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_2,28,30,0.5227,0.110403,0.020211,11.217,1.0054,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_2,30,32,0.6347,0.110963,0.021394,16.3148,0.8643,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_2,32,34,0.6632,0.106503,0.023675,19.5394,0.8413,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_2,34,36,0.6657,0.12527,0.029912,22.0763,0.853,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_2,36,38,0.5844,0.142714,0.045562,18.3198,0.8393,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0610,0610_2,38,40,0.5494,0.138192,0.038473,8.1212,0.9729,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_1,0,2,0.1251,0.451256,0.199312,18.7772,5.3287,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_1,2,4,0.1088,0.5984349999999999,0.28417000000000003,13.7152,6.1482,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_1,4,6,0.1539,0.5410900000000001,0.254885,22.9844,4.1883,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_1,6,8,0.21,0.38132,0.185069,18.2916,3.4731,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_1,8,10,0.2503,0.36489600000000005,0.151388,26.0139,2.85,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_1,10,12,0.285,0.316756,0.13395200000000002,34.0203,2.8449,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_1,12,14,0.3701,0.321331,0.129879,29.5013,2.2241,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_1,14,16,0.3519,0.336618,0.151927,34.1013,2.417,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_1,16,18,0.3828,0.32053800000000005,0.143779,53.2676,2.4525,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_1,18,20,0.4649,0.279134,0.125949,70.0043,2.1503,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_1,20,22,0.5681,0.158516,0.056295,40.6392,1.6871,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_1,22,24,0.6387,0.135987,0.056646,33.5597,1.5406,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_1,24,26,0.8118,0.096183,0.053065,16.758,1.05,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_1,26,28,1.1035,0.058487,0.020664,3.7187,0.6691,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_1,28,30,1.294,0.042262,0.01081399999999999,1.1126,0.5497,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_1,30,32,1.4142,0.033708,0.008686,0.1698,0.4972,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_1,32,34,1.4679,0.036854,0.006257,-0.0837,0.45,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_1,34,36,1.5307,0.036879,0.004723,0.5111,0.4173,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_1,36,38,1.3796,0.039708,0.00599,-0.1719,0.4927,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_2,0,2,0.0448,0.556258,0.235491,48.7415,25.4785,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_2,2,4,0.1713,0.448042,0.22668600000000003,17.3243,6.7629,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_2,4,6,0.1017,0.6859149999999999,0.354204,-8.5291,11.8459,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_2,6,8,0.1123,0.657635,0.33048099999999997,10.7951,11.0991,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_2,8,10,0.2071,0.38618699999999995,0.140409,21.4442,5.8017,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_2,10,12,0.2986,0.26084599999999997,0.102211,20.9619,4.537,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_2,12,14,0.3831,0.217464,0.074921,56.3495,3.4864,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_2,14,16,0.4129,0.14041499999999998,0.063658,26.2985,3.1575,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_2,16,18,0.608,0.109974,0.031207,36.2014,2.2642,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_2,18,20,0.6953,0.076319,0.032415,16.6749,1.7396,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_2,20,22,0.8884,0.06578400000000001,0.02435099999999999,4.5232,1.3533,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_2,22,24,0.8837,0.061422,0.021989,2.0331,1.3019,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_2,24,26,1.1978,0.035018,0.011342,0.2995,1.0212,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_2,26,28,1.2929,0.034065,0.007803,0.2775,0.9461,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_2,28,30,1.2774,0.028398,0.005573,0.1784,0.9683,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_2,30,32,1.3931,0.027397,0.003568,-1.0228,0.8009,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_2,32,34,1.4413,0.026427,0.006565,-1.2002,0.854,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_2,34,36,1.5358,0.023273,0.002647,-0.8735,0.8088,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_2,36,38,1.53,0.022904,0.002178,-0.4806,0.7436,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0651,0651_2,38,40,1.4639,0.023659,0.001255,-1.5027,0.6222,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_1,0,2,0.0278,0.752406,0.29295000000000004,-3.5279,13.2975,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_1,2,4,0.0904,0.678976,0.283891,18.4785,4.1699,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_1,4,6,0.1042,0.692641,0.277823,14.1979,3.8254,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_1,6,8,0.0987,0.690591,0.274481,13.0459,11.9522,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_1,8,10,0.0922,0.675111,0.309688,31.6604,15.667,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_1,10,12,0.0753,0.686802,0.2865,45.2608,9.1122,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_1,12,14,0.1016,0.621302,0.223159,57.0116,5.4393,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_1,14,16,0.0948,0.622541,0.271604,76.0337,5.907,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_1,16,18,0.1602,0.581545,0.234197,104.7253,3.4068,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_1,18,20,0.1877,0.52514,0.224974,50.0585,2.6948,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_1,20,22,0.21560000000000001,0.5161290000000001,0.224488,33.8848,2.8076,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_1,22,24,0.2576,0.431411,0.178761,14.5694,1.5415,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_1,24,26,0.5397,0.204447,0.089135,3.6163,1.1105,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_1,26,28,0.7434,0.14684,0.058329,2.3153,1.4847,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_1,28,30,0.838,0.109484,0.04703,0.7541,0.7362,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_1,30,32,0.8793,0.091244,0.033441,2.3169,0.8205,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_1,32,34,1.0103,0.072909,0.02835799999999999,0.3214,0.3709,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_1,34,36,1.1134,0.08025600000000001,0.02532099999999999,0.9815,0.612,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_1,36,38,1.1049,0.085682,0.02268,0.5153,1.0934,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_2,0,2,0.0271,0.6984210000000001,0.290459,-1.4126,19.3056,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_2,2,4,0.0694,0.620753,0.258096,24.64,3.9851,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_2,4,6,0.1097,0.578369,0.228395,19.4219,3.4436,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_2,6,8,0.0953,0.671205,0.266496,29.0731,4.0959,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_2,8,10,0.0936,0.634396,0.272543,37.7003,4.0776,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_2,10,12,0.0817,0.686766,0.227852,45.3542,4.5021,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_2,12,14,0.1126,0.602694,0.263088,46.9376,3.6894,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_2,14,16,0.1231,0.60604,0.249701,72.888,3.6843,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_2,16,18,0.1472,0.594235,0.234585,69.4008,3.1633,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_2,18,20,0.1456,0.5432939999999999,0.238681,92.9438,3.3044,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_2,20,22,0.2044,0.494052,0.221563,72.4005,2.4823,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_2,22,24,0.226,0.495881,0.217872,28.7388,1.9473,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_2,24,26,0.2788,0.42993,0.17768499999999998,18.5044,1.6019,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_2,26,28,0.3921,0.302469,0.123819,3.4434,1.033,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_2,28,30,0.5081,0.214785,0.098339,1.8013,0.7642,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_2,30,32,0.5363,0.215763,0.10736,1.2451,0.5254,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_2,32,34,0.5474,0.204615,0.090688,1.0948,0.7173,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0669,0669_2,34,36,0.8141,0.145703,0.056338,NA,NA,NA,single set of methods,NA
Piazza_et_al_2020,CRMS0669,0669_2,36,38,0.7844,0.135312,0.05729,NA,NA,NA,single set of methods,NA
Piazza_et_al_2020,CRMS0669,0669_2,38,40,0.9665,0.093575,0.038024,NA,NA,NA,single set of methods,NA
Piazza_et_al_2020,CRMS0672,0672_1,0,2,0.2962,0.157748,0.04023699999999999,3.0652,1.2959,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0672,0672_1,2,4,0.4821,0.105742,0.03394,1.8892,0.9146,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0672,0672_1,4,6,0.5107,0.110624,0.028645,2.4692,0.8636,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0672,0672_1,6,8,0.4147,0.145358,0.06135799999999999,4.8299,1.0424,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0672,0672_1,8,10,0.2078,0.378277,0.137852,5.5258,1.7184,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0672,0672_1,10,12,0.1273,0.631032,0.276446,9.9887,2.831,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0672,0672_1,12,14,0.1245,0.589322,0.238566,32.7133,2.9739,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0672,0672_1,14,16,0.2116,0.380682,0.152839,97.5222,2.5747,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0672,0672_1,16,18,0.3286,0.244022,0.139427,97.5924,1.352,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0672,0672_1,18,20,0.3706,0.204348,0.090765,74.6484,1.649,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0672,0672_1,20,22,0.4052,0.087625,0.092176,22.4054,1.1179,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0672,0672_1,22,24,0.6175,0.15426,0.061462,2.4785,0.5078,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0672,0672_1,24,26,0.8034,0.125624,0.046319,0.8338,0.5469,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0672,0672_1,26,28,0.8273,0.103073,0.036873,0.9734,0.5075,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0672,0672_1,28,30,1.0575,0.072712,0.017115,-0.0717,0.4234,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0672,0672_1,30,32,1.1119,0.061828,0.014755,-0.4873,0.4353,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0672,0672_1,32,34,1.1143,0.061093,0.009689,-0.3901,0.4127,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0672,0672_1,34,36,1.0032,0.067508,0.012616,-1.0605,0.4969,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0672,0672_2,0,2,0.4227,0.120337,0.044369,3.442,0.9982,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0672,0672_2,2,4,0.6216,0.091413,0.024794,3.2942,0.6499,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0672,0672_2,4,6,0.3133,0.226503,0.079021,6.168,1.1669,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0672,0672_2,6,8,0.1678,0.486878,0.144201,7.1155,1.8745,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0672,0672_2,8,10,0.1288,0.619954,0.24502,5.8811,2.4967,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0672,0672_2,10,12,0.1384,0.643539,0.27492300000000003,5.6937,2.5745,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0672,0672_2,12,14,0.1278,0.7053889999999999,0.291128,12.5691,2.7808,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0672,0672_2,14,16,0.1615,0.5715,0.238544,64.0444,2.716,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0672,0672_2,16,18,0.2901,0.314627,0.129865,110.5631,1.8168,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0672,0672_2,18,20,0.4037,0.22426,0.106757,63.917,1.4303,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0672,0672_2,20,22,0.4822,0.195402,0.08091100000000001,41.9068,1.1703,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0672,0672_2,22,24,0.593,0.17653300000000002,0.072127,11.6866,0.8294,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0672,0672_2,24,26,0.7625,0.132193,0.04734899999999999,1.6638,0.5956,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0672,0672_2,26,28,1.0326,0.091282,0.026997,1.0636,0.3974,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0672,0672_2,28,30,0.9904,0.078868,0.016662,0.539,0.3317,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0672,0672_2,30,32,1.1954,0.06162799999999999,0.012118,-0.0208,0.3539,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0672,0672_2,32,34,1.1846,0.057848,0.010045,-0.1633,0.3707,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0672,0672_2,34,36,1.1019,0.074403,0.019469,-0.1829,0.3218,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_1,0,2,0.0228,0.919528,0.471115,38.5799,11.5063,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_1,2,4,0.0281,0.892894,0.446274,21.8783,9.632,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_1,4,6,0.0478,0.877447,0.45504199999999995,34.0101,5.8165,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_1,6,8,0.0603,0.8830549999999999,0.457684,45.4518,7.1965,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_1,8,10,0.0681,0.782486,0.4135390000000001,164.1549,6.9317,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_1,10,12,0.0491,0.865554,0.45146099999999995,46.651,7.5396,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_1,12,14,0.0734,0.6565439999999999,0.354018,71,5.0854,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_1,14,16,0.1042,0.6001489999999999,0.283411,79.2792,4.2108,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_1,16,18,0.0788,0.654405,0.33904,25.3855,4.872,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_1,18,20,0.0592,0.743661,0.3962250000000001,38.9845,6.5802,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_1,20,22,0.0599,0.8086369999999999,0.427824,50.532,6.1426,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_1,22,24,0.0478,0.844891,0.452068,21.7427,7.9332,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_1,24,26,0.0512,0.8686440000000001,0.473695,10.9489,8.932,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_1,26,28,0.0516,0.889336,0.495395,18.9865,7.4947,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_1,28,30,0.0524,0.900709,0.505011,14.7635,7.4534,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS1277,1277_1,30,32,0.0441,0.919512,0.498762,6.0284,8.8654,NA,single set of methods,becquerelsPerKilogram
