study_id,site_id,core_id,position_method,position_notes,habitat,latitude,longitude
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_70,NA,NA,seagrass,7.256833333333334,99.45016666666666
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_71,NA,NA,seagrass,7.272166666666666,99.4635
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_72,NA,NA,seagrass,7.2625,99.45733333333334
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_73,NA,NA,seagrass,7.238333333333333,99.44033333333333
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_74,NA,NA,seagrass,7.2556666666666665,99.46216666666666
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_75,NA,NA,seagrass,7.245666666666667,99.4535
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_76,NA,NA,seagrass,7.272333333333333,99.47633333333333
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_77,NA,NA,seagrass,7.221666666666667,99.39666666666666
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_78,NA,NA,seagrass,7.2475,99.51933333333334
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_79,NA,NA,seagrass,7.194333333333334,99.55766666666666
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_8,NA,NA,seagrass,16.368666666666666,119.95983333333334
Kamp-Nielsen_et_al_2002,Phuket,Kamp-Nielsen_et_al_2002_80,NA,NA,seagrass,8.038,98.42333333333333
Kamp-Nielsen_et_al_2002,Phuket,Kamp-Nielsen_et_al_2002_81,NA,NA,seagrass,8.043,98.4315
Kamp-Nielsen_et_al_2002,Phuket,Kamp-Nielsen_et_al_2002_82,NA,NA,seagrass,8.026333333333334,98.41766666666666
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_9,NA,NA,seagrass,16.378833333333333,119.91183333333333
Koch_and_Madden_2001,Eastern_Grand_Bahama,Koch_and_Madden_2001_1,NA,NA,seagrass,26.621,-77.828
Koch_and_Madden_2001,Eastern_Grand_Bahama,Koch_and_Madden_2001_2,NA,NA,seagrass,26.621,-77.828
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_1,NA,NA,seagrass,56.88,9.07
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_10,NA,NA,seagrass,56.88,9.07
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_11,NA,NA,seagrass,56.88,9.07
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_12,NA,NA,seagrass,56.88,9.07
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_13,NA,NA,seagrass,56.88,9.07
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_14,NA,NA,seagrass,56.88,9.07
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_15,NA,NA,seagrass,56.88,9.07
Krause-Jensen_et_al_2011,Aarhus_Bay,Krause-Jensen_et_al_2011_16,NA,NA,seagrass,56.13,10.34
Krause-Jensen_et_al_2011,Aarhus_Bay,Krause-Jensen_et_al_2011_17,NA,NA,seagrass,56.13,10.34
Krause-Jensen_et_al_2011,Aarhus_Bay,Krause-Jensen_et_al_2011_18,NA,NA,seagrass,56.13,10.34
Krause-Jensen_et_al_2011,Aarhus_Bay,Krause-Jensen_et_al_2011_19,NA,NA,seagrass,56.13,10.34
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_2,NA,NA,seagrass,56.88,9.07
Krause-Jensen_et_al_2011,Aarhus_Bay,Krause-Jensen_et_al_2011_20,NA,NA,seagrass,56.13,10.34
Krause-Jensen_et_al_2011,Aarhus_Bay,Krause-Jensen_et_al_2011_21,NA,NA,seagrass,56.13,10.34
Krause-Jensen_et_al_2011,Aarhus_Bay,Krause-Jensen_et_al_2011_22,NA,NA,seagrass,56.13,10.34
Krause-Jensen_et_al_2011,Horsens_Fjord,Krause-Jensen_et_al_2011_23,NA,NA,seagrass,55.82,10.14
Krause-Jensen_et_al_2011,Horsens_Fjord,Krause-Jensen_et_al_2011_24,NA,NA,seagrass,55.82,10.14
Krause-Jensen_et_al_2011,Horsens_Fjord,Krause-Jensen_et_al_2011_25,NA,NA,seagrass,55.82,10.14
Krause-Jensen_et_al_2011,Vejle_Fjord,Krause-Jensen_et_al_2011_26,NA,NA,seagrass,55.64,9.87
Krause-Jensen_et_al_2011,Vejle_Fjord,Krause-Jensen_et_al_2011_27,NA,NA,seagrass,55.64,9.87
Krause-Jensen_et_al_2011,Vejle_Fjord,Krause-Jensen_et_al_2011_28,NA,NA,seagrass,55.64,9.87
Krause-Jensen_et_al_2011,Vejle_Fjord,Krause-Jensen_et_al_2011_29,NA,NA,seagrass,55.64,9.87
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_3,NA,NA,seagrass,56.88,9.07
Krause-Jensen_et_al_2011,Vejle_Fjord,Krause-Jensen_et_al_2011_30,NA,NA,seagrass,55.64,9.87
Krause-Jensen_et_al_2011,Odense_Fjord,Krause-Jensen_et_al_2011_31,NA,NA,seagrass,55.58,10.53
Krause-Jensen_et_al_2011,Odense_Fjord,Krause-Jensen_et_al_2011_32,NA,NA,seagrass,55.58,10.53
Krause-Jensen_et_al_2011,Odense_Fjord,Krause-Jensen_et_al_2011_33,NA,NA,seagrass,55.58,10.53
Krause-Jensen_et_al_2011,Odense_Fjord,Krause-Jensen_et_al_2011_34,NA,NA,seagrass,55.58,10.53
Krause-Jensen_et_al_2011,Little_Belt_area,Krause-Jensen_et_al_2011_35,NA,NA,seagrass,55.02,10
Krause-Jensen_et_al_2011,Little_Belt_area,Krause-Jensen_et_al_2011_36,NA,NA,seagrass,55.02,10
Krause-Jensen_et_al_2011,Little_Belt_area,Krause-Jensen_et_al_2011_37,NA,NA,seagrass,55.02,10
Krause-Jensen_et_al_2011,Little_Belt_area,Krause-Jensen_et_al_2011_38,NA,NA,seagrass,55.02,10
Krause-Jensen_et_al_2011,Little_Belt_area,Krause-Jensen_et_al_2011_39,NA,NA,seagrass,55.02,10
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_4,NA,NA,seagrass,56.88,9.07
Krause-Jensen_et_al_2011,Little_Belt_area,Krause-Jensen_et_al_2011_40,NA,NA,seagrass,55.02,10
Krause-Jensen_et_al_2011,Little_Belt_area,Krause-Jensen_et_al_2011_41,NA,NA,seagrass,55.02,10
Krause-Jensen_et_al_2011,Little_Belt_area,Krause-Jensen_et_al_2011_42,NA,NA,seagrass,55.02,10
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_5,NA,NA,seagrass,56.88,9.07
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_6,NA,NA,seagrass,56.88,9.07
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_7,NA,NA,seagrass,56.88,9.07
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_8,NA,NA,seagrass,56.88,9.07
Krause-Jensen_et_al_2011,Limfjorden,Krause-Jensen_et_al_2011_9,NA,NA,seagrass,56.88,9.07
Kristensen_et_al_2000,Phuket,Kristensen_et_al_2000_1,NA,NA,unvegetated,8.05,98.4167
Kristensen_et_al_2000,Phuket,Kristensen_et_al_2000_2,NA,NA,seagrass,8.05,98.4167
Larned_2003,Yaquina_Bay_Oregon,Larned_2003_1,NA,NA,seagrass,44.6,-124
Larned_2003,Yaquina_Bay_Oregon,Larned_2003_2,NA,NA,seagrass,44.6,-124
Larned_2003,Yaquina_Bay_Oregon,Larned_2003_3,NA,NA,unvegetated,44.6,-124
Larned_2003,Yaquina_Bay_Oregon,Larned_2003_4,NA,NA,unvegetated,44.6,-124
Larned_2003,Yaquina_Bay_Oregon,Larned_2003_5,NA,NA,seagrass,44.6,-124
Larned_2003,Yaquina_Bay_Oregon,Larned_2003_6,NA,NA,seagrass,44.6,-124
Leduc_and_Probert_2011,Papanui_Inlet,Leduc_and_Probert_2011_1,NA,NA,unvegetated,-45.84746806,170.711856
Leduc_and_Probert_2011,Papanui_Inlet,Leduc_and_Probert_2011_2,NA,NA,unvegetated,-45.84746806,170.711856
Leduc_and_Probert_2011,Papanui_Inlet,Leduc_and_Probert_2011_3,NA,NA,seagrass,-45.84743889,170.7118292
Leduc_and_Probert_2011,Papanui_Inlet,Leduc_and_Probert_2011_4,NA,NA,seagrass,-45.84744491,170.7118319
Leduc_and_Probert_2011,Papanui_Inlet,Leduc_and_Probert_2011_5,NA,NA,seagrass,-45.84744491,170.7118319
Lee_et_al_2005,Seungbong_Island,Lee_et_al_2005_1,NA,NA,NA,37.15,126.2833
Lee_et_al_2005,Seungbong_Island,Lee_et_al_2005_2,NA,NA,NA,37.15,126.2833
Lee_et_al_2005,Seungbong_Island,Lee_et_al_2005_3,NA,NA,NA,37.15,126.2833
Lewis_et_al_2007,Santa_Rosa_Sound,Lewis_et_al_2007_1,NA,NA,seagrass,30.376,-87.012
Lewis_et_al_2007,St_Joseph_Bay,Lewis_et_al_2007_10,NA,NA,seagrass,29.868,-85.366
Lewis_et_al_2007,St_Joseph_Bay,Lewis_et_al_2007_11,NA,NA,seagrass,29.868,-85.366
Lewis_et_al_2007,Ohio_Key,Lewis_et_al_2007_12,NA,NA,seagrass,24.674,-81.242
Lewis_et_al_2007,Little_Duck_Key,Lewis_et_al_2007_13,NA,NA,seagrass,24.679,-81.236
Lewis_et_al_2007,Santa_Rosa_Sound,Lewis_et_al_2007_14,NA,NA,unvegetated,30.376,-87.012
Lewis_et_al_2007,Santa_Rosa_Sound,Lewis_et_al_2007_15,NA,NA,unvegetated,30.376,-87.012
Lewis_et_al_2007,Santa_Rosa_Sound,Lewis_et_al_2007_16,NA,NA,unvegetated,30.376,-87.012
Lewis_et_al_2007,Santa_Rosa_Sound,Lewis_et_al_2007_17,NA,NA,unvegetated,30.376,-87.012
Lewis_et_al_2007,Santa_Rosa_Sound,Lewis_et_al_2007_18,NA,NA,unvegetated,30.376,-87.012
Lewis_et_al_2007,Santa_Rosa_Sound,Lewis_et_al_2007_19,NA,NA,unvegetated,30.376,-87.012
Lewis_et_al_2007,Santa_Rosa_Sound,Lewis_et_al_2007_2,NA,NA,seagrass,30.376,-87.012
Lewis_et_al_2007,Little_Sabine_Bay,Lewis_et_al_2007_20,NA,NA,unvegetated,30.335,-87.239
Lewis_et_al_2007,Choctwhatchee_Bay,Lewis_et_al_2007_21,NA,NA,unvegetated,30.416,-86.573
Lewis_et_al_2007,Bonito_Bay,Lewis_et_al_2007_22,NA,NA,unvegetated,30.081,-85.494
Lewis_et_al_2007,St_Joseph_Bay,Lewis_et_al_2007_23,NA,NA,unvegetated,29.868,-85.366
Lewis_et_al_2007,St_Joseph_Bay,Lewis_et_al_2007_24,NA,NA,unvegetated,29.868,-85.366
Lewis_et_al_2007,Ohio_Key,Lewis_et_al_2007_25,NA,NA,unvegetated,24.674,-81.242
Lewis_et_al_2007,Little_Duck_Key,Lewis_et_al_2007_26,NA,NA,unvegetated,24.679,-81.236
Lewis_et_al_2007,Santa_Rosa_Sound,Lewis_et_al_2007_3,NA,NA,seagrass,30.376,-87.012
Lewis_et_al_2007,Santa_Rosa_Sound,Lewis_et_al_2007_4,NA,NA,seagrass,30.376,-87.012
Lewis_et_al_2007,Santa_Rosa_Sound,Lewis_et_al_2007_5,NA,NA,seagrass,30.376,-87.012
Lewis_et_al_2007,Santa_Rosa_Sound,Lewis_et_al_2007_6,NA,NA,seagrass,30.376,-87.012
Lewis_et_al_2007,Little_Sabine_Bay,Lewis_et_al_2007_7,NA,NA,seagrass,30.335,-87.239
Lewis_et_al_2007,Choctwhatchee_Bay,Lewis_et_al_2007_8,NA,NA,seagrass,30.416,-86.573
Lewis_et_al_2007,Bonito_Bay,Lewis_et_al_2007_9,NA,NA,seagrass,30.081,-85.494
Lillebo_et_al_2006,Mondego_Estuary._Portugal,Lillebo_et_al_2006_1,NA,NA,seagrass,40.1333,8.8333
Lillebo_et_al_2006,Mondego_Estuary._Portugal,Lillebo_et_al_2006_2,NA,NA,unvegetated,40.1333,8.8333
Lillebo_et_al_2006,Mondego_Estuary._Portugal,Lillebo_et_al_2006_3,NA,NA,unvegetated,40.1333,8.8333
Maher_and_Eyre_2010,Hastings_River,Maher_and_Eyre_2010_1,NA,NA,seagrass,-31.25,152.5
Maher_and_Eyre_2010,Camden_Haven,Maher_and_Eyre_2010_10,NA,NA,unvegetated,-31.39,152.47
Maher_and_Eyre_2010,Camden_Haven,Maher_and_Eyre_2010_11,NA,NA,unvegetated,-31.39,152.47
Maher_and_Eyre_2010,Camden_Haven,Maher_and_Eyre_2010_12,NA,NA,unvegetated,-31.39,152.47
Maher_and_Eyre_2010,Camden_Haven,Maher_and_Eyre_2010_13,NA,NA,unvegetated,-31.39,152.47
Maher_and_Eyre_2010,Camden_Haven,Maher_and_Eyre_2010_14,NA,NA,unvegetated,-31.39,152.47
Maher_and_Eyre_2010,Camden_Haven,Maher_and_Eyre_2010_15,NA,NA,unvegetated,-31.39,152.47
Maher_and_Eyre_2010,Camden_Haven,Maher_and_Eyre_2010_16,NA,NA,unvegetated,-31.39,152.47
Maher_and_Eyre_2010,Camden_Haven,Maher_and_Eyre_2010_17,NA,NA,unvegetated,-31.39,152.47
Maher_and_Eyre_2010,Wallis_Lake,Maher_and_Eyre_2010_18,NA,NA,seagrass,-32.15,152.28
Maher_and_Eyre_2010,Wallis_Lake,Maher_and_Eyre_2010_19,NA,NA,seagrass,-32.15,152.28
Maher_and_Eyre_2010,Hastings_River,Maher_and_Eyre_2010_2,NA,NA,seagrass,-31.25,152.5
Maher_and_Eyre_2010,Wallis_Lake,Maher_and_Eyre_2010_20,NA,NA,seagrass,-32.15,152.28
Maher_and_Eyre_2010,Wallis_Lake,Maher_and_Eyre_2010_21,NA,NA,seagrass,-32.15,152.28
Maher_and_Eyre_2010,Wallis_Lake,Maher_and_Eyre_2010_22,NA,NA,unvegetated,-32.15,152.28
Maher_and_Eyre_2010,Wallis_Lake,Maher_and_Eyre_2010_23,NA,NA,unvegetated,-32.15,152.28
Maher_and_Eyre_2010,Wallis_Lake,Maher_and_Eyre_2010_24,NA,NA,unvegetated,-32.15,152.28
Maher_and_Eyre_2010,Hastings_River,Maher_and_Eyre_2010_3,NA,NA,unvegetated,-31.25,152.5
Maher_and_Eyre_2010,Hastings_River,Maher_and_Eyre_2010_4,NA,NA,unvegetated,-31.25,152.5
Maher_and_Eyre_2010,Hastings_River,Maher_and_Eyre_2010_5,NA,NA,unvegetated,-31.25,152.5
Maher_and_Eyre_2010,Hastings_River,Maher_and_Eyre_2010_6,NA,NA,unvegetated,-31.25,152.5
Maher_and_Eyre_2010,Camden_Haven,Maher_and_Eyre_2010_7,NA,NA,seagrass,-31.39,152.47
Maher_and_Eyre_2010,Camden_Haven,Maher_and_Eyre_2010_8,NA,NA,seagrass,-31.39,152.47
Maher_and_Eyre_2010,Camden_Haven,Maher_and_Eyre_2010_9,NA,NA,seagrass,-31.39,152.47
Marba_unpublished,Bolinao,Marba_unpublished_1,NA,NA,seagrass,16.44,119.92
Marba_unpublished,Bolinao,Marba_unpublished_2,NA,NA,seagrass,16.37,119.96
Marba_unpublished,Bolinao,Marba_unpublished_3,NA,NA,seagrass,16.35,119.94
Marba_unpublished,Nefyn,Marba_unpublished_4,NA,NA,seagrass,52.93,-4.57
Marba_unpublished,Anglesey,Marba_unpublished_5,NA,NA,seagrass,53.27,-4.58
Marba_unpublished,Anglesey,Marba_unpublished_6,NA,NA,seagrass,53.27,-4.58
Marba_unpublished,Anglesey,Marba_unpublished_7,NA,NA,seagrass,53.27,-4.58
Mateo_and_Serrano_unpublished,Portlligat_III,Mateo_and_Serrano_unpublished_1,NA,NA,seagrass,42.293,3.293
Mateo_and_Serrano_unpublished,Cádiz_Bay,Mateo_and_Serrano_unpublished_10,NA,NA,seagrass,36.5431,-6.2444
Mateo_and_Serrano_unpublished,Cádiz_Bay,Mateo_and_Serrano_unpublished_11,NA,NA,seagrass,36.5431,-6.2444
Mateo_and_Serrano_unpublished,Cádiz_Bay,Mateo_and_Serrano_unpublished_12,NA,NA,unvegetated,36.5431,-6.2444
Mateo_and_Serrano_unpublished,Cádiz_Bay,Mateo_and_Serrano_unpublished_13,NA,NA,unvegetated,36.5431,-6.2444
Mateo_and_Serrano_unpublished,Cádiz_Bay,Mateo_and_Serrano_unpublished_14,NA,NA,unvegetated,36.5431,-6.2444
Mateo_and_Serrano_unpublished,Santander_Bay,Mateo_and_Serrano_unpublished_15,NA,NA,seagrass,43.4392,-3.7749
Mateo_and_Serrano_unpublished,Santander_Bay,Mateo_and_Serrano_unpublished_16,NA,NA,seagrass,43.4392,-3.7749
Mateo_and_Serrano_unpublished,Santander_Bay,Mateo_and_Serrano_unpublished_17,NA,NA,seagrass,43.4392,-3.7749
Mateo_and_Serrano_unpublished,Santander_Bay,Mateo_and_Serrano_unpublished_18,NA,NA,unvegetated,43.4392,-3.7749
Mateo_and_Serrano_unpublished,Santander_Bay,Mateo_and_Serrano_unpublished_19,NA,NA,unvegetated,43.4392,-3.7749
Mateo_and_Serrano_unpublished,Talamanca,Mateo_and_Serrano_unpublished_2,NA,NA,seagrass,38.9118,1.4583
Mateo_and_Serrano_unpublished,Santander_Bay,Mateo_and_Serrano_unpublished_20,NA,NA,unvegetated,43.4392,-3.7749
Mateo_and_Serrano_unpublished,Santander_Bay,Mateo_and_Serrano_unpublished_21,NA,NA,seagrass,43.4392,-3.7749
Mateo_and_Serrano_unpublished,Santander_Bay,Mateo_and_Serrano_unpublished_22,NA,NA,seagrass,43.4392,-3.7749
Mateo_and_Serrano_unpublished,Santander_Bay,Mateo_and_Serrano_unpublished_23,NA,NA,seagrass,43.4392,-3.7749
Mateo_and_Serrano_unpublished,Santander_Bay,Mateo_and_Serrano_unpublished_24,NA,NA,unvegetated,43.4392,-3.7749
Mateo_and_Serrano_unpublished,Santander_Bay,Mateo_and_Serrano_unpublished_25,NA,NA,unvegetated,43.4392,-3.7749
Mateo_and_Serrano_unpublished,Santander_Bay,Mateo_and_Serrano_unpublished_26,NA,NA,unvegetated,43.4392,-3.7749
Mateo_and_Serrano_unpublished,Oued_Tahaddart,Mateo_and_Serrano_unpublished_27,NA,NA,seagrass,35.5788,-5.9897
Mateo_and_Serrano_unpublished,Oued_Tahaddart,Mateo_and_Serrano_unpublished_28,NA,NA,seagrass,35.5788,-5.9897
Mateo_and_Serrano_unpublished,Oued_Tahaddart,Mateo_and_Serrano_unpublished_29,NA,NA,seagrass,35.5788,-5.9897
Mateo_and_Serrano_unpublished,Talamanca,Mateo_and_Serrano_unpublished_3,NA,NA,seagrass,38.9118,1.4583
Mateo_and_Serrano_unpublished,Oued_Tahaddart,Mateo_and_Serrano_unpublished_30,NA,NA,seagrass,35.5788,-5.9897
Mateo_and_Serrano_unpublished,Oued_Tahaddart,Mateo_and_Serrano_unpublished_31,NA,NA,seagrass,35.5788,-5.9897
Mateo_and_Serrano_unpublished,Oued_Tahaddart,Mateo_and_Serrano_unpublished_32,NA,NA,seagrass,35.5788,-5.9897
Mateo_and_Serrano_unpublished,Oued_Tahaddart,Mateo_and_Serrano_unpublished_33,NA,NA,seagrass,35.5788,-5.9897
Mateo_and_Serrano_unpublished,Oued_Tahaddart,Mateo_and_Serrano_unpublished_34,NA,NA,seagrass,35.5788,-5.9897
Mateo_and_Serrano_unpublished,Oued_Tahaddart,Mateo_and_Serrano_unpublished_35,NA,NA,seagrass,35.5788,-5.9897
Mateo_and_Serrano_unpublished,Oued_Tahaddart,Mateo_and_Serrano_unpublished_36,NA,NA,unvegetated,35.5788,-5.9897
Mateo_and_Serrano_unpublished,Oued_Tahaddart,Mateo_and_Serrano_unpublished_37,NA,NA,unvegetated,35.5788,-5.9897
Mateo_and_Serrano_unpublished,Oued_Tahaddart,Mateo_and_Serrano_unpublished_38,NA,NA,unvegetated,35.5788,-5.9897
Mateo_and_Serrano_unpublished,Talamanca,Mateo_and_Serrano_unpublished_4,NA,NA,seagrass,38.9118,1.4583
Mateo_and_Serrano_unpublished,Es_Pujols,Mateo_and_Serrano_unpublished_5,NA,NA,seagrass,38.728,1.4572
Mateo_and_Serrano_unpublished,Es_Pujols,Mateo_and_Serrano_unpublished_6,NA,NA,seagrass,38.728,1.4572
Mateo_and_Serrano_unpublished,Es_Pujols,Mateo_and_Serrano_unpublished_7,NA,NA,seagrass,38.728,1.4572
Mateo_and_Serrano_unpublished,Es_Pujols,Mateo_and_Serrano_unpublished_8,NA,NA,seagrass,38.728,1.4592
Mateo_and_Serrano_unpublished,Es_Pujols,Mateo_and_Serrano_unpublished_9,NA,NA,seagrass,38.728,1.4592
Mateo_et_al_1997,Tabarca_South,Mateo_et_al_1997_1,NA,NA,seagrass,38.162,-0.473
Mateo_et_al_1997,Portlligat_I,Mateo_et_al_1997_10,NA,NA,seagrass,42.294,3.289
Mateo_et_al_1997,Culip,Mateo_et_al_1997_11,NA,NA,seagrass,42.322,3.309
Mateo_et_al_1997,Medes_Islands,Mateo_et_al_1997_12,NA,NA,seagrass,42.046,3.217
Mateo_et_al_1997,Medes_Islands,Mateo_et_al_1997_13,NA,NA,seagrass,42.046,3.217
Mateo_et_al_1997,Ischia,Mateo_et_al_1997_14,NA,NA,seagrass,40.753,13.9
Mateo_et_al_1997,Tabarca_South,Mateo_et_al_1997_2,NA,NA,seagrass,38.162,-0.473
Mateo_et_al_1997,Tabarca_South,Mateo_et_al_1997_3,NA,NA,seagrass,38.162,-0.473
Mateo_et_al_1997,Tabarca_North,Mateo_et_al_1997_4,NA,NA,seagrass,38.167,-0.476
Mateo_et_al_1997,El_Campello,Mateo_et_al_1997_5,NA,NA,seagrass,38.423,-0.384
Mateo_et_al_1997,El_Campello,Mateo_et_al_1997_6,NA,NA,seagrass,38.423,-0.384
Mateo_et_al_1997,El_Campello,Mateo_et_al_1997_7,NA,NA,seagrass,38.423,-0.384
Mateo_et_al_1997,Portlligat_I,Mateo_et_al_1997_8,NA,NA,seagrass,42.294,3.289
Mateo_et_al_1997,Portlligat_I,Mateo_et_al_1997_9,NA,NA,seagrass,42.294,3.289
Mateo_unpublished,Villajoyosa,Mateo_unpublished_1,NA,NA,seagrass,38.504,-0.226
Mateo_unpublished,Villajoyosa,Mateo_unpublished_2,NA,NA,seagrass,38.504,-0.226
Mateo_unpublished,Villajoyosa,Mateo_unpublished_3,NA,NA,seagrass,38.504,-0.226
Mateo_unpublished,Saline_Bay,Mateo_unpublished_4,NA,NA,seagrass,35.96,14.43
Mateo_unpublished,Saline_Bay,Mateo_unpublished_5,NA,NA,seagrass,35.96,14.43
Mateo_unpublished,Saline_Bay,Mateo_unpublished_6,NA,NA,seagrass,35.96,14.43
Mateo_unpublished,Melieha_Bay,Mateo_unpublished_7,NA,NA,seagrass,35.972,14.3624
McGlathery_et_al_2012,Virginia_Coastal_Bays,McGlathery_et_al_2012_1,NA,NA,unvegetated,37.239195,-75.861174
McGlathery_et_al_2012,Virginia_Coastal_Bays,McGlathery_et_al_2012_2,NA,NA,unvegetated,37.240004,-75.857644
McGlathery_et_al_2012,Virginia_Coastal_Bays,McGlathery_et_al_2012_3,NA,NA,unvegetated,37.271823,-75.822058
McGlathery_et_al_2012,Virginia_Coastal_Bays,McGlathery_et_al_2012_4,NA,NA,unvegetated,37.269897,-75.824192
McGlathery_et_al_2012,Virginia_Coastal_Bays,McGlathery_et_al_2012_5,NA,NA,seagrass,37.26682227,-75.81253194
McGlathery_et_al_2012,Virginia_Coastal_Bays,McGlathery_et_al_2012_6,NA,NA,seagrass,37.26574872,-75.81266697
McGlathery_et_al_2012,Virginia_Coastal_Bays,McGlathery_et_al_2012_7,NA,NA,seagrass,37.2641834,-75.81352989
McGlathery_et_al_2012,Virginia_Coastal_Bays,McGlathery_et_al_2012_8,NA,NA,seagrass,37.26252797,-75.81307224
Mellors_et_al_2002,Ellie_Pt,Mellors_et_al_2002_1,NA,NA,seagrass,-16.8773,145.7853
Mellors_et_al_2002,Lugger_Bay,Mellors_et_al_2002_2,NA,NA,seagrass,-17.9486,146.1056
Mellors_et_al_2002,Meunga_Creek,Mellors_et_al_2002_3,NA,NA,seagrass,-18.2634,146.0358
Mellors_et_al_2002,Horseshoe_Bay,Mellors_et_al_2002_4,NA,NA,seagrass,-19.1133,146.8514
Mellors_et_al_2002,Geoffrey_Bay,Mellors_et_al_2002_5,NA,NA,seagrass,-19.16745,146.8602
Mellors_et_al_2002,Bolger_Bay,Mellors_et_al_2002_6,NA,NA,seagrass,-19.1487,146.7909
Mellors_et_al_2002,Windy_Point,Mellors_et_al_2002_7,NA,NA,seagrass,-19.784300000000002,147.7543
Mellors_et_al_2002,Port_Dennison,Mellors_et_al_2002_8,NA,NA,seagrass,-20.026,148.255
Miyajima_et_al_1998,Green_Island_Great_Barrier_Reef,Miyajima_et_al_1998_1,NA,NA,unvegetated,-16.45,145.58
Miyajima_et_al_1998,Green_Island_Great_Barrier_Reef,Miyajima_et_al_1998_2,NA,NA,seagrass,-16.45,145.58
Oakes_and_Connolly_2004,Redland_Bay,Oakes_and_Connolly_2004_1,NA,NA,seagrass,-27.5333,153.31667
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_1,NA,NA,seagrass,2.310125,104.093168
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_10,NA,NA,seagrass,2.288207,104.10624
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_11,NA,NA,seagrass,2.286188,104.103381
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_12,NA,NA,seagrass,2.285454,104.109446
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_13,NA,NA,seagrass,2.278968,104.107708
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_14,NA,NA,seagrass,2.28385,104.111586
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_15,NA,NA,seagrass,2.279723,104.115095
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_16,NA,NA,seagrass,2.275221,104.117561
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_17,NA,NA,seagrass,2.27034,104.114653
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_18,NA,NA,seagrass,2.278738,104.128694
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_19,NA,NA,seagrass,2.267644,104.125326
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_2,NA,NA,seagrass,2.309649,104.092464
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_20,NA,NA,seagrass,2.265741,104.123981
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_21,NA,NA,seagrass,2.281969,104.132855
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_22,NA,NA,seagrass,2.280819,104.134222
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_23,NA,NA,seagrass,2.264597,104.14909
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_24,NA,NA,unvegetated,2.304024,104.09283
