study_id,core_id,country,core_latitude,core_longitude
Figueiredo_da_Silva_et_al_2009,Figueiredo_da_Silva_et_al_2009_9,Portugal,40.712687,-8.682124
Keuskamp_et_al_2013,M0970,Saudi Arabia,22.33111111,39.09972222
Holmer_et_al_2007,Holmer_et_al_2007_4,Spain,38.42083333,-0.347666667
Holmer_et_al_2007,Holmer_et_al_2007_5,Spain,38.4208,-0.3477
Holmer_et_al_2007,Holmer_et_al_2007_6,Spain,38.4208,-0.3477
Mateo_and_Serrano_unpublished,Mateo_and_Serrano_unpublished_10,Spain,36.5431,-6.2444
Mateo_and_Serrano_unpublished,Mateo_and_Serrano_unpublished_11,Spain,36.5431,-6.2444
Mateo_and_Serrano_unpublished,Mateo_and_Serrano_unpublished_12,Spain,36.5431,-6.2444
Mateo_and_Serrano_unpublished,Mateo_and_Serrano_unpublished_13,Spain,36.5431,-6.2444
Mateo_and_Serrano_unpublished,Mateo_and_Serrano_unpublished_14,Spain,36.5431,-6.2444
Mateo_and_Serrano_unpublished,Mateo_and_Serrano_unpublished_15,Spain,43.4392,-3.7749
Mateo_and_Serrano_unpublished,Mateo_and_Serrano_unpublished_16,Spain,43.4392,-3.7749
Mateo_and_Serrano_unpublished,Mateo_and_Serrano_unpublished_17,Spain,43.4392,-3.7749
Mateo_and_Serrano_unpublished,Mateo_and_Serrano_unpublished_18,Spain,43.4392,-3.7749
Mateo_and_Serrano_unpublished,Mateo_and_Serrano_unpublished_19,Spain,43.4392,-3.7749
Mateo_and_Serrano_unpublished,Mateo_and_Serrano_unpublished_20,Spain,43.4392,-3.7749
Mateo_and_Serrano_unpublished,Mateo_and_Serrano_unpublished_21,Spain,43.4392,-3.7749
Mateo_and_Serrano_unpublished,Mateo_and_Serrano_unpublished_22,Spain,43.4392,-3.7749
Mateo_and_Serrano_unpublished,Mateo_and_Serrano_unpublished_23,Spain,43.4392,-3.7749
Mateo_and_Serrano_unpublished,Mateo_and_Serrano_unpublished_24,Spain,43.4392,-3.7749
Mateo_and_Serrano_unpublished,Mateo_and_Serrano_unpublished_25,Spain,43.4392,-3.7749
Mateo_and_Serrano_unpublished,Mateo_and_Serrano_unpublished_26,Spain,43.4392,-3.7749
Mateo_et_al_1997,Mateo_et_al_1997_5,Spain,38.423,-0.384
Mateo_et_al_1997,Mateo_et_al_1997_6,Spain,38.423,-0.384
Mateo_et_al_1997,Mateo_et_al_1997_7,Spain,38.423,-0.384
Mateo_unpublished,Mateo_unpublished_1,Spain,38.504,-0.226
Mateo_unpublished,Mateo_unpublished_2,Spain,38.504,-0.226
Mateo_unpublished,Mateo_unpublished_3,Spain,38.504,-0.226
Van_Engeland_2010,Van_Engeland_2010_1,Spain,36.47021944,-6.251963889
Van_Engeland_2010,Van_Engeland_2010_2,Spain,36.47021944,-6.251963889
Bouillon_et_al_2003,M0156,Sri Lanka,7.515981,79.812103
Bouillon_et_al_2003,M0157,Sri Lanka,7.515981,79.812103
Bouillon_et_al_2003,M0158,Sri Lanka,7.515981,79.812103
Bouillon_et_al_2003,M0159,Sri Lanka,7.515981,79.812103
Bouillon_et_al_2003,M0160,Sri Lanka,7.515981,79.812103
Bouillon_et_al_2003,M0161,Sri Lanka,7.515981,79.812103
Bouillon_et_al_2003,M0162,Sri Lanka,7.515981,79.812103
Bouillon_et_al_2003,M0163,Sri Lanka,7.515981,79.812103
Bouillon_et_al_2003,M0164,Sri Lanka,7.515981,79.812103
Bouillon_et_al_2003,M0165,Sri Lanka,7.515981,79.812103
Bouillon_et_al_2003,M0166,Sri Lanka,7.515981,79.812103
Bouillon_et_al_2003,M0167,Sri Lanka,7.515981,79.812103
Bouillon_et_al_2003,M0168,Sri Lanka,7.515981,79.812103
Bouillon_et_al_2003,M0169,Sri Lanka,7.515981,79.812103
Bouillon_et_al_2003,M0170,Sri Lanka,7.515981,79.812103
Bouillon_et_al_2003,M0171,Sri Lanka,7.515981,79.812103
Bouillon_et_al_2004_FEMS,M0665,Sri Lanka,7.515981,79.812103
Bouillon_et_al_2004_FEMS,M0666,Sri Lanka,7.515981,79.812103
Bouillon_et_al_2004_FEMS,M0667,Sri Lanka,7.515981,79.812103
Bouillon_et_al_2004_FEMS,M0668,Sri Lanka,7.515981,79.812103
Bouillon_et_al_2004_FEMS,M0669,Sri Lanka,7.515981,79.812103
Bouillon_et_al_2004_FEMS,M0670,Sri Lanka,7.515981,79.812103
Dissanayake_and_Chandrasekara_2014,M1324,Sri Lanka,7.195614,79.843577
Dissanayake_and_Chandrasekara_2014,M1325,Sri Lanka,7.19536,79.843759
Dissanayake_and_Chandrasekara_2014,M1326,Sri Lanka,7.196772,79.843314
Kao_et_al_2002,M0965,Taiwan,25.16457,121.417444
Kao_et_al_2002,M0966,Taiwan,25.155259,121.456044
Alongi_et_al_2001,M0732,Thailand,10.280598,99.162639
Alongi_et_al_2001,M0733,Thailand,10.280598,99.162639
Alongi_et_al_2001,M0734,Thailand,10.373296,99.217642
Alongi_et_al_2001,M0735,Thailand,10.373296,99.217642
Thimdee_et_al_2003,M1321,Thailand,12.592161,101.906571
Gillis_et_al_2017,M1520,Thailand,8.210624,98.339469
Gillis_et_al_2017,M1521,Thailand,8.202915,98.317947
Bukoski_et_al_2017,M1532,Thailand,8,99
Bukoski_et_al_2017,M1533,Thailand,8,99
Bukoski_et_al_2017,M1534,Thailand,8.1,98.9
Bukoski_et_al_2017,M1535,Thailand,8.1,98.9
Bukoski_et_al_2017,M1536,Thailand,8.1,98.9
Bukoski_et_al_2017,M1537,Thailand,8.1,98.9
Bukoski_et_al_2017,M1538,Thailand,8,98.9
Bukoski_et_al_2017,M1539,Thailand,8,98.9
Bukoski_et_al_2017,M1540,Thailand,8,99
Bukoski_et_al_2017,M1541,Thailand,8,99
Bukoski_et_al_2017,M1542,Thailand,8.1,98.9
Bukoski_et_al_2017,M1543,Thailand,8.1,98.9
Bukoski_et_al_2017,M1544,Thailand,8,99
Bukoski_et_al_2017,M1545,Thailand,8,99
Bukoski_et_al_2017,M1546,Thailand,8.4,100.2
Bukoski_et_al_2017,M1547,Thailand,8.4,100.2
Bukoski_et_al_2017,M1552,Thailand,8.4,100.2
Bukoski_et_al_2017,M1553,Thailand,8.4,100.2
Bukoski_et_al_2017,M1554,Thailand,8.4,100.2
Bukoski_et_al_2017,M1555,Thailand,8.4,100.2
Bukoski_et_al_2017,M1556,Thailand,8.4,100.2
Bukoski_et_al_2017,M1557,Thailand,8.4,100.2
Bukoski_et_al_2017,M1558,Thailand,8.4,100.2
Bukoski_et_al_2017,M1559,Thailand,8.4,100.2
Bukoski_et_al_2017,M1562,Thailand,8.4,100.2
Bukoski_et_al_2017,M1563,Thailand,8.4,100.2
Thimdee_et_al_2003,Thimdee_et_al_2003_1,Thailand,12.5667,101.9
Schile-Beers_and_Megonigal_2017,Ajman_al_Zorah_mangrove_1,United Arab Emirates,25.4354,55.47844
Schile-Beers_and_Megonigal_2017,Ajman_al_Zorah_mangrove_2,United Arab Emirates,25.4354,55.47844
Schile-Beers_and_Megonigal_2017,Ajman_al_Zorah_mangrove_3,United Arab Emirates,25.4354,55.47844
Schile-Beers_and_Megonigal_2017,Ajman_al_Zorah_mangrove_4,United Arab Emirates,25.4354,55.47844
Schile-Beers_and_Megonigal_2017,Ajman_al_Zorah_mangrove_5,United Arab Emirates,25.4354,55.47844
Schile-Beers_and_Megonigal_2017,Ajman_al_Zorah_mangrove_6,United Arab Emirates,25.4354,55.47844
Schile-Beers_and_Megonigal_2017,Al_Aryam_high_sabkha_1,United Arab Emirates,24.267838,54.226179
Schile-Beers_and_Megonigal_2017,Al_Aryam_high_sabkha_2,United Arab Emirates,24.268013,54.22627
Schile-Beers_and_Megonigal_2017,Al_Aryam_high_sabkha_3,United Arab Emirates,24.268171,54.226308
Schile-Beers_and_Megonigal_2017,Al_Aryam_high_sabkha_4,United Arab Emirates,24.268516,54.226443
Schile-Beers_and_Megonigal_2017,Al_Aryam_low_sabkha_1,United Arab Emirates,24.259597,54.236117
Schile-Beers_and_Megonigal_2017,Al_Aryam_low_sabkha_2,United Arab Emirates,24.25977,54.236139
Schile-Beers_and_Megonigal_2017,Al_Aryam_low_sabkha_3,United Arab Emirates,24.259938,54.23619
Schile-Beers_and_Megonigal_2017,Al_Aryam_low_sabkha_4,United Arab Emirates,24.260108,54.236263
Schile-Beers_and_Megonigal_2017,Al_Aryam_low_sabkha_5,United Arab Emirates,24.260288,54.236323
Schile-Beers_and_Megonigal_2017,Al_Aryam_microbial_mat_1,United Arab Emirates,24.254422,54.24068
Schile-Beers_and_Megonigal_2017,Al_Aryam_microbial_mat_2,United Arab Emirates,24.254364,54.240486
Schile-Beers_and_Megonigal_2017,Al_Aryam_microbial_mat_3,United Arab Emirates,24.254274,54.24031
Schile-Beers_and_Megonigal_2017,Al_Aryam_microbial_mat_4,United Arab Emirates,24.254124,54.23997
Schile-Beers_and_Megonigal_2017,Al_Aryam_salt_marsh_1,United Arab Emirates,24.25638,54.237588
Schile-Beers_and_Megonigal_2017,Al_Aryam_salt_marsh_2,United Arab Emirates,24.256213,54.237661
Schile-Beers_and_Megonigal_2017,Al_Aryam_salt_marsh_3,United Arab Emirates,24.256042,54.237708
Schile-Beers_and_Megonigal_2017,Al_Aryam_salt_marsh_4,United Arab Emirates,24.255852,54.237738
Schile-Beers_and_Megonigal_2017,Al_Aryam_salt_marsh_5,United Arab Emirates,24.25569,54.237801
Schile-Beers_and_Megonigal_2017,Al_Aryam_salt_marsh_6,United Arab Emirates,24.255534,54.237849
Schile-Beers_and_Megonigal_2017,Al_Khor_mangrove_1,United Arab Emirates,25.19062,55.32697
Schile-Beers_and_Megonigal_2017,Al_Khor_mangrove_2,United Arab Emirates,25.19062,55.32697
Schile-Beers_and_Megonigal_2017,Al_Khor_mangrove_3,United Arab Emirates,25.19062,55.32697
Schile-Beers_and_Megonigal_2017,Al_Khor_mangrove_4,United Arab Emirates,25.19062,55.32697
Schile-Beers_and_Megonigal_2017,Al_Khor_mangrove_5,United Arab Emirates,25.19062,55.32697
Schile-Beers_and_Megonigal_2017,Al_Khor_mangrove_6,United Arab Emirates,25.19062,55.32697
Schile-Beers_and_Megonigal_2017,Al_Rams_mangrove_1,United Arab Emirates,25.8981,56.03976
Schile-Beers_and_Megonigal_2017,Al_Rams_mangrove_2,United Arab Emirates,25.8981,56.03976
Schile-Beers_and_Megonigal_2017,Al_Rams_mangrove_3,United Arab Emirates,25.8981,56.03976
Schile-Beers_and_Megonigal_2017,Al_Rams_mangrove_4,United Arab Emirates,25.8981,56.03976
Schile-Beers_and_Megonigal_2017,Al_Rams_mangrove_5,United Arab Emirates,25.8981,56.03976
Schile-Beers_and_Megonigal_2017,Al_Rams_mangrove_6,United Arab Emirates,25.8981,56.03976
Schile-Beers_and_Megonigal_2017,Al_Shalila_mangrove_1,United Arab Emirates,24.65542,54.672732
Schile-Beers_and_Megonigal_2017,Al_Shalila_mangrove_2,United Arab Emirates,24.655574,54.672672
Schile-Beers_and_Megonigal_2017,Al_Shalila_mangrove_3,United Arab Emirates,24.655773,54.672681
Schile-Beers_and_Megonigal_2017,Al_Shalila_mangrove_4,United Arab Emirates,24.655967,54.672651
Schile-Beers_and_Megonigal_2017,Al_Shalila_mangrove_5,United Arab Emirates,24.656125,54.672637
Schile-Beers_and_Megonigal_2017,Al_Shalila_mangrove_6,United Arab Emirates,24.656292,54.672616
Schile-Beers_and_Megonigal_2017,Algal_Moon_microbial_mat_1,United Arab Emirates,24.128395,54.040272
Schile-Beers_and_Megonigal_2017,Algal_Moon_microbial_mat_2,United Arab Emirates,24.12858,54.040357
Schile-Beers_and_Megonigal_2017,Algal_Moon_microbial_mat_3,United Arab Emirates,24.128747,54.040417
Schile-Beers_and_Megonigal_2017,Algal_Moon_microbial_mat_4,United Arab Emirates,24.128924,54.040486
Schile-Beers_and_Megonigal_2017,Algal_Moon_microbial_mat_5,United Arab Emirates,24.129085,54.040561
Campbell_et_al_2015,Dahwat_an_Nahklah_seagrass_1,United Arab Emirates,24.24782,51.69347
Campbell_et_al_2015,Dahwat_an_Nahklah_seagrass_2,United Arab Emirates,24.24782,51.69347
Schile-Beers_and_Megonigal_2017,Eastern_Mangrove_mangrove_1,United Arab Emirates,24.452339,54.440814
Schile-Beers_and_Megonigal_2017,Eastern_Mangrove_mangrove_2,United Arab Emirates,24.452528,54.440902
Schile-Beers_and_Megonigal_2017,Eastern_Mangrove_mangrove_3,United Arab Emirates,24.452703,54.440995
Schile-Beers_and_Megonigal_2017,Eastern_Mangrove_mangrove_4,United Arab Emirates,24.452852,54.441087
Schile-Beers_and_Megonigal_2017,Eastern_Mangrove_mangrove_5,United Arab Emirates,24.453038,54.441135
Schile-Beers_and_Megonigal_2017,Eastern_Mangrove_mangrove_6,United Arab Emirates,24.453169,54.441281
Schile-Beers_and_Megonigal_2017,Eastern_Mangrove_salt_marsh_1,United Arab Emirates,24.45533155,54.43388756
Schile-Beers_and_Megonigal_2017,Eastern_Mangrove_salt_marsh_2,United Arab Emirates,24.45544632,54.43373732
Schile-Beers_and_Megonigal_2017,Eastern_Mangrove_salt_marsh_3,United Arab Emirates,24.45557029,54.43359677
Schile-Beers_and_Megonigal_2017,Eastern_Mangrove_salt_marsh_4,United Arab Emirates,24.45568489,54.43343668
Schile-Beers_and_Megonigal_2017,Eastern_Mangrove_salt_marsh_5,United Arab Emirates,24.45579967,54.43328645
Schile-Beers_and_Megonigal_2017,Eastern_Mangrove_salt_marsh_6,United Arab Emirates,24.45590525,54.43312654
Schile-Beers_and_Megonigal_2017,Jubail_Island_East_mangrove_1,United Arab Emirates,24.502869,54.533178
Schile-Beers_and_Megonigal_2017,Jubail_Island_East_mangrove_2,United Arab Emirates,24.503097,54.533064
Schile-Beers_and_Megonigal_2017,Jubail_Island_East_mangrove_3,United Arab Emirates,24.503279,54.53302
Schile-Beers_and_Megonigal_2017,Jubail_Island_East_mangrove_4,United Arab Emirates,24.503569,54.532889
Schile-Beers_and_Megonigal_2017,Jubail_Island_East_mangrove_5,United Arab Emirates,24.503762,54.532859
Schile-Beers_and_Megonigal_2017,Jubail_Island_East_mangrove_6,United Arab Emirates,24.503978,54.532711
Schile-Beers_and_Megonigal_2017,Jubail_Island_East_salt_marsh_1,United Arab Emirates,24.497854,54.532935
Schile-Beers_and_Megonigal_2017,Jubail_Island_East_salt_marsh_2,United Arab Emirates,24.497885,54.53276
Schile-Beers_and_Megonigal_2017,Jubail_Island_East_salt_marsh_3,United Arab Emirates,24.497885,54.532552
Schile-Beers_and_Megonigal_2017,Jubail_Island_East_salt_marsh_4,United Arab Emirates,24.497928,54.532369
Schile-Beers_and_Megonigal_2017,Jubail_Island_East_salt_marsh_5,United Arab Emirates,24.49793,54.532212
Schile-Beers_and_Megonigal_2017,Jubail_Island_East_salt_marsh_6,United Arab Emirates,24.497941,54.532007
Schile-Beers_and_Megonigal_2017,Jubail_Island_mangrove_1,United Arab Emirates,24.51896,54.469702
Schile-Beers_and_Megonigal_2017,Jubail_Island_mangrove_2,United Arab Emirates,24.519107,54.46966
Schile-Beers_and_Megonigal_2017,Jubail_Island_mangrove_3,United Arab Emirates,24.519283,54.46959
Schile-Beers_and_Megonigal_2017,Jubail_Island_mangrove_4,United Arab Emirates,24.519429,54.469557
Schile-Beers_and_Megonigal_2017,Jubail_Island_mangrove_5,United Arab Emirates,24.519583,54.469501
Schile-Beers_and_Megonigal_2017,Jubail_Island_mangrove_6,United Arab Emirates,24.519783,54.469409
Schile-Beers_and_Megonigal_2017,Jubail_Island_salt_marsh_1,United Arab Emirates,24.519099,54.470849
Schile-Beers_and_Megonigal_2017,Jubail_Island_salt_marsh_2,United Arab Emirates,24.519266,54.470914
Schile-Beers_and_Megonigal_2017,Jubail_Island_salt_marsh_3,United Arab Emirates,24.519429,54.470992
Schile-Beers_and_Megonigal_2017,Jubail_Island_salt_marsh_4,United Arab Emirates,24.519593,54.471047
Schile-Beers_and_Megonigal_2017,Jubail_Island_salt_marsh_5,United Arab Emirates,24.519783,54.471158
Schile-Beers_and_Megonigal_2017,Jubail_Island_salt_marsh_6,United Arab Emirates,24.519938,54.471203
Schile-Beers_and_Megonigal_2017,Kalba_East_mangrove_1,United Arab Emirates,25.007509,56.365198
Schile-Beers_and_Megonigal_2017,Kalba_East_mangrove_2,United Arab Emirates,25.007509,56.365198
Schile-Beers_and_Megonigal_2017,Kalba_East_mangrove_3,United Arab Emirates,25.007509,56.365198
Schile-Beers_and_Megonigal_2017,Kalba_East_mangrove_4,United Arab Emirates,25.007509,56.365198
Schile-Beers_and_Megonigal_2017,Kalba_East_mangrove_5,United Arab Emirates,25.007509,56.365198
Schile-Beers_and_Megonigal_2017,Kalba_East_mangrove_6,United Arab Emirates,25.007509,56.365198
Schile-Beers_and_Megonigal_2017,Kalba_North_mangrove_1,United Arab Emirates,25.01736,56.35649
Schile-Beers_and_Megonigal_2017,Kalba_North_mangrove_2,United Arab Emirates,25.01736,56.35649
Schile-Beers_and_Megonigal_2017,Kalba_North_mangrove_3,United Arab Emirates,25.01736,56.35649
Schile-Beers_and_Megonigal_2017,Kalba_North_mangrove_4,United Arab Emirates,25.01736,56.35649
Schile-Beers_and_Megonigal_2017,Kalba_North_mangrove_5,United Arab Emirates,25.01736,56.35649
Schile-Beers_and_Megonigal_2017,Kalba_North_mangrove_6,United Arab Emirates,25.01736,56.35649
Schile-Beers_and_Megonigal_2017,Kalba_South_mangrove_1,United Arab Emirates,24.999839,56.365198
Schile-Beers_and_Megonigal_2017,Kalba_South_mangrove_2,United Arab Emirates,24.999839,56.365198
Schile-Beers_and_Megonigal_2017,Kalba_South_mangrove_3,United Arab Emirates,24.999839,56.365198
Schile-Beers_and_Megonigal_2017,Kalba_South_mangrove_4,United Arab Emirates,24.999839,56.365198
Schile-Beers_and_Megonigal_2017,Kalba_South_mangrove_5,United Arab Emirates,24.999839,56.365198
Schile-Beers_and_Megonigal_2017,Kalba_South_mangrove_6,United Arab Emirates,24.999839,56.365198
Schile-Beers_and_Megonigal_2017,Kalba_West_mangrove_1,United Arab Emirates,25.00956,56.35998
Schile-Beers_and_Megonigal_2017,Kalba_West_mangrove_2,United Arab Emirates,25.00956,56.35998
Schile-Beers_and_Megonigal_2017,Kalba_West_mangrove_3,United Arab Emirates,25.00956,56.35998
Schile-Beers_and_Megonigal_2017,Kalba_West_mangrove_4,United Arab Emirates,25.00956,56.35998
Schile-Beers_and_Megonigal_2017,Kalba_West_mangrove_5,United Arab Emirates,25.00956,56.35998
Schile-Beers_and_Megonigal_2017,Kalba_West_mangrove_6,United Arab Emirates,25.00956,56.35998
Schile-Beers_and_Megonigal_2017,Rafiq_Island_microbial_mat_1,United Arab Emirates,24.151466,54.077474
Schile-Beers_and_Megonigal_2017,Rafiq_Island_microbial_mat_2,United Arab Emirates,24.151401,54.077304
Schile-Beers_and_Megonigal_2017,Rafiq_Island_microbial_mat_3,United Arab Emirates,24.151341,54.077127
Schile-Beers_and_Megonigal_2017,Rafiq_Island_microbial_mat_4,United Arab Emirates,24.151259,54.076975
Schile-Beers_and_Megonigal_2017,Rafiq_Island_microbial_mat_5,United Arab Emirates,24.151197,54.076758
Schile-Beers_and_Megonigal_2017,Ras_al_Kaimah_mangrove_1,United Arab Emirates,25.77278,55.94654
Schile-Beers_and_Megonigal_2017,Ras_al_Kaimah_mangrove_2,United Arab Emirates,25.77278,55.94654
Schile-Beers_and_Megonigal_2017,Ras_al_Kaimah_mangrove_3,United Arab Emirates,25.77278,55.94654
Schile-Beers_and_Megonigal_2017,Ras_al_Kaimah_mangrove_4,United Arab Emirates,25.77278,55.94654
Schile-Beers_and_Megonigal_2017,Ras_al_Kaimah_mangrove_5,United Arab Emirates,25.77278,55.94654
Schile-Beers_and_Megonigal_2017,Ras_al_Kaimah_mangrove_6,United Arab Emirates,25.77278,55.94654
Campbell_et_al_2015,Ras_Muhayjij_seagrass_1,United Arab Emirates,24.25276667,51.66758333
Campbell_et_al_2015,Ras_Muhayjij_seagrass_2,United Arab Emirates,24.25276667,51.66758333
Schile-Beers_and_Megonigal_2017,Sabkha_Moon_low_sabkha_1,United Arab Emirates,24.123371,54.049667
Schile-Beers_and_Megonigal_2017,Sabkha_Moon_low_sabkha_2,United Arab Emirates,24.123548,54.049641
Schile-Beers_and_Megonigal_2017,Sabkha_Moon_low_sabkha_3,United Arab Emirates,24.123734,54.04958
Schile-Beers_and_Megonigal_2017,Sabkha_Moon_low_sabkha_4,United Arab Emirates,24.123909,54.049516
Schile-Beers_and_Megonigal_2017,Sabkha_Moon_low_sabkha_5,United Arab Emirates,24.12394039,54.04948183
Schile-Beers_and_Megonigal_2017,Sabkha_Moon_low_sabkha_6,United Arab Emirates,24.12414651,54.04940828
Schile-Beers_and_Megonigal_2017,Salaam_mangrove_1,United Arab Emirates,24.450327,54.409469
Schile-Beers_and_Megonigal_2017,Salaam_mangrove_2,United Arab Emirates,24.450346,54.409641
Schile-Beers_and_Megonigal_2017,Salaam_mangrove_3,United Arab Emirates,24.450385,54.409799
Schile-Beers_and_Megonigal_2017,Salaam_mangrove_4,United Arab Emirates,24.45046,54.409987
Schile-Beers_and_Megonigal_2017,Salaam_mangrove_5,United Arab Emirates,24.450522,54.41014
Schile-Beers_and_Megonigal_2017,Salaam_mangrove_6,United Arab Emirates,24.450527,54.410346
Schile-Beers_and_Megonigal_2017,Sinnia_mangrove_1,United Arab Emirates,25.56217,55.60479
Schile-Beers_and_Megonigal_2017,Sinnia_mangrove_2,United Arab Emirates,25.56217,55.60479
Schile-Beers_and_Megonigal_2017,Sinnia_mangrove_3,United Arab Emirates,25.56217,55.60479
Schile-Beers_and_Megonigal_2017,Sinnia_mangrove_4,United Arab Emirates,25.56217,55.60479
Schile-Beers_and_Megonigal_2017,Sinnia_mangrove_5,United Arab Emirates,25.56217,55.60479
Schile-Beers_and_Megonigal_2017,Sinnia_mangrove_6,United Arab Emirates,25.56217,55.60479
Schile-Beers_and_Megonigal_2017,Thumayriyah_high_sabkha_1,United Arab Emirates,24.130454,53.029018
Schile-Beers_and_Megonigal_2017,Thumayriyah_high_sabkha_2,United Arab Emirates,24.130103,53.029047
Schile-Beers_and_Megonigal_2017,Thumayriyah_high_sabkha_3,United Arab Emirates,24.129726,53.029059
Schile-Beers_and_Megonigal_2017,Thumayriyah_low_sabkha_1,United Arab Emirates,24.132536,53.028825
Schile-Beers_and_Megonigal_2017,Thumayriyah_low_sabkha_2,United Arab Emirates,24.132749,53.029184
Schile-Beers_and_Megonigal_2017,Thumayriyah_low_sabkha_3,United Arab Emirates,24.132956,53.029489
Schile-Beers_and_Megonigal_2017,Thumayriyah_microbial_mat_1,United Arab Emirates,24.133039,53.029655
Schile-Beers_and_Megonigal_2017,Thumayriyah_microbial_mat_2,United Arab Emirates,24.133255,53.02999
Schile-Beers_and_Megonigal_2017,Thumayriyah_microbial_mat_3,United Arab Emirates,24.133508,53.030295
Schile-Beers_and_Megonigal_2017,Umm_al_Quwain_mangrove_1,United Arab Emirates,25.53317,55.59277
Schile-Beers_and_Megonigal_2017,Umm_al_Quwain_mangrove_2,United Arab Emirates,25.53317,55.59277
Schile-Beers_and_Megonigal_2017,Umm_al_Quwain_mangrove_3,United Arab Emirates,25.53317,55.59277
Schile-Beers_and_Megonigal_2017,Umm_al_Quwain_mangrove_4,United Arab Emirates,25.53317,55.59277
Schile-Beers_and_Megonigal_2017,Umm_al_Quwain_mangrove_5,United Arab Emirates,25.53317,55.59277
Schile-Beers_and_Megonigal_2017,Umm_al_Quwain_mangrove_6,United Arab Emirates,25.53317,55.59277
Schile-Beers_and_Megonigal_2017,Umm_al_Quwain_microbial_mat_1,United Arab Emirates,25.54269,55.64256
Schile-Beers_and_Megonigal_2017,Umm_al_Quwain_microbial_mat_2,United Arab Emirates,25.54269,55.64256
Schile-Beers_and_Megonigal_2017,Umm_al_Quwain_microbial_mat_3,United Arab Emirates,25.54269,55.64256
Schile-Beers_and_Megonigal_2017,Umm_al_Quwain_microbial_mat_4,United Arab Emirates,25.54269,55.64256
Schile-Beers_and_Megonigal_2017,Umm_al_Quwain_microbial_mat_5,United Arab Emirates,25.54269,55.64256
Marba_unpublished,Marba_unpublished_4,United Kingdom,52.93,-4.57
Marba_unpublished,Marba_unpublished_5,United Kingdom,53.27,-4.58
Marba_unpublished,Marba_unpublished_6,United Kingdom,53.27,-4.58
Marba_unpublished,Marba_unpublished_7,United Kingdom,53.27,-4.58
Smith_et_al_2015,09WCC01_01,United States,29.61517,-92.645
Smith_et_al_2015,09WCC01_02,United States,29.6322,-92.5786
Smith_et_al_2015,09WCC01_03,United States,29.58866,-92.60558
Smith_et_al_2015,09WCC01_04,United States,29.58853,-92.60448
Smith_et_al_2015,09WCC01_05,United States,29.58832,-92.60329
Smith_et_al_2015,09WCC01_06,United States,29.59756,-92.60445
Smith_et_al_2015,09WCC01_07,United States,29.6111,-92.60441
Smith_et_al_2015,09WCC01_08,United States,29.62016,-92.60437
Smith_et_al_2015,09WCC01_09,United States,29.63649,-92.60405
Poppe_and_Rybczyk_2018,1_2J,United States,48.549,-122.509
Abbott_et_al_2019,1983-1,United States,29.91866608,-93.3470855
Abbott_et_al_2019,1983-2,United States,29.91866043,-93.34346374
Abbott_et_al_2019,1983-3,United States,29.91903731,-93.34347063
Abbott_et_al_2019,1983-4,United States,29.91942672,-93.34528392
Abbott_et_al_2019,1983-5,United States,29.91982578,-93.34348262
Abbott_et_al_2019,1983-6,United States,29.9210271,-93.34538805
Abbott_et_al_2019,1996-1,United States,29.90083804,-93.37099172
Abbott_et_al_2019,1996-2,United States,29.90071052,-93.36906328
Abbott_et_al_2019,1996-3,United States,29.90001345,-93.36845573
Abbott_et_al_2019,1996-4,United States,29.89989296,-93.36635401
Abbott_et_al_2019,1996-5,United States,29.89725611,-93.36240746
Abbott_et_al_2019,1996-6,United States,29.89684586,-93.36101874
Poppe_and_Rybczyk_2018,2_3F,United States,48.549,-122.514
Poppe_and_Rybczyk_2019,25A,United States,48.204,-122.37
Poppe_and_Rybczyk_2019,25B,United States,48.204,-122.37
Poppe_and_Rybczyk_2019,26A,United States,48.202,-122.369
Poppe_and_Rybczyk_2019,26B,United States,48.202,-122.369
Poppe_and_Rybczyk_2019,27A,United States,48.19878,-122.3652
Poppe_and_Rybczyk_2019,27B,United States,48.19878,-122.3652
Poppe_and_Rybczyk_2019,28A,United States,48.19848,-122.3645
Poppe_and_Rybczyk_2019,28B,United States,48.19848,-122.3645
Poppe_and_Rybczyk_2018,3_4F,United States,48.549,-122.523
Poppe_and_Rybczyk_2018,4_5B,United States,48.549,-122.529
Poppe_and_Rybczyk_2018,5_5F,United States,48.55,-122.536
Poppe_and_Rybczyk_2018,6_5J,United States,48.55,-122.544
Windham_Meyers_et_al_2010,AH,United States,37.804567,-122.453317
Windham_Meyers_et_al_2010,AL,United States,37.804567,-122.453317
Cochran_et_al_1998,Alley_Pond,United States,40.761667,-73.751111
Craft_2007,Altamaha_River_Site_7_Levee,United States,31.341,-81.48
Craft_2007,Altamaha_River_Site_7_Plain,United States,31.341,-81.48
Craft_2007,Altamaha_River_Site_8_Levee,United States,31.322,-81.417
Craft_2007,Altamaha_River_Site_8_Plain,United States,31.322,-81.417
Hill_and_Anisfeld_2015,AND,United States,41.23522,-72.99081
Drexler_et_al_2019,AS14,United States,47.09662,-122.69857
Drexler_et_al_2019,AS15,United States,47.09661,-122.69878
Drexler_et_al_2019,AS16,United States,47.09662,-122.699
Drexler_et_al_2019,AS7,United States,47.09329,-122.70051
Drexler_et_al_2019,AS8,United States,47.09333,-122.70072
Drexler_et_al_2019,AS9,United States,47.09337,-122.70092
Drexler_et_al_2009,BACHI,United States,38.010006,-121.5569
