study_id,site_id,core_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter,fraction_carbon_modeled,fraction_carbonate,fraction_nitrogen,fraction_carbon_measured,fraction_hydrogen,fraction_sulfur,porewater_salinity
StLaurent_et_al_2020,St Jones Reserve,SJR_3_2019_38,22.5,30,SJR_3_2019_z_4,0.6577,0.1745362563237753,0.06773401886540178,0.03625632377740846,NA,NA,NA,NA,NA
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_1_2017,0,15,BB_1_2017_w_a,0.527,NA,NA,NA,NA,NA,NA,NA,4
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_1_2017,0,15,BB_1_2017_x_a,NA,0.13131313131313138,0.048558820528517524,NA,0.0037,0.0525,0.00922,0.02181,4
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_1_2017,0,15,BB_1_2017_y_a,0.612038,0.14558139534883718,0.05485811919956732,NA,0.0038,0.055,0.00975,0.021,4
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_1_2017,0,15,BB_1_2017_z_a,NA,0.12909672262190247,0.047583001544407956,NA,0.0036,0.0519,0.00914,0.021560000000000003,4
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_1_2017,15,30,BB_1_2017_w_b,0.542,NA,NA,NA,NA,NA,NA,NA,4
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_1_2017,15,30,BB_1_2017_w_b,0.562,NA,NA,NA,NA,NA,NA,NA,4
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_1_2017,15,30,BB_1_2017_w_b,0.53,NA,NA,NA,NA,NA,NA,NA,4
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_1_2017,15,30,BB_1_2017_x_b,NA,0.13308515588645883,0.04933951337328106,NA,NA,NA,NA,NA,4
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_1_2017,15,30,BB_1_2017_y_b,NA,0.13785675821217017,0.051444027155396525,NA,NA,NA,NA,NA,4
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_1_2017,15,30,BB_1_2017_z_b,NA,0.14237715245695087,0.0534408539464658,NA,NA,NA,NA,NA,4
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_2_2017,0,15,BB_2_2017_w_a,0.548,NA,NA,NA,NA,NA,NA,NA,3
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_2_2017,0,15,BB_2_2017_w_a,0.429,NA,NA,NA,NA,NA,NA,NA,3
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_2_2017,0,15,BB_2_2017_w_a,0.438,NA,NA,NA,NA,NA,NA,NA,3
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_2_2017,0,15,BB_2_2017_x_a,NA,0.23037974683544304,0.09291741067136677,NA,0.0052,0.10039999999999999,0.014419999999999999,0.02919,3
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_2_2017,0,15,BB_2_2017_y_a,NA,0.18712643678160912,0.07337143633240847,NA,0.0053,0.1007,0.014490000000000001,0.02964,3
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_2_2017,0,15,BB_2_2017_z_a,NA,0.32029177718832896,0.13443426306383638,NA,0.005699999999999999,0.1061,0.01506,0.03065,3
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_2_2017,15,30,BB_2_2017_x_b,0.68,0.1914045192733718,0.07529234367396154,NA,NA,NA,NA,NA,3
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_2_2017,15,30,BB_2_2017_y_b,0.632213,0.21307506053268763,0.08506427310941611,NA,NA,NA,NA,NA,3
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_2_2017,15,30,BB_2_2017_z_b,NA,0.21120186697782958,0.0842168469151704,NA,NA,NA,NA,NA,3
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_3_2017,0,15,BB_3_2017_w_a,0.541,NA,NA,NA,NA,NA,NA,NA,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_3_2017,0,15,BB_3_2017_x_a,0.641147,0.15146579804560267,0.05746480068754047,NA,0.0043,0.0556,0.011890000000000001,0.021419999999999998,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_3_2017,0,15,BB_3_2017_y_a,NA,0.1439962476547843,0.05415680429372488,NA,0.0038,0.0655,0.01146,0.02193,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_3_2017,0,15,BB_3_2017_z_a,NA,0.15264187866927595,0.05798639711091793,NA,0.0032,0.068,0.01031,0.02194,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_3_2017,15,30,BB_3_2017_x_b,0.759511,0.0985185185185185,0.03419453278463648,NA,NA,NA,NA,NA,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_3_2017,15,30,BB_3_2017_y_b,0.737263,0.0962312477131357,0.03319862881192572,NA,NA,NA,NA,NA,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_3_2017,15,30,BB_3_2017_z_b,0.7,0.10132743362831845,0.035418625969143955,NA,NA,NA,NA,NA,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_4_2017,0,15,BB_4_2017_x_a,NA,0.10822306238185259,0.0384286143738766,NA,0.0042,0.0605,0.01288,0.026160000000000003,4
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_4_2017,0,15,BB_4_2017_y_a,0.662959,0.11216429699842026,0.040152150420900014,NA,0.0042,0.057800000000000004,0.01222,0.02451,4
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_4_2017,0,15,BB_4_2017_z_a,0.680788,0.12005002084201742,0.043607547329797824,NA,0.0040999999999999995,0.0601,0.012270000000000001,0.024239999999999998,4
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_4_2017,15,30,BB_4_2017_w_b,0.505,NA,NA,NA,NA,NA,NA,NA,4
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_4_2017,15,30,BB_4_2017_x_b,NA,0.12125162972620615,0.0441348809853661,NA,NA,NA,NA,NA,4
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_4_2017,15,30,BB_4_2017_y_b,0.698356,0.1252052545155994,0.04587146247718274,NA,NA,NA,NA,NA,4
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_4_2017,15,30,BB_4_2017_y_b,0.617505,NA,NA,NA,NA,NA,NA,NA,4
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_4_2017,15,30,BB_4_2017_z_b,0.703592,0.11609388097233869,0.04187288029009683,NA,NA,NA,NA,NA,4
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_5_2017,0,15,BB_5_2017_x_a,0.692646,0.13443501563197854,0.04993452681473277,NA,0.0097,0.0542,0.01391,0.00492,4
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_5_2017,0,15,BB_5_2017_y_a,0.675525,0.1296296296296296,0.04781755829903977,NA,0.009899999999999999,0.054299999999999994,0.01351,0.00517,4
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_5_2017,0,15,BB_5_2017_z_a,NA,0.11726867887184557,0.042387757590328735,NA,0.009300000000000001,0.051399999999999994,0.01322,0.00447,4
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_5_2017,15,30,BB_5_2017_zzz_b,NA,0.13720000000000002,0.05115416416,NA,NA,NA,NA,NA,4
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_5_2017,15,30,BB_5_2017_zz_b,NA,0.147,0.055486065999999994,NA,NA,NA,NA,NA,4
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_5_2017,15,30,BB_5_2017_x_b,0.65139,0.11653386454183266,0.04206568744940556,NA,NA,NA,NA,NA,4
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_5_2017,15,30,BB_5_2017_y_b,0.630458,0.1211206896551723,0.04407740673305583,0.01982,NA,NA,NA,NA,4
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_5_2017,15,30,BB_5_2017_z_b,0.694,0.111530398322851,0.03987478589542425,0.020099999999999996,NA,NA,NA,NA,4
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_6_2017,0,15,BB_6_2017_x_a,0.694179,0.13113772455089812,0.04848156764315676,NA,0.0083,0.050499999999999996,0.01425,0.0034599999999999995,4
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_6_2017,0,15,BB_6_2017_y_a,0.742804,0.1297297297297297,0.04786162162162161,NA,0.0091,0.057300000000000004,0.013260000000000001,0.0028299999999999996,4
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_6_2017,0,15,BB_6_2017_z_a,NA,0.14170584284754872,0.05314412023520594,NA,0.0088,0.0524,0.01196,0.00241,4
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_6_2017,15,30,BB_6_2017_yy_b,NA,0.16210000000000002,0.06218855434,NA,NA,NA,NA,NA,4
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_6_2017,15,30,BB_6_2017_x_b,0.718,0.1203438395415474,0.04373647178594598,NA,NA,NA,NA,NA,4
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_6_2017,15,30,BB_6_2017_y_b,0.673,0.153199741435035,0.0582338830415561,0.01164,NA,NA,NA,NA,4
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_6_2017,15,30,BB_6_2017_z_b,0.652097,0.17631151974040027,0.06852749545820305,NA,NA,NA,NA,NA,4
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_7_2017,0,15,BB_7_2017_x_a,0.713856,0.11244979919678713,0.04027709230496282,NA,0.008100000000000001,0.0374,0.010249999999999999,0.0021,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_7_2017,0,15,BB_7_2017_y_a,0.750675,0.1088840736728061,0.038717519887220664,NA,0.008,0.0368,0.010089999999999998,0.00193,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_7_2017,0,15,BB_7_2017_z_a,NA,0.10559006211180115,0.037278461479109556,NA,0.0083,0.0378,0.01038,0.00189,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_7_2017,15,30,BB_7_2017_x_b,0.706885,0.10814332247556999,0.038393767148723036,NA,NA,NA,NA,NA,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_7_2017,15,30,BB_7_2017_y_b,0.732118,0.11086142322097371,0.03958213805776484,NA,NA,NA,NA,NA,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_7_2017,15,30,BB_7_2017_z_b,0.716424,0.11241065627030528,0.04025996180738946,NA,NA,NA,NA,NA,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_8_2017,0,15,BB_8_2017_w_a,0.723,NA,NA,NA,NA,NA,NA,NA,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_8_2017,0,15,BB_8_2017_w_a,0.715,NA,NA,NA,NA,NA,NA,NA,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_8_2017,0,15,BB_8_2017_w_a,0.713,NA,NA,NA,NA,NA,NA,NA,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_8_2017,0,15,BB_8_2017_x_a,NA,0.12269938650306747,0.04477052203696036,NA,0.0083,0.0437,0.01459,0.00381,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_8_2017,0,15,BB_8_2017_y_a,NA,0.10317460317460309,0.03622423784328542,NA,0.0086,0.0432,0.01202,0.0035299999999999997,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_8_2017,0,15,BB_8_2017_z_a,NA,0.13570981863664797,0.05049670310673379,NA,0.0085,0.041299999999999996,0.01141,0.00306,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_8_2017,15,30,BB_8_2017_zz_b,NA,0.13419999999999999,0.04983091335999999,NA,NA,NA,NA,NA,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_8_2017,15,30,BB_8_2017_xx_b,NA,0.1634,0.06276716744,NA,NA,NA,NA,NA,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_8_2017,15,30,BB_8_2017_x_b,0.58148,0.14902943018159048,0.05638491316490806,0.012929999999999999,NA,NA,NA,NA,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_8_2017,15,30,BB_8_2017_y_b,0.661667,0.12332439678284178,0.04504503015187342,NA,NA,NA,NA,NA,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_8_2017,15,30,BB_8_2017_z_b,0.68699,0.13420195439739413,0.04983177497904487,0.0129,NA,NA,NA,NA,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_9_2017,0,15,BB_9_2017_w_a,0.616,NA,NA,NA,NA,NA,NA,NA,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_9_2017,0,15,BB_9_2017_x_a,0.73245,0.12234385061171922,0.04461439442343899,NA,0.0089,0.04019999999999999,0.01131,0.00243,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_9_2017,0,15,BB_9_2017_y_a,NA,0.12580414581844168,0.046134719939341914,NA,0.0088,0.0416,0.01149,0.00234,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_9_2017,0,15,BB_9_2017_z_a,0.689,0.1242093156986775,0.045433790513011926,NA,0.0088,0.0406,0.0111,0.00213,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_9_2017,15,30,BB_9_2017_x_b,0.64189,0.12699468085106386,0.046658206661668186,NA,NA,NA,NA,NA,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_9_2017,15,30,BB_9_2017_y_b,0.731449,0.12288135593220337,0.04485043809250214,NA,NA,NA,NA,NA,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_9_2017,15,30,BB_9_2017_z_b,0.693917,0.1266447368421053,0.04650431202389198,NA,NA,NA,NA,NA,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_10_2017,0,15,BB_10_2017_w_a,0.631,NA,NA,NA,NA,NA,NA,NA,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_10_2017,0,15,BB_10_2017_x_a,NA,0.11893333333333338,0.043117673528888914,NA,0.0079,0.0404,0.013720000000000001,0.0045000000000000005,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_10_2017,0,15,BB_10_2017_y_a,NA,0.11478260869565225,0.04129843175803407,NA,0.0084,0.0381,0.01196,0.00634,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_10_2017,0,15,BB_10_2017_z_a,0.739,0.1105898123324397,0.03946333887974471,NA,0.0087,0.039599999999999996,0.011240000000000002,0.0038900000000000002,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_10_2017,15,30,BB_10_2017_xx_b,NA,0.12210000000000001,0.04450732234,NA,NA,NA,NA,NA,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_10_2017,15,30,BB_10_2017_zz_b,NA,0.11939999999999999,0.04332237063999999,NA,NA,NA,NA,NA,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_10_2017,15,30,BB_10_2017_w_b,0.631,0.1207,0.04389276826,NA,NA,NA,NA,NA,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_10_2017,15,30,BB_10_2017_x_b,0.692,0.1174157303370787,0.042452220047973756,0.01651,NA,NA,NA,NA,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_10_2017,15,30,BB_10_2017_y_b,0.673542,0.11616702355460388,0.04190493044124189,0.01399,NA,NA,NA,NA,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_10_2017,15,30,BB_10_2017_z_b,0.691568,0.11632870864461056,0.04197578160504532,0.01575,NA,NA,NA,NA,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_11_2017,0,15,BB_11_2017_zz_a,NA,0.12179999999999999,0.04437560775999999,NA,NA,NA,NA,NA,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_11_2017,0,15,BB_11_2017_w_a,0.675,0.1208,0.04393665536,NA,NA,NA,NA,NA,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_11_2017,0,15,BB_11_2017_x_a,NA,0.11724984653161453,0.042379502351674564,0.01367,0.008100000000000001,0.0406,0.01097,0.00212,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_11_2017,0,15,BB_11_2017_y_a,0.727684,0.11900915455035008,0.043150929301839766,0.013919999999999998,0.005699999999999999,7.000000000000001e-4,0.00328,0.07445,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_11_2017,0,15,BB_11_2017_z_a,0.722294,0.11307972902553418,0.04055280577837001,NA,0.0086,0.0395,0.011970000000000001,0.0028100000000000004,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_11_2017,15,30,BB_11_2017_zz_b,NA,0.1073,0.038025283459999996,NA,NA,NA,NA,NA,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_11_2017,15,30,BB_11_2017_x_b,0.683,0.11173814898419861,0.03996568135379032,NA,NA,NA,NA,NA,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_11_2017,15,30,BB_11_2017_y_b,0.756,0.11160964666292755,0.039909458023981034,NA,NA,NA,NA,NA,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_11_2017,15,30,BB_11_2017_z_b,0.743,0.08631459398069274,0.02888975954179148,0.01234,NA,NA,NA,NA,5
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_12_2017,0,15,BB_12_2017_x_a,NA,0.17132551848512168,0.06630012334526672,NA,0.011200000000000002,0.0832,0.02016,0.00862,1
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_12_2017,0,15,BB_12_2017_y_a,NA,0.1987281399046105,0.07858701954549704,NA,0.0121,0.1017,0.020720000000000002,0.0077,1
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_12_2017,0,15,BB_12_2017_z_a,NA,0.2239540607054964,0.0899961607336936,NA,0.012,0.0849,0.01866,0.00779,1
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_12_2017,15,30,BB_12_2017_w_b,0.416,NA,NA,NA,NA,NA,NA,NA,1
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_12_2017,15,30,BB_12_2017_w_b,0.406,NA,NA,NA,NA,NA,NA,NA,1
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_12_2017,15,30,BB_12_2017_yy_b,NA,0.1776,0.06910369024000002,NA,NA,NA,NA,NA,1
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_12_2017,15,30,BB_12_2017_w_b,0.375,0.2566,0.10490102343999999,NA,NA,NA,NA,NA,1
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_12_2017,15,30,BB_12_2017_x_b,NA,0.2389251997095134,0.09681181765586622,0.02323,NA,NA,NA,NA,1
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_12_2017,15,30,BB_12_2017_y_b,0.525,0.15353535353535366,0.05838279359249061,0.02719,NA,NA,NA,NA,1
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_12_2017,15,30,BB_12_2017_z_b,NA,0.21616420782552917,0.08646292688566584,NA,NA,NA,NA,NA,1
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_13_2017,0,15,BB_13_2017_w_a,0.371,NA,NA,NA,NA,NA,NA,NA,1
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_13_2017,0,15,BB_13_2017_w_a,0.381,NA,NA,NA,NA,NA,NA,NA,1
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_13_2017,0,15,BB_13_2017_w_a,0.372,NA,NA,NA,NA,NA,NA,NA,1
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_13_2017,0,15,BB_13_2017_x_a,NA,0.1561040693795865,0.059523080764094065,NA,0.013500000000000002,0.122,0.021789999999999997,0.00949,1
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_13_2017,0,15,BB_13_2017_y_a,NA,0.31293706293706286,0.13099329429311943,NA,0.0132,0.111,0.021179999999999997,0.00894,1
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_13_2017,0,15,BB_13_2017_z_a,NA,0.3219633943427621,0.1352174606382596,NA,0.013600000000000001,0.1183,0.0219,0.00999,1
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_13_2017,15,30,BB_13_2017_zz_b,NA,0.31579999999999997,0.13233179335999998,NA,NA,NA,NA,NA,1
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_13_2017,15,30,BB_13_2017_w_b,0.454,0.156,0.05947686399999999,NA,NA,NA,NA,NA,1
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_13_2017,15,30,BB_13_2017_x_b,0.602,0.14439655172413782,0.054333875222948816,NA,NA,NA,NA,NA,1
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_13_2017,15,30,BB_13_2017_y_b,0.591,0.12682308180088775,0.04658274039990687,0.0173,NA,NA,NA,NA,1
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_13_2017,15,30,BB_13_2017_z_b,NA,0.29430379746835444,0.12231138839929498,0.01589,NA,NA,NA,NA,1
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_14_2017,0,15,BB_14_2017_w_a,0.442,NA,NA,NA,NA,NA,NA,NA,1
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_14_2017,0,15,BB_14_2017_x_a,0.542151,0.20519316022799244,0.08150203369830678,NA,0.0111,0.07719999999999999,0.01919,0.01122,1
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_14_2017,0,15,BB_14_2017_y_a,NA,0.1745014245014244,0.06771845500442361,NA,0.011399999999999999,0.076,0.0179,0.011040000000000001,1
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_14_2017,0,15,BB_14_2017_z_a,NA,0.18224932249322484,0.07118486112029138,NA,0.011000000000000001,0.0732,0.01721,0.0104,1
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_14_2017,15,30,BB_14_2017_w_b,0.429,NA,NA,NA,NA,NA,NA,NA,1
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_14_2017,15,30,BB_14_2017_w_b,0.414,NA,NA,NA,NA,NA,NA,NA,1
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_14_2017,15,30,BB_14_2017_zz_b,NA,0.18760000000000002,0.07358393824000001,NA,NA,NA,NA,NA,1
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_14_2017,15,30,BB_14_2017_w_b,0.39,0.1989,0.07866442954,NA,NA,NA,NA,NA,1
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_14_2017,15,30,BB_14_2017_x_b,0.550421,0.19595083152566878,0.07733665797210104,NA,NA,NA,NA,NA,1
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_14_2017,15,30,BB_14_2017_y_b,0.541,0.1876876876876877,0.07362328995662329,0.0245,NA,NA,NA,NA,1
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_14_2017,15,30,BB_14_2017_z_b,0.571,0.17696044413601672,0.06881765689163544,0.02349,NA,NA,NA,NA,1
