"study_id","site_id","plot_id","depth_min","depth_max","percent_nitrogen","percent_carbon","dry_bulk_density","soil_carbon"
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_1","15","30","0.25","5.77","0.331941544885177","28.7295407098121"
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_1","30","50","0.24","5.76","0.370737647877523","42.7089770354906"
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_1","50","100","0.24","5.76","0.392136395267919","112.935281837161"
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_1","100","200","0.17","5.37","0.288448155880306","309.793319415449"
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_2","0","15","0.3","6.54","0.414057063326374","40.6189979123173"
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_2","15","30","0.33","7.87","0.359255393180237","42.4100991649269"
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_2","30","50","0.24","5.82","0.389874739039666","45.3814196242171"
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_2","50","100","0.24","5.79","0.386221294363257","111.811064718163"
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_2","100","200","0.24","5.55","0.339596381350035","376.951983298539"
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_3","0","15","0.31","6.01","0.38187195546277","34.4257567849687"
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_3","15","30","0.3","6.58","0.378044537230341","37.3129958246347"
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_3","30","50","0.18","3.69","0.416840640222686","30.7628392484342"
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_3","50","100","0.16","3.35","0.495824634655532","83.0506263048017"
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_3","100","200","0.16","3.4","0.447633959638135","304.391092553932"
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_4","0","15","0.26","4.82","0.42571329157968","30.7790709812109"
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_4","15","30","0.23","4.35","0.476861517049409","31.1152139874739"
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_4","30","50","0.17","3.42","0.487473903966597","33.3432150313152"
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_4","50","100","0.19","4.22","0.471294363256785","99.4431106471816"
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_4","100","200","0.15","3.04","0.463813500347947","281.998608211552"
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_5","0","15","0.23","2.75","0.430758524704245","17.7687891440501"
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_5","15","30","0.18","2.32","0.501043841336117","17.4363256784969"
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_5","30","50","0.19","2.28","0.474251913709116","21.6258872651357"
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_5","50","100","0.2","2.54","0.501565762004175","63.6988517745303"
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_5","100","200","0.19","2.69","0.452331245650661","243.354210160056"
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_6","0","15","0.24","4.71","0.45963813500348","32.4734342379958"
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_6","15","30","0.23","4.52","0.24321503131524","16.4899791231733"
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_6","30","50","0.21","4.48","0.34812108559499","31.1916492693111"
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_6","50","100","0.19","4.22","0.472338204592902","99.6633611691023"
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_6","100","200","0.21","4.09","0.483646485734168","395.62282533055"
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_1","0","15","0.04","0.52","1.35229645093946","10.5479123173278"
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_1","15","30","0.03","0.55","1.27731384829506","10.5378392484342"
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_1","30","50","0.05","0.74","1.39839944328462","20.6963117606124"
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_1","50","100","0.07","2.35","1.28061934585943","150.472773138483"
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_1","100","200","0.36","13.05","0.366910229645094","957.635699373695"
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_2","0","15","0.09","2.01","1.08228949199722","32.6310281837161"
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_2","15","30","0.22","6.73","0.724425887265136","73.1307933194155"
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_2","30","50","0.31","9.51","0.649443284620738","123.524112734864"
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_2","50","100","0.36","7.89","0.474947807933194","187.366910229645"
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_2","100","200","0.26","5.4","0.602122477383438","650.292275574113"
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_3","0","15","0.5","14.12","0.41214335421016","87.2919624217119"
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_3","15","30","0.3","6.26","0.505915100904663","47.5054279749478"
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_3","30","50","0.3","6.69","0.448155880306194","59.9632567849687"
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_3","50","100","0.32","7.8","0.375782881002088","146.555323590814"
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_3","100","200","0.24","6.37","0.497042449547669","633.23208072373"
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_4","0","15","0.35","6.74","0.511482254697286","51.7108559498956"
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_4","15","30","0.31","9.2","0.542449547668754","74.8580375782881"
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_4","30","50","0.22","5.53","0.528531663187196","58.4556019485038"
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_4","50","100","0.2","5.09","0.625434933890049","159.173190675017"
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_4","100","200","0.22","4.93","0.603862212943633","595.408141962422"
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_5","0","15","0.35","7.49","0.415100904662491","46.6365866388309"
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_5","15","30","0.29","6.55","0.391092553931802","38.4248434237996"
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_5","30","50","0.27","5.87","0.454070981210856","53.3079331941545"
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_5","50","100","0.24","7.21","0.487299930410578","175.671624913013"
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_5","100","200","0.12","3.39","0.899269311064718","609.704592901879"
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_6","0","15","0.31","6.42","0.77035490605428","74.1851774530271"
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_6","15","30","0.3","6.95","0.430758524704245","44.9065762004175"
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_6","30","50","0.31","9.39","0.387439109255393","72.7610647181629"
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_6","50","100","0.14","5.02","0.697112038970077","174.975121781489"
"Cifuentes_et_al_2024_Nicoya","Paquera","Paquera_Manglar_14_6","100","200","0.18","6.9","0.64857341684064","895.031315240084"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_1","0","15","0.13","1.78","0.754697286012526","20.1504175365344"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_1","15","30","0.14","2.3","0.977383437717467","33.7197286012526"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_1","30","50","0.17","2.97","0.773834377174669","45.9657620041754"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_1","50","100","0.21","4.68","0.799582463465553","187.102296450939"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_1","100","200","0.24","7.73","0.743736951983299","1149.81732776618"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_2","0","15","0.14","1.88","0.828636047320807","23.3675365344468"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_2","15","30","0.16","2.54","0.836986778009743","31.8891962421712"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_2","30","50","0.18","3.57","0.66544885177453","47.5130480167015"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_2","50","100","0.18","3.36","0.75661099512874","127.110647181628"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_2","100","200","0.29","8.21","0.328462073764788","539.334725121782"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_3","0","15","0.19","3.46","0.672059846903271","34.8799060542798"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_3","15","30","0.23","5.04","0.676235212247738","51.123382045929"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_3","30","50","0.26","5.85","0.60455810716771","70.7332985386221"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_3","50","100","0.25","5.83","0.561064718162839","163.550365344468"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_3","100","200","0.33","9.71","0.344989561586639","669.969728601253"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_4","0","15","0.38","7","0.450069589422408","47.2573068893528"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_4","15","30","0.29","6.7","0.510612386917189","51.3165448851775"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_4","30","50","0.26","6.61","0.585247042449548","77.3696590118302"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_4","50","100","0.35","11.8","0.478079331941545","282.066805845512"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_4","100","200","0.37","13.3","0.313152400835073","832.985386221294"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_5","0","15","0.3","6.97","0.436325678496868","45.6178496868476"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_5","15","30","0.35","8.65","0.417188587334725","54.1302192066806"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_5","30","50","0.25","5.84","0.541057759220599","63.1955462769659"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_5","50","100","0.3","8.92","0.505915100904663","225.638135003479"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_5","100","200","0.3","9.87","0.397703549060543","785.066805845511"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_6","0","15","0.34","7.08","0.532011134307585","56.4995824634656"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_6","15","30","0.27","5.86","0.579157967988866","50.9079853862213"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_6","30","50","0.3","6.77","0.54401530967293","73.6596729297147"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_6","50","100","0.31","6.75","0.522964509394572","176.500521920668"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_6_6","100","200","0.41","12.78","0.426757132915797","1090.79123173278"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_1","0","15","0.17","2.47","0.831767571329158","30.8169885177453"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_1","15","30","0.18","2.58","1.12212943632568","43.4264091858038"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_1","30","50","0.11","1.47","1.20146137787056","35.3229645093946"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_1","50","100","0.16","3.7","1.11238691718859","205.791579679889"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_1","100","200","0.15","2.56","0.936673625608908","479.576896311761"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_2","0","15","0.18","3.05","0.913361169102296","41.7862734864301"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_2","15","30","0.16","2.95","0.937369519832985","41.4786012526096"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_2","30","50","0.2","4.15","0.83785664578984","69.5421016005567"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_2","50","100","0.2","4.18","0.876652748782185","183.220424495477"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_2","100","200","0.2","4","0.805845511482255","644.676409185804"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_3","0","15","0.12","2.41","0.983646485734168","35.5588204592902"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_3","15","30","0.21","4.44","0.781489213639527","52.0471816283925"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_3","30","50","0.18","4.13","0.911447459986082","75.2855601948504"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_3","50","100","0.19","4.39","0.997042449547669","218.850817675713"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_3","100","200","0.12","2.96","0.892310368823939","528.247738343772"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_4","0","15","0.13","2.95","0.835768963117606","36.9827766179541"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_4","15","30","0.12","2.37","0.950069589422408","33.7749739039666"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_4","30","50","0.14","3.1","0.807237299930411","50.0487125956855"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_4","50","100","0.19","4.68","0.762352122477383","178.390396659708"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_4","100","200","0.1","2.25","1.39509394572025","627.792275574113"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_5","0","15","0.1","1.92","1.02540013917884","29.5315240083507"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_5","15","30","0.12","2.42","1.1080375782881","40.221764091858"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_5","30","50","0.14","2.93","0.862386917188587","50.5358733472512"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_5","50","100","0.18","4.3","0.857863604732081","184.440675017397"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_5","100","200","0.15","3.97","0.865170494084899","686.94537230341"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_6","0","15","0.16","2.74","0.755915100904663","31.0681106471816"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_6","15","30","0.14","2.34","0.812804453723034","28.5294363256785"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_6","30","50","0.14","2.41","0.921363952679193","44.4097425191371"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_6","50","100","0.14","2.66","1.02018093249826","135.684064022269"
"Cifuentes_et_al_2024_Nicoya","Puntarenas","Puntarenas_Manglar_7_6","100","200","0.2","5.87","0.626652748782185","735.690327070285"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_1","0","15","0.17","3.24","1.63187195546277","79.3089770354906"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_1","15","30","0.25","4.89","1.31541405706333","96.485621085595"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_1","30","50","0.24","6.27","1.11238691718859","139.493319415449"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_1","50","100","0.29","7.85","0.805323590814196","316.089509394572"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_1","100","200","0.3","9.37","0.424495476687544","795.504523312456"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_2","0","15","0.49","11.43","0.310542797494781","53.2425626304802"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_2","15","30","0.44","10.4","0.344815588030619","53.7912317327766"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_2","30","50","0.36","8.13","0.376652748782185","61.2437369519833"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_2","50","100","0.37","7.91","0.421363952679193","166.649443284621"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_2","100","200","0.36","8.13","0.386917188587335","629.127348643006"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_3","0","15","0.44","11.7","0.487647877522617","85.5822025052192"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_3","15","30","0.35","11.7","0.372651356993737","65.4003131524008"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_3","30","50","0.28","8.65","0.492345163535143","85.1757132915797"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_3","50","100","0.26","8.5","0.42571329157968","180.928148921364"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_3","100","200","0.23","7.09","0.422929714683368","599.714335421016"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_4","0","15","0.52","14.22","0.4053583855254","86.4629436325679"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_4","15","30","0.38","10.34","0.515483646485734","79.9515135699374"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_4","30","50","0.21","6.49","0.415796798886569","53.9704244954767"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_4","50","100","0.22","6.42","0.474077940153097","152.179018789144"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_4","100","200","0.09","2.27","1.2303409881698","558.574808629088"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_5","0","15","0.51","12.93","0.325330549756437","63.097860125261"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_5","15","30","0.41","11.23","0.435281837160752","73.3232254697286"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_5","30","50","0.23","5.5","0.435107863604732","47.8618649965205"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_5","50","100","0.19","3.66","0.5607167710508","102.611169102296"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_5","100","200","0.2","5.18","0.600034794711204","621.636047320807"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_6","0","15","0.38","9.11","0.443110647181628","60.5510699373695"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_6","15","30","0.32","7.41","0.423799582463466","47.1053235908142"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_6","30","50","0.31","7.97","0.471990257480863","75.2352470424495"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_6","50","100","0.26","7.21","0.618649965205289","223.023312456507"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_10_6","100","200","0.2","4.1","0.52696590118302","432.112038970077"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_1","0","15","0.22","4.15","0.897007654836465","55.83872651357"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_1","15","30","0.24","4.59","0.898921363952679","61.890735908142"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_1","30","50","0.11","2.12","0.927800974251914","39.3387613082811"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_1","50","100","0.22","4.75","0.882393876130828","209.568545581072"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_1","100","200","0.23","4.87","0.754001391788448","734.397355601949"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_2","0","15","0.35","7.94","0.475817675713292","56.669885177453"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_2","15","30","0.26","5.84","0.465205288796103","40.7519832985386"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_2","30","50","0.27","6.98","0.390570633263744","54.5236604036187"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_2","50","100","0.22","4.56","0.449025748086291","102.377870563674"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_2","100","200","0.17","5.58","0.703549060542798","785.160751565762"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_3","0","15","0.34","6.89","0.446764091858038","46.1730688935282"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_3","15","30","0.31","7.86","0.383437717466945","45.2073068893528"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_3","30","50","0.25","5.96","0.556367432150313","66.3189979123173"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_3","50","100","0.28","6.74","0.473382045929019","159.529749478079"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_3","100","200","0.15","3.54","0.772790535838553","547.135699373695"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_4","0","15","0.28","6.25","0.462421711899791","43.3520354906054"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_4","15","30","0.28","7.32","0.428322894919972","47.029853862213"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_4","30","50","0.22","4.86","0.44919972164231","43.6622129436326"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_4","50","100","0.24","5.18","0.488343771746695","126.481036882394"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_4","100","200","0.2","4.41","0.467466945024356","412.305845511482"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_5","0","15","0.21","2.77","0.559672929714683","23.2544102296451"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_5","15","30","0.22","3.53","0.633785664578984","33.5589509394572"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_5","30","50","0.23","5.38","0.624739039665971","67.2219206680584"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_5","50","100","0.2","3.85","0.539318023660404","103.818719554628"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_5","100","200","0.21","2.76","0.583681280445372","322.192066805845"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_6","0","15","0.25","3.52","0.569415448851775","30.0651356993737"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_6","15","30","0.23","3.47","0.496346555323591","25.8348382045929"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_6","30","50","0.19","3.9","0.556367432150313","43.3966597077244"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_6","50","100","0.16","5.2","0.718684759916493","186.858037578288"
"Cifuentes_et_al_2024_Nicoya","Thiel","Thiel_Manglar_11_6","100","200","0.22","2.9","0.555323590814196","322.087682672234"
