study_id,site_id,core_id,method_id,depth_min,depth_max,fraction_organic_matter,cs137_activity,cs137_activity_se,total_pb210_activity,total_pb210_activity_se,ra226_activity,ra226_activity_se,th234_activity,th234_activity_se,k40_activity,k40_activity_se
Everhart_et_al_2020,South_Altamaha,SA_A,"Serrated Push Core, gamma spectroscopy",6,7,NA,0.37,0.08,8.9,0.36,2.23,0.11,4.01,0.37,19.2,1.5
Everhart_et_al_2020,South_Altamaha,SA_A,"Serrated Push Core, gamma spectroscopy",8,9,NA,0.34,0.08,8.79,0.43,2.12,0.13,4.08,0.41,18.72,1.88
Everhart_et_al_2020,South_Altamaha,SA_A,"Serrated Push Core, gamma spectroscopy",10,11,NA,0.31,0.07,8.57,0.46,2.01,0.13,3.62,0.42,18.78,1.81
Everhart_et_al_2020,South_Altamaha,SA_A,"Serrated Push Core, gamma spectroscopy",12,13,NA,0.36,0.07,8.79,0.45,2.06,0.13,3.57,0.42,19.7,1.8
Everhart_et_al_2020,South_Altamaha,SA_A,"Serrated Push Core, gamma spectroscopy",14,15,NA,0.32,0.08,8.54,0.42,1.87,0.13,3.68,0.38,19.41,1.8
Everhart_et_al_2020,South_Altamaha,SA_A,"Serrated Push Core, gamma spectroscopy",16,17,NA,0.4,0.09,8.69,0.43,1.95,0.12,3.62,0.39,21.24,1.89
Everhart_et_al_2020,South_Altamaha,SA_A,"Serrated Push Core, gamma spectroscopy",18,19,NA,0.33,0.07,8.84,0.41,1.96,0.11,4.11,0.4,19.22,1.62
Everhart_et_al_2020,South_Altamaha,SA_A,"Serrated Push Core, gamma spectroscopy",19,20,NA,0.34,0.05,8.45,0.32,2.03,0.1,4.06,0.33,18.64,1.34
Everhart_et_al_2020,South_Altamaha,SA_A,"Serrated Push Core, gamma spectroscopy",23,24,NA,0.37,0.13,9.37,0.57,2.26,0.2,4.63,0.58,22.1,2.72
Everhart_et_al_2020,South_Altamaha,SA_A,"Serrated Push Core, gamma spectroscopy",27,28,NA,0.3,0.06,7.92,0.34,2.01,0.09,3.7,0.33,19.95,1.43
Everhart_et_al_2020,South_Altamaha,SA_A,"Serrated Push Core, gamma spectroscopy",31,32,NA,0.35,0.06,7.56,0.32,2.08,0.1,3.34,0.3,20,1.39
Everhart_et_al_2020,South_Altamaha,SA_A,"Serrated Push Core, gamma spectroscopy",35,36,NA,0.38,0.06,7.46,0.34,2.04,0.1,3.52,0.31,21.86,1.55
Everhart_et_al_2020,South_Altamaha,SA_A,"Serrated Push Core, gamma spectroscopy",39,40,NA,0.37,0.06,7.09,0.29,1.89,0.09,3.47,0.3,19.49,1.31
Everhart_et_al_2020,South_Altamaha,SA_A,"Serrated Push Core, gamma spectroscopy",43,44,NA,0.34,0.07,7.93,0.38,2,0.11,3.57,0.35,19.62,1.65
Everhart_et_al_2020,South_Altamaha,SA_A,"Serrated Push Core, gamma spectroscopy",47,48,NA,0.26,0.06,7.7,0.35,2.09,0.11,3.58,0.35,22.4,1.63
Everhart_et_al_2020,South_Altamaha,SA_A,"Serrated Push Core, gamma spectroscopy",51,52,NA,0.36,0.06,7.45,0.34,2.06,0.1,3.94,0.33,19,1.47
Everhart_et_al_2020,South_Altamaha,SA_A,"Serrated Push Core, gamma spectroscopy",55,56,NA,0.4,0.06,7.39,0.31,2.19,0.1,3.94,0.33,18.91,1.36
Everhart_et_al_2020,South_Altamaha,SA_A,"Serrated Push Core, gamma spectroscopy",59,60,NA,0.41,0.06,7.34,0.32,2.13,0.1,3.9,0.35,19.27,1.39
Everhart_et_al_2020,South_Altamaha,SA_A,"Serrated Push Core, gamma spectroscopy",63,64,NA,0.32,0.05,7.28,0.29,2.12,0.09,3.81,0.27,21.01,1.25
Everhart_et_al_2020,South_Altamaha,SA_A,"Serrated Push Core, gamma spectroscopy",67,68,NA,0.4,0.08,7.14,0.4,2.29,0.14,3.75,0.41,20.39,1.84
Everhart_et_al_2020,Goodwin_Island,GWLD_A,"Serrated Push Core, gamma spectroscopy",31,32,NA,0.27635294189810405,0.08954971152752328,2.0588388053721656,0.39556920419896,1.5059992310475308,0.13198064917206145,4.132465396712911,0.5217233839025783,32.93741748155542,2.402231105237385
Everhart_et_al_2020,Goodwin_Island,GWLD_A,"Serrated Push Core, gamma spectroscopy",35,36,NA,0.19758027069912362,0.0855499768911916,2.295362778739551,0.4028579107244279,1.5672003578891804,0.13073805660219098,3.7924265282485456,0.5076822080971158,29.244432138232934,2.332094963979781
Everhart_et_al_2020,Goodwin_Island,GWLD_A,"Serrated Push Core, gamma spectroscopy",39,40,NA,0.11624291130911331,0.04337740140122027,1.977963772898015,0.22882804608146468,1.5199822410455037,0.07985047528122775,3.982145429393643,0.30007138705155145,32.740375588193494,1.5391037745109313
