"","Source","Site_name","Site","Core","Habitat_type","Soil_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","SOM_perc","BD_reported_g_cm3","DOI"
"188","Ruranska et al 2020","PR Kirkton 2","Kirkton","Kirkton 2","Salt marsh","Not Sandy",57.280372,-5.6005781,"direct from dataset","1","UK",2019,0,0.1,"EA",24.88,53.5,0.2,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"189","Ruranska et al 2020","PR Kirkton 3","Kirkton","Kirkton 3","Salt marsh","Not Sandy",57.281435,-5.6014457,"direct from dataset","1","UK",2019,0,0.1,"EA",24.96,55.33,0.19,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"190","Ruranska et al 2020","PR Kirkton 4","Kirkton","Kirkton 4","Salt marsh","Not Sandy",57.28118,-5.6012381,"direct from dataset","1","UK",2019,0,0.1,"EA",20.07,47.38,0.2,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"191","Ruranska et al 2020","PR Kirkton 5","Kirkton","Kirkton 5","Salt marsh","Not Sandy",57.280891,-5.6009775,"direct from dataset","1","UK",2019,0,0.1,"EA",19.63,58.37,0.2,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"192","Ruranska et al 2020","PR Kyle of Tongue 1","Kyle of Tongue","Kyle of Tongue 1","Salt marsh","Not Sandy",58.4487,-4.47943,"direct from dataset","1","UK",2018,0,0.1,"EA",33.24,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"193","Ruranska et al 2020","PR Kyle of Tongue 2","Kyle of Tongue","Kyle of Tongue 2","Salt marsh","Not Sandy",58.44865,-4.47987,"direct from dataset","1","UK",2018,0,0.1,"EA",25.72,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"194","Ruranska et al 2020","PR Kyle of Tongue 3","Kyle of Tongue","Kyle of Tongue 3","Salt marsh","Not Sandy",58.44875,-4.4796,"direct from dataset","1","UK",2018,0,0.1,"EA",20.43,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"195","Ruranska et al 2020","PR Kyle of Tongue 4","Kyle of Tongue","Kyle of Tongue 4","Salt marsh","Not Sandy",58.44866,-4.48003,"direct from dataset","1","UK",2018,0,0.1,"EA",13.94,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"196","Ruranska et al 2020","PR Kyle of Tongue 5","Kyle of Tongue","Kyle of Tongue 5","Salt marsh","Not Sandy",58.44867,-4.48025,"direct from dataset","1","UK",2018,0,0.1,"EA",11.82,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"197","Ruranska et al 2020","PR Kyle of Tongue 6","Kyle of Tongue","Kyle of Tongue 6","Salt marsh","Not Sandy",58.44894,-4.47994,"direct from dataset","1","UK",2018,0,0.1,"EA",8.64,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"198","Ruranska et al 2020","PR Kyle of Tongue 7","Kyle of Tongue","Kyle of Tongue 7","Salt marsh","Not Sandy",58.44884,-4.4803,"direct from dataset","1","UK",2018,0,0.1,"EA",8.15,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"199","Ruranska et al 2020","PR Kyle of Tongue 8","Kyle of Tongue","Kyle of Tongue 8","Salt marsh","Not Sandy",58.44877,-4.48072,"direct from dataset","1","UK",2018,0,0.1,"EA",7.95,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"200","Ruranska et al 2020","PR Kyle of Tongue 9","Kyle of Tongue","Kyle of Tongue 9","Salt marsh","Not Sandy",58.44894,-4.48001,"direct from dataset","1","UK",2018,0,0.1,"EA",5.75,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"201","Ruranska et al 2020","PR Kyle of Tongue 10","Kyle of Tongue","Kyle of Tongue 10","Salt marsh","Not Sandy",58.44899,-4.48035,"direct from dataset","1","UK",2018,0,0.1,"EA",3.76,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"202","Ruranska et al 2020","PR Kyle of Tongue 11","Kyle of Tongue","Kyle of Tongue 11","Salt marsh","Not Sandy",58.44899,-4.48072,"direct from dataset","1","UK",2018,0,0.1,"EA",2,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"203","Ruranska et al 2020","PR Kyleakin 1","Kyleakin","Kyleakin 1","Salt marsh","Not Sandy",57.269642,-5.7415352,"direct from dataset","1","UK",2019,0,0.1,"EA",22.72,NA,0.11,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"204","Ruranska et al 2020","PR Kyleakin 2","Kyleakin","Kyleakin 2","Salt marsh","Not Sandy",57.269996,-5.7408244,"direct from dataset","1","UK",2019,0,0.1,"EA",18.81,50.1,0.26,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"205","Ruranska et al 2020","PR Kyleakin 3","Kyleakin","Kyleakin 3","Salt marsh","Not Sandy",57.269692,-5.7413743,"direct from dataset","1","UK",2019,0,0.1,"EA",30.75,65.59,0.13,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"206","Ruranska et al 2020","PR Kyleakin 4","Kyleakin","Kyleakin 4","Salt marsh","Not Sandy",57.269788,-5.7411849,"direct from dataset","1","UK",2019,0,0.1,"EA",26.22,58.91,0.26,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"207","Ruranska et al 2020","PR Kyleakin 5","Kyleakin","Kyleakin 5","Salt marsh","Not Sandy",57.269864,-5.7410433,"direct from dataset","1","UK",2019,0,0.1,"EA",20.58,54.22,0.23,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"208","Ruranska et al 2020","PR Little Loch Broom 1","Little Loch Broom","Little Loch Broom 1","Salt marsh","Not Sandy",57.8438,-5.222164,"direct from dataset","1","UK",2019,0,0.1,"EA",11.78,26.27,0.79,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"209","Ruranska et al 2020","PR Little Loch Broom 2","Little Loch Broom","Little Loch Broom 2","Salt marsh","Not Sandy",57.843852,-5.221158,"direct from dataset","1","UK",2019,0,0.1,"EA",5.38,7.73,0.87,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"210","Ruranska et al 2020","PR Little Loch Broom 3","Little Loch Broom","Little Loch Broom 3","Salt marsh","Not Sandy",57.843852,-5.2199,"direct from dataset","1","UK",2019,0,0.1,"EA",12.36,34.7,0.48,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"211","Ruranska et al 2020","PR Little Loch Broom 4","Little Loch Broom","Little Loch Broom 4","Salt marsh","Not Sandy",57.843979,-5.218968,"direct from dataset","1","UK",2019,0,0.1,"EA",12.77,39.28,0.24,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"212","Ruranska et al 2020","PR Little Loch Broom 5","Little Loch Broom","Little Loch Broom 5","Salt marsh","Not Sandy",57.844098,-5.217945,"direct from dataset","1","UK",2019,0,0.1,"EA",23.63,68.31,0.32,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"213","Ruranska et al 2020","PR Little Loch Broom 6","Little Loch Broom","Little Loch Broom 6","Salt marsh","Not Sandy",57.843268,-5.223241,"direct from dataset","1","UK",2018,0,0.1,"EA",3.72,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"214","Ruranska et al 2020","PR Little Loch Broom 7","Little Loch Broom","Little Loch Broom 7","Salt marsh","Not Sandy",57.843286,-5.222963,"direct from dataset","1","UK",2018,0,0.1,"EA",6.2,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"215","Ruranska et al 2020","PR Little Loch Broom 8","Little Loch Broom","Little Loch Broom 8","Salt marsh","Not Sandy",57.843205,-5.222443,"direct from dataset","1","UK",2018,0,0.1,"EA",21.19,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"216","Ruranska et al 2020","PR Little Loch Broom 9","Little Loch Broom","Little Loch Broom 9","Salt marsh","Not Sandy",57.842961,-5.221586,"direct from dataset","1","UK",2018,0,0.1,"EA",14.66,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"217","Ruranska et al 2020","PR Little Loch Broom 10","Little Loch Broom","Little Loch Broom 10","Salt marsh","Not Sandy",57.842828,-5.22112,"direct from dataset","1","UK",2018,0,0.1,"EA",16.81,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"218","Ruranska et al 2020","PR Little Loch Broom 11","Little Loch Broom","Little Loch Broom 11","Salt marsh","Not Sandy",57.842709,-5.220807,"direct from dataset","1","UK",2018,0,0.1,"EA",17.91,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"219","Ruranska et al 2020","PR Little Loch Broom 12","Little Loch Broom","Little Loch Broom 12","Salt marsh","Not Sandy",57.842423,-5.220174,"direct from dataset","1","UK",2018,0,0.1,"EA",39.48,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"220","Ruranska et al 2020","PR Little Loch Broom 13","Little Loch Broom","Little Loch Broom 13","Salt marsh","Not Sandy",57.844503,-5.221006,"direct from dataset","1","UK",2018,0,0.1,"EA",9.16,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"221","Ruranska et al 2020","PR Little Loch Broom 14","Little Loch Broom","Little Loch Broom 14","Salt marsh","Not Sandy",57.844423,-5.220238,"direct from dataset","1","UK",2018,0,0.1,"EA",22.59,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"222","Ruranska et al 2020","PR Little Loch Broom 15","Little Loch Broom","Little Loch Broom 15","Salt marsh","Not Sandy",57.844312,-5.218622,"direct from dataset","1","UK",2018,0,0.1,"EA",17.12,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"223","Ruranska et al 2020","PR Little Loch Broom 16","Little Loch Broom","Little Loch Broom 16","Salt marsh","Not Sandy",57.844301,-5.217701,"direct from dataset","1","UK",2018,0,0.1,"EA",9.93,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"224","Ruranska et al 2020","PR Loch Ainort 1","Loch Ainort","Loch Ainort 1","Salt marsh","Not Sandy",57.269472,-6.082003,"direct from dataset","1","UK",2019,0,0.1,"EA",11.29,31.01,0.28,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"225","Ruranska et al 2020","PR Loch Ainort 2","Loch Ainort","Loch Ainort 2","Salt marsh","Not Sandy",57.269689,-6.081642,"direct from dataset","1","UK",2019,0,0.1,"EA",9.23,33.93,0.26,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"226","Ruranska et al 2020","PR Loch Ainort 3","Loch Ainort","Loch Ainort 3","Salt marsh","Not Sandy",57.269275,-6.082481,"direct from dataset","1","UK",2019,0,0.1,"EA",8.07,22.23,0.59,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"227","Ruranska et al 2020","PR Loch Ainort 4","Loch Ainort","Loch Ainort 4","Salt marsh","Not Sandy",57.270075,-6.081211,"direct from dataset","1","UK",2019,0,0.1,"EA",8.5,21.63,0.46,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"228","Ruranska et al 2020","PR Loch Ainort 5","Loch Ainort","Loch Ainort 5","Salt marsh","Not Sandy",57.269839,-6.081489,"direct from dataset","1","UK",2019,0,0.1,"EA",7.49,27.35,0.34,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"229","Ruranska et al 2020","PR Loch Creran 1","Loch Creran","Loch Creran 1","Salt marsh","Not Sandy",56.55449,-5.24616,"direct from dataset","1","UK",2019,0,0.1,"EA",NA,55.82,0.19,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"230","Ruranska et al 2020","PR Loch Creran 2","Loch Creran","Loch Creran 2","Salt marsh","Not Sandy",56.55498,-5.24569,"direct from dataset","1","UK",2019,0,0.1,"EA",NA,47.59,0.2,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"231","Ruranska et al 2020","PR Loch Creran 3","Loch Creran","Loch Creran 3","Salt marsh","Not Sandy",56.55545,-5.24543,"direct from dataset","1","UK",2019,0,0.1,"EA",NA,53.72,0.31,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"232","Ruranska et al 2020","PR Loch Creran 4","Loch Creran","Loch Creran 4","Salt marsh","Not Sandy",56.55473,-5.24593,"direct from dataset","1","UK",2019,0,0.1,"EA",NA,56.89,0.21,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"233","Ruranska et al 2020","PR Loch Creran 5","Loch Creran","Loch Creran 5","Salt marsh","Not Sandy",56.55429,-5.24638,"direct from dataset","1","UK",2019,0,0.1,"EA",NA,51.49,0.18,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"234","Ruranska et al 2020","PR Loch Crinan 1","Loch Crinan","Loch Crinan 1","Salt marsh","Not Sandy",56.07567222,-5.528902778,"direct from dataset","1","UK",2019,0,0.1,"EA",25.47,59.23,0.27,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"235","Ruranska et al 2020","PR Loch Crinan 2","Loch Crinan","Loch Crinan 2","Salt marsh","Not Sandy",56.07571667,-5.529641667,"direct from dataset","1","UK",2019,0,0.1,"EA",22.76,46.74,0.24,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"236","Ruranska et al 2020","PR Loch Crinan 3","Loch Crinan","Loch Crinan 3","Salt marsh","Not Sandy",56.07571111,-5.528575,"direct from dataset","1","UK",2019,0,0.1,"EA",20.18,43.22,0.18,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"237","Ruranska et al 2020","PR Loch Crinan 4","Loch Crinan","Loch Crinan 4","Salt marsh","Not Sandy",56.08027222,-5.526916667,"direct from dataset","1","UK",2019,0,0.1,"EA",15.72,23.2,0.37,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"238","Ruranska et al 2020","PR Loch Laich 1","Loch Laich","Loch Laich 1","Salt marsh","Not Sandy",56.567,-5.373,"direct from dataset","1","UK",2019,0,0.1,"EA",22.44,NA,0.49,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"239","Ruranska et al 2020","PR Loch Laich 2","Loch Laich","Loch Laich 2","Salt marsh","Not Sandy",56.567,-5.72,"direct from dataset","1","UK",2019,0,0.1,"EA",21.96,NA,0.49,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"240","Ruranska et al 2020","PR Loch Laich 3","Loch Laich","Loch Laich 3","Salt marsh","Not Sandy",56.566,-5.371,"direct from dataset","1","UK",2019,0,0.1,"EA",17.43,NA,0.46,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"241","Ruranska et al 2020","PR Loch Laich 4","Loch Laich","Loch Laich 4","Salt marsh","Not Sandy",56.566,-5.369,"direct from dataset","1","UK",2019,0,0.1,"EA",28.71,NA,0.51,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"242","Ruranska et al 2020","PR Loch Laich 5","Loch Laich","Loch Laich 5","Salt marsh","Not Sandy",56.565,-5.368,"direct from dataset","1","UK",2019,0,0.1,"EA",31.25,NA,0.76,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"243","Ruranska et al 2020","PR Loch Laich 6","Loch Laich","Loch Laich 6","Salt marsh","Not Sandy",56.568,-5.374,"direct from dataset","1","UK",2019,0,0.1,"EA",18.68,NA,1.11,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"244","Ruranska et al 2020","PR Loch Laich 7","Loch Laich","Loch Laich 7","Salt marsh","Not Sandy",56.563,-5.353,"direct from dataset","1","UK",2019,0,0.1,"EA",22.85,NA,1.53,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"245","Ruranska et al 2020","PR Mugdrum Island 1","Mugdrum Island","Mugdrum Island 1","Salt marsh","Not Sandy",56.35589167,-3.269861111,"direct from dataset","1","UK",2019,0,0.1,"EA",4.33,11,0.74,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"246","Ruranska et al 2020","PR Mugdrum Island 2","Mugdrum Island","Mugdrum Island 2","Salt marsh","Not Sandy",56.355,-3.269161111,"direct from dataset","1","UK",2019,0,0.1,"EA",7.22,17.96,0.59,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"247","Ruranska et al 2020","PR Mugdrum Island 3","Mugdrum Island","Mugdrum Island 3","Salt marsh","Not Sandy",56.35615556,-3.27,"direct from dataset","1","UK",2019,0,0.1,"EA",7.32,16.6,0.55,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"248","Ruranska et al 2020","PR Mugdrum Island 4","Mugdrum Island","Mugdrum Island 4","Salt marsh","Not Sandy",56.35640833,-3.270241667,"direct from dataset","1","UK",2019,0,0.1,"EA",6.33,10.87,0.63,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"249","Ruranska et al 2020","PR Mugdrum Island 5","Mugdrum Island","Mugdrum Island 5","Salt marsh","Not Sandy",56.35559167,-3.269622222,"direct from dataset","1","UK",2019,0,0.1,"EA",9.34,23.15,0.36,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"250","Ruranska et al 2020","PR Orchardton  1","Orchardton ","Orchardton  1","Salt marsh","Not Sandy",54.864041,-3.837925,"direct from dataset","1","UK",2018,0,0.1,"EA",8.61,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"251","Ruranska et al 2020","PR Orchardton  2","Orchardton ","Orchardton  2","Salt marsh","Not Sandy",54.864282,-3.837796,"direct from dataset","1","UK",2018,0,0.1,"EA",9.4,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"252","Ruranska et al 2020","PR Orchardton  3","Orchardton ","Orchardton  3","Salt marsh","Not Sandy",54.864467,-3.837721,"direct from dataset","1","UK",2018,0,0.1,"EA",11.03,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"253","Ruranska et al 2020","PR Orchardton  4","Orchardton ","Orchardton  4","Salt marsh","Not Sandy",54.864671,-3.837657,"direct from dataset","1","UK",2018,0,0.1,"EA",11.37,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"254","Ruranska et al 2020","PR Orchardton  5","Orchardton ","Orchardton  5","Salt marsh","Not Sandy",54.863288,-3.8387,"direct from dataset","1","UK",2018,0,0.1,"EA",3.03,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"255","Ruranska et al 2020","PR Orchardton  6","Orchardton ","Orchardton  6","Salt marsh","Not Sandy",54.863568,-3.838679,"direct from dataset","1","UK",2018,0,0.1,"EA",2.92,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"256","Ruranska et al 2020","PR Orchardton  7","Orchardton ","Orchardton  7","Salt marsh","Not Sandy",54.864277,-3.838516,"direct from dataset","1","UK",2018,0,0.1,"EA",5.96,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"257","Ruranska et al 2020","PR Ruel Estuary 1","Ruel Estuary","Ruel Estuary 1","Salt marsh","Not Sandy",55.97992,-5.19187,"direct from dataset","1","UK",2019,0,0.1,"EA",10.05,28.31,0.97,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"258","Ruranska et al 2020","PR Ruel Estuary 2","Ruel Estuary","Ruel Estuary 2","Salt marsh","Not Sandy",55.981027,-5.190082,"direct from dataset","1","UK",2019,0,0.1,"EA",11.39,12.01,0.42,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"259","Ruranska et al 2020","PR Ruel Estuary 3","Ruel Estuary","Ruel Estuary 3","Salt marsh","Not Sandy",55.982092,-5.188974,"direct from dataset","1","UK",2019,0,0.1,"EA",14.14,17.32,0.38,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"260","Ruranska et al 2020","PR Ruel Estuary 4","Ruel Estuary","Ruel Estuary 4","Salt marsh","Not Sandy",55.980541,-5.19085,"direct from dataset","1","UK",2019,0,0.1,"EA",7.03,11.78,0.23,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"261","Ruranska et al 2020","PR Ruel Estuary 5","Ruel Estuary","Ruel Estuary 5","Salt marsh","Not Sandy",55.981553,-5.18964,"direct from dataset","1","UK",2019,0,0.1,"EA",11.39,33.54,0.12,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"262","Ruranska et al 2020","PR Shell Bay 1","Shell Bay","Shell Bay 1","Salt marsh","Not Sandy",56.19777778,-2.873611111,"direct from dataset","1","UK",2019,0,0.1,"EA",10.87,22.3,0.53,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"263","Ruranska et al 2020","PR Shell Bay 2","Shell Bay","Shell Bay 2","Salt marsh","Not Sandy",56.1975,-2.874444444,"direct from dataset","1","UK",2019,0,0.1,"EA",10.01,20.14,0.78,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"264","Ruranska et al 2020","PR Skinflats 1","Skinflats","Skinflats 1","Salt marsh","Not Sandy",56.05950139,-3.73652809,"direct from dataset","1","UK",2018,0,0.1,"EA",27.37,NA,0.36,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"265","Ruranska et al 2020","PR Skinflats 2","Skinflats","Skinflats 2","Salt marsh","Not Sandy",56.05950139,-3.73652809,"direct from dataset","1","UK",2018,0,0.1,"EA",13.08,NA,1.54,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"266","Ruranska et al 2020","PR Skinflats 3","Skinflats","Skinflats 3","Salt marsh","Not Sandy",56.05948028,-3.73607101,"direct from dataset","1","UK",2018,0,0.1,"EA",19.82,NA,0.37,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"267","Ruranska et al 2020","PR Skinflats 4","Skinflats","Skinflats 4","Salt marsh","Not Sandy",56.05948028,-3.73607101,"direct from dataset","1","UK",2018,0,0.1,"EA",28.23,NA,0.38,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"268","Ruranska et al 2020","PR Skinflats 5","Skinflats","Skinflats 5","Salt marsh","Not Sandy",56.05948028,-3.73607101,"direct from dataset","1","UK",2018,0,0.1,"EA",21.56,NA,0.4,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"269","Ruranska et al 2020","PR Skinflats 6","Skinflats","Skinflats 6","Salt marsh","Not Sandy",56.05955971,-3.73567427,"direct from dataset","1","UK",2018,0,0.1,"EA",9.03,NA,0.35,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"270","Ruranska et al 2020","PR Skinflats 7","Skinflats","Skinflats 7","Salt marsh","Not Sandy",56.05955971,-3.73567427,"direct from dataset","1","UK",2018,0,0.1,"EA",18.94,NA,0.55,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"271","Ruranska et al 2020","PR Skinflats 8","Skinflats","Skinflats 8","Salt marsh","Not Sandy",56.05963566,-3.73527176,"direct from dataset","1","UK",2018,0,0.1,"EA",15.4,NA,0.43,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"272","Ruranska et al 2020","PR Skinflats 9","Skinflats","Skinflats 9","Salt marsh","Not Sandy",56.05963566,-3.73527176,"direct from dataset","1","UK",2018,0,0.1,"EA",17.94,NA,0.37,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"273","Ruranska et al 2020","PR Skinflats 10","Skinflats","Skinflats 10","Salt marsh","Not Sandy",56.0597012,-3.73483229,"direct from dataset","1","UK",2018,0,0.1,"EA",18.55,NA,0.6,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"274","Ruranska et al 2020","PR Skinflats 11","Skinflats","Skinflats 11","Salt marsh","Not Sandy",56.0597012,-3.73483229,"direct from dataset","1","UK",2018,0,0.1,"EA",21.47,NA,0.52,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"275","Ruranska et al 2020","PR Skinflats 12","Skinflats","Skinflats 12","Salt marsh","Not Sandy",56.05979385,-3.73443448,"direct from dataset","1","UK",2018,0,0.1,"EA",13.75,NA,0.42,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"276","Ruranska et al 2020","PR Skinflats 13","Skinflats","Skinflats 13","Salt marsh","Not Sandy",56.05979385,-3.73443448,"direct from dataset","1","UK",2018,0,0.1,"EA",15.7,NA,0.33,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"277","Ruranska et al 2020","PR Skinflats 14","Skinflats","Skinflats 14","Salt marsh","Not Sandy",56.05991835,-3.73376683,"direct from dataset","1","UK",2018,0,0.1,"EA",12.37,NA,0.42,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"278","Ruranska et al 2020","PR Skinflats 15","Skinflats","Skinflats 15","Salt marsh","Not Sandy",56.05991835,-3.73376683,"direct from dataset","1","UK",2018,0,0.1,"EA",11.66,NA,0.47,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"279","Ruranska et al 2020","PR Skinflats 16","Skinflats","Skinflats 16","Salt marsh","Not Sandy",56.06000601,-3.73318537,"direct from dataset","1","UK",2018,0,0.1,"EA",8.73,NA,0.43,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"280","Ruranska et al 2020","PR Skinflats 17","Skinflats","Skinflats 17","Salt marsh","Not Sandy",56.06000601,-3.73318537,"direct from dataset","1","UK",2018,0,0.1,"EA",8.05,NA,0.49,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
