Core_type,Marsh_type,Marsh_zone,delta_c13,Source,Site_name,Site,Core,Habitat_type,Latitude,Longitude,accuracy_flag,accuracy_code,Country,State,Year_collected,U_depth_m,L_depth_m,Method,OC_perc,N_perc,BD_reported_g_cm3,DOI
Wide,Fringing,Low-Mid,-26.11,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.07,0.08,EA,8.507,0.62,0.31,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,-26.21,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.08,0.09,EA,13.264,0.64,0.25,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,-26.32,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.09,0.1,EA,9.649,0.62,0.39,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.1,0.11,EA,9.884,NA,0.28,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,-26.12,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.11,0.12,EA,7.814,0.49,0.36,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,-26.08,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.12,0.13,EA,9.214,0.54,0.38,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,-26.31,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.13,0.14,EA,8.748,0.52,0.36,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,-26.15,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.14,0.15,EA,8.224,0.52,0.33,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,-25.95,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.15,0.16,EA,9.027,0.51,0.29,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,-26.05,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.16,0.17,EA,7.954,0.48,0.32,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,-25.97,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.17,0.18,EA,8.508,0.48,0.35,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,-26.25,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.18,0.19,EA,7.512,0.46,0.38,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,-26.44,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.19,0.2,EA,7.642,0.47,0.32,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,-26.82,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.2,0.21,EA,8.775,0.53,0.24,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,-26.48,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.21,0.22,EA,8.46,0.52,0.3,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,-26.16,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.22,0.23,EA,9.01,0.51,0.27,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,-26.68,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.23,0.24,EA,8.885,0.46,0.25,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,-26.59,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.24,0.25,EA,10.682,0.53,0.28,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,-26.51,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.25,0.26,EA,10.887,0.49,0.25,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,-26.27,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.26,0.27,EA,9.509,0.55,0.29,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,-26.41,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.27,0.28,EA,9.759,0.52,0.33,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,-25.77,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.28,0.29,EA,8.358,0.43,0.33,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.29,0.3,EA,9.292,NA,0.36,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,-25.59,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.3,0.31,EA,8.451,0.45,0.44,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.31,0.32,EA,8.757,NA,0.36,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,-25.58,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.32,0.33,EA,8.787,0.46,0.32,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.33,0.34,EA,8.418,NA,0.39,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,-25.3,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.34,0.35,EA,8.474,0.43,0.39,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.35,0.36,EA,10.447,NA,0.4,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,-25.62,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.36,0.37,EA,9.615,0.47,0.42,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.37,0.38,EA,9.888,NA,0.44,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,-25.03,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.38,0.39,EA,11.299,0.49,0.42,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.39,0.4,EA,11.993,NA,0.48,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,-24.82,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.4,0.41,EA,12.163,0.52,0.5,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.41,0.42,EA,11.753,NA,0.32,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,-25.65,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.42,0.43,EA,12.037,0.52,0.48,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.43,0.44,EA,11.427,NA,0.46,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,-24.88,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.44,0.45,EA,10.111,0.4,0.54,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.45,0.46,EA,10.176,NA,0.48,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,-25.01,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.46,0.47,EA,10.005,0.44,0.49,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.47,0.48,EA,10.752,NA,0.44,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,-24.68,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.48,0.49,EA,10.089,0.39,0.48,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.49,0.5,EA,10.177,NA,0.54,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,-25.18,Miller et al 2022,LCM Skin2004A,Skinflats,Skin2004A,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.5,0.51,EA,13.773,0.41,0.37,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0,0.02,EA,NA,NA,0.3,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.02,0.03,EA,NA,NA,0.27,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.03,0.04,EA,NA,NA,0.31,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.04,0.05,EA,NA,NA,0.31,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.05,0.06,EA,NA,NA,0.29,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.06,0.07,EA,NA,NA,0.26,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.07,0.08,EA,NA,NA,0.29,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.08,0.09,EA,NA,NA,0.32,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.09,0.1,EA,NA,NA,0.37,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.1,0.11,EA,NA,NA,0.43,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.11,0.12,EA,NA,NA,0.44,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.12,0.13,EA,NA,NA,0.42,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.13,0.14,EA,NA,NA,0.48,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.14,0.15,EA,NA,NA,0.48,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.15,0.16,EA,NA,NA,0.4,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.16,0.17,EA,NA,NA,0.43,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.17,0.18,EA,NA,NA,0.45,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.18,0.19,EA,NA,NA,0.44,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.19,0.2,EA,NA,NA,0.42,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.2,0.21,EA,NA,NA,0.42,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.21,0.22,EA,NA,NA,0.32,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.22,0.23,EA,NA,NA,0.47,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.23,0.24,EA,NA,NA,0.53,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.24,0.25,EA,NA,NA,0.39,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.25,0.26,EA,NA,NA,0.4,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.26,0.27,EA,NA,NA,0.45,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.27,0.28,EA,NA,NA,0.35,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.28,0.29,EA,NA,NA,0.43,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.29,0.3,EA,NA,NA,0.32,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.3,0.31,EA,NA,NA,0.25,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.31,0.32,EA,NA,NA,0.29,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.32,0.33,EA,NA,NA,0.19,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.33,0.34,EA,NA,NA,0.21,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.34,0.35,EA,NA,NA,0.08,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.35,0.36,EA,NA,NA,0.3,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.36,0.37,EA,NA,NA,0.43,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.37,0.38,EA,NA,NA,0.45,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.38,0.39,EA,NA,NA,0.44,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.39,0.4,EA,NA,NA,0.42,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.4,0.41,EA,NA,NA,0.42,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.41,0.42,EA,NA,NA,0.32,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.42,0.43,EA,NA,NA,0.47,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.43,0.44,EA,NA,NA,0.53,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.44,0.45,EA,NA,NA,0.39,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.45,0.46,EA,NA,NA,0.4,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.46,0.47,EA,NA,NA,0.45,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.47,0.48,EA,NA,NA,0.35,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.48,0.49,EA,NA,NA,0.43,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.49,0.5,EA,NA,NA,0.32,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.5,0.51,EA,NA,NA,0.25,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.52,0.53,EA,NA,NA,0.29,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.53,0.54,EA,NA,NA,0.19,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.54,0.55,EA,NA,NA,0.21,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.55,0.56,EA,NA,NA,0.08,https://doi.org/10.7489/12422-1
Wide,Fringing,Low-Mid,NA,Miller et al 2022,LCM Skin2004B,Skinflats,Skin2004B,Salt marsh,56.06333087,-3.73239677,direct from dataset,1,UK,Falkirk,2020,0.56,0.57,EA,NA,NA,0.32,https://doi.org/10.7489/12422-1
Narrow,Fringing,High,NA,Miller et al 2022,LCM TAY2001,Tay Estuary,TAY2001,Salt marsh,56.44770056,-3.08791175,direct from dataset,1,UK,Perth & Kinross,2020,0.1,0.12,EA,5.517,NA,0.33,https://doi.org/10.7489/12422-1
Narrow,Fringing,High,NA,Miller et al 2022,LCM TAY2001,Tay Estuary,TAY2001,Salt marsh,56.44770056,-3.08791175,direct from dataset,1,UK,Perth & Kinross,2020,0.3,0.32,EA,2.439,NA,0.45,https://doi.org/10.7489/12422-1
Narrow,Fringing,High,NA,Miller et al 2022,LCM TAY2001,Tay Estuary,TAY2001,Salt marsh,56.44770056,-3.08791175,direct from dataset,1,UK,Perth & Kinross,2020,0.2,0.22,EA,3.435,NA,0.49,https://doi.org/10.7489/12422-1
Narrow,Fringing,High,NA,Miller et al 2022,LCM TAY2001,Tay Estuary,TAY2001,Salt marsh,56.44770056,-3.08791175,direct from dataset,1,UK,Perth & Kinross,2020,0.04,0.06,EA,4.051,NA,0.61,https://doi.org/10.7489/12422-1
Narrow,Fringing,High,NA,Miller et al 2022,LCM TAY2001,Tay Estuary,TAY2001,Salt marsh,56.44770056,-3.08791175,direct from dataset,1,UK,Perth & Kinross,2020,0.4,0.42,EA,1.736,NA,0.66,https://doi.org/10.7489/12422-1
Narrow,Fringing,High,-26.2,Miller et al 2022,LCM TAY2001,Tay Estuary,TAY2001,Salt marsh,56.44770056,-3.08791175,direct from dataset,1,UK,Perth & Kinross,2020,0,0.02,EA,3.155,0.316,0.68,https://doi.org/10.7489/12422-1
