Source,Site_name,Site,Core,Habitat_type,Latitude,Longitude,accuracy_flag,accuracy_code,Country,Year_collected,Season,U_depth_m,L_depth_m,Method,SOM_perc,BD_reported_g_cm3,DOI
Ford et al 2016,HF FW 12,FW,FW_Essex_Winter_12,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,8.76,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 12,FW,FW_Essex_Winter_12,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,6.61,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 12,FW,FW_Essex_Winter_12,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,6.96,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 13,FW,FW_Essex_Winter_13,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,9.9,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 13,FW,FW_Essex_Winter_13,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,6.47,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 13,FW,FW_Essex_Winter_13,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,6.35,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 14,FW,FW_Essex_Winter_14,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,9.57,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 14,FW,FW_Essex_Winter_14,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,10.05,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 14,FW,FW_Essex_Winter_14,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,14.13,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 15,FW,FW_Essex_Winter_15,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,11.05,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 15,FW,FW_Essex_Winter_15,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,13.48,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 15,FW,FW_Essex_Winter_15,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,7.98,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 16,FW,FW_Essex_Winter_16,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,4.34,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 16,FW,FW_Essex_Winter_16,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,5.95,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 16,FW,FW_Essex_Winter_16,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,3.54,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 17,FW,FW_Essex_Winter_17,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,5.82,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 17,FW,FW_Essex_Winter_17,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,5.25,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 17,FW,FW_Essex_Winter_17,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,4.91,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 18,FW,FW_Essex_Winter_18,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,8.42,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 18,FW,FW_Essex_Winter_18,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,9.78,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 18,FW,FW_Essex_Winter_18,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,7.84,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 19,FW,FW_Essex_Winter_19,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,11.84,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 19,FW,FW_Essex_Winter_19,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,10.59,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 19,FW,FW_Essex_Winter_19,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,6.78,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 20,FW,FW_Essex_Winter_20,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,8.89,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 20,FW,FW_Essex_Winter_20,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,10.03,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 20,FW,FW_Essex_Winter_20,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,12.79,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 21,FW,FW_Essex_Winter_21,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,9.7,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 21,FW,FW_Essex_Winter_21,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,6.35,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 21,FW,FW_Essex_Winter_21,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,6.59,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 22,FW,FW_Essex_Winter_22,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,14.65,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 22,FW,FW_Essex_Winter_22,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,13.39,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 22,FW,FW_Essex_Winter_22,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,8.89,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 1,FW,FW_Essex_Summer_1,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,11.2,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 1,FW,FW_Essex_Summer_1,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,10.27,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 1,FW,FW_Essex_Summer_1,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,10.93,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 2,FW,FW_Essex_Summer_2,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,14.74,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 2,FW,FW_Essex_Summer_2,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,18.08,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 2,FW,FW_Essex_Summer_2,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,17.4,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 3,FW,FW_Essex_Summer_3,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,11.62,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 3,FW,FW_Essex_Summer_3,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,11.48,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 3,FW,FW_Essex_Summer_3,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,11.2,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 4,FW,FW_Essex_Summer_4,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,11.27,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 4,FW,FW_Essex_Summer_4,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,11.66,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 4,FW,FW_Essex_Summer_4,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,16.52,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 5,FW,FW_Essex_Summer_5,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,11.93,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 5,FW,FW_Essex_Summer_5,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,10.38,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 5,FW,FW_Essex_Summer_5,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,10.87,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 6,FW,FW_Essex_Summer_6,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,10.9,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 6,FW,FW_Essex_Summer_6,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,9.7,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 6,FW,FW_Essex_Summer_6,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,10.13,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 7,FW,FW_Essex_Summer_7,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,13.78,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 7,FW,FW_Essex_Summer_7,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,12.2,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 7,FW,FW_Essex_Summer_7,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,13.44,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 8,FW,FW_Essex_Summer_8,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,18.12,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 8,FW,FW_Essex_Summer_8,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,17.14,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 8,FW,FW_Essex_Summer_8,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,18.35,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 9,FW,FW_Essex_Summer_9,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,14.79,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 9,FW,FW_Essex_Summer_9,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,13.82,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 9,FW,FW_Essex_Summer_9,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,15.48,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 10,FW,FW_Essex_Summer_10,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,20.98,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 10,FW,FW_Essex_Summer_10,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,21.48,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 10,FW,FW_Essex_Summer_10,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,21.29,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 11,FW,FW_Essex_Summer_11,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,24.14,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 11,FW,FW_Essex_Summer_11,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,24.64,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 11,FW,FW_Essex_Summer_11,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,21.65,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 12,FW,FW_Essex_Summer_12,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,11.4,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 12,FW,FW_Essex_Summer_12,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,11.13,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 12,FW,FW_Essex_Summer_12,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,11.81,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 13,FW,FW_Essex_Summer_13,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,31.19,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 13,FW,FW_Essex_Summer_13,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,23.37,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 13,FW,FW_Essex_Summer_13,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,14.51,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 14,FW,FW_Essex_Summer_14,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,11.5,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 14,FW,FW_Essex_Summer_14,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,9.02,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 14,FW,FW_Essex_Summer_14,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,10.85,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 15,FW,FW_Essex_Summer_15,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,10.61,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 15,FW,FW_Essex_Summer_15,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,10.36,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 15,FW,FW_Essex_Summer_15,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,11.26,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 16,FW,FW_Essex_Summer_16,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,18.49,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 16,FW,FW_Essex_Summer_16,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,16.28,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 16,FW,FW_Essex_Summer_16,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,14.1,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 17,FW,FW_Essex_Summer_17,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,12.49,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 17,FW,FW_Essex_Summer_17,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,13.35,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 17,FW,FW_Essex_Summer_17,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,11.86,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 18,FW,FW_Essex_Summer_18,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,18.22,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 18,FW,FW_Essex_Summer_18,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,13.65,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 18,FW,FW_Essex_Summer_18,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,12.2,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 19,FW,FW_Essex_Summer_19,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,28.2,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 19,FW,FW_Essex_Summer_19,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,26.18,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 19,FW,FW_Essex_Summer_19,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,20.6,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 20,FW,FW_Essex_Summer_20,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,25.82,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 20,FW,FW_Essex_Summer_20,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,17.31,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 20,FW,FW_Essex_Summer_20,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,14.04,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 21,FW,FW_Essex_Summer_21,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,27,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF FW 21,FW,FW_Essex_Summer_21,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,18.63,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
