Source,Site_name,Site,Core,Habitat_type,Latitude,Longitude,accuracy_flag,accuracy_code,Country,Year_collected,Season,U_depth_m,L_depth_m,Method,SOM_perc,BD_reported_g_cm3,DOI
Ford et al 2016,HF FW 22,FW,FW_Essex_Summer_22,Saltmarsh,51.8166666666667,0.966666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,9.74,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 1,TM,TM_Essex_Winter_1,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,5.72,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 1,TM,TM_Essex_Winter_1,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,4.68,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 1,TM,TM_Essex_Winter_1,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,5.54,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 2,TM,TM_Essex_Winter_2,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,5.56,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 2,TM,TM_Essex_Winter_2,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,5.08,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 2,TM,TM_Essex_Winter_2,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,4.12,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 3,TM,TM_Essex_Winter_3,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,6.66,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 3,TM,TM_Essex_Winter_3,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,3.4,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 3,TM,TM_Essex_Winter_3,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,4.58,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 4,TM,TM_Essex_Winter_4,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,5.15,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 4,TM,TM_Essex_Winter_4,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,3.8,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 4,TM,TM_Essex_Winter_4,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,5.96,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 5,TM,TM_Essex_Winter_5,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,6.34,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 5,TM,TM_Essex_Winter_5,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,4.28,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 5,TM,TM_Essex_Winter_5,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,4.97,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 6,TM,TM_Essex_Winter_6,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,7.2,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 6,TM,TM_Essex_Winter_6,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,5.69,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 6,TM,TM_Essex_Winter_6,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,4.74,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 7,TM,TM_Essex_Winter_7,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,6.59,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 7,TM,TM_Essex_Winter_7,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,4.58,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 7,TM,TM_Essex_Winter_7,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,4.78,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 8,TM,TM_Essex_Winter_8,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,6.71,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 8,TM,TM_Essex_Winter_8,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,3.87,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 8,TM,TM_Essex_Winter_8,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,11.14,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 9,TM,TM_Essex_Winter_9,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,6.25,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 9,TM,TM_Essex_Winter_9,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,4.6,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 9,TM,TM_Essex_Winter_9,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,3.96,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 10,TM,TM_Essex_Winter_10,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,6.4,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 10,TM,TM_Essex_Winter_10,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,5.11,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 10,TM,TM_Essex_Winter_10,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,5.12,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 11,TM,TM_Essex_Winter_11,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,5.7,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 11,TM,TM_Essex_Winter_11,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,4.31,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 11,TM,TM_Essex_Winter_11,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,3.62,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 12,TM,TM_Essex_Winter_12,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,5.27,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 12,TM,TM_Essex_Winter_12,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,4.96,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 12,TM,TM_Essex_Winter_12,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,3.66,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 13,TM,TM_Essex_Winter_13,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,6.59,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 13,TM,TM_Essex_Winter_13,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,5.53,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 13,TM,TM_Essex_Winter_13,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,4.9,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 14,TM,TM_Essex_Winter_14,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,4.57,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 14,TM,TM_Essex_Winter_14,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,4.15,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 14,TM,TM_Essex_Winter_14,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,4.03,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 15,TM,TM_Essex_Winter_15,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,4.72,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 15,TM,TM_Essex_Winter_15,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,3.15,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 15,TM,TM_Essex_Winter_15,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,2.98,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 16,TM,TM_Essex_Winter_16,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,5.55,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 16,TM,TM_Essex_Winter_16,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,4.49,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 16,TM,TM_Essex_Winter_16,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,4.48,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 17,TM,TM_Essex_Winter_17,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,5.48,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 17,TM,TM_Essex_Winter_17,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,4.33,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 17,TM,TM_Essex_Winter_17,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,4.28,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 18,TM,TM_Essex_Winter_18,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,2.79,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 18,TM,TM_Essex_Winter_18,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,4.09,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 18,TM,TM_Essex_Winter_18,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,3.78,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 19,TM,TM_Essex_Winter_19,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,6.82,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 19,TM,TM_Essex_Winter_19,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,5.03,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 19,TM,TM_Essex_Winter_19,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,4.56,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 20,TM,TM_Essex_Winter_20,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,6.68,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 20,TM,TM_Essex_Winter_20,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,5.15,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 20,TM,TM_Essex_Winter_20,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,4.38,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 21,TM,TM_Essex_Winter_21,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,8.94,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 21,TM,TM_Essex_Winter_21,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,8.52,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 21,TM,TM_Essex_Winter_21,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,10.97,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 22,TM,TM_Essex_Winter_22,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,4.13,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 22,TM,TM_Essex_Winter_22,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,3.27,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 22,TM,TM_Essex_Winter_22,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,3.55,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 1,TM,TM_Essex_Summer_1,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,7.86,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 1,TM,TM_Essex_Summer_1,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,7.74,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 1,TM,TM_Essex_Summer_1,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,7.36,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 2,TM,TM_Essex_Summer_2,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,7.81,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 2,TM,TM_Essex_Summer_2,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,7.26,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 2,TM,TM_Essex_Summer_2,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,7.02,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 3,TM,TM_Essex_Summer_3,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,7.82,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 3,TM,TM_Essex_Summer_3,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,8.65,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 3,TM,TM_Essex_Summer_3,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,6.58,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 4,TM,TM_Essex_Summer_4,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,8.33,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 4,TM,TM_Essex_Summer_4,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,8.14,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 4,TM,TM_Essex_Summer_4,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,9.22,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 5,TM,TM_Essex_Summer_5,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,7.66,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 5,TM,TM_Essex_Summer_5,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,6.42,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 5,TM,TM_Essex_Summer_5,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,6.89,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 6,TM,TM_Essex_Summer_6,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,6.47,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 6,TM,TM_Essex_Summer_6,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,5.41,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 6,TM,TM_Essex_Summer_6,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,4.89,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 7,TM,TM_Essex_Summer_7,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,8.45,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 7,TM,TM_Essex_Summer_7,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,8.36,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 7,TM,TM_Essex_Summer_7,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,7.56,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 8,TM,TM_Essex_Summer_8,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,7.46,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 8,TM,TM_Essex_Summer_8,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,7.51,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 8,TM,TM_Essex_Summer_8,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,6.77,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 9,TM,TM_Essex_Summer_9,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,8.28,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 9,TM,TM_Essex_Summer_9,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,7.33,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 9,TM,TM_Essex_Summer_9,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,6.38,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 10,TM,TM_Essex_Summer_10,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,6.62,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 10,TM,TM_Essex_Summer_10,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,6.45,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 10,TM,TM_Essex_Summer_10,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,6.96,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 11,TM,TM_Essex_Summer_11,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,7.51,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 11,TM,TM_Essex_Summer_11,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,6.68,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 11,TM,TM_Essex_Summer_11,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,5.68,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
