"","Source","Site_name","Site","Core","Habitat_type","Marsh_type","Soil_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Nation","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","BD_reported_g_cm3","DOI"
"745","Smeaton unpublished Essex","CS OR-N-5","Orplands","OR-N-5","Salt marsh","Natural","Basal Clay",51.76840038,0.83710577,"direct from dataset","1","UK","England",2019,0.56,0.57,"EA",NA,1.1,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"746","Smeaton unpublished Essex","CS OR-N-5","Orplands","OR-N-5","Salt marsh","Natural","Basal Clay",51.76840038,0.83710577,"direct from dataset","1","UK","England",2019,0.57,0.58,"EA",NA,0.91,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"747","Smeaton unpublished Essex","CS OR-N-5","Orplands","OR-N-5","Salt marsh","Natural","Basal Clay",51.76840038,0.83710577,"direct from dataset","1","UK","England",2019,0.58,0.59,"EA",NA,1.07,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"748","Smeaton unpublished Essex","CS OR-N-5","Orplands","OR-N-5","Salt marsh","Natural","Basal Clay",51.76840038,0.83710577,"direct from dataset","1","UK","England",2019,0.59,0.6,"EA",NA,1.01,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"749","Smeaton unpublished Essex","CS OR-N-5","Orplands","OR-N-5","Salt marsh","Natural","Basal Clay",51.76840038,0.83710577,"direct from dataset","1","UK","England",2019,0.6,0.61,"EA",NA,1.05,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"750","Smeaton unpublished Essex","CS OR-N-5","Orplands","OR-N-5","Salt marsh","Natural","Basal Clay",51.76840038,0.83710577,"direct from dataset","1","UK","England",2019,0.61,0.62,"EA",NA,0.61,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"751","Smeaton unpublished Essex","CS OR-N-5","Orplands","OR-N-5","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.76840038,0.83710577,"direct from dataset","1","UK","England",2019,0,0.01,"EA",4.06,0.67,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"752","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.01,0.02,"EA",3.56,0.5,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"753","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.02,0.03,"EA",4.56,0.51,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"754","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.03,0.04,"EA",4.05,0.7,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"755","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.04,0.05,"EA",4.19,0.54,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"756","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.05,0.06,"EA",4.65,0.64,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"757","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.06,0.07,"EA",4.23,0.79,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"758","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.07,0.08,"EA",3.57,0.59,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"759","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.08,0.09,"EA",3.4,0.58,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"760","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.09,0.1,"EA",3.34,0.6,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"761","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.1,0.11,"EA",3.53,0.53,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"762","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.11,0.12,"EA",3.6,0.58,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"763","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.12,0.13,"EA",3.74,0.52,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"764","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.13,0.14,"EA",4.19,0.61,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"765","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Silt with Organics",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.14,0.15,"EA",3.76,0.57,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"766","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Silt with Organics",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.15,0.16,"EA",3.26,0.47,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"767","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Silt with Organics",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.16,0.17,"EA",3.38,0.62,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"768","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Silt with Organics",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.17,0.18,"EA",3.78,0.42,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"769","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Silt with Organics",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.18,0.19,"EA",4.1,0.44,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"770","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Silt with Organics",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.19,0.2,"EA",3.09,0.48,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"771","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Silt with Organics",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.2,0.21,"EA",3.37,0.48,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"772","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Silt with Organics",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.21,0.22,"EA",4.13,0.46,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"773","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Silt with Organics",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.22,0.23,"EA",3.74,0.48,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"774","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Silt with Organics",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.23,0.24,"EA",3.73,0.56,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"775","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Silt with Organics",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.24,0.25,"EA",4.28,0.53,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"776","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Silt with Organics",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.25,0.26,"EA",3.78,0.49,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"777","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Silt with Organics",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.26,0.27,"EA",4.08,0.66,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"778","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Silt with Organics",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.27,0.28,"EA",3.36,0.79,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"779","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Silt with Organics",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.28,0.29,"EA",4.41,0.71,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"780","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Silt with Organics",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.29,0.3,"EA",3.76,0.65,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"781","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Silt with Organics",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.3,0.31,"EA",3.35,0.54,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"782","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Basal Clay",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.31,0.32,"EA",3.23,0.69,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"783","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Basal Clay",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.32,0.33,"EA",3.44,0.77,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"784","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Basal Clay",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.33,0.34,"EA",3.03,0.63,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"785","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Basal Clay",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.34,0.35,"EA",3.35,0.86,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"786","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Basal Clay",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.35,0.36,"EA",3.13,0.75,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"787","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Basal Clay",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.36,0.37,"EA",2.31,0.76,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"788","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Basal Clay",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.37,0.38,"EA",1.94,0.82,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"789","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Basal Clay",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.38,0.39,"EA",2.05,0.75,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"790","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Basal Clay",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.39,0.4,"EA",1.89,1.06,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"791","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Basal Clay",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.4,0.41,"EA",1.45,0.57,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"792","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Basal Clay",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.41,0.42,"EA",1.43,0.96,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"793","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Basal Clay",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.42,0.43,"EA",1.54,1.17,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"794","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Basal Clay",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.43,0.44,"EA",2.13,0.79,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"795","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Basal Clay",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.44,0.45,"EA",1.91,0.95,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"796","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Basal Clay",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.45,0.46,"EA",1.95,0.69,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"797","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Basal Clay",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.46,0.47,"EA",1.94,0.81,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"798","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Basal Clay",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.47,0.48,"EA",1.64,0.85,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"799","Smeaton unpublished Essex","CS OR-N-7","Orplands","OR-N-7","Salt marsh","Natural","Basal Clay",51.717618,0.857084,"direct from dataset","1","UK","England",2019,0.48,0.49,"EA",1.5,0.8,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"800","Smeaton unpublished Essex","CS OR-MR-13","Orplands","OR-MR-13","Salt marsh","Managed Realignment","Humified Peat - Silt Rich",51.71974493,0.86550284,"direct from dataset","1","UK","England",2019,0,0.01,"EA",4.6,0.37,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"801","Smeaton unpublished Essex","CS OR-MR-13","Orplands","OR-MR-13","Salt marsh","Managed Realignment","Humified Peat - Silt Rich",51.71974493,0.86550284,"direct from dataset","1","UK","England",2019,0.01,0.02,"EA",4.06,0.25,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"802","Smeaton unpublished Essex","CS OR-MR-13","Orplands","OR-MR-13","Salt marsh","Managed Realignment","Silt with Organics ",51.71974493,0.86550284,"direct from dataset","1","UK","England",2019,0.02,0.03,"EA",3.97,0.34,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"803","Smeaton unpublished Essex","CS OR-MR-13","Orplands","OR-MR-13","Salt marsh","Managed Realignment","Silt with Organics ",51.71974493,0.86550284,"direct from dataset","1","UK","England",2019,0.03,0.04,"EA",3.96,0.45,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"804","Smeaton unpublished Essex","CS OR-MR-13","Orplands","OR-MR-13","Salt marsh","Managed Realignment","Silt with Organics ",51.71974493,0.86550284,"direct from dataset","1","UK","England",2019,0.04,0.05,"EA",3.66,0.36,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"805","Smeaton unpublished Essex","CS OR-MR-13","Orplands","OR-MR-13","Salt marsh","Managed Realignment","Silt with Organics ",51.71974493,0.86550284,"direct from dataset","1","UK","England",2019,0.05,0.06,"EA",3.92,0.42,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"806","Smeaton unpublished Essex","CS OR-MR-13","Orplands","OR-MR-13","Salt marsh","Managed Realignment","Silt with Organics ",51.71974493,0.86550284,"direct from dataset","1","UK","England",2019,0.06,0.07,"EA",3.98,0.45,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"807","Smeaton unpublished Essex","CS OR-MR-13","Orplands","OR-MR-13","Salt marsh","Managed Realignment","Silt with Organics ",51.71974493,0.86550284,"direct from dataset","1","UK","England",2019,0.07,0.08,"EA",3.74,0.4,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"808","Smeaton unpublished Essex","CS OR-MR-13","Orplands","OR-MR-13","Salt marsh","Managed Realignment","Silt with Organics ",51.71974493,0.86550284,"direct from dataset","1","UK","England",2019,0.08,0.09,"EA",4.71,0.43,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"809","Smeaton unpublished Essex","CS OR-MR-13","Orplands","OR-MR-13","Salt marsh","Managed Realignment","Silt",51.71974493,0.86550284,"direct from dataset","1","UK","England",2019,0.09,0.1,"EA",3.68,0.73,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"810","Smeaton unpublished Essex","CS OR-MR-13","Orplands","OR-MR-13","Salt marsh","Managed Realignment","Silt",51.71974493,0.86550284,"direct from dataset","1","UK","England",2019,0.1,0.11,"EA",3.37,0.64,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"811","Smeaton unpublished Essex","CS OR-MR-13","Orplands","OR-MR-13","Salt marsh","Managed Realignment","Silt",51.71974493,0.86550284,"direct from dataset","1","UK","England",2019,0.11,0.12,"EA",3.39,0.89,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"812","Smeaton unpublished Essex","CS OR-MR-13","Orplands","OR-MR-13","Salt marsh","Managed Realignment","Silt",51.71974493,0.86550284,"direct from dataset","1","UK","England",2019,0.12,0.13,"EA",3.5,0.64,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"813","Smeaton unpublished Essex","CS OR-MR-13","Orplands","OR-MR-13","Salt marsh","Managed Realignment","Silt",51.71974493,0.86550284,"direct from dataset","1","UK","England",2019,0.13,0.14,"EA",3.69,0.8,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"814","Smeaton unpublished Essex","CS OR-MR-13","Orplands","OR-MR-13","Salt marsh","Managed Realignment","Silt",51.71974493,0.86550284,"direct from dataset","1","UK","England",2019,0.14,0.15,"EA",3.64,0.71,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"815","Smeaton unpublished Essex","CS OR-MR-13","Orplands","OR-MR-13","Salt marsh","Managed Realignment","Silt",51.71974493,0.86550284,"direct from dataset","1","UK","England",2019,0.15,0.16,"EA",3.57,1.16,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"816","Smeaton unpublished Essex","CS OR-MR-13","Orplands","OR-MR-13","Salt marsh","Managed Realignment","Silt",51.71974493,0.86550284,"direct from dataset","1","UK","England",2019,0.16,0.17,"EA",3.41,0.88,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"817","Smeaton unpublished Essex","CS OR-MR-13","Orplands","OR-MR-13","Salt marsh","Managed Realignment","Silt",51.71974493,0.86550284,"direct from dataset","1","UK","England",2019,0.17,0.18,"EA",3.36,1.18,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"818","Smeaton unpublished Essex","CS OR-MR-13","Orplands","OR-MR-13","Salt marsh","Managed Realignment","Anoxic Silt",51.71974493,0.86550284,"direct from dataset","1","UK","England",2019,0.18,0.19,"EA",4.06,1.04,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"819","Smeaton unpublished Essex","CS OR-MR-13","Orplands","OR-MR-13","Salt marsh","Managed Realignment","Anoxic Silt",51.71974493,0.86550284,"direct from dataset","1","UK","England",2019,0.19,0.2,"EA",3.05,0.9,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"820","Smeaton unpublished Essex","CS OR-MR-13","Orplands","OR-MR-13","Salt marsh","Managed Realignment","Anoxic Silt",51.71974493,0.86550284,"direct from dataset","1","UK","England",2019,0.2,0.21,"EA",3.1,0.68,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"821","Smeaton unpublished Essex","CS OR-MR-13","Orplands","OR-MR-13","Salt marsh","Managed Realignment","Anoxic Silt",51.71974493,0.86550284,"direct from dataset","1","UK","England",2019,0.21,0.22,"EA",3.61,1.13,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"822","Smeaton unpublished Essex","CS OR-MR-13","Orplands","OR-MR-13","Salt marsh","Managed Realignment","Anoxic Silt",51.71974493,0.86550284,"direct from dataset","1","UK","England",2019,0.22,0.23,"EA",4.1,1,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"823","Smeaton unpublished Essex","CS OR-MR-13","Orplands","OR-MR-13","Salt marsh","Managed Realignment","Anoxic Silt",51.71974493,0.86550284,"direct from dataset","1","UK","England",2019,0.23,0.24,"EA",3.12,1,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"824","Smeaton unpublished Essex","CS OR-MR-13","Orplands","OR-MR-13","Salt marsh","Managed Realignment","Anoxic Silt",51.71974493,0.86550284,"direct from dataset","1","UK","England",2019,0.24,0.25,"EA",2.79,1.09,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"825","Smeaton unpublished Essex","CS TL-N-11","Tollesbury","TL-N-11","Salt marsh","Natural","Humified Peat - Silt Rich",51.769839,0.8386148,"direct from dataset","1","UK","England",2019,0,0.01,"EA",5.36,0.47,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"826","Smeaton unpublished Essex","CS TL-N-11","Tollesbury","TL-N-11","Salt marsh","Natural","Humified Peat - Silt Rich",51.769839,0.8386148,"direct from dataset","1","UK","England",2019,0.01,0.02,"EA",4.74,0.61,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"827","Smeaton unpublished Essex","CS TL-N-11","Tollesbury","TL-N-11","Salt marsh","Natural","Humified Peat - Silt Rich",51.769839,0.8386148,"direct from dataset","1","UK","England",2019,0.02,0.03,"EA",5.58,0.86,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"828","Smeaton unpublished Essex","CS TL-N-11","Tollesbury","TL-N-11","Salt marsh","Natural","Humified Peat - Silt Rich",51.769839,0.8386148,"direct from dataset","1","UK","England",2019,0.03,0.04,"EA",4.76,0.8,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"829","Smeaton unpublished Essex","CS TL-N-11","Tollesbury","TL-N-11","Salt marsh","Natural","Humified Peat - Silt Rich",51.769839,0.8386148,"direct from dataset","1","UK","England",2019,0.04,0.05,"EA",3.75,0.79,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"830","Smeaton unpublished Essex","CS TL-N-11","Tollesbury","TL-N-11","Salt marsh","Natural","Humified Peat - Silt Rich",51.769839,0.8386148,"direct from dataset","1","UK","England",2019,0.05,0.06,"EA",3.91,0.78,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"831","Smeaton unpublished Essex","CS TL-N-11","Tollesbury","TL-N-11","Salt marsh","Natural","Humified Peat - Silt Rich",51.769839,0.8386148,"direct from dataset","1","UK","England",2019,0.06,0.07,"EA",4.53,0.78,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"832","Smeaton unpublished Essex","CS TL-N-11","Tollesbury","TL-N-11","Salt marsh","Natural","Humified Peat - Silt Rich",51.769839,0.8386148,"direct from dataset","1","UK","England",2019,0.07,0.08,"EA",4.29,0.81,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"833","Smeaton unpublished Essex","CS TL-N-11","Tollesbury","TL-N-11","Salt marsh","Natural","Humified Peat - Silt Rich",51.769839,0.8386148,"direct from dataset","1","UK","England",2019,0.08,0.09,"EA",4.31,0.77,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"834","Smeaton unpublished Essex","CS TL-N-11","Tollesbury","TL-N-11","Salt marsh","Natural","Humified Peat - Silt Rich",51.769839,0.8386148,"direct from dataset","1","UK","England",2019,0.09,0.1,"EA",5.54,0.73,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"835","Smeaton unpublished Essex","CS TL-N-11","Tollesbury","TL-N-11","Salt marsh","Natural","Organic Rich Clay with Rootlets",51.769839,0.8386148,"direct from dataset","1","UK","England",2019,0.1,0.11,"EA",3.47,0.87,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"836","Smeaton unpublished Essex","CS TL-N-11","Tollesbury","TL-N-11","Salt marsh","Natural","Organic Rich Clay with Rootlets",51.769839,0.8386148,"direct from dataset","1","UK","England",2019,0.11,0.12,"EA",3.83,0.75,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
