"","Source","Site_name","Site","Core","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","BD_interpol_g_cm3","DOI"
"215","Van de Broek et al 2018","MVdB Mariekerke young","Mariekerke young","Mariekerke young","Freshwater",51.05993889,4.191525,"direct from dataset","1","Belgium","2016",0.54,0.57,"EA",6.554262233,0.536138701146048,"https://doi.org/10.17632/2nnv9bw3hh.2"
"216","Van de Broek et al 2018","MVdB Mariekerke young","Mariekerke young","Mariekerke young","Freshwater",51.05993889,4.191525,"direct from dataset","1","Belgium","2016",0.6,0.63,"EA",5.56954741,0.545871290038201,"https://doi.org/10.17632/2nnv9bw3hh.2"
"217","Van de Broek et al 2018","MVdB Mariekerke young","Mariekerke young","Mariekerke young","Freshwater",51.05993889,4.191525,"direct from dataset","1","Belgium","2016",0.63,0.66,"EA",NA,0.530355568615927,"https://doi.org/10.17632/2nnv9bw3hh.2"
"218","Van de Broek et al 2018","MVdB Mariekerke young","Mariekerke young","Mariekerke young","Freshwater",51.05993889,4.191525,"direct from dataset","1","Belgium","2016",0.66,0.69,"EA",6.476367561,0.514839847193653,"https://doi.org/10.17632/2nnv9bw3hh.2"
"219","Van de Broek et al 2018","MVdB Mariekerke young","Mariekerke young","Mariekerke young","Freshwater",51.05993889,4.191525,"direct from dataset","1","Belgium","2016",0.72,0.75,"EA",6.638127177,0.483808404349104,"https://doi.org/10.17632/2nnv9bw3hh.2"
"220","Van de Broek et al 2018","MVdB Mariekerke young","Mariekerke young","Mariekerke young","Freshwater",51.05993889,4.191525,"direct from dataset","1","Belgium","2016",0.78,0.81,"EA",5.258856203,0.452776961504555,"https://doi.org/10.17632/2nnv9bw3hh.2"
"221","Van de Broek et al 2018","MVdB Mariekerke young","Mariekerke young","Mariekerke young","Freshwater",51.05993889,4.191525,"direct from dataset","1","Belgium","2016",0.84,0.87,"EA",6.819447259,0.459241845430502,"https://doi.org/10.17632/2nnv9bw3hh.2"
"222","Van de Broek et al 2018","MVdB Mariekerke young","Mariekerke young","Mariekerke young","Freshwater",51.05993889,4.191525,"direct from dataset","1","Belgium","2016",0.9,0.93,"EA",7.492640643,0.469115486335586,"https://doi.org/10.17632/2nnv9bw3hh.2"
"223","Van de Broek et al 2018","MVdB Mariekerke young","Mariekerke young","Mariekerke young","Freshwater",51.05993889,4.191525,"direct from dataset","1","Belgium","2016",0.96,0.99,"EA",7.691226432,0.47898912724067,"https://doi.org/10.17632/2nnv9bw3hh.2"
"224","Van de Broek et al 2018","MVdB Mariekerke young","Mariekerke young","Mariekerke young","Freshwater",51.05993889,4.191525,"direct from dataset","1","Belgium","2016",1.02,1.05,"EA",6.864240053,0.503261827799001,"https://doi.org/10.17632/2nnv9bw3hh.2"
"225","Van de Broek et al 2018","MVdB Mariekerke young","Mariekerke young","Mariekerke young","Freshwater",51.05993889,4.191525,"direct from dataset","1","Belgium","2016",1.08,1.11,"EA",6.700089482,0.537819570966794,"https://doi.org/10.17632/2nnv9bw3hh.2"
"226","Van de Broek et al 2018","MVdB Mariekerke young","Mariekerke young","Mariekerke young","Freshwater",51.05993889,4.191525,"direct from dataset","1","Belgium","2016",1.14,1.17,"EA",6.658213798,0.572377314134587,"https://doi.org/10.17632/2nnv9bw3hh.2"
"227","Van de Broek et al 2018","MVdB Mariekerke young","Mariekerke young","Mariekerke young","Freshwater",51.05993889,4.191525,"direct from dataset","1","Belgium","2016",1.2,1.23,"EA",6.642208662,0.598295621510432,"https://doi.org/10.17632/2nnv9bw3hh.2"
"228","Van de Broek et al 2018","MVdB Mariekerke young","Mariekerke young","Mariekerke young","Freshwater",51.05993889,4.191525,"direct from dataset","1","Belgium","2016",1.26,1.29,"EA",6.392839758,0.598295621510432,"https://doi.org/10.17632/2nnv9bw3hh.2"
"229","Van de Broek et al 2018","MVdB Mariekerke young","Mariekerke young","Mariekerke young","Freshwater",51.05993889,4.191525,"direct from dataset","1","Belgium","2016",1.32,1.35,"EA",6.487780511,0.598295621510432,"https://doi.org/10.17632/2nnv9bw3hh.2"
"230","Van de Broek et al 2018","MVdB Mariekerke young","Mariekerke young","Mariekerke young","Freshwater",51.05993889,4.191525,"direct from dataset","1","Belgium","2016",1.38,1.41,"EA",6.544177402,0.598295621510432,"https://doi.org/10.17632/2nnv9bw3hh.2"
"231","Van de Broek et al 2018","MVdB Mariekerke young","Mariekerke young","Mariekerke young","Freshwater",51.05993889,4.191525,"direct from dataset","1","Belgium","2016",1.44,1.47,"EA",6.756004252,0.598295621510432,"https://doi.org/10.17632/2nnv9bw3hh.2"
"232","Van de Broek et al 2018","MVdB Mariekerke young","Mariekerke young","Mariekerke young","Freshwater",51.05993889,4.191525,"direct from dataset","1","Belgium","2016",1.5,1.53,"EA",5.91824554,0.598295621510432,"https://doi.org/10.17632/2nnv9bw3hh.2"
"233","Van de Broek et al 2018","MVdB Mariekerke young","Mariekerke young","Mariekerke young","Freshwater",51.05993889,4.191525,"direct from dataset","1","Belgium","2016",1.8,1.83,"EA",5.640866007,0.598295621510432,"https://doi.org/10.17632/2nnv9bw3hh.2"
"234","Van de Broek et al 2018","MVdB Sloehaven old","Sloehaven old","Sloehaven old","Saltmarsh",51.45551667,3.655722222,"direct from dataset","1","Belgium","2016",0,0.03,"EA",8.86,0.3051643192,"https://doi.org/10.17632/2nnv9bw3hh.2"
"235","Van de Broek et al 2018","MVdB Sloehaven old","Sloehaven old","Sloehaven old","Saltmarsh",51.45551667,3.655722222,"direct from dataset","1","Belgium","2016",0.03,0.06,"EA",8.84,0.34460093892,"https://doi.org/10.17632/2nnv9bw3hh.2"
"236","Van de Broek et al 2018","MVdB Sloehaven old","Sloehaven old","Sloehaven old","Saltmarsh",51.45551667,3.655722222,"direct from dataset","1","Belgium","2016",0.06,0.09,"EA",9.03,0.4037558685,"https://doi.org/10.17632/2nnv9bw3hh.2"
"237","Van de Broek et al 2018","MVdB Sloehaven old","Sloehaven old","Sloehaven old","Saltmarsh",51.45551667,3.655722222,"direct from dataset","1","Belgium","2016",0.12,0.15,"EA",7.19,0.52206572766,"https://doi.org/10.17632/2nnv9bw3hh.2"
"238","Van de Broek et al 2018","MVdB Sloehaven old","Sloehaven old","Sloehaven old","Saltmarsh",51.45551667,3.655722222,"direct from dataset","1","Belgium","2016",0.18,0.21,"EA",3.51,0.64037558682,"https://doi.org/10.17632/2nnv9bw3hh.2"
"239","Van de Broek et al 2018","MVdB Sloehaven old","Sloehaven old","Sloehaven old","Saltmarsh",51.45551667,3.655722222,"direct from dataset","1","Belgium","2016",0.24,0.27,"EA",3.2,0.73615023471,"https://doi.org/10.17632/2nnv9bw3hh.2"
"240","Van de Broek et al 2018","MVdB Sloehaven old","Sloehaven old","Sloehaven old","Saltmarsh",51.45551667,3.655722222,"direct from dataset","1","Belgium","2016",0.3,0.33,"EA",2.29,0.80938967133,"https://doi.org/10.17632/2nnv9bw3hh.2"
"241","Van de Broek et al 2018","MVdB Sloehaven old","Sloehaven old","Sloehaven old","Saltmarsh",51.45551667,3.655722222,"direct from dataset","1","Belgium","2016",0.36,0.39,"EA",1.66,0.861837692785714,"https://doi.org/10.17632/2nnv9bw3hh.2"
"242","Van de Broek et al 2018","MVdB Sloehaven old","Sloehaven old","Sloehaven old","Saltmarsh",51.45551667,3.655722222,"direct from dataset","1","Belgium","2016",0.42,0.45,"EA",3.55,0.899342722968,"https://doi.org/10.17632/2nnv9bw3hh.2"
"243","Van de Broek et al 2018","MVdB Sloehaven old","Sloehaven old","Sloehaven old","Saltmarsh",51.45551667,3.655722222,"direct from dataset","1","Belgium","2016",0.48,0.51,"EA",2.29,0.918873239416,"https://doi.org/10.17632/2nnv9bw3hh.2"
"244","Van de Broek et al 2018","MVdB Sloehaven old","Sloehaven old","Sloehaven old","Saltmarsh",51.45551667,3.655722222,"direct from dataset","1","Belgium","2016",0.54,0.57,"EA",1.88,0.938403755864,"https://doi.org/10.17632/2nnv9bw3hh.2"
"245","Van de Broek et al 2018","MVdB Sloehaven old","Sloehaven old","Sloehaven old","Saltmarsh",51.45551667,3.655722222,"direct from dataset","1","Belgium","2016",0.6,0.63,"EA",1.56,0.96960093896,"https://doi.org/10.17632/2nnv9bw3hh.2"
"246","Van de Broek et al 2018","MVdB Sloehaven old","Sloehaven old","Sloehaven old","Saltmarsh",51.45551667,3.655722222,"direct from dataset","1","Belgium","2016",0.66,0.69,"EA",1.74,1.035798122,"https://doi.org/10.17632/2nnv9bw3hh.2"
"247","Van de Broek et al 2018","MVdB Sloehaven old","Sloehaven old","Sloehaven old","Saltmarsh",51.45551667,3.655722222,"direct from dataset","1","Belgium","2016",0.72,0.75,"EA",2.07,1.10199530504,"https://doi.org/10.17632/2nnv9bw3hh.2"
"248","Van de Broek et al 2018","MVdB Sloehaven old","Sloehaven old","Sloehaven old","Saltmarsh",51.45551667,3.655722222,"direct from dataset","1","Belgium","2016",0.78,0.81,"EA",2.32,1.16819248808,"https://doi.org/10.17632/2nnv9bw3hh.2"
"249","Van de Broek et al 2018","MVdB Sloehaven old","Sloehaven old","Sloehaven old","Saltmarsh",51.45551667,3.655722222,"direct from dataset","1","Belgium","2016",0.84,0.87,"EA",2.35,1.13368544585,"https://doi.org/10.17632/2nnv9bw3hh.2"
"250","Van de Broek et al 2018","MVdB Sloehaven old","Sloehaven old","Sloehaven old","Saltmarsh",51.45551667,3.655722222,"direct from dataset","1","Belgium","2016",0.9,0.93,"EA",1.83,1.09002347405,"https://doi.org/10.17632/2nnv9bw3hh.2"
"251","Van de Broek et al 2018","MVdB Sloehaven old","Sloehaven old","Sloehaven old","Saltmarsh",51.45551667,3.655722222,"direct from dataset","1","Belgium","2016",0.96,0.99,"EA",1.79,1.04636150225,"https://doi.org/10.17632/2nnv9bw3hh.2"
"252","Van de Broek et al 2018","MVdB Sloehaven old","Sloehaven old","Sloehaven old","Saltmarsh",51.45551667,3.655722222,"direct from dataset","1","Belgium","2016",1.03,1.06,"EA",1.85,0.977464788665,"https://doi.org/10.17632/2nnv9bw3hh.2"
"253","Van de Broek et al 2018","MVdB Sloehaven old","Sloehaven old","Sloehaven old","Saltmarsh",51.45551667,3.655722222,"direct from dataset","1","Belgium","2016",1.09,1.12,"EA",1.57,0.909859154885,"https://doi.org/10.17632/2nnv9bw3hh.2"
"254","Van de Broek et al 2018","MVdB Sloehaven old","Sloehaven old","Sloehaven old","Saltmarsh",51.45551667,3.655722222,"direct from dataset","1","Belgium","2016",1.15,1.18,"EA",1.67,0.842253521105,"https://doi.org/10.17632/2nnv9bw3hh.2"
"255","Van de Broek et al 2018","MVdB Sloehaven old","Sloehaven old","Sloehaven old","Saltmarsh",51.45551667,3.655722222,"direct from dataset","1","Belgium","2016",1.21,1.24,"EA",1.97,0.83978873235,"https://doi.org/10.17632/2nnv9bw3hh.2"
"256","Van de Broek et al 2018","MVdB Sloehaven old","Sloehaven old","Sloehaven old","Saltmarsh",51.45551667,3.655722222,"direct from dataset","1","Belgium","2016",1.27,1.3,"EA",1.91,0.92852112663,"https://doi.org/10.17632/2nnv9bw3hh.2"
"257","Van de Broek et al 2018","MVdB Sloehaven old","Sloehaven old","Sloehaven old","Saltmarsh",51.45551667,3.655722222,"direct from dataset","1","Belgium","2016",1.33,1.36,"EA",1.79,1.01725352091,"https://doi.org/10.17632/2nnv9bw3hh.2"
"258","Van de Broek et al 2018","MVdB Sloehaven old","Sloehaven old","Sloehaven old","Saltmarsh",51.45551667,3.655722222,"direct from dataset","1","Belgium","2016",1.39,1.42,"EA",1.55,1.098591549,"https://doi.org/10.17632/2nnv9bw3hh.2"
"259","Van de Broek et al 2018","MVdB Sloehaven young","Sloehaven young","Sloehaven young","Saltmarsh",51.456425,3.663644444,"direct from dataset","1","Belgium","2016",0,0.03,"EA",3.31,0.5536291507,"https://doi.org/10.17632/2nnv9bw3hh.2"
"260","Van de Broek et al 2018","MVdB Sloehaven young","Sloehaven young","Sloehaven young","Saltmarsh",51.456425,3.663644444,"direct from dataset","1","Belgium","2016",0.03,0.06,"EA",4.06,0.59829562148,"https://doi.org/10.17632/2nnv9bw3hh.2"
"261","Van de Broek et al 2018","MVdB Sloehaven young","Sloehaven young","Sloehaven young","Saltmarsh",51.456425,3.663644444,"direct from dataset","1","Belgium","2016",0.06,0.09,"EA",3.45,0.66529532765,"https://doi.org/10.17632/2nnv9bw3hh.2"
"262","Van de Broek et al 2018","MVdB Sloehaven young","Sloehaven young","Sloehaven young","Saltmarsh",51.456425,3.663644444,"direct from dataset","1","Belgium","2016",0.09,0.12,"EA",NA,0.73229503382,"https://doi.org/10.17632/2nnv9bw3hh.2"
"263","Van de Broek et al 2018","MVdB Sloehaven young","Sloehaven young","Sloehaven young","Saltmarsh",51.456425,3.663644444,"direct from dataset","1","Belgium","2016",0.12,0.15,"EA",1.15,0.75451072587,"https://doi.org/10.17632/2nnv9bw3hh.2"
"264","Van de Broek et al 2018","MVdB Sloehaven young","Sloehaven young","Sloehaven young","Saltmarsh",51.456425,3.663644444,"direct from dataset","1","Belgium","2016",0.18,0.21,"EA",1.76,0.61980605349,"https://doi.org/10.17632/2nnv9bw3hh.2"
"265","Van de Broek et al 2018","MVdB Sloehaven young","Sloehaven young","Sloehaven young","Saltmarsh",51.456425,3.663644444,"direct from dataset","1","Belgium","2016",0.24,0.27,"EA",1.92,0.68821627971,"https://doi.org/10.17632/2nnv9bw3hh.2"
"266","Van de Broek et al 2018","MVdB Sloehaven young","Sloehaven young","Sloehaven young","Saltmarsh",51.456425,3.663644444,"direct from dataset","1","Belgium","2016",0.27,0.3,"EA",NA,0.82397884212,"https://doi.org/10.17632/2nnv9bw3hh.2"
"267","Van de Broek et al 2018","MVdB Sloehaven young","Sloehaven young","Sloehaven young","Saltmarsh",51.456425,3.663644444,"direct from dataset","1","Belgium","2016",0.3,0.33,"EA",0.31,0.95974140453,"https://doi.org/10.17632/2nnv9bw3hh.2"
"268","Van de Broek et al 2018","MVdB Sloehaven young","Sloehaven young","Sloehaven young","Saltmarsh",51.456425,3.663644444,"direct from dataset","1","Belgium","2016",0.36,0.39,"EA",0.91,1.17089962628571,"https://doi.org/10.17632/2nnv9bw3hh.2"
"269","Van de Broek et al 2018","MVdB Sloehaven young","Sloehaven young","Sloehaven young","Saltmarsh",51.456425,3.663644444,"direct from dataset","1","Belgium","2016",0.42,0.45,"EA",1.32,1.31140758144,"https://doi.org/10.17632/2nnv9bw3hh.2"
"270","Van de Broek et al 2018","MVdB Sloehaven young","Sloehaven young","Sloehaven young","Saltmarsh",51.456425,3.663644444,"direct from dataset","1","Belgium","2016",0.45,0.48,"EA",NA,1.33284748736,"https://doi.org/10.17632/2nnv9bw3hh.2"
"271","Van de Broek et al 2018","MVdB Sloehaven young","Sloehaven young","Sloehaven young","Saltmarsh",51.456425,3.663644444,"direct from dataset","1","Belgium","2016",0.48,0.51,"EA",0.72,1.35428739328,"https://doi.org/10.17632/2nnv9bw3hh.2"
"272","Van de Broek et al 2018","MVdB Sloehaven young","Sloehaven young","Sloehaven young","Saltmarsh",51.456425,3.663644444,"direct from dataset","1","Belgium","2016",0.54,0.57,"EA",1.43,1.39716720512,"https://doi.org/10.17632/2nnv9bw3hh.2"
"273","Van de Broek et al 2018","MVdB Sloehaven young","Sloehaven young","Sloehaven young","Saltmarsh",51.456425,3.663644444,"direct from dataset","1","Belgium","2016",0.6,0.63,"EA",1.73,1.429327064,"https://doi.org/10.17632/2nnv9bw3hh.2"
"274","Van de Broek et al 2018","MVdB Sloehaven young","Sloehaven young","Sloehaven young","Saltmarsh",51.456425,3.663644444,"direct from dataset","1","Belgium","2016",0.63,0.66,"EA",NA,1.429327064,"https://doi.org/10.17632/2nnv9bw3hh.2"
"275","Van de Broek et al 2018","MVdB Sloehaven young","Sloehaven young","Sloehaven young","Saltmarsh",51.456425,3.663644444,"direct from dataset","1","Belgium","2016",0.66,0.69,"EA",1.71,1.429327064,"https://doi.org/10.17632/2nnv9bw3hh.2"
"276","Van de Broek et al 2018","MVdB Zuidgors old","Zuidgors old","Zuidgors old","Saltmarsh",51.38965,3.836088889,"direct from dataset","1","Belgium","2016",0,0.03,"EA",3.6,0.544600938967136,"https://doi.org/10.17632/2nnv9bw3hh.2"
"277","Van de Broek et al 2018","MVdB Zuidgors old","Zuidgors old","Zuidgors old","Saltmarsh",51.38965,3.836088889,"direct from dataset","1","Belgium","2016",0.03,0.06,"EA",2.82,0.621596244131455,"https://doi.org/10.17632/2nnv9bw3hh.2"
"278","Van de Broek et al 2018","MVdB Zuidgors old","Zuidgors old","Zuidgors old","Saltmarsh",51.38965,3.836088889,"direct from dataset","1","Belgium","2016",0.06,0.09,"EA",3.37,0.737089201877934,"https://doi.org/10.17632/2nnv9bw3hh.2"
"279","Van de Broek et al 2018","MVdB Zuidgors old","Zuidgors old","Zuidgors old","Saltmarsh",51.38965,3.836088889,"direct from dataset","1","Belgium","2016",0.12,0.15,"EA",3.19,0.813615023474178,"https://doi.org/10.17632/2nnv9bw3hh.2"
"280","Van de Broek et al 2018","MVdB Zuidgors old","Zuidgors old","Zuidgors old","Saltmarsh",51.38965,3.836088889,"direct from dataset","1","Belgium","2016",0.18,0.21,"EA",2.12,0.681220657276995,"https://doi.org/10.17632/2nnv9bw3hh.2"
"281","Van de Broek et al 2018","MVdB Zuidgors old","Zuidgors old","Zuidgors old","Saltmarsh",51.38965,3.836088889,"direct from dataset","1","Belgium","2016",0.24,0.27,"EA",2.12,0.782629107981221,"https://doi.org/10.17632/2nnv9bw3hh.2"
"282","Van de Broek et al 2018","MVdB Zuidgors old","Zuidgors old","Zuidgors old","Saltmarsh",51.38965,3.836088889,"direct from dataset","1","Belgium","2016",0.3,0.33,"EA",2.06,1.11784037558685,"https://doi.org/10.17632/2nnv9bw3hh.2"
"283","Van de Broek et al 2018","MVdB Zuidgors old","Zuidgors old","Zuidgors old","Saltmarsh",51.38965,3.836088889,"direct from dataset","1","Belgium","2016",0.36,0.39,"EA",1.37,1.14419852448021,"https://doi.org/10.17632/2nnv9bw3hh.2"
"284","Van de Broek et al 2018","MVdB Zuidgors old","Zuidgors old","Zuidgors old","Saltmarsh",51.38965,3.836088889,"direct from dataset","1","Belgium","2016",0.42,0.45,"EA",1.62,1.12037558685446,"https://doi.org/10.17632/2nnv9bw3hh.2"
"285","Van de Broek et al 2018","MVdB Zuidgors old","Zuidgors old","Zuidgors old","Saltmarsh",51.38965,3.836088889,"direct from dataset","1","Belgium","2016",0.48,0.51,"EA",1.48,1.11586854460094,"https://doi.org/10.17632/2nnv9bw3hh.2"
"286","Van de Broek et al 2018","MVdB Zuidgors old","Zuidgors old","Zuidgors old","Saltmarsh",51.38965,3.836088889,"direct from dataset","1","Belgium","2016",0.54,0.57,"EA",NA,1.11136150234742,"https://doi.org/10.17632/2nnv9bw3hh.2"
"287","Van de Broek et al 2018","MVdB Zuidgors old","Zuidgors old","Zuidgors old","Saltmarsh",51.38965,3.836088889,"direct from dataset","1","Belgium","2016",0.6,0.63,"EA",1.16,1.10798122065728,"https://doi.org/10.17632/2nnv9bw3hh.2"
"288","Van de Broek et al 2018","MVdB Zuidgors old","Zuidgors old","Zuidgors old","Saltmarsh",51.38965,3.836088889,"direct from dataset","1","Belgium","2016",0.66,0.69,"EA",1.21,1.10798122065728,"https://doi.org/10.17632/2nnv9bw3hh.2"
"289","Van de Broek et al 2018","MVdB Zuidgors young","Zuidgors young","Zuidgors young","Saltmarsh",51.38801389,3.828275,"direct from dataset","1","Belgium","2016",0,0.03,"EA",5.05,0.668821627975316,"https://doi.org/10.17632/2nnv9bw3hh.2"
"290","Van de Broek et al 2018","MVdB Zuidgors young","Zuidgors young","Zuidgors young","Saltmarsh",51.38801389,3.828275,"direct from dataset","1","Belgium","2016",0.03,0.06,"EA",3.99,0.754863355862474,"https://doi.org/10.17632/2nnv9bw3hh.2"
"291","Van de Broek et al 2018","MVdB Zuidgors young","Zuidgors young","Zuidgors young","Saltmarsh",51.38801389,3.828275,"direct from dataset","1","Belgium","2016",0.06,0.09,"EA",3.59,0.883925947693212,"https://doi.org/10.17632/2nnv9bw3hh.2"
"292","Van de Broek et al 2018","MVdB Zuidgors young","Zuidgors young","Zuidgors young","Saltmarsh",51.38801389,3.828275,"direct from dataset","1","Belgium","2016",0.12,0.15,"EA",2.11,1.0598883338231,"https://doi.org/10.17632/2nnv9bw3hh.2"
"293","Van de Broek et al 2018","MVdB Zuidgors young","Zuidgors young","Zuidgors young","Saltmarsh",51.38801389,3.828275,"direct from dataset","1","Belgium","2016",0.18,0.21,"EA",2.91,0.994299147810755,"https://doi.org/10.17632/2nnv9bw3hh.2"
"294","Van de Broek et al 2018","MVdB Zuidgors young","Zuidgors young","Zuidgors young","Saltmarsh",51.38801389,3.828275,"direct from dataset","1","Belgium","2016",0.24,0.27,"EA",2.4,0.9213047311196,"https://doi.org/10.17632/2nnv9bw3hh.2"
"295","Van de Broek et al 2018","MVdB Zuidgors young","Zuidgors young","Zuidgors young","Saltmarsh",51.38801389,3.828275,"direct from dataset","1","Belgium","2016",0.3,0.33,"EA",2.59,0.840905083749633,"https://doi.org/10.17632/2nnv9bw3hh.2"
"296","Van de Broek et al 2018","MVdB Zuidgors young","Zuidgors young","Zuidgors young","Saltmarsh",51.38801389,3.828275,"direct from dataset","1","Belgium","2016",0.36,0.39,"EA",2.52,0.921539817807817,"https://doi.org/10.17632/2nnv9bw3hh.2"
"297","Van de Broek et al 2018","MVdB Zuidgors young","Zuidgors young","Zuidgors young","Saltmarsh",51.38801389,3.828275,"direct from dataset","1","Belgium","2016",0.42,0.45,"EA",2.36,0.990655304143403,"https://doi.org/10.17632/2nnv9bw3hh.2"
"298","Van de Broek et al 2018","MVdB Zuidgors young","Zuidgors young","Zuidgors young","Saltmarsh",51.38801389,3.828275,"direct from dataset","1","Belgium","2016",0.48,0.51,"EA",2.17,0.986893917131943,"https://doi.org/10.17632/2nnv9bw3hh.2"
"299","Van de Broek et al 2018","MVdB Zuidgors young","Zuidgors young","Zuidgors young","Saltmarsh",51.38801389,3.828275,"direct from dataset","1","Belgium","2016",0.54,0.57,"EA",2.19,0.983132530120482,"https://doi.org/10.17632/2nnv9bw3hh.2"
"300","Van de Broek et al 2018","MVdB Zuidgors young","Zuidgors young","Zuidgors young","Saltmarsh",51.38801389,3.828275,"direct from dataset","1","Belgium","2016",0.6,0.63,"EA",2.3,0.980311489861887,"https://doi.org/10.17632/2nnv9bw3hh.2"
"301","Van de Broek et al 2018","MVdB Zuidgors young","Zuidgors young","Zuidgors young","Saltmarsh",51.38801389,3.828275,"direct from dataset","1","Belgium","2016",0.66,0.69,"EA",2.18,0.980311489861887,"https://doi.org/10.17632/2nnv9bw3hh.2"
