"","Source","Site_name","Site","Core","Habitat_type","Soil_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","State","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","SOM_perc","BD_reported_g_cm3","DOI"
"425","Kohfeld et al 2022","KEH CRF_3-1","Cypress River Flats","CRF_3-1","Salt marsh","peat",49.2789,-125.911,"direct from dataset","1","Canada"," British Columbia",2016,0.1375,0.15,"EA",NA,80.77,0.08,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"426","Kohfeld et al 2022","KEH CRF_3-1","Cypress River Flats","CRF_3-1","Salt marsh","peat-soil",49.2789,-125.911,"direct from dataset","1","Canada"," British Columbia",2016,0.15,0.1625,"EA",NA,82.13,0.088,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"427","Kohfeld et al 2022","KEH CRF_3-1","Cypress River Flats","CRF_3-1","Salt marsh","peat-soil",49.2789,-125.911,"direct from dataset","1","Canada"," British Columbia",2016,0.1625,0.175,"EA",NA,79.93,0.104,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"428","Kohfeld et al 2022","KEH CRF_3-1","Cypress River Flats","CRF_3-1","Salt marsh","peat-soil",49.2789,-125.911,"direct from dataset","1","Canada"," British Columbia",2016,0.175,0.1875,"EA",NA,81.62,0.104,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"429","Kohfeld et al 2022","KEH CRF_3-1","Cypress River Flats","CRF_3-1","Salt marsh","peat-soil",49.2789,-125.911,"direct from dataset","1","Canada"," British Columbia",2016,0.1875,0.2,"EA",NA,75.03,0.12,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"430","Kohfeld et al 2022","KEH CRF_3-1","Cypress River Flats","CRF_3-1","Salt marsh","peat-soil",49.2789,-125.911,"direct from dataset","1","Canada"," British Columbia",2016,0.2,0.2125,"EA",NA,72.2,0.12,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"431","Kohfeld et al 2022","KEH CRF_3-1","Cypress River Flats","CRF_3-1","Salt marsh","peat-soil",49.2789,-125.911,"direct from dataset","1","Canada"," British Columbia",2016,0.2125,0.225,"EA",NA,72.86,0.104,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"432","Kohfeld et al 2022","KEH CRF_3-1","Cypress River Flats","CRF_3-1","Salt marsh","peat-soil",49.2789,-125.911,"direct from dataset","1","Canada"," British Columbia",2016,0.225,0.2375,"EA",NA,73.26,0.112,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"433","Kohfeld et al 2022","KEH CRF_3-1","Cypress River Flats","CRF_3-1","Salt marsh","peat-soil",49.2789,-125.911,"direct from dataset","1","Canada"," British Columbia",2016,0.2375,0.25,"EA",NA,70.56,0.112,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"434","Kohfeld et al 2022","KEH CRF_3-1","Cypress River Flats","CRF_3-1","Salt marsh","peat-soil",49.2789,-125.911,"direct from dataset","1","Canada"," British Columbia",2016,0.25,0.2625,"EA",NA,50.01,0.16,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"435","Kohfeld et al 2022","KEH CRF_3-1","Cypress River Flats","CRF_3-1","Salt marsh","peat + sand",49.2789,-125.911,"direct from dataset","1","Canada"," British Columbia",2016,0.2625,0.275,"EA",NA,24.12,0.376,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"436","Kohfeld et al 2022","KEH CRF_3-1","Cypress River Flats","CRF_3-1","Salt marsh","peat + sand",49.2789,-125.911,"direct from dataset","1","Canada"," British Columbia",2016,0.275,0.2875,"EA",NA,37.06,0.192,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"437","Kohfeld et al 2022","KEH CRF_3-1","Cypress River Flats","CRF_3-1","Salt marsh","peat + sand",49.2789,-125.911,"direct from dataset","1","Canada"," British Columbia",2016,0.2875,0.3,"EA",NA,33.26,0.384,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"438","Kohfeld et al 2022","KEH CRF_3-1","Cypress River Flats","CRF_3-1","Salt marsh","peat + sand",49.2789,-125.911,"direct from dataset","1","Canada"," British Columbia",2016,0.3,0.3125,"EA",NA,20.31,0.504,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"439","Kohfeld et al 2022","KEH CRF_3-1","Cypress River Flats","CRF_3-1","Salt marsh","peat + sand",49.2789,-125.911,"direct from dataset","1","Canada"," British Columbia",2016,0.3125,0.325,"EA",NA,12.97,0.32,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"440","Kohfeld et al 2022","KEH CRF_3-1","Cypress River Flats","CRF_3-1","Salt marsh","peat + sand",49.2789,-125.911,"direct from dataset","1","Canada"," British Columbia",2016,0.325,0.3375,"EA",NA,10.54,0.48,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"441","Kohfeld et al 2022","KEH CRF_3-1","Cypress River Flats","CRF_3-1","Salt marsh","peat + sand",49.2789,-125.911,"direct from dataset","1","Canada"," British Columbia",2016,0.3375,0.35,"EA",NA,8.12,0.656,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"442","Kohfeld et al 2022","KEH CRF_3-1","Cypress River Flats","CRF_3-1","Salt marsh","sand",49.2789,-125.911,"direct from dataset","1","Canada"," British Columbia",2016,0.35,0.3625,"EA",NA,7.1,0.672,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"443","Kohfeld et al 2022","KEH CRF_3-1","Cypress River Flats","CRF_3-1","Salt marsh","sand",49.2789,-125.911,"direct from dataset","1","Canada"," British Columbia",2016,0.3625,0.375,"EA",NA,8.55,0.744,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"444","Kohfeld et al 2022","KEH CRF_3-1","Cypress River Flats","CRF_3-1","Salt marsh","sand",49.2789,-125.911,"direct from dataset","1","Canada"," British Columbia",2016,0.375,0.3875,"EA",NA,6.98,0.816,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"445","Kohfeld et al 2022","KEH CRF_3-1","Cypress River Flats","CRF_3-1","Salt marsh","sand",49.2789,-125.911,"direct from dataset","1","Canada"," British Columbia",2016,0.3875,0.4,"EA",NA,9.44,0.632,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"446","Kohfeld et al 2022","KEH CRF_3-2","Cypress River Flats","CRF_3-2","Salt marsh","soil + peat",49.27882,-125.91087,"direct from dataset","1","Canada"," British Columbia",2016,0,0.013,"EA",NA,88.2,0.108,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"447","Kohfeld et al 2022","KEH CRF_3-2","Cypress River Flats","CRF_3-2","Salt marsh","soil + peat",49.27882,-125.91087,"direct from dataset","1","Canada"," British Columbia",2016,0.013,0.0261,"EA",NA,88.23,0.092,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"448","Kohfeld et al 2022","KEH CRF_3-2","Cypress River Flats","CRF_3-2","Salt marsh","soil + peat",49.27882,-125.91087,"direct from dataset","1","Canada"," British Columbia",2016,0.0261,0.0391,"EA",NA,74.58,0.115,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"449","Kohfeld et al 2022","KEH CRF_3-2","Cypress River Flats","CRF_3-2","Salt marsh","soil + peat",49.27882,-125.91087,"direct from dataset","1","Canada"," British Columbia",2016,0.0391,0.0522,"EA",NA,75.36,0.138,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"450","Kohfeld et al 2022","KEH CRF_3-2","Cypress River Flats","CRF_3-2","Salt marsh","peat",49.27882,-125.91087,"direct from dataset","1","Canada"," British Columbia",2016,0.0522,0.0652,"EA",NA,76.13,0.108,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"451","Kohfeld et al 2022","KEH CRF_3-2","Cypress River Flats","CRF_3-2","Salt marsh","peat",49.27882,-125.91087,"direct from dataset","1","Canada"," British Columbia",2016,0.0652,0.0783,"EA",NA,76.72,0.069,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"452","Kohfeld et al 2022","KEH CRF_3-2","Cypress River Flats","CRF_3-2","Salt marsh","debris",49.27882,-125.91087,"direct from dataset","1","Canada"," British Columbia",2016,0.0783,0.0913,"EA",NA,77.31,0.054,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"453","Kohfeld et al 2022","KEH CRF_3-2","Cypress River Flats","CRF_3-2","Salt marsh","peat",49.27882,-125.91087,"direct from dataset","1","Canada"," British Columbia",2016,0.0913,0.1043,"EA",NA,77.91,0.108,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"454","Kohfeld et al 2022","KEH CRF_3-2","Cypress River Flats","CRF_3-2","Salt marsh","peat",49.27882,-125.91087,"direct from dataset","1","Canada"," British Columbia",2016,0.1043,0.1174,"EA",NA,81.91,0.108,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"455","Kohfeld et al 2022","KEH CRF_3-2","Cypress River Flats","CRF_3-2","Salt marsh","peat",49.27882,-125.91087,"direct from dataset","1","Canada"," British Columbia",2016,0.1174,0.1304,"EA",NA,113.43,0.131,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"456","Kohfeld et al 2022","KEH CRF_3-2","Cypress River Flats","CRF_3-2","Salt marsh","peat",49.27882,-125.91087,"direct from dataset","1","Canada"," British Columbia",2016,0.1304,0.1435,"EA",NA,76.22,0.115,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"457","Kohfeld et al 2022","KEH CRF_3-2","Cypress River Flats","CRF_3-2","Salt marsh","peat",49.27882,-125.91087,"direct from dataset","1","Canada"," British Columbia",2016,0.1435,0.1565,"EA",NA,64.58,0.1,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"458","Kohfeld et al 2022","KEH CRF_3-2","Cypress River Flats","CRF_3-2","Salt marsh","peat",49.27882,-125.91087,"direct from dataset","1","Canada"," British Columbia",2016,0.1565,0.1696,"EA",NA,52.93,0.146,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"459","Kohfeld et al 2022","KEH CRF_3-2","Cypress River Flats","CRF_3-2","Salt marsh","peat",49.27882,-125.91087,"direct from dataset","1","Canada"," British Columbia",2016,0.1696,0.1826,"EA",NA,57,0.154,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"460","Kohfeld et al 2022","KEH CRF_3-2","Cypress River Flats","CRF_3-2","Salt marsh","peat",49.27882,-125.91087,"direct from dataset","1","Canada"," British Columbia",2016,0.1826,0.1957,"EA",NA,46.09,0.169,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"461","Kohfeld et al 2022","KEH CRF_3-2","Cypress River Flats","CRF_3-2","Salt marsh","peat",49.27882,-125.91087,"direct from dataset","1","Canada"," British Columbia",2016,0.1957,0.2087,"EA",NA,40.21,0.208,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"462","Kohfeld et al 2022","KEH CRF_3-2","Cypress River Flats","CRF_3-2","Salt marsh","peat",49.27882,-125.91087,"direct from dataset","1","Canada"," British Columbia",2016,0.2087,0.2217,"EA",NA,37.52,0.231,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"463","Kohfeld et al 2022","KEH CRF_3-2","Cypress River Flats","CRF_3-2","Salt marsh","peat",49.27882,-125.91087,"direct from dataset","1","Canada"," British Columbia",2016,0.2217,0.2348,"EA",NA,28.17,0.292,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"464","Kohfeld et al 2022","KEH CRF_3-2","Cypress River Flats","CRF_3-2","Salt marsh","peat",49.27882,-125.91087,"direct from dataset","1","Canada"," British Columbia",2016,0.2348,0.2478,"EA",NA,28.02,0.362,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"465","Kohfeld et al 2022","KEH CRF_3-2","Cypress River Flats","CRF_3-2","Salt marsh","peat + sand",49.27882,-125.91087,"direct from dataset","1","Canada"," British Columbia",2016,0.2478,0.2609,"EA",NA,17.55,0.369,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"466","Kohfeld et al 2022","KEH CRF_3-2","Cypress River Flats","CRF_3-2","Salt marsh","peat + sand",49.27882,-125.91087,"direct from dataset","1","Canada"," British Columbia",2016,0.2609,0.2739,"EA",NA,12.81,0.446,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"467","Kohfeld et al 2022","KEH CRF_3-2","Cypress River Flats","CRF_3-2","Salt marsh","sand",49.27882,-125.91087,"direct from dataset","1","Canada"," British Columbia",2016,0.2739,0.287,"EA",NA,7.65,0.7,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"468","Kohfeld et al 2022","KEH CRF_3-2","Cypress River Flats","CRF_3-2","Salt marsh","sand",49.27882,-125.91087,"direct from dataset","1","Canada"," British Columbia",2016,0.287,0.3001,"EA",NA,9.21,0.862,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"469","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","soil",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0,0.0191,"EA",NA,86.65,0.052,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"470","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","soil",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.0191,0.0383,"EA",NA,80.52,0.058,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"471","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","soil",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.0383,0.0574,"EA",NA,76.58,0.058,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"472","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","soil",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.0574,0.0765,"EA",NA,70.3,0.052,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"473","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","soil",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.0765,0.0957,"EA",NA,66.46,0.058,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"474","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","soil",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.0957,0.1148,"EA",NA,28.53,0.147,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"475","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","peat",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.1148,0.1339,"EA",NA,26.76,0.147,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"476","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","peat",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.1339,0.153,"EA",NA,26.2,0.147,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"477","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","peat",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.153,0.1722,"EA",NA,32.24,0.131,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"478","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","peat",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.1722,0.1913,"EA",NA,29.51,0.157,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"479","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","peat",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.1913,0.2104,"EA",NA,32.13,0.147,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"480","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","peat",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.2104,0.2296,"EA",NA,10.32,0.188,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"481","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","peat+sand+clay",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.2296,0.2487,"EA",NA,28.31,0.236,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"482","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","Sand+Clay",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.2487,0.2678,"EA",NA,15.77,0.277,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"483","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","Sand+Clay",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.2678,0.287,"EA",NA,6.27,0.455,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"484","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","Sand+Clay",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.287,0.3061,"EA",NA,9.55,0.435,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"485","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","Sand+Clay",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.3061,0.3252,"EA",NA,6.56,0.471,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"486","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","Sand+Clay",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.3252,0.3443,"EA",NA,6.56,0.414,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"487","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","Sand+Clay",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.3443,0.3635,"EA",NA,4.58,0.471,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"488","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","Clay",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.3635,0.3826,"EA",NA,4.58,0.586,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"489","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","Clay",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.3826,0.4017,"EA",NA,6.39,0.398,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"490","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","Clay",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.4017,0.4209,"EA",NA,6.39,0.435,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"491","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","Clay",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.4209,0.44,"EA",NA,7.21,0.408,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"492","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","Clay",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.44,0.4591,"EA",NA,7.21,0.351,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"493","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","Clay",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.4591,0.4783,"EA",NA,7.48,0.366,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"494","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","Clay",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.4783,0.4974,"EA",NA,7.48,0.382,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"495","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","Clay",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.4974,0.5165,"EA",NA,6.89,0.414,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"496","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","Clay",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.5165,0.5357,"EA",NA,6.89,0.335,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"497","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","Clay",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.5357,0.5548,"EA",NA,6.74,0.429,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"498","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","Clay",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.5548,0.5739,"EA",NA,6.74,0.361,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"499","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","Clay",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.5739,0.593,"EA",NA,6.5,0.393,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"500","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","Clay",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.593,0.6122,"EA",NA,6.5,0.398,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"501","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","Clay",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.6122,0.6313,"EA",NA,6.61,0.382,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"502","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","Clay",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.6313,0.6504,"EA",NA,6.61,0.398,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"503","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","Clay",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.6504,0.6696,"EA",NA,6.34,0.414,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"504","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","Clay",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.6696,0.6887,"EA",NA,6.34,0.382,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"505","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","Clay",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.6887,0.7078,"EA",NA,6.14,0.382,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"506","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","Clay",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.7078,0.727,"EA",NA,6.14,0.387,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"507","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","Clay",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.727,0.7461,"EA",NA,6.96,0.419,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"508","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","Clay",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.7461,0.7652,"EA",NA,6.96,0.429,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"509","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","Clay",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.7652,0.7843,"EA",NA,6.34,0.492,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"510","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","Clay",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.7843,0.8035,"EA",NA,6.34,0.476,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"511","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","Clay",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.8035,0.8226,"EA",NA,7.23,0.492,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"512","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","Clay",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.8226,0.8417,"EA",NA,7.23,0.476,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"513","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","Clay",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.8417,0.8609,"EA",NA,7.18,0.461,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"514","Kohfeld et al 2022","KEH GBK_1-1","Grice Bay- Kootowis Creek","GBK_1-1","Salt marsh","Clay",49.14139,-125.73238,"direct from dataset","1","Canada"," British Columbia",2016,0.8609,0.8801,"EA",NA,7.18,0.461,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"515","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","soil",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0,0.0167,"EA",24.23,59.1,0.102,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"516","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","soil+peat",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.0167,0.0333,"EA",NA,56.68,0.102,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"517","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","soil+peat",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.0333,0.05,"EA",22.73,52.94,0.096,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"518","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","soil+peat",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.05,0.0667,"EA",NA,48.45,0.102,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
