"","Source","Site_name","Original_source","Site","Core","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","U_depth_m","L_depth_m","Method","Conv_factor","SOM_perc","SOM_perc_mean","SOM_perc_sd","OC_perc","OC_perc_mean","OC_perc_sd","BD_reported_g_cm3","DOI"
"187","Copertino et al under review","MC 103","Marinho et al 2018","St. Antonio",103,"Salt marsh",-40.792,-64.8519,"direct from dataset","1","Argentina",2013,0,0.15,"LOI","0.47*x+0.0008",NA,3.2,0.5,NA,1.5,NA,NA,"https://doi.org/10.1038/s43247-023-00828-z"
"188","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0,0.05,"LOI","0.47*x+0.0008",82,NA,NA,38.54,NA,NA,0.2,"https://doi.org/10.1038/s43247-023-00828-z"
"189","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.05,0.1,"LOI","0.47*x+0.0008",82,NA,NA,38.54,NA,NA,0.4,"https://doi.org/10.1038/s43247-023-00828-z"
"190","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.1,0.2,"LOI","0.47*x+0.0008",82,NA,NA,38.54,NA,NA,0.45,"https://doi.org/10.1038/s43247-023-00828-z"
"191","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.2,0.22,"LOI","0.47*x+0.0008",82,NA,NA,38.54,NA,NA,0.5,"https://doi.org/10.1038/s43247-023-00828-z"
"192","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.22,0.27,"LOI","0.47*x+0.0008",86,NA,NA,40.42,NA,NA,0.5,"https://doi.org/10.1038/s43247-023-00828-z"
"193","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.27,0.3,"LOI","0.47*x+0.0008",80,NA,NA,37.6,NA,NA,0.5,"https://doi.org/10.1038/s43247-023-00828-z"
"194","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.3,0.33,"LOI","0.47*x+0.0008",79,NA,NA,37.13,NA,NA,0.5,"https://doi.org/10.1038/s43247-023-00828-z"
"195","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.33,0.35,"LOI","0.47*x+0.0008",78,NA,NA,36.66,NA,NA,0.5,"https://doi.org/10.1038/s43247-023-00828-z"
"196","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.35,0.4,"LOI","0.47*x+0.0008",75,NA,NA,35.25,NA,NA,0.5,"https://doi.org/10.1038/s43247-023-00828-z"
"197","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.4,0.45,"LOI","0.47*x+0.0008",70,NA,NA,32.9,NA,NA,0.6,"https://doi.org/10.1038/s43247-023-00828-z"
"198","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.45,0.5,"LOI","0.47*x+0.0008",68,NA,NA,31.96,NA,NA,0.6,"https://doi.org/10.1038/s43247-023-00828-z"
"199","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.5,0.53,"LOI","0.47*x+0.0008",66,NA,NA,31.02,NA,NA,0.7,"https://doi.org/10.1038/s43247-023-00828-z"
"200","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.53,0.55,"LOI","0.47*x+0.0008",60,NA,NA,28.2,NA,NA,0.7,"https://doi.org/10.1038/s43247-023-00828-z"
"201","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.55,0.58,"LOI","0.47*x+0.0008",55,NA,NA,25.85,NA,NA,0.5,"https://doi.org/10.1038/s43247-023-00828-z"
"202","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.58,0.6,"LOI","0.47*x+0.0008",50,NA,NA,23.5,NA,NA,0.5,"https://doi.org/10.1038/s43247-023-00828-z"
"203","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.6,0.64,"LOI","0.47*x+0.0008",50,NA,NA,23.5,NA,NA,0.4,"https://doi.org/10.1038/s43247-023-00828-z"
"204","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.64,0.66,"LOI","0.47*x+0.0008",49,NA,NA,23.03,NA,NA,0.4,"https://doi.org/10.1038/s43247-023-00828-z"
"205","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.66,0.68,"LOI","0.47*x+0.0008",48,NA,NA,22.56,NA,NA,0.4,"https://doi.org/10.1038/s43247-023-00828-z"
"206","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.68,0.7,"LOI","0.47*x+0.0008",47,NA,NA,22.09,NA,NA,0.4,"https://doi.org/10.1038/s43247-023-00828-z"
"207","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.7,0.71,"LOI","0.47*x+0.0008",46,NA,NA,21.62,NA,NA,0.4,"https://doi.org/10.1038/s43247-023-00828-z"
"208","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.71,0.72,"LOI","0.47*x+0.0008",44,NA,NA,20.68,NA,NA,0.4,"https://doi.org/10.1038/s43247-023-00828-z"
"209","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.72,0.73,"LOI","0.47*x+0.0008",43,NA,NA,20.21,NA,NA,0.4,"https://doi.org/10.1038/s43247-023-00828-z"
"210","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.73,0.74,"LOI","0.47*x+0.0008",41.33,NA,NA,19.43,NA,NA,0.4,"https://doi.org/10.1038/s43247-023-00828-z"
"211","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.74,0.75,"LOI","0.47*x+0.0008",39.83,NA,NA,18.72,NA,NA,0.4,"https://doi.org/10.1038/s43247-023-00828-z"
"212","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.75,0.76,"LOI","0.47*x+0.0008",38.33,NA,NA,18.02,NA,NA,0.4,"https://doi.org/10.1038/s43247-023-00828-z"
"213","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.76,0.77,"LOI","0.47*x+0.0008",36.83,NA,NA,17.31,NA,NA,0.4,"https://doi.org/10.1038/s43247-023-00828-z"
"214","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.77,0.78,"LOI","0.47*x+0.0008",35.33,NA,NA,16.61,NA,NA,0.4,"https://doi.org/10.1038/s43247-023-00828-z"
"215","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.78,0.79,"LOI","0.47*x+0.0008",33.83,NA,NA,15.9,NA,NA,0.4,"https://doi.org/10.1038/s43247-023-00828-z"
"216","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.79,0.8,"LOI","0.47*x+0.0008",32.33,NA,NA,15.2,NA,NA,0.4,"https://doi.org/10.1038/s43247-023-00828-z"
"217","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.8,0.81,"LOI","0.47*x+0.0008",30.83,NA,NA,14.49,NA,NA,0.4,"https://doi.org/10.1038/s43247-023-00828-z"
"218","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.81,0.82,"LOI","0.47*x+0.0008",29.33,NA,NA,13.79,NA,NA,0.4,"https://doi.org/10.1038/s43247-023-00828-z"
"219","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.82,0.83,"LOI","0.47*x+0.0008",27.83,NA,NA,13.08,NA,NA,0.4,"https://doi.org/10.1038/s43247-023-00828-z"
"220","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.83,0.84,"LOI","0.47*x+0.0008",26.33,NA,NA,12.38,NA,NA,0.4,"https://doi.org/10.1038/s43247-023-00828-z"
"221","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.84,0.85,"LOI","0.47*x+0.0008",24.83,NA,NA,11.67,NA,NA,0.4,"https://doi.org/10.1038/s43247-023-00828-z"
"222","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.85,0.86,"LOI","0.47*x+0.0008",23.33,NA,NA,10.97,NA,NA,0.4,"https://doi.org/10.1038/s43247-023-00828-z"
"223","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.86,0.87,"LOI","0.47*x+0.0008",21.83,NA,NA,10.26,NA,NA,0.4,"https://doi.org/10.1038/s43247-023-00828-z"
"224","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.87,0.88,"LOI","0.47*x+0.0008",20.33,NA,NA,9.56,NA,NA,0.4,"https://doi.org/10.1038/s43247-023-00828-z"
"225","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.88,0.89,"LOI","0.47*x+0.0008",18.83,NA,NA,8.85,NA,NA,0.4,"https://doi.org/10.1038/s43247-023-00828-z"
"226","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.89,0.9,"LOI","0.47*x+0.0008",17,NA,NA,7.99,NA,NA,0.4,"https://doi.org/10.1038/s43247-023-00828-z"
"227","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.9,0.91,"LOI","0.47*x+0.0008",16,NA,NA,7.52,NA,NA,1,"https://doi.org/10.1038/s43247-023-00828-z"
"228","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.91,0.92,"LOI","0.47*x+0.0008",15,NA,NA,7.05,NA,NA,1,"https://doi.org/10.1038/s43247-023-00828-z"
"229","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.92,0.93,"LOI","0.47*x+0.0008",14,NA,NA,6.58,NA,NA,1,"https://doi.org/10.1038/s43247-023-00828-z"
"230","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.93,0.94,"LOI","0.47*x+0.0008",5,NA,NA,2.35,NA,NA,1,"https://doi.org/10.1038/s43247-023-00828-z"
"231","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.94,0.95,"LOI","0.47*x+0.0008",5,NA,NA,2.35,NA,NA,1,"https://doi.org/10.1038/s43247-023-00828-z"
"232","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.95,0.96,"LOI","0.47*x+0.0008",4,NA,NA,1.88,NA,NA,1,"https://doi.org/10.1038/s43247-023-00828-z"
"233","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.96,0.97,"LOI","0.47*x+0.0008",4,NA,NA,1.88,NA,NA,1,"https://doi.org/10.1038/s43247-023-00828-z"
"234","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.97,0.98,"LOI","0.47*x+0.0008",3,NA,NA,1.41,NA,NA,1,"https://doi.org/10.1038/s43247-023-00828-z"
"235","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.98,0.99,"LOI","0.47*x+0.0008",2,NA,NA,0.94,NA,NA,1,"https://doi.org/10.1038/s43247-023-00828-z"
"236","Copertino et al under review","MC 117","Newton 2017","Swan Inlet",117,"Salt marsh",-51.826229,-58.595719,"direct from dataset","1","Argentina",2013,0.99,1,"LOI","0.47*x+0.0008",2,NA,NA,0.94,NA,NA,1,"https://doi.org/10.1038/s43247-023-00828-z"
"237","Copertino et al under review","MC 118","Payne et al 2019","Swan Inlet",118,"Salt marsh",-51.82,-58.59,"direct from dataset","1","Argentina",NA,0,0.05,"LOI","0.47*x+0.0008",35,NA,NA,16.45,NA,NA,0.6,"https://doi.org/10.1038/s43247-023-00828-z"
"238","Copertino et al under review","MC 118","Payne et al 2019","Swan Inlet",118,"Salt marsh",-51.82,-58.59,"direct from dataset","1","Argentina",NA,0.05,0.15,"LOI","0.47*x+0.0008",78,NA,NA,36.66,NA,NA,0.4,"https://doi.org/10.1038/s43247-023-00828-z"
"239","Copertino et al under review","MC 118","Payne et al 2019","Swan Inlet",118,"Salt marsh",-51.82,-58.59,"direct from dataset","1","Argentina",NA,0.15,0.25,"LOI","0.47*x+0.0008",78,NA,NA,36.66,NA,NA,0.2,"https://doi.org/10.1038/s43247-023-00828-z"
"240","Copertino et al under review","MC 118","Payne et al 2019","Swan Inlet",118,"Salt marsh",-51.82,-58.59,"direct from dataset","1","Argentina",NA,0.25,0.3,"LOI","0.47*x+0.0008",22,NA,NA,10.34,NA,NA,0.5,"https://doi.org/10.1038/s43247-023-00828-z"
"241","Copertino et al under review","MC 118","Payne et al 2019","Swan Inlet",118,"Salt marsh",-51.82,-58.59,"direct from dataset","1","Argentina",NA,0.3,0.35,"LOI","0.47*x+0.0008",20,NA,NA,9.4,NA,NA,0.6,"https://doi.org/10.1038/s43247-023-00828-z"
"242","Copertino et al under review","MC 118","Payne et al 2019","Swan Inlet",118,"Salt marsh",-51.82,-58.59,"direct from dataset","1","Argentina",NA,0.35,0.4,"LOI","0.47*x+0.0008",20,NA,NA,9.4,NA,NA,0.58,"https://doi.org/10.1038/s43247-023-00828-z"
"243","Copertino et al under review","MC 118","Payne et al 2019","Swan Inlet",118,"Salt marsh",-51.82,-58.59,"direct from dataset","1","Argentina",NA,0.4,0.45,"LOI","0.47*x+0.0008",20,NA,NA,9.4,NA,NA,0.57,"https://doi.org/10.1038/s43247-023-00828-z"
"244","Copertino et al under review","MC 118","Payne et al 2019","Swan Inlet",118,"Salt marsh",-51.82,-58.59,"direct from dataset","1","Argentina",NA,0.45,0.75,"LOI","0.47*x+0.0008",20,NA,NA,9.4,NA,NA,0.55,"https://doi.org/10.1038/s43247-023-00828-z"
"245","Copertino et al under review","MC 118","Payne et al 2019","Swan Inlet",118,"Salt marsh",-51.82,-58.59,"direct from dataset","1","Argentina",NA,0.75,0.8,"LOI","0.47*x+0.0008",20,NA,NA,9.4,NA,NA,0.7,"https://doi.org/10.1038/s43247-023-00828-z"
"246","Copertino et al under review","MC 118","Payne et al 2019","Swan Inlet",118,"Salt marsh",-51.82,-58.59,"direct from dataset","1","Argentina",NA,0.8,0.9,"LOI","0.47*x+0.0008",40,NA,NA,18.8,NA,NA,0.4,"https://doi.org/10.1038/s43247-023-00828-z"
"247","Copertino et al under review","MC 118","Payne et al 2019","Swan Inlet",118,"Salt marsh",-51.82,-58.59,"direct from dataset","1","Argentina",NA,0.9,1.05,"LOI","0.47*x+0.0008",20,NA,NA,9.4,NA,NA,0.5,"https://doi.org/10.1038/s43247-023-00828-z"
"248","Copertino et al under review","MC 118","Payne et al 2019","Swan Inlet",118,"Salt marsh",-51.82,-58.59,"direct from dataset","1","Argentina",NA,1.05,1.2,"LOI","0.47*x+0.0008",20,NA,NA,9.4,NA,NA,0.6,"https://doi.org/10.1038/s43247-023-00828-z"
"249","Copertino et al under review","MC 118","Payne et al 2019","Swan Inlet",118,"Salt marsh",-51.82,-58.59,"direct from dataset","1","Argentina",NA,1.2,1.25,"LOI","0.47*x+0.0008",50,NA,NA,23.5,NA,NA,0.2,"https://doi.org/10.1038/s43247-023-00828-z"
"250","Copertino et al under review","MC 118","Payne et al 2019","Swan Inlet",118,"Salt marsh",-51.82,-58.59,"direct from dataset","1","Argentina",NA,1.25,1.3,"LOI","0.47*x+0.0008",40,NA,NA,18.8,NA,NA,0.4,"https://doi.org/10.1038/s43247-023-00828-z"
"251","Copertino et al under review","MC 118","Payne et al 2019","Swan Inlet",118,"Salt marsh",-51.82,-58.59,"direct from dataset","1","Argentina",NA,1.3,1.5,"LOI","0.47*x+0.0008",20,NA,NA,9.4,NA,NA,0.7,"https://doi.org/10.1038/s43247-023-00828-z"
