study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_carbon,cs137_peak_age,cs137_activity,cs137_activity_se,cs137_unit,excess_pb210_activity,total_pb210_activity,pb210_unit
Drake_et_al_2024,F_M,F_M4,single set of methods,20,30,0.28404469277523064,0.0839,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M5,single set of methods,0,10,0.4285931654911184,0.0706,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M5,single set of methods,10,20,0.2952160419573737,0.0876,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M5,single set of methods,20,30,0.3384633445399662,0.09162,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M6,single set of methods,0,10,0.6011625301347836,0.05921999999999999,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M6,single set of methods,10,20,0.337982295352845,0.08849,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M6,single set of methods,20,30,0.4275765210187198,0.08162000000000001,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M7,single set of methods,0,10,0.4624759256460282,0.07287,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M7,single set of methods,10,20,0.273897098096956,0.10083,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M7,single set of methods,20,30,0.2893912228554013,0.08981,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M8,single set of methods,0,10,0.3147490594556182,0.0908,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M8,single set of methods,10,20,0.2537642110132474,0.10712,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M8,single set of methods,20,30,0.1753520199693016,0.10543,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M9,single set of methods,0,10,0.3012725342982169,0.12132,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M9,single set of methods,10,20,0.3001781606469662,0.10102,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M9,single set of methods,20,30,0.19620886059003015,0.09582,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M10,single set of methods,0,10,0.3317627092258412,0.10585,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M10,single set of methods,10,20,0.2148942270083731,0.1075,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M10,single set of methods,20,30,0.206599705043352,0.10953,1964,NA,NA,NA,NA,NA,NA
