study_id,site_id,core_id,core_notes,longitude,latitude,elevation,elevation_datum,position_method,position_notes,year,month,day
Osland_et_al_2016,Tampa_Bay,tampa_bay_76,RHMA/mangrove - mixed,-82.46011253,27.70874258,0.0983,NAVD88,NA,NA,2014,12,8
Osland_et_al_2016,Tampa_Bay,tampa_bay_77,RHMA/mangrove - 2nd dom,-82.46011229,27.70872453,0.1036,NAVD88,NA,NA,2014,12,8
Osland_et_al_2016,Tampa_Bay,tampa_bay_78,mangrove/JURO - 1st dom,-82.46011205,27.70870649,0.0966,NAVD88,NA,NA,2014,12,8
Osland_et_al_2016,Tampa_Bay,tampa_bay_79,mangrove/JURO - mixed,-82.46011168,27.70867941,0.0779,NAVD88,NA,NA,2014,12,8
Osland_et_al_2016,Tampa_Bay,tampa_bay_80,mangrove/JURO - 2nd dom,-82.46010118,27.70865244,0.0833,NAVD88,NA,NA,2014,12,8
Osland_et_al_2016,Tampa_Bay,tampa_bay_81,20 m,-82.46008888,27.70849011,0.0752,NAVD88,NA,NA,2014,12,8
Osland_et_al_2016,Tampa_Bay,tampa_bay_82,20 m,-82.46007622,27.70830069,0.0785,NAVD88,NA,NA,2014,12,8
Osland_et_al_2016,Tampa_Bay,tampa_bay_83,water/mangrove - 1st dom,-82.45890103,27.70686893,-0.8705,NAVD88,NA,NA,2014,12,8
Osland_et_al_2016,Tampa_Bay,tampa_bay_84,water/mangrove - mixed,-82.45890139,27.706896,-0.3115,NAVD88,NA,NA,2014,12,8
Osland_et_al_2016,Tampa_Bay,tampa_bay_85,water/mangrove - 2nd dom,-82.45892203,27.70692286,-0.1153,NAVD88,NA,NA,2014,12,8
Osland_et_al_2016,Tampa_Bay,tampa_bay_86,mangrove/woods - 1st dom,-82.45894279,27.70695875,-0.034,NAVD88,NA,NA,2014,12,8
Osland_et_al_2016,Tampa_Bay,tampa_bay_87,15 cm,-82.45896343,27.70698561,0.0675,NAVD88,NA,NA,2014,12,8
Osland_et_al_2016,Tampa_Bay,tampa_bay_88,mangrove/woods - mixed,-82.45897393,27.70701258,0.2527,NAVD88,NA,NA,2014,12,8
Osland_et_al_2016,Tampa_Bay,tampa_bay_89,mangrove/woods - 2nd dom,-82.45898455,27.70704857,0.5781,NAVD88,NA,NA,2014,12,8
Osland_et_al_2016,Tampa_Bay,tampa_bay_90,15 cm,-82.45900519,27.70707543,0.7479,NAVD88,NA,NA,2014,12,8
Osland_et_al_2016,Tampa_Bay,tampa_bay_91,woods/JURO - 1st dom,-82.45902583,27.70710229,0.6033,NAVD88,NA,NA,2014,12,8
Osland_et_al_2016,Tampa_Bay,tampa_bay_92,15 cm,-82.45903645,27.70713828,0.4947,NAVD88,NA,NA,2014,12,8
Osland_et_al_2016,Tampa_Bay,tampa_bay_93,woods/JURO - mixed,-82.45904707,27.70717427,0.4307,NAVD88,NA,NA,2014,12,8
Osland_et_al_2016,Tampa_Bay,tampa_bay_94,woods/JURO - mixed,-82.45906759,27.70719211,0.2212,NAVD88,NA,NA,2014,12,8
Osland_et_al_2016,Tampa_Bay,tampa_bay_95,woods/JURO - 2nd dom,-82.45916102,27.70735359,0.14,NAVD88,NA,NA,2014,12,8
Osland_et_al_2016,Tampa_Bay,tampa_bay_96,20 m,-82.45926494,27.70754204,0.1154,NAVD88,NA,NA,2014,12,8
