study_id,site_id,core_id,core_notes,longitude,latitude,elevation,elevation_datum,position_method,position_notes,year,month,day
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_43,mudflat/SPAL transition - mixed,-96.85080322,28.42590162,0.727,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_44,mudflat/SPAL transition - 2nd dom,-96.85081664,28.42591097,0.759,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_45,SPAL/succulent transition - 1st dom,-96.85083726,28.42592309,0.738,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_46,SPAL/succulent transition - mixed,-96.85085029,28.42593453,0.755,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_47,SPAL/succulent transition - 2nd dom,-96.85085881,28.42593936,0.78,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_48,succulent/BAHA transition - mixed,-96.85086832,28.42594802,0.753,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_49,succulent/BAHA transition - 2nd dom,-96.85087634,28.4259578,0.773,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_50,see note,-96.85093984,28.42599492,0.821,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_51,BAHA/succulent transition - 1st dom,-96.85104952,28.42605684,0.96,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_52,BAHA/succulent transition - mixed,-96.85106783,28.42606856,0.881,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_53,BAHA/succulent transition - 2nd dom,-96.85108787,28.42608083,0.883,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_54,see note,-96.85112903,28.4261059,0.763,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_55,succulent/succ+BAHA transition - 1st dom,-96.85115326,28.42612068,0.782,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_56,succulent/succ+BAHA transition - mixed,-96.85117935,28.42613454,0.717,NAVD88,NA,NA,2014,2,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_57,succulent/succ+BAHA transition - 2nd dom,-96.85119657,28.42614228,0.716,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_58,succ+BAHA/succulent transition - 1st dom,-96.85130367,28.42620624,0.669,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_59,succ+BAHA/succulent transition - mixed,-96.85134987,28.42623492,0.621,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_60,succ+BAHA/succulent transition - 2nd dom,-96.85137988,28.42625142,0.608,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_61,20 m,-96.85154741,28.42634974,0.607,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_62,20 m,-96.85171906,28.42645459,0.592,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_63,water/SPAL transition - 1st dom,-96.83976934,28.43244296,0.396,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_64,water/SPAL transition - mixed,-96.8397622,28.43245713,0.327,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_65,water/SPAL transition - 2nd dom,-96.83975829,28.43246889,0.393,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_66,15 cm,-96.83975083,28.43248381,0.749,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_67,SPAL/BAHA transition - 1st dom,-96.83974428,28.43249904,0.808,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_68,SPAL/BAHA transition - mixed,-96.839735,28.43250934,0.787,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_69,SPAL/BAHA  transition - 2nd dom,-96.83971829,28.43253387,0.782,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_70,BAHA/succulent transition - 1st dom,-96.83968786,28.43258137,0.806,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_71,BAHA/succulent transition - mixed,-96.83966345,28.43262921,0.851,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_72,BAHA/succulent transition - 2nd dom,-96.83965428,28.43264946,0.762,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_73,succulent/succ+BAHA transition - 1st dom,-96.83961645,28.43271931,0.672,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_74,succulent/succ+BAHA transition - mixed,-96.83957913,28.43278529,0.676,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_75,succulent/succ+BAHA transition - 2nd dom,-96.83956604,28.43280761,0.689,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_76,20 m,-96.83947366,28.43296804,0.599,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_77,20 m,-96.83938333,28.43313604,0.595,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_78,succulent/upland transition - 1st dom,-96.83937403,28.43315216,0.539,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_79,succulent/upland transition - mixed,-96.83936358,28.43317022,0.549,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_80,succulent/upland transition - 2nd dom,-96.83934917,28.4331971,0.526,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_81,water/SPAL transition - 1st dom,-96.40349727,28.40574396,0.029,NAVD88,NA,NA,2014,5,22
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_82,water/SPAL transition - mixed,-96.40350247,28.40575915,0.219,NAVD88,NA,NA,2014,5,22
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_83,water/SPAL transition - 2nd dom,-96.40350396,28.40576696,0.291,NAVD88,NA,NA,2014,5,22
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_84,SPAL/AVGE transition - mixed,-96.40350405,28.40577653,0.304,NAVD88,NA,NA,2014,5,22
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_85,SPAL/AVGE transition - 2nd dom,-96.40350474,28.4057923,0.416,NAVD88,NA,NA,2014,5,22
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_86,15 cm,-96.4035083,28.40581731,0.401,NAVD88,NA,NA,2014,5,22
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_87,20 m,-96.40353125,28.40598468,0.383,NAVD88,NA,NA,2014,5,22
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_88,20 m,-96.40355172,28.40616326,0.464,NAVD88,NA,NA,2014,5,22
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_89,water/SPAL transition - 1st dom,-96.43161782,28.39055981,-0.138,NAVD88,NA,NA,2014,5,22
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_90,water/SPAL transition - mixed,-96.43162336,28.39057105,-0.105,NAVD88,NA,NA,2014,5,22
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_91,water/SPAL transition - 2nd dom,-96.43163687,28.3906029,-0.02,NAVD88,NA,NA,2014,5,22
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_92,SPAL/water transition - 1st dom,-96.43164476,28.39062269,0.017,NAVD88,NA,NA,2014,5,22
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_93,SPAL/water transition - mixed,-96.43165039,28.39063527,0.044,NAVD88,NA,NA,2014,5,22
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_94,SPAL/water transition - 2nd dom,-96.43165223,28.39064236,0.035,NAVD88,NA,NA,2014,5,22
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_95,water/AVGE transition - 1st dom,-96.43165896,28.39065644,0.062,NAVD88,NA,NA,2014,5,22
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_96,water/AVGE transition - mixed,-96.43166507,28.39066638,0.269,NAVD88,NA,NA,2014,5,22
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_97,water/AVGE transition- 2nd dom,-96.43167578,28.39068792,0.343,NAVD88,NA,NA,2014,5,22
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_98,20 m,-96.43174538,28.39084811,0.271,NAVD88,NA,NA,2014,5,22
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_99,20 m,-96.43181883,28.39101932,0.311,NAVD88,NA,NA,2014,5,22
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_100,water/SPAL transition - 1st dom,-96.41728003,28.41025609,-0.033,NAVD88,NA,NA,2014,5,22
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_101,water/SPAL transition - mixed,-96.41726991,28.4102576,0.008,NAVD88,NA,NA,2014,5,22
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_102,water/SPAL transition - 2nd dom,-96.41726146,28.41025963,0.104,NAVD88,NA,NA,2014,5,22
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_103,SPAL/succ+AVGE transition - 1st dom,-96.41725334,28.41026047,0.217,NAVD88,NA,NA,2014,5,22
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_104,SPAL/succ+AVGE transition - mixed,-96.41724378,28.41026135,0.3,NAVD88,NA,NA,2014,5,22
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_105,SPAL/succ+AVGE transition - 2nd dom,-96.41722458,28.41026302,0.338,NAVD88,NA,NA,2014,5,22
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_106,succ+AVGE/AVGE transition- 1st dom,-96.41720972,28.41026581,0.329,NAVD88,NA,NA,2014,5,22
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_107,succ+AVGE/AVGE transition - mixed,-96.41719285,28.41026898,0.303,NAVD88,NA,NA,2014,5,22
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_108,succ+AVGE/AVGE transition - 2nd dom,-96.41716506,28.41027197,0.283,NAVD88,NA,NA,2014,5,22
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_109,20 m,-96.41696122,28.41028834,0.299,NAVD88,NA,NA,2014,5,22
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_110,20 m,-96.4167588,28.41030956,0.276,NAVD88,NA,NA,2014,5,22
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_1,water/mudflat transition - 1st dom,-97.30840941,27.47802015,-0.02,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_2,water/mudflat transition - mixed,-97.30838622,27.47800606,0.004,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_3,water/mudflat transition - 2nd dom,-97.30835657,27.47799549,0.099,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_4,mudflat/upland transition - 1st dom,-97.30827333,27.47795948,0.439,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_5,mudflat/upland transition - mixed,-97.30825593,27.47795306,0.804,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_6,mudflat/upland transition - 2nd dom,-97.30824612,27.477949,0.729,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_7,upland/bunchgrass transition - 1st dom,-97.30819543,27.47792214,0.773,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_8,upland/bunchgrass transition - mixed,-97.30817925,27.47791279,0.848,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_9,upland/bunchgrass transition - 2nd dom,-97.30816071,27.47790453,0.933,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_10,bunchgrass/DISP+BOFR transition - 1st dom,-97.30811931,27.47788514,0.809,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_11,bunchgrass/DISP+BOFR transition - mixed,-97.30810303,27.47788034,0.768,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_12,bunchgrass/DISP+BOFR transition - 2nd dom,-97.30808649,27.47787374,0.575,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_13,DISP+BOFR/BAMA+MOLI transition - 1st dom,-97.30805041,27.47785859,0.63,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_14,DISP+BOFR/BAMA+MOLI transition - mixed,-97.30803097,27.47784815,0.591,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_15,DISP+BOFR/BAMA+MOLI transition - 2nd dom,-97.30801831,27.47784246,0.501,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_16,BAMA+MOLI/mudflat transition - 1st dom,-97.30794247,27.47780672,0.514,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_17,BAMA+MOLI/mudflat transition- mixed,-97.30790683,27.47779038,0.362,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_18,BAMA+MOLI/mudflat transition - 2nd dom,-97.30786111,27.47777014,0.326,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_19,20 m,-97.3076805,27.47768472,0.422,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_20,20 m,-97.30750068,27.47760125,0.43,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_21,mudflat/BAMA+SADE transition - 1st dom,-97.30735598,27.477534,0.441,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_22,mudflat/BAMA+SADE transition - mixed,-97.30732564,27.47751853,0.559,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_23,mudflat/BAMA+SADE transition - 2nd dom,-97.30726925,27.4774902,0.571,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_24,BAMA+SADE/DISP+BOFR transition - 1st dom,-97.30721065,27.47746652,0.532,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_25,BAMA+SADE/DISP+BOFR transition - mixed,-97.30719043,27.47745879,0.538,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_26,BAMA+SADE/DISP+BOFR transition - 2nd dom,-97.30717269,27.47744886,0.711,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_27,20 m,-97.30699504,27.47736396,0.564,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_28,20 m,-97.30681534,27.47728239,0.562,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_29,water/SPAL transition - 1st dom,-97.1801421,27.68740719,-0.087,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_30,water/SPAL transition - 2nd dom,-97.18013864,27.68740255,0.087,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_31,SPAL/AVGE transition - 1st dom,-97.1801301,27.68739486,0.274,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_32,SPAL/AVGE transition - mixed,-97.18012398,27.68739007,0.276,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_33,SPAL/AVGE transition - 2nd dom,-97.18011536,27.68738283,0.276,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_34,15 cm,-97.18008803,27.68735814,0.265,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_35,AVGE/succulent transition - 1st dom,-97.18005208,27.68732731,0.269,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_36,AVGE/succulent transition - mixed,-97.18003622,27.68731489,0.362,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_37,AVGE/succulent transition - 2nd dom,-97.18002862,27.68730842,0.395,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_38,succulent/mudflat transition- 1st dom,-97.18002203,27.68730212,0.433,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_39,succulent/mudflat transition - mixed,-97.18001296,27.68729516,0.461,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_40,succulent/mudflat transition - 2nd dom,-97.17999904,27.68728394,0.469,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_41,20 m,-97.17985329,27.68715848,0.411,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_42,20 m,-97.17970331,27.68702873,0.435,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_43,water/AVGE transition- 1st dom,-97.18028787,27.6862641,-0.09,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_44,water/AVGE transition - mixed,-97.18028194,27.68626145,0.16,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_45,water/AVGE transition - 2nd dom,-97.18027406,27.6862546,0.207,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_46,15 cm,-97.18024256,27.6862457,0.209,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_47,AVGE/succulent transition - 1st dom,-97.1801759,27.68621684,0.238,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_48,AVGE/succulent transition - mixed,-97.18012258,27.68619518,0.259,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_49,AVGE/succulent transition - 2nd dom,-97.18008679,27.68618184,0.29,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_50,succulent/mudflat transition - 1st dom,-97.18006722,27.68617879,0.298,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_51,succulent/mudflat transition - mixed,-97.18005124,27.68617174,0.278,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_52,succulent/mudflat transition - 2nd dom,-97.1800326,27.68616433,0.278,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_53,20 m,-97.17984793,27.686089,0.353,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_54,20 m,-97.17966089,27.68601316,0.453,NAVD88,NA,NA,2014,6,24
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_55,water/algal mat transition - 1st dom,-97.69060299,27.37698177,0.116,NAVD88,NA,NA,2014,6,25
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_56,water/algal mat transition - mixed,-97.69060406,27.37699373,0.155,NAVD88,NA,NA,2014,6,25
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_57,water/algal mat transition - 2nd dom,-97.69060474,27.37700909,0.205,NAVD88,NA,NA,2014,6,25
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_58,20 m,-97.69061193,27.37719247,0.435,NAVD88,NA,NA,2014,6,25
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_59,20 m,-97.69061712,27.37736981,0.546,NAVD88,NA,NA,2014,6,25
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_60,15 cm,-97.69061908,27.37740644,0.347,NAVD88,NA,NA,2014,6,25
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_61,15 cm,-97.69062566,27.3775644,0.162,NAVD88,NA,NA,2014,6,25
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_62,algal mat/water transition - 1st dom,-97.69062691,27.37758064,0.129,NAVD88,NA,NA,2014,6,25
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_63,algal mat/water transition - mixed,-97.69062409,27.37759406,0.088,NAVD88,NA,NA,2014,6,25
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_64,algal mat/water transition - 2nd dom,-97.69062563,27.37761022,0.049,NAVD88,NA,NA,2014,6,25
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_65,water/algal mat transition - 1st dom,-97.69065013,27.3782877,0.05,NAVD88,NA,NA,2014,6,25
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_66,water/algal mat transition - mixed,-97.69064971,27.37830741,0.052,NAVD88,NA,NA,2014,6,25
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_67,water/algal mat transition - 2nd dom,-97.69065052,27.37833407,0.126,NAVD88,NA,NA,2014,6,25
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_68,20 m,-97.6906622,27.37851445,0.143,NAVD88,NA,NA,2014,6,25
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_69,20 m,-97.69067328,27.37869614,0.187,NAVD88,NA,NA,2014,6,25
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_70,15 cm,-97.68959254,27.37990659,0.309,NAVD88,NA,NA,2014,6,25
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_71,algal mat/mudflat transition - 1st dom,-97.68932054,27.38021424,0.325,NAVD88,NA,NA,2014,6,25
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_72,algal mat/mudflat transition - mixed,-97.68929584,27.38024728,0.334,NAVD88,NA,NA,2014,6,25
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_73,algal mat/mudflat transition - 2nd dom,-97.68926827,27.38028279,0.321,NAVD88,NA,NA,2014,6,25
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_74,15 cm,-97.68905241,27.38053116,0.526,NAVD88,NA,NA,2014,6,25
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_75,mudflat/succulent transition - 1st dom,-97.68897424,27.38061161,0.639,NAVD88,NA,NA,2014,6,25
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_76,mudflat/succulent transition - mixed,-97.68896281,27.3806198,0.687,NAVD88,NA,NA,2014,6,25
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_77,mudflat/succulent transition - 2nd dom,-97.68895164,27.38062878,0.924,NAVD88,NA,NA,2014,6,25
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_78,succulent/upland transition - 1st dom,-97.68894955,27.38063453,0.864,NAVD88,NA,NA,2014,6,25
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_79,water/algal mat transtition - 1st dom,-97.67952976,27.37068081,-0.011,NAVD88,NA,NA,2014,6,25
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_80,water/algal mat transtition - mixed,-97.67950675,27.37068832,0.106,NAVD88,NA,NA,2014,6,25
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_81,water/algal mat transtition - 2nd dom,-97.67947221,27.37069699,0.243,NAVD88,NA,NA,2014,6,25
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_82,algal mat/succulent transition - 1st dom,-97.67942778,27.37070945,0.363,NAVD88,NA,NA,2014,6,25
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_83,algal mat/succulent transition - mixed,-97.67941453,27.37071645,0.485,NAVD88,NA,NA,2014,6,25
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_84,algal mat/succulent transition - 2nd dom,-97.67940343,27.37071852,0.574,NAVD88,NA,NA,2014,6,25
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_85,succulent/algal mat transition - 1st dom,-97.67933908,27.37073929,0.445,NAVD88,NA,NA,2014,6,25
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_86,succulent/algal mat transition - mixed,-97.67932758,27.37074362,0.374,NAVD88,NA,NA,2014,6,25
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_87,succulent/algal mat transition - 2nd dom,-97.67930869,27.37075164,0.293,NAVD88,NA,NA,2014,6,25
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_88,20 m,-97.67912167,27.37081542,0.286,NAVD88,NA,NA,2014,6,25
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_89,20 m,-97.67892827,27.37086946,0.291,NAVD88,NA,NA,2014,6,25
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_90,water/mudflat transition - 1st dom,-97.33131426,27.4138843,0.048,NAVD88,NA,NA,2014,6,26
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_91,water/mudflat transition - mixed,-97.33130362,27.41388158,0.079,NAVD88,NA,NA,2014,6,26
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_92,water/mudflat transition - 2nd dom,-97.33129168,27.4138781,0.139,NAVD88,NA,NA,2014,6,26
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_93,mudflat/succulent transition - 1st dom,-97.33125014,27.41386863,0.398,NAVD88,NA,NA,2014,6,26
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_94,mudflat/succulent transition - mixed,-97.33123273,27.41386493,0.419,NAVD88,NA,NA,2014,6,26
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_95,mudflat/succulent transition - 2nd dom,-97.33121184,27.41386118,0.327,NAVD88,NA,NA,2014,6,26
