Site,Latitude,Longitude,Habitat Type,Top Interval (cm),Bulk Density (g/cm3),Mud (%),TOM (%),OC (%),OC (kg/m3),Core_ID,
Mission Bay,32.789419,-117.226276,Seagrass,18,1.143,NA,3.85,0.945,10.81,,
Mission Bay,32.789419,-117.226276,Seagrass,0,0.438,NA,7.24,1.888,8.274,,
Mission Bay,32.789419,-117.226276,Seagrass,2,0.48,NA,6.03,1.547,7.426,,
Mission Bay,32.789419,-117.226276,Seagrass,4,0.58,NA,5.03,1.268,7.354,,
Mission Bay,32.789419,-117.226276,Seagrass,6,0.594,NA,5.26,1.331,7.912,,
Mission Bay,32.789419,-117.226276,Seagrass,8,0.707,NA,4.86,1.221,8.63,,
Mission Bay,32.789419,-117.226276,Seagrass,10,0.901,NA,5.15,1.302,11.726,,
Mission Bay,32.789419,-117.226276,Seagrass,12,0.615,NA,5,1.26,7.745,,
Mission Bay,32.789047,-117.226098,Bare sed,0,0.811,NA,7.64,2.004,16.26,,
Mission Bay,32.789047,-117.226098,Bare sed,2,0.833,NA,6.86,1.779,14.825,,
Mission Bay,32.789047,-117.226098,Bare sed,4,0.853,NA,7.29,1.904,16.241,,
Mission Bay,32.789047,-117.226098,Bare sed,6,0.868,NA,6.52,1.685,14.628,,
Mission Bay,32.789047,-117.226098,Bare sed,8,0.861,NA,6.83,1.772,15.259,,
Mission Bay,32.789047,-117.226098,Bare sed,10,0.878,NA,7.25,1.892,16.621,,
Mission Bay,32.789047,-117.226098,Bare sed,12,0.897,NA,7.29,1.902,17.062,,
Mission Bay,32.789047,-117.226098,Bare sed,14,0.986,NA,7.4,1.935,19.091,,
Mission Bay,32.789047,-117.226098,Bare sed,16,0.935,NA,6.36,1.64,15.329,,
Mission Bay,32.789047,-117.226098,Bare sed,18,1.113,NA,6.54,1.69,18.813,,
Mission Bay,32.789723,-117.225639,Seagrass,0,0.417,NA,9.39,2.512,10.485,,
Mission Bay,32.789723,-117.225639,Seagrass,2,0.425,NA,9.01,2.4,10.203,,
Mission Bay,32.789723,-117.225639,Seagrass,4,0.498,NA,8.4,2.222,11.072,,
Mission Bay,32.789723,-117.225639,Seagrass,6,0.539,NA,8.47,2.242,12.077,,
Mission Bay,32.789723,-117.225639,Seagrass,8,0.521,NA,7.85,2.064,10.75,,
Mission Bay,32.789723,-117.225639,Seagrass,10,0.604,NA,7.03,1.83,11.062,,
Mission Bay,32.789723,-117.225639,Seagrass,12,0.742,NA,6.38,1.644,12.202,,
Mission Bay,32.789723,-117.225639,Seagrass,14,0.898,NA,6.8,1.762,15.817,,
Mission Bay,32.78932,-117.225636,Bare sed,0,0.54,NA,6.89,1.788,9.652,,
Mission Bay,32.78932,-117.225636,Bare sed,2,0.661,NA,5.91,1.512,10.001,,
Mission Bay,32.78932,-117.225636,Bare sed,4,0.679,NA,5.94,1.522,10.328,,
Mission Bay,32.78932,-117.225636,Bare sed,6,0.698,NA,6.12,1.57,10.956,,
Mission Bay,32.78932,-117.225636,Bare sed,8,0.69,NA,4.7,1.176,8.122,,
Mission Bay,32.78932,-117.225636,Bare sed,10,0.749,NA,4.59,1.145,8.575,,
Mission Bay,32.78932,-117.225636,Bare sed,12,0.706,NA,4.96,1.249,8.821,,
Mission Bay,32.78932,-117.225636,Bare sed,14,0.631,NA,4.9,1.232,7.776,,
Mission Bay,32.78932,-117.225636,Bare sed,16,0.631,NA,5.25,1.327,8.381,,
Humboldt Bay,40.80225,-124.17983,Seagrass,0,1.853,NA,2.081,0.482,8.938,,
Humboldt Bay,40.80225,-124.17983,Seagrass,2,2.481,NA,1.641,0.372,9.229,,
Humboldt Bay,40.80225,-124.17983,Seagrass,4,2.506,NA,1.531,0.345,8.636,,
Humboldt Bay,40.80225,-124.17983,Seagrass,6,2.488,NA,1.918,0.441,10.975,,
Humboldt Bay,40.80225,-124.17983,Seagrass,8,2.694,NA,1.951,0.449,12.11,,
Humboldt Bay,40.80225,-124.17983,Seagrass,10,2.501,NA,1.908,0.439,10.97,,
Humboldt Bay,40.80225,-124.17983,Seagrass,12,2.431,NA,1.878,0.431,10.477,,
Humboldt Bay,40.80225,-124.17983,Seagrass,14,2.392,NA,1.941,0.447,10.687,,
Humboldt Bay,40.80225,-124.17983,Seagrass,16,2.701,NA,1.556,0.351,9.478,,
Humboldt Bay,40.80225,-124.17983,Seagrass,18,2.725,NA,1.428,0.319,8.7,,
Humboldt Bay,40.80227,-124.18148,Bare sed,0,1.008,NA,2.998,0.719,7.253,,
Humboldt Bay,40.80227,-124.18148,Bare sed,2,1.152,NA,3.171,0.765,8.808,,
Humboldt Bay,40.80227,-124.18148,Bare sed,4,1.325,NA,3.124,0.753,9.97,,
Humboldt Bay,40.80227,-124.18148,Bare sed,6,1.252,NA,3.089,0.743,9.301,,
Humboldt Bay,40.80227,-124.18148,Bare sed,8,1.161,NA,3.25,0.786,9.126,,
Humboldt Bay,40.80227,-124.18148,Bare sed,10,1.216,NA,3.02,0.725,8.821,,
Humboldt Bay,40.80227,-124.18148,Bare sed,12,1.308,NA,2.904,0.695,9.089,,
Humboldt Bay,40.80227,-124.18148,Bare sed,14,1.138,NA,2.799,0.667,7.593,,
Humboldt Bay,40.80227,-124.18148,Bare sed,16,1.153,NA,3.082,0.741,8.549,,
Humboldt Bay,40.80227,-124.18148,Bare sed,18,0.992,NA,3.187,0.769,7.63,,
Humboldt Bay,40.80193,-124.1807,Seagrass,0,1.643,NA,2.829,0.675,11.09,,
Humboldt Bay,40.80193,-124.1807,Seagrass,2,1.911,NA,2.713,0.645,12.324,,
Humboldt Bay,40.80193,-124.1807,Seagrass,4,1.727,NA,2.853,0.681,11.767,,
Humboldt Bay,40.80193,-124.1807,Seagrass,6,1.91,NA,2.826,0.674,12.883,,
Humboldt Bay,40.80193,-124.1807,Seagrass,8,1.809,NA,4.113,1.017,18.397,,
Humboldt Bay,40.80193,-124.1807,Seagrass,10,2.004,NA,2.782,0.663,13.281,,
Humboldt Bay,40.80193,-124.1807,Seagrass,12,2.377,NA,1.769,0.404,9.597,,
Humboldt Bay,40.80193,-124.1807,Seagrass,14,3.369,NA,1.596,0.361,12.153,,
Humboldt Bay,40.80193,-124.1807,Seagrass,16,2.616,NA,1.537,0.346,9.057,,
Humboldt Bay,40.80193,-124.1807,Seagrass,18,3.81,NA,1.441,0.323,12.289,,
Humboldt Bay,40.80215,-124.1808,Seagrass,0,0.972,NA,4.331,1.076,10.456,,
Humboldt Bay,40.80215,-124.1808,Seagrass,2,1.11,NA,4.447,1.108,12.295,,
Humboldt Bay,40.80215,-124.1808,Seagrass,4,1.11,NA,4.26,1.057,11.735,,
Humboldt Bay,40.80215,-124.1808,Seagrass,6,1.096,NA,4.035,0.996,10.913,,
Humboldt Bay,40.80215,-124.1808,Seagrass,8,1.204,NA,4.132,1.022,12.311,,
Humboldt Bay,40.80215,-124.1808,Seagrass,10,1.216,NA,4.343,1.079,13.121,,
Humboldt Bay,40.80215,-124.1808,Seagrass,12,1.184,NA,4.354,1.082,12.82,,
Humboldt Bay,40.80215,-124.1808,Seagrass,14,1.264,NA,4.221,1.046,13.221,,
Humboldt Bay,40.80215,-124.1808,Seagrass,16,1.218,NA,4.139,1.024,12.472,,
Humboldt Bay,40.80215,-124.1808,Seagrass,18,1.291,NA,4.034,0.996,12.853,,
Humboldt Bay,40.80227,-124.18153,Seagrass,0,0.821,NA,3.912,0.963,7.902,,
Humboldt Bay,40.80227,-124.18153,Seagrass,2,1.005,NA,3.177,0.767,7.707,,
Humboldt Bay,40.80227,-124.18153,Seagrass,4,1.032,NA,2.826,0.674,6.958,,
Humboldt Bay,40.80227,-124.18153,Seagrass,6,1.038,NA,3.133,0.755,7.834,,
Humboldt Bay,40.80227,-124.18153,Seagrass,8,1.127,NA,3.301,0.799,9.013,,
Humboldt Bay,40.80227,-124.18153,Seagrass,10,1,NA,3.171,0.765,7.649,,
Humboldt Bay,40.80227,-124.18153,Seagrass,12,0.98,NA,3.167,0.764,7.487,,
Humboldt Bay,40.80227,-124.18153,Seagrass,14,0.979,NA,3.225,0.779,7.627,,
Humboldt Bay,40.80227,-124.18153,Seagrass,16,1.018,NA,2.981,0.715,7.278,,
Humboldt Bay,40.80227,-124.18153,Seagrass,18,1.06,NA,3.168,0.764,8.104,,
Humboldt Bay,40.80193,-124.18057,Bare sed,0,1.871,NA,3.138,0.756,14.152,,
Humboldt Bay,40.80193,-124.18057,Bare sed,2,1.842,NA,3.383,0.821,15.126,,
Humboldt Bay,40.80193,-124.18057,Bare sed,4,1.835,NA,3.312,0.802,14.716,,
Humboldt Bay,40.80193,-124.18057,Bare sed,6,1.847,NA,2.955,0.708,13.078,,
Humboldt Bay,40.80193,-124.18057,Bare sed,8,1.651,NA,3.164,0.763,12.597,,
Humboldt Bay,40.80193,-124.18057,Bare sed,10,1.729,NA,3.091,0.744,12.861,,
Humboldt Bay,40.80193,-124.18057,Bare sed,12,1.757,NA,2.836,0.677,11.898,,
Humboldt Bay,40.80193,-124.18057,Bare sed,14,1.913,NA,2.626,0.622,11.905,,
Humboldt Bay,40.80193,-124.18057,Bare sed,16,1.838,NA,3.811,0.935,17.193,,
Humboldt Bay,40.80193,-124.18057,Bare sed,18,2.016,NA,3.665,0.896,18.068,,
Humboldt Bay,40.80227,-124.18148,Bare sed,0,1.048,NA,4.83,1.213,12.709,,
Humboldt Bay,40.80227,-124.18148,Bare sed,2,1.2,NA,5.109,1.29,15.473,,
Humboldt Bay,40.80227,-124.18148,Bare sed,4,1.19,NA,5.015,1.263,15.034,,
Humboldt Bay,40.80227,-124.18148,Bare sed,6,1.259,NA,4.824,1.211,15.243,,
Humboldt Bay,40.80227,-124.18148,Bare sed,8,1.29,NA,5.05,1.273,16.429,,
Humboldt Bay,40.80227,-124.18148,Bare sed,10,1.276,NA,4.446,1.108,14.136,,
Humboldt Bay,40.80227,-124.18148,Bare sed,12,1.158,NA,4.847,1.217,14.102,,
Humboldt Bay,40.80227,-124.18148,Bare sed,14,1.176,NA,4.861,1.221,14.359,,
Humboldt Bay,40.80227,-124.18148,Bare sed,16,1.212,NA,4.946,1.244,15.086,,
Humboldt Bay,40.80227,-124.18148,Bare sed,18,1.144,NA,4.739,1.188,13.592,,
