,,,,,,,,,,,,QMD for each class (cm),,,Specific Gravities (kg m-3),,,,
9005,4,SE,12,144,15.5,240.25,0,2,5,1.23,5.18,0.00,1.98,0.28,0.85,1.49,0.00,1.26,0.13
9005,4,SE,,0,10,100,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9005,4,SE,,0,16.5,272.25,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9005,4,SE,,0,8.4,70.56,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9005,4,SW,0,0,7.6,57.76,0,6,2,,0.78,0.00,5.93,0.11,0.00,0.22,0.00,3.79,0.05
9005,5,E,0,0,0,0,0,3,2,,,0.00,2.96,0.11,0.00,0.00,0.00,1.90,0.05
9005,5,N,0,0,0,0,1,4,3,,,6.80,3.95,0.17,0.00,0.00,4.83,2.53,0.08
9005,5,S,0,0,0,0,1,0,3,,,6.80,0.00,0.17,0.00,0.00,4.83,0.00,0.08
9005,5,W,0,0,6.8,46.24,1,1,4,,0.70,6.80,0.99,0.22,0.00,0.20,4.83,0.63,0.11
9006,2,NE,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9006,2,NW,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9006,2,SE,0,0,0,0,3,2,3,,,20.40,1.98,0.17,0.00,0.00,14.49,1.26,0.08
9006,2,SW,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9006,3,E,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9006,3,N,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9006,3,S,0,0,0,0,2,6,5,,,13.60,5.93,0.28,0.00,0.00,9.66,3.79,0.13
9006,3,W,0,0,0,0,0,9,16,,,0.00,8.89,0.89,0.00,0.00,0.00,5.69,0.43
9006,5,E,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9006,5,N,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9006,5,S,0,0,0,0,3,0,0,,,20.40,0.00,0.00,0.00,0.00,14.49,0.00,0.00
9006,5,W,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9006,*1?,E,0,0,0,0,1,3,13,,,6.80,2.96,0.72,0.00,0.00,4.83,1.90,0.35
9006,*1?,N,0,0,0,0,4,23,20,,,27.20,22.72,1.11,0.00,0.00,19.31,14.54,0.53
9006,*1?,S,0,0,0,0,5,5,9,,,34.00,4.94,0.50,0.00,0.00,24.14,3.16,0.24
9006,*1?,W,0,0,0,0,6,1,4,,,40.80,0.99,0.22,0.00,0.00,28.97,0.63,0.11
9007,1,E,9.1,82.81,0,0,0,12,3,0.94,,0.00,11.86,0.17,0.65,0.00,0.00,7.59,0.08
9007,1,N,7.7,59.29,0,0,1,6,0,0.79,,6.80,5.93,0.00,0.55,0.00,4.83,3.79,0.00
9007,1,S,0,0,0,0,0,4,1,,,0.00,3.95,0.06,0.00,0.00,0.00,2.53,0.03
9007,1,W,8.4,70.56,0,0,0,0,0,1.50,,0.00,0.00,0.00,1.04,0.00,0.00,0.00,0.00
9007,1,,6.2,38.44,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9007,2,NE,0,0,0,0,0,0,15,,,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.40
9007,2,NW,0,0,0,0,0,2,9,,,0.00,1.98,0.50,0.00,0.00,0.00,1.26,0.24
9007,2,SE,12.3,151.29,0,0,0,14,23,1.26,,0.00,13.83,1.28,0.87,0.00,0.00,8.85,0.61
9007,2,SW,0,0,0,0,0,5,6,,,0.00,4.94,0.33,0.00,0.00,0.00,3.16,0.16
9007,3,E,0,0,0,0,0,3,2,,,0.00,2.96,0.11,0.00,0.00,0.00,1.90,0.05
9007,3,N,0,0,0,0,1,0,4,,,6.80,0.00,0.22,0.00,0.00,4.83,0.00,0.11
9007,3,S,0,0,0,0,2,1,2,,,13.60,0.99,0.11,0.00,0.00,9.66,0.63,0.05
9007,3,W,0,0,0,0,3,2,1,,,20.40,1.98,0.06,0.00,0.00,14.49,1.26,0.03
9007,4,NE,10,100,0,0,0,0,3,1.03,,0.00,0.00,0.17,0.71,0.00,0.00,0.00,0.08
9007,4,NW,0,0,0,0,1,4,21,,,6.80,3.95,1.17,0.00,0.00,4.83,2.53,0.56
9007,4,SE,0,0,0,0,0,1,3,,,0.00,0.99,0.17,0.00,0.00,0.00,0.63,0.08
9007,4,SW,0,0,0,0,2,2,3,,,13.60,1.98,0.17,0.00,0.00,9.66,1.26,0.08
9007,5,E,0,0,0,0,0,1,1,,,0.00,0.99,0.06,0.00,0.00,0.00,0.63,0.03
9007,5,N,0,0,0,0,0,1,8,,,0.00,0.99,0.44,0.00,0.00,0.00,0.63,0.21
9007,5,S,0,0,0,0,0,3,23,,,0.00,2.96,1.28,0.00,0.00,0.00,1.90,0.61
9007,5,W,0,0,0,0,0,0,1,,,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.03
9008,1,E,0,0,0,0,0,1,2,,,0.00,0.99,0.11,0.00,0.00,0.00,0.63,0.05
9008,1,N,0,0,0,0,1,1,2,,,6.80,0.99,0.11,0.00,0.00,4.83,0.63,0.05
9008,1,S,0,0,11.5,132.25,3,4,1,,1.18,20.40,3.95,0.06,0.00,0.34,14.49,2.53,0.03
9008,1,W,0,0,0,0,0,0,3,,,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.08
9008,2,NE,8.1,65.61,0,0,0,1,1,0.83,,0.00,0.99,0.06,0.57,0.00,0.00,0.63,0.03
9008,2,NW,0,0,0,0,1,2,2,,,6.80,1.98,0.11,0.00,0.00,4.83,1.26,0.05
9008,2,SE,0,0,0,0,2,4,0,,,13.60,3.95,0.00,0.00,0.00,9.66,2.53,0.00
9008,2,SW,0,0,0,0,0,2,0,,,0.00,1.98,0.00,0.00,0.00,0.00,1.26,0.00
9008,3,E,0,0,0,0,3,7,2,,,20.40,6.92,0.11,0.00,0.00,14.49,4.43,0.05
9008,3,N,0,0,0,0,0,6,2,,,0.00,5.93,0.11,0.00,0.00,0.00,3.79,0.05
9008,3,S,7.5,56.25,0,0,6,0,1,,,40.80,0.00,0.06,0.00,0.00,28.97,0.00,0.03
9008,3,W,0,0,11,121,0,2,1,,1.13,0.00,1.98,0.06,0.00,0.32,0.00,1.26,0.03
9008,4,NE,10.3,106.09,0,0,2,2,3,1.06,,13.60,1.98,0.17,0.73,0.00,9.66,1.26,0.08
9008,4,NW,9.3,86.49,0,0,1,2,8,0.96,,6.80,1.98,0.44,0.66,0.00,4.83,1.26,0.21
9008,4,SE,0,0,0,0,0,2,1,,,0.00,1.98,0.06,0.00,0.00,0.00,1.26,0.03
9008,4,SW,7.3,53.29,0,0,0,1,1,2.60,,0.00,0.99,0.06,1.79,0.00,0.00,0.63,0.03
9008,4,SW,18,324,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9008,5,E,10,100,0,0,0,3,2,2.05,,0.00,2.96,0.11,1.41,0.00,0.00,1.90,0.05
9008,5,E,9.9,98.01,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9008,5,N,0,0,0,0,0,1,2,,,0.00,0.99,0.11,0.00,0.00,0.00,0.63,0.05
9008,5,S,25,625,0,0,0,1,5,2.57,,0.00,0.99,0.28,1.77,0.00,0.00,0.63,0.13
9008,5,W,0,0,0,0,0,2,2,,,0.00,1.98,0.11,0.00,0.00,0.00,1.26,0.05
9009,1,E,0,0,0,0,0,2,0,,,0.00,1.98,0.00,0.00,0.00,0.00,1.26,0.00
9009,1,N,0,0,0,0,0,1,1,,,0.00,0.99,0.06,0.00,0.00,0.00,0.63,0.03
9009,1,S,0,0,0,0,0,0,2,,,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.05
9009,1,W,0,0,0,0,0,6,2,,,0.00,5.93,0.11,0.00,0.00,0.00,3.79,0.05
9009,2,NE,0,0,0,0,0,0,3,,,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.08
9009,2,NW,0,0,0,0,0,2,0,,,0.00,1.98,0.00,0.00,0.00,0.00,1.26,0.00
9009,2,SE,0,0,0,0,1,3,2,,,6.80,2.96,0.11,0.00,0.00,4.83,1.90,0.05
9009,2,SW,22.4,501.76,0,0,0,2,5,2.30,,0.00,1.98,0.28,1.59,0.00,0.00,1.26,0.13
9009,3,E,0,0,0,0,2,1,0,,,13.60,0.99,0.00,0.00,0.00,9.66,0.63,0.00
9009,3,N,0,0,0,0,0,0,2,,,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.05
9009,3,S,0,0,0,0,1,2,3,,,6.80,1.98,0.17,0.00,0.00,4.83,1.26,0.08
9009,3,W,0,0,0,0,1,0,1,,,6.80,0.00,0.06,0.00,0.00,4.83,0.00,0.03
9009,4,NE,0,0,0,0,0,0,1,,,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.03
9009,4,NW,13,169,16,256,2,0,1,1.34,1.64,13.60,0.00,0.06,0.92,0.47,9.66,0.00,0.03
9009,4,SE,0,0,0,0,0,1,0,,,0.00,0.99,0.00,0.00,0.00,0.00,0.63,0.00
9009,4,SW,0,0,0,0,0,0,7,,,0.00,0.00,0.39,0.00,0.00,0.00,0.00,0.19
9009,5,E,9,81,0,0,4,2,0,3.19,,27.20,1.98,0.00,2.20,0.00,19.31,1.26,0.00
9009,5,E,13.4,179.56,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9009,5,E,8.6,73.96,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9009,5,N,0,0,0,0,1,0,3,,,6.80,0.00,0.17,0.00,0.00,4.83,0.00,0.08
9009,5,S,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9009,5,W,6.7,44.89,0,0,0,5,2,1.59,,0.00,4.94,0.11,1.10,0.00,0.00,3.16,0.05
9009,5,W,8.8,77.44,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9010,1,E,0,0,0,0,1,0,10,,,6.80,0.00,0.56,0.00,0.00,4.83,0.00,0.27
9010,1,N,0,0,0,0,0,6,16,,,0.00,5.93,0.89,0.00,0.00,0.00,3.79,0.43
9010,1,S,0,0,0,0,3,5,5,,,20.40,4.94,0.28,0.00,0.00,14.49,3.16,0.13
9010,1,W,0,0,0,0,0,5,8,,,0.00,4.94,0.44,0.00,0.00,0.00,3.16,0.21
9010,2,NE,0,0,0,0,4,5,32,,,27.20,4.94,1.78,0.00,0.00,19.31,3.16,0.85
9010,2,NW,0,0,0,0,1,18,13,,,6.80,17.78,0.72,0.00,0.00,4.83,11.38,0.35
9010,2,SE,0,0,0,0,2,2,29,,,13.60,1.98,1.61,0.00,0.00,9.66,1.26,0.77
9010,2,SW,0,0,0,0,0,1,12,,,0.00,0.99,0.67,0.00,0.00,0.00,0.63,0.32
9010,3,E,0,0,0,0,0,4,3,,,0.00,3.95,0.17,0.00,0.00,0.00,2.53,0.08
9010,3,N,0,0,0,0,0,3,9,,,0.00,2.96,0.50,0.00,0.00,0.00,1.90,0.24
9010,3,S,0,0,0,0,0,5,5,,,0.00,4.94,0.28,0.00,0.00,0.00,3.16,0.13
9010,3,W,0,0,0,0,1,0,11,,,6.80,0.00,0.61,0.00,0.00,4.83,0.00,0.29
9010,4,NE,0,0,0,0,1,7,7,,,6.80,6.92,0.39,0.00,0.00,4.83,4.43,0.19
9010,4,NW,0,0,0,0,2,2,3,,,13.60,1.98,0.17,0.00,0.00,9.66,1.26,0.08
9010,4,SE,0,0,0,0,0,9,3,,,0.00,8.89,0.17,0.00,0.00,0.00,5.69,0.08
9010,4,SW,0,0,0,0,4,0,1,,,27.20,0.00,0.06,0.00,0.00,19.31,0.00,0.03
9010,5,E,0,0,0,0,0,6,4,,,0.00,5.93,0.22,0.00,0.00,0.00,3.79,0.11
9010,5,N,0,0,0,0,2,2,7,,,13.60,1.98,0.39,0.00,0.00,9.66,1.26,0.19
9010,5,S,0,0,0,0,0,3,9,,,0.00,2.96,0.50,0.00,0.00,0.00,1.90,0.24
9010,5,W,0,0,0,0,0,5,32,,,0.00,4.94,1.78,0.00,0.00,0.00,3.16,0.85
9011,1,E,9.1,82.81,0,0,0,1,0,0.94,,0.00,0.99,0.00,0.65,0.00,0.00,0.63,0.00
9011,1,N,0,0,0,0,1,1,0,,,6.80,0.99,0.00,0.00,0.00,4.83,0.63,0.00
9011,1,S,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9011,1,W,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9011,2,NE,9.5,90.25,0,0,0,0,0,0.98,,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00
9011,2,NW,9,81,0,0,0,0,0,1.75,,0.00,0.00,0.00,1.21,0.00,0.00,0.00,0.00
9011,2,NW,8,64,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9011,2,SE,7.3,53.29,0,0,0,0,0,1.57,,0.00,0.00,0.00,1.09,0.00,0.00,0.00,0.00
9011,2,SE,8,64,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9011,2,SW,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9011,3,E,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9011,3,N,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9011,3,S,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9011,3,W,0,0,0,0,4,0,0,,,27.20,0.00,0.00,0.00,0.00,19.31,0.00,0.00
9011,4,NE,10,100,9,81,5,2,0,1.03,0.93,34.00,1.98,0.00,0.71,0.27,24.14,1.26,0.00
9011,4,NW,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9011,4,SE,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9011,4,SW,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9011,5,E,0,0,0,0,4,2,0,,,27.20,1.98,0.00,0.00,0.00,19.31,1.26,0.00
9011,5,N,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9011,5,S,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9011,5,W,20.5,420.25,0,0,0,1,0,3.14,,0.00,0.99,0.00,2.16,0.00,0.00,0.63,0.00
9011,5,W,10,100,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9012,1,E,0,0,0,0,0,7,8,,,0.00,6.92,0.44,0.00,0.00,0.00,4.43,0.21
9012,1,N,0,0,0,0,6,0,1,,,40.80,0.00,0.06,0.00,0.00,28.97,0.00,0.03
9012,1,S,0,0,0,0,0,8,10,,,0.00,7.90,0.56,0.00,0.00,0.00,5.06,0.27
9012,1,W,0,0,0,0,6,9,25,,,40.80,8.89,1.39,0.00,0.00,28.97,5.69,0.67
9012,2,NE,9,81,0,0,6,0,2,,,40.80,0.00,0.11,0.00,0.00,28.97,0.00,0.05
9012,2,NW,0,0,0,0,2,2,7,,,13.60,1.98,0.39,0.00,0.00,9.66,1.26,0.19
9012,2,SE,0,0,0,0,4,3,3,,,27.20,2.96,0.17,0.00,0.00,19.31,1.90,0.08
9012,2,SW,10,100,0,0,3,11,7,1.03,,20.40,10.87,0.39,0.71,0.00,14.49,6.96,0.19
9012,3,E,0,0,0,0,0,0,2,,,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.05
9012,3,N,0,0,0,0,1,3,60,,,6.80,2.96,3.33,0.00,0.00,4.83,1.90,1.60
9012,3,S,0,0,0,0,1,13,9,,,6.80,12.84,0.50,0.00,0.00,4.83,8.22,0.24
9012,3,W,0,0,0,0,0,0,4,,,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.11
9012,4,NE,0,0,0,0,2,5,10,,,13.60,4.94,0.56,0.00,0.00,9.66,3.16,0.27
9012,4,NW,0,0,0,0,0,19,0,,,0.00,18.77,0.00,0.00,0.00,0.00,12.01,0.00
9012,4,SE,0,0,0,0,0,7,2,,,0.00,6.92,0.11,0.00,0.00,0.00,4.43,0.05
9012,4,SW,17.5,306.25,0,0,3,0,4,1.80,,20.40,0.00,0.22,1.24,0.00,14.49,0.00,0.11
9012,5,NE,0,0,0,0,7,5,14,,,47.61,4.94,0.78,0.00,0.00,33.80,3.16,0.37
9012,5,NW,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9012,5,SE,0,0,0,0,2,14,53,,,13.60,13.83,2.94,0.00,0.00,9.66,8.85,1.41
9012,5,SW,14,196,0,0,3,30,0,1.44,,20.40,29.64,0.00,0.99,0.00,14.49,18.97,0.00
9013,1,E,0,0,0,0,3,0,14,,,20.40,0.00,0.78,0.00,0.00,14.49,0.00,0.37
9013,1,N,9.5,90.25,0,0,2,7,5,3.15,,13.60,6.92,0.28,2.17,0.00,9.66,4.43,0.13
9013,1,N,11.5,132.25,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9013,1,N,9.6,92.16,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9013,1,S,9,81,0,0,2,1,1,0.93,,13.60,0.99,0.06,0.64,0.00,9.66,0.63,0.03
9013,1,W,0,0,0,0,1,3,4,,,6.80,2.96,0.22,0.00,0.00,4.83,1.90,0.11
9013,2,NE,11.5,132.25,0,0,0,2,2,2.94,,0.00,1.98,0.11,2.03,0.00,0.00,1.26,0.05
9013,2,NE,6.4,40.96,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9013,2,NE,10.7,114.49,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9013,2,NW,9,81,0,0,3,4,6,3.10,,20.40,3.95,0.33,2.14,0.00,14.49,2.53,0.16
9013,2,NW,13.8,190.44,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9013,2,NW,7.4,54.76,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9013,2,SE,21.5,462.25,0,0,0,5,6,2.21,,0.00,4.94,0.33,1.53,0.00,0.00,3.16,0.16
9013,2,SW,0,0,0,0,2,2,2,,,13.60,1.98,0.11,0.00,0.00,9.66,1.26,0.05
9013,3,E,0,0,0,0,0,1,0,,,0.00,0.99,0.00,0.00,0.00,0.00,0.63,0.00
9013,3,N,0,0,0,0,2,1,3,,,13.60,0.99,0.17,0.00,0.00,9.66,0.63,0.08
9013,3,S,0,0,14.4,207.36,0,0,0,,1.48,0.00,0.00,0.00,0.00,0.42,0.00,0.00,0.00
9013,3,W,0,0,0,0,2,10,15,,,13.60,9.88,0.83,0.00,0.00,9.66,6.32,0.40
9013,4,NE,0,0,0,0,0,4,1,,,0.00,3.95,0.06,0.00,0.00,0.00,2.53,0.03
9013,4,NW,0,0,8.1,65.61,1,6,2,,0.83,6.80,5.93,0.11,0.00,0.24,4.83,3.79,0.05
9013,4,SE,0,0,0,0,0,0,2,,,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.05
9013,4,SW,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9013,5,E,0,0,0,0,1,0,1,,,6.80,0.00,0.06,0.00,0.00,4.83,0.00,0.03
9013,5,N,0,0,0,0,2,1,7,,,13.60,0.99,0.39,0.00,0.00,9.66,0.63,0.19
9013,5,S,26.6,707.56,12.5,156.25,2,3,7,4.50,1.29,13.60,2.96,0.39,3.11,0.37,9.66,1.90,0.19
9013,5,S,17.2,295.84,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9013,5,W,0,0,0,0,3,0,1,,,20.40,0.00,0.06,0.00,0.00,14.49,0.00,0.03
9014,1,E,0,0,0,0,0,0,6,,,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.16
9014,1,N,0,0,0,0,0,0,1,,,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.03
9014,1,S,0,0,0,0,0,0,2,,,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.05
9014,1,W,0,0,0,0,0,0,4,,,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.11
9014,2,NE,0,0,0,0,0,0,1,,,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.03
9014,2,NW,0,0,0,0,0,0,7,,,0.00,0.00,0.39,0.00,0.00,0.00,0.00,0.19
9014,2,SE,10,100,0,0,0,3,1,1.03,,0.00,2.96,0.06,0.71,0.00,0.00,1.90,0.03
9014,2,SW,0,0,0,0,0,0,1,,,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.03
9014,3,E,0,0,0,0,0,0,1,,,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.03
9014,3,N,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9014,3,S,0,0,0,0,0,0,5,,,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.13
9014,3,W,0,0,0,0,0,3,1,,,0.00,2.96,0.06,0.00,0.00,0.00,1.90,0.03
9014,4,NE,0,0,0,0,0,0,1,,,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.03
9014,4,NW,0,0,0,0,0,5,5,,,0.00,4.94,0.28,0.00,0.00,0.00,3.16,0.13
9014,4,SE,0,0,0,0,0,12,22,,,0.00,11.86,1.22,0.00,0.00,0.00,7.59,0.59
9014,4,SW,0,0,0,0,0,0,13,,,0.00,0.00,0.72,0.00,0.00,0.00,0.00,0.35
9014,5,E,0,0,0,0,0,0,6,,,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.16
9014,5,N,0,0,0,0,0,0,2,,,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.05
9014,5,S,0,0,0,0,0,0,1,,,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.03
9014,5,W,0,0,0,0,0,0,1,,,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.03
9017,1,E,0,0,0,0,1,4,9,,,6.80,3.95,0.50,0.00,0.00,4.83,2.53,0.24
9017,1,N,0,0,0,0,0,1,6,,,0.00,0.99,0.33,0.00,0.00,0.00,0.63,0.16
9017,1,S,0,0,0,0,0,8,43,,,0.00,7.90,2.39,0.00,0.00,0.00,5.06,1.15
9017,1,W,0,0,0,0,0,2,9,,,0.00,1.98,0.50,0.00,0.00,0.00,1.26,0.24
9017,2,NE,0,0,0,0,0,0,23,,,0.00,0.00,1.28,0.00,0.00,0.00,0.00,0.61
9017,2,NW,0,0,0,0,0,9,12,,,0.00,8.89,0.67,0.00,0.00,0.00,5.69,0.32
9017,2,SE,0,0,0,0,0,4,19,,,0.00,3.95,1.05,0.00,0.00,0.00,2.53,0.51
9017,2,SW,0,0,0,0,3,7,11,,,20.40,6.92,0.61,0.00,0.00,14.49,4.43,0.29
9017,3,E,11.5,132.25,15.5,240.25,2,2,8,2.77,1.59,13.60,1.98,0.44,1.91,0.46,9.66,1.26,0.21
9017,3,E,15.4,237.16,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9017,3,N,0,0,0,0,1,7,18,,,6.80,6.92,1.00,0.00,0.00,4.83,4.43,0.48
9017,3,S,0,0,0,0,1,11,23,,,6.80,10.87,1.28,0.00,0.00,4.83,6.96,0.61
9017,3,W,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9017,4,NE,0,0,0,0,0,3,13,,,0.00,2.96,0.72,0.00,0.00,0.00,1.90,0.35
9017,4,NW,0,0,8.1,65.61,1,3,1,,0.83,6.80,2.96,0.06,0.00,0.24,4.83,1.90,0.03
9017,4,SE,0,0,0,0,0,0,1,,,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.03
9017,4,SW,0,0,17.2,295.84,0,0,3,,1.77,0.00,0.00,0.17,0.00,0.51,0.00,0.00,0.08
9017,5,E,0,0,0,0,1,1,3,,,6.80,0.99,0.17,0.00,0.00,4.83,0.63,0.08
9017,5,N,0,0,0,0,1,0,3,,,6.80,0.00,0.17,0.00,0.00,4.83,0.00,0.08
9017,5,S,0,0,9.4,88.36,0,4,3,,0.97,0.00,3.95,0.17,0.00,0.28,0.00,2.53,0.08
9017,5,W,0,0,0,0,1,3,0,,,6.80,2.96,0.00,0.00,0.00,4.83,1.90,0.00
9018,1,E,0,0,0,0,0,1,0,,,0.00,0.99,0.00,0.00,0.00,0.00,0.63,0.00
9018,1,N,0,0,0,0,1,1,2,,,6.80,0.99,0.11,0.00,0.00,4.83,0.63,0.05
9018,1,S,8.5,72.25,0,0,0,2,3,0.87,,0.00,1.98,0.17,0.60,0.00,0.00,1.26,0.08
9018,1,W,0,0,0,0,0,3,5,,,0.00,2.96,0.28,0.00,0.00,0.00,1.90,0.13
9018,2,NE,0,0,0,0,0,1,2,,,0.00,0.99,0.11,0.00,0.00,0.00,0.63,0.05
9018,2,NW,0,0,0,0,1,2,3,,,6.80,1.98,0.17,0.00,0.00,4.83,1.26,0.08
9018,2,SE,0,0,0,0,2,0,2,,,13.60,0.00,0.11,0.00,0.00,9.66,0.00,0.05
9018,2,SW,0,0,0,0,2,0,0,,,13.60,0.00,0.00,0.00,0.00,9.66,0.00,0.00
9018,3,E,0,0,0,0,1,12,13,,,6.80,11.86,0.72,0.00,0.00,4.83,7.59,0.35
9018,3,N,0,0,0,0,0,2,1,,,0.00,1.98,0.06,0.00,0.00,0.00,1.26,0.03
9018,3,S,0,0,0,0,0,4,2,,,0.00,3.95,0.11,0.00,0.00,0.00,2.53,0.05
9018,3,W,0,0,0,0,0,14,5,,,0.00,13.83,0.28,0.00,0.00,0.00,8.85,0.13
9018,4,NE,0,0,0,0,0,1,2,,,0.00,0.99,0.11,0.00,0.00,0.00,0.63,0.05
9018,4,NW,11.5,132.25,0,0,0,1,2,1.18,,0.00,0.99,0.11,0.82,0.00,0.00,0.63,0.05
9018,4,SE,0,0,0,0,0,0,14,,,0.00,0.00,0.78,0.00,0.00,0.00,0.00,0.37
9018,4,SW,0,0,0,0,1,9,2,,,6.80,8.89,0.11,0.00,0.00,4.83,5.69,0.05
9018,5,E,0,0,0,0,3,2,3,,,20.40,1.98,0.17,0.00,0.00,14.49,1.26,0.08
9018,5,N,42,1764,0,0,3,0,2,4.32,,20.40,0.00,0.11,2.98,0.00,14.49,0.00,0.05
9018,5,S,0,0,12,144,0,3,2,,1.23,0.00,2.96,0.11,0.00,0.35,0.00,1.90,0.05
9018,5,W,0,0,0,0,1,0,2,,,6.80,0.00,0.11,0.00,0.00,4.83,0.00,0.05
9019,1,E,0,0,0,0,0,1,2,,,0.00,0.99,0.11,0.00,0.00,0.00,0.63,0.05
9019,1,N,0,0,0,0,2,4,2,,,13.60,3.95,0.11,0.00,0.00,9.66,2.53,0.05
9019,1,S,0,0,0,0,2,3,2,,,13.60,2.96,0.11,0.00,0.00,9.66,1.90,0.05
9019,1,W,0,0,0,0,1,3,11,,,6.80,2.96,0.61,0.00,0.00,4.83,1.90,0.29
