study_id,site_id,core_id,method_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter,fraction_carbon,compaction_fraction,compaction_notes,cs137_peak_age,cs137_activity,cs137_unit,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,pb210_unit,pb214_activity,pb214_activity_se,pb214_unit,depth_interval_notes
Poppe_et_al_2024,JRD,JRD-2-1194,pvc core,40.25,42.26,JRD-2 40-42,1.05,0.06,NA,0.006,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRD,JRD-2-1194,pvc core,42.26,44.28,JRD-2 42-44,1.16,0.06,NA,0.006,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRD,JRD-2-1194,pvc core,44.28,46.29,JRD-2 44-46,1.12,0.06,NA,0.006,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRD,JRD-2-1194,pvc core,46.29,48.3,JRD-2 46-48,0.85,0.06,NA,0.006,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-1-1191,pvc core,0,2.21,JRR-1 0-2,0.33,0.25,NA,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.0823252,cts/sec/kg,113.5293333,23.6009258,124.5005194,23.11419762,Bq/kg,13.08209279,1.488907512,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,JRR,JRR-1-1191,pvc core,2.21,4.42,JRR-1 2-4,0.38,0.23,NA,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.0561143,cts/sec/kg,85.6185125,18.64808769,98.58197919,18.24449345,Bq/kg,14.56974945,1.401343083,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,JRR,JRR-1-1191,pvc core,4.42,6.63,JRR-1 4-6,0.41,0.18,NA,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.0472652,cts/sec/kg,69.71741309,16.56471998,83.60411648,16.13581522,Bq/kg,15.21800723,1.909483176,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,JRR,JRR-1-1191,pvc core,6.63,8.83,JRR-1 6-8,0.4,0.19,NA,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.13077799999999998,cts/sec/kg,96.1550904,20.8505577,107.3992534,20.37189715,Bq/kg,13.08835936,1.79308789,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,JRR,JRR-1-1191,pvc core,8.83,11.04,JRR-1 8-10,0.38,0.25,NA,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.480994,cts/sec/kg,110.1856533,23.7305631,124.0863933,23.2040856,Bq/kg,16.02325347,1.795385133,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,JRR,JRR-1-1191,pvc core,11.04,13.25,JRR-1 10-12,0.47,0.22,0.082,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",1963,0.593006,cts/sec/kg,100.6631929,21.06827621,109.8422843,20.59987107,Bq/kg,11.13501628,1.560747888,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,JRR,JRR-1-1191,pvc core,13.25,15.46,JRR-1 12-14,0.53,0.2,0.067,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.480554,cts/sec/kg,72.80293852,16.54755879,84.92895434,16.14352189,Bq/kg,13.54669509,1.620475062,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,JRR,JRR-1-1191,pvc core,15.46,17.67,JRR-1 14-16,0.53,0.19,NA,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.455275,cts/sec/kg,57.9005259,13.99064734,69.40554025,13.60564918,Bq/kg,12.63973036,1.740020233,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,JRR,JRR-1-1191,pvc core,17.67,19.88,JRR-1 16-18,0.55,0.17,NA,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.30881000000000003,cts/sec/kg,36.99382465,10.04768532,50.13548127,9.732564962,Bq/kg,13.86974379,1.516038304,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,JRR,JRR-1-1191,pvc core,19.88,22.08,JRR-1 18-20,0.59,0.15,NA,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.179481,cts/sec/kg,20.12606679,7.606459454,31.97730178,7.263648792,Bq/kg,12.25070858,1.680363071,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,JRR,JRR-1-1191,pvc core,22.08,24.29,JRR-1 20-22,0.65,0.11,NA,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.102764,cts/sec/kg,16.36166182,6.406970657,29.43223289,6.11088497,Bq/kg,13.39669469,1.444390279,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,JRR,JRR-1-1191,pvc core,24.29,26.5,JRR-1 22-24,0.67,0.1,NA,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-1-1191,pvc core,26.5,28.71,JRR-1 24-26,0.67,0.09,NA,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-1-1191,pvc core,28.71,30.92,JRR-1 26-28,0.64,0.09,NA,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-1-1191,pvc core,30.92,33.13,JRR-1 28-30,0.64,0.08,NA,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-1-1191,pvc core,33.13,35.33,JRR-1 30-32,0.67,0.08,NA,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-1-1191,pvc core,35.33,37.54,JRR-1 32-34,0.69,0.08,NA,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-1-1191,pvc core,37.54,39.75,JRR-1 34-36,0.68,0.07,NA,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-1-1191,pvc core,39.75,41.96,JRR-1 36-38,0.76,0.07,NA,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-1-1191,pvc core,41.96,44.17,JRR-1 38-40,0.77,0.05,NA,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-1-1191,pvc core,44.17,46.38,JRR-1 40-42,0.78,0.07,NA,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-1-1191,pvc core,46.38,48.58,JRR-1 42-44,0.84,0.07,NA,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-1-1191,pvc core,48.58,50.79,JRR-1 44-46,0.84,0.06,NA,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-1-1191,pvc core,50.79,53,JRR-1 46-48,0.7,0.08,NA,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-2-1192,pvc core,0,2.21,JRR-2 0-2,0.37,0.21,NA,0.106,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-2-1192,pvc core,2.21,4.43,JRR-2 2-4,0.39,0.16,NA,0.106,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-2-1192,pvc core,4.43,6.64,JRR-2 4-6,0.45,0.15,NA,0.106,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-2-1192,pvc core,6.64,8.85,JRR-2 6-8,0.51,0.13,NA,0.106,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-2-1192,pvc core,8.85,11.06,JRR-2 8-10,0.43,0.13,NA,0.106,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-2-1192,pvc core,11.06,13.28,JRR-2 10-12,0.35,0.23,NA,0.106,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-2-1192,pvc core,13.28,15.49,JRR-2 12-14,0.3,0.31,NA,0.106,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-2-1192,pvc core,15.49,17.7,JRR-2 14-16,0.34,0.21,NA,0.106,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-2-1192,pvc core,17.7,19.91,JRR-2 16-18,0.48,0.18,NA,0.106,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-2-1192,pvc core,19.91,22.13,JRR-2 18-20,0.49,0.17,NA,0.106,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-2-1192,pvc core,22.13,24.34,JRR-2 20-22,0.49,0.18,0.067,0.106,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-2-1192,pvc core,24.34,26.55,JRR-2 22-24,0.53,0.16,NA,0.106,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-2-1192,pvc core,26.55,28.76,JRR-2 24-26,0.6,0.16,NA,0.106,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-2-1192,pvc core,28.76,30.98,JRR-2 26-28,0.64,0.11,NA,0.106,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-2-1192,pvc core,30.98,33.19,JRR-2 28-30,0.67,0.1,NA,0.106,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-2-1192,pvc core,33.19,35.4,JRR-2 30-32,0.72,0.09,NA,0.106,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-2-1192,pvc core,35.4,37.61,JRR-2 32-34,0.73,0.08,NA,0.106,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-2-1192,pvc core,37.61,39.83,JRR-2 34-36,0.78,0.08,NA,0.106,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-2-1192,pvc core,39.83,42.04,JRR-2 36-38,0.76,0.08,NA,0.106,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-2-1192,pvc core,42.04,44.25,JRR-2 38-40,0.72,0.09,NA,0.106,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-2-1192,pvc core,44.25,46.46,JRR-2 40-42,0.77,0.08,NA,0.106,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-2-1192,pvc core,46.46,48.68,JRR-2 42-44,0.64,0.08,NA,0.106,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-2-1192,pvc core,48.68,50.89,JRR-2 44-46,0.7,0.07,NA,0.106,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRR,JRR-2-1192,pvc core,50.89,53.1,JRR-2 46-48,0.66,0.08,NA,0.106,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRS,JRS-1-1189,pvc core,0,2.11,JRS-1 0-2,0.13,0.58,NA,0.056,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.231732,cts/sec/kg,367.8609919,61.01726811,370.4651809,60.22627575,Bq/kg,7.25062669,1.563287998,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,JRS,JRS-1-1189,pvc core,2.11,4.22,JRS-1 2-4,0.23,0.44,NA,0.056,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.699126,cts/sec/kg,275.8934005,46.69927434,283.7123814,46.08154337,Bq/kg,11.35025478,1.358073758,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,JRS,JRS-1-1189,pvc core,4.22,6.33,JRS-1 4-6,0.29,0.38,NA,0.056,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.961976,cts/sec/kg,139.0278011,25.00173329,148.6112512,24.62707557,Bq/kg,11.38634024,1.576986956,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,JRS,JRS-1-1189,pvc core,6.33,8.44,JRS-1 6-8,0.28,0.37,NA,0.056,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.959138,cts/sec/kg,131.4894841,24.19701226,143.5364326,23.82029226,Bq/kg,13.76315453,1.7044068000000001,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,JRS,JRS-1-1189,pvc core,8.44,10.56,JRS-1 8-10,0.3,0.3,NA,0.056,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.5747760000000001,cts/sec/kg,68.48496981,14.46868675,82.72190026,14.17201113,Bq/kg,15.13656509,1.741598805,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,JRS,JRS-1-1189,pvc core,10.56,12.67,JRS-1 10-12,0.33,0.28,NA,0.056,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.210341,cts/sec/kg,34.40112134,8.775108122,47.24330714,8.521338134,Bq/kg,13.29698314,1.538429635,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,JRS,JRS-1-1189,pvc core,12.67,14.78,JRS-1 12-14,0.36,0.27,NA,0.056,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.17912599999999998,cts/sec/kg,33.12746377,8.000152217,45.05158952,7.789729453,Bq/kg,12.36487347,1.277037946,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,JRS,JRS-1-1189,pvc core,14.78,16.89,JRS-1 14-16,0.37,0.24,0.093,0.056,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.0952212,cts/sec/kg,22.76362297,7.170129501,36.16324714,6.894234184,Bq/kg,13.70631711,1.582503088,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,JRS,JRS-1-1189,pvc core,16.89,19,JRS-1 16-18,0.41,0.24,NA,0.056,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.06984889999999999,cts/sec/kg,17.09427229,5.850085125,28.33231882,5.607035088,Bq/kg,11.46979528,1.36491793,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,JRS,JRS-1-1189,pvc core,19,21.11,JRS-1 18-20,0.45,0.16,NA,0.056,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.00983602,cts/sec/kg,7.903839738,5.467992688,22.623667910000002,5.12180988,Bq/kg,14.82831149,1.688458039,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,JRS,JRS-1-1189,pvc core,21.11,23.22,JRS-1 20-22,0.5,0.15,NA,0.056,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRS,JRS-1-1189,pvc core,23.22,25.33,JRS-1 22-24,0.47,0.16,NA,0.056,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRS,JRS-1-1189,pvc core,25.33,27.44,JRS-1 24-26,0.46,0.17,NA,0.056,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRS,JRS-1-1189,pvc core,27.44,29.56,JRS-1 26-28,0.44,0.17,NA,0.056,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRS,JRS-1-1189,pvc core,29.56,31.67,JRS-1 28-30,0.4,0.21,NA,0.056,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRS,JRS-1-1189,pvc core,31.67,33.78,JRS-1 30-32,0.33,0.24,NA,0.056,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRS,JRS-1-1189,pvc core,33.78,35.89,JRS-1 32-34,0.35,0.23,NA,0.056,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRS,JRS-1-1189,pvc core,35.89,38,JRS-1 34-36,0.39,0.2,NA,0.056,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRS,JRS-1-1189,pvc core,38,40.11,JRS-1 36-38,0.38,0.19,NA,0.056,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRS,JRS-1-1189,pvc core,40.11,42.22,JRS-1 38-40,0.31,0.21,NA,0.056,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRS,JRS-1-1189,pvc core,42.22,44.33,JRS-1 40-42,0.31,0.3,NA,0.056,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRS,JRS-1-1189,pvc core,44.33,46.44,JRS-1 42-44,0.37,0.29,NA,0.056,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRS,JRS-1-1189,pvc core,46.44,48.56,JRS-1 44-46,0.41,0.25,NA,0.056,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRS,JRS-1-1189,pvc core,48.56,50.67,JRS-1 46-48,0.4,0.24,NA,0.056,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRS,JRS-1-1189,pvc core,50.67,52.78,JRS-1 48-50,0.45,0.22,0.088,0.056,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRS,JRS-1-1189,pvc core,52.78,54.89,JRS-1 50-52,0.46,0.18,NA,0.056,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRS,JRS-1-1189,pvc core,54.89,57,JRS-1 52-54,0.53,0.13,NA,0.056,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRS,JRS-2-1190,pvc core,0,2.21,JRS-2 0-2,0.14,0.73,NA,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.0876199,cts/sec/kg,481.0813483,63.26842452,450.0682803,57.27784906,Bq/kg,13.79474034,3.34806159,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,JRS,JRS-2-1190,pvc core,2.21,4.42,JRS-2 2-4,0.19,0.69,NA,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRS,JRS-2-1190,pvc core,4.42,6.63,JRS-2 4-6,0.22,0.57,NA,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.592842,cts/sec/kg,272.4689029,36.77966108,262.6605609,33.27449978,Bq/kg,15.59042898,2.26008037,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,JRS,JRS-2-1190,pvc core,6.63,8.83,JRS-2 6-8,0.23,0.54,NA,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",NA,1.693389,cts/sec/kg,122.2626249,17.32554574,120.0894665,15.60397028,Bq/kg,9.290000497,1.744005746,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,JRS,JRS-2-1190,pvc core,8.83,11.04,JRS-2 8-10,0.14,0.69,0.299,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",1963,4.512988,cts/sec/kg,146.4734193,24.63163622,156.4297346,21.84846828,Bq/kg,23.64413687,4.611478922,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,JRS,JRS-2-1190,pvc core,11.04,13.25,JRS-2 10-12,0.23,0.56,NA,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.5882539999999999,cts/sec/kg,78.36960359,12.58867161,76.63516252,11.21566246,Bq/kg,5.631549057,2.072045719,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,JRS,JRS-2-1190,pvc core,13.25,15.46,JRS-2 12-14,0.24,0.47,NA,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.00127822,cts/sec/kg,-47.30624126,4.521832499,0.999458826,0.139684084,Bq/kg,43.88131197,4.096540455,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,JRS,JRS-2-1190,pvc core,15.46,17.67,JRS-2 14-16,0.32,0.32,NA,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRS,JRS-2-1190,pvc core,17.67,19.88,JRS-2 16-18,0.32,0.38,NA,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.176196,cts/sec/kg,17.33596797,7.759267975,28.38635628,6.413415166,Bq/kg,12.67310165,2.88630936,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,JRS,JRS-2-1190,pvc core,19.88,22.08,JRS-2 18-20,0.38,0.27,NA,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRS,JRS-2-1190,pvc core,22.08,24.29,JRS-2 20-22,0.4,0.26,0.113,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.0315344,cts/sec/kg,-0.69733584,5.888985091,17.69866353,4.826170116,Bq/kg,18.33067213,2.279217556,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,JRS,JRS-2-1190,pvc core,24.29,26.5,JRS-2 22-24,0.41,0.23,NA,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,JRS,JRS-2-1190,pvc core,26.5,28.71,JRS-2 24-26,0.4,0.32,NA,0.104,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
