study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,cs137_activity,cs137_activity_se,cs137_unit,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,pb210_unit
Snedden_2018,287,287_1,single set of methods,12,14,0.08,0.620137,0.2799,0.409,0.133,disintegrationsPerminutePerGram,14.191,0.859,15.077,disintegrationsPerminutePerGram
Snedden_2018,287,287_1,single set of methods,14,16,0.05,0.692247,0.32299999999999995,0.628,0.105,disintegrationsPerminutePerGram,15.398,0.786,15.753,disintegrationsPerminutePerGram
Snedden_2018,3054,3054_1,single set of methods,0,2,0.08,0.401775,0.17550000000000002,0.177,0,disintegrationsPerminutePerGram,9.807,0.793,11.075,disintegrationsPerminutePerGram
Snedden_2018,3054,3054_1,single set of methods,2,4,0.13,0.37244999999999995,0.1527,0.004,0.058,disintegrationsPerminutePerGram,12.193,0.526,13.512,disintegrationsPerminutePerGram
Snedden_2018,3054,3054_1,single set of methods,4,6,0.15,0.439542,0.1884,0.183,0.094,disintegrationsPerminutePerGram,12.406,0.802,13.767,disintegrationsPerminutePerGram
Snedden_2018,3054,3054_1,single set of methods,6,8,0.13,0.410675,0.1819,0.161,0,disintegrationsPerminutePerGram,11.409,0.624,12.45,disintegrationsPerminutePerGram
Snedden_2018,3054,3054_1,single set of methods,8,10,0.13,0.435938,0.1832,0.146,0,disintegrationsPerminutePerGram,11.603,0.695,12.425,disintegrationsPerminutePerGram
Snedden_2018,3054,3054_1,single set of methods,10,12,0.18,0.39734499999999995,0.16829999999999998,0.095,0.067,disintegrationsPerminutePerGram,10.342,0.531,11.422,disintegrationsPerminutePerGram
Snedden_2018,3054,3054_1,single set of methods,12,14,0.29,0.406687,0.17309999999999998,0.002,0.058,disintegrationsPerminutePerGram,8.315,0.473,9.804,disintegrationsPerminutePerGram
Snedden_2018,3054,3054_1,single set of methods,14,16,0.12,0.50184,0.2254,0.073,0,disintegrationsPerminutePerGram,8.792,0.557,10.08,disintegrationsPerminutePerGram
Snedden_2018,3054,3054_1,single set of methods,16,18,0.12,0.508658,0.2401,0.239,0,disintegrationsPerminutePerGram,11.643,0.704,12.867,disintegrationsPerminutePerGram
Snedden_2018,3054,3054_1,single set of methods,18,20,0.11,0.563635,0.2657,0.226,0,disintegrationsPerminutePerGram,14.997,0.819,16.007,disintegrationsPerminutePerGram
Snedden_2018,3054,3054_1,single set of methods,20,22,0.1,0.621762,0.3024,0.399,0,disintegrationsPerminutePerGram,13.203,0.85,14.347,disintegrationsPerminutePerGram
Snedden_2018,3054,3054_1,single set of methods,22,24,0.12,0.604644,0.2706,0.234,0.091,disintegrationsPerminutePerGram,11.749,0.76,12.882,disintegrationsPerminutePerGram
Snedden_2018,3054,3054_1,single set of methods,24,26,0.19,0.43574399999999996,0.1886,0.821,0.095,disintegrationsPerminutePerGram,8.019,0.485,9.743,disintegrationsPerminutePerGram
Snedden_2018,3054,3054_1,single set of methods,26,28,0.18,0.446802,0.20379999999999998,1.043,0.098,disintegrationsPerminutePerGram,7.643,0.412,9.3,disintegrationsPerminutePerGram
Snedden_2018,3054,3054_1,single set of methods,28,30,0.17,0.39681,0.1928,1.508,0.124,disintegrationsPerminutePerGram,3.685,0.536,5.242,disintegrationsPerminutePerGram
Snedden_2018,3054,3054_1,single set of methods,30,32,0.33,0.236842,0.0933,2.764,0.107,disintegrationsPerminutePerGram,3.289,0.253,5.299,disintegrationsPerminutePerGram
Snedden_2018,3054,3054_1,single set of methods,32,34,0.36,0.243211,0.09125,1.766,0.092,disintegrationsPerminutePerGram,2.182,0.189,4.277,disintegrationsPerminutePerGram
Snedden_2018,3054,3054_1,single set of methods,34,36,0.26,0.319293,0.1261,2.018,0.114,disintegrationsPerminutePerGram,4.702,0.356,6.65,disintegrationsPerminutePerGram
Snedden_2018,3054,3054_1,single set of methods,36,38,0.43,0.179893,0.06339,1.089,0.068,disintegrationsPerminutePerGram,0.827,0.09,2.975,disintegrationsPerminutePerGram
Snedden_2018,3054,3054_1,single set of methods,38,40,0.43,0.208594,0.08025,0.521,0.059,disintegrationsPerminutePerGram,1.833,0.175,3.826,disintegrationsPerminutePerGram
Snedden_2018,3054,3054_1,single set of methods,40,42,0.53,0.16845,0.06268,0.265,0.045,disintegrationsPerminutePerGram,0.805,0.083,2.956,disintegrationsPerminutePerGram
Snedden_2018,3054,3054_1,single set of methods,42,44,0.57,0.157754,0.058159999999999996,0.041,0,disintegrationsPerminutePerGram,0.61,0.061,2.788,disintegrationsPerminutePerGram
Snedden_2018,3054,3054_1,single set of methods,43,45,0.55,0.157425,0.06537,0.032,0,disintegrationsPerminutePerGram,0.723,0.074,3.042,disintegrationsPerminutePerGram
Snedden_2018,3054,3054_1,single set of methods,44,46,0.55,0.14749,0.05226,0.056,0,disintegrationsPerminutePerGram,1.216,0.111,3.565,disintegrationsPerminutePerGram
Snedden_2018,3054,3054_1,single set of methods,46,48,0.43,0.17295300000000002,0.06767000000000001,0,0,disintegrationsPerminutePerGram,2.162,0.181,4.322,disintegrationsPerminutePerGram
Snedden_2018,3166,3166_1,single set of methods,0,2,0.09,0.356338,0.1463,0.703,0.119,disintegrationsPerminutePerGram,62.089,1.414,63.646,disintegrationsPerminutePerGram
Snedden_2018,3166,3166_1,single set of methods,2,4,0.13,0.376987,0.17559999999999998,0.836,0.097,disintegrationsPerminutePerGram,62.06,1.268,63.334,disintegrationsPerminutePerGram
Snedden_2018,3166,3166_1,single set of methods,4,6,0.12,0.43647199999999997,0.2237,0.829,0.111,disintegrationsPerminutePerGram,31.652,0.678,33.168,disintegrationsPerminutePerGram
Snedden_2018,3166,3166_1,single set of methods,6,8,0.17,0.420056,0.18510000000000001,0.762,0.11,disintegrationsPerminutePerGram,57.3,1.305,58.467,disintegrationsPerminutePerGram
Snedden_2018,3166,3166_1,single set of methods,8,10,0.11,0.42676499999999995,0.2214,0.824,0.122,disintegrationsPerminutePerGram,42.53,0.928,43.707,disintegrationsPerminutePerGram
Snedden_2018,3166,3166_1,single set of methods,10,12,0.11,0.45062199999999997,0.191,0.811,0.121,disintegrationsPerminutePerGram,44.415,0.996,45.346,disintegrationsPerminutePerGram
Snedden_2018,3166,3166_1,single set of methods,12,14,0.09,0.609133,0.2912,0.803,0.131,disintegrationsPerminutePerGram,40.577,0.902,41.654,disintegrationsPerminutePerGram
Snedden_2018,3166,3166_1,single set of methods,14,16,0.11,0.634004,0.3104,1.029,0.127,disintegrationsPerminutePerGram,38.987,0.752,40.05,disintegrationsPerminutePerGram
Snedden_2018,3166,3166_1,single set of methods,16,18,0.06,0.780614,0.37829999999999997,0.863,0.162,disintegrationsPerminutePerGram,79.664,1.911,80.875,disintegrationsPerminutePerGram
Snedden_2018,3166,3166_1,single set of methods,18,20,0.06,0.842564,0.4235,0.542,0.115,disintegrationsPerminutePerGram,53.099,1.234,53.805,disintegrationsPerminutePerGram
Snedden_2018,3166,3166_1,single set of methods,20,22,0.07,0.796464,0.39270000000000005,0.851,0.184,disintegrationsPerminutePerGram,88.504,2.124,89.405,disintegrationsPerminutePerGram
Snedden_2018,3166,3166_1,single set of methods,22,24,0.05,0.7946930000000001,0.38770000000000004,0.959,0.171,disintegrationsPerminutePerGram,75.055,2.68,75.937,disintegrationsPerminutePerGram
Snedden_2018,3166,3166_1,single set of methods,24,26,0.08,0.795211,0.3837,0.678,0.144,disintegrationsPerminutePerGram,69.894,1.67,70.776,disintegrationsPerminutePerGram
Snedden_2018,3166,3166_1,single set of methods,26,28,0.08,0.740726,0.3432,0.98,0.186,disintegrationsPerminutePerGram,75.942,1.761,76.709,disintegrationsPerminutePerGram
Snedden_2018,3166,3166_1,single set of methods,28,30,0.08,0.8404309999999999,0.4179,1.826,0.18,disintegrationsPerminutePerGram,48.972,1.102,49.302,disintegrationsPerminutePerGram
Snedden_2018,3166,3166_1,single set of methods,30,32,0.06,0.789678,0.39520000000000005,2.986,0.197,disintegrationsPerminutePerGram,69.402,1.672,70.16,disintegrationsPerminutePerGram
Snedden_2018,3166,3166_1,single set of methods,32,34,0.06,0.788519,0.39280000000000004,4.436,0.235,disintegrationsPerminutePerGram,67.799,1.75,68.627,disintegrationsPerminutePerGram
Snedden_2018,3166,3166_1,single set of methods,34,36,0.07,0.833433,0.42829999999999996,5.884,0.273,disintegrationsPerminutePerGram,71.184,1.798,71.971,disintegrationsPerminutePerGram
Snedden_2018,3166,3166_1,single set of methods,36,38,0.08,0.828728,0.4094,6.949,0.282,disintegrationsPerminutePerGram,73.225,1.852,74.103,disintegrationsPerminutePerGram
Snedden_2018,3166,3166_1,single set of methods,38,40,0.07,0.818209,0.4069,5.168,0.294,disintegrationsPerminutePerGram,74.447,3.104,75.185,disintegrationsPerminutePerGram
Snedden_2018,3169,3169_1,single set of methods,0,2,0.1,0.430954,0.1837,0.233,0.07,disintegrationsPerminutePerGram,13.031,0.659,14.197,disintegrationsPerminutePerGram
Snedden_2018,3169,3169_1,single set of methods,2,4,0.22,0.30499,0.12240000000000001,0.393,0.05,disintegrationsPerminutePerGram,11.335,0.436,13.149,disintegrationsPerminutePerGram
Snedden_2018,3169,3169_1,single set of methods,4,6,0.41,0.179561,0.08807000000000001,0.462,0.053,disintegrationsPerminutePerGram,11.065,0.457,12.742,disintegrationsPerminutePerGram
Snedden_2018,3169,3169_1,single set of methods,6,8,0.39,0.210721,0.09327,0.475,0.054,disintegrationsPerminutePerGram,9.369,0.405,11.565,disintegrationsPerminutePerGram
Snedden_2018,3169,3169_1,single set of methods,8,10,0.5,0.17367000000000002,0.058570000000000004,0.42,0.053,disintegrationsPerminutePerGram,10.373,0.43,12.169,disintegrationsPerminutePerGram
Snedden_2018,3169,3169_1,single set of methods,10,12,0.54,0.138261,0.04666000000000001,0.177,0.039,disintegrationsPerminutePerGram,6.685,0.309,8.982,disintegrationsPerminutePerGram
Snedden_2018,3169,3169_1,single set of methods,12,14,0.54,0.129353,0.03215,0.307,0.04,disintegrationsPerminutePerGram,5.066,0.275,7.339,disintegrationsPerminutePerGram
Snedden_2018,3169,3169_1,single set of methods,14,16,0.51,0.123745,0.033530000000000004,0.145,0.043,disintegrationsPerminutePerGram,6.18,0.323,8.383,disintegrationsPerminutePerGram
Snedden_2018,3169,3169_1,single set of methods,16,18,0.6,0.105065,0.03379,1.241,0.06,disintegrationsPerminutePerGram,4.847,0.312,5.103,disintegrationsPerminutePerGram
Snedden_2018,3169,3169_1,single set of methods,18,20,0.5,0.112842,0.03115,0.277,0.042,disintegrationsPerminutePerGram,6.373,0.332,8.404,disintegrationsPerminutePerGram
Snedden_2018,3169,3169_1,single set of methods,20,22,0.48,0.132491,0.036699999999999997,0.314,0.053,disintegrationsPerminutePerGram,6.337,0.355,8.633,disintegrationsPerminutePerGram
Snedden_2018,3169,3169_1,single set of methods,22,24,0.46,0.136147,0.03854,0.291,0.046,disintegrationsPerminutePerGram,6.276,0.341,8.719,disintegrationsPerminutePerGram
Snedden_2018,3169,3169_1,single set of methods,24,26,0.38,0.17704,0.06948,0.236,0.05,disintegrationsPerminutePerGram,6.617,0.363,9.244,disintegrationsPerminutePerGram
Snedden_2018,3169,3169_1,single set of methods,26,28,0.17,0.26038900000000004,0.09106,0.238,0.056,disintegrationsPerminutePerGram,8.671,0.431,10.915,disintegrationsPerminutePerGram
Snedden_2018,3169,3169_1,single set of methods,28,30,0.11,0.62018,0.2847,0.363,0.127,disintegrationsPerminutePerGram,13.949,0.912,15.603,disintegrationsPerminutePerGram
Snedden_2018,3169,3169_1,single set of methods,30,32,0.1,0.71258,0.31129999999999997,0.45,0.139,disintegrationsPerminutePerGram,11.748,0.984,12.942,disintegrationsPerminutePerGram
Snedden_2018,3169,3169_1,single set of methods,32,34,0.09,0.6151,0.2443,0.523,0.189,disintegrationsPerminutePerGram,15.322,1.156,16.504,disintegrationsPerminutePerGram
Snedden_2018,3169,3169_1,single set of methods,34,36,0.06,0.705803,0.2816,0.187,0,disintegrationsPerminutePerGram,7.846,2.785,8.304,disintegrationsPerminutePerGram
Snedden_2018,3169,3169_1,single set of methods,36,38,0.1,0.82856,0.39899999999999997,0.149,0,disintegrationsPerminutePerGram,20.162,1.139,20.765,disintegrationsPerminutePerGram
Snedden_2018,3169,3169_1,single set of methods,38,40,0.1,0.878153,0.4426,0.641,0.139,disintegrationsPerminutePerGram,23.546,1.22,24.343,disintegrationsPerminutePerGram
Snedden_2018,3169,3169_1,single set of methods,40,42,0.11,0.819461,0.40380000000000005,0.521,0.144,disintegrationsPerminutePerGram,20.212,1.078,21.129,disintegrationsPerminutePerGram
Snedden_2018,3169,3169_1,single set of methods,42,44,0.11,0.7735890000000001,0.36060000000000003,1.388,0.202,disintegrationsPerminutePerGram,16.532,1.199,17.31,disintegrationsPerminutePerGram
Snedden_2018,3169,3169_1,single set of methods,43,45,0.11,0.714926,0.3608,3.275,0.172,disintegrationsPerminutePerGram,16.007,0.846,16.972,disintegrationsPerminutePerGram
Snedden_2018,3169,3169_1,single set of methods,44,46,0.11,0.704744,0.3482,3.647,0.234,disintegrationsPerminutePerGram,16.645,1.074,17.669,disintegrationsPerminutePerGram
Snedden_2018,3169,3169_1,single set of methods,46,48,0.12,0.680028,0.341,5.232,0.236,disintegrationsPerminutePerGram,18.559,0.995,19.618,disintegrationsPerminutePerGram
Snedden_2018,3169,3169_1,single set of methods,48,50,0.09,0.685167,0.35009999999999997,4.92,0.231,disintegrationsPerminutePerGram,16.8,1.025,17.829,disintegrationsPerminutePerGram
Snedden_2018,3565,3565_1,single set of methods,0,2,0.14,0.35779099999999997,0.1373,0.38,0.05,disintegrationsPerminutePerGram,11.773,0.456,12.983,disintegrationsPerminutePerGram
Snedden_2018,3565,3565_1,single set of methods,2,4,0.32,0.19319199999999997,0.07307000000000001,0.425,0.052,disintegrationsPerminutePerGram,7.306,0.396,8.577,disintegrationsPerminutePerGram
Snedden_2018,3565,3565_1,single set of methods,4,6,0.38,0.147027,0.05826,0.2,0.044,disintegrationsPerminutePerGram,5.178,0.317,6.641,disintegrationsPerminutePerGram
Snedden_2018,3565,3565_1,single set of methods,6,8,0.24,0.305887,0.1362,0.501,0.048,disintegrationsPerminutePerGram,8.436,0.388,9.558,disintegrationsPerminutePerGram
Snedden_2018,3565,3565_1,single set of methods,8,10,0.19,0.392036,0.16219999999999998,0.196,0.039,disintegrationsPerminutePerGram,8.15,0.336,9.376,disintegrationsPerminutePerGram
Snedden_2018,3565,3565_1,single set of methods,10,12,0.15,0.422517,0.1267,0.33,0.057,disintegrationsPerminutePerGram,9.035,0.455,10.29,disintegrationsPerminutePerGram
Snedden_2018,3565,3565_1,single set of methods,12,14,0.13,0.527069,0.2281,0.644,0.066,disintegrationsPerminutePerGram,12.179,0.516,12.861,disintegrationsPerminutePerGram
Snedden_2018,3565,3565_1,single set of methods,14,16,0.13,0.45773400000000003,0.1857,0.775,0.071,disintegrationsPerminutePerGram,12.092,0.547,12.911,disintegrationsPerminutePerGram
Snedden_2018,3565,3565_1,single set of methods,16,18,0.14,0.446142,0.18030000000000002,0.893,0.071,disintegrationsPerminutePerGram,11.505,0.522,12.304,disintegrationsPerminutePerGram
Snedden_2018,3565,3565_1,single set of methods,18,20,0.14,0.390907,0.16570000000000001,0.984,0.076,disintegrationsPerminutePerGram,10.724,0.508,11.718,disintegrationsPerminutePerGram
Snedden_2018,3565,3565_1,single set of methods,20,22,0.13,0.37465200000000004,0.1483,1.035,0.08,disintegrationsPerminutePerGram,8.993,0.467,9.956,disintegrationsPerminutePerGram
Snedden_2018,3565,3565_1,single set of methods,22,24,0.14,0.37178,0.16140000000000002,1.7,0.094,disintegrationsPerminutePerGram,9.295,0.486,10.417,disintegrationsPerminutePerGram
Snedden_2018,3565,3565_1,single set of methods,24,26,0.17,0.37345300000000003,0.1648,2.561,0.115,disintegrationsPerminutePerGram,6.387,0.478,7.226,disintegrationsPerminutePerGram
Snedden_2018,3565,3565_1,single set of methods,26,28,0.15,0.391689,0.1753,3.473,0.13,disintegrationsPerminutePerGram,8.402,0.505,9.527,disintegrationsPerminutePerGram
Snedden_2018,3565,3565_1,single set of methods,28,30,0.14,0.360884,0.1567,4.374,0.121,disintegrationsPerminutePerGram,7.692,0.433,8.823,disintegrationsPerminutePerGram
Snedden_2018,3565,3565_1,single set of methods,30,32,0.14,0.36003999999999997,0.1643,4.215,0.117,disintegrationsPerminutePerGram,6.185,0.377,7.264,disintegrationsPerminutePerGram
Snedden_2018,3565,3565_1,single set of methods,32,34,0.14,0.37013399999999996,0.16399999999999998,6.875,0.181,disintegrationsPerminutePerGram,7.338,0.54,8.289,disintegrationsPerminutePerGram
Snedden_2018,3565,3565_1,single set of methods,34,36,0.16,0.34783000000000003,0.155,4.984,0.143,disintegrationsPerminutePerGram,6.21,0.463,7.215,disintegrationsPerminutePerGram
Snedden_2018,3565,3565_1,single set of methods,36,38,0.14,0.394099,0.18420000000000003,2.602,0.107,disintegrationsPerminutePerGram,5.179,0.408,6.254,disintegrationsPerminutePerGram
Snedden_2018,3565,3565_1,single set of methods,38,40,0.14,0.515775,0.2369,1.073,0.095,disintegrationsPerminutePerGram,5.432,0.436,6.554,disintegrationsPerminutePerGram
Snedden_2018,3565,3565_1,single set of methods,40,42,0.17,0.523216,0.25170000000000003,0.426,0.072,disintegrationsPerminutePerGram,5.058,0.453,5.954,disintegrationsPerminutePerGram
Snedden_2018,3565,3565_1,single set of methods,42,44,0.14,0.587398,0.2771,0.128,0.058,disintegrationsPerminutePerGram,4.983,0.419,5.844,disintegrationsPerminutePerGram
Snedden_2018,3565,3565_1,single set of methods,43,45,0.12,0.550268,0.2547,0.178,0.059,disintegrationsPerminutePerGram,4.363,0.441,5.261,disintegrationsPerminutePerGram
Snedden_2018,3565,3565_1,single set of methods,44,46,0.1,0.625856,0.284,0.22,0.078,disintegrationsPerminutePerGram,4.408,0.481,5.194,disintegrationsPerminutePerGram
Snedden_2018,3617,3617_1,single set of methods,0,2,0.11,0.545509,0.268,0.596,0.069,disintegrationsPerminutePerGram,13.563,0.597,14.212,disintegrationsPerminutePerGram
Snedden_2018,3617,3617_1,single set of methods,2,4,0.09,0.596448,0.2975,0.602,0.08,disintegrationsPerminutePerGram,12.454,0.567,13.243,disintegrationsPerminutePerGram
Snedden_2018,3617,3617_1,single set of methods,4,6,0.09,0.560476,0.3013,0.746,0.098,disintegrationsPerminutePerGram,10.594,0.585,11.605,disintegrationsPerminutePerGram
Snedden_2018,3617,3617_1,single set of methods,6,8,0.12,0.504618,0.264,0.867,0.112,disintegrationsPerminutePerGram,9.076,0.583,9.719,disintegrationsPerminutePerGram
Snedden_2018,3617,3617_1,single set of methods,8,10,0.1,0.550937,0.2927,1.014,0.119,disintegrationsPerminutePerGram,9.9,0.657,10.624,disintegrationsPerminutePerGram
Snedden_2018,3617,3617_1,single set of methods,10,12,0.16,0.35185,0.1729,1.775,0.093,disintegrationsPerminutePerGram,6.532,0.407,7.655,disintegrationsPerminutePerGram
Snedden_2018,3617,3617_1,single set of methods,12,14,0.36,0.166617,0.07665,1.687,0.089,disintegrationsPerminutePerGram,2.454,0.23,3.883,disintegrationsPerminutePerGram
Snedden_2018,3617,3617_1,single set of methods,14,16,0.26,0.215884,0.1105,2.008,0.086,disintegrationsPerminutePerGram,1.66,0.195,3.145,disintegrationsPerminutePerGram
Snedden_2018,3617,3617_1,single set of methods,16,18,0.27,0.226891,0.1118,2.939,0.107,disintegrationsPerminutePerGram,2.379,0.253,3.818,disintegrationsPerminutePerGram
Snedden_2018,3617,3617_1,single set of methods,18,20,0.66,0.08424,0.03241,1.063,0.063,disintegrationsPerminutePerGram,1.152,0.142,2.858,disintegrationsPerminutePerGram
Snedden_2018,3617,3617_1,single set of methods,20,22,0.8,0.071662,0.016390000000000002,0.274,0.046,disintegrationsPerminutePerGram,1.128,0.134,2.745,disintegrationsPerminutePerGram
Snedden_2018,3617,3617_1,single set of methods,22,24,0.68,0.085428,0.03162,0.118,0.031,disintegrationsPerminutePerGram,0.763,0.102,2.478,disintegrationsPerminutePerGram
Snedden_2018,3617,3617_1,single set of methods,24,26,0.77,0.088315,0.03456,0.04,0,disintegrationsPerminutePerGram,0.19,0.031,1.851,disintegrationsPerminutePerGram
Snedden_2018,3617,3617_1,single set of methods,26,28,0.87,0.066858,0.023610000000000003,0.038,0,disintegrationsPerminutePerGram,0.505,0.07,2.104,disintegrationsPerminutePerGram
Snedden_2018,3617,3617_1,single set of methods,28,30,0.82,0.080811,0.03048,0.056,0,disintegrationsPerminutePerGram,0.263,0.039,1.992,disintegrationsPerminutePerGram
Snedden_2018,3617,3617_1,single set of methods,30,32,0.93,0.066081,0.02291,0.011,0,disintegrationsPerminutePerGram,0.27,0.044,1.804,disintegrationsPerminutePerGram
Snedden_2018,3617,3617_1,single set of methods,32,34,0.65,0.097636,0.03837,0.008,0,disintegrationsPerminutePerGram,0.382,0.054,2.143,disintegrationsPerminutePerGram
Snedden_2018,3617,3617_1,single set of methods,34,36,0.69,0.08942399999999999,0.030289999999999997,0.01,0,disintegrationsPerminutePerGram,0.229,0.034,2.105,disintegrationsPerminutePerGram
Snedden_2018,3617,3617_1,single set of methods,36,38,0.52,0.117647,0.04334,0.022,0,disintegrationsPerminutePerGram,0.908,0.113,2.606,disintegrationsPerminutePerGram
Snedden_2018,3617,3617_1,single set of methods,38,40,0.52,0.08631,0.032799999999999996,0.014,0,disintegrationsPerminutePerGram,0.247,0.035,1.951,disintegrationsPerminutePerGram
Snedden_2018,3617,3617_1,single set of methods,40,42,0.31,0.19241499999999997,0.07049,0.004,0,disintegrationsPerminutePerGram,0.716,0.069,2.3,disintegrationsPerminutePerGram
Snedden_2018,3985,3985_1,single set of methods,0,2,0.03,0.686307,0.3268,0,0,disintegrationsPerminutePerGram,18.747,1.322,19.491,disintegrationsPerminutePerGram
Snedden_2018,3985,3985_1,single set of methods,2,4,0.06,0.6924760000000001,0.3132,0.196,0,disintegrationsPerminutePerGram,9.648,1.069,10.013,disintegrationsPerminutePerGram
Snedden_2018,3985,3985_1,single set of methods,4,6,0.11,0.579283,0.2585,0.102,0,disintegrationsPerminutePerGram,12.732,0.954,13.187,disintegrationsPerminutePerGram
Snedden_2018,3985,3985_1,single set of methods,6,8,0.11,0.609367,0.2723,0.112,0,disintegrationsPerminutePerGram,15.773,0.797,16.941,disintegrationsPerminutePerGram
Snedden_2018,3985,3985_1,single set of methods,8,10,0.11,0.648065,0.3004,0.072,0,disintegrationsPerminutePerGram,15.888,0.874,16.658,disintegrationsPerminutePerGram
Snedden_2018,3985,3985_1,single set of methods,10,12,0.08,0.797607,0.3925,0.116,0,disintegrationsPerminutePerGram,15.086,0.804,15.722,disintegrationsPerminutePerGram
Snedden_2018,3985,3985_1,single set of methods,12,14,0.11,0.624676,0.3019,0.716,0.108,disintegrationsPerminutePerGram,12.36,0.694,13.594,disintegrationsPerminutePerGram
Snedden_2018,3985,3985_1,single set of methods,14,16,0.2,0.542087,0.2699,0.723,0,disintegrationsPerminutePerGram,9.368,0.438,10.934,disintegrationsPerminutePerGram
Snedden_2018,3985,3985_1,single set of methods,16,18,0.13,0.498205,0.2561,1.096,0.099,disintegrationsPerminutePerGram,8.369,0.496,10.015,disintegrationsPerminutePerGram
Snedden_2018,3985,3985_1,single set of methods,18,20,0.19,0.35722099999999996,0.1707,1.795,0.083,disintegrationsPerminutePerGram,6.467,0.352,9.039,disintegrationsPerminutePerGram
Snedden_2018,3985,3985_1,single set of methods,20,22,0.17,0.379345,0.1775,3.573,0.124,disintegrationsPerminutePerGram,6.716,0.387,9.246,disintegrationsPerminutePerGram
Snedden_2018,3985,3985_1,single set of methods,22,24,0.18,0.373803,0.1757,5.344,0.135,disintegrationsPerminutePerGram,6.823,0.329,9.513,disintegrationsPerminutePerGram
Snedden_2018,3985,3985_1,single set of methods,24,26,0.18,0.60566,0.2899,5.39,0.159,disintegrationsPerminutePerGram,7.193,0.424,9.43,disintegrationsPerminutePerGram
Snedden_2018,3985,3985_1,single set of methods,26,28,0.15,0.60808,0.2948,8.201,0.232,disintegrationsPerminutePerGram,6.255,0.49,8.1,disintegrationsPerminutePerGram
Snedden_2018,3985,3985_1,single set of methods,28,30,0.11,0.7381350000000001,0.3479,5.388,0.206,disintegrationsPerminutePerGram,5.102,0.511,6.665,disintegrationsPerminutePerGram
Snedden_2018,3985,3985_1,single set of methods,30,32,0.09,0.865501,0.441,1.366,0.138,disintegrationsPerminutePerGram,4.675,0.576,5.772,disintegrationsPerminutePerGram
Snedden_2018,3985,3985_1,single set of methods,32,34,0.09,0.857884,0.4395,0.045,0.089,disintegrationsPerminutePerGram,5.618,0.601,6.122,disintegrationsPerminutePerGram
Snedden_2018,3985,3985_1,single set of methods,34,36,0.12,0.821514,0.4201,0.995,0.143,disintegrationsPerminutePerGram,5.878,0.651,6.799,disintegrationsPerminutePerGram
Snedden_2018,4218,4218_1,single set of methods,0,2,0.03,0.27807099999999996,0.11380000000000001,0.405,0,disintegrationsPerminutePerGram,10.959,1.004,12.395,disintegrationsPerminutePerGram
Snedden_2018,4218,4218_1,single set of methods,2,4,0.08,0.27961400000000003,0.09864,0.326,0,disintegrationsPerminutePerGram,8.16,0.638,9.441,disintegrationsPerminutePerGram
Snedden_2018,4218,4218_1,single set of methods,4,6,0.08,0.32191400000000003,0.1148,0.31,0.087,disintegrationsPerminutePerGram,12.872,0.697,14.706,disintegrationsPerminutePerGram
Snedden_2018,4218,4218_1,single set of methods,6,8,0.08,0.371169,0.13419999999999999,0.247,0.065,disintegrationsPerminutePerGram,9.689,0.598,11.093,disintegrationsPerminutePerGram
Snedden_2018,4218,4218_1,single set of methods,8,10,0.13,0.376457,0.1263,0.317,0.066,disintegrationsPerminutePerGram,11.094,0.575,12.763,disintegrationsPerminutePerGram
Snedden_2018,4218,4218_1,single set of methods,10,12,0.17,0.262645,0.13470000000000001,0.317,0.061,disintegrationsPerminutePerGram,9.411,0.474,11.2,disintegrationsPerminutePerGram
Snedden_2018,4218,4218_1,single set of methods,12,14,0.13,0.308821,0.15839999999999999,0.36,0.076,disintegrationsPerminutePerGram,10.108,0.556,11.781,disintegrationsPerminutePerGram
Snedden_2018,4218,4218_1,single set of methods,14,16,0.15,0.38492800000000005,0.1547,0.594,0.089,disintegrationsPerminutePerGram,10.746,0.585,12.307,disintegrationsPerminutePerGram
Snedden_2018,4218,4218_1,single set of methods,16,18,0.16,0.343076,0.1463,0.72,0.089,disintegrationsPerminutePerGram,12.725,0.648,13.951,disintegrationsPerminutePerGram
Snedden_2018,4218,4218_1,single set of methods,18,20,0.17,0.34232300000000004,0.14880000000000002,0.678,0.078,disintegrationsPerminutePerGram,10.541,0.549,11.889,disintegrationsPerminutePerGram
Snedden_2018,4218,4218_1,single set of methods,20,22,0.14,0.413996,0.1745,0.45,0.07,disintegrationsPerminutePerGram,10.887,0.563,12.417,disintegrationsPerminutePerGram
Snedden_2018,4218,4218_1,single set of methods,22,24,0.11,0.442126,0.1819,0.258,0.061,disintegrationsPerminutePerGram,10.462,0.551,11.728,disintegrationsPerminutePerGram
Snedden_2018,4218,4218_1,single set of methods,24,26,0.13,0.381319,0.1501,0.44,0.076,disintegrationsPerminutePerGram,13.706,0.713,15.205,disintegrationsPerminutePerGram
Snedden_2018,4218,4218_1,single set of methods,26,28,0.13,0.409068,0.1845,0.616,0.088,disintegrationsPerminutePerGram,15.911,0.716,17.197,disintegrationsPerminutePerGram
Snedden_2018,4218,4218_1,single set of methods,28,30,0.11,0.415728,0.18239999999999998,0.798,0.103,disintegrationsPerminutePerGram,16.272,0.75,17.907,disintegrationsPerminutePerGram
