table,study_id,site_id,core_id
depthseries,DelVecchia_et_al_2014,AGD14 TM 1,M1315
depthseries,DelVecchia_et_al_2014,AGD14 TM 6,M1316
depthseries,Frusher_et_al_1994,SDF94 1,M1327
depthseries,Tam_and_Wong_1998,NFYT98 Transect A Core 6,M1342
depthseries,Tam_and_Wong_1998,NFYT98 Transect A Core 9,M1345
depthseries,Tam_and_Wong_1998,NFYT98 Transect A Core 13,M1349
depthseries,Tam_and_Wong_1998,NFYT98 Transect A Core 15,M1351
depthseries,Vasconcelos_et_al_2014,AFD14 Point 2,M1370
depthseries,Chen_and_Twilley_1999,RC99 S1,M0018
depthseries,Chen_and_Twilley_1999,RC99 S3,M0019
depthseries,Chen_and_Twilley_1999,RC99 S4,M0020
depthseries,Chen_and_Twilley_1999,RC99 S6,M0021
depthseries,Zhang_and_Lin_1998,ZL98 Cauputou,M0450
depthseries,He_et_al_2002,BH02 Site 1,M0452
depthseries,He_et_al_2002,BH02 Site 3,M0454
depthseries,He_et_al_2002,BH02 Site 4,M0455
depthseries,He_et_al_2002,BH02 Site 5,M0456
depthseries,Liu_2005,QHL05 Site 1,M0457
depthseries,Liu_et_al_2008,MLL08 Site 1,M0463
depthseries,Liu_et_al_2008,MLL08 Site 2,M0464
depthseries,Liu_et_al_2008,MLL08 Site 3,M0465
depthseries,Liu_et_al_2008,MLL08 Site 4,M0466
depthseries,Liu_et_al_2008,MLL08 Site 5,M0467
depthseries,Liu_et_al_2008,MLL08 Site 6,M0468
depthseries,Liu_et_al_2008,MLL08 Site 7,M0469
depthseries,Liu_et_al_2008,MLL08 Site 8,M0470
depthseries,Liu_et_al_2008,MLL08 Site 9,M0471
depthseries,Liu_et_al_2008,MLL08 Site 10,M0472
depthseries,Liu_et_al_2008,MLL08 Site 12,M0474
depthseries,Liu_et_al_2008,MLL08 Site 13,M0475
depthseries,Liu_et_al_2008,MLL08 Site 14,M0476
depthseries,Liu_et_al_2008,MLL08 Site 15,M0477
depthseries,Liu_et_al_2008,MLL08 Site 16,M0478
depthseries,Ren_et_al_2008,HR08 Native Plantation,M0508
depthseries,Ren_et_al_2008,HR08 Natural Forest,M0509
depthseries,Ren_et_al_2008,HR08 4-year Exotic Plantation,M0510
depthseries,Ren_et_al_2008,HR08 5-year Exotic Plantation,M0511
depthseries,Ren_et_al_2008,HR08 8-year Exotic Plantation,M0512
depthseries,Ren_et_al_2008,HR08 10-year Exotic Plantation,M0513
depthseries,Nsombo_et_al_2016,ENN16 Tran2Well2,M0541
depthseries,Nsombo_et_al_2016,ENN16 Tran2Well3,M0542
depthseries,Penha-Lopes_et_al_2009,GPL09 Canopy,M0711
depthseries,Frith_et_al_1976,DWF76 Zone 1,M1287
depthseries,Frith_et_al_1976,DWF76 Zone 2,M1288
depthseries,Frith_et_al_1976,DWF76 Zone 3C,M1291
depthseries,Naidoo_and_Raiman_1982,GN82 Sipingo 1,M1298
depthseries,Dissanayake_and_Chandrasekara_2014,ND14 Avicennia,M1324
depthseries,Dissanayake_and_Chandrasekara_2014,ND14 Rhizophora,M1325
depthseries,Dissanayake_and_Chandrasekara_2014,ND14 Lumnitzera,M1326
depthseries,Frusher_et_al_1994,SDF94 2,M1328
depthseries,Frusher_et_al_1994,SDF94 3,M1329
depthseries,Frusher_et_al_1994,SDF94 4,M1330
depthseries,Frusher_et_al_1994,SDF94 5,M1331
depthseries,Lee_and_Baker_1972,BKHL72 Station I,M1332
depthseries,Moreno_and_Calderon_2011,ANMM11 Averaged,M1336
depthseries,Tam_and_Wong_1998,NFYT98 Transect A Core 1,M1337
depthseries,Tam_and_Wong_1998,NFYT98 Transect A Core 2,M1338
depthseries,Tam_and_Wong_1998,NFYT98 Transect A Core 3,M1339
depthseries,Tam_and_Wong_1998,NFYT98 Transect A Core 4,M1340
depthseries,Tam_and_Wong_1998,NFYT98 Transect A Core 5,M1341
depthseries,Tam_and_Wong_1998,NFYT98 Transect A Core 7,M1343
depthseries,Tam_and_Wong_1998,NFYT98 Transect A Core 8,M1344
depthseries,Tam_and_Wong_1998,NFYT98 Transect A Core 10,M1346
depthseries,Tam_and_Wong_1998,NFYT98 Transect A Core 11,M1347
depthseries,Tam_and_Wong_1998,NFYT98 Transect A Core 12,M1348
depthseries,Tam_and_Wong_1998,NFYT98 Transect A Core 14,M1350
depthseries,Tam_and_Wong_1998,NFYT98 Transect A Core 16,M1352
depthseries,Tam_and_Wong_1998,NFYT98 Transect A Core 17,M1353
depthseries,Tam_and_Wong_1998,NFYT98 Transect A Core 18,M1354
depthseries,Tam_and_Wong_1998,NFYT98 Transect A Core 19,M1355
depthseries,Tam_and_Wong_1998,NFYT98 Transect A Core 20,M1356
depthseries,Tam_and_Wong_1998,NFYT98 Transect A Core 21,M1357
depthseries,Tam_and_Wong_1998,NFYT98 Transect B Core 1,M1358
depthseries,Tam_and_Wong_1998,NFYT98 Transect B Core 2,M1359
depthseries,Tam_and_Wong_1998,NFYT98 Transect B Core 3,M1360
depthseries,Tam_and_Wong_1998,NFYT98 Transect B Core 4,M1361
depthseries,Tam_and_Wong_1998,NFYT98 Transect B Core 5,M1362
depthseries,Tam_and_Wong_1998,NFYT98 Transect B Core 6,M1363
depthseries,Tam_and_Wong_1998,NFYT98 Transect B Core 7,M1364
depthseries,Tam_and_Wong_1998,NFYT98 Transect B Core 8,M1365
depthseries,Tam_and_Wong_1998,NFYT98 Transect B Core 9,M1366
depthseries,Tam_and_Wong_1998,NFYT98 Transect B Core 10,M1367
depthseries,Tam_and_Wong_1998,NFYT98 Transect B Core 11,M1368
depthseries,Vasconcelos_et_al_2014,AFD14 Point 1,M1369
depthseries,Vasconcelos_et_al_2014,AFD14 Point 3,M1371
depthseries,Vasconcelos_et_al_2014,AFD14 Point 4,M1372
depthseries,Matsui_1998,NM98 P01S01,M0053
depthseries,Matsui_1998,NM98 P01S03,M0054
depthseries,Matsui_1998,NM98 P02S01,M0055
depthseries,Matsui_1998,NM98 P02SO3,M0056
depthseries,Matsui_1998,NM98 P03S01,M0057
depthseries,Matsui_1998,NM98 P03S02,M0058
depthseries,Matsui_1998,NM98 P03S03,M0059
depthseries,Matsui_1998,NM98 P04S01,M0060
depthseries,Matsui_1998,NM98 P04S02,M0061
depthseries,Matsui_1998,NM98 P04S03,M0062
depthseries,Matsui_1998,NM98 P05S01,M0063
depthseries,Matsui_1998,NM98 P05S02,M0064
depthseries,Matsui_1998,NM98 P05S03,M0065
depthseries,Matsui_1998,NM98 P06S01,M0066
depthseries,Matsui_1998,NM98 P06S02,M0067
depthseries,Matsui_1998,NM98 P06S03,M0068
depthseries,Abino_et_al_2014,ACA14 Average,M0172
depthseries,Liu_et_al_2014,HL14 Gaogiao 1,M0239
depthseries,Liu_et_al_2014,HL14 Gaogiao 2,M0240
depthseries,Liu_et_al_2014,HL14 Gaogiao 3,M0241
depthseries,Liu_et_al_2014,HL14 Gaogiao 4,M0242
depthseries,Liu_et_al_2014,HL14 Gaogiao 5,M0243
depthseries,Liu_et_al_2014,HL14 Gaogiao 6,M0244
depthseries,Liu_et_al_2014,HL14 Gaogiao 7,M0245
depthseries,Liu_et_al_2014,HL14 Gaogiao 8,M0246
depthseries,Liu_et_al_2014,HL14 Gaogiao 9,M0247
depthseries,Liu_et_al_2014,HL14 Gaogiao 10,M0248
depthseries,Liu_et_al_2014,HL14 Gaogiao 11,M0249
depthseries,Liu_et_al_2014,HL14 Gaogiao 12,M0250
depthseries,Liu_et_al_2014,HL14 Gaogiao 13,M0251
depthseries,Liu_et_al_2014,HL14 Gaogiao 14,M0252
depthseries,Liu_et_al_2014,HL14 Gaogiao 15,M0253
depthseries,Liu_et_al_2014,HL14 Gaogiao 16,M0254
depthseries,Liu_et_al_2014,HL14 Gaogiao 17,M0255
depthseries,Liu_et_al_2014,HL14 Dongzhai Harbor 1,M0256
depthseries,Liu_et_al_2014,HL14 Dongzhai Harbor 2,M0257
depthseries,Liu_et_al_2014,HL14 Dongzhai Harbor 3,M0258
depthseries,Liu_et_al_2014,HL14 Dongzhai Harbor 4,M0259
depthseries,Liu_et_al_2014,HL14 Shankou 1,M0260
depthseries,Liu_et_al_2014,HL14 Shankou 2,M0261
depthseries,Liu_et_al_2014,HL14 Shankou 3,M0262
depthseries,Liu_et_al_2014,HL14 Qinglan Harbor 1,M0263
depthseries,Liu_et_al_2014,HL14 Qinglan Harbor 2,M0264
depthseries,Liu_et_al_2014,HL14 Qinglan Harbor 3,M0265
depthseries,McFadden_et_al_2016,TNM16 Rookery,M0375
depthseries,McFadden_et_al_2016,TNM16 Control,M0376
depthseries,Khan_et_al_2007,MNIK07 Site 1,M0384
depthseries,Sahu_et_al_2016,SCS16 Natural,M0387
depthseries,Sahu_et_al_2016,SCS16 Plantation,M0388
depthseries,Xu_et_al_2012,FHX12 Zhanjiang 1,M0485
depthseries,Xu_et_al_2012,FHX12 Zhanjiang 2,M0486
depthseries,Xu_et_al_2012,FHX12 Zhanjiang 3,M0487
depthseries,Bulmer_et_al_2016,RHB16 Whangateau,M0514
depthseries,Bulmer_et_al_2016,RHB16 Bayswater,M0515
depthseries,Bulmer_et_al_2016,RHB16 Mangere,M0516
depthseries,Bulmer_et_al_2016,RHB16 Whangamata,M0517
depthseries,Ajonina_et_al_2014,GNA14 Site 1,M0533
depthseries,Ajonina_et_al_2014,GNA14 Site 2,M0534
depthseries,Ajonina_et_al_2014,GNA14 Site 3,M0535
depthseries,Ajonina_et_al_2014,GNA14 Site 4,M0536
depthseries,Chmura_et_al_2003,GLC03CL Rookery Bay 1,M0973
depthseries,Chmura_et_al_2003,GLC03CL Rookery Bay 2,M0974
depthseries,Chmura_et_al_2003,GLC03C Kosrae 1,M0975
depthseries,Chmura_et_al_2003,GLC03C Kosrae 2,M0976
depthseries,Chmura_et_al_2003,GLC03C Kosrae 3,M0977
depthseries,Owers_et_al_2016,CJO16 Tall Mangrove,M1318
depthseries,Owers_et_al_2016,CJO16 Shrub Mangrove,M1319
depthseries,Owers_et_al_2016,CJO16 Dwarf Mangrove,M1320
depthseries,Gevana_and_Pampolina_2009,GP09 Averaged,M1519
depthseries,Nam_et_al_2016,CG.1.13 Plot 1,M1590
depthseries,Nam_et_al_2016,CG.1.13 Plot 2,M1591
depthseries,Nam_et_al_2016,CG.1.13 Plot 3,M1592
depthseries,Nam_et_al_2016,CG.1.13 Plot 4,M1593
depthseries,Nam_et_al_2016,CG.1.13 Plot 5,M1594
depthseries,Nam_et_al_2016,CG.1.13 Plot 6,M1595
depthseries,Nam_et_al_2016,CG.1.14 Plot 1,M1596
depthseries,Nam_et_al_2016,CG.1.14 Plot 2,M1597
depthseries,Nam_et_al_2016,CG.1.14 Plot 3,M1598
depthseries,Nam_et_al_2016,CG.1.14 Plot 4,M1599
depthseries,Nam_et_al_2016,CG.1.14 Plot 5,M1600
depthseries,Nam_et_al_2016,CG.1.14 Plot 6,M1601
depthseries,Nam_et_al_2016,CG.2.13 Plot 1,M1602
depthseries,Nam_et_al_2016,CG.2.13 Plot 2,M1603
depthseries,Nam_et_al_2016,CG.2.13 Plot 3,M1604
depthseries,Nam_et_al_2016,CG.2.13 Plot 4,M1605
depthseries,Nam_et_al_2016,CG.2.13 Plot 5,M1606
depthseries,Nam_et_al_2016,CG.2.13 Plot 6,M1607
depthseries,Nam_et_al_2016,CG.2.14 Plot 1,M1608
depthseries,Nam_et_al_2016,CG.2.14 Plot 2,M1609
depthseries,Nam_et_al_2016,CG.2.14 Plot 3,M1610
depthseries,Nam_et_al_2016,CG.2.14 Plot 4,M1611
depthseries,Nam_et_al_2016,CG.2.14 Plot 5,M1612
depthseries,Nam_et_al_2016,CG.2.14 Plot 6,M1613
depthseries,Nam_et_al_2016,CG.3.13 Plot 1,M1614
depthseries,Nam_et_al_2016,CG.3.13 Plot 2,M1615
depthseries,Nam_et_al_2016,CG.3.13 Plot 3,M1616
depthseries,Nam_et_al_2016,CG.3.13 Plot 4,M1617
depthseries,Nam_et_al_2016,CG.3.13 Plot 5,M1618
depthseries,Nam_et_al_2016,CG.3.13 Plot 6,M1619
depthseries,Nam_et_al_2016,CG.3.14 Plot 1,M1620
depthseries,Nam_et_al_2016,CG.3.14 Plot 2,M1621
depthseries,Nam_et_al_2016,CG.3.14 Plot 3,M1622
depthseries,Nam_et_al_2016,CG.3.14 Plot 4,M1623
depthseries,Nam_et_al_2016,CG.3.14 Plot 5,M1624
depthseries,Nam_et_al_2016,CG.3.14 Plot 6,M1625
depthseries,Nam_et_al_2016,KV.1.18 Plot 1,M1626
depthseries,Nam_et_al_2016,KV.1.18 Plot 2,M1627
depthseries,Nam_et_al_2016,KV.1.18 Plot 3,M1628
depthseries,Nam_et_al_2016,KV.1.18 Plot 4,M1629
depthseries,Nam_et_al_2016,KV.1.18 Plot 5,M1630
depthseries,Nam_et_al_2016,KV.1.18 Plot 6,M1631
depthseries,Nam_et_al_2016,KV.1.19 Plot 1,M1632
depthseries,Nam_et_al_2016,KV.1.19 Plot 2,M1633
depthseries,Nam_et_al_2016,KV.1.19 Plot 3,M1634
depthseries,Nam_et_al_2016,KV.1.19 Plot 4,M1635
depthseries,Nam_et_al_2016,KV.1.19 Plot 5,M1636
depthseries,Nam_et_al_2016,KV.1.19 Plot 6,M1637
depthseries,Nam_et_al_2016,KV.1.20 Plot 1,M1638
depthseries,Nam_et_al_2016,KV.1.20 Plot 2,M1639
depthseries,Nam_et_al_2016,KV.1.20 Plot 3,M1640
depthseries,Nam_et_al_2016,KV.1.20 Plot 4,M1641
depthseries,Nam_et_al_2016,KV.1.20 Plot 5,M1642
depthseries,Nam_et_al_2016,KV.1.20 Plot 6,M1643
depthseries,Nam_et_al_2016,KV.2.18 Plot 1,M1644
depthseries,Nam_et_al_2016,KV.2.18 Plot 2,M1645
depthseries,Nam_et_al_2016,KV.2.18 Plot 3,M1646
depthseries,Nam_et_al_2016,KV.2.18 Plot 4,M1647
depthseries,Nam_et_al_2016,KV.2.18 Plot 5,M1648
depthseries,Nam_et_al_2016,KV.2.18 Plot 6,M1649
depthseries,Nam_et_al_2016,KV.2.19 Plot 1,M1650
depthseries,Nam_et_al_2016,KV.2.19 Plot 2,M1651
depthseries,Nam_et_al_2016,KV.2.19 Plot 3,M1652
depthseries,Nam_et_al_2016,KV.2.19 Plot 4,M1653
depthseries,Nam_et_al_2016,KV.2.19 Plot 5,M1654
depthseries,Nam_et_al_2016,KV.2.19 Plot 6,M1655
depthseries,Nam_et_al_2016,KV.2.20 Plot 1,M1656
depthseries,Nam_et_al_2016,KV.2.20 Plot 2,M1657
depthseries,Nam_et_al_2016,KV.2.20 Plot 3,M1658
depthseries,Nam_et_al_2016,KV.2.20 Plot 4,M1659
depthseries,Nam_et_al_2016,KV.2.20 Plot 5,M1660
depthseries,Nam_et_al_2016,KV.2.20 Plot 6,M1661
depthseries,Nam_et_al_2016,KV.3.18 Plot 1,M1662
depthseries,Nam_et_al_2016,KV.3.18 Plot 2,M1663
depthseries,Nam_et_al_2016,KV.3.18 Plot 3,M1664
depthseries,Nam_et_al_2016,KV.3.18 Plot 4,M1665
depthseries,Nam_et_al_2016,KV.3.18 Plot 5,M1666
depthseries,Nam_et_al_2016,KV.3.18 Plot 6,M1667
depthseries,Nam_et_al_2016,KV.3.19 Plot 1,M1668
depthseries,Nam_et_al_2016,KV.3.19 Plot 2,M1669
depthseries,Nam_et_al_2016,KV.3.19 Plot 3,M1670
depthseries,Nam_et_al_2016,KV.3.19 Plot 4,M1671
depthseries,Nam_et_al_2016,KV.3.19 Plot 5,M1672
depthseries,Nam_et_al_2016,KV.3.19 Plot 6,M1673
depthseries,Nam_et_al_2016,KV.3.20 Plot 1,M1674
depthseries,Nam_et_al_2016,KV.3.20 Plot 2,M1675
depthseries,Nam_et_al_2016,KV.3.20 Plot 3,M1676
depthseries,Nam_et_al_2016,KV.3.20 Plot 4,M1677
depthseries,Nam_et_al_2016,KV.3.20 Plot 5,M1678
depthseries,Nam_et_al_2016,KV.3.20 Plot 6,M1679
depthseries,Sanborn_and_Coxson_2020,BC14-22,391
depthseries,Sanborn_and_Coxson_2020,BC14-23,392
depthseries,Sanborn_and_Coxson_2020,BC14-25,393
depthseries,Sanborn_and_Coxson_2020,BC14-26,394
depthseries,Sanborn_and_Coxson_2020,BC14-27,395
depthseries,Sanborn_and_Coxson_2020,BC14-28,396
depthseries,Sanborn_and_Coxson_2020,BC14-29,397
depthseries,Sanborn_and_Coxson_2020,BC14-30,398
depthseries,Sanborn_and_Coxson_2020,BC14-31,399
depthseries,Sanborn_and_Coxson_2020,BC17-08,400
depthseries,Sanborn_and_Coxson_2020,BC17-09,401
depthseries,Sanborn_and_Coxson_2020,BC17-10,402
depthseries,Sanborn_and_Coxson_2020,BC17-11,403
depthseries,Sanborn_and_Coxson_2020,BC17-12,404
depthseries,Sanborn_and_Coxson_2020,BC17-13,405
depthseries,Sanborn_and_Coxson_2020,BC17-14,406
depthseries,Sanborn_and_Coxson_2020,BC17-15,407
depthseries,Sanborn_and_Coxson_2020,BC17-16,408
depthseries,Sanborn_and_Coxson_2020,BC17-17,409
depthseries,Sanborn_and_Coxson_2020,BC17-18,410
depthseries,Sanborn_and_Coxson_2020,BC17-19,411
depthseries,Sanborn_and_Coxson_2020,BC17-20,412
depthseries,Sanborn_and_Coxson_2020,BC17-21,413
depthseries,Sanborn_and_Coxson_2020,BC17-22,414
depthseries,Sanborn_and_Coxson_2020,BC17-23,415
depthseries,Sanborn_and_Coxson_2020,BC17-24,416
depthseries,Sanborn_and_Coxson_2020,BC17-25,417
depthseries,Sanborn_and_Coxson_2020,BC17-26,418
depthseries,Sanborn_and_Coxson_2020,BC17-27,419
depthseries,Sanborn_and_Coxson_2020,BC17-28,420
depthseries,Sanborn_and_Coxson_2020,BC17-29,421
depthseries,Sanborn_and_Coxson_2020,BC17-30,422
depthseries,Sanborn_and_Coxson_2020,BC17-31,423
depthseries,Poppe_and_Rybczyk_2018,Mud,Mud_1G
depthseries,Poppe_and_Rybczyk_2018,1,1_2J
depthseries,Poppe_and_Rybczyk_2018,2,2_3F
depthseries,Poppe_and_Rybczyk_2018,3,3_4F
depthseries,Poppe_and_Rybczyk_2018,4,4_5B
depthseries,Poppe_and_Rybczyk_2018,5,5_5F
depthseries,Poppe_and_Rybczyk_2018,6,6_5J
depthseries,Poppe_and_Rybczyk_2019,HM5,HM5_1
depthseries,Poppe_and_Rybczyk_2019,HM5,HM5_2
depthseries,Poppe_and_Rybczyk_2019,LM5,LM5_3
depthseries,Poppe_and_Rybczyk_2019,LM5,LM5_4
depthseries,Poppe_and_Rybczyk_2019,TF,TF_5A
depthseries,Poppe_and_Rybczyk_2019,TF,TF_5B
depthseries,Poppe_and_Rybczyk_2019,HM1,HM1_7
depthseries,Poppe_and_Rybczyk_2019,HM1,HM1_8
depthseries,Poppe_and_Rybczyk_2019,LM1,LM1_9
depthseries,Poppe_and_Rybczyk_2019,LM1,LM1_10
depthseries,Poppe_and_Rybczyk_2019,HM3,HM3_11
depthseries,Poppe_and_Rybczyk_2019,HM3,HM3_20
depthseries,Poppe_and_Rybczyk_2019,LM3,LM3_13
depthseries,Poppe_and_Rybczyk_2019,LM3,LM3_16
depthseries,Poppe_and_Rybczyk_2019,HM4,HM4_21
depthseries,Poppe_and_Rybczyk_2019,HM4,HM4_22
depthseries,Poppe_and_Rybczyk_2019,LM4,LM4_23
depthseries,Poppe_and_Rybczyk_2019,LM4,LM4_24
depthseries,Poppe_and_Rybczyk_2019,R1,25A
depthseries,Poppe_and_Rybczyk_2019,R1,25B
depthseries,Poppe_and_Rybczyk_2019,R2,26A
depthseries,Poppe_and_Rybczyk_2019,R2,26B
depthseries,Poppe_and_Rybczyk_2019,R3,27A
depthseries,Poppe_and_Rybczyk_2019,R3,27B
depthseries,Poppe_and_Rybczyk_2019,R4,28A
depthseries,Poppe_and_Rybczyk_2019,R4,28B
depthseries,Poppe_et_al_2019,Heron_Point,HP_A
depthseries,Poppe_et_al_2019,Heron_Point,HP_B
depthseries,Poppe_et_al_2019,Marysville_Mitigation,MA_A
depthseries,Poppe_et_al_2019,Marysville_Mitigation,MA_B
depthseries,Poppe_et_al_2019,North_Ebey,NE_A
depthseries,Poppe_et_al_2019,North_Ebey,NE_B
depthseries,Poppe_et_al_2019,Otter_Island,OI_A
depthseries,Poppe_et_al_2019,Otter_Island,OI_B
depthseries,Poppe_et_al_2019,Quilceda_Marsh,QM_A
depthseries,Poppe_et_al_2019,Quilceda_Marsh,QM_B
depthseries,Poppe_et_al_2019,Quilceda_Marsh,QM_C
depthseries,Poppe_et_al_2019,Smith_Island_City,SS_A
depthseries,Poppe_et_al_2019,Smith_Island_City,SS_B
depthseries,Poppe_et_al_2019,Spencer_Island,SP_A
depthseries,Poppe_et_al_2019,Spencer_Island,SP_B
depthseries,Poppe_et_al_2019,Union_Slough,US_A
depthseries,Poppe_et_al_2019,Union_Slough,US_B
depthseries,Poppe_et_al_2019,Qwuloolt,QW_A
depthseries,Poppe_et_al_2019,Qwuloolt,QW_B
depthseries,Poppe_et_al_2019,Smith_Island_County,SN_A
depthseries,Poppe_et_al_2019,Smith_Island_County,SN_B
depthseries,Poppe_et_al_2019,WDFW_Wetland,WW_A
depthseries,Poppe_et_al_2019,WDFW_Wetland,WW_B
depthseries,Poppe_et_al_2019,WDFW_Forest,WF_A
depthseries,Poppe_et_al_2019,WDFW_Forest,WF_B
depthseries,Peck_et_al_2020,Alsea,ABOR1309_01PU
depthseries,Peck_et_al_2020,Alsea,ABOR1309_02PU
depthseries,Peck_et_al_2020,Alsea,ABOR1309_03PU
depthseries,Peck_et_al_2020,Alsea,ABOR1309_04PU
depthseries,Peck_et_al_2020,Alsea,ABOR1702_01PU
depthseries,Peck_et_al_2020,Alsea,ABOR1702_02PU
depthseries,Peck_et_al_2020,Alsea,ABOR1702_03PU
depthseries,Peck_et_al_2020,Alsea,ABOR1702_04PU
depthseries,Peck_et_al_2020,Alsea,ABOR1702_05PU
depthseries,Peck_et_al_2020,Alsea,ABOR1702_06PU
depthseries,Peck_et_al_2020,Alsea,ABOR1702_07PU
depthseries,Peck_et_al_2020,Alsea,ABOR1702_08PU
depthseries,Peck_et_al_2020,Alsea,ABOR1702_09PU
depthseries,Peck_et_al_2020,Coquille,CMOR1706_01PU
depthseries,Peck_et_al_2020,Coquille,CMOR1706_02PU
depthseries,Peck_et_al_2020,Coquille,CMOR1706_03PU
depthseries,Peck_et_al_2020,Coquille,CMOR1706_04PU
depthseries,Peck_et_al_2020,Coquille,CMOR1706_05PU
depthseries,Peck_et_al_2020,Coquille,CMOR1706_06PU
depthseries,Peck_et_al_2020,Coquille,CMOR1706_07PU
depthseries,Peck_et_al_2020,Coquille,CMOR1706_08PU
depthseries,Peck_et_al_2020,Coquille,CMOR1706_09PU
depthseries,Peck_et_al_2020,Coquille,CMOR1706_10PU
depthseries,Peck_et_al_2020,Tillamook,MID.A009
depthseries,Peck_et_al_2020,Nehalem,NBOR1606_01PU
depthseries,Peck_et_al_2020,Nehalem,NBOR1606_02PU
depthseries,Peck_et_al_2020,Nehalem,NBOR1606_03PU
depthseries,Peck_et_al_2020,Nehalem,NBOR1606_04PU
depthseries,Peck_et_al_2020,Nehalem,NBOR1606_05PU
depthseries,Peck_et_al_2020,Nehalem,NBOR1606_06PU
depthseries,Peck_et_al_2020,Nehalem,NBOR1606_07PU
depthseries,Peck_et_al_2020,Nehalem,NBOR1606_08PU
depthseries,Peck_et_al_2020,Nehalem,NBOR1609_01PU
depthseries,Peck_et_al_2020,Nehalem,NBOR1609_02PU
depthseries,Peck_et_al_2020,Nehalem,NBOR1609_03PU
depthseries,Peck_et_al_2020,Nehalem,NBOR1609_04PU
depthseries,Peck_et_al_2020,Tillamook,NOR.A004
depthseries,Peck_et_al_2020,Tillamook,NS-CR.A073
depthseries,Peck_et_al_2020,Netarts,NTOR1009_01PU
depthseries,Peck_et_al_2020,Netarts,NTOR1009_02PU
depthseries,Peck_et_al_2020,Netarts,NTOR1009_03PU
depthseries,Peck_et_al_2020,Netarts,NTOR1009_04PU
depthseries,Peck_et_al_2020,Netarts,NTOR1709_01PU
depthseries,Peck_et_al_2020,Netarts,NTOR1709_02PU
depthseries,Peck_et_al_2020,Netarts,NTOR1709_03PU
depthseries,Peck_et_al_2020,Netarts,NTOR1709_04PU
depthseries,Peck_et_al_2020,Netarts,NTOR1802_01PU
depthseries,Peck_et_al_2020,Netarts,NTOR1802_02PU
depthseries,Peck_et_al_2020,Netarts,NTOR1802_03PU
depthseries,Peck_et_al_2020,Netarts,NTOR1802_04PU
depthseries,Peck_et_al_2020,Netarts,NTOR1802_05PU
depthseries,Peck_et_al_2020,Netarts,NTOR1802_06PU
depthseries,Peck_et_al_2020,Netarts,NTOR1802_07PU
depthseries,Peck_et_al_2020,Netarts,NTOR1802_08PU
depthseries,Peck_et_al_2020,Netarts,NTOR1802_09PU
depthseries,Peck_et_al_2020,Netarts,NTOR1802_10PU
depthseries,Peck_et_al_2020,Tillamook,SO.CR.A028
depthseries,Peck_et_al_2020,Salmon River,SROR1509_01PU
depthseries,Peck_et_al_2020,Salmon River,SROR1509_02PU
depthseries,Peck_et_al_2020,Salmon River,SROR1509_03PU
depthseries,Peck_et_al_2020,Salmon River,SROR1509_04PU
depthseries,Peck_et_al_2020,Salmon River,SROR1809_01PU
depthseries,Peck_et_al_2020,Salmon River,SROR1809_02PU
depthseries,Peck_et_al_2020,Salmon River,SROR1809_03PU
depthseries,Peck_et_al_2020,Salmon River,SROR1809_04PU
depthseries,Peck_et_al_2020,Tillamook,TBOR1504_01PU
depthseries,Peck_et_al_2020,Tillamook,TBOR1504_02PU
depthseries,Peck_et_al_2020,Tillamook,TBOR1504_03PU
depthseries,Peck_et_al_2020,Tillamook,TBOR1504_04PU
depthseries,Peck_et_al_2020,Tillamook,TBOR1504_05PU
depthseries,Peck_et_al_2020,Tillamook,TBOR1504_06PU
depthseries,Peck_et_al_2020,Youngs Bay,WY01S
depthseries,Peck_et_al_2020,Youngs Bay,WY03S
depthseries,Peck_et_al_2020,Youngs Bay,WY04S
depthseries,Peck_et_al_2020,Youngs Bay,YBOR1502_01PU
depthseries,Peck_et_al_2020,Youngs Bay,YBOR1502_02PU
depthseries,Peck_et_al_2020,Youngs Bay,YBOR1502_03PU
depthseries,Peck_et_al_2020,Youngs Bay,YBOR1502_04PU
depthseries,Peck_et_al_2020,Youngs Bay,YBOR1502_05PU
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_1
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_2
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_3
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_4
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_5
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_6
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_7
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_8
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_9
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_10
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_11
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_12
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_13
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_14
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_15
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_16
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_17
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_18
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_19
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_20
