"study_id","site_id","core_id","sample_id","DEPTH","DEPTH_FLAG","dry_bulk_density","BULK_DEN_DBF_FLAG","fraction_carbon"
"Nahlik_and_Fennessey_2017","NWCA11-OH-3019","NWCA11-OH-3019-4881","NWCA11-OH-3019-1-11-OH-139-001-3",56,"TEXTURE - \SILT LOAM\""; STRUCTURE - WEAK, VERY COARSE, COARSE GRANULAR""",0.21,NA,23.06
"Nahlik_and_Fennessey_2017","NWCA11-OH-3019","NWCA11-OH-3019-4881","NWCA11-OH-3019-1-11-OH-139-001-4",70,"TEXTURE - \SILT LOAM\""; STRUCTURE - WEAK, MEDIUM COARSE PREDOMINANT SUBANGULAR BLOCKY""",0.25,NA,23.06
"Nahlik_and_Fennessey_2017","NWCA11-WI-1001","NWCA11-WI-1001-4887","NWCA11-WI-1001-1-11-WI-029-001-1",29,"APPROXIMATELY 2% SNAIL SHELL AND SHELL FRAGMENTS",0.31,NA,21.91
"Nahlik_and_Fennessey_2017","NWCA11-WI-1001","NWCA11-WI-1001-4887","NWCA11-WI-1001-1-11-WI-029-001-2",60,"APPROXIMATELY 2% SNAIL SHELL AND SHELL FRAGMENTS",1.21,NA,8.12
"Nahlik_and_Fennessey_2017","NWCA11-WI-1001","NWCA11-WI-1001-4887","NWCA11-WI-1001-1-11-WI-029-001-3",80,"MORE CLAYEY THAN ??",NA,NA,9.26
"Nahlik_and_Fennessey_2017","NWCA11-WI-1006","NWCA11-WI-1006-4888","NWCA11-WI-1006-1-11-WI-039-001-1",20,NA,0.12,NA,42.4
"Nahlik_and_Fennessey_2017","NWCA11-WI-1006","NWCA11-WI-1006-4888","NWCA11-WI-1006-1-11-WI-039-001-2",85,NA,0.1,NA,36.89
"Nahlik_and_Fennessey_2017","NWCA11-WI-1006","NWCA11-WI-1006-4888","NWCA11-WI-1006-1-11-WI-039-001-3",130,NA,NA,NA,7.05
"Nahlik_and_Fennessey_2017","NWCA11-WI-1009","NWCA11-WI-1009-4890","NWCA11-WI-1009-1-11-WI-071-001-1",43,NA,0.35,NA,24.66
"Nahlik_and_Fennessey_2017","NWCA11-WI-1009","NWCA11-WI-1009-4890","NWCA11-WI-1009-1-11-WI-071-001-2",60,NA,NA,NA,3.46
"Nahlik_and_Fennessey_2017","NWCA11-WI-1009","NWCA11-WI-1009-4890","NWCA11-WI-1009-1-11-WI-071-001-3",100,"GRAVEL SIZED COARSE FRAGMENTS - THIS PIT WAS DESCRIBED N OF NE CORNER DUE TO >25CM OF WATER AT SE CORNER - ALL REMAINING PIT LOCATIONS IN AA UNDER ABOUT 25 CM OF WATER - PIT A ONLY SOIL SAMPLEABLE AREA - SEE PHOTO WITH SOIL PHOTOS.  SEE NOTE ABOVE.",NA,NA,3.53
"Nahlik_and_Fennessey_2017","NWCA11-WI-1010","NWCA11-WI-1010-4891","NWCA11-WI-1010-1-11-WI-039-002-1",17,"2VF-FSBK",0.15,NA,42.74
"Nahlik_and_Fennessey_2017","NWCA11-WI-1010","NWCA11-WI-1010-4891","NWCA11-WI-1010-1-11-WI-039-002-2",63,"2FSBK",0.19,NA,43.59
"Nahlik_and_Fennessey_2017","NWCA11-WI-1010","NWCA11-WI-1010-4891","NWCA11-WI-1010-1-11-WI-039-002-3",90,"2M-CSBK",NA,NA,40.7
"Nahlik_and_Fennessey_2017","NWCA11-WI-1010","NWCA11-WI-1010-4891","NWCA11-WI-1010-1-11-WI-039-002-4",130,"MASSIVE",NA,NA,45.39
"Nahlik_and_Fennessey_2017","NWCA11-WI-1011","NWCA11-WI-1011-4892","NWCA11-WI-1011-1-11-WI-071-003-1",32,NA,0.16,NA,42.75
"Nahlik_and_Fennessey_2017","NWCA11-WI-1011","NWCA11-WI-1011-4892","NWCA11-WI-1011-1-11-WI-071-003-4",80,"2-7% GRAVEL SIZED COARSE FRAGMENTS",1.75,NA,3.69
"Nahlik_and_Fennessey_2017","NWCA11-WI-1011","NWCA11-WI-1011-4892","NWCA11-WI-1011-1-11-WI-071-003-5",130,"2-7% GRAVEL SIZED COARSE FRAGMENTS",NA,NA,3.91
"Nahlik_and_Fennessey_2017","NWCA11-WI-1018","NWCA11-WI-1018-4893","NWCA11-WI-1018-1-11-WI-083-001-1",20,"3FSBK",0.75,NA,7.93
"Nahlik_and_Fennessey_2017","NWCA11-WI-1018","NWCA11-WI-1018-4893","NWCA11-WI-1018-1-11-WI-083-001-2",38,"3UF-FSBK",1.24,NA,2.35
"Nahlik_and_Fennessey_2017","NWCA11-WI-1018","NWCA11-WI-1018-4893","NWCA11-WI-1018-1-11-WI-083-001-3",80,"5YR 6/3 SI COATINGS OF PED FACES-2CPL",1.31,NA,3.91
"Nahlik_and_Fennessey_2017","NWCA11-WI-1018","NWCA11-WI-1018-4893","NWCA11-WI-1018-1-11-WI-083-001-4",110,NA,NA,NA,2.01
"Nahlik_and_Fennessey_2017","NWCA11-WI-1018","NWCA11-WI-1018-4893","NWCA11-WI-1018-1-11-WI-083-001-5",125,"DEPTH OBTAINED WITH BUCKET AUGER-GRINDING OF SIL DESTORYED MOTTLE FEATURES C3 HORIZON",NA,NA,2.99
"Nahlik_and_Fennessey_2017","NWCA11-WI-1037","NWCA11-WI-1037-4894","NWCA11-WI-1037-1-11-WI-061-001-1",10,"ROOTS OF REED CANARY GRASS.",0.15,NA,36.58
"Nahlik_and_Fennessey_2017","NWCA11-WI-1037","NWCA11-WI-1037-4894","NWCA11-WI-1037-1-11-WI-061-001-2",63,NA,0.29,NA,34.68
"Nahlik_and_Fennessey_2017","NWCA11-WI-1037","NWCA11-WI-1037-4894","NWCA11-WI-1037-1-11-WI-061-001-3",95,NA,NA,NA,44.12
"Nahlik_and_Fennessey_2017","NWCA11-WI-1045","NWCA11-WI-1045-4895","NWCA11-WI-1045-1-11-WI-061-002-1",10,NA,0.52,NA,14.04
"Nahlik_and_Fennessey_2017","NWCA11-WI-1045","NWCA11-WI-1045-4895","NWCA11-WI-1045-1-11-WI-061-002-2",47,NA,1.48,NA,0.52
"Nahlik_and_Fennessey_2017","NWCA11-WI-1045","NWCA11-WI-1045-4895","NWCA11-WI-1045-1-11-WI-061-002-3",62,NA,1.66,NA,2.66
"Nahlik_and_Fennessey_2017","NWCA11-WI-1045","NWCA11-WI-1045-4895","NWCA11-WI-1045-1-11-WI-061-002-4",85,"ADDED DEPTH DIFFICULT DUE TO ROCKY CONDITIONS.",NA,NA,3.93
"Nahlik_and_Fennessey_2017","NWCA11-WI-1050","NWCA11-WI-1050-4896","NWCA11-WI-1050-1-11-WI-039-003-1",42,NA,0.94,"Db inconsistent with layer position , g/cc",40.3
"Nahlik_and_Fennessey_2017","NWCA11-WI-1050","NWCA11-WI-1050-4896","NWCA11-WI-1050-1-11-WI-039-003-2",115,NA,0.14,"Db inconsistent with layer position , g/cc",5.08
"Nahlik_and_Fennessey_2017","NWCA11-WI-1050","NWCA11-WI-1050-4896","NWCA11-WI-1050-1-11-WI-039-003-3",130,NA,NA,NA,4.69
"Nahlik_and_Fennessey_2017","NWCA11-WI-1054","NWCA11-WI-1054-4897","NWCA11-WI-1054-1-11-WI-039-004-1",10,"SEDIMENTATION OVER ORGANIC SULFUR SMELL AT 118 CM",0.56,NA,6.64
"Nahlik_and_Fennessey_2017","NWCA11-WI-1054","NWCA11-WI-1054-4897","NWCA11-WI-1054-1-11-WI-039-004-2",38,NA,0.81,NA,6.48
"Nahlik_and_Fennessey_2017","NWCA11-WI-1054","NWCA11-WI-1054-4897","NWCA11-WI-1054-1-11-WI-039-004-3",66,"MAY HAVE BEEN PLOWED A LONG TIME AGO TO MAKE ABRUPT BOUNDRY",0.31,"Db inconsistent with layer position , g/cc",34.78
"Nahlik_and_Fennessey_2017","NWCA11-WI-1054","NWCA11-WI-1054-4897","NWCA11-WI-1054-1-11-WI-039-004-4",118,"MORE WOODY PIECES IN ORGANIC DEPOSIT",NA,NA,36.86
"Nahlik_and_Fennessey_2017","NWCA11-WI-1065","NWCA11-WI-1065-4898","NWCA11-WI-1065-1-11-WI-009-003-2",31,NA,1.52,NA,0.05
"Nahlik_and_Fennessey_2017","NWCA11-WI-1065","NWCA11-WI-1065-4898","NWCA11-WI-1065-1-11-WI-009-003-3",54,NA,1.49,"Db inconsistent with layer position , g/cc",0.04
"Nahlik_and_Fennessey_2017","NWCA11-WI-1065","NWCA11-WI-1065-4898","NWCA11-WI-1065-1-11-WI-009-003-4",68,NA,1.53,NA,0.07
"Nahlik_and_Fennessey_2017","NWCA11-WI-1065","NWCA11-WI-1065-4898","NWCA11-WI-1065-1-11-WI-009-003-5",85,NA,NA,NA,2.41
"Nahlik_and_Fennessey_2017","NWCA11-WI-1065","NWCA11-WI-1065-4898","NWCA11-WI-1065-1-11-WI-009-003-6",130,NA,NA,NA,4.09
"Nahlik_and_Fennessey_2017","NWCA11-WI-1070","NWCA11-WI-1070-4899","NWCA11-WI-1070-1-11-WI-071-005-1",25,NA,0.14,NA,41.99
"Nahlik_and_Fennessey_2017","NWCA11-WI-1070","NWCA11-WI-1070-4899","NWCA11-WI-1070-1-11-WI-071-005-2",70,NA,0.25,NA,34.11
"Nahlik_and_Fennessey_2017","NWCA11-WI-1070","NWCA11-WI-1070-4899","NWCA11-WI-1070-1-11-WI-071-005-3",125,"HIGHER UNRUBBED FIBER CONTENT",NA,NA,48.47
"Nahlik_and_Fennessey_2017","NWCA11-1245","NWCA11-1245-4911","NWCA11-1245-1-11-FL-115-001-1",28,NA,0.47,NA,8.62
"Nahlik_and_Fennessey_2017","NWCA11-1245","NWCA11-1245-4911","NWCA11-1245-1-11-FL-115-001-2",60,"MAX DEPTH DUE TO SOIL SLUMPING",1.91,NA,0.75
"Nahlik_and_Fennessey_2017","NWCA11-1278","NWCA11-1278-4912","NWCA11-1278-1-11-FL-075-001-1",11,NA,0.85,NA,1.67
"Nahlik_and_Fennessey_2017","NWCA11-1278","NWCA11-1278-4912","NWCA11-1278-1-11-FL-075-001-2",44,NA,1.56,NA,0.68
"Nahlik_and_Fennessey_2017","NWCA11-1280","NWCA11-1280-4913","NWCA11-1280-1-11-FL-031-001-1",58,NA,0.21,NA,32.43
"Nahlik_and_Fennessey_2017","NWCA11-1280","NWCA11-1280-4913","NWCA11-1280-1-11-FL-031-001-2",85,"PIT NOT COMPLETED TO 125 BC OF HIGH WATER TABLE.",0.22,NA,33.64
"Nahlik_and_Fennessey_2017","NWCA11-1291","NWCA11-1291-4915","NWCA11-1291-1-11-FL-037-002-1",36,NA,0.95,"Db inconsistent with layer position, g/cc",7.8
"Nahlik_and_Fennessey_2017","NWCA11-1291","NWCA11-1291-4915","NWCA11-1291-1-11-FL-037-002-2",72,NA,0.37,"Db inconsistent with layer position, g/cc",1.22
"Nahlik_and_Fennessey_2017","NWCA11-1292","NWCA11-1292-4916","NWCA11-1292-1-11-FL-109-002-1",90,NA,0.34,NA,6.26
"Nahlik_and_Fennessey_2017","NWCA11-1300","NWCA11-1300-4917","NWCA11-1300-1-11-FL-129-001-2",32,"BULK/CHEM COLLECTED FOR HORIZON 1 AND 2 TOGETHER. VERY FEW GRAINS OF SAND; OF SAND PRESENT ALL MAKED. NO DISTINCT OR PROMINENT FEATURES. COLOR OF MOST EVIDENT 10YR 2 2.",0.42,NA,11.23
"Nahlik_and_Fennessey_2017","NWCA11-1300","NWCA11-1300-4917","NWCA11-1300-1-11-FL-129-001-3",92,"MARINE DEPOSITS.",1.13,NA,1.03
"Nahlik_and_Fennessey_2017","NWCA11-1305","NWCA11-1305-4918","NWCA11-1305-1-11-FL-009-003-1",10,NA,0.52,NA,6.01
"Nahlik_and_Fennessey_2017","NWCA11-1305","NWCA11-1305-4918","NWCA11-1305-1-11-FL-009-003-2",33,NA,1.4,NA,0.83
"Nahlik_and_Fennessey_2017","NWCA11-1305","NWCA11-1305-4918","NWCA11-1305-1-11-FL-009-003-3",95,NA,1.36,NA,0.49
"Nahlik_and_Fennessey_2017","NWCA11-1316","NWCA11-1316-4921","NWCA11-1316-1-11-FL-051-002-1",9,NA,0.25,NA,23.2
"Nahlik_and_Fennessey_2017","NWCA11-1316","NWCA11-1316-4921","NWCA11-1316-1-11-FL-051-002-2",57,NA,1.37,NA,0.93
"Nahlik_and_Fennessey_2017","NWCA11-1316","NWCA11-1316-4921","NWCA11-1316-1-11-FL-051-002-3",120,NA,1.46,NA,0.12
"Nahlik_and_Fennessey_2017","NWCA11-1316","NWCA11-1316-4921","NWCA11-1316-1-11-FL-051-002-4",125,"POSSIBLY MARL? PHOTOGRAPH TAKEN.",NA,NA,1.7
"Nahlik_and_Fennessey_2017","NWCA11-1308","NWCA11-1308-4922","NWCA11-1308-1-11-FL-129-002-1",38,NA,0.14,NA,38.83
"Nahlik_and_Fennessey_2017","NWCA11-1308","NWCA11-1308-4922","NWCA11-1308-1-11-FL-129-002-2",82,NA,0.19,NA,27.69
"Nahlik_and_Fennessey_2017","NWCA11-1321","NWCA11-1321-4923","NWCA11-1321-1-11-FL-009-004-1",28,NA,1.14,NA,0.08
"Nahlik_and_Fennessey_2017","NWCA11-1321","NWCA11-1321-4923","NWCA11-1321-1-11-FL-009-004-2",43,NA,1.58,"Db inconsistent with layer position, g/cc",0
"Nahlik_and_Fennessey_2017","NWCA11-1321","NWCA11-1321-4923","NWCA11-1321-1-11-FL-009-004-3",119,NA,1.43,NA,0.08
"Nahlik_and_Fennessey_2017","NWCA11-1321","NWCA11-1321-4923","NWCA11-1321-1-11-FL-009-004-4",125,"MOST EVIDENT FEATURE: WHITE STRIPE.  SEE PHOTO.",NA,NA,2.37
"Nahlik_and_Fennessey_2017","NWCA11-1322","NWCA11-1322-4924","NWCA11-1322-1-11-FL-037-001-1",65,NA,1.24,NA,3.73
"Nahlik_and_Fennessey_2017","NWCA11-1322","NWCA11-1322-4924","NWCA11-1322-1-11-FL-037-001-2",125,NA,NA,NA,2.26
"Nahlik_and_Fennessey_2017","NWCA11-1324","NWCA11-1324-4925","NWCA11-1324-1-11-FL-021-003-1",20,"SAMPLES: OF A HORIZONS COMBINED",0.93,NA,2.51
"Nahlik_and_Fennessey_2017","NWCA11-1325","NWCA11-1325-4926","NWCA11-1325-1-11-FL-017-002-1",35,NA,0.29,NA,22.18
"Nahlik_and_Fennessey_2017","NWCA11-1325","NWCA11-1325-4926","NWCA11-1325-1-11-FL-017-002-2",75,NA,0.6,NA,6.52
"Nahlik_and_Fennessey_2017","NWCA11-1325","NWCA11-1325-4926","NWCA11-1325-1-11-FL-017-002-3",100,NA,NA,NA,11.69
"Nahlik_and_Fennessey_2017","NWCA11-1329","NWCA11-1329-4927","NWCA11-1329-1-11-FL-087-008-1",100,NA,0.99,NA,12.33
"Nahlik_and_Fennessey_2017","NWCA11-1336","NWCA11-1336-4928","NWCA11-1336-1-11-FL-029-003-1",10,NA,0.44,NA,5.42
"Nahlik_and_Fennessey_2017","NWCA11-1336","NWCA11-1336-4928","NWCA11-1336-1-11-FL-029-003-2",66,NA,1.09,NA,0.3
"Nahlik_and_Fennessey_2017","NWCA11-1336","NWCA11-1336-4928",NA,98,NA,1.42,NA,NA
"Nahlik_and_Fennessey_2017","NWCA11-1342","NWCA11-1342-4929","NWCA11-1342-1-11-FL-129-005-1",21,NA,0.26,NA,13.26
"Nahlik_and_Fennessey_2017","NWCA11-1342","NWCA11-1342-4929","NWCA11-1342-1-11-FL-129-005-2",36,NA,1.12,NA,1.65
"Nahlik_and_Fennessey_2017","NWCA11-1342","NWCA11-1342-4929","NWCA11-1342-1-11-FL-129-005-3",70,NA,1.3,NA,1.28
"Nahlik_and_Fennessey_2017","NWCA11-1608","NWCA11-1608-4950","NWCA11-1608-1-11-LA-113-001-1",125,NA,0.05,"outside of valid range (0.06-2.53 g/cc)",54.14
"Nahlik_and_Fennessey_2017","NWCA11-1608","NWCA11-1608-4951","NWCA11-1608-1-11-LA-113-009-1",116,NA,0.05,"outside of valid range (0.06-2.53 g/cc)",46.84
"Nahlik_and_Fennessey_2017","NWCA11-1608","NWCA11-1608-4951","NWCA11-1608-1-11-LA-113-009-2",125,NA,NA,NA,0.79
"Nahlik_and_Fennessey_2017","NWCA11-1610","NWCA11-1610-4952","NWCA11-1610-1-11-LA-057-005-1",45,NA,0.62,NA,5.18
"Nahlik_and_Fennessey_2017","NWCA11-1610","NWCA11-1610-4952","NWCA11-1610-1-11-LA-057-005-2",125,NA,0.73,NA,1.07
"Nahlik_and_Fennessey_2017","NWCA11-1612","NWCA11-1612-4953","NWCA11-1612-1-11-LA-023-001-1",23,NA,0.58,NA,3.27
"Nahlik_and_Fennessey_2017","NWCA11-1612","NWCA11-1612-4953","NWCA11-1612-1-11-LA-023-001-2",125,NA,0.4,NA,0.26
"Nahlik_and_Fennessey_2017","NWCA11-1631","NWCA11-1631-4957","NWCA11-1631-1-11-LA-093-001-1",8,NA,1.02,NA,3.19
"Nahlik_and_Fennessey_2017","NWCA11-1631","NWCA11-1631-4957","NWCA11-1631-1-11-LA-093-001-2",30,NA,0.96,NA,1.34
"Nahlik_and_Fennessey_2017","NWCA11-1631","NWCA11-1631-4957","NWCA11-1631-1-11-LA-093-001-3",125,NA,1.24,NA,0.92
"Nahlik_and_Fennessey_2017","NWCA11-1637","NWCA11-1637-4958","NWCA11-1637-1-11-LA-087-002-1",120,NA,0.4,NA,6.06
"Nahlik_and_Fennessey_2017","NWCA11-1345","NWCA11-1345-4962","NWCA11-1345-1-11-FL-115-002-1",10,NA,0.12,NA,52.74
"Nahlik_and_Fennessey_2017","NWCA11-1345","NWCA11-1345-4962","NWCA11-1345-1-11-FL-115-002-2",23,NA,0.18,NA,46.44
"Nahlik_and_Fennessey_2017","NWCA11-1345","NWCA11-1345-4962","NWCA11-1345-1-11-FL-115-002-3",64,NA,0.39,NA,18.18
"Nahlik_and_Fennessey_2017","NWCA11-1345","NWCA11-1345-4962","NWCA11-1345-1-11-FL-115-002-4",85,NA,NA,NA,1.44
"Nahlik_and_Fennessey_2017","NWCA11-1346","NWCA11-1346-4963","NWCA11-1346-1-11-FL-029-004-1",9,NA,0.4,NA,16.59
"Nahlik_and_Fennessey_2017","NWCA11-1346","NWCA11-1346-4963","NWCA11-1346-1-11-FL-029-004-2",41,NA,1.48,NA,0.52
"Nahlik_and_Fennessey_2017","NWCA11-1346","NWCA11-1346-4963","NWCA11-1346-1-11-FL-029-004-3",125,NA,1.43,NA,0.52
"Nahlik_and_Fennessey_2017","NWCA11-1348","NWCA11-1348-4964","NWCA11-1348-1-11-FL-086-005-1",70,NA,0.15,NA,35.62
"Nahlik_and_Fennessey_2017","NWCA11-1348","NWCA11-1348-4964","NWCA11-1348-1-11-FL-086-005-2",100,NA,NA,NA,17.94
"Nahlik_and_Fennessey_2017","NWCA11-1357","NWCA11-1357-4965","NWCA11-1357-1-11-FL-105-004-1",12,NA,0.37,NA,15.35
"Nahlik_and_Fennessey_2017","NWCA11-1357","NWCA11-1357-4965","NWCA11-1357-1-11-FL-105-004-2",25,NA,0.67,NA,2.63
"Nahlik_and_Fennessey_2017","NWCA11-1357","NWCA11-1357-4965","NWCA11-1357-1-11-FL-105-004-3",134,NA,0.61,NA,1.11
"Nahlik_and_Fennessey_2017","NWCA11-1359","NWCA11-1359-4966","NWCA11-1359-1-11-FL-071-002-1",28,NA,0.24,NA,20.28
"Nahlik_and_Fennessey_2017","NWCA11-1359","NWCA11-1359-4966","NWCA11-1359-1-11-FL-071-002-2",85,"MAX DEPTH 85CM DUE TO SOIL SLUMPING.",1.36,NA,0.39
"Nahlik_and_Fennessey_2017","NWCA11-1363","NWCA11-1363-4967","NWCA11-1363-1-11-FL-021-010-1",64,NA,0.2,NA,18.12
"Nahlik_and_Fennessey_2017","NWCA11-1363","NWCA11-1363-4967","NWCA11-1363-1-11-FL-021-010-2",100,"100 CM AS FAR AS WE COULD PULL SAMPLES FROM DUE TO WATER AND SLUMPING. SAND HIGH IN LOAM.",NA,NA,4.51
"Nahlik_and_Fennessey_2017","NWCA11-1365","NWCA11-1365-4968","NWCA11-1365-1-11-FL-127-002-1",53,NA,0.13,NA,47.86
"Nahlik_and_Fennessey_2017","NWCA11-1366","NWCA11-1366-4969","NWCA11-1366-1-11-FL-033-001-1",70,NA,1.35,NA,0.75
"Nahlik_and_Fennessey_2017","NWCA11-1366","NWCA11-1366-4969","NWCA11-1366-1-11-FL-033-001-2",88,NA,NA,NA,0.22
"Nahlik_and_Fennessey_2017","NWCA11-1368","NWCA11-1368-4970","NWCA11-1368-1-11-GA-179-001-2",NA,NA,1.21,NA,2.38
"Nahlik_and_Fennessey_2017","NWCA11-1368","NWCA11-1368-4971","NWCA11-1368-2-11-GA-179-007-1",55,"NO PHOTO TAKEN",NA,NA,6.88
"Nahlik_and_Fennessey_2017","NWCA11-1368","NWCA11-1368-4971","NWCA11-1368-2-11-GA-179-007-2",85,"NO PHOTO TAKEN",1.08,NA,1.84
"Nahlik_and_Fennessey_2017","NWCA11-1369","NWCA11-1369-4972","NWCA11-1369-1-11-GA-051-001-1",60,NA,0.36,NA,4.7
"Nahlik_and_Fennessey_2017","NWCA11-1370","NWCA11-1370-4973","NWCA11-1370-1-11-GA-127-001-2",125,NA,0.19,NA,5.1
"Nahlik_and_Fennessey_2017","NWCA11-1372","NWCA11-1372-4974","NWCA11-1372-1-11-GA-029-001-1",8,NA,1.02,NA,1.34
"Nahlik_and_Fennessey_2017","NWCA11-1372","NWCA11-1372-4974","NWCA11-1372-1-11-GA-029-001-2",60,NA,1.05,NA,0.76
"Nahlik_and_Fennessey_2017","NWCA11-1373","NWCA11-1373-4975","NWCA11-1373-1-11-GA-051-002-1",30,NA,1,NA,1.87
"Nahlik_and_Fennessey_2017","NWCA11-1373","NWCA11-1373-4975","NWCA11-1373-1-11-GA-051-002-2",60,NA,1.55,NA,0.67
"Nahlik_and_Fennessey_2017","NWCA11-1374","NWCA11-1374-4976","NWCA11-1374-1-11-GA-191-002-1",67,NA,1.16,NA,0.25
"Nahlik_and_Fennessey_2017","NWCA11-1376","NWCA11-1376-4977","NWCA11-1376-1-11-GA-179-002-1",26,NA,0.91,NA,1.56
"Nahlik_and_Fennessey_2017","NWCA11-1376","NWCA11-1376-4977","NWCA11-1376-1-11-GA-179-002-2",60,NA,1.06,NA,0.71
"Nahlik_and_Fennessey_2017","NWCA11-1377","NWCA11-1377-4978","NWCA11-1377-1-11-GA-039-001-1",125,NA,0.13,NA,19.44
"Nahlik_and_Fennessey_2017","NWCA11-1379","NWCA11-1379-4979","NWCA11-1379-1-11-GA-191-003-1",60,"ENTIRE AA COVERED IN WATER DEEPER THAN 0.25 METERS. SOIL TAKEN FROM CLOSEST POINT WITH WATER LESS THAN 0.25 METERS DEEP.",0.31,NA,7.09
"Nahlik_and_Fennessey_2017","NWCA11-1007","NWCA11-1007-5055","NWCA11-1007-1-11-AL-097-003-1",11,NA,0.81,NA,3.28
"Nahlik_and_Fennessey_2017","NWCA11-1007","NWCA11-1007-5055","NWCA11-1007-1-11-AL-097-003-2",38,NA,1.2,NA,2.2
"Nahlik_and_Fennessey_2017","NWCA11-1007","NWCA11-1007-5055","NWCA11-1007-1-11-AL-097-003-3",90,"SANDY LOAM",1.8,NA,0.24
"Nahlik_and_Fennessey_2017","NWCA11-1007","NWCA11-1007-5055","NWCA11-1007-1-11-AL-097-003-4",127,NA,NA,NA,0.17
"Nahlik_and_Fennessey_2017","NWCA11-1009","NWCA11-1009-5059","NWCA11-1009-1-11-AL-003-004-1",8,NA,0.05,"outside of valid range (0.06-2.53 g/cc)",22.31
"Nahlik_and_Fennessey_2017","NWCA11-1009","NWCA11-1009-5059","NWCA11-1009-1-11-AL-003-004-2",24,NA,0.06,"g/cc",18.94
"Nahlik_and_Fennessey_2017","NWCA11-1009","NWCA11-1009-5059","NWCA11-1009-1-11-AL-003-004-3",64,NA,0.12,NA,7.26
"Nahlik_and_Fennessey_2017","NWCA11-1009","NWCA11-1009-5059","NWCA11-1009-1-11-AL-003-004-4",85,NA,NA,NA,28.36
"Nahlik_and_Fennessey_2017","NWCA11-1009","NWCA11-1009-5059","NWCA11-1009-1-11-AL-003-004-5",103,NA,NA,NA,14.95
"Nahlik_and_Fennessey_2017","NWCA11-1015","NWCA11-1015-5060","NWCA11-1015-1-11-AL-003-009-2",19,NA,0.41,NA,6.84
"Nahlik_and_Fennessey_2017","NWCA11-1015","NWCA11-1015-5060","NWCA11-1015-1-11-AL-003-009-3",35,NA,0.38,NA,9.08
"Nahlik_and_Fennessey_2017","NWCA11-1023","NWCA11-1023-5061","NWCA11-1023-1-11-AL-003-013-1",8,"BULK DENSITY AND CHEMISTRY SAMPLES WERE COLLECTED USING THE TUBE SAMPLER. AFTER 3+ ATTEMPTS, WE WERE UNABLE TO COLLECT BULK DENSITY CORES DUE TO COMPACTION AND DIFFICULTY EXTRACTING COMPLETE CORES FROM THE TUBE.",NA,NA,9.99
"Nahlik_and_Fennessey_2017","NWCA11-1023","NWCA11-1023-5061","NWCA11-1023-1-11-AL-003-013-2",16,NA,NA,NA,22.23
"Nahlik_and_Fennessey_2017","NWCA11-1023","NWCA11-1023-5061","NWCA11-1023-1-11-AL-003-013-3",38,NA,NA,NA,10.57
"Nahlik_and_Fennessey_2017","NWCA11-1023","NWCA11-1023-5061","NWCA11-1023-1-11-AL-003-013-4",55,NA,NA,NA,16.78
"Nahlik_and_Fennessey_2017","NWCA11-1023","NWCA11-1023-5061","NWCA11-1023-1-11-AL-003-013-5",70,NA,NA,NA,25.64
"Nahlik_and_Fennessey_2017","NWCA11-1023","NWCA11-1023-5061","NWCA11-1023-1-11-AL-003-013-6",88,NA,NA,NA,21.16
"Nahlik_and_Fennessey_2017","NWCA11-1035","NWCA11-1035-5062","NWCA11-1035-1-11-AL-003-018-1",10,NA,0.03,"outside of valid range (0.06-2.53 g/cc)",32.8
"Nahlik_and_Fennessey_2017","NWCA11-1035","NWCA11-1035-5062","NWCA11-1035-1-11-AL-003-018-3",26,NA,0.03,"outside of valid range (0.06-2.53 g/cc)",33.1
"Nahlik_and_Fennessey_2017","NWCA11-1035","NWCA11-1035-5062","NWCA11-1035-1-11-AL-003-018-5",43,NA,0.05,"outside of valid range (0.06-2.53 g/cc)",21.4
"Nahlik_and_Fennessey_2017","NWCA11-1035","NWCA11-1035-5062","NWCA11-1035-1-11-AL-003-018-6",56,NA,0.04,"outside of valid range (0.06-2.53 g/cc)",31.56
"Nahlik_and_Fennessey_2017","NWCA11-1035","NWCA11-1035-5062","NWCA11-1035-1-11-AL-003-018-7",86,NA,0.04,"outside of valid range (0.06-2.53 g/cc)",11.96
"Nahlik_and_Fennessey_2017","NWCA11-2416","NWCA11-2416-5091","NWCA11-2416-1-11-SC-067-002-1",8,NA,0.49,NA,10.95
"Nahlik_and_Fennessey_2017","NWCA11-2416","NWCA11-2416-5091","NWCA11-2416-1-11-SC-067-002-2",75,NA,0.87,NA,2.25
"Nahlik_and_Fennessey_2017","NWCA11-2417","NWCA11-2417-5094","NWCA11-2417-1-11-SC-085-001-1",12,NA,0.45,NA,5.94
"Nahlik_and_Fennessey_2017","NWCA11-2417","NWCA11-2417-5094","NWCA11-2417-1-11-SC-085-001-2",71,NA,0.78,NA,2.83
"Nahlik_and_Fennessey_2017","NWCA11-2417","NWCA11-2417-5094","NWCA11-2417-1-11-SC-085-001-3",112,NA,1.03,NA,0.43
"Nahlik_and_Fennessey_2017","NWCA11-1953","NWCA11-1953-5098","NWCA11-1953-1-11-MS-047-002-2",121,NA,0.79,NA,1.61
"Nahlik_and_Fennessey_2017","NWCA11-1946","NWCA11-1946-5100","NWCA11-1946-1-11-MS-059-001-1",42,NA,0.46,NA,16.56
"Nahlik_and_Fennessey_2017","NWCA11-1946","NWCA11-1946-5100","NWCA11-1946-1-11-MS-059-001-2",120,"INUNDATED",0.14,NA,38.39
