study_id,site_id,core_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter,fraction_carbon,method_id
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_12_2017,0,15,BB_12_2017_y_a,NA,0.1987281399046105,0.1017,single set of methods
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_12_2017,0,15,BB_12_2017_z_a,NA,0.2239540607054964,0.0849,single set of methods
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_12_2017,15,30,BB_12_2017_w_b,0.416,NA,NA,single set of methods
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_12_2017,15,30,BB_12_2017_w_b,0.406,NA,NA,single set of methods
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_12_2017,15,30,BB_12_2017_yy_b,NA,0.1776,NA,single set of methods
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_12_2017,15,30,BB_12_2017_w_b,0.375,0.2566,NA,single set of methods
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_12_2017,15,30,BB_12_2017_x_b,NA,0.2389251997095134,NA,single set of methods
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_12_2017,15,30,BB_12_2017_y_b,0.525,0.15353535353535366,NA,single set of methods
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_12_2017,15,30,BB_12_2017_z_b,NA,0.21616420782552917,NA,single set of methods
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_13_2017,0,15,BB_13_2017_w_a,0.371,NA,NA,single set of methods
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_13_2017,0,15,BB_13_2017_w_a,0.381,NA,NA,single set of methods
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_13_2017,0,15,BB_13_2017_w_a,0.372,NA,NA,single set of methods
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_13_2017,0,15,BB_13_2017_x_a,NA,0.1561040693795865,0.122,single set of methods
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_13_2017,0,15,BB_13_2017_y_a,NA,0.31293706293706286,0.111,single set of methods
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_13_2017,0,15,BB_13_2017_z_a,NA,0.3219633943427621,0.1183,single set of methods
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_13_2017,15,30,BB_13_2017_zz_b,NA,0.31579999999999997,NA,single set of methods
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_13_2017,15,30,BB_13_2017_w_b,0.454,0.156,NA,single set of methods
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_13_2017,15,30,BB_13_2017_x_b,0.602,0.14439655172413782,NA,single set of methods
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_13_2017,15,30,BB_13_2017_y_b,0.591,0.12682308180088775,NA,single set of methods
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_13_2017,15,30,BB_13_2017_z_b,NA,0.29430379746835444,NA,single set of methods
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_14_2017,0,15,BB_14_2017_w_a,0.442,NA,NA,single set of methods
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_14_2017,0,15,BB_14_2017_x_a,0.542151,0.20519316022799244,0.07719999999999999,single set of methods
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_14_2017,0,15,BB_14_2017_y_a,NA,0.1745014245014244,0.076,single set of methods
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_14_2017,0,15,BB_14_2017_z_a,NA,0.18224932249322484,0.0732,single set of methods
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_14_2017,15,30,BB_14_2017_w_b,0.429,NA,NA,single set of methods
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_14_2017,15,30,BB_14_2017_w_b,0.414,NA,NA,single set of methods
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_14_2017,15,30,BB_14_2017_zz_b,NA,0.18760000000000002,NA,single set of methods
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_14_2017,15,30,BB_14_2017_w_b,0.39,0.1989,NA,single set of methods
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_14_2017,15,30,BB_14_2017_x_b,0.550421,0.19595083152566878,NA,single set of methods
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_14_2017,15,30,BB_14_2017_y_b,0.541,0.1876876876876877,NA,single set of methods
StLaurent_et_al_2020,Blackbird Creek Reserve,BB_14_2017,15,30,BB_14_2017_z_b,0.571,0.17696044413601672,NA,single set of methods
