study_id,site_id,core_id,method_id,depth_min,depth_max,cs137_activity,cs137_activity_se,cs137_unit,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,pb210_unit,fraction_sand,fraction_silt
Quafisi_et_al_2024,WASH,701,single set of methods,24,26,14.56,1.56,bequerelsPerKilogram,175.18,36.98,218.16,36.67,bequerelsPerKilogram,0.92,0.08
Quafisi_et_al_2024,WASH,701,single set of methods,26,28,14.59,1.31,bequerelsPerKilogram,128.39,33.29,199.32,33.22,bequerelsPerKilogram,0.89,0.11
Quafisi_et_al_2024,WASH,701,single set of methods,28,30,13.28,1.58,bequerelsPerKilogram,95.55,27.11,148.9,26.44,bequerelsPerKilogram,0.91,0.09
Quafisi_et_al_2024,WASH,701,single set of methods,30,32,20.44,1.59,bequerelsPerKilogram,135.02,31.64,185.65,31.56,bequerelsPerKilogram,0.91,0.09
Quafisi_et_al_2024,WASH,701,single set of methods,32,34,20.7,1.2,bequerelsPerKilogram,62.87,17.32,95.68,17.23,bequerelsPerKilogram,0.94,0.06
Quafisi_et_al_2024,WASH,701,single set of methods,34,36,17.51,1.2,bequerelsPerKilogram,67.1,17.79,100.82,17.76,bequerelsPerKilogram,0.94,0.06
Quafisi_et_al_2024,WASH,701,single set of methods,36,38,21.52,1.21,bequerelsPerKilogram,45.26,14.15,74.43,14.11,bequerelsPerKilogram,0.94,0.06
Quafisi_et_al_2024,WASH,701,single set of methods,38,40,22.9,1.16,bequerelsPerKilogram,23.92,11.54,52.22,11.1,bequerelsPerKilogram,0.95,0.05
Quafisi_et_al_2024,WASH,701,single set of methods,40,42,17.53,0.84,bequerelsPerKilogram,15.87,8.43,40.9,8.41,bequerelsPerKilogram,0.94,0.06
Quafisi_et_al_2024,WASH,701,single set of methods,42,44,15.73,0.43,bequerelsPerKilogram,19.17,7.07,41.22,7.02,bequerelsPerKilogram,0.95,0.05
Quafisi_et_al_2024,WASH,701,single set of methods,44,46,11.42,0.76,bequerelsPerKilogram,2.66,6.85,21.91,6.19,bequerelsPerKilogram,0.96,0.04
Quafisi_et_al_2024,WASH,701,single set of methods,46,48,8.28,0.82,bequerelsPerKilogram,12.93,7.75,31.43,7.69,bequerelsPerKilogram,0.96,0.04
Quafisi_et_al_2024,WASH,701,single set of methods,48,50,4.7,0.7,bequerelsPerKilogram,15.86,7.22,30.4,7.03,bequerelsPerKilogram,0.96,0.04
Quafisi_et_al_2024,WASH,701,single set of methods,50,52,0,0,bequerelsPerKilogram,0,0,0,0,bequerelsPerKilogram,0.97,0.03
Quafisi_et_al_2024,WASH,701,single set of methods,52,54,2.65,0.69,bequerelsPerKilogram,4.32,6.24,16.83,6.11,bequerelsPerKilogram,0.97,0.03
Quafisi_et_al_2024,WASH,701,single set of methods,54,56,0.3,0.66,bequerelsPerKilogram,0,5.91,7.76,5.68,bequerelsPerKilogram,0.96,0.04
Quafisi_et_al_2024,WASH,701,single set of methods,56,58,0.81,0.66,bequerelsPerKilogram,5.41,7.26,26.48,7.05,bequerelsPerKilogram,0.94,0.06
Quafisi_et_al_2024,WASH,702,single set of methods,0,2,16.2,1.34,bequerelsPerKilogram,101.89,13.38,128.89,13.36,bequerelsPerKilogram,0.96,0.04
Quafisi_et_al_2024,WASH,702,single set of methods,2,4,19.48,1.07,bequerelsPerKilogram,37.07,7.23,59.67,7.04,bequerelsPerKilogram,0.98,0.02
Quafisi_et_al_2024,WASH,702,single set of methods,4,6,11.85,0.62,bequerelsPerKilogram,13.67,4.82,36.69,4.23,bequerelsPerKilogram,0.98,0.02
Quafisi_et_al_2024,WASH,702,single set of methods,6,8,3.87,0.53,bequerelsPerKilogram,0,3.44,18.93,3.35,bequerelsPerKilogram,0.98,0.02
Quafisi_et_al_2024,WASH,702,single set of methods,8,10,1.19,0.59,bequerelsPerKilogram,0.73,4.19,23.71,3.96,bequerelsPerKilogram,0.97,0.03
Quafisi_et_al_2024,WASH,702,single set of methods,10,12,1.36,0.74,bequerelsPerKilogram,0,5.07,20.15,4.99,bequerelsPerKilogram,0.98,0.02
Quafisi_et_al_2024,WASH,702,single set of methods,12,14,0.1,0.67,bequerelsPerKilogram,0,5.02,15.47,4.34,bequerelsPerKilogram,0.99,0.01
Quafisi_et_al_2024,WASH,702,single set of methods,14,16,0,0,bequerelsPerKilogram,2.17,4.07,20.49,3.97,bequerelsPerKilogram,0.98,0.02
Quafisi_et_al_2024,WASH,702,single set of methods,16,18,0,0,bequerelsPerKilogram,0,3.82,12.74,3.76,bequerelsPerKilogram,0.99,0.01
Quafisi_et_al_2024,WASH,703,single set of methods,0,2,25.67,1.33,bequerelsPerKilogram,84.67,12.17,105,11.5,bequerelsPerKilogram,0.95,0.05
Quafisi_et_al_2024,GRN,403_PF,single set of methods,0,2,0.05,0.1,becquerelsPerKilogram,0.45,1.23,0.73,1.22,becquerelsPerKilogram,0.76,0.24
Quafisi_et_al_2024,GRN,403_PF,single set of methods,2,4,0.06,0.1,becquerelsPerKilogram,0.41,1.22,0.73,1.22,becquerelsPerKilogram,0.74,0.26
Quafisi_et_al_2024,GRN,403_PF,single set of methods,4,6,0.06,0.09,becquerelsPerKilogram,0.38,1.17,0.71,1.17,becquerelsPerKilogram,0.72,0.28
Quafisi_et_al_2024,GRN,403_PF,single set of methods,6,8,0.07,0.09,becquerelsPerKilogram,0.22,0.95,0.57,0.95,becquerelsPerKilogram,0.52,0.48
Quafisi_et_al_2024,GRN,403_PF,single set of methods,8,10,0.08,0.08,becquerelsPerKilogram,0.16,0.79,0.5,0.78,becquerelsPerKilogram,0.48,0.52
Quafisi_et_al_2024,GRN,403_PF,single set of methods,10,12,0.08,0.06,becquerelsPerKilogram,0.23,3.22,0.47,0.7,becquerelsPerKilogram,0.69,0.31
Quafisi_et_al_2024,GRN,403_PF,single set of methods,12,14,0.06,0.08,becquerelsPerKilogram,0.08,0.83,0.46,0.79,becquerelsPerKilogram,0.61,0.39
Quafisi_et_al_2024,GRN,403_PF,single set of methods,14,16,0.02,0.07,becquerelsPerKilogram,0,0.65,0.33,0.63,becquerelsPerKilogram,0.54,0.46
Quafisi_et_al_2024,GRN,403_PF,single set of methods,16,18,0.01,0.07,becquerelsPerKilogram,0.08,0.74,0.43,0.74,becquerelsPerKilogram,0.6,0.4
Quafisi_et_al_2024,GRN,403_PF,single set of methods,18,20,0,0.06,becquerelsPerKilogram,0.01,0.76,0.36,0.63,becquerelsPerKilogram,0.6,0.4
Quafisi_et_al_2024,GRN,403_PF,single set of methods,20,22,0,0,becquerelsPerKilogram,0.03,0.61,0.39,0.6,becquerelsPerKilogram,0.54,0.46
Quafisi_et_al_2024,GRN,403_PF,single set of methods,22,24,0,0,becquerelsPerKilogram,0.02,0.62,0.37,0.62,becquerelsPerKilogram,0.52,0.48
Quafisi_et_al_2024,GRN,403_PF,single set of methods,24,26,0,0,becquerelsPerKilogram,0,0.66,0.31,0.61,becquerelsPerKilogram,0.49,0.51
Quafisi_et_al_2024,GRN,403_PF,single set of methods,26,28,0,0,becquerelsPerKilogram,0,0.65,0.34,0.62,becquerelsPerKilogram,0.5,0.5
Quafisi_et_al_2024,GRN,403_PF,single set of methods,28,30,0,0,becquerelsPerKilogram,0.02,0.69,0.36,0.64,becquerelsPerKilogram,0.64,0.36
Quafisi_et_al_2024,GRN,403_PF,single set of methods,30,32,0,0,becquerelsPerKilogram,0.05,0.64,0.39,0.63,becquerelsPerKilogram,0.55,0.45
Quafisi_et_al_2024,GRN,403_PF,single set of methods,32,34,0,0,becquerelsPerKilogram,0.03,0.7,0.37,0.64,becquerelsPerKilogram,0.61,0.39
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,0,2,0.05,0.06,becquerelsPerKilogram,0.14,0.68,0.38,0.67,becquerelsPerKilogram,0.7,0.3
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,2,4,0.05,0.07,becquerelsPerKilogram,0.17,0.76,0.4,0.7,becquerelsPerKilogram,0.69,0.31
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,4,6,0.05,0.06,becquerelsPerKilogram,0.19,0.7,0.43,0.69,becquerelsPerKilogram,0.59,0.41
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,6,8,0.06,0.07,becquerelsPerKilogram,0.14,0.71,0.39,0.68,becquerelsPerKilogram,0.65,0.35
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,8,10,0.06,0.07,becquerelsPerKilogram,0.11,0.66,0.36,0.65,becquerelsPerKilogram,0.51,0.49
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,10,12,0.07,0.07,becquerelsPerKilogram,0.12,0.69,0.36,0.62,becquerelsPerKilogram,0.64,0.36
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,12,14,0.07,0.07,becquerelsPerKilogram,0.07,0.6,0.32,0.6,becquerelsPerKilogram,0.71,0.29
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,14,16,0.08,0.07,becquerelsPerKilogram,0.09,0.63,0.34,0.62,becquerelsPerKilogram,0.68,0.32
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,16,18,0.08,0.06,becquerelsPerKilogram,0.09,0.57,0.33,0.54,becquerelsPerKilogram,0.68,0.32
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,18,20,0.08,0.07,becquerelsPerKilogram,0.1,0.66,0.33,0.59,becquerelsPerKilogram,0.68,0.32
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,20,22,0.07,0.06,becquerelsPerKilogram,0.1,0.55,0.32,0.55,becquerelsPerKilogram,0.58,0.42
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,22,24,0.06,0.06,becquerelsPerKilogram,0.07,0.54,0.31,0.54,becquerelsPerKilogram,0.67,0.33
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,24,26,0.04,0.06,becquerelsPerKilogram,0.05,0.55,0.29,0.55,becquerelsPerKilogram,0.66,0.34
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,26,28,0.03,0.06,becquerelsPerKilogram,0.08,0.65,0.32,0.59,becquerelsPerKilogram,0.53,0.47
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,28,30,0.03,0.05,becquerelsPerKilogram,0.05,0.56,0.32,0.53,becquerelsPerKilogram,0.47,0.53
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,30,32,0.02,0.05,becquerelsPerKilogram,0.07,0.56,0.32,0.55,becquerelsPerKilogram,0.49,0.51
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,32,34,0.02,0.06,becquerelsPerKilogram,0.03,0.58,0.27,0.58,becquerelsPerKilogram,0.69,0.31
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,34,36,0.01,0.06,becquerelsPerKilogram,0,0.62,0.28,0.56,becquerelsPerKilogram,0.69,0.31
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,36,38,0.01,0.06,becquerelsPerKilogram,0,0.59,0.27,0.58,becquerelsPerKilogram,0.57,0.43
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,38,40,0.01,0.06,becquerelsPerKilogram,0,0.6,0.28,0.6,becquerelsPerKilogram,0.58,0.42
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,40,42,0.02,0.03,becquerelsPerKilogram,0.02,0.46,0.3,0.46,becquerelsPerKilogram,0.71,0.29
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,42,44,0.02,0.06,becquerelsPerKilogram,0,0.58,0.26,0.58,becquerelsPerKilogram,0.57,0.43
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,44,46,0.02,0.06,becquerelsPerKilogram,0.01,0.63,0.32,0.62,becquerelsPerKilogram,0.77,0.23
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,46,48,0.01,0.06,becquerelsPerKilogram,0.04,0.69,0.31,0.6,becquerelsPerKilogram,0.71,0.29
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,48,50,0.01,0.05,becquerelsPerKilogram,0.03,0.61,0.33,0.61,becquerelsPerKilogram,0.73,0.27
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,50,52,0.02,0.05,becquerelsPerKilogram,0.05,0.62,0.32,0.59,becquerelsPerKilogram,0.7,0.3
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,52,54,0,0.05,becquerelsPerKilogram,0.02,0.58,0.31,0.57,becquerelsPerKilogram,0.71,0.29
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,54,56,0.01,0.06,becquerelsPerKilogram,0.04,0.61,0.32,0.61,becquerelsPerKilogram,0.67,0.33
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,56,58,0,0.05,becquerelsPerKilogram,0.01,0.59,0.32,0.59,becquerelsPerKilogram,0.64,0.36
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,58,60,0.01,0.05,becquerelsPerKilogram,0.04,0.58,0.33,0.58,becquerelsPerKilogram,0.68,0.32
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,60,62,0,0,becquerelsPerKilogram,0.02,0.58,0.29,0.58,becquerelsPerKilogram,0.69,0.31
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,62,64,0,0,becquerelsPerKilogram,-0,0.61,0.27,0.58,becquerelsPerKilogram,0.74,0.26
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,64,66,0,0.06,becquerelsPerKilogram,0,0.64,0.27,0.62,becquerelsPerKilogram,0.72,0.28
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,66,68,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,0.77,0.23
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,68,70,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,0.68,0.32
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,70,72,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,0.77,0.23
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,72,74,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,0.75,0.25
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,74,76,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,0.7,0.3
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,76,78,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,0.8,0.2
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,78,80,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,0.75,0.25
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,80,82,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,0.79,0.21
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,82,84,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,0.81,0.19
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,84,86,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,0.76,0.24
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,86,88,0,0.05,becquerelsPerKilogram,0.02,0.53,0.2,0.48,becquerelsPerKilogram,0.82,0.18
Quafisi_et_al_2024,EGLND,601_PF,single set of methods,36,38,0.01,0.06,becquerelsPerKilogram,-0,0.59,0.27,0.58,becquerelsPerKilogram,0.57,0.43
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,0,2,0.05,0.07,becquerelsPerKilogram,0.48,1.65,0.59,1.64,becquerelsPerKilogram,0.91,0.09
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,2,4,0.06,0.07,becquerelsPerKilogram,0.32,1.31,0.45,1.3,becquerelsPerKilogram,0.81,0.19
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,4,6,0.08,0.07,becquerelsPerKilogram,0.45,1.66,0.6,1.66,becquerelsPerKilogram,0.65,0.35
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,6,8,0.11,0.09,becquerelsPerKilogram,0.42,1.67,0.59,1.67,becquerelsPerKilogram,0.83,0.17
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,8,10,0.12,0.06,becquerelsPerKilogram,0.41,1.6,0.59,1.6,becquerelsPerKilogram,0.68,0.32
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,10,12,0.12,0.09,becquerelsPerKilogram,0.38,1.72,0.59,1.68,becquerelsPerKilogram,0.88,0.12
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,12,14,0.13,0.07,becquerelsPerKilogram,0.35,1.56,0.56,1.53,becquerelsPerKilogram,0.88,0.12
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,14,16,0.12,0.08,becquerelsPerKilogram,0.26,1.29,0.45,1.29,becquerelsPerKilogram,0.8,0.2
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,16,18,0.14,0.09,becquerelsPerKilogram,0.29,1.34,0.47,1.34,becquerelsPerKilogram,0.91,0.09
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,18,20,0.13,0.09,becquerelsPerKilogram,0.21,1.14,0.39,1.14,becquerelsPerKilogram,0.87,0.13
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,20,22,0.15,0.09,becquerelsPerKilogram,0.14,1.01,0.33,1,becquerelsPerKilogram,0.87,0.13
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,22,24,0.12,0.09,becquerelsPerKilogram,0.14,1.12,0.37,1.11,becquerelsPerKilogram,0.87,0.13
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,24,26,0.09,0.08,becquerelsPerKilogram,0.11,1.14,0.37,1.13,becquerelsPerKilogram,0.82,0.18
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,26,28,0.03,0.07,becquerelsPerKilogram,0.13,1.26,0.39,1.18,becquerelsPerKilogram,0.71,0.29
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,28,30,0.04,0.07,becquerelsPerKilogram,0.07,1.07,0.34,1.05,becquerelsPerKilogram,0.85,0.15
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,30,32,0.05,0.08,becquerelsPerKilogram,0.19,1.31,0.43,1.29,becquerelsPerKilogram,0.82,0.18
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,32,34,0.04,0.08,becquerelsPerKilogram,0.11,1.15,0.37,1.15,becquerelsPerKilogram,0.65,0.35
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,34,36,0.01,0.08,becquerelsPerKilogram,0.14,1.19,0.36,1.13,becquerelsPerKilogram,0.79,0.21
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,36,38,0.01,0.07,becquerelsPerKilogram,0.11,1.08,0.32,1.02,becquerelsPerKilogram,0.75,0.25
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,38,40,0.03,0.07,becquerelsPerKilogram,0.11,1.08,0.33,1.07,becquerelsPerKilogram,0.76,0.24
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,40,42,0.02,0.06,becquerelsPerKilogram,0.15,1.16,0.39,1.15,becquerelsPerKilogram,0.84,0.16
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,42,44,0.01,0.08,becquerelsPerKilogram,0.09,1.14,0.35,1.12,becquerelsPerKilogram,0.79,0.21
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,44,46,0.01,0.05,becquerelsPerKilogram,0.09,0.95,0.32,0.95,becquerelsPerKilogram,0.8,0.2
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,46,48,0.01,0.07,becquerelsPerKilogram,0.06,0.98,0.3,0.98,becquerelsPerKilogram,0.82,0.18
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,48,50,0,0,becquerelsPerKilogram,0.05,1,0.3,0.94,becquerelsPerKilogram,0.84,0.16
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,50,52,0.01,0.06,becquerelsPerKilogram,0.07,0.95,0.3,0.93,becquerelsPerKilogram,0.81,0.19
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,52,54,0,0.05,becquerelsPerKilogram,0.02,0.79,0.25,0.79,becquerelsPerKilogram,0.73,0.27
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,54,56,0.01,0.07,becquerelsPerKilogram,0.11,1.06,0.33,1.06,becquerelsPerKilogram,0.8,0.2
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,56,58,0.01,0.06,becquerelsPerKilogram,0.03,0.84,0.25,0.83,becquerelsPerKilogram,0.71,0.29
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,22,24,0.13,0.09,becquerelsPerKilogram,0.15,1.19,0.39,1.18,becquerelsPerKilogram,0.87,0.13
Quafisi_et_al_2024,EGLND,603_PF,single set of methods,52,54,0.01,0.05,becquerelsPerKilogram,0.03,0.9,0.29,0.88,becquerelsPerKilogram,0.73,0.27
Quafisi_et_al_2024,TARB,102,single set of methods,62,64,NA,NA,NA,NA,NA,NA,NA,NA,0.61,0.39
Quafisi_et_al_2024,TARB,102,single set of methods,64,66,NA,NA,NA,NA,NA,NA,NA,NA,0.74,0.26
Quafisi_et_al_2024,TARB,102,single set of methods,66,68,NA,NA,NA,NA,NA,NA,NA,NA,0.91,0.09
Quafisi_et_al_2024,TARB,102,single set of methods,68,70,NA,NA,NA,NA,NA,NA,NA,NA,0.94,0.06
Quafisi_et_al_2024,TARB,102,single set of methods,70,72,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.02
Quafisi_et_al_2024,TARB,102,single set of methods,72,74,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.02
Quafisi_et_al_2024,TARB,102,single set of methods,74,76,NA,NA,NA,NA,NA,NA,NA,NA,0.97,0.03
Quafisi_et_al_2024,TARB,102,single set of methods,76,78,NA,NA,NA,NA,NA,NA,NA,NA,0.94,0.06
Quafisi_et_al_2024,TARB,102,single set of methods,78,80,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.16
Quafisi_et_al_2024,GRN,402,single set of methods,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0.52,0.48
Quafisi_et_al_2024,GRN,402,single set of methods,26,28,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.45
Quafisi_et_al_2024,GRN,402,single set of methods,28,30,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.4
Quafisi_et_al_2024,GRN,402,single set of methods,30,32,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.57
Quafisi_et_al_2024,GRN,402,single set of methods,32,34,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.54
Quafisi_et_al_2024,GRN,402,single set of methods,34,36,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.51
Quafisi_et_al_2024,GRN,402,single set of methods,36,38,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.47
Quafisi_et_al_2024,GRN,402,single set of methods,38,40,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.46
Quafisi_et_al_2024,GRN,402,single set of methods,40,42,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.46
Quafisi_et_al_2024,GRN,402,single set of methods,46,48,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.49
Quafisi_et_al_2024,GRN,403_PF,single set of methods,34,36,NA,NA,NA,NA,NA,NA,NA,NA,0.66,0.34
Quafisi_et_al_2024,GRN,403_PF,single set of methods,36,38,NA,NA,NA,NA,NA,NA,NA,NA,0.63,0.37
Quafisi_et_al_2024,GRN,403_PF,single set of methods,38,40,NA,NA,NA,NA,NA,NA,NA,NA,0.63,0.37
Quafisi_et_al_2024,GRN,403_PF,single set of methods,40,42,NA,NA,NA,NA,NA,NA,NA,NA,0.72,0.28
Quafisi_et_al_2024,GRN,403_PF,single set of methods,42,44,NA,NA,NA,NA,NA,NA,NA,NA,0.73,0.27
Quafisi_et_al_2024,GRN,403_PF,single set of methods,44,46,NA,NA,NA,NA,NA,NA,NA,NA,0.65,0.35
Quafisi_et_al_2024,GRN,403_PF,single set of methods,46,48,NA,NA,NA,NA,NA,NA,NA,NA,0.67,0.33
Quafisi_et_al_2024,GRN,403_PF,single set of methods,48,50,NA,NA,NA,NA,NA,NA,NA,NA,0.65,0.35
Quafisi_et_al_2024,GRN,403_PF,single set of methods,50,52,NA,NA,NA,NA,NA,NA,NA,NA,0.64,0.36
Quafisi_et_al_2024,GRN,403_PF,single set of methods,52,54,NA,NA,NA,NA,NA,NA,NA,NA,0.64,0.36
Quafisi_et_al_2024,GRN,403_PF,single set of methods,54,56,NA,NA,NA,NA,NA,NA,NA,NA,0.68,0.32
Quafisi_et_al_2024,GRN,403_PF,single set of methods,56,58,NA,NA,NA,NA,NA,NA,NA,NA,0.68,0.32
Quafisi_et_al_2024,GRN,403_PF,single set of methods,58,60,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.3
Quafisi_et_al_2024,GRN,403_PF,single set of methods,60,62,NA,NA,NA,NA,NA,NA,NA,NA,0.64,0.36
Quafisi_et_al_2024,GRN,403_PF,single set of methods,62,64,NA,NA,NA,NA,NA,NA,NA,NA,0.67,0.33
Quafisi_et_al_2024,GRN,403_PF,single set of methods,64,66,NA,NA,NA,NA,NA,NA,NA,NA,0.68,0.32
Quafisi_et_al_2024,GRN,403_PF,single set of methods,66,68,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.3
Quafisi_et_al_2024,GRN,403_PF,single set of methods,68,70,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.46
Quafisi_et_al_2024,GRN,403_PF,single set of methods,70,72,NA,NA,NA,NA,NA,NA,NA,NA,0.72,0.28
Quafisi_et_al_2024,GRN,403_PF,single set of methods,72,74,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.3
Quafisi_et_al_2024,GRN,403_PF,single set of methods,74,76,NA,NA,NA,NA,NA,NA,NA,NA,0.73,0.27
Quafisi_et_al_2024,GRN,403_PF,single set of methods,76,78,NA,NA,NA,NA,NA,NA,NA,NA,0.78,0.22
Quafisi_et_al_2024,GRN,403_PF,single set of methods,78,80,NA,NA,NA,NA,NA,NA,NA,NA,0.76,0.24
Quafisi_et_al_2024,GRN,403_PF,single set of methods,80,82,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0.25
Quafisi_et_al_2024,GRN,403_PF,single set of methods,82,84,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.3
Quafisi_et_al_2024,GRN,403_PF,single set of methods,84,86,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.3
Quafisi_et_al_2024,GRN,403_PF,single set of methods,86,88,NA,NA,NA,NA,NA,NA,NA,NA,0.69,0.31
Quafisi_et_al_2024,GRN,403_PF,single set of methods,88,90,NA,NA,NA,NA,NA,NA,NA,NA,0.73,0.27
Quafisi_et_al_2024,GRN,404,single set of methods,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0.76,0.24
Quafisi_et_al_2024,MC,201,single set of methods,48,50,NA,NA,NA,NA,NA,NA,NA,NA,0.89,0.11
Quafisi_et_al_2024,MC,202,single set of methods,36,38,NA,NA,NA,NA,NA,NA,NA,NA,0.67,0.33
Quafisi_et_al_2024,MC,202,single set of methods,38,40,NA,NA,NA,NA,NA,NA,NA,NA,0.72,0.28
Quafisi_et_al_2024,MC,202,single set of methods,40,42,NA,NA,NA,NA,NA,NA,NA,NA,0.68,0.32
Quafisi_et_al_2024,MC,202,single set of methods,42,44,NA,NA,NA,NA,NA,NA,NA,NA,0.72,0.28
Quafisi_et_al_2024,MC,202,single set of methods,44,46,NA,NA,NA,NA,NA,NA,NA,NA,0.72,0.28
Quafisi_et_al_2024,MC,202,single set of methods,46,48,NA,NA,NA,NA,NA,NA,NA,NA,0.65,0.35
Quafisi_et_al_2024,MC,202,single set of methods,48,50,NA,NA,NA,NA,NA,NA,NA,NA,0.65,0.35
