study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density_measured,dry_bulk_density_modeled,fraction_organic_matter,fraction_carbon_measured,fraction_carbon_modeled,cs137_activity,cs137_activity_se,total_pb210_activity,total_pb210_activity_se,pb214_activity,pb214_activity_se,excess_pb210_activity,excess_pb210_activity_se
Peck_et_al_2020,Netarts,NTOR1709_01PU,54,56,NA,0.45,0.14,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_01PU,56,58,NA,0.46,0.16,NA,0.045,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_01PU,58,60,NA,0.49,0.15,NA,0.042,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_01PU,60,62,NA,0.49,0.15,NA,0.041,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_01PU,62,64,NA,0.45,0.15,NA,0.042,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_01PU,64,66,NA,0.35,0.16,NA,0.045,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_01PU,66,74,NA,0.6,0.21,NA,0.059,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_01PU,74,75,NA,0.48,0.19,NA,0.054,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_01PU,75,76,NA,0.3,0.05,NA,0.015,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_01PU,76,77,NA,0.29,0.05,NA,0.014,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_01PU,77,78,NA,0.32,0.05,NA,0.014,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_01PU,78,79,NA,0.3,0.04,NA,0.012,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_01PU,79,80,NA,0.31,0.04,NA,0.011,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_01PU,80,81,NA,0.31,0.09,NA,0.025,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_01PU,81,82,NA,0.32,0.24,NA,0.068,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_01PU,82,83,NA,0.33,0.21,NA,0.061,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_01PU,83,84,NA,0.37,0.3,NA,0.086,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_01PU,84,85,NA,0.37,0.46,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_01PU,85,86,NA,0.39,0.45,NA,0.129,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_02PU,0,2,NA,0.18,0.39,NA,0.111,0.56,0.1,21.07,0.68,0.64,0.1,20.43,0.78
Peck_et_al_2020,Netarts,NTOR1709_02PU,2,4,NA,0.2,0.41,NA,0.117,0.38,0.1,15.83,0.51,0.91,0.12,14.93,0.63
Peck_et_al_2020,Netarts,NTOR1709_02PU,4,6,NA,0.26,0.37,NA,0.104,0.49,0.13,13.3,0.55,0.69,0.14,12.6,0.69
Peck_et_al_2020,Netarts,NTOR1709_02PU,6,8,NA,0.24,0.36,NA,0.104,1.28,0.14,11.03,0.45,0.77,0.12,10.26,0.58
Peck_et_al_2020,Netarts,NTOR1709_02PU,8,10,NA,0.25,0.31,NA,0.088,1.76,0.18,8.21,0.46,0.91,0.15,7.3,0.61
Peck_et_al_2020,Netarts,NTOR1709_02PU,10,12,0.23,0.22,0.35,NA,0.1,9.6,0.34,8.82,0.44,0.99,0.14,7.83,0.58
Peck_et_al_2020,Netarts,NTOR1709_02PU,12,14,0.37,0.29,0.33,NA,0.094,10.95,0.18,5.12,0.21,0.77,0.08,4.35,0.29
Peck_et_al_2020,Netarts,NTOR1709_02PU,14,16,0.49,0.32,0.19,NA,0.054,1.47,0.08,2.18,0.15,0.76,0.07,1.42,0.22
Peck_et_al_2020,Netarts,NTOR1709_02PU,16,18,0.49,0.34,0.21,NA,0.058,0.62,0.09,2.1,0.22,0.95,0.1,1.15,0.32
Peck_et_al_2020,Netarts,NTOR1709_02PU,18,20,0.39,0.35,0.27,NA,0.077,0.29,0.03,1.88,0.1,0.72,0.05,1.16,0.15
Peck_et_al_2020,Netarts,NTOR1709_02PU,20,22,0.53,0.42,0.2,NA,0.057,0.28,0.04,1.72,0.14,0.8,0.06,0.92,0.21
Peck_et_al_2020,Netarts,NTOR1709_02PU,22,24,0.49,0.46,0.16,NA,0.046,0.12,0.04,1.75,0.15,0.88,0.07,0.87,0.22
Peck_et_al_2020,Netarts,NTOR1709_02PU,24,26,0.52,0.46,0.19,NA,0.053,0.08,0.04,1.37,0.13,0.82,0.06,0.55,0.2
Peck_et_al_2020,Netarts,NTOR1709_02PU,26,28,0.47,0.46,0.22,NA,0.062,-0.02,0.02,1.53,0.16,0.85,0.07,0.68,0.23
Peck_et_al_2020,Netarts,NTOR1709_02PU,28,30,0.43,0.4,0.23,NA,0.065,-0.02,0.02,1.44,0.15,0.77,0.07,0.68,0.23
Peck_et_al_2020,Netarts,NTOR1709_02PU,30,32,0.45,0.45,0.23,NA,0.064,-0.02,0.02,1.39,0.09,0.81,0.05,0.58,0.14
Peck_et_al_2020,Netarts,NTOR1709_02PU,32,34,0.45,0.57,0.17,NA,0.048,-0.02,0.01,0.99,0.12,0.8,0.06,0.2,0.17
Peck_et_al_2020,Netarts,NTOR1709_02PU,34,36,0.69,0.62,0.15,NA,0.041,-0.01,0.01,1.06,0.11,1,0.06,0.06,0.16
Peck_et_al_2020,Netarts,NTOR1709_02PU,36,38,NA,0.64,0.15,NA,0.041,-0.01,0.01,0.98,0.11,1.1,0.06,0,0.17
Peck_et_al_2020,Netarts,NTOR1709_02PU,38,40,NA,0.7,0.13,NA,0.036,-0.01,0.01,1.15,0.12,0.94,0.06,0.22,0.18
Peck_et_al_2020,Netarts,NTOR1709_02PU,40,42,NA,0.72,0.12,NA,0.034,-0.01,0.01,0.91,0.11,1.04,0.06,0,0.16
Peck_et_al_2020,Netarts,NTOR1709_02PU,42,44,NA,0.73,0.12,NA,0.034,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_02PU,44,46,NA,0.73,0.11,NA,0.031,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_02PU,46,48,NA,0.71,0.12,NA,0.034,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_02PU,48,50,NA,0.75,0.11,NA,0.031,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_03PU,0,2,NA,0.28,0.4,NA,0.115,-0.05,0.05,19.59,0.57,0.59,0.12,19,0.69
Peck_et_al_2020,Netarts,NTOR1709_03PU,2,4,NA,0.25,0.51,NA,0.146,-0.05,0.05,23.68,0.68,0.75,0.12,22.93,0.8
Peck_et_al_2020,Netarts,NTOR1709_03PU,4,6,0.23,0.25,0.42,NA,0.121,0.44,0.12,14.43,0.56,0.74,0.14,13.69,0.7
Peck_et_al_2020,Netarts,NTOR1709_03PU,6,8,0.24,0.21,0.52,0.2252411729503291,0.149,1.38,0.15,13.41,0.56,0.43,0.12,12.98,0.68
Peck_et_al_2020,Netarts,NTOR1709_03PU,8,10,0.19,0.22,0.4,NA,0.115,1.73,0.14,10.09,0.41,0.64,0.11,9.46,0.52
Peck_et_al_2020,Netarts,NTOR1709_03PU,10,12,0.1,0.21,0.44,NA,0.124,6.43,0.29,10.21,0.48,0.42,0.13,9.8,0.61
Peck_et_al_2020,Netarts,NTOR1709_03PU,12,14,NA,0.22,0.32,NA,0.09,15.62,0.38,7.55,0.38,0.68,0.11,6.87,0.49
Peck_et_al_2020,Netarts,NTOR1709_03PU,14,16,0.45,0.25,0.28,NA,0.078,0.83,0.12,2.77,0.28,0.88,0.12,1.89,0.4
Peck_et_al_2020,Netarts,NTOR1709_03PU,16,18,0.33,0.33,0.3,NA,0.086,0.43,0.09,3.2,0.24,0.64,0.1,2.55,0.34
Peck_et_al_2020,Netarts,NTOR1709_03PU,18,20,0.6,0.44,0.12,NA,0.035,0.15,0.03,0.93,0.09,0.65,0.04,0.28,0.13
Peck_et_al_2020,Netarts,NTOR1709_03PU,20,22,0.34,0.35,0.22,NA,0.063,0.2,0.04,1.6,0.15,0.77,0.07,0.83,0.22
Peck_et_al_2020,Netarts,NTOR1709_03PU,22,24,0.33,0.35,0.31,NA,0.087,-0.02,0.02,1.22,0.16,0.66,0.07,0.57,0.23
Peck_et_al_2020,Netarts,NTOR1709_03PU,24,26,0.37,0.38,0.3,NA,0.085,-0.02,0.02,0.75,0.13,0.53,0.06,0.22,0.2
Peck_et_al_2020,Netarts,NTOR1709_03PU,26,28,0.48,0.42,0.27,NA,0.078,-0.02,0.02,0.93,0.17,0.58,0.07,0.36,0.24
Peck_et_al_2020,Netarts,NTOR1709_03PU,28,30,0.57,0.55,0.15,NA,0.042,-0.01,0.01,0.57,0.09,0.56,0.05,0.01,0.14
Peck_et_al_2020,Netarts,NTOR1709_03PU,30,32,0.3,0.38,0.29,NA,0.083,-0.02,0.02,0.79,0.15,0.76,0.08,0.03,0.22
Peck_et_al_2020,Netarts,NTOR1709_03PU,32,34,0.46,0.35,0.3,NA,0.086,-0.02,0.02,0.77,0.15,0.63,0.07,0.14,0.22
Peck_et_al_2020,Netarts,NTOR1709_03PU,34,36,0.28,0.35,0.37,NA,0.104,-0.03,0.03,0.66,0.15,0.7,0.08,0,0.23
Peck_et_al_2020,Netarts,NTOR1709_03PU,36,38,0.29,0.37,0.37,NA,0.104,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_03PU,38,40,NA,0.38,0.29,NA,0.082,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_03PU,40,42,NA,0.41,0.25,NA,0.072,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_03PU,42,44,NA,0.4,0.3,NA,0.086,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_03PU,44,46,NA,0.5,0.22,NA,0.062,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_03PU,46,48,NA,0.4,0.17,NA,0.048,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_03PU,48,50,NA,0.37,0.26,NA,0.075,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_04PU,0,2,0.44,0.24,0.21,NA,0.059,0.35,0.08,10.01,0.36,0.64,0.09,9.37,0.45
Peck_et_al_2020,Netarts,NTOR1709_04PU,2,4,0.29,0.25,0.38,NA,0.108,1.18,0.08,15.57,0.4,0.57,0.07,15,0.47
Peck_et_al_2020,Netarts,NTOR1709_04PU,4,6,0.33,0.25,0.41,NA,0.118,0.69,0.12,15.82,0.51,0.59,0.11,15.24,0.63
Peck_et_al_2020,Netarts,NTOR1709_04PU,6,8,0.27,0.27,0.41,NA,0.116,1.45,0.13,13.84,0.51,0.64,0.1,13.2,0.61
Peck_et_al_2020,Netarts,NTOR1709_04PU,8,10,0.19,0.29,0.4,NA,0.114,3.07,0.15,9.8,0.38,0.75,0.09,9.05,0.47
Peck_et_al_2020,Netarts,NTOR1709_04PU,10,12,0.29,0.32,0.34,NA,0.097,10.39,0.29,8.9,0.36,0.75,0.11,8.15,0.46
Peck_et_al_2020,Netarts,NTOR1709_04PU,12,14,0.3,0.36,0.32,NA,0.091,12.27,0.2,6.09,0.21,0.65,0.07,5.44,0.28
Peck_et_al_2020,Netarts,NTOR1709_04PU,14,16,0.37,0.36,0.24,NA,0.069,2.91,0.12,3.2,0.19,0.56,0.07,2.64,0.26
Peck_et_al_2020,Netarts,NTOR1709_04PU,16,18,0.28,0.46,0.3,NA,0.084,0.58,0.14,2.22,0.32,0.82,0.15,1.39,0.47
Peck_et_al_2020,Netarts,NTOR1709_04PU,18,20,0.72,0.45,0.13,NA,0.036,0.26,0.04,1.47,0.11,0.69,0.05,0.78,0.17
Peck_et_al_2020,Netarts,NTOR1709_04PU,20,22,0.39,0.4,0.25,NA,0.071,0.32,0.05,1.95,0.15,0.83,0.07,1.12,0.22
Peck_et_al_2020,Netarts,NTOR1709_04PU,22,24,0.45,0.51,0.21,NA,0.059,0.16,0.03,1.15,0.07,0.73,0.04,0.42,0.11
Peck_et_al_2020,Netarts,NTOR1709_04PU,24,26,0.81,0.61,0.1,NA,0.028,-0.01,0.01,0.68,0.09,0.66,0.05,0.02,0.13
Peck_et_al_2020,Netarts,NTOR1709_04PU,26,28,0.69,0.53,0.12,NA,0.034,-0.01,0.01,0.83,0.1,0.91,0.06,0,0.16
Peck_et_al_2020,Netarts,NTOR1709_04PU,28,30,0.71,0.45,0.13,NA,0.037,-0.01,0.01,0.92,0.1,0.87,0.06,0.06,0.17
Peck_et_al_2020,Netarts,NTOR1709_04PU,30,32,0.63,0.35,0.17,NA,0.048,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_04PU,32,34,NA,0.4,0.2,NA,0.058,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_04PU,34,36,NA,0.38,0.19,NA,0.053,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_04PU,36,38,NA,0.39,0.19,NA,0.053,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_04PU,38,40,NA,0.39,0.18,NA,0.051,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_04PU,40,42,NA,0.44,0.18,NA,0.051,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_04PU,42,44,NA,0.52,0.11,NA,0.032,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_04PU,44,46,NA,0.41,0.15,NA,0.042,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_04PU,46,48,NA,0.44,0.15,NA,0.044,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1709_04PU,48,50,NA,0.51,0.13,NA,0.037,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_01PU,0,2,0.18,0.24,0.46,NA,0.13,-0.05,0.05,20.67,1.16,0.69,0.15,19.98,1.32
Peck_et_al_2020,Netarts,NTOR1802_01PU,2,4,0.3,0.29,0.52,NA,0.149,-0.1,0.1,16.82,1.06,0.84,0.25,15.98,1.3
Peck_et_al_2020,Netarts,NTOR1802_01PU,4,6,0.36,0.3,0.44,NA,0.124,0.66,0.14,11.87,0.56,0.96,0.18,10.91,0.74
Peck_et_al_2020,Netarts,NTOR1802_01PU,6,8,0.33,0.25,0.44,NA,0.126,1.74,0.14,7.33,0.35,0.64,0.13,6.69,0.48
Peck_et_al_2020,Netarts,NTOR1802_01PU,8,10,NA,0.19,0.52,NA,0.149,6.08,0.27,7.06,0.55,0.8,0.16,6.26,0.71
Peck_et_al_2020,Netarts,NTOR1802_01PU,10,12,0.21,0.18,0.47,NA,0.133,21,0.54,5.82,0.43,-0.1,0.11,5.92,0.54
Peck_et_al_2020,Netarts,NTOR1802_01PU,12,14,NA,0.18,0.46,NA,0.132,18.04,0.44,4.64,0.36,-0.08,0.09,4.72,0.45
Peck_et_al_2020,Netarts,NTOR1802_01PU,14,16,0.26,0.23,0.35,NA,0.1,2.27,0.19,3.96,0.34,0.93,0.17,3.03,0.51
Peck_et_al_2020,Netarts,NTOR1802_01PU,16,18,0.19,0.3,0.38,NA,0.107,0.55,0.13,2.74,0.31,1.05,0.18,1.69,0.48
Peck_et_al_2020,Netarts,NTOR1802_01PU,18,20,0.3,0.36,0.34,NA,0.096,0.33,0.09,2,0.24,1.03,0.15,0.97,0.38
Peck_et_al_2020,Netarts,NTOR1802_01PU,20,22,0.44,0.42,0.27,NA,0.075,-0.05,0.05,1.82,0.27,1.19,0.17,0.63,0.43
Peck_et_al_2020,Netarts,NTOR1802_01PU,22,24,NA,0.38,0.3,NA,0.086,-0.05,0.05,1.06,0.26,1.18,0.17,0,0.43
Peck_et_al_2020,Netarts,NTOR1802_01PU,24,26,NA,0.35,0.35,NA,0.099,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_01PU,26,28,NA,0.35,0.33,NA,0.094,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_01PU,28,30,NA,0.31,0.46,NA,0.131,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_01PU,30,32,NA,0.35,0.4,NA,0.114,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_01PU,32,34,NA,0.41,0.31,NA,0.087,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_01PU,34,36,NA,0.44,0.28,NA,0.079,-0.02,0.02,0.87,0.16,1.42,0.13,0,0.29
Peck_et_al_2020,Netarts,NTOR1802_01PU,36,38,NA,0.47,0.24,NA,0.067,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_01PU,38,40,NA,0.47,0.2,NA,0.056,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_01PU,40,42,NA,0.47,0.2,NA,0.056,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_01PU,42,44,NA,0.39,0.22,NA,0.063,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_01PU,44,46,NA,0.34,0.29,NA,0.083,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_01PU,46,48,NA,0.4,0.29,NA,0.083,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_01PU,48,50,NA,0.51,0.16,NA,0.044,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_01PU,50,51,NA,0.58,0.12,NA,0.035,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_01PU,51,52,NA,0.64,0.09,NA,0.025,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_01PU,52,53,NA,0.61,0.09,NA,0.026,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_01PU,53,54,NA,0.69,0.1,NA,0.029,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_01PU,54,55,NA,0.86,0.06,NA,0.017,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_01PU,55,56,NA,0.95,0.04,NA,0.011,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_01PU,56,57,NA,0.94,0.05,NA,0.013,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_01PU,57,58,NA,0.96,0.04,NA,0.013,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_01PU,58,59,NA,1.01,0.04,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_01PU,59,60,NA,0.7,0.04,NA,0.012,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_01PU,60,61,NA,0.47,0.15,NA,0.043,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_01PU,61,62,NA,0.45,0.22,NA,0.063,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_01PU,62,63,NA,0.46,0.24,NA,0.067,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_01PU,63,64,NA,0.49,0.23,NA,0.065,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_01PU,64,65,NA,0.55,0.19,NA,0.055,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_01PU,65,66,NA,0.52,0.17,NA,0.049,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_02PU,0,2,0.3,0.33,0.45,0.20095113168724282,0.127,0.49,0.09,22.1,1.14,1.11,0.16,20.99,1.3
Peck_et_al_2020,Netarts,NTOR1802_02PU,2,4,0.21,0.36,0.41,NA,0.116,0.29,0.07,15.84,0.93,1.4,0.14,14.45,1.08
Peck_et_al_2020,Netarts,NTOR1802_02PU,4,6,0.37,0.39,0.32,NA,0.091,0.39,0.06,10.26,0.55,1.22,0.12,9.04,0.67
Peck_et_al_2020,Netarts,NTOR1802_02PU,6,8,0.34,0.34,0.34,NA,0.096,0.91,0.08,9.92,0.56,1.4,0.12,8.52,0.68
Peck_et_al_2020,Netarts,NTOR1802_02PU,8,10,0.37,0.34,0.29,NA,0.082,1.72,0.06,8.19,0.42,1.3,0.08,6.89,0.5
Peck_et_al_2020,Netarts,NTOR1802_02PU,10,12,0.34,0.29,0.26,NA,0.074,2.34,0.12,6.98,0.4,1.07,0.11,5.91,0.51
Peck_et_al_2020,Netarts,NTOR1802_02PU,12,14,0.26,0.22,0.25,NA,0.071,10.76,0.24,5.84,0.33,1.26,0.12,4.58,0.46
Peck_et_al_2020,Netarts,NTOR1802_02PU,14,16,0.38,0.31,0.25,NA,0.072,3.06,0.19,3.59,0.31,1.24,0.16,2.35,0.47
Peck_et_al_2020,Netarts,NTOR1802_02PU,16,18,0.34,0.35,0.23,NA,0.065,0.31,0.08,2.95,0.23,0.95,0.13,1.99,0.36
Peck_et_al_2020,Netarts,NTOR1802_02PU,18,20,0.34,0.35,0.23,NA,0.066,0.29,0.09,1.65,0.22,0.87,0.13,0.78,0.36
Peck_et_al_2020,Netarts,NTOR1802_02PU,20,22,0.36,0.32,0.27,NA,0.076,0.28,0.1,1.47,0.24,1.01,0.15,0.46,0.39
Peck_et_al_2020,Netarts,NTOR1802_02PU,22,24,NA,0.4,0.23,NA,0.065,0.39,0.09,0.97,0.19,1.09,0.13,0,0.33
Peck_et_al_2020,Netarts,NTOR1802_02PU,24,26,NA,0.37,0.22,NA,0.063,0.2,0.07,1.52,0.19,1.28,0.13,0.24,0.31
Peck_et_al_2020,Netarts,NTOR1802_02PU,26,28,NA,0.37,0.19,NA,0.054,0.21,0.06,0.8,0.16,1.15,0.12,0,0.28
Peck_et_al_2020,Netarts,NTOR1802_02PU,28,30,NA,0.37,0.22,NA,0.062,-0.04,0.04,0.91,0.18,0.87,0.12,0.04,0.31
Peck_et_al_2020,Netarts,NTOR1802_02PU,30,32,NA,0.34,0.3,NA,0.086,-0.04,0.04,0.47,0.21,1.51,0.16,0,0.37
Peck_et_al_2020,Netarts,NTOR1802_02PU,32,34,NA,0.34,0.31,NA,0.088,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_02PU,34,36,NA,0.32,0.36,NA,0.101,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_02PU,36,38,NA,0.38,0.27,NA,0.076,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_02PU,38,40,NA,0.39,0.26,NA,0.074,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_02PU,40,42,NA,0.34,0.26,NA,0.075,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_02PU,42,44,NA,0.41,0.23,NA,0.064,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_02PU,44,46,NA,0.44,0.18,NA,0.052,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_02PU,46,48,NA,0.37,0.27,NA,0.076,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_02PU,48,50,NA,0.4,0.22,NA,0.061,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_03PU,0,2,NA,0.58,0.09,NA,0.025,0.23,0.04,4.44,0.27,2.33,0.11,2.11,0.38
Peck_et_al_2020,Netarts,NTOR1802_03PU,2,4,NA,0.65,0.08,NA,0.023,0.2,0.03,3.48,0.16,2.14,0.07,1.34,0.23
Peck_et_al_2020,Netarts,NTOR1802_03PU,4,6,NA,0.74,0.07,NA,0.019,0.2,0.03,2.63,0.13,2.28,0.09,0.35,0.22
Peck_et_al_2020,Netarts,NTOR1802_03PU,6,8,NA,0.75,0.07,NA,0.019,0.19,0.04,2.64,0.13,2.18,0.1,0.46,0.23
Peck_et_al_2020,Netarts,NTOR1802_03PU,8,10,NA,0.76,0.07,NA,0.019,0.26,0.04,2.13,0.15,2.03,0.09,0.11,0.24
Peck_et_al_2020,Netarts,NTOR1802_03PU,10,12,NA,0.74,0.07,NA,0.019,0.2,0.03,1.88,0.12,2.02,0.09,0,0.21
Peck_et_al_2020,Netarts,NTOR1802_03PU,12,14,NA,0.72,0.07,NA,0.02,-0.01,0.01,1.59,0.11,2.16,0.09,0,0.2
Peck_et_al_2020,Netarts,NTOR1802_03PU,14,16,NA,0.65,0.08,NA,0.024,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_03PU,16,18,NA,0.74,0.07,NA,0.019,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_03PU,18,20,NA,0.75,0.06,NA,0.018,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_03PU,20,22,NA,0.75,0.06,0.016493220566518994,0.017,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_03PU,22,24,NA,0.68,0.06,NA,0.018,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_03PU,24,26,NA,0.66,0.08,NA,0.022,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_03PU,26,28,NA,0.63,0.08,NA,0.021,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_03PU,28,30,NA,0.62,0.07,NA,0.021,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_03PU,30,32,NA,0.63,0.07,NA,0.021,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_03PU,32,34,NA,0.6,0.06,NA,0.018,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_03PU,34,36,NA,0.52,0.09,NA,0.025,NA,NA,NA,NA,NA,NA,NA,NA
