study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density_measured,dry_bulk_density_modeled,fraction_organic_matter,fraction_carbon_measured,fraction_carbon_modeled,cs137_activity,cs137_activity_se,total_pb210_activity,total_pb210_activity_se,pb214_activity,pb214_activity_se,excess_pb210_activity,excess_pb210_activity_se
Peck_et_al_2020,Netarts,NTOR1802_03PU,36,38,NA,0.56,0.1,NA,0.027,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_03PU,38,40,NA,0.58,0.08,NA,0.022,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_03PU,40,42,NA,0.55,0.08,NA,0.024,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_03PU,42,44,NA,0.6,0.07,NA,0.021,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_03PU,44,46,NA,0.59,0.08,NA,0.023,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_03PU,46,48,NA,0.6,0.08,NA,0.021,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_03PU,48,50,NA,0.58,0.09,NA,0.024,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_04PU,0,2,NA,0.72,0.06,NA,0.017,0.22,0.03,3.56,0.15,2.12,0.09,1.44,0.24
Peck_et_al_2020,Netarts,NTOR1802_04PU,2,4,NA,0.75,0.06,NA,0.017,0.16,0.03,2.86,0.13,2.12,0.09,0.74,0.21
Peck_et_al_2020,Netarts,NTOR1802_04PU,4,6,NA,0.68,0.06,NA,0.018,0.2,0.04,2.93,0.14,1.91,0.09,1.02,0.23
Peck_et_al_2020,Netarts,NTOR1802_04PU,6,8,NA,0.68,0.06,NA,0.017,0.21,0.02,2.41,0.1,1.99,0.05,0.42,0.15
Peck_et_al_2020,Netarts,NTOR1802_04PU,8,10,NA,0.79,0.06,NA,0.017,0.17,0.03,2.05,0.12,1.88,0.08,0.16,0.2
Peck_et_al_2020,Netarts,NTOR1802_04PU,10,12,NA,0.92,0.05,NA,0.014,0.1,0.03,1.27,0.1,1.91,0.08,0,0.18
Peck_et_al_2020,Netarts,NTOR1802_04PU,12,14,NA,1.05,0.04,NA,0.011,0.09,0.02,0.88,0.08,1.49,0.07,0,0.15
Peck_et_al_2020,Netarts,NTOR1802_04PU,14,16,NA,1.15,0.04,NA,0.011,-0.01,0.01,0.84,0.08,1.63,0.07,0,0.16
Peck_et_al_2020,Netarts,NTOR1802_04PU,16,18,NA,1.22,0.03,NA,0.008,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_04PU,18,20,NA,1.18,0.03,NA,0.008,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_04PU,20,22,NA,0.96,0.03,NA,0.009,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_04PU,22,24,NA,0.82,0.04,NA,0.011,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_04PU,24,26,NA,0.67,0.07,NA,0.019,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_04PU,26,28,NA,0.58,0.08,NA,0.023,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_04PU,28,30,NA,0.57,0.08,NA,0.023,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_04PU,30,32,NA,0.56,0.09,NA,0.025,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_04PU,32,34,NA,0.58,0.09,NA,0.024,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_04PU,34,36,NA,0.68,0.06,NA,0.018,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_04PU,36,38,NA,1.11,0.02,NA,0.007,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_04PU,38,40,NA,1.27,0.02,NA,0.006,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_04PU,40,42,NA,1.33,0.02,NA,0.006,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_04PU,42,44,NA,1.32,0.02,0.005734348561759729,0.006,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_04PU,44,46,NA,0.86,0.04,NA,0.011,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_04PU,46,48,NA,0.59,0.07,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_04PU,48,50,NA,0.56,0.09,NA,0.025,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_05PU,0,2,0.27,0.26,0.48,NA,0.137,0.55,0.13,18.7,0.95,0.7,0.17,18,1.12
Peck_et_al_2020,Netarts,NTOR1802_05PU,2,4,0.3,0.3,0.5,0.23348898467432952,0.142,0.37,0.1,17,0.93,0.89,0.15,16.12,1.08
Peck_et_al_2020,Netarts,NTOR1802_05PU,4,6,0.32,0.34,0.45,NA,0.128,0.47,0.11,11.66,0.76,0.92,0.16,10.74,0.91
Peck_et_al_2020,Netarts,NTOR1802_05PU,6,8,0.31,0.35,0.41,NA,0.118,0.73,0.08,10.37,0.52,0.96,0.11,9.41,0.63
Peck_et_al_2020,Netarts,NTOR1802_05PU,8,10,0.34,0.33,0.35,NA,0.099,2.93,0.13,7.19,0.39,0.81,0.1,6.37,0.5
Peck_et_al_2020,Netarts,NTOR1802_05PU,10,12,0.42,0.34,0.28,NA,0.08,10.46,0.34,5.98,0.43,0.89,0.16,5.09,0.59
Peck_et_al_2020,Netarts,NTOR1802_05PU,14,16,0.39,0.49,0.21,NA,0.061,3.55,0.17,4,0.25,0.93,0.12,3.07,0.37
Peck_et_al_2020,Netarts,NTOR1802_05PU,16,18,0.37,0.45,0.16,NA,0.045,0.71,0.11,2.75,0.24,1.38,0.14,1.38,0.38
Peck_et_al_2020,Netarts,NTOR1802_05PU,18,20,0.67,0.52,0.21,NA,0.059,0.49,0.09,1.77,0.21,1.15,0.13,0.62,0.34
Peck_et_al_2020,Netarts,NTOR1802_05PU,20,22,NA,0.41,0.14,NA,0.039,0.24,0.06,1.13,0.16,1.13,0.1,0,0.27
Peck_et_al_2020,Netarts,NTOR1802_05PU,22,24,NA,0.4,0.24,NA,0.068,-0.04,0.04,-0.28,0.08,1.01,0.13,0,0.21
Peck_et_al_2020,Netarts,NTOR1802_05PU,24,26,NA,0.41,0.27,NA,0.078,-0.04,0.04,-0.34,0.1,0.87,0.14,0,0.25
Peck_et_al_2020,Netarts,NTOR1802_05PU,26,28,NA,0.45,0.25,NA,0.07,0.31,0.08,0.75,0.18,1.35,0.13,0,0.31
Peck_et_al_2020,Netarts,NTOR1802_05PU,28,30,NA,0.47,0.22,NA,0.063,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_05PU,30,32,NA,0.5,0.19,NA,0.054,0.09,0.04,0.62,0.11,1.78,0.1,0,0.22
Peck_et_al_2020,Netarts,NTOR1802_05PU,32,34,NA,0.49,0.17,NA,0.048,-0.01,0.01,-0.12,0.04,1.61,0.1,0,0.14
Peck_et_al_2020,Netarts,NTOR1802_05PU,34,36,NA,0.48,0.16,NA,0.047,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_05PU,36,38,NA,0.45,0.17,NA,0.049,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_05PU,38,40,NA,0.46,0.19,NA,0.054,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_05PU,40,42,NA,0.44,0.17,NA,0.049,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_05PU,42,44,NA,0.46,0.15,NA,0.044,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_05PU,44,46,NA,0.53,0.16,NA,0.045,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_05PU,46,48,NA,0.55,0.14,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_05PU,48,50,NA,0.55,0.13,NA,0.036,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_05PU,50,52,NA,0.54,0.13,NA,0.037,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_06PU,0,2,0.22,0.31,0.58,NA,0.166,0.42,0.17,20.51,0.8,0.41,0.18,20.1,0.99
Peck_et_al_2020,Netarts,NTOR1802_06PU,2,4,0.2,0.32,0.53,NA,0.15,1.05,0.16,19.76,0.64,0.68,0.14,19.08,0.79
Peck_et_al_2020,Netarts,NTOR1802_06PU,4,6,0.34,0.35,0.43,NA,0.121,1.27,0.14,15.5,0.51,0.66,0.12,14.84,0.62
Peck_et_al_2020,Netarts,NTOR1802_06PU,6,8,0.29,0.35,0.38,NA,0.107,1.67,0.13,13.96,0.44,0.7,0.1,13.26,0.55
Peck_et_al_2020,Netarts,NTOR1802_06PU,8,10,0.24,0.37,0.4,NA,0.114,1.81,0.1,10.74,0.27,0.59,0.08,10.15,0.35
Peck_et_al_2020,Netarts,NTOR1802_06PU,10,12,0.27,0.38,0.4,NA,0.114,1.86,0.13,8.19,0.35,0.46,0.09,7.74,0.44
Peck_et_al_2020,Netarts,NTOR1802_06PU,12,14,0.28,0.39,0.38,NA,0.108,1.98,0.14,6.34,0.32,0.68,0.1,5.66,0.42
Peck_et_al_2020,Netarts,NTOR1802_06PU,14,16,0.31,0.39,0.38,NA,0.107,3.19,0.21,5.64,0.37,0.44,0.12,5.2,0.49
Peck_et_al_2020,Netarts,NTOR1802_06PU,16,18,0.36,0.4,0.35,NA,0.1,8.49,0.28,4.75,0.32,0.87,0.12,3.88,0.44
Peck_et_al_2020,Netarts,NTOR1802_06PU,18,20,0.21,0.38,0.36,NA,0.101,7.85,0.25,4.47,0.29,0.55,0.1,3.92,0.39
Peck_et_al_2020,Netarts,NTOR1802_06PU,20,22,0.3,0.37,0.3,NA,0.086,3.32,0.22,3.79,0.35,0.54,0.13,3.24,0.49
Peck_et_al_2020,Netarts,NTOR1802_06PU,22,24,0.27,0.37,0.33,NA,0.093,0.77,0.12,4.38,0.33,0.97,0.13,3.41,0.46
Peck_et_al_2020,Netarts,NTOR1802_06PU,24,26,0.38,0.42,0.27,NA,0.078,0.36,0.12,2.41,0.32,0.97,0.15,1.44,0.46
Peck_et_al_2020,Netarts,NTOR1802_06PU,26,28,0.39,0.4,0.24,NA,0.069,0.33,0.09,2.19,0.24,0.94,0.11,1.25,0.35
Peck_et_al_2020,Netarts,NTOR1802_06PU,28,30,0.25,0.35,0.44,NA,0.126,-0.06,0.06,2.31,0.32,0.61,0.13,1.69,0.45
Peck_et_al_2020,Netarts,NTOR1802_06PU,30,32,0.36,0.38,0.33,NA,0.093,-0.05,0.05,1.9,0.26,0.78,0.12,1.11,0.38
Peck_et_al_2020,Netarts,NTOR1802_06PU,32,34,0.16,0.35,0.49,NA,0.14,-0.05,0.05,1.47,0.27,0.68,0.13,0.79,0.4
Peck_et_al_2020,Netarts,NTOR1802_06PU,34,36,0.37,0.46,0.36,NA,0.104,-0.04,0.04,1.14,0.22,0.43,0.1,0.71,0.32
Peck_et_al_2020,Netarts,NTOR1802_06PU,36,38,0.46,0.47,0.24,NA,0.067,-0.02,0.02,1.08,0.15,0.97,0.08,0.1,0.23
Peck_et_al_2020,Netarts,NTOR1802_06PU,38,40,0.44,0.42,0.27,NA,0.078,-0.02,0.02,1.12,0.14,0.83,0.07,0.29,0.21
Peck_et_al_2020,Netarts,NTOR1802_06PU,40,42,0.35,0.41,0.36,NA,0.102,-0.03,0.03,1.16,0.11,0.8,0.06,0.36,0.17
Peck_et_al_2020,Netarts,NTOR1802_06PU,42,44,0.38,0.41,0.33,NA,0.094,-0.05,0.05,0.69,0.23,0.68,0.12,0.01,0.34
Peck_et_al_2020,Netarts,NTOR1802_06PU,44,46,0.36,0.41,0.34,NA,0.096,-0.04,0.04,0.79,0.17,0.77,0.09,0.03,0.25
Peck_et_al_2020,Netarts,NTOR1802_06PU,46,48,0.29,0.45,0.27,NA,0.078,-0.04,0.04,0.78,0.2,0.84,0.11,0,0.3
Peck_et_al_2020,Netarts,NTOR1802_06PU,48,50,0.57,0.47,0.2,NA,0.057,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_07PU,0,2,NA,0.34,0.55,NA,0.156,1.28,0.16,15.52,0.55,0.52,0.13,15,0.67
Peck_et_al_2020,Netarts,NTOR1802_07PU,2,4,NA,0.34,0.53,NA,0.15,1.59,0.16,15.34,0.56,-0.07,0.07,15.4,0.63
Peck_et_al_2020,Netarts,NTOR1802_07PU,4,6,NA,0.33,0.51,NA,0.144,1.89,0.19,15.51,0.59,0.61,0.15,14.9,0.74
Peck_et_al_2020,Netarts,NTOR1802_07PU,6,8,NA,0.33,0.47,NA,0.135,2.64,0.2,12.98,0.52,0.74,0.13,12.24,0.65
Peck_et_al_2020,Netarts,NTOR1802_07PU,8,10,NA,0.34,0.46,NA,0.131,2.8,0.2,12.06,0.49,0.7,0.13,11.36,0.62
Peck_et_al_2020,Netarts,NTOR1802_07PU,10,12,NA,0.33,0.45,NA,0.128,2.17,0.17,7.34,0.39,0.52,0.11,6.82,0.5
Peck_et_al_2020,Netarts,NTOR1802_07PU,12,14,NA,0.33,0.45,NA,0.127,3.17,0.26,9.73,0.57,0.93,0.18,8.8,0.75
Peck_et_al_2020,Netarts,NTOR1802_07PU,14,16,NA,0.34,0.42,NA,0.119,3.57,0.3,6.87,0.55,0.55,0.18,6.32,0.73
Peck_et_al_2020,Netarts,NTOR1802_07PU,16,18,NA,0.35,0.48,NA,0.135,5.51,0.3,6.93,0.47,0.55,0.15,6.38,0.63
Peck_et_al_2020,Netarts,NTOR1802_07PU,18,20,NA,0.35,0.42,NA,0.118,8.75,0.34,5.79,0.42,0.61,0.14,5.17,0.56
Peck_et_al_2020,Netarts,NTOR1802_07PU,20,22,NA,0.36,0.37,NA,0.106,5.53,0.33,3.55,0.44,0.87,0.19,2.68,0.63
Peck_et_al_2020,Netarts,NTOR1802_07PU,22,24,NA,0.33,0.36,NA,0.103,3.83,0.26,5.06,0.44,0.8,0.17,4.26,0.61
Peck_et_al_2020,Netarts,NTOR1802_07PU,24,26,NA,0.33,0.39,NA,0.11,1.86,0.21,3.75,0.42,0.75,0.17,2.99,0.59
Peck_et_al_2020,Netarts,NTOR1802_07PU,26,28,NA,0.39,0.29,NA,0.082,0.48,0.13,2.07,0.33,0.86,0.15,1.22,0.47
Peck_et_al_2020,Netarts,NTOR1802_07PU,28,30,NA,0.38,0.39,NA,0.11,-0.05,0.05,1.34,0.23,0.51,0.1,0.83,0.33
Peck_et_al_2020,Netarts,NTOR1802_07PU,30,32,NA,0.38,0.39,NA,0.111,-0.07,0.07,0.94,0.3,0.63,0.14,0.31,0.44
Peck_et_al_2020,Netarts,NTOR1802_07PU,32,34,NA,0.41,0.35,NA,0.099,-0.03,0.03,1.35,0.18,0.86,0.09,0.49,0.27
Peck_et_al_2020,Netarts,NTOR1802_07PU,34,36,NA,0.41,0.34,NA,0.098,-0.05,0.05,-0.44,0.13,0.83,0.12,0,0.26
Peck_et_al_2020,Netarts,NTOR1802_07PU,36,38,NA,0.43,0.31,NA,0.087,-0.04,0.04,0.83,0.18,0.75,0.09,0.08,0.27
Peck_et_al_2020,Netarts,NTOR1802_07PU,38,40,NA,0.43,0.28,NA,0.081,-0.05,0.05,0.85,0.24,0.77,0.12,0.08,0.37
Peck_et_al_2020,Netarts,NTOR1802_07PU,40,42,NA,0.46,0.24,NA,0.067,-0.02,0.02,1.01,0.13,0.88,0.08,0.13,0.21
Peck_et_al_2020,Netarts,NTOR1802_07PU,42,44,NA,0.44,0.25,NA,0.072,-0.04,0.04,1.01,0.21,0.73,0.1,0.28,0.31
Peck_et_al_2020,Netarts,NTOR1802_07PU,44,46,NA,0.45,0.25,NA,0.072,-0.04,0.04,0.83,0.21,0.93,0.11,0,0.32
Peck_et_al_2020,Netarts,NTOR1802_07PU,46,48,NA,0.46,0.23,NA,0.066,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_07PU,48,50,NA,0.47,0.22,NA,0.062,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_08PU,0,2,0.28,0.33,0.42,NA,0.119,1.51,0.2,11.45,0.62,1.22,0.22,10.23,0.84
Peck_et_al_2020,Netarts,NTOR1802_08PU,2,4,0.23,0.34,0.41,NA,0.116,1.48,0.23,9.55,0.59,1.42,0.27,8.13,0.86
Peck_et_al_2020,Netarts,NTOR1802_08PU,4,6,0.22,0.35,0.4,NA,0.113,1.4,0.26,6.52,0.6,1.47,0.31,5.05,0.91
Peck_et_al_2020,Netarts,NTOR1802_08PU,6,8,0.27,0.34,0.38,NA,0.109,1.91,0.22,7.02,0.49,1.06,0.22,5.96,0.71
Peck_et_al_2020,Netarts,NTOR1802_08PU,8,10,0.36,0.33,0.3,NA,0.084,1.74,0.23,4.4,0.43,1.12,0.23,3.28,0.67
Peck_et_al_2020,Netarts,NTOR1802_08PU,10,12,0.34,0.36,0.27,NA,0.076,2.13,0.21,2.08,0.32,2.08,0.22,0,0.53
Peck_et_al_2020,Netarts,NTOR1802_08PU,12,14,NA,0.39,0.26,NA,0.074,1.82,0.18,2.51,0.3,1.98,0.2,0.52,0.5
Peck_et_al_2020,Netarts,NTOR1802_08PU,14,16,0.34,0.42,0.25,NA,0.072,2.21,0.13,2.93,0.23,1.63,0.14,1.3,0.37
Peck_et_al_2020,Netarts,NTOR1802_08PU,16,18,0.38,0.44,0.25,NA,0.072,2.21,0.15,3.03,0.24,1.68,0.15,1.35,0.39
Peck_et_al_2020,Netarts,NTOR1802_08PU,18,20,0.38,0.46,0.25,NA,0.07,2.56,0.14,2.97,0.22,1.57,0.14,1.39,0.36
Peck_et_al_2020,Netarts,NTOR1802_08PU,20,22,0.34,0.46,0.27,NA,0.077,2.94,0.19,2.38,0.26,2.01,0.18,0.36,0.43
Peck_et_al_2020,Netarts,NTOR1802_08PU,22,24,0.3,0.44,0.3,NA,0.086,3.99,0.22,2.1,0.27,1.22,0.17,0.88,0.44
Peck_et_al_2020,Netarts,NTOR1802_08PU,24,26,0.31,0.42,0.29,NA,0.083,4.76,0.24,2.67,0.29,1.15,0.17,1.52,0.46
Peck_et_al_2020,Netarts,NTOR1802_08PU,26,28,0.33,0.41,0.31,NA,0.089,4.33,0.26,2.79,0.33,1.04,0.19,1.75,0.52
Peck_et_al_2020,Netarts,NTOR1802_08PU,28,30,0.21,0.4,0.35,NA,0.1,4.46,0.24,2.62,0.31,1.29,0.19,1.33,0.49
Peck_et_al_2020,Netarts,NTOR1802_08PU,30,32,0.19,0.35,0.33,NA,0.093,2.38,0.19,2.44,0.3,1.46,0.19,0.98,0.49
Peck_et_al_2020,Netarts,NTOR1802_08PU,32,34,0.14,0.36,0.25,NA,0.072,1.42,0.07,1.94,0.18,1.25,0.09,0.69,0.27
Peck_et_al_2020,Netarts,NTOR1802_08PU,34,36,0.18,0.36,0.36,NA,0.101,1.4,0.17,3.19,0.34,1.11,0.19,2.08,0.52
Peck_et_al_2020,Netarts,NTOR1802_08PU,36,38,0.2,0.33,0.41,NA,0.115,1.42,0.18,2.12,0.32,1,0.19,1.12,0.51
Peck_et_al_2020,Netarts,NTOR1802_08PU,38,40,0.2,0.33,0.44,NA,0.125,0.41,0.14,1.57,0.31,1.19,0.21,0.38,0.52
Peck_et_al_2020,Netarts,NTOR1802_08PU,40,42,0.23,0.36,0.44,NA,0.126,-0.05,0.05,1.61,0.26,0.7,0.16,0.91,0.42
Peck_et_al_2020,Netarts,NTOR1802_08PU,42,44,0.31,0.38,0.33,NA,0.094,-0.05,0.05,1.43,0.25,0.92,0.16,0.51,0.4
Peck_et_al_2020,Netarts,NTOR1802_08PU,44,46,0.39,0.41,0.31,NA,0.088,-0.04,0.04,1.12,0.23,1.21,0.16,0,0.39
Peck_et_al_2020,Netarts,NTOR1802_08PU,46,48,NA,0.43,0.24,NA,0.068,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_08PU,48,50,NA,0.47,0.22,NA,0.062,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_09PU,0,2,0.28,0.31,0.46,0.17329005847953216,0.132,0.77,0.17,28.8,0.84,0.51,0.16,28.28,1
Peck_et_al_2020,Netarts,NTOR1802_09PU,2,4,0.22,0.28,0.45,NA,0.127,0.42,0.07,19.49,0.51,0.52,0.08,18.97,0.59
Peck_et_al_2020,Netarts,NTOR1802_09PU,4,6,0.36,0.3,0.41,NA,0.116,0.59,0.13,15.29,0.58,0.83,0.14,14.47,0.72
Peck_et_al_2020,Netarts,NTOR1802_09PU,6,8,0.26,0.32,0.42,NA,0.12,1.48,0.11,11.04,0.33,0.68,0.1,10.37,0.44
Peck_et_al_2020,Netarts,NTOR1802_09PU,8,10,0.34,0.35,0.39,NA,0.109,5.95,0.19,10.34,0.35,0.63,0.08,9.71,0.43
Peck_et_al_2020,Netarts,NTOR1802_09PU,10,12,0.28,0.35,0.33,NA,0.094,12.46,0.24,6.82,0.27,0.53,0.08,6.29,0.35
Peck_et_al_2020,Netarts,NTOR1802_09PU,12,14,0.21,0.35,0.4,NA,0.114,5.51,0.31,3.68,0.46,0.85,0.17,2.83,0.63
Peck_et_al_2020,Netarts,NTOR1802_09PU,14,16,NA,0.36,0.36,NA,0.102,0.96,0.15,4.52,0.39,0.78,0.15,3.74,0.53
Peck_et_al_2020,Netarts,NTOR1802_09PU,16,18,0.29,0.38,0.32,NA,0.091,0.48,0.13,2.51,0.34,0.99,0.15,1.52,0.5
Peck_et_al_2020,Netarts,NTOR1802_09PU,18,20,0.38,0.39,0.33,NA,0.094,-0.05,0.05,1.61,0.27,0.65,0.12,0.95,0.39
Peck_et_al_2020,Netarts,NTOR1802_09PU,20,22,0.27,0.38,0.35,NA,0.099,-0.06,0.06,1.24,0.29,0.87,0.15,0.37,0.44
Peck_et_al_2020,Netarts,NTOR1802_09PU,22,24,0.32,0.38,0.34,NA,0.097,-0.08,0.08,-0.66,0.2,9.46,0.18,0,0.38
Peck_et_al_2020,Netarts,NTOR1802_09PU,24,26,0.36,0.38,0.31,NA,0.087,-0.07,0.07,0.85,0.31,0.75,0.16,0.1,0.47
Peck_et_al_2020,Netarts,NTOR1802_09PU,26,28,NA,0.4,0.33,NA,0.094,-0.07,0.07,1.35,0.31,0.88,0.15,0.47,0.46
Peck_et_al_2020,Netarts,NTOR1802_09PU,28,30,NA,0.36,0.38,NA,0.107,-0.05,0.05,0.69,0.21,0.52,0.11,0.16,0.32
Peck_et_al_2020,Netarts,NTOR1802_09PU,30,32,NA,0.36,0.31,NA,0.089,-0.07,0.07,0.89,0.31,0.9,0.16,0,0.47
Peck_et_al_2020,Netarts,NTOR1802_09PU,32,34,NA,0.41,0.29,NA,0.084,-0.05,0.05,0.89,0.23,0.84,0.12,0.06,0.35
Peck_et_al_2020,Netarts,NTOR1802_09PU,34,36,NA,0.44,0.26,NA,0.073,-0.05,0.05,1.04,0.22,0.9,0.12,0.14,0.35
Peck_et_al_2020,Netarts,NTOR1802_09PU,36,38,NA,0.45,0.21,NA,0.061,-0.02,0.02,1.04,0.14,0.8,0.07,0.23,0.21
Peck_et_al_2020,Netarts,NTOR1802_09PU,38,40,NA,0.44,0.21,NA,0.059,-0.02,0.02,0.83,0.13,0.78,0.07,0.05,0.2
Peck_et_al_2020,Netarts,NTOR1802_09PU,40,42,NA,0.45,0.21,NA,0.06,-0.02,0.02,0.83,0.13,0.93,0.07,0,0.2
Peck_et_al_2020,Netarts,NTOR1802_09PU,42,44,NA,0.45,0.2,NA,0.056,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_09PU,44,46,NA,0.46,0.18,NA,0.051,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_09PU,46,48,NA,0.46,0.18,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_09PU,48,50,NA,0.48,0.17,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_10PU,0,2,NA,0.56,0.13,NA,0.037,-0.04,0.04,5.91,0.3,1.12,0.11,4.79,0.41
Peck_et_al_2020,Netarts,NTOR1802_10PU,2,4,NA,0.59,0.12,NA,0.033,0.31,0.09,4.81,0.28,1.21,0.11,3.61,0.4
Peck_et_al_2020,Netarts,NTOR1802_10PU,4,6,NA,0.6,0.12,NA,0.035,0.39,0.08,5.01,0.26,1.15,0.1,3.87,0.36
Peck_et_al_2020,Netarts,NTOR1802_10PU,6,8,NA,0.58,0.13,NA,0.036,0.42,0.1,5.21,0.32,1.17,0.12,4.04,0.44
Peck_et_al_2020,Netarts,NTOR1802_10PU,8,10,NA,0.55,0.12,NA,0.035,-0.04,0.04,4.77,0.29,1.25,0.11,3.52,0.4
Peck_et_al_2020,Netarts,NTOR1802_10PU,10,12,NA,0.55,0.13,NA,0.036,0.34,0.09,4.26,0.29,1.21,0.12,3.05,0.41
Peck_et_al_2020,Netarts,NTOR1802_10PU,12,14,NA,0.56,0.12,NA,0.035,0.54,0.08,2.58,0.21,1.14,0.1,1.44,0.3
Peck_et_al_2020,Netarts,NTOR1802_10PU,14,16,NA,0.58,0.12,NA,0.033,0.38,0.04,2.2,0.11,0.92,0.05,1.28,0.16
Peck_et_al_2020,Netarts,NTOR1802_10PU,16,18,NA,0.62,0.11,NA,0.032,0.23,0.06,1.55,0.15,0.95,0.07,0.6,0.23
Peck_et_al_2020,Netarts,NTOR1802_10PU,18,20,NA,0.65,0.1,NA,0.029,-0.03,0.03,1.87,0.2,0.99,0.1,0.88,0.3
Peck_et_al_2020,Netarts,NTOR1802_10PU,20,22,NA,0.69,0.06,NA,0.018,-0.02,0.02,1.04,0.14,1.04,0.08,0,0.22
Peck_et_al_2020,Netarts,NTOR1802_10PU,22,24,NA,0.68,0.04,NA,0.013,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_10PU,24,26,NA,0.73,0.05,NA,0.013,-0.02,0.02,0.82,0.13,0.97,0.08,0,0.2
Peck_et_al_2020,Netarts,NTOR1802_10PU,26,28,NA,1.05,0.06,NA,0.016,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_10PU,28,30,NA,1.09,0.08,NA,0.022,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_10PU,30,32,NA,1.06,0.09,NA,0.025,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Netarts,NTOR1802_10PU,32,34,NA,0.84,0.09,NA,0.026,NA,NA,NA,NA,NA,NA,NA,NA
