study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,cs137_activity,cs137_activity_se,cs137_unit,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,pb210_unit,pb214_activity,pb214_activity_se,pb214_unit,bi214_activity,bi214_activity_se,bi214_unit,age,age_min,age_max,depth_interval_notes
Langston_et_al_2022,Goodwin Island,NT3_2,push core,1,2,NA,NA,NA,0.11156636437216169,0.012113844670816117,dpm/g,2.811868045408066,0.183936766990355,3.7593306708003964,0.08670452652652769,dpm/g,0.9262841712945291,0.041342392652999424,dpm/g,1.262597847440599,0.055262824735387524,dpm/g,67.5,56,79,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT3_2,push core,2,3,NA,NA,NA,0,NA,dpm/g,2.283785393551504,0.13179142611624323,3.101544594402477,0.07239827517080431,dpm/g,0.8824341380539477,0.038186921611989874,dpm/g,1.0505985535795572,0.04770553455519035,dpm/g,67.5,56,79,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT3_2,push core,3,4,NA,NA,NA,0,NA,dpm/g,1.463810111393308,0.12913049731874507,2.2507583255802364,0.05266798369917841,dpm/g,0.7531951884723921,0.03492880951898416,dpm/g,1.0085610912984837,0.046276249859441156,dpm/g,67.5,56,79,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT3_2,push core,4,5,NA,NA,NA,0,NA,dpm/g,1.1092226069367508,0.10508719622985224,2.00628390161255,0.04742191975107829,dpm/g,0.8525249548088594,0.03645157341311905,dpm/g,1.0521581390981718,0.04636392153024465,dpm/g,67.5,56,79,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT3_2,push core,5,6,NA,NA,NA,0,NA,dpm/g,1.089919614642974,0.05785197995109055,1.9956347054659926,0.04586122892424957,dpm/g,0.9385946458645722,0.04035362799761206,dpm/g,0.9779198890701167,0.04715978929864447,dpm/g,67.5,56,79,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT3_4,push core,11,12,NA,NA,NA,0,NA,dpm/g,0.8640175282650643,0.14849258796832063,1.7156792703074728,0.040325381176048676,dpm/g,0.7872926245494865,0.03586042726130684,dpm/g,1.1133879182886692,0.04882561659664501,dpm/g,28,22,34,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT3_2,push core,7,8,NA,NA,NA,0.10083275556705114,0.010547177460174147,dpm/g,0.8909340459468094,0.08335236039027721,1.7416056065324221,0.04076512468928657,dpm/g,0.8930564979662399,0.03727570746588882,dpm/g,0.9789540237048525,0.044683206894480174,dpm/g,67.5,56,79,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT3_2,push core,8,9,NA,NA,NA,0.04599414916286189,0.007285815100071893,dpm/g,1.135462764265515,0.1287252808446432,1.9946419620518654,0.046305390757338014,dpm/g,0.7812082336513914,0.035657342557906695,dpm/g,1.0667179297212253,0.047705387744197456,dpm/g,67.5,56,79,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT3_2,push core,9,10,NA,NA,NA,0.104321183515123,0.01137084455987789,dpm/g,1.0810614305402724,0.08185655771723074,2.0788890877624655,0.047849020348884955,dpm/g,1.022385852679367,0.04227077339892456,dpm/g,1.1271405752474797,0.05081577517224911,dpm/g,67.5,56,79,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT3_2,push core,10,11,NA,NA,NA,0.07513748934405919,0.008788265757049309,dpm/g,0.9450336034412155,0.1115661525200223,1.8092341493312558,0.04194648220455654,dpm/g,0.8364606213460727,0.03476233404647428,dpm/g,1.0529208944801474,0.0446540654023177,dpm/g,67.5,56,79,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT3_2,push core,11,12,NA,NA,NA,0,NA,dpm/g,0.9087766017355584,0.07314350185635671,1.8573433606762209,0.04309456238570037,dpm/g,0.9420091008959312,0.03973653908545194,dpm/g,1.045874927168393,0.0479379134071213,dpm/g,67.5,56,79,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT3_2,push core,12,13,NA,NA,NA,0.06103206900321143,0.008268993691439753,dpm/g,0.7783672027916838,0.13971089546861262,1.8033287310517443,0.04173017396977522,dpm/g,0.9850011989875449,0.03936884393509906,dpm/g,1.2602527453181518,0.050984724799600915,dpm/g,67.5,56,79,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT3_2,push core,13,14,NA,NA,NA,NA,NA,dpm/g,NA,NA,NA,NA,dpm/g,NA,NA,dpm/g,NA,NA,dpm/g,67.5,56,79,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT3_2,push core,14,15,NA,NA,NA,0,NA,dpm/g,0.8486635370452289,0.10799818541959012,1.891335751134108,0.0431047798267912,dpm/g,1.076224291759926,0.04291220326569432,dpm/g,1.2044269001576564,0.05197522704145838,dpm/g,67.5,56,79,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT3_2,push core,15,16,NA,NA,NA,0.101801215160138,0.011695451142378894,dpm/g,0.3749717421516684,0.11184193004103438,1.5084893939121242,0.033755399300854624,dpm/g,1.0817487709601599,0.04519106983693183,dpm/g,1.3091260850801463,0.05691896912258864,dpm/g,67.5,56,79,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT3_2,push core,16,17,NA,NA,NA,NA,NA,dpm/g,NA,NA,NA,NA,dpm/g,NA,NA,dpm/g,NA,NA,dpm/g,67.5,56,79,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT3_2,push core,17,18,NA,NA,NA,0,NA,dpm/g,0.5472052754513815,0.09034816426809456,1.627793499512102,0.036546565638717735,dpm/g,1.0190855117498274,0.04184914055208591,dpm/g,1.2052127902862841,0.052106264543581596,dpm/g,67.5,56,79,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT3_2,push core,18,19,NA,NA,NA,0.11719769836637797,0.01245735036386996,dpm/g,0.5128388623801623,0.1472527747712495,1.7198693960159501,0.039108786829170177,dpm/g,1.146448707799751,0.04619211783572997,dpm/g,1.4491534595382753,0.05945997084666782,dpm/g,67.5,56,79,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT3_2,push core,19,20,NA,NA,NA,0.10733946990205384,0.011836804047311375,dpm/g,0.8110233859825584,0.09983315891996779,1.9849117502486893,0.045053221187109783,dpm/g,1.1634492146040887,0.04627990937433839,dpm/g,1.3296458038374577,0.0566452551015964,dpm/g,67.5,56,79,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT3_2,push core,20,21,NA,NA,NA,0.05040862059071251,0.00775347555764318,dpm/g,0.8209593833012514,0.17698141763513653,2.0432321048587987,0.047498999156172804,dpm/g,1.14546510524784,0.043894664096318495,dpm/g,1.52799524356158,0.05804420099460078,dpm/g,67.5,56,79,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT3_4,push core,1,2,NA,NA,NA,0.4820096021172829,0.02543206132289556,dpm/g,7.886030746382489,0.26895256228336567,8.421677411607156,0.18231980155116803,dpm/g,0.9034601739601372,0.04069009794397147,dpm/g,1.157063126674884,0.05286794548038936,dpm/g,28,22,34,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT3_4,push core,3,4,NA,NA,NA,0.6252205101038626,0.030848835407392954,dpm/g,7.0496015721067264,0.19373175056034148,7.55838405606365,0.15965857954726534,dpm/g,0.9377764442937645,0.044158519246439355,dpm/g,0.9538091149014498,0.05112989251594537,dpm/g,28,22,34,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT3_4,push core,5,6,NA,NA,NA,0.9682964802851524,0.03573540640095193,dpm/g,5.822862052971298,0.16094794406333146,6.3474955184264195,0.13727487777331074,dpm/g,0.8414114098663792,0.038936149562689044,dpm/g,0.9048486415066163,0.04635709375129189,dpm/g,28,22,34,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT3_4,push core,7,8,NA,NA,NA,1.7273118631206084,0.053725079642663945,dpm/g,8.12801510847641,0.2738994792685223,8.608103576747178,0.18061862655920255,dpm/g,0.9109194687349769,0.04560338734427613,dpm/g,1.1224716139042483,0.05811983853808912,dpm/g,28,22,34,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT3_4,push core,9,10,NA,NA,NA,1.1260158357981631,0.03922692453121095,dpm/g,6.236143243469999,0.20339708401315335,6.852966307941651,0.1478269039875537,dpm/g,0.8644833806316858,0.04017624047345872,dpm/g,1.0189091101331675,0.05007699334369319,dpm/g,28,22,34,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT3_4,push core,11,12,NA,NA,NA,0.49611660508663175,0.024602900715588533,dpm/g,2.56201047548589,0.16430504218076247,3.4597439859240033,0.07507220592956636,dpm/g,0.9786592619355395,0.04039388444672464,dpm/g,1.2218774435169417,0.05181951286864131,dpm/g,28,22,34,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT3_4,push core,13,14,NA,NA,NA,0.3259549010908421,0.018731221376207287,dpm/g,1.0120822832208787,0.08052385625155598,1.978288772551621,0.04396233223954563,dpm/g,0.9929083210397384,0.03821732208833915,dpm/g,1.0974411871987793,0.04612918444421771,dpm/g,28,22,34,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT3_4,push core,15,16,NA,NA,NA,0.2250804296914807,0.015464457447803524,dpm/g,0.8345815619792388,0.10562177446846911,1.754810795624021,0.03955126209627559,dpm/g,0.9026174116674601,0.03619189679153933,dpm/g,1.0998681186878478,0.04586795865934939,dpm/g,28,22,34,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT3_4,push core,17,18,NA,NA,NA,0.1476055066663284,0.012240512157579469,dpm/g,-0.4139556517080452,0.04351544208028427,0.6728670287090139,0.01514037477274645,dpm/g,1.0154643447480483,0.03753289583413817,dpm/g,1.1136028588425841,0.045125743245048575,dpm/g,28,22,34,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT3_4,push core,19,20,NA,NA,NA,0.03191894680113726,0.0055361643841996214,dpm/g,0.661625014248581,0.09272483587857225,1.6756249746429466,0.03880638439836699,dpm/g,1.0118288946589498,0.03644036664384154,dpm/g,1.1590093743467151,0.044776712416221436,dpm/g,28,22,34,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT3_4,push core,23,24,NA,NA,NA,0,NA,dpm/g,0.5523037008197706,0.10435858253990002,1.618075603012741,0.03641244981641859,dpm/g,1.0371405656401314,0.038229771615575815,dpm/g,1.2333528248031222,0.047863685118722195,dpm/g,28,22,34,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT3_4,push core,27,28,NA,NA,NA,0,NA,dpm/g,0.45914003521419045,0.09634157441932692,1.5437497421097124,0.03514853671477645,dpm/g,1.1356460207048686,0.03895261036459545,dpm/g,1.202829880167706,0.04602529563563614,dpm/g,28,22,34,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT3_4,push core,31,32,NA,NA,NA,0,NA,dpm/g,0.3798016060830225,0.08912007191160905,1.4005473905456371,0.03213896517274534,dpm/g,0.9565873945912001,0.03488337215406252,dpm/g,1.1502450565340976,0.04391682379760817,dpm/g,28,22,34,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT3_4,push core,35,36,NA,NA,NA,0,NA,dpm/g,0.2502365909488191,0.04930528278927637,1.3618928071110252,0.0312844089282641,dpm/g,1.1334393904117839,0.03867272224158965,dpm/g,1.1531295801854358,0.04478411594843953,dpm/g,28,22,34,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT1_1,NA,NA,NA,NA,NA,NA,NA,NA,dpm/g,NA,NA,NA,NA,dpm/g,NA,NA,dpm/g,NA,NA,dpm/g,NA,79,110,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT1_2,NA,NA,NA,NA,NA,NA,NA,NA,dpm/g,NA,NA,NA,NA,dpm/g,NA,NA,dpm/g,NA,NA,dpm/g,NA,56,79,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT1_3,NA,NA,NA,NA,NA,NA,NA,NA,dpm/g,NA,NA,NA,NA,dpm/g,NA,NA,dpm/g,NA,NA,dpm/g,NA,56,79,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT1_4,NA,NA,NA,NA,NA,NA,NA,NA,dpm/g,NA,NA,NA,NA,dpm/g,NA,NA,dpm/g,NA,NA,dpm/g,NA,22,34,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT1_5,NA,NA,NA,NA,NA,NA,NA,NA,dpm/g,NA,NA,NA,NA,dpm/g,NA,NA,dpm/g,NA,NA,dpm/g,NA,3,11,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT1_J,NA,NA,NA,NA,NA,NA,NA,NA,dpm/g,NA,NA,NA,NA,dpm/g,NA,NA,dpm/g,NA,NA,dpm/g,NA,79,110,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT3_3,NA,NA,NA,NA,NA,NA,NA,NA,dpm/g,NA,NA,NA,NA,dpm/g,NA,NA,dpm/g,NA,NA,dpm/g,45,34,56,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT3_5,NA,NA,NA,NA,NA,NA,NA,NA,dpm/g,NA,NA,NA,NA,dpm/g,NA,NA,dpm/g,NA,NA,dpm/g,1.5,0,3,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT3_J,NA,NA,NA,NA,NA,NA,NA,NA,dpm/g,NA,NA,NA,NA,dpm/g,NA,NA,dpm/g,NA,NA,dpm/g,136.5,110,163,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT4_1,NA,NA,NA,NA,NA,NA,NA,NA,dpm/g,NA,NA,NA,NA,dpm/g,NA,NA,dpm/g,NA,NA,dpm/g,136.5,110,163,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT4_2,NA,NA,NA,NA,NA,NA,NA,NA,dpm/g,NA,NA,NA,NA,dpm/g,NA,NA,dpm/g,NA,NA,dpm/g,67.5,56,79,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT4_3,NA,NA,NA,NA,NA,NA,NA,NA,dpm/g,NA,NA,NA,NA,dpm/g,NA,NA,dpm/g,NA,NA,dpm/g,45,34,56,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT4_4,NA,NA,NA,NA,NA,NA,NA,NA,dpm/g,NA,NA,NA,NA,dpm/g,NA,NA,dpm/g,NA,NA,dpm/g,28,22,34,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT4_5,NA,NA,NA,NA,NA,NA,NA,NA,dpm/g,NA,NA,NA,NA,dpm/g,NA,NA,dpm/g,NA,NA,dpm/g,7,3,11,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT4_6,NA,NA,NA,NA,NA,NA,NA,NA,dpm/g,NA,NA,NA,NA,dpm/g,NA,NA,dpm/g,NA,NA,dpm/g,16.5,11,22,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,NT4_7,NA,NA,NA,NA,NA,NA,NA,NA,dpm/g,NA,NA,NA,NA,dpm/g,NA,NA,dpm/g,NA,NA,dpm/g,136.5,110,163,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,OT3_1,NA,NA,NA,NA,NA,NA,NA,NA,dpm/g,NA,NA,NA,NA,dpm/g,NA,NA,dpm/g,NA,NA,dpm/g,136.5,110,163,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,OT3_4,NA,NA,NA,NA,NA,NA,NA,NA,dpm/g,NA,NA,NA,NA,dpm/g,NA,NA,dpm/g,NA,NA,dpm/g,136.5,110,163,age depth model recorded at whole-core level
Langston_et_al_2022,Goodwin Island,OT3_5,NA,NA,NA,NA,NA,NA,NA,NA,dpm/g,NA,NA,NA,NA,dpm/g,NA,NA,dpm/g,NA,NA,dpm/g,136.5,110,163,age depth model recorded at whole-core level
