study_id,site_id,core_id,method_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter,compaction_fraction,c14_age,c14_age_se,c14_material,c14_notes,age,age_min,age_max
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,12,13,S261027,0.416,0.7,NA,NA,NA,NA,NA,400,276,566
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,14,15,S261028,0.189333333,0.6338028169,NA,NA,NA,NA,NA,498,337,679
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,16,17,S261029,0.355555556,0.76875,NA,NA,NA,NA,NA,600,423,767
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,18,19,S261030,0.497777778,0.5,NA,NA,NA,NA,NA,698,530,843
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,20,21,S261031,0.233333333,0.6857142856999999,NA,NA,NA,NA,NA,792,674,911
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,22,23,S261032,0.282222222,0.6377952755999999,NA,NA,NA,NA,NA,874,768,987
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,24,25,S261033,0.268888889,0.7933884297999999,NA,NA,NA,NA,NA,935,808,1127
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,26,27,S261034,0.366545455,0.5396825397,NA,NA,NA,NA,NA,995,847,1254
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,28,29,S261035,0.236666667,0.8309859154999999,NA,NA,NA,NA,NA,1054,881,1387
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,30,31,S261036,0.395555556,0.3988764045,NA,NA,NA,NA,NA,1115,920,1513
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,32,33,S261037,0.108,0.7777777777999999,NA,NA,NA,NA,NA,1176,963,1636
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,34,35,S261038,0.2592,0.8950617284000001,NA,NA,NA,NA,NA,1236,1007,1752
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,36,37,S261039,0.416,0.6634615384999999,NA,NA,NA,NA,NA,1327,1071,1872
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,38,39,S261040,0.298666667,0.6964285714,NA,NA,NA,NA,NA,1567,1244,2031
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,40,41,S261041,0.6848,0.49532710280000003,NA,NA,NA,NA,NA,1939,1652,2212
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,42,43,S261042,0.365714286,0.25,NA,NA,NA,NA,NA,2214,1990,2361
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,44,45,S261043,0.733333333,0.2545454545,NA,NA,NA,NA,NA,2344,2100,2564
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,46,47,S261044,0.66,0.22222222219999999,NA,NA,NA,NA,NA,2445,2172,2718
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,48,49,S261045,0.858666667,0.298136646,NA,NA,NA,NA,NA,2545,2248,2857
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,50,51,S261046,0.618666667,0.20689655170000001,NA,NA,NA,NA,NA,2645,2330,2979
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,52,53,S261047,0.341025641,0.1203007519,NA,NA,NA,NA,NA,2743,2412,3098
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,54,55,S261048,0.944444444,0.1176470588,NA,NA,NA,NA,NA,2840,2488,3199
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,56,57,S261049,0.558974359,0.1009174312,NA,NA,NA,NA,NA,2937,2576,3308
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,58,59,S261050,0.657777778,0.10472972970000001,NA,NA,NA,NA,NA,3037,2668,3415
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,60,61,S261051,0.977777778,0.13636363640000002,NA,NA,NA,NA,NA,3137,2758,3513
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,62,63,S261052,0.765,0.1045751634,NA,NA,NA,NA,NA,3235,2850,3611
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,64,65,S261053,0.915,0.1344262295,NA,NA,NA,NA,NA,3333,2948,3705
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,66,67,S261054,0.633333333,0.1122807018,NA,NA,NA,NA,NA,3434,3048,3798
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,68,69,S261055,0.42,0.07936507937,NA,NA,NA,NA,NA,3534,3147,3884
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,70,71,S261056,0.96,0.078125,NA,NA,NA,NA,NA,3633,3249,3973
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,72,73,S261057,0.192142857,0.06319702601999999,NA,NA,NA,NA,NA,3732,3351,4053
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,74,75,S261058,0.208441558,0.06230529595,NA,NA,NA,NA,NA,3831,3459,4139
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,76,77,S261059,0.284347826,0.05504587156,NA,NA,NA,NA,NA,3929,3581,4216
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,78,79,S261060,0.215,0.04941860465,NA,NA,NA,NA,NA,4029,3705,4289
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,80,81,S261061,0.205454545,0.04424778761,NA,NA,NA,NA,NA,4127,3837,4360
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,82,83,S261062,0.312,0.03846153846,NA,NA,NA,NA,NA,4224,3972,4432
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,0,1,NA,0.140952381,0.39639639639999996,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,1,2,NA,0.1025,0.3902439024,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,2,3,NA,0.192,0.36458333330000003,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,3,4,NA,0.121,0.4297520661,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,4,5,NA,0.15,0.39333333330000003,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,5,6,NA,0.102666667,0.3506493506,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,6,7,NA,0.07875,0.4047619048,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,7,8,NA,0.196666667,0.37288135590000004,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,8,9,NA,0.098888889,0.44943820219999997,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,9,10,NA,0.115,0.45652173910000005,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,10,11,NA,0.038095238,0.55,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,11,12,NA,0.108333333,0.4307692308,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,12,13,NA,0.062,0.4408602151,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,13,14,NA,0.089777778,0.495049505,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,14,15,NA,0.255,0.7450980392,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,15,16,NA,0.04875,0.5897435897,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,16,17,NA,0.056428571,0.4683544304,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,17,18,NA,0.093333333,0.4642857143,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,18,19,NA,0.206666667,0.133640553,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,19,20,NA,0.3075,0.06233062331,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,20,21,NA,0.291428571,0.12941176470000001,0.38689999999999997,160,30,"Bulk organic, picked free of roots",NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,21,22,NA,0.134285714,0.1134751773,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,22,23,NA,0.228571429,0.105,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,23,24,NA,0.236444444,0.11654135339999999,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,28,29,NA,0.114666667,0.11627906980000001,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,29,30,NA,0.084444444,0.14285714289999998,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,30,31,NA,0.22952381,0.1410788382,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,31,32,NA,0.157460317,0.1411290323,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,32,33,NA,0.302666667,0.140969163,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,33,34,NA,0.185,0.1351351351,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,34,35,NA,0.162857143,0.2046783626,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,44,45,NA,0.266666667,0.2875,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,45,46,NA,0.265333333,0.2964824121,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,46,47,NA,0.104761905,0.35454545449999997,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,47,48,NA,0.123,0.35772357720000003,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,48,49,NA,0.081333333,0.3661202186,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,49,50,NA,0.165,0.3636363636,0.38689999999999997,1170,30,"Bulk organic, picked free of roots",NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,50,51,NA,0.103896104,0.364,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,51,52,NA,0.131428571,0.3652173913,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,52,53,NA,0.1375,0.3696969697,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,53,54,NA,0.132666667,0.351758794,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,54,55,NA,0.153333333,0.3260869565,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,55,56,NA,0.204,0.33333333330000003,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,56,57,NA,0.196666667,0.3163841808,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,57,58,NA,0.144545455,0.33333333330000003,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,58,59,NA,0.1735,0.3371757925,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,59,60,NA,0.050153846,0.3190184049,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,60,61,NA,0.207142857,0.3172413793,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,61,62,NA,0.168333333,0.34653465349999996,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,62,63,NA,0.141904762,0.3087248322,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,63,64,NA,0.0695,0.3597122302,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,64,65,NA,0.26,0.3376068376,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,65,66,NA,0.143333333,0.3488372093,0.38689999999999997,1330,30,"Bulk organic, picked free of roots",NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,66,67,NA,0.155428571,0.3897058824,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,73,74,NA,0.161428571,0.2831858407,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,74,75,NA,0.193333333,0.28160919539999996,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,75,76,NA,0.135,0.25462962959999996,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,76,77,NA,0.1725,0.231884058,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,77,78,NA,0.220571429,0.2383419689,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,78,79,NA,0.2175,0.2413793103,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,79,80,NA,0.142857143,0.32,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,80,81,NA,0.254285714,0.2322097378,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,81,82,NA,0.178,0.2471910112,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,82,83,NA,0.137916667,0.20543806650000002,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,83,84,NA,0.207777778,0.2513368984,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,84,85,NA,0.172952381,0.1982378855,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,85,86,NA,0.311697836,0.2112299465,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,86,87,NA,0.130833333,0.20382165610000003,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,87,88,NA,0.208333333,0.196,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,88,89,NA,0.27,0.2592592593,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,95,96,NA,0.122857143,0.2868217054,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,96,97,NA,0.168,0.2108843537,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,97,98,NA,0.141,0.2553191489,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,98,99,NA,0.466666667,0.2285714286,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,99,100,NA,0.583333333,0.2342857143,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,100,101,NA,0.43,0.29457364340000003,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,101,102,NA,0.468,0.22222222219999999,0.38689999999999997,NA,NA,NA,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,piston corer used,51,52,NA,NA,NA,NA,520,30,seeds,NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,93,94,NA,NA,NA,NA,1930,30,"Bulk organic, picked free of roots",NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Richmond_island,richmond_island_1,piston corer used,103,104,NA,NA,NA,NA,2150,30,"Bulk organic, picked free of roots",NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_high,turkey_creek_1,vibracore used,31,32,NA,NA,NA,NA,220,30,"Bulk organic, picked free of roots",NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,21,22,NA,NA,NA,NA,970,30,"Bulk organic, picked free of roots",NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,34,36,NA,NA,NA,NA,1110,30,"Bulk organic, picked free of roots",NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,41,42,NA,NA,NA,NA,2200,30,"Bulk organic, picked free of roots",NA,NA,NA,NA
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_low,turkey_creek_2,piston corer used,83,84,NA,NA,NA,NA,3850,30,"Bulk organic, picked free of roots",NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,68,69,NA,NA,NA,NA,590,30,"bulk organic, picked free of roots",NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,102,103,NA,NA,NA,NA,1350,30,"bulk organic, picked free of roots",NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,197,198,NA,NA,NA,NA,3010,30,"bulk organic, picked free of roots",NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,243,244,NA,NA,NA,NA,3940,30,"bulk organic, picked free of roots",NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,russian corer used,313,314,NA,NA,NA,NA,4010,30,"bulk organic, picked free of roots",NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_mid,savannah_mid_2,russian corer used,42,43,NA,NA,NA,NA,1210,30,"bulk organic, picked free of roots",NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_low,savannah_low_1,russian corer used,60,61,NA,NA,NA,NA,80,30,"bulk organic, picked free of roots",NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_low,savannah_low_1,russian corer used,76,77,NA,NA,NA,NA,130,30,"bulk organic, picked free of roots",NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_low,savannah_low_1,russian corer used,112,113,NA,NA,NA,NA,1060,30,"bulk organic, picked free of roots",NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_low,savannah_low_1,russian corer used,159,160,NA,NA,NA,NA,1900,30,"bulk organic, picked free of roots",NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_low,savannah_low_1,russian corer used,297,298,NA,NA,NA,NA,3820,30,"bulk organic, picked free of roots",NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_mid,savannah_mid_1,russian corer used,178,180,NA,NA,NA,NA,2010,30,"bulk organic, picked free of roots",NA,NA,NA,NA
Krauss_et_al_2018,Savannah_River_mid,savannah_mid_1,russian corer used,346,347,NA,NA,NA,NA,5060,30,"bulk organic, picked free of roots",NA,NA,NA,NA
