study_id,site_id,core_id,latitude,longitude,year,habitat,country,admin_division
Rajkaran and Adams 2011,Nxaxo,Nxaxo-Site 2-surface_sample-19,-32.584731,28.526258,2011,mangrove,South Africa,Eastern Cape
Rajkaran and Adams 2011,Nxaxo,Nxaxo-Site 2-surface_sample-20,-32.584731,28.526258,2011,mangrove,South Africa,Eastern Cape
Rajkaran and Adams 2011,Nxaxo,Nxaxo-Site 2-surface_sample-21,-32.584731,28.526258,2011,mangrove,South Africa,Eastern Cape
Rajkaran and Adams 2011,Nxaxo,Nxaxo-Site 2-surface_sample-22,-32.584731,28.526258,2011,mangrove,South Africa,Eastern Cape
Rajkaran and Adams 2011,Nxaxo,Nxaxo-Site 2-surface_sample-23,-32.584731,28.526258,2011,mangrove,South Africa,Eastern Cape
Rajkaran and Adams 2011,Nxaxo,Nxaxo-Site 2-surface_sample-24,-32.584731,28.526258,2011,mangrove,South Africa,Eastern Cape
Rajkaran and Adams 2011,Nxaxo,Nxaxo-Site 3-surface_sample-14,-32.584731,28.526258,2011,mangrove,South Africa,Eastern Cape
Rajkaran and Adams 2011,Nxaxo,Nxaxo-2011-surface_sample-1,-32.584731,28.526258,2011,mangrove,South Africa,Eastern Cape
Rajkaran and Adams 2011,Nxaxo,Nxaxo-2011-surface_sample-2,-32.584731,28.526258,2011,mangrove,South Africa,Eastern Cape
Rajkaran and Adams 2011,Nxaxo,Nxaxo-2011-surface_sample-3,-32.584731,28.526258,2011,mangrove,South Africa,Eastern Cape
Rajkaran and Adams 2011,Nxaxo,Nxaxo-2011-surface_sample-4,-32.584731,28.526258,2011,mangrove,South Africa,Eastern Cape
Rajkaran and Adams 2011,Nxaxo,Nxaxo-2011-surface_sample-5,-32.584731,28.526258,2011,mangrove,South Africa,Eastern Cape
Rajkaran and Adams 2011,Nxaxo,Nxaxo-Site 1-surface_sample-22,-32.584731,28.526258,2012,mangrove,South Africa,Eastern Cape
Rajkaran and Adams 2011,Nxaxo,Nxaxo-Site 1-surface_sample-23,-32.584731,28.526258,2012,mangrove,South Africa,Eastern Cape
Rajkaran and Adams 2011,Nxaxo,Nxaxo-Site 1-surface_sample-24,-32.584731,28.526258,2012,mangrove,South Africa,Eastern Cape
Rajkaran and Adams 2011,Nxaxo,Nxaxo-Site 1-surface_sample-25,-32.584731,28.526258,2012,mangrove,South Africa,Eastern Cape
Rajkaran and Adams 2011,Nxaxo,Nxaxo-Site 1-surface_sample-26,-32.584731,28.526258,2012,mangrove,South Africa,Eastern Cape
Rajkaran and Adams 2011,Nxaxo,Nxaxo-Site 1-surface_sample-27,-32.584731,28.526258,2012,mangrove,South Africa,Eastern Cape
Rajkaran and Adams 2011,Nxaxo,Nxaxo-Site 2-surface_sample-25,-32.584731,28.526258,2012,mangrove,South Africa,Eastern Cape
Rajkaran and Adams 2011,Nxaxo,Nxaxo-Site 2-surface_sample-26,-32.584731,28.526258,2012,mangrove,South Africa,Eastern Cape
Rajkaran and Adams 2011,Nxaxo,Nxaxo-Site 2-surface_sample-27,-32.584731,28.526258,2012,mangrove,South Africa,Eastern Cape
Rajkaran and Adams 2011,Nxaxo,Nxaxo-Site 2-surface_sample-28,-32.584731,28.526258,2012,mangrove,South Africa,Eastern Cape
Rajkaran and Adams 2011,Nxaxo,Nxaxo-Site 2-surface_sample-29,-32.584731,28.526258,2012,mangrove,South Africa,Eastern Cape
Rajkaran and Adams 2011,Nxaxo,Nxaxo-Site 2-surface_sample-30,-32.584731,28.526258,2012,mangrove,South Africa,Eastern Cape
Rautenbach 2015,St Lucia,Rautenbach_2015_St Lucia-Crocodile center-1-core-1,-28.38935,32.424564,2013,mangrove,South Africa,Kwazulu-Natal
Rautenbach 2015,St Lucia,Rautenbach_2015_St Lucia-Crocodile center-2-core-1,-28.38935,32.424564,2013,mangrove,South Africa,Kwazulu-Natal
Rautenbach 2015,St Lucia,Rautenbach_2015_St Lucia-Crocodile center-3-core-1,-28.38935,32.424564,2013,mangrove,South Africa,Kwazulu-Natal
Rautenbach 2015,St Lucia,Rautenbach_2015_St Lucia-Crocodile center-4-core-1,-28.38935,32.424564,2013,mangrove,South Africa,Kwazulu-Natal
Rautenbach 2015,St Lucia,Rautenbach_2015_St Lucia-Black pipe-1-core-1,-28.38935,32.424564,2013,mangrove,South Africa,Kwazulu-Natal
Rautenbach 2015,St Lucia,Rautenbach_2015_St Lucia-Black pipe-2-core-1,-28.38935,32.424564,2013,mangrove,South Africa,Kwazulu-Natal
Rautenbach 2015,St Lucia,Rautenbach_2015_St Lucia-Black pipe-3-core-1,-28.38935,32.424564,2013,mangrove,South Africa,Kwazulu-Natal
Rautenbach 2015,St Lucia,Rautenbach_2015_St Lucia-Black pipe-4-core-1,-28.38935,32.424564,2013,mangrove,South Africa,Kwazulu-Natal
Rautenbach 2015,St Lucia,Rautenbach_2015_St Lucia-Back channel-1-core-1,-28.38935,32.424564,2013,mangrove,South Africa,Kwazulu-Natal
Rautenbach 2015,St Lucia,Rautenbach_2015_St Lucia-Back channel-2-core-1,-28.38935,32.424564,2013,mangrove,South Africa,Kwazulu-Natal
Rautenbach 2015,St Lucia,Rautenbach_2015_St Lucia-Back channel-3-core-1,-28.38935,32.424564,2013,mangrove,South Africa,Kwazulu-Natal
Rautenbach 2015,St Lucia,Rautenbach_2015_St Lucia-Back channel-4-core-1,-28.38935,32.424564,2013,mangrove,South Africa,Kwazulu-Natal
Rautenbach 2015,St Lucia,Rautenbach_2015_St Lucia-Croc memorial-1-core-1,-28.38935,32.424564,2013,mangrove,South Africa,Kwazulu-Natal
Rautenbach 2015,St Lucia,Rautenbach_2015_St Lucia-Croc memorial-2-core-1,-28.38935,32.424564,2013,mangrove,South Africa,Kwazulu-Natal
Rautenbach 2015,St Lucia,Rautenbach_2015_St Lucia-Croc memorial-3-core-1,-28.38935,32.424564,2013,mangrove,South Africa,Kwazulu-Natal
Rautenbach 2015,St Lucia,Rautenbach_2015_St Lucia-Croc memorial-4-core-1,-28.38935,32.424564,2013,mangrove,South Africa,Kwazulu-Natal
Raw et al 2019,Nahoon,Nahoon-core-1,-32.986438,27.951703,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nahoon,Nahoon-core-2,-32.986438,27.951703,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nahoon,Nahoon-core-3,-32.986438,27.951703,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nahoon,Nahoon-core-4,-32.986438,27.951703,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nahoon,Nahoon-core-5,-32.986438,27.951703,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nahoon,Nahoon-core-6,-32.986438,27.951703,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nahoon,Nahoon-core-7,-32.986438,27.951703,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nahoon,Nahoon-core-8,-32.986438,27.951703,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nahoon,Nahoon-core-9,-32.986438,27.951703,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nahoon,Nahoon-core-10,-32.986438,27.951703,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nahoon,Nahoon-core-11,-32.986438,27.951703,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nahoon,Nahoon-core-12,-32.986438,27.951703,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nahoon,Nahoon-core-13,-32.986438,27.951703,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nahoon,Nahoon-core-14,-32.986438,27.951703,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nahoon,Nahoon-core-15,-32.986438,27.951703,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nahoon,Nahoon-core-16,-32.986438,27.951703,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nahoon,Nahoon-core-17,-32.986438,27.951703,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nahoon,Nahoon-core-18,-32.986438,27.951703,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nahoon,Nahoon-core-19,-32.986438,27.951703,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nahoon,Nahoon-core-20,-32.986438,27.951703,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nahoon,Nahoon-core-21,-32.986438,27.951703,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nahoon,Nahoon-core-22,-32.986438,27.951703,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nahoon,Nahoon-core-23,-32.986438,27.951703,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nahoon,Nahoon-core-24,-32.986438,27.951703,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nahoon,Nahoon-core-25,-32.986438,27.951703,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nahoon,Nahoon-core-26,-32.986438,27.951703,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nahoon,Nahoon-core-27,-32.986438,27.951703,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nxaxo,Raw_et_al_2019_Nxaxo-core-1,-32.584731,28.526258,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nxaxo,Raw_et_al_2019_Nxaxo-core-2,-32.584731,28.526258,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nxaxo,Raw_et_al_2019_Nxaxo-core-3,-32.584731,28.526258,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nxaxo,Raw_et_al_2019_Nxaxo-core-4,-32.584731,28.526258,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nxaxo,Nxaxo-S2Q2-core-1,-32.584731,28.526258,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nxaxo,Nxaxo-S2Q3-core-1,-32.584731,28.526258,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nxaxo,Nxaxo-S3Q1-core-1,-32.584731,28.526258,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nxaxo,Nxaxo-S3Q2-core-1,-32.584731,28.526258,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nxaxo,Nxaxo-S3Q3-core-1,-32.584731,28.526258,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nxaxo,Nxaxo-S4Q1-core-1,-32.584731,28.526258,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nxaxo,Nxaxo-S4Q2-core-1,-32.584731,28.526258,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nxaxo,Nxaxo-S4Q3-core-1,-32.584731,28.526258,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nxaxo,Nxaxo-S6Q1-core-1,-32.584731,28.526258,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nxaxo,Nxaxo-S6Q2-core-1,-32.584731,28.526258,2018,mangrove,South Africa,Eastern Cape
Raw et al 2019,Nxaxo,Nxaxo-S6Q3-core-1,-32.584731,28.526258,2018,mangrove,South Africa,Eastern Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 1,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 2,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 3,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 4,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 5,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 6,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 7,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 8,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 9,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 10,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 11,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 12,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 13,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 14,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 15,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 16,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 17,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 18,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 19,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 20,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 21,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 22,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 23,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 24,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 25,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 26,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 27,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 28,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 29,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 30,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 31,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 32,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 33,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 34,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 35,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 36,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 37,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 38,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 39,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 40,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 41,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 42,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 43,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Kromme,Kromme-surface sample 1,-34.142967,24.842728,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Kromme,Kromme-surface sample 2,-34.142967,24.842728,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Kromme,Kromme-surface sample 3,-34.142967,24.842728,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Kromme,Kromme-surface sample 4,-34.142967,24.842728,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Kromme,Kromme-surface sample 5,-34.142967,24.842728,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Kromme,Kromme-surface sample 6,-34.142967,24.842728,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Kromme,Kromme-surface sample 7,-34.142967,24.842728,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Kromme,Kromme-surface sample 8,-34.142967,24.842728,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Kromme,Kromme-surface sample 9,-34.142967,24.842728,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Kromme,Kromme-surface sample 10,-34.142967,24.842728,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Kromme,Kromme-surface sample 11,-34.142967,24.842728,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Kromme,Kromme-surface sample 12,-34.142967,24.842728,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Kromme,Kromme-surface sample 13,-34.142967,24.842728,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Kromme,Kromme-surface sample 14,-34.142967,24.842728,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Kromme,Kromme-surface sample 15,-34.142967,24.842728,2013,seagrass,South Africa,Eastern Cape
Veldkornet 2016 PhD,Kromme,Kromme-surface sample 16,-34.142967,24.842728,2013,seagrass,South Africa,Eastern Cape
Veldkornet 2016 PhD,Kromme,Kromme-surface sample 17,-34.142967,24.842728,2013,seagrass,South Africa,Eastern Cape
Veldkornet 2016 PhD,Kromme,Kromme-surface sample 18,-34.142967,24.842728,2013,seagrass,South Africa,Eastern Cape
Veldkornet 2016 PhD,Kromme,Kromme-surface sample 19,-34.142967,24.842728,2013,seagrass,South Africa,Eastern Cape
Veldkornet 2016 PhD,Kromme,Kromme-surface sample 20,-34.142967,24.842728,2013,seagrass,South Africa,Eastern Cape
Veldkornet 2016 PhD,Kromme,Kromme-surface sample 21,-34.142967,24.842728,2013,seagrass,South Africa,Eastern Cape
Veldkornet 2016 PhD,Kromme,Kromme-surface sample 22,-34.142967,24.842728,2013,seagrass,South Africa,Eastern Cape
Veldkornet 2016 PhD,Kromme,Kromme-surface sample 23,-34.142967,24.842728,2013,seagrass,South Africa,Eastern Cape
Veldkornet 2016 PhD,Kromme,Kromme-surface sample 24,-34.142967,24.842728,2013,seagrass,South Africa,Eastern Cape
Veldkornet 2016 PhD,Kromme,Kromme-surface sample 25,-34.142967,24.842728,2013,seagrass,South Africa,Eastern Cape
Veldkornet 2016 PhD,Kromme,Kromme-surface sample 26,-34.142967,24.842728,2013,seagrass,South Africa,Eastern Cape
Veldkornet 2016 PhD,Swartkops,Swartkops-surface sample 1,-33.866244,25.633045,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Swartkops,Swartkops-surface sample 2,-33.866244,25.633045,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Swartkops,Swartkops-surface sample 3,-33.866244,25.633045,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Swartkops,Swartkops-surface sample 4,-33.866244,25.633045,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Swartkops,Swartkops-surface sample 5,-33.866244,25.633045,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Swartkops,Swartkops-surface sample 6,-33.866244,25.633045,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Swartkops,Swartkops-surface sample 7,-33.866244,25.633045,2013,seagrass,South Africa,Eastern Cape
Veldkornet 2016 PhD,Swartkops,Swartkops-surface sample 8,-33.866244,25.633045,2013,seagrass,South Africa,Eastern Cape
Veldkornet 2016 PhD,Swartkops,Swartkops-surface sample 9,-33.866244,25.633045,2013,seagrass,South Africa,Eastern Cape
Veldkornet 2016 PhD,Swartkops,Swartkops-surface sample 10,-33.866244,25.633045,2013,seagrass,South Africa,Eastern Cape
Veldkornet 2016 PhD,Swartkops,Swartkops-surface sample 11,-33.866244,25.633045,2013,seagrass,South Africa,Eastern Cape
Veldkornet 2016 PhD,Knysna,Knysna-surface sample 44,-34.082706,23.061453,2013,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Swartkops,Swartkops-surface sample 12,-33.866244,25.633045,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Swartkops,Swartkops-surface sample 13,-33.866244,25.633045,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Swartkops,Swartkops-surface sample 14,-33.866244,25.633045,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Swartkops,Swartkops-surface sample 15,-33.866244,25.633045,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Swartkops,Swartkops-surface sample 16,-33.866244,25.633045,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Swartkops,Swartkops-surface sample 17,-33.866244,25.633045,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Swartkops,Swartkops-surface sample 18,-33.866244,25.633045,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Swartkops,Swartkops-surface sample 19,-33.866244,25.633045,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Swartkops,Swartkops-surface sample 20,-33.866244,25.633045,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Swartkops,Swartkops-surface sample 21,-33.866244,25.633045,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Swartkops,Swartkops-surface sample 22,-33.866244,25.633045,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Swartkops,Swartkops-surface sample 23,-33.866244,25.633045,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Swartkops,Swartkops-surface sample 24,-33.866244,25.633045,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Swartkops,Swartkops-surface sample 25,-33.866244,25.633045,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Swartkops,Swartkops-surface sample 26,-33.866244,25.633045,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Swartkops,Swartkops-surface sample 27,-33.866244,25.633045,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Swartkops,Swartkops-surface sample 28,-33.866244,25.633045,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Swartkops,Swartkops-surface sample 29,-33.866244,25.633045,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Swartkops,Swartkops-surface sample 30,-33.866244,25.633045,2013,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Kabeljous,Kabeljous-surface sample 1,-34.008808,24.932503,2016,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Kabeljous,Kabeljous-surface sample 2,-34.008808,24.932503,2016,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Kabeljous,Kabeljous-surface sample 3,-34.008808,24.932503,2016,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Kabeljous,Kabeljous-surface sample 4,-34.008808,24.932503,2016,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Kabeljous,Kabeljous-surface sample 5,-34.008808,24.932503,2016,marsh,South Africa,Eastern Cape
Veldkornet 2016 PhD,Berg,Berg-surface sample 1,-32.769749,18.143885,2016,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Berg,Berg-surface sample 2,-32.769749,18.143885,2016,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Berg,Berg-surface sample 3,-32.769749,18.143885,2016,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Berg,Berg-surface sample 4,-32.769749,18.143885,2016,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Berg,Berg-surface sample 5,-32.769749,18.143885,2016,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Berg,Berg-surface sample 6,-32.769749,18.143885,2016,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Berg,Berg-surface sample 7,-32.769749,18.143885,2016,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Berg,Berg-surface sample 8,-32.769749,18.143885,2016,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Berg,Berg-surface sample 9,-32.769749,18.143885,2016,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Berg,Berg-surface sample 10,-32.769749,18.143885,2016,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Berg,Berg-surface sample 11,-32.769749,18.143885,2016,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Berg,Berg-surface sample 12,-32.769749,18.143885,2016,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Berg,Berg-surface sample 13,-32.769749,18.143885,2016,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Berg,Berg-surface sample 14,-32.769749,18.143885,2016,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Keurbooms,Keurbooms-surface sample 1,-34.0349,23.38,2016,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Keurbooms,Keurbooms-surface sample 2,-34.0349,23.38,2016,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Keurbooms,Keurbooms-surface sample 3,-34.0349,23.38,2016,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Keurbooms,Keurbooms-surface sample 4,-34.0349,23.38,2016,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Keurbooms,Keurbooms-surface sample 5,-34.0349,23.38,2016,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Keurbooms,Keurbooms-surface sample 6,-34.0349,23.38,2016,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Keurbooms,Keurbooms-surface sample 7,-34.0349,23.38,2016,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Keurbooms,Keurbooms-surface sample 8,-34.0349,23.38,2016,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Keurbooms,Keurbooms-surface sample 9,-34.0349,23.38,2016,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Keurbooms,Keurbooms-surface sample 10,-34.0349,23.38,2016,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Keurbooms,Keurbooms-surface sample 11,-34.0349,23.38,2016,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Keurbooms,Keurbooms-surface sample 12,-34.0349,23.38,2016,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Keurbooms,Keurbooms-surface sample 13,-34.0349,23.38,2016,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Keurbooms,Keurbooms-surface sample 14,-34.0349,23.38,2016,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Keurbooms,Keurbooms-surface sample 15,-34.0349,23.38,2016,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Keurbooms,Keurbooms-surface sample 16,-34.0349,23.38,2016,marsh,South Africa,Western Cape
Veldkornet 2016 PhD,Keurbooms,Keurbooms-surface sample 17,-34.0349,23.38,2016,marsh,South Africa,Western Cape
