"ID","TREEID","COMPID","BIOMASS","EQID","C_CONT","C_CONCID","NOTES"
45342,22484,1,98.04,41,49.02,8,
45343,22484,7,4.67,5,1.82,6,
45344,22485,1,20.20,41,10.10,8,
45345,22485,7,0.85,5,0.33,6,
45346,22486,1,20.99,41,10.49,8,
45347,22486,7,0.88,5,0.34,6,
45348,22487,1,26.98,41,13.49,8,
45349,22487,7,1.16,5,0.45,6,
45350,22488,1,21.79,41,10.89,8,
45351,22488,7,0.92,5,0.36,6,
45352,22489,1,20.20,41,10.10,8,
45353,22489,7,0.85,5,0.33,6,
45354,22490,1,30.81,41,15.40,8,
45355,22490,7,1.34,5,0.52,6,
45356,22491,1,67.96,41,33.98,8,
45357,22491,7,3.15,5,1.22,6,
45358,22492,1,27.91,41,13.95,8,
45359,22492,7,1.20,5,0.47,6,
45360,22493,1,18.68,41,9.34,8,
45361,22493,7,0.78,5,0.30,6,
45362,22494,1,23.45,41,11.72,8,
45363,22494,7,1.00,5,0.39,6,
45364,22495,1,20.20,41,10.10,8,
45365,22495,7,0.85,5,0.33,6,
45366,22496,1,26.07,41,13.03,8,
45367,22496,7,1.12,5,0.43,6,
45368,22497,1,26.07,41,13.03,8,
45369,22497,7,1.12,5,0.43,6,
45370,22498,1,24.30,41,12.15,8,
45371,22498,7,1.03,5,0.40,6,
45372,22499,1,26.98,41,13.49,8,
45373,22499,7,1.16,5,0.45,6,
45374,22500,1,30.81,41,15.40,8,
45375,22500,7,1.34,5,0.52,6,
45376,22501,1,27.91,41,13.95,8,
45377,22501,7,1.20,5,0.47,6,
45378,22502,1,20.99,41,10.49,8,
45379,22502,7,0.88,5,0.34,6,
45380,22503,1,28.86,41,14.43,8,
45381,22503,7,1.25,5,0.48,6,
45382,22504,1,28.86,41,14.43,8,
45383,22504,7,1.25,5,0.48,6,
45384,22505,1,29.82,41,14.91,8,
45385,22505,7,1.29,5,0.50,6,
45386,22506,1,29.82,41,14.91,8,
45387,22506,7,1.29,5,0.50,6,
45388,22507,1,30.81,41,15.40,8,
45389,22507,7,1.34,5,0.52,6,
45390,22508,1,26.07,41,13.03,8,
45391,22508,7,1.12,5,0.43,6,
45392,22509,1,36.02,41,18.01,8,
45393,22509,7,1.58,5,0.61,6,
45394,22510,1,31.81,41,15.90,8,
45395,22510,7,1.38,5,0.54,6,
45396,22511,1,31.81,41,15.90,8,
45397,22511,7,1.38,5,0.54,6,
45398,22512,1,60.32,41,30.16,8,
45399,22512,7,2.77,5,1.08,6,
45400,22513,1,39.37,41,19.68,8,
45401,22513,7,1.74,5,0.68,6,
45402,22514,1,32.83,41,16.41,8,
45403,22514,7,1.43,5,0.56,6,
45404,22515,1,32.83,41,16.41,8,
45405,22515,7,1.43,5,0.56,6,
45406,22516,1,33.87,41,16.94,8,
45407,22516,7,1.48,5,0.58,6,
45408,22517,1,36.02,41,18.01,8,
45409,22517,7,1.58,5,0.61,6,
45410,22518,1,36.02,41,18.01,8,
45411,22518,7,1.58,5,0.61,6,
45412,22519,1,38.23,41,19.11,8,
45413,22519,7,1.69,5,0.66,6,
45414,22520,1,36.02,41,18.01,8,
45415,22520,7,1.58,5,0.61,6,
45416,22521,1,32.83,41,16.41,8,
45417,22521,7,1.43,5,0.56,6,
45418,22522,1,38.23,41,19.11,8,
45419,22522,7,1.69,5,0.66,6,
45420,22523,1,38.23,41,19.11,8,
45421,22523,7,1.69,5,0.66,6,
45422,22524,1,17.24,41,8.62,8,
45423,22524,7,0.71,5,0.28,6,
45424,22525,1,14.95,41,7.47,8,"Decay reduction factor applied (0.8)."
45425,22525,7,0.78,5,0.30,6,
45426,22526,1,33.87,41,16.94,8,
45427,22526,7,1.48,5,0.58,6,
45428,22527,1,46.62,41,23.31,8,
45429,22527,7,2.09,5,0.81,6,
45430,22528,1,55.99,41,27.99,8,
45431,22528,7,2.55,5,0.99,6,
45432,22529,1,38.23,41,19.11,8,
45433,22529,7,1.69,5,0.66,6,
45434,22530,1,47.90,41,23.95,8,
45435,22530,7,2.16,5,0.84,6,
45436,22531,1,42.91,41,21.45,8,
45437,22531,7,1.91,5,0.74,6,
45438,22532,1,45.36,41,22.68,8,
45439,22532,7,2.03,5,0.79,6,
45440,22533,1,41.71,41,20.85,8,
45441,22533,7,1.86,5,0.72,6,
45442,22534,1,46.62,41,23.31,8,
45443,22534,7,2.09,5,0.81,6,
45444,22535,1,41.71,41,20.85,8,
45445,22535,7,1.86,5,0.72,6,
45446,22536,1,96.09,41,48.04,8,
45447,22536,7,4.57,5,1.78,6,
45448,22537,1,49.19,41,24.59,8,
45449,22537,7,2.22,5,0.86,6,
45450,22538,1,50.51,41,25.25,8,
45451,22538,7,2.28,5,0.89,6,
45452,22539,1,61.81,41,30.90,8,
45453,22539,7,2.84,5,1.10,6,
45454,22540,1,64.84,41,32.42,8,
45455,22540,7,2.99,5,1.16,6,
45456,22541,1,67.96,41,33.98,8,
45457,22541,7,3.15,5,1.22,6,
45458,22542,1,44.12,41,22.06,8,
45459,22542,7,1.97,5,0.77,6,
45460,22543,1,31.81,41,15.90,8,
45461,22543,7,1.38,5,0.54,6,
45462,22544,1,19.43,41,9.71,8,
45463,22544,7,0.81,5,0.31,6,
45464,22545,1,49.19,41,24.59,8,
45465,22545,7,2.22,5,0.86,6,
45466,22546,1,60.32,41,30.16,8,
45467,22546,7,2.77,5,1.08,6,
45468,22547,1,49.19,41,24.59,8,
45469,22547,7,2.22,5,0.86,6,
45470,22548,1,57.41,41,28.71,8,
45471,22548,7,2.62,5,1.02,6,
45472,22549,1,50.51,41,25.25,8,
45473,22549,7,2.28,5,0.89,6,
45474,22550,1,51.85,41,25.92,8,
45475,22550,7,2.35,5,0.91,6,
45476,22551,1,54.59,41,27.29,8,
45477,22551,7,2.48,5,0.97,6,
45478,22552,1,47.90,41,23.95,8,
45479,22552,7,2.16,5,0.84,6,
45480,22553,1,54.59,41,27.29,8,
45481,22553,7,2.48,5,0.97,6,
45482,22554,1,51.85,41,25.92,8,
45483,22554,7,2.35,5,0.91,6,
45484,22555,1,47.90,41,23.95,8,
45485,22555,7,2.16,5,0.84,6,
45486,22556,1,45.36,41,22.68,8,
45487,22556,7,2.03,5,0.79,6,
45488,22557,1,45.36,41,22.68,8,
45489,22557,7,2.03,5,0.79,6,
45490,22558,1,50.51,41,25.25,8,
45491,22558,7,2.28,5,0.89,6,
45492,22559,1,12.11,41,6.05,8,
45493,22559,7,0.49,5,0.19,6,
45494,22560,1,12.70,41,6.35,8,
45495,22560,7,0.51,5,0.20,6,
45496,22561,1,63.31,41,31.65,8,
45497,22561,7,2.91,5,1.13,6,
45498,22562,1,9.24,41,4.62,8,"Decay reduction factor applied (0.8)."
45499,22562,7,0.46,5,0.18,6,
45500,22563,1,42.91,41,21.45,8,
45501,22563,7,1.91,5,0.74,6,
45502,22564,1,20.20,41,10.10,8,
45503,22564,7,0.85,5,0.33,6,
45504,22565,1,25.18,41,12.59,8,
45505,22565,7,1.08,5,0.42,6,
45506,22566,1,17.95,41,8.97,8,
45507,22566,7,0.75,5,0.29,6,
45508,22567,1,11.55,41,5.77,8,
45509,22567,7,0.46,5,0.18,6,
45510,22568,1,25.18,41,12.59,8,
45511,22568,7,1.08,5,0.42,6,
45512,22569,1,11.13,41,5.56,8,"Decay reduction factor applied (0.8)."
45513,22569,7,0.56,5,0.22,6,
45514,22570,1,23.45,41,11.72,8,
45515,22570,7,1.00,5,0.39,6,
45516,22571,1,21.79,41,10.89,8,
45517,22571,7,0.92,5,0.36,6,
45518,22572,1,20.99,41,10.49,8,
45519,22572,7,0.88,5,0.34,6,
45520,22573,1,20.99,41,10.49,8,
45521,22573,7,0.88,5,0.34,6,
45522,22574,1,20.20,41,10.10,8,
45523,22574,7,0.85,5,0.33,6,
45524,22575,1,23.45,41,11.72,8,
45525,22575,7,1.00,5,0.39,6,
45526,22576,1,18.68,41,9.34,8,
45527,22576,7,0.78,5,0.30,6,
45528,22577,1,50.51,41,25.25,8,
45529,22577,7,2.28,5,0.89,6,
45530,22578,1,17.24,41,8.62,8,
45531,22578,7,0.71,5,0.28,6,
45532,22579,1,16.54,41,8.27,8,
45533,22579,7,0.68,5,0.26,6,
45534,22580,1,14.54,41,7.27,8,
45535,22580,7,0.59,5,0.23,6,
45536,22581,1,13.91,41,6.95,8,
45537,22581,7,0.56,5,0.22,6,
45538,22582,1,13.29,41,6.65,8,
45539,22582,7,0.54,5,0.21,6,
45540,22583,1,74.46,41,37.23,8,
45541,22583,7,3.47,5,1.35,6,
45542,22584,1,25.18,41,12.59,8,
45543,22584,7,1.08,5,0.42,6,
45544,22585,1,15.85,41,7.93,8,
45545,22585,7,0.65,5,0.25,6,
45546,22586,1,24.30,41,12.15,8,
45547,22586,7,1.03,5,0.40,6,
45548,22587,1,40.53,41,20.26,8,
45549,22587,7,1.80,5,0.70,6,
45550,22588,1,27.91,41,13.95,8,
45551,22588,7,1.20,5,0.47,6,
45552,22589,1,27.91,41,13.95,8,
45553,22589,7,1.20,5,0.47,6,
45554,22590,1,27.91,41,13.95,8,
45555,22590,7,1.20,5,0.47,6,
45556,22591,1,26.07,41,13.03,8,
45557,22591,7,1.12,5,0.43,6,
45558,22592,1,25.18,41,12.59,8,
45559,22592,7,1.08,5,0.42,6,
45560,22593,1,28.86,41,14.43,8,
45561,22593,7,1.25,5,0.48,6,
45562,22594,1,40.53,41,20.26,8,
45563,22594,7,1.80,5,0.70,6,
45564,22595,1,41.71,41,20.85,8,
45565,22595,7,1.86,5,0.72,6,
45566,22596,1,27.91,41,13.95,8,
45567,22596,7,1.20,5,0.47,6,
45568,22597,1,30.81,41,15.40,8,
45569,22597,7,1.34,5,0.52,6,
45570,22598,1,40.53,41,20.26,8,
45571,22598,7,1.80,5,0.70,6,
45572,22599,1,34.94,41,17.47,8,
45573,22599,7,1.53,5,0.59,6,
45574,22600,1,39.37,41,19.68,8,
45575,22600,7,1.74,5,0.68,6,
45576,22601,1,38.23,41,19.11,8,
45577,22601,7,1.69,5,0.66,6,
45578,22602,1,37.11,41,18.56,8,
45579,22602,7,1.64,5,0.64,6,
45580,22603,1,37.11,41,18.56,8,
45581,22603,7,1.64,5,0.64,6,
45582,22604,1,36.02,41,18.01,8,
45583,22604,7,1.58,5,0.61,6,
45584,22605,1,36.02,41,18.01,8,
45585,22605,7,1.58,5,0.61,6,
45586,22606,1,34.94,41,17.47,8,
45587,22606,7,1.53,5,0.59,6,
45588,22607,1,50.51,41,25.25,8,
45589,22607,7,2.28,5,0.89,6,
45590,22608,1,41.71,41,20.85,8,
45591,22608,7,1.86,5,0.72,6,
45592,22609,1,63.31,41,31.65,8,
45593,22609,7,2.91,5,1.13,6,
45594,22610,1,38.23,41,19.11,8,
45595,22610,7,1.69,5,0.66,6,
45596,22611,1,30.81,41,15.40,8,
45597,22611,7,1.34,5,0.52,6,
45598,22612,1,57.41,41,28.71,8,
45599,22612,7,2.62,5,1.02,6,
45600,22613,1,12.11,41,6.05,8,
45601,22613,7,0.49,5,0.19,6,
45602,22614,1,45.36,41,22.68,8,
45603,22614,7,2.03,5,0.79,6,
45604,22615,1,123.25,41,61.62,8,
45605,22615,7,5.98,5,2.33,6,
45606,22616,1,63.31,41,31.65,8,
45607,22616,7,2.91,5,1.13,6,
45608,22617,1,61.81,41,30.90,8,
45609,22617,7,2.84,5,1.10,6,
45610,22618,1,11.55,41,5.77,8,
45611,22618,7,0.46,5,0.18,6,
45612,22619,1,27.91,41,13.95,8,
45613,22619,7,1.20,5,0.47,6,
45614,22620,1,28.86,41,14.43,8,
45615,22620,7,1.25,5,0.48,6,
45616,22621,1,28.86,41,14.43,8,
45617,22621,7,1.25,5,0.48,6,
45618,22622,1,125.50,41,62.75,8,
45619,22622,7,6.10,5,2.38,6,
45620,22623,1,31.81,41,15.90,8,
45621,22623,7,1.38,5,0.54,6,
45622,22624,1,30.81,41,15.40,8,
45623,22624,7,1.34,5,0.52,6,
45624,22625,1,29.82,41,14.91,8,
45625,22625,7,1.29,5,0.50,6,
45626,22626,1,29.82,41,14.91,8,
45627,22626,7,1.29,5,0.50,6,
45628,22627,1,42.91,41,21.45,8,
45629,22627,7,1.91,5,0.74,6,
45630,22628,1,30.81,41,15.40,8,
45631,22628,7,1.34,5,0.52,6,
45632,22629,1,11.55,41,5.77,8,
45633,22629,7,0.46,5,0.18,6,
45634,22630,1,47.90,41,23.95,8,
45635,22630,7,2.16,5,0.84,6,
45636,22631,1,27.91,41,13.95,8,
45637,22631,7,1.20,5,0.47,6,
45638,22632,1,27.91,41,13.95,8,
45639,22632,7,1.20,5,0.47,6,
45640,22633,1,30.81,41,15.40,8,
45641,22633,7,1.34,5,0.52,6,
45642,22634,1,31.81,41,15.90,8,
45643,22634,7,1.38,5,0.54,6,
45644,22635,1,33.87,41,16.94,8,
45645,22635,7,1.48,5,0.58,6,
45646,22636,1,34.94,41,17.47,8,
45647,22636,7,1.53,5,0.59,6,
45648,22637,1,17.95,41,8.97,8,
45649,22637,7,0.75,5,0.29,6,
45650,22638,1,26.07,41,13.03,8,
45651,22638,7,1.12,5,0.43,6,
45652,22639,1,19.43,41,9.71,8,
45653,22639,7,0.81,5,0.31,6,
45654,22640,1,17.24,41,8.62,8,
45655,22640,7,0.71,5,0.28,6,
45656,22641,1,17.95,41,8.97,8,
45657,22641,7,0.75,5,0.29,6,
45658,22642,1,19.43,41,9.71,8,
45659,22642,7,0.81,5,0.31,6,
45660,22643,1,27.91,41,13.95,8,
45661,22643,7,1.20,5,0.47,6,
45662,22644,1,36.02,41,18.01,8,
45663,22644,7,1.58,5,0.61,6,
45664,22645,1,12.70,41,6.35,8,
45665,22645,7,0.51,5,0.20,6,
45666,22646,1,26.98,41,13.49,8,
45667,22646,7,1.16,5,0.45,6,
45668,22647,1,12.11,41,6.05,8,
45669,22647,7,0.49,5,0.19,6,
45670,22648,1,26.07,41,13.03,8,
45671,22648,7,1.12,5,0.43,6,
45672,22649,1,25.18,41,12.59,8,
45673,22649,7,1.08,5,0.42,6,
45674,22650,1,24.30,41,12.15,8,
45675,22650,7,1.03,5,0.40,6,
45676,22651,1,23.45,41,11.72,8,
45677,22651,7,1.00,5,0.39,6,
45678,22652,1,23.45,41,11.72,8,
45679,22652,7,1.00,5,0.39,6,
45680,22653,1,12.11,41,6.05,8,
45681,22653,7,0.49,5,0.19,6,
45682,22654,1,19.43,41,9.71,8,
45683,22654,7,0.81,5,0.31,6,
45684,22655,1,26.98,41,13.49,8,
45685,22655,7,1.16,5,0.45,6,
45686,22656,1,16.54,41,8.27,8,
45687,22656,7,0.68,5,0.26,6,
45688,22657,1,16.54,41,8.27,8,
45689,22657,7,0.68,5,0.26,6,
45690,22658,1,20.20,41,10.10,8,
45691,22658,7,0.85,5,0.33,6,
45692,22659,1,63.31,41,31.65,8,
45693,22659,7,2.91,5,1.13,6,
45694,22660,1,15.85,41,7.93,8,
45695,22660,7,0.65,5,0.25,6,
45696,22661,1,17.24,41,8.62,8,
45697,22661,7,0.71,5,0.28,6,
45698,22662,1,38.23,41,19.11,8,
45699,22662,7,1.69,5,0.66,6,
45700,22663,1,47.90,41,23.95,8,
45701,22663,7,2.16,5,0.84,6,
45702,22664,1,41.71,41,20.85,8,
45703,22664,7,1.86,5,0.72,6,
45704,22665,1,42.91,41,21.45,8,
45705,22665,7,1.91,5,0.74,6,
45706,22666,1,46.62,41,23.31,8,
45707,22666,7,2.09,5,0.81,6,
45708,22667,1,47.90,41,23.95,8,
45709,22667,7,2.16,5,0.84,6,
45710,22668,1,51.85,41,25.92,8,
45711,22668,7,2.35,5,0.91,6,
45712,22669,1,53.21,41,26.60,8,
45713,22669,7,2.41,5,0.94,6,
45714,22670,1,60.32,41,30.16,8,
45715,22670,7,2.77,5,1.08,6,
45716,22671,1,69.55,41,34.77,8,
45717,22671,7,3.23,5,1.26,6,
45718,22672,1,20.20,41,10.10,8,
45719,22672,7,0.85,5,0.33,6,
45720,22673,1,37.11,41,18.56,8,
45721,22673,7,1.64,5,0.64,6,
45722,22674,1,12.11,41,6.05,8,
45723,22674,7,0.49,5,0.19,6,
45724,22675,1,23.45,41,11.72,8,
45725,22675,7,1.00,5,0.39,6,
45726,22676,1,39.37,41,19.68,8,
45727,22676,7,1.74,5,0.68,6,
45728,22677,1,15.19,41,7.59,8,
45729,22677,7,0.62,5,0.24,6,
45730,22678,1,37.11,41,18.56,8,
45731,22678,7,1.64,5,0.64,6,
45732,22679,1,19.43,41,9.71,8,
45733,22679,7,0.81,5,0.31,6,
45734,22680,1,12.11,41,6.05,8,
45735,22680,7,0.49,5,0.19,6,
45736,22681,1,19.43,41,9.71,8,
45737,22681,7,0.81,5,0.31,6,
45738,22682,1,15.19,41,7.59,8,
45739,22682,7,0.62,5,0.24,6,
45740,22683,1,14.54,41,7.27,8,
45741,22683,7,0.59,5,0.23,6,
45742,22684,1,13.29,41,6.65,8,
45743,22684,7,0.54,5,0.21,6,
45744,22685,1,13.29,41,6.65,8,
45745,22685,7,0.54,5,0.21,6,
45746,22686,1,13.29,41,6.65,8,
45747,22686,7,0.54,5,0.21,6,
45748,22687,1,12.70,41,6.35,8,
45749,22687,7,0.51,5,0.20,6,
45750,22688,1,12.11,41,6.05,8,
45751,22688,7,0.49,5,0.19,6,
45752,22689,3,34.43,11,17.21,8,
45753,22689,7,50.18,35,19.57,6,
45754,22690,1,208.29,23,104.14,8,
45755,22690,7,85.79,20,33.45,6,
45756,22691,1,491.50,23,245.75,8,
45757,22691,7,186.17,20,72.60,6,
45758,22692,1,207.56,34,103.78,8,
45759,22692,7,47.13,35,18.38,6,
45760,22693,1,178.51,41,89.25,8,
45761,22693,7,8.92,5,3.48,6,
45762,22694,1,8.67,40,4.34,8,
45763,22694,7,,1001,,6,
45764,22695,1,164.89,41,82.44,8,
45765,22695,7,8.19,5,3.19,6,
45766,22696,1,105.63,23,52.81,8,
45767,22696,7,46.49,20,18.13,6,
45768,22697,1,106.06,41,53.03,8,
45769,22697,7,5.09,5,1.98,6,
45770,22698,1,41.71,41,20.85,8,
45771,22698,7,1.86,5,0.72,6,
45772,22699,1,2.89,40,1.44,8,
45773,22699,7,,1001,,6,
45774,22700,1,84.87,41,42.43,8,
45775,22700,7,4.00,5,1.56,6,
45776,22701,1,511.82,23,255.91,8,
45777,22701,7,193.10,20,75.31,6,
45778,22702,1,164.89,41,82.44,8,
45779,22702,7,8.19,5,3.19,6,
45780,22703,3,17.41,11,8.70,8,
45781,22703,7,6.59,5,2.57,6,
45782,22704,1,80.22,36,40.11,8,
45783,22704,7,50.42,20,19.66,6,
45784,22705,1,18.17,36,9.08,8,
45785,22705,7,12.07,20,4.70,6,
45786,22706,1,21.17,36,10.58,8,
45787,22706,7,13.98,20,5.45,6,
45788,22707,1,18.17,36,9.08,8,
45789,22707,7,12.07,20,4.70,6,
45790,22708,1,10.69,36,5.34,8,
45791,22708,7,7.24,20,2.82,6,
45792,22709,1,9.86,36,4.93,8,
45793,22709,7,6.70,20,2.61,6,
45794,22710,1,8.31,36,4.15,8,
45795,22710,7,5.68,20,2.21,6,
45796,22711,1,25.12,36,12.56,8,
45797,22711,7,16.48,20,6.42,6,
45798,22712,1,31.63,38,15.81,8,
45799,22712,7,21.67,20,8.45,6,
45800,22713,1,21.79,41,10.89,8,
45801,22713,7,0.92,5,0.36,6,
45802,22714,1,12.11,41,6.05,8,
45803,22714,7,0.49,5,0.19,6,
45804,22715,3,61.18,11,30.59,8,
45805,22715,7,244.39,20,95.31,6,
45806,22716,1,27.96,36,13.98,8,
45807,22716,7,18.27,20,7.12,6,
45808,22717,1,525.42,23,262.71,8,
45809,22717,7,198.21,20,77.30,6,
45810,22718,1,373.11,23,186.55,8,
45811,22718,7,145.53,20,56.76,6,
45812,22719,1,19.34,36,9.67,8,
45813,22719,7,12.81,20,4.99,6,
45814,22720,1,361.34,36,180.67,8,
45815,22720,7,214.77,20,83.76,6,
45816,22721,1,178.22,38,89.11,8,
45817,22721,7,124.14,20,48.41,6,
45818,22722,1,168.94,36,84.47,8,
45819,22722,7,103.29,20,40.28,6,
45820,22723,1,141.88,36,70.94,8,
45821,22723,7,87.31,20,34.05,6,
45822,22724,1,97.10,36,48.55,8,
45823,22724,7,60.59,20,23.63,6,
45824,22725,1,49.76,38,24.88,8,
45825,22725,7,34.25,20,13.35,6,
45826,22726,1,50.51,41,25.25,8,
45827,22726,7,2.28,5,0.89,6,
45828,22727,1,13.59,34,6.79,8,
45829,22727,7,10.40,35,4.05,6,
45830,22728,1,17.35,40,8.67,8,
45831,22728,7,,1001,,6,
45832,22729,1,17.35,40,8.67,8,
45833,22729,7,,1001,,6,
45834,22730,1,17.15,34,8.58,8,
45835,22730,7,11.84,35,4.61,6,
45836,22731,1,17.35,40,8.67,8,
45837,22731,7,,1001,,6,
45838,22732,1,15.91,40,7.95,8,
45839,22732,7,,1001,,6,
45840,22733,1,14.75,40,7.37,8,
45841,22733,7,,1001,,6,
45842,22734,1,14.46,40,7.23,8,
45843,22734,7,,1001,,6,
45844,22735,1,18.22,40,9.11,8,
45845,22735,7,,1001,,6,
45846,22736,1,14.46,40,7.23,8,
45847,22736,7,,1001,,6,
45848,22737,1,15.57,34,7.78,8,
45849,22737,7,11.22,35,4.37,6,
45850,22738,1,17.06,40,8.53,8,
45851,22738,7,,1001,,6,
45852,22739,1,20.25,40,10.12,8,
45853,22739,7,,1001,,6,
45854,22740,1,488.92,34,244.46,8,
45855,22740,7,75.77,35,29.55,6,
45856,22741,1,281.95,23,140.97,8,
45857,22741,7,113.02,20,44.08,6,
45858,22742,1,32.61,23,16.30,8,
45859,22742,7,16.09,20,6.27,6,
45860,22743,1,22.39,34,11.19,8,
45861,22743,7,13.72,35,5.35,6,
45862,22744,1,20.25,40,10.12,8,
45863,22744,7,,1001,,6,
45864,22745,1,18.25,34,9.13,8,
45865,22745,7,12.25,35,4.77,6,
45866,22746,1,2.89,40,1.44,8,
45867,22746,7,,1001,,6,
45868,22747,1,18.80,40,9.40,8,
45869,22747,7,,1001,,6,
45870,22748,1,20.25,40,10.12,8,
45871,22748,7,,1001,,6,
45872,22749,1,48.91,34,24.45,8,
45873,22749,7,21.15,35,8.25,6,
45874,22750,1,28.92,40,14.46,8,
45875,22750,7,,1001,,6,
45876,22751,1,21.69,40,10.84,8,
45877,22751,7,,1001,,6,
45878,22752,1,28.92,40,14.46,8,
45879,22752,7,,1001,,6,
45880,22753,1,4661.84,42,2330.92,8,
45881,22753,7,1524.55,20,594.57,6,
45882,22754,1,348.13,23,174.06,8,
45883,22754,7,136.71,20,53.31,6,
45884,22755,1,217.75,34,108.87,8,
45885,22755,7,48.40,35,18.87,6,
45886,22756,1,69.62,34,34.81,8,
45887,22756,7,25.72,35,10.03,6,
45888,22757,1,22.85,40,11.42,8,
45889,22757,7,,1001,,6,
45890,22758,1,22.56,40,11.28,8,
45891,22758,7,,1001,,6,
45892,22759,1,20.25,40,10.12,8,
45893,22759,7,,1001,,6,
45894,22760,1,25.18,41,12.59,8,
45895,22760,7,1.08,5,0.42,6,
45896,22761,1,17.35,40,8.67,8,
45897,22761,7,,1001,,6,
45898,22762,1,17.35,40,8.67,8,
45899,22762,7,,1001,,6,
45900,22763,1,23.14,40,11.57,8,
45901,22763,7,,1001,,6,
45902,22764,1,26.03,40,13.01,8,
45903,22764,7,,1001,,6,
45904,22765,1,14.46,40,7.23,8,
45905,22765,7,,1001,,6,
45906,22766,1,36.20,42,18.10,8,
45907,22766,7,23.63,20,9.21,6,
45908,22767,1,10.46,42,5.23,8,
45909,22767,7,8.15,20,3.17,6,
45910,22768,1,893.56,34,446.78,8,
45911,22768,7,105.84,35,41.28,6,
45912,22769,1,15.96,36,7.98,8,
45913,22769,7,10.65,20,4.15,6,
45914,22770,1,8.50,42,4.25,8,
45915,22770,7,6.82,20,2.66,6,
45916,22771,1,441.67,42,220.83,8,
45917,22771,7,188.86,20,73.65,6,
45918,22772,1,120.32,42,60.16,8,
45919,22772,7,66.21,20,25.82,6,
45920,22773,1,229.64,41,114.82,8,
45921,22773,7,11.71,5,4.56,6,
45922,22774,1,7.79,42,3.89,8,
45923,22774,7,5.91,20,2.30,6,
45924,22775,1,557.57,42,278.78,8,
45925,22775,7,246.67,20,96.20,6,
45926,22776,1,2515.99,34,1257.99,8,
45927,22776,7,187.85,35,73.26,6,
45928,22777,1,2576.26,34,1288.13,8,
45929,22777,7,190.33,35,74.23,6,
45930,22778,1,24.29,42,12.14,8,
45931,22778,7,16.78,20,6.54,6,
45932,22779,1,204.64,41,102.32,8,
45933,22779,7,10.34,5,4.03,6,
45934,22780,1,159.03,42,79.51,8,
45935,22780,7,84.10,20,32.80,6,
45936,22781,1,135.81,42,67.90,8,
45937,22781,7,73.46,20,28.64,6,
45938,22782,1,9.65,42,4.82,8,
45939,22782,7,7.60,20,2.96,6,
45940,22783,1,242.70,42,121.35,8,
45941,22783,7,120.86,20,47.13,6,
45942,22784,1,589.88,41,294.94,8,
45943,22784,7,32.39,5,12.63,6,
45944,22785,1,757.75,42,378.87,8,
45945,22785,7,320.91,20,125.15,6,
45946,22786,1,135.81,42,67.90,8,
45947,22786,7,73.46,20,28.64,6,
45948,22787,1,60.51,36,30.25,8,
45949,22787,7,38.43,20,14.99,6,
45950,22788,1,51.15,42,25.57,8,
45951,22788,7,31.79,20,12.39,6,
45952,22789,1,31.08,42,15.54,8,
45953,22789,7,20.74,20,8.08,6,
45954,22790,1,20.95,42,10.47,8,
45955,22790,7,14.78,20,5.76,6,
45956,22791,1,11.75,42,5.88,8,
45957,22791,7,9.00,20,3.51,6,
45958,22792,1,10.46,42,5.23,8,
45959,22792,7,7.62,20,2.97,6,
45960,22793,1,5691.81,42,2845.90,8,
45961,22793,7,1809.25,20,705.61,6,
45962,22794,1,76.23,42,38.11,8,
45963,22794,7,44.76,20,17.45,6,
45964,22795,1,104.25,42,52.12,8,
45965,22795,7,58.54,20,22.83,6,
45966,22796,1,509.84,36,254.92,8,
45967,22796,7,299.19,20,116.68,6,
45968,22797,1,10.46,42,5.23,8,
45969,22797,7,8.15,20,3.17,6,
45970,22798,1,12.67,42,6.33,8,
45971,22798,7,8.98,20,3.50,6,
45972,22799,1,24.99,42,12.49,8,
45973,22799,7,17.20,20,6.70,6,
45974,22800,1,27.94,42,13.97,8,
45975,22800,7,17.69,20,6.90,6,
45976,22801,1,172.99,41,86.49,8,
45977,22801,7,8.62,5,3.36,6,
45978,22802,1,6.79,42,3.39,8,
45979,22802,7,5.25,20,2.05,6,
45980,22803,1,540.56,41,270.28,8,
45981,22803,7,29.48,5,11.49,6,
45982,22804,1,5832.02,42,2916.01,8,
45983,22804,7,1847.42,20,720.49,6,
45984,22805,1,6.79,42,3.39,8,
45985,22805,7,5.25,20,2.05,6,
45986,22806,1,144.02,23,72.01,8,"Decay reduction factor applied (0.95)."
45987,22806,7,64.46,20,25.14,6,
45988,22807,1,46.85,42,23.42,8,
45989,22807,7,29.48,20,11.49,6,
45990,22808,1,17.33,42,8.66,8,
45991,22808,7,12.56,20,4.90,6,
45992,22809,1,9.46,36,4.73,8,
45993,22809,7,6.43,20,2.51,6,
45994,22810,1,5.30,42,2.65,8,
45995,22810,7,4.25,20,1.66,6,
45996,22811,1,8.50,42,4.25,8,
45997,22811,7,6.82,20,2.66,6,
45998,22812,3,5.78,11,2.89,8,
45999,22812,7,7.87,20,3.07,6,
46000,22813,1,16.22,42,8.11,8,
46001,22813,7,11.87,20,4.63,6,
46002,22814,1,19.34,36,9.67,8,
46003,22814,7,12.81,20,4.99,6,
46004,22815,1,31.90,42,15.95,8,
46005,22815,7,19.83,20,7.73,6,
46006,22816,1,43.78,42,21.89,8,
46007,22816,7,26.01,20,10.14,6,
46008,22817,1,82.91,36,41.45,8,
