Site,Status,ID,Date,Lat,Lon,Depth,Elevation,DBD,210Pb,210Pb_e,226Ra,226Ra_e,210Pbex,210Pbex_e,137Cs,137Cs_e,7Be,7Be_e,wtC,wtN,13C,15N,Age,Age_e,VAR,MAR,CAR,Year
Herring River,Forest,HRHTB,6/18/2015,41.94368,-70.05676,16.5,66.8,0.6163,1.8946,0.1322,1.7826,0.0592,0.112,0.1449,0.1266,0.0244,0,0,3.84,0.36,-17.89,5.89,   ,   ,  ,,,   
Herring River,Forest,HRHTB,6/18/2015,41.94368,-70.05676,17.5,65.8,0.6045,1.757,0.1263,1.6344,0.0525,0.1226,0.1368,0.088,0.0191,0,0,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Forest,HRHTB,6/18/2015,41.94368,-70.05676,18.5,64.8,0.718,1.5554,0.1311,1.6812,0.0483,-0.1258,0.1397,0.1128,0.0207,0,0,4.99,0.47,-17.87,6.09,   ,   ,  ,,,   
Herring River,Forest,HRHTB,6/18/2015,41.94368,-70.05676,19.5,63.8,0.8331,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Forest,HRHTB,6/18/2015,41.94368,-70.05676,20.5,62.8,0.4236,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,5.13,0.51,-17.15,6.5,   ,   ,  ,,,   
Herring River,Forest,HRHTB,6/18/2015,41.94368,-70.05676,21.5,61.8,0.3857,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Forest,HRHTB,6/18/2015,41.94368,-70.05676,22.5,60.8,0.4253,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,5.58,0.54,-16.92,6.42,   ,   ,  ,,,   
Herring River,Forest,HRHTB,6/18/2015,41.94368,-70.05676,23.5,59.8,0.4105,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Forest,HRHTB,6/18/2015,41.94368,-70.05676,24.5,58.8,0.6078,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,5.47,0.53,-16.79,6.41,   ,   ,  ,,,   
Herring River,Forest,HRHTB,6/18/2015,41.94368,-70.05676,25.5,57.8,0.8145,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Forest,HRHTB,6/18/2015,41.94368,-70.05676,26.5,56.8,0.4757,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,5.01,0.51,-16.71,6.48,   ,   ,  ,,,   
Herring River,Forest,HRHTB,6/18/2015,41.94368,-70.05676,27.5,55.8,0.8654,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Forest,HRHTB,6/18/2015,41.94368,-70.05676,28.5,54.8,0.724,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,4.89,0.51,-16.79,6.43,   ,   ,  ,,,   
Herring River,Forest,HRHTB,6/18/2015,41.94368,-70.05676,29.5,53.8,0.7641,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Forest,HRHTB,6/18/2015,41.94368,-70.05676,31,52.3,0.5876,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,4.63,0.48,-16.92,6.39,   ,   ,  ,,,   
Herring River,Forest,HRHTB,6/18/2015,41.94368,-70.05676,33,50.3,0.6426,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Forest,HRHTB,6/18/2015,41.94368,-70.05676,35,48.3,0.7654,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Forest,HRHTB,6/18/2015,41.94368,-70.05676,37,46.3,0.739,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,4.09,0.43,-17.13,6.15,   ,   ,  ,,,   
Herring River,Forest,HRHTB,6/18/2015,41.94368,-70.05676,39,44.3,0.7803,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Forest,HRHTB,6/18/2015,41.94368,-70.05676,41,42.3,0.7492,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Forest,HRHTB,6/18/2015,41.94368,-70.05676,43,40.3,0.8436,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,4.2,0.43,-17.41,5.92,   ,   ,  ,,,   
Herring River,Forest,HRHTB,6/18/2015,41.94368,-70.05676,45,38.3,0.7136,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Forest,HRHTB,6/18/2015,41.94368,-70.05676,47,36.3,0.9709,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Forest,HRHTB,6/18/2015,41.94368,-70.05676,49,34.3,0.8056,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,3.51,0.36,-17.01,5.6,   ,   ,  ,,,   
Herring River,Forest,HRHTB,6/18/2015,41.94368,-70.05676,51,32.3,0.7766,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Forest,HRHTB,6/18/2015,41.94368,-70.05676,53,30.3,0.724,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Forest,HRHTB,6/18/2015,41.94368,-70.05676,55,28.3,0.7208,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,3.38,0.35,-16.97,5.87,   ,   ,  ,,,   
Herring River,Forest,HRHTB,6/18/2015,41.94368,-70.05676,57,26.3,0.7618,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Forest,HRHTB,6/18/2015,41.94368,-70.05676,59,24.3,0.5937,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Forest,HRHTB,6/18/2015,41.94368,-70.05676,61,22.3,0.6824,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,3.91,0.41,-17.48,6.22,   ,   ,  ,,,   
Herring River,Forest,HRHTB,6/18/2015,41.94368,-70.05676,63,20.3,0.642,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Forest,HRHTB,6/18/2015,41.94368,-70.05676,65,18.3,0.6035,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Forest,HRHTB,6/18/2015,41.94368,-70.05676,67,16.3,0.8887,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,3.51,0.38,-17.1,5.9,   ,   ,  ,,,   
Herring River,Forest,HRHTB,6/18/2015,41.94368,-70.05676,69.5,13.8,0.9828,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,3.42,0.36,-17.58,6.03,   ,   ,  ,,,   
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,0,39.8,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,2015.6
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,0.5,39.3,0.0271,23.1838,1.6623,0.5,0.1,22.6838,1.6653,0,0,0,0,43.62,1.83,-27.69,3.93,0.8,1,12.4,337,147,2014.7
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,1.5,38.3,0.0353,25.1474,1.2926,0.7385,0.2806,24.4089,1.3227,0,0,0,0,   ,   ,   ,   ,2,1,8.6,304,,2013.6
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,2.5,37.3,0.0531,28.2101,1.5516,0.5,0.1,27.7101,1.5548,0,0,0,0,   ,   ,   ,   ,4.1,1.1,4.8,254,,2011.5
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,3.5,36.3,0.0619,22.753,1.256,0.6825,0.232,22.0705,1.2772,0,0,0,0,43.7,2.12,-27.71,3.92,6.1,1.2,4.8,299,131,2009.4
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,4.5,35.3,0.0787,18.8458,1.0874,0.5,0.1,18.3458,1.092,0,0,0,0,   ,   ,   ,   ,8.5,1.3,4.3,336,,2007.1
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,5.5,34.3,0.0817,16.6201,1.1817,0.5,0.1,16.1201,1.1859,0,0,0,0,   ,   ,   ,   ,10.8,1.3,4.4,356,,2004.8
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,6.5,33.3,0.0855,18.3059,1.0636,0.5,0.1,17.8059,1.0683,0,0,0,0,46.25,1.95,-27.93,4.29,13.6,1.5,3.5,298,138,2001.9
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,7.5,32.3,0.1544,15.9823,0.6297,0.5,0.1,15.4823,0.6376,0,0,0,0,   ,   ,   ,   ,18.7,1.7,2,303,,1996.8
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,8.5,31.3,0.1148,16.9863,0.5894,0.5,0.1,16.4863,0.5978,0.3819,0.0802,0,0,   ,   ,   ,   ,23.4,1.9,2.1,244,,1992.1
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,9.5,30.3,0.1258,8.4999,0.4063,0.5,0.1,7.9999,0.4184,0.6072,0.077,0,0,43.8,1.86,-27.13,4.35,26.3,2.1,3.6,447,196,1989.3
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,10.5,29.3,0.1794,5.0476,0.2731,0.5,0.1,4.5476,0.2908,0,0,0,0,   ,   ,   ,   ,28.7,2.2,4,724,,1986.8
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,11.5,28.3,0.099,4.9256,0.4123,0.5,0.1,4.4256,0.4242,1.7557,0.1204,0,0,   ,   ,   ,   ,30.1,2.3,7.1,700,,1985.4
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,12.5,27.3,0.1278,6.7202,0.3999,0.6882,0.1102,6.032,0.4148,2.8508,0.13,0,0,32.41,1.7,-24.08,2.8,32.8,2.5,3.8,482,156,1982.8
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,13.5,26.3,0.1353,5.5512,0.4607,0.8832,0.1445,4.668,0.4829,2.9266,0.1469,0,0,   ,   ,   ,   ,35.1,2.7,4.3,577,,1980.4
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,14.5,25.3,0.099,5.3775,0.4904,0.6833,0.1449,4.6942,0.5114,2.4865,0.1512,0,0,   ,   ,   ,   ,37,2.9,5.4,537,,1978.6
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,15.5,24.3,0.1877,5.5109,0.2618,0.4828,0.0757,5.0281,0.2725,2.5258,0.0909,0,0,33.79,1.51,-23.21,2.27,41.1,3.2,2.4,457,155,1974.5
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,16.5,23.3,0.3083,6.5649,0.3591,0.8292,0.1003,5.7357,0.3729,3.3121,0.1348,0,0,   ,   ,   ,   ,50.6,4.4,1.1,326,,1965
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,17.5,22.3,0.1291,5.6725,0.3171,0.3598,0.0792,5.3127,0.3268,1.4973,0.0987,0,0,   ,   ,   ,   ,55.1,5.1,2.2,282,,1960.4
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,18.5,21.3,0.1263,7.2922,0.3799,0.4493,0.0916,6.8429,0.3908,2.5702,0.1252,0,0,38.05,2.02,-21.01,1.95,62,6.3,1.5,183,70,1953.5
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,19.5,20.3,0.1408,6.0027,0.2887,0.7674,0.0833,5.2353,0.3005,2.0308,0.0879,0,0,   ,   ,   ,   ,69.4,7.9,1.4,192,,1946.2
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,20.5,19.3,0.1,5.9184,0.4528,0.5,0.1,5.4184,0.4637,1.4405,0.1157,0,0,   ,   ,   ,   ,76.1,9.7,1.5,149,,1939.5
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,21.5,18.3,0.1444,3.9895,0.2825,1.8383,0.1184,2.1512,0.3063,1.4642,0.0899,0,0,38.41,1.74,-21.74,1.38,80.6,11.2,2.2,315,121,1934.9
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,22.5,17.3,0.1073,2.9442,0.4976,0.5,0.1,2.4442,0.5075,0.9105,0.1179,0,0,   ,   ,   ,   ,85.1,13,2.2,241,,1930.4
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,23.5,16.3,0.1211,1.4463,0.3114,0.5878,0.0625,0.8585,0.3176,1.0512,0.1117,0,0,   ,   ,   ,   ,87.1,13.8,5.1,620,,1928.5
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,24.5,15.3,0.1168,1.8383,0.3145,0.5155,0.1008,1.3228,0.3303,0.9366,0.0917,0,0,32.24,2.22,-19.88,1.48,90.2,15.2,3.2,372,120,1925.4
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,25.5,14.3,0.1263,1.7398,0.2749,0.4233,0.0932,1.3165,0.2903,0.9048,0.0863,0,0,   ,   ,   ,   ,94,17.1,2.7,336,,1921.6
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,26.5,13.3,0.1368,2.3809,0.2926,0.4212,0.0865,1.9597,0.3051,1.2569,0.1078,0,0,   ,   ,   ,   ,101.1,21.4,1.4,190,,1914.4
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,27.5,12.3,0.1266,1.5402,0.2571,0.4228,0.077,1.1174,0.2683,0,0,0,0,31.6,1.94,-20.31,1.63,105.7,24.7,2.2,278,88,1909.9
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,28.5,11.3,0.1356,1.9296,0.2802,0.4312,0.0922,1.4983,0.295,0.7664,0.085,0,0,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,29.5,10.3,0.1188,1.6753,0.2,0.5,0.1,1.1753,0.1,0,0,0,0,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,31,8.8,0.1226,1.2564,0.251,0.5212,0.0768,0.7352,0.2625,0.558,0.0571,0,0,24.17,1.54,-20.38,2.63,   ,   ,  ,,,   
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,33,6.8,0.3056,1.5946,0.1,1.2373,0.0426,0.3573,0.1087,0.4564,0.0267,0,0,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,35,4.8,0.4337,1.3764,0.0895,1.3097,0.0341,0.0667,0.0957,0,0,0,0,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,37,2.8,0.4408,1.307,0.107,1.2541,0.0577,0.0529,0.1216,0,0,0,0,8.96,0.66,-18.04,3.13,   ,   ,  ,,,   
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,39,0.8,0.2461,1.1004,0.1366,0.93,0.0602,0.1704,0.1492,0,0,0,0,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,41,-1.2,0.1449,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,43,-3.2,0.1063,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,45,-5.2,0.1167,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,38.68,1.84,-14.11,1.59,   ,   ,  ,,,   
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,47,-7.2,0.109,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,49,-9.2,0.1407,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,51,-11.2,0.1164,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,33.2,1.76,-14.33,1.76,   ,   ,  ,,,   
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,53,-13.2,0.1513,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,55,-15.2,0.1506,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,57,-17.2,0.1224,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,29.15,1.63,-14.22,2.4,   ,   ,  ,,,   
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,59,-19.2,0.1377,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,61,-21.2,0.1053,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Typha,HROCA,6/19/2015,41.96033,-70.05624,63,-23.2,0.1127,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,30.62,1.55,-14.16,2.74,   ,   ,  ,,,   
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,0,39.6,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,2015.6
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,0.5,39.1,0.0882,27.9592,1.0205,0.4138,0.1655,27.5454,1.0338,0,0,5.922,2.961,40.52,1.68,-27.42,3.82,3,1.1,3.3,295,120,2012.6
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,1.5,38.1,0.1043,25.6372,0.8768,0.4491,0.1347,25.1882,0.8871,0,0,0,0,   ,   ,   ,   ,6.6,1.2,2.8,291,,2009
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,2.5,37.1,0.0714,18.5796,1.0981,0.5,0.1,18.0796,1.1026,0,0,0,0,   ,   ,   ,   ,8.5,1.2,5.2,373,,2007.1
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,3.5,36.1,0.0865,21.2716,1.0274,0.5,0.1,20.7716,1.0323,0,0,0,0,44.24,2.32,-27.74,4.55,11.4,1.3,3.5,301,133,2004.2
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,4.5,35.1,0.1278,16.3531,0.4971,0.5,0.1,15.8531,0.5071,0,0,0,0,   ,   ,   ,   ,14.9,1.5,2.8,357,,2000.6
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,5.5,34.1,0.108,13.5683,0.5156,0.5,0.1,13.0683,0.5252,0,0,0,0,   ,   ,   ,   ,17.7,1.6,3.6,392,,1997.9
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,6.5,33.1,0.1298,8.6575,0.7575,0.5,0.1,8.1575,0.7641,0,0,0,0,44.39,2.49,-27.12,4,19.9,1.7,4.5,582,258,1995.6
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,7.5,32.1,0.118,9.8299,0.5171,0.666,0.1458,9.1638,0.5372,2.2457,0.1305,0,0,   ,   ,   ,   ,22.4,1.8,4.1,481,,1993.2
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,8.5,31.1,0.1812,7.4584,0.3759,0.4833,0.0989,6.9751,0.3887,3.1766,0.1306,0,0,   ,   ,   ,   ,25.5,1.9,3.2,580,,1990.1
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,9.5,30.1,0.2429,6.2638,0.3646,0.4873,0.1053,5.7766,0.3795,2.518,0.1272,0,0,39.33,2.27,-24.01,3.17,29.4,2.2,2.6,628,247,1986.2
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,10.5,29.1,0.1942,6.6028,0.2727,0.4408,0.0582,6.162,0.2788,1.9682,0.0825,0,0,   ,   ,   ,   ,33.1,2.4,2.7,524,,1982.5
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,11.5,28.1,0.196,5.8519,0.4231,0.5732,0.1266,5.2786,0.4416,2.4339,0.1222,0,0,   ,   ,   ,   ,36.7,2.7,2.8,546,,1978.9
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,12.5,27.1,0.2343,4.7527,0.2785,0.8156,0.0898,3.9372,0.2926,2.0978,0.0975,0,0,31.22,1.63,-21.31,2.01,40.2,3,2.8,654,204,1975.3
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,13.5,26.1,0.2043,4.6145,0.2852,0.8652,0.0943,3.7493,0.3004,3.0765,0.1098,0,0,   ,   ,   ,   ,43.6,3.3,3,617,,1972
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,14.5,25.1,0.188,5.4228,0.2191,0.9742,0.0667,4.4486,0.229,2.9336,0.0798,0,0,   ,   ,   ,   ,47.6,3.8,2.5,464,,1967.9
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,15.5,24.1,0.1471,6.9989,0.3751,0.8535,0.109,6.1453,0.3907,2.7688,0.124,0,0,36.58,1.75,-20.24,1.68,52.6,4.4,2,292,107,1962.9
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,16.5,23.1,0.1298,6.1554,0.3902,0.4683,0.1242,5.6871,0.4095,2.0145,0.1231,0,0,   ,   ,   ,   ,57.5,5.1,2.1,270,,1958.1
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,17.5,22.1,0.1521,5.4886,0.3365,0.3189,0.0842,5.1697,0.3468,2.1047,0.1124,0,0,   ,   ,   ,   ,63.5,6.2,1.7,251,,1952.1
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,18.5,21.1,0.2085,3.7845,0.2823,0.6584,0.0892,3.1261,0.2961,2.3348,0.0995,0,0,29.77,2.15,-18.72,1.6,69.6,7.5,1.7,344,103,1946
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,19.5,20.1,0.1464,3.472,0.4406,0.5,0.1,2.972,0.4518,1.6454,0.1313,0,0,   ,   ,   ,   ,74.3,8.7,2.1,306,,1941.2
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,20.5,19.1,0.1341,3.4706,0.388,0.6668,0.1342,2.8038,0.4106,1.3977,0.1111,0,0,   ,   ,   ,   ,79.1,10.2,2.1,279,,1936.4
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,21.5,18.1,0.1652,3.0066,0.2023,0.7503,0.0758,2.2563,0.2161,1.3703,0.0715,0,0,30.02,2.05,-19,1.76,84.7,12.1,1.8,296,89,1930.8
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,22.5,17.1,0.1341,2.4786,0.1988,0.4121,0.0653,2.0665,0.2092,1.2563,0.0765,0,0,   ,   ,   ,   ,89.6,14.1,2,274,,1925.9
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,23.5,16.1,0.09,3.8106,0.3468,0.4562,0.1148,3.3544,0.3653,1.3959,0.0969,0,0,   ,   ,   ,   ,96,17.2,1.6,142,,1919.6
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,24.5,15.1,0.0935,2.2098,0.3509,0.5,0.1,1.7098,0.3649,1.1612,0.1122,0,0,39.59,2.03,-15.84,0.8,99.9,19.4,2.5,237,94,1915.7
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,25.5,14.1,0.0975,3.4183,0.2953,0.6697,0.1009,2.7486,0.3121,1.7201,0.1048,0,0,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,26.5,13.1,0.1388,2.4557,0.318,0.5812,0.1076,1.8745,0.3357,1.5847,0.1166,0,0,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,27.5,12.1,0.1652,2.5463,0.2936,0.9738,0.1012,1.5725,0.3105,1.399,0.0961,0,0,23.85,1.26,-15.93,1.51,   ,   ,  ,,,   
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,28.5,11.1,0.2343,1.6232,0.2,1.029,0.0861,0.5942,0.2177,1.1459,0.0668,0,0,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,29.5,10.1,0.294,1.5328,0.1845,1.2414,0.0932,0.2914,0.2068,1.0108,0.0635,0,0,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,31,8.6,0.3497,1.0155,0.0865,0.8303,0.0317,0.1852,0.0921,0.2774,0.0175,0,0,9.71,0.66,-16.57,2.89,   ,   ,  ,,,   
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,33,6.6,0.3918,1.4646,0.1038,1.3849,0.0424,0.0798,0.1122,0,0,0,0,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,35,4.6,0.3342,1.1059,0.1061,1.0764,0.0401,0.0295,0.1134,0,0,0,0,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,37,2.6,0.1345,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,36.39,1.92,-14.93,1.54,   ,   ,  ,,,   
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,39,0.6,0.1405,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,41,-1.4,0.1494,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,43,-3.4,0.1639,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,45,-5.4,0.1643,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,29.97,1.34,-13.95,3.08,   ,   ,  ,,,   
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,47,-7.4,0.1684,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,49,-9.4,0.255,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,51,-11.4,0.2579,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,17.52,1.02,-14.82,3.55,   ,   ,  ,,,   
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,53,-13.4,0.2195,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
