study_id,core_id,impact_class
Neubauer_2002,Sweet_Hall_marsh_dissertation_01,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_02,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_03,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_04,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_05,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_06,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_07,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_08,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_09,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_10,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_11,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_12,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_13,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_14,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_15,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_16,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_17,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_18,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_19,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_20,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_21,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_22,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_23,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_24,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_25,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_26,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_27,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_28,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_29,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_30,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_31,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_32,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_33,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_34,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_35,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_36,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_37,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_38,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_39,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_40,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_41,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_42,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_43,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_44,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_45,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_46,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_47,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_48,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_49,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_50,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_51,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_52,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_53,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_54,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_55,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_56,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_57,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_58,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_59,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_60,NA
Noe_et_al_2016,W2,salt impacted
Noe_et_al_2016,W1,natural
Noe_et_al_2016,W3,salt impacted
Noe_et_al_2016,W4,natural
Nuttle_1988,bee,NA
Nuttle_1988,dis,NA
Nuttle_1988,jun,NA
Nuttle_1988,juna,NA
Nuttle_1988,junb,NA
Nuttle_1988,lsc,NA
Nuttle_1988,lsp,NA
Nuttle_1988,pan,NA
Nuttle_1988,pat,NA
Nuttle_1988,pc,NA
Nuttle_1988,rm,NA
Nuttle_1988,sal,NA
Nuttle_1988,ssp,NA
Nyman_et_al_1993,barre1,canalled
Nyman_et_al_1993,barre2,canalled
Nyman_et_al_1993,bgoat1,canalled
Nyman_et_al_1993,bgoat2,canalled
Nyman_et_al_1993,charles1,canalled
Nyman_et_al_1993,charles2,canalled
Nyman_et_al_1993,dow1,canalled
Nyman_et_al_1993,dow2,canalled
Nyman_et_al_1993,dufrene1,canalled
Nyman_et_al_1993,dufrene2,canalled
Nyman_et_al_1993,grand1,canalled
Nyman_et_al_1993,grand2,canalled
Nyman_et_al_1993,lapeur1,canalled
Nyman_et_al_1993,lapeur2,canalled
Nyman_et_al_1993,mdeMangu1,canalled
Nyman_et_al_1993,mdeMangu2,canalled
Nyman_et_al_1993,mid1,canalled
Nyman_et_al_1993,mid2,canalled
Nyman_et_al_1993,ndeMangu1,canalled
Nyman_et_al_1993,ndeMangu2,canalled
Nyman_et_al_1993,nmadbay1,canalled
Nyman_et_al_1993,nmadbay2,canalled
Nyman_et_al_1993,sdeMangu1,canalled
Nyman_et_al_1993,sdeMangu2,canalled
Nyman_et_al_1993,semad1,canalled
Nyman_et_al_1993,semad2,canalled
Nyman_et_al_1993,ups1,canalled
Nyman_et_al_1993,ups2,canalled
Nyman_et_al_1993,wmadbay1,canalled
Nyman_et_al_1993,wmadbay2,canalled
Orson_1990,WC1A_15,NA
Orson_1990,WC1A_30,NA
Orson_1990,WC1A_45,NA
Orson_1990,WC2A_15,NA
Pastore_et_al_2017,CH01,natural
Pastore_et_al_2017,CH02,natural
Pastore_et_al_2017,CH03,natural
Pastore_et_al_2017,CH04,natural
Pastore_et_al_2017,CH05,natural
Pastore_et_al_2017,CH06,natural
Pastore_et_al_2017,CH07,natural
Pastore_et_al_2017,CH08,natural
Pastore_et_al_2017,CH09,natural
Pastore_et_al_2017,CH10,natural
Pastore_et_al_2017,CH11,natural
Pastore_et_al_2017,CH12,natural
Pastore_et_al_2017,CH13,natural
Pastore_et_al_2017,CH14,natural
Pastore_et_al_2017,CH15,natural
Pastore_et_al_2017,CH16,natural
Pastore_et_al_2017,CH17,natural
Pastore_et_al_2017,CH18,natural
Pastore_et_al_2017,CH19,natural
Pastore_et_al_2017,CH20,natural
Piazza_et_al_2011,CRMS0164_H_Piazza_1,NA
Piazza_et_al_2011,CRMS0164_H_Piazza_2,NA
Piazza_et_al_2011,CRMS0164_Piazza_1,NA
Piazza_et_al_2011,CRMS0164_Piazza_2,NA
Piazza_et_al_2011,CRMS0128_H_Piazza_1,NA
Piazza_et_al_2011,CRMS0128_H_Piazza_2,NA
Piazza_et_al_2011,CRMS0128_Piazza_1,NA
Piazza_et_al_2011,CRMS0128_Piazza_2,NA
Piazza_et_al_2011,CRMS0135_H_Piazza_1,NA
Piazza_et_al_2011,CRMS0135_H_Piazza_2,NA
Piazza_et_al_2011,CRMS0135_Piazza_1,NA
Piazza_et_al_2011,CRMS0135_Piazza_2,NA
Piazza_et_al_2011,CRMS0147_H_Piazza_1,NA
Piazza_et_al_2011,CRMS0147_H_Piazza_2,NA
Piazza_et_al_2011,CRMS0147_Piazza_1,NA
Piazza_et_al_2011,CRMS0147_Piazza_2,NA
Piazza_et_al_2011,CRMS0651_H_Piazza_1,NA
Piazza_et_al_2011,CRMS0651_H_Piazza_2,NA
Piazza_et_al_2011,CRMS0651_Piazza_1,NA
Piazza_et_al_2011,CRMS0651_Piazza_2,NA
Piazza_et_al_2011,CRMS0672_H_Piazza_1,NA
Piazza_et_al_2011,CRMS0672_H_Piazza_2,NA
Piazza_et_al_2011,CRMS0672_Piazza_1,NA
Piazza_et_al_2011,CRMS0672_Piazza_2,NA
Piazza_et_al_2011,CRMS0610_H_Piazza_1,NA
Piazza_et_al_2011,CRMS0610_H_Piazza_2,NA
Piazza_et_al_2011,CRMS0610_Piazza_1,NA
Piazza_et_al_2011,CRMS0610_Piazza_2,NA
Piazza_et_al_2011,CRMS0669_Piazza_1,NA
Piazza_et_al_2011,CRMS0669_Piazza_2,NA
Piazza_et_al_2011,CRMS2156_Piazza_1,NA
Piazza_et_al_2011,CRMS2156_Piazza_2,NA
Piazza_et_al_2011,CRMS0294_H_Piazza_1,NA
Piazza_et_al_2011,CRMS0294_H_Piazza_2,NA
Piazza_et_al_2011,CRMS0294_Piazza_1,NA
Piazza_et_al_2011,CRMS0294_Piazza_2,NA
Piazza_et_al_2011,CRMS0312_H_Piazza_1,NA
Piazza_et_al_2011,CRMS0312_H_Piazza_2,NA
Piazza_et_al_2011,CRMS0312_Piazza_1,NA
Piazza_et_al_2011,CRMS0312_Piazza_2,NA
Piazza_et_al_2011,CRMS0326_H_Piazza_1,NA
Piazza_et_al_2011,CRMS0326_H_Piazza_2,NA
Piazza_et_al_2011,CRMS0326_H_Piazza_3,NA
Piazza_et_al_2011,CRMS0326_Piazza_1,NA
Piazza_et_al_2011,CRMS0326_Piazza_2,NA
Radabaugh_et_al_2017,BISH,restoring
Radabaugh_et_al_2017,CERF_Marsh,restoring
Radabaugh_et_al_2017,EGS,restoring
Radabaugh_et_al_2017,UTB_Marsh,natural
Radabaugh_et_al_2017,WISB,natural
Unger_et_al_2016,CC1,natural
Unger_et_al_2016,CC1,ditched
Unger_et_al_2016,CC2,natural
Unger_et_al_2016,CC2,ditched
Unger_et_al_2016,CC3,natural
Unger_et_al_2016,CC3,ditched
Unger_et_al_2016,DN1,natural
Unger_et_al_2016,DN1,ditched
Unger_et_al_2016,DN2,natural
Unger_et_al_2016,DN2,ditched
Unger_et_al_2016,DN3,natural
Unger_et_al_2016,DN3,ditched
Unger_et_al_2016,DV1,natural
Unger_et_al_2016,DV1,ditched
Unger_et_al_2016,DV2,natural
Unger_et_al_2016,DV2,ditched
Unger_et_al_2016,DV3,natural
Unger_et_al_2016,DV3,ditched
Unger_et_al_2016,IB1,natural
Unger_et_al_2016,IB1,ditched
Unger_et_al_2016,IB2,natural
Unger_et_al_2016,IB2,ditched
Unger_et_al_2016,IB3,natural
Unger_et_al_2016,IB3,ditched
Unger_et_al_2016,MR1,natural
Unger_et_al_2016,MR1,ditched
Unger_et_al_2016,MR2,natural
Unger_et_al_2016,MR2,ditched
Unger_et_al_2016,RC1,natural
Unger_et_al_2016,RC1,ditched
Unger_et_al_2016,RC2,natural
Unger_et_al_2016,RC2,ditched
Unger_et_al_2016,RC3,natural
Unger_et_al_2016,RC3,ditched
Watson_and_Byrne_2013,Bair_Island_1,NA
Watson_and_Byrne_2013,Bair_Island_2,NA
Watson_and_Byrne_2013,Bair_Island_3,NA
Watson_and_Byrne_2013,Bair_Island_4,NA
Watson_and_Byrne_2013,Corkscrew_Slough_1,NA
Watson_and_Byrne_2013,Corkscrew_Slough_2,NA
Watson_and_Byrne_2013,Coyote_Creek_1,NA
Watson_and_Byrne_2013,Coyote_Creek_2,NA
Watson_and_Byrne_2013,Coyote_Creek_3,NA
Watson_and_Byrne_2013,Coyote_Creek_4,NA
Watson_and_Byrne_2013,Damon_Slough_1,NA
Watson_and_Byrne_2013,Damon_Slough_2,NA
Watson_and_Byrne_2013,Greco_Island_1,NA
Watson_and_Byrne_2013,Greco_Island_2,NA
Watson_and_Byrne_2013,Mud_Slough_1,NA
Watson_and_Byrne_2013,Mud_Slough_2,NA
Watson_and_Byrne_2013,Mud_Slough_3,NA
Watson_and_Byrne_2013,Plummer_Slough_1,NA
Watson_and_Byrne_2013,Ravenswood_Slough_1,NA
Watson_and_Byrne_2013,Ravenswood_Slough_2,NA
Watson_and_Byrne_2013,South_Belmont_Slough_1,NA
Watson_and_Byrne_2013,South_Belmont_Slough_2,NA
Watson_and_Byrne_2013,Triangle_Marsh_1,NA
Watson_and_Byrne_2013,Triangle_Marsh_2,NA
Weis_et_al_2001,Tijuana_Estuary_East_low,NA
Weis_et_al_2001,Tijuana_Estuary_East_mid_1,NA
Weis_et_al_2001,Tijuana_Estuary_East_mid_2,NA
Weis_et_al_2001,Tijuana_Estuary_West_low,NA
Weis_et_al_2001,Tijuana_Estuary_West_mid_1,NA
Weis_et_al_2001,Tijuana_Estuary_West_mid_2,NA
Windham_Meyers_et_al_2010,AH,restoring
Windham_Meyers_et_al_2010,AL,restoring
Windham_Meyers_et_al_2010,BH,restoring
Windham_Meyers_et_al_2010,BL,restoring
Windham_Meyers_et_al_2010,CH,restoring
Windham_Meyers_et_al_2010,CL,restoring
Windham_Meyers_et_al_2010,DH,restoring
Windham_Meyers_et_al_2010,DL,restoring
Windham_Meyers_et_al_2010,EH,restoring
Windham_Meyers_et_al_2010,EL,restoring
Windham_Meyers_et_al_2010,FH,restoring
Windham_Meyers_et_al_2010,FL,restoring
Windham_Meyers_et_al_2010,GH,restoring
Windham_Meyers_et_al_2010,GL,restoring
Windham_Meyers_et_al_2010,HH,restoring
Windham_Meyers_et_al_2010,HL,restoring
