Source,Site,Subsite,Season,Core,Habitat_type,Species,Latitude,Longitude,accuracy_flag,Country,Year_collected,U_depth_m,L_depth_m,Method,OC_perc,BD_reported_g_cm3,SOM_perc,Conv_factor
Human et al (2022),Swartkops Estuary,5,Summer,2,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.5,0.65,LOI,2.55224931,1.313646667,3.025869819,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,2,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.65,0.85,LOI,1.595991301,1.42271,2.182980433,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,2,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.85,1,LOI,2.121608985,1.53334,2.646283812,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,3,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0,0.05,LOI,4.159623364,1.112163333,4.44268256,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,3,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.05,0.1,LOI,2.816062152,1.46681,3.25840648,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,3,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.1,0.2,LOI,3.364074774,1.498996667,3.741449779,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,3,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.2,0.3,LOI,2.881393558,1.48767,3.315992558,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,3,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.3,0.4,LOI,2.959043165,1.378913333,3.384436461,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,3,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.4,0.5,LOI,2.985589656,1.441563333,3.407835748,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,3,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.5,0.65,LOI,1.628712648,1.455643333,2.211822519,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,3,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.65,0.85,LOI,1.703432477,1.39505,2.277683981,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,3,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.85,1,LOI,1.535228574,1.31733,2.129421396,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,4,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0,0.05,LOI,4.825563191,1.002713333,5.029672271,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,4,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.05,0.1,LOI,4.223435486,1.373796667,4.498929472,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,4,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.1,0.2,LOI,3.02450562,1.294866667,3.442138052,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,4,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.2,0.3,LOI,2.988703963,1.248526667,3.41058084,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,4,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.3,0.4,LOI,1.83524929,1.58065,2.393873327,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,4,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.4,0.5,LOI,2.693217614,1.518183333,3.150125706,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,4,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.5,0.65,LOI,2.576126564,1.380056667,3.046916319,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,4,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.65,0.85,LOI,1.883135514,1.428856667,2.436082428,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,4,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.85,1,LOI,1.769392242,1.41272,2.335823924,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,5,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0,0.05,LOI,5.656287611,1.02895,5.761910631,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,5,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.05,0.1,LOI,3.104847686,1.33665,3.51295521,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,5,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.1,0.2,LOI,2.775331256,1.383953333,3.222504413,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,5,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.2,0.3,LOI,2.778258848,1.4078,3.225084926,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,5,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.3,0.4,LOI,2.385534932,1.246086667,2.878920169,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,5,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.4,0.5,LOI,2.609733521,1.60923,3.076539023,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,5,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.5,0.65,LOI,1.530963087,1.526983333,2.125661602,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,5,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.65,0.85,LOI,1.439597543,1.127743333,2.045127848,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,5,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.85,1,LOI,0.895467281,1.14651,1.565506638,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,6,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0,0.05,LOI,2.995750878,1.306753333,3.416792312,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,6,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.05,0.1,LOI,3.860525728,1.277116667,4.179044274,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,6,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.1,0.2,LOI,3.149724013,1.571086667,3.55251125,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,6,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.2,0.3,LOI,2.947549785,1.40789,3.374305672,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,6,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.3,0.4,LOI,2.553518278,1.620113333,3.026988346,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,6,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.4,0.5,LOI,3.310564243,1.41515,3.694283158,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,6,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.5,0.65,LOI,2.602665905,1.49012,3.070309304,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,6,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.65,0.85,LOI,1.704687649,1.389443333,2.278790347,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,5,Summer,6,Saltmarsh,Spartina maritima,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.85,1,LOI,2.906058903,1.270736667,3.337733718,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,1,Winter,1,Saltmarsh,Spartina maritima,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0,0.05,LOI,1.024821718,1.4493,1.679525534,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,1,Winter,1,Saltmarsh,Spartina maritima,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,9.220504953,1.415266667,8.90357422,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,1,Winter,1,Saltmarsh,Spartina maritima,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,1.5966657,1.652466667,2.183574879,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,1,Winter,1,Saltmarsh,Spartina maritima,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,1.633874862,1.531166667,2.21637273,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,1,Winter,2,Saltmarsh,Spartina maritima,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0,0.05,LOI,1.164081614,1.466066667,1.802275552,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,1,Winter,2,Saltmarsh,Spartina maritima,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,1.279545604,1.500133333,1.904050775,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,1,Winter,2,Saltmarsh,Spartina maritima,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,1.274288841,1.449133333,1.899417224,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,1,Winter,2,Saltmarsh,Spartina maritima,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,1.413024806,1.538066667,2.021705426,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,1,Winter,3,Saltmarsh,Spartina maritima,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0,0.05,LOI,1.002411015,1.5272,1.659771719,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,1,Winter,3,Saltmarsh,Spartina maritima,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,1.389378967,1.4793,2.000862906,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,1,Winter,3,Saltmarsh,Spartina maritima,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,1.036472047,1.638766667,1.689794664,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,1,Winter,3,Saltmarsh,Spartina maritima,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,1.478157169,1.527866667,2.079116059,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,1,Winter,4,Saltmarsh,Spartina maritima,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0,0.05,LOI,1.074392006,1.4433,1.723219044,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,1,Winter,4,Saltmarsh,Spartina maritima,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,1.385549497,1.503733333,1.997487437,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,1,Winter,4,Saltmarsh,Spartina maritima,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,1.330194892,1.469633333,1.948695365,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,1,Winter,4,Saltmarsh,Spartina maritima,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,1.107216432,1.4692,1.752151989,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,1,Winter,5,Saltmarsh,Spartina maritima,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0,0.05,LOI,1.67883419,1.3691,2.25600193,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,1,Winter,5,Saltmarsh,Spartina maritima,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,1.647880088,1.513433333,2.228717574,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,1,Winter,5,Saltmarsh,Spartina maritima,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,1.250998324,1.5079,1.878887901,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,1,Winter,5,Saltmarsh,Spartina maritima,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,1.548401022,1.530366667,2.141032192,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,1,Winter,6,Saltmarsh,Spartina maritima,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0,0.05,LOI,1.428629558,1.660866667,2.035460166,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,1,Winter,6,Saltmarsh,Spartina maritima,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,3.455025708,1.3625,3.821618077,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,1,Winter,6,Saltmarsh,Spartina maritima,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,0.987806007,1.410333333,1.6468982,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,1,Winter,6,Saltmarsh,Spartina maritima,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,0.833128613,1.528266667,1.510558496,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,2,Winter,1,Saltmarsh,Spartina maritima,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0,0.05,LOI,6.004724768,1.282373333,6.069039019,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,2,Winter,1,Saltmarsh,Spartina maritima,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,6.784449632,0.967,6.756324047,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,2,Winter,1,Saltmarsh,Spartina maritima,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,4.98335139,1.345266667,5.16875398,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,2,Winter,1,Saltmarsh,Spartina maritima,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,6.292544337,1.1353,6.322736304,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,2,Winter,2,Saltmarsh,Spartina maritima,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0,0.05,LOI,6.734790024,0.916633333,6.712551806,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,2,Winter,2,Saltmarsh,Spartina maritima,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,5.779353502,0.957333333,5.870386516,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,2,Winter,2,Saltmarsh,Spartina maritima,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,4.67568561,1.296966667,4.897563341,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,2,Winter,2,Saltmarsh,Spartina maritima,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,4.356426048,1.1775,4.616153414,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,2,Winter,3,Saltmarsh,Spartina maritima,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0,0.05,LOI,7.065675725,0.9107,7.004209542,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,2,Winter,3,Saltmarsh,Spartina maritima,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,4.955232131,1.1844,5.143968383,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,2,Winter,3,Saltmarsh,Spartina maritima,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,5.634207631,1.096133333,5.742448331,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,2,Winter,3,Saltmarsh,Spartina maritima,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,4.395787481,1.075496667,4.650848374,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,2,Winter,4,Saltmarsh,Spartina maritima,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0,0.05,LOI,9.156481023,0.912866667,8.847140611,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,2,Winter,4,Saltmarsh,Spartina maritima,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,4.907519653,1.0026,5.101912431,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,2,Winter,4,Saltmarsh,Spartina maritima,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,4.317958432,1.279966667,4.582246304,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,2,Winter,4,Saltmarsh,Spartina maritima,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,8.528165912,1.0837,8.293315039,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,2,Winter,5,Saltmarsh,Spartina maritima,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0,0.05,LOI,6.412339029,0.977266667,6.428328804,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,2,Winter,5,Saltmarsh,Spartina maritima,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,5.694704965,1.107833333,5.795773438,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,2,Winter,5,Saltmarsh,Spartina maritima,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,8.06327458,0.888666667,7.883538634,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,2,Winter,5,Saltmarsh,Spartina maritima,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,5.365395996,1.1284,5.505505506,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,2,Winter,6,Saltmarsh,Spartina maritima,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0,0.05,LOI,2.996905231,1.283033333,3.417809812,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,2,Winter,6,Saltmarsh,Spartina maritima,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,6.330626547,0.8666,6.3563037,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,2,Winter,6,Saltmarsh,Spartina maritima,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,5.993674179,1.0483,6.059298527,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,2,Winter,6,Saltmarsh,Spartina maritima,-33.8532,25.6139,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,6.418526686,0.944233333,6.433782887,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,3,Winter,1,Saltmarsh,Spartina maritima,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0,0.05,LOI,4.700019808,1.4621,4.919012611,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,3,Winter,1,Saltmarsh,Spartina maritima,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,5.435931579,1.7579,5.567678783,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,3,Winter,1,Saltmarsh,Spartina maritima,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,2.637270465,1.608433333,3.10081134,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,3,Winter,1,Saltmarsh,Spartina maritima,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,4.80503332,0.917233333,5.011576307,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,3,Winter,2,Saltmarsh,Spartina maritima,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0,0.05,LOI,5.809684752,1.16071,5.897121862,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,3,Winter,2,Saltmarsh,Spartina maritima,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,7.102077908,1.1836,7.036296085,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,3,Winter,2,Saltmarsh,Spartina maritima,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,5.456223354,1.1382,5.585564878,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,3,Winter,2,Saltmarsh,Spartina maritima,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,3.570206252,1.467866667,3.923143457,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,3,Winter,3,Saltmarsh,Spartina maritima,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0,0.05,LOI,7.170637801,1.156766667,7.096727899,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,3,Winter,3,Saltmarsh,Spartina maritima,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,7.684845493,0.9786,7.549973991,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,3,Winter,3,Saltmarsh,Spartina maritima,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,4.879162399,1.601266667,5.076917055,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,3,Winter,3,Saltmarsh,Spartina maritima,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,2.411428408,2.0767,2.901743859,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,3,Winter,4,Saltmarsh,Spartina maritima,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0,0.05,LOI,6.879121343,1.3768,6.839772008,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,3,Winter,4,Saltmarsh,Spartina maritima,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,4.201884704,1.3768,4.479933631,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,3,Winter,4,Saltmarsh,Spartina maritima,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,4.980971854,1.2136,5.166656548,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,3,Winter,4,Saltmarsh,Spartina maritima,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,2.20093543,1.616133333,2.716205756,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,3,Winter,5,Saltmarsh,Spartina maritima,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0,0.05,LOI,5.957675835,0.962766667,6.027567946,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,3,Winter,5,Saltmarsh,Spartina maritima,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,6.148001894,1.188866667,6.195330008,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,3,Winter,5,Saltmarsh,Spartina maritima,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,4.269470458,1.167566667,4.539506794,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,3,Winter,5,Saltmarsh,Spartina maritima,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,5.570212765,1.3562,5.68604034,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,3,Winter,6,Saltmarsh,Spartina maritima,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0,0.05,LOI,7.100870197,1.143166667,7.035231553,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,3,Winter,6,Saltmarsh,Spartina maritima,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,5.739385412,1.159333333,5.83515682,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,3,Winter,6,Saltmarsh,Spartina maritima,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,2.322854491,1.647,2.823670772,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,3,Winter,6,Saltmarsh,Spartina maritima,-33.8692,25.6148,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,3.922167978,1.608033333,4.233378562,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,4,Winter,1,Saltmarsh,Spartina maritima,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0,0.05,LOI,4.655205801,1.220433333,4.879511504,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,4,Winter,1,Saltmarsh,Spartina maritima,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,4.696809736,1.250033333,4.916183108,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,4,Winter,1,Saltmarsh,Spartina maritima,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,3.841835267,1.199366667,4.162569649,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,4,Winter,1,Saltmarsh,Spartina maritima,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,3.18705592,1.302733333,3.585417294,(1.1345*SOM_perc)-0.8806
Human et al (2022),Swartkops Estuary,4,Winter,2,Saltmarsh,Spartina maritima,-33.8660,25.6104,direct from dataset,SouthAfrica,2019,0,0.05,LOI,5.400209759,1.092933333,5.536191943,(1.1345*SOM_perc)-0.8806
