Source,Site,Subsite,Season,Core,Habitat_type,Species,Latitude,Longitude,accuracy_flag,Country,Year_collected,U_depth_m,L_depth_m,Method,OC_perc,BD_reported_g_cm3,SOM_perc,Conv_factor
Human et al (2022),Swartkops Estuary,5,Winter,6,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,2.130277708,1.3692,2.260752083,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Winter,6,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,2.641827208,1.4133,2.858426462,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Winter,6,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,3.46225636,1.253233333,3.816983713,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,6,Winter,1,Saltmarsh,Salicornia tegetaria,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0,0.05,LOI,3.131241052,0.7944,3.430238407,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,6,Winter,1,Saltmarsh,Salicornia tegetaria,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,2.542013134,1.055966667,2.741807611,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,6,Winter,1,Saltmarsh,Salicornia tegetaria,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,2.331338274,0.882466667,2.495663365,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,6,Winter,1,Saltmarsh,Salicornia tegetaria,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,,,,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,6,Winter,2,Saltmarsh,Salicornia tegetaria,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0,0.05,LOI,3.192990888,0.998666667,3.502384493,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,6,Winter,2,Saltmarsh,Salicornia tegetaria,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,0.776010206,1.099966667,0.678479035,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,6,Winter,2,Saltmarsh,Salicornia tegetaria,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,2.569329197,0.717333333,2.773722628,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,6,Winter,2,Saltmarsh,Salicornia tegetaria,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,1.947979676,0.980866667,2.04776221,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,6,Winter,3,Saltmarsh,Salicornia tegetaria,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0,0.05,LOI,2.544683169,1.045433333,2.744927175,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,6,Winter,3,Saltmarsh,Salicornia tegetaria,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,1.840029224,0.8251,1.921637135,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,6,Winter,3,Saltmarsh,Salicornia tegetaria,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,1.685642495,0.882966667,1.741257735,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,6,Winter,3,Saltmarsh,Salicornia tegetaria,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,2.194668787,0.888933333,2.335984095,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,6,Winter,4,Saltmarsh,Salicornia tegetaria,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0,0.05,LOI,4.357008778,0.914666667,4.862377355,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,6,Winter,4,Saltmarsh,Salicornia tegetaria,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,2.303463045,0.664,2.463095041,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,6,Winter,4,Saltmarsh,Salicornia tegetaria,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,2.001626563,0.6966,2.11044113,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,6,Winter,4,Saltmarsh,Salicornia tegetaria,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,1.578348815,1.141033333,1.615900006,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,6,Winter,5,Saltmarsh,Salicornia tegetaria,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0,0.05,LOI,2.801753853,1.036766667,3.045278483,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,6,Winter,5,Saltmarsh,Salicornia tegetaria,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,3.197154328,1.141766667,3.507248893,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,6,Winter,5,Saltmarsh,Salicornia tegetaria,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,2.2955567,1.080333333,2.453857577,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,6,Winter,5,Saltmarsh,Salicornia tegetaria,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,2.284488957,0.583666667,2.44092646,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,6,Winter,6,Saltmarsh,Salicornia tegetaria,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0,0.05,LOI,4.023281444,0.567833333,4.472463423,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,6,Winter,6,Saltmarsh,Salicornia tegetaria,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,5.939595302,0.940166667,6.711409396,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,6,Winter,6,Saltmarsh,Salicornia tegetaria,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,2.503071996,0.8997,2.696310312,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,6,Winter,6,Saltmarsh,Salicornia tegetaria,-33.8375,25.5887,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,2.779819103,1.086,3.019650781,(0.8559*SOM_perc)+0.1953
