"","study_id","site_id","core_id","depth_min","depth_max","dry_bulk_density","fraction_carbon","fraction_nitrogen"
"698","Trettin_et_al_2017","37","37_4",190,195,0.739,0.0204,0.0012
"699","Trettin_et_al_2017","37","37_5",5,10,0.546,0.0246,0.0018
"700","Trettin_et_al_2017","37","37_5",20,25,0.577,0.0171,0.0011
"701","Trettin_et_al_2017","37","37_5",35,40,0.65,0.022,0.0015
"702","Trettin_et_al_2017","37","37_5",64,69,0.641,0.0164,0.0012
"703","Trettin_et_al_2017","37","37_5",145,150,0.752,0.0147,8e-04
"704","Trettin_et_al_2017","37","37_5",186,191,1.295,0.0108,8e-04
"705","Trettin_et_al_2017","37","37_6",11,16,0.615,0.0178,0.0016
"706","Trettin_et_al_2017","37","37_6",20,25,0.55,0.0181,0.0016
"707","Trettin_et_al_2017","37","37_6",32,37,0.55,0.0177,0.0016
"708","Trettin_et_al_2017","37","37_6",70,75,0.664,0.0178,0.0014
"709","Trettin_et_al_2017","37","37_6",145,150,0.493,0.024,0.0016
"710","Trettin_et_al_2017","37","37_6",190,195,0.778,0.0168,0.0011
"711","Trettin_et_al_2017","806","806_1",10,15,0.974,0.0181,0.0012
"712","Trettin_et_al_2017","806","806_1",20,25,0.935,0.018,0.0012
"713","Trettin_et_al_2017","806","806_1",35,40,0.87,0.0127,9e-04
"714","Trettin_et_al_2017","806","806_1",70,75,0.801,0.0271,0.0013
"715","Trettin_et_al_2017","806","806_1",145,150,0.749,0.0161,0.0011
"716","Trettin_et_al_2017","806","806_1",171,176,0.765,0.0179,0.0011
"717","Trettin_et_al_2017","806","806_2",5,10,0.922,0.0196,0.0014
"718","Trettin_et_al_2017","806","806_2",20,25,0.862,0.0166,0.0011
"719","Trettin_et_al_2017","806","806_2",35,40,1.217,0.0133,0.001
"720","Trettin_et_al_2017","806","806_2",70,75,0.857,0.0256,0.0015
"721","Trettin_et_al_2017","806","806_2",145,150,0.685,0.0227,0.0014
"722","Trettin_et_al_2017","806","806_2",190,195,0.767,0.025,0.0015
"723","Trettin_et_al_2017","806","806_3",5,10,0.948,0.0138,0.0011
"724","Trettin_et_al_2017","806","806_3",20,25,0.92,0.0131,0.001
"725","Trettin_et_al_2017","806","806_3",35,40,0.985,0.0144,0.0011
"726","Trettin_et_al_2017","806","806_3",65,70,0.825,0.0018,1e-04
"727","Trettin_et_al_2017","806","806_3",145,150,0.827,0.0234,0.0017
"728","Trettin_et_al_2017","806","806_3",190,195,0.728,0.0233,0.0013
"729","Trettin_et_al_2017","806","806_4",5,10,1.005,0.0178,0.0011
"730","Trettin_et_al_2017","806","806_4",20,25,1.003,0.0133,0.001
"731","Trettin_et_al_2017","806","806_4",35,40,0.863,0.0214,0.0014
"732","Trettin_et_al_2017","806","806_4",70,75,0.927,0.0178,0.0012
"733","Trettin_et_al_2017","806","806_5",5,10,0.874,0.0195,0.0014
"734","Trettin_et_al_2017","806","806_5",20,25,1.052,0.0126,0.001
"735","Trettin_et_al_2017","806","806_5",35,40,0.889,0.0177,0.0011
"736","Trettin_et_al_2017","806","806_5",70,75,0.805,0.0316,0.0013
"737","Trettin_et_al_2017","806","806_5",145,150,0.86,0.042,0.0016
"738","Trettin_et_al_2017","806","806_5",190,195,0.681,0.0266,0.0013
"739","Trettin_et_al_2017","864","864_1",10,15,0.546,0.0301,0.0021
"740","Trettin_et_al_2017","864","864_1",20,25,0.693,0.0256,0.0019
"741","Trettin_et_al_2017","864","864_1",35,40,0.952,0.0162,0.0012
"742","Trettin_et_al_2017","864","864_1",70,75,0.726,0.0104,8e-04
"743","Trettin_et_al_2017","864","864_1",145,150,0.612,0.0241,0.0015
"744","Trettin_et_al_2017","864","864_1",185,190,0.738,0.0218,0.0013
"745","Trettin_et_al_2017","864","864_2",8,13,0.706,0.0284,0.0016
"746","Trettin_et_al_2017","864","864_2",20,35,0.753,0.0209,0.0013
"747","Trettin_et_al_2017","864","864_2",35,40,0.7,0.024,0.0014
"748","Trettin_et_al_2017","864","864_2",70,75,1.075,0.0139,6e-04
"749","Trettin_et_al_2017","864","864_3",11,16,0.871,0.0241,0.0018
"750","Trettin_et_al_2017","864","864_3",20,25,0.859,0.0179,0.0016
"751","Trettin_et_al_2017","864","864_3",35,40,0.893,0.0204,0.0013
"752","Trettin_et_al_2017","864","864_3",70,75,0.947,0.0165,0.001
"753","Trettin_et_al_2017","864","864_3",145,150,0.851,0.0154,0.0011
"754","Trettin_et_al_2017","864","864_3",190,195,0.59,0.0233,0.0016
"755","Trettin_et_al_2017","864","864_4",9,14,0.69,0.0313,0.0021
"756","Trettin_et_al_2017","864","864_4",20,25,0.732,0.0322,0.0022
"757","Trettin_et_al_2017","864","864_4",35,40,0.843,0.0025,2e-04
"758","Trettin_et_al_2017","864","864_4",70,75,0.873,0.0204,0.0013
"759","Trettin_et_al_2017","864","864_4",145,150,0.84,0.0265,0.0017
"760","Trettin_et_al_2017","864","864_4",183,188,0.735,0.0203,0.0015
"761","Trettin_et_al_2017","864","864_5",3,8,0.865,0.0263,0.0017
"762","Trettin_et_al_2017","864","864_5",20,25,0.843,0.0211,0.0014
"763","Trettin_et_al_2017","864","864_5",44,49,0.978,0.0157,0.001
"764","Trettin_et_al_2017","864","864_5",62,67,0.901,0.0139,0.001
"765","Trettin_et_al_2017","864","864_5",145,150,0.81,0.0163,0.0012
"766","Trettin_et_al_2017","864","864_5",190,195,0.685,0.0148,0.0011
"767","Trettin_et_al_2017","9001","9001_1",5,10,1.122,0.0262,0.0016
"768","Trettin_et_al_2017","9001","9001_1",20,25,1.091,0.0206,0.0014
"769","Trettin_et_al_2017","9001","9001_1",35,40,1.04,0.0167,0.0012
"770","Trettin_et_al_2017","9001","9001_1",70,75,0.791,0.0246,0.0015
"771","Trettin_et_al_2017","9001","9001_1",145,150,0.793,0.0246,0.0016
"772","Trettin_et_al_2017","9001","9001_1",190,195,0.646,0.0271,0.0015
"773","Trettin_et_al_2017","9001","9001_2",5,10,1.057,0.0341,0.002
"774","Trettin_et_al_2017","9001","9001_2",20,25,1.066,0.0197,0.0014
"775","Trettin_et_al_2017","9001","9001_2",35,40,0.915,0.0221,0.0015
"776","Trettin_et_al_2017","9001","9001_2",70,75,0.765,0.0274,0.0016
"777","Trettin_et_al_2017","9001","9001_2",145,150,0.617,0.0301,0.0018
"778","Trettin_et_al_2017","9001","9001_2",190,195,0.64,0.029,0.0018
"779","Trettin_et_al_2017","9001","9001_3",5,10,0.95,0.0303,0.0018
"780","Trettin_et_al_2017","9001","9001_3",20,25,0.994,0.0167,0.0011
"781","Trettin_et_al_2017","9001","9001_3",35,40,1.051,0.0174,0.0011
"782","Trettin_et_al_2017","9001","9001_3",70,75,0.765,0.0202,0.0013
"783","Trettin_et_al_2017","9001","9001_3",145,150,0.68,0.0301,0.0015
"784","Trettin_et_al_2017","9001","9001_4",5,10,0.431,0.0279,0.0018
"785","Trettin_et_al_2017","9001","9001_4",20,25,0.813,0.0244,0.0016
"786","Trettin_et_al_2017","9001","9001_4",35,40,0.691,0.0207,0.0015
"787","Trettin_et_al_2017","9001","9001_4",145,150,0.664,0.0259,0.0016
"788","Trettin_et_al_2017","9001","9001_4",190,195,0.844,0.026,0.0016
"789","Trettin_et_al_2017","9001","9001_5",5,10,0.929,0.0148,0.001
"790","Trettin_et_al_2017","9001","9001_5",20,25,0.836,0.0222,0.0015
"791","Trettin_et_al_2017","9001","9001_5",35,40,0.855,0.0273,0.0015
"792","Trettin_et_al_2017","9001","9001_5",70,75,0.801,0.0233,0.0014
"793","Trettin_et_al_2017","9001","9001_5",145,150,0.621,0.0244,0.0015
"794","Trettin_et_al_2017","9001","9001_5",190,195,0.737,0.0232,0.0014
"795","Trettin_et_al_2017","9002","9002_1",5,10,0.794,0.0356,0.0023
"796","Trettin_et_al_2017","9002","9002_1",20,25,0.618,0.0215,0.0018
"797","Trettin_et_al_2017","9002","9002_1",35,40,0.483,0.0286,0.0022
"798","Trettin_et_al_2017","9002","9002_1",70,75,0.488,0.0218,0.0016
"799","Trettin_et_al_2017","9002","9002_1",145,150,0.57,0.0197,0.0014
"800","Trettin_et_al_2017","9002","9002_2",5,10,0.814,0.0178,0.0013
"801","Trettin_et_al_2017","9002","9002_2",20,25,0.637,0.0203,0.0014
"802","Trettin_et_al_2017","9002","9002_2",35,40,1.024,0.0142,0.001
"803","Trettin_et_al_2017","9002","9002_2",70,75,0.59,0.016,0.0011
"804","Trettin_et_al_2017","9002","9002_2",145,150,0.863,0.0151,0.0011
"805","Trettin_et_al_2017","9002","9002_2",190,195,0.866,0.0147,0.001
"806","Trettin_et_al_2017","9002","9002_3",5,10,0.72,0.0275,0.0021
"807","Trettin_et_al_2017","9002","9002_3",20,25,0.788,0.022,0.0017
"808","Trettin_et_al_2017","9002","9002_3",35,40,0.547,0.0238,0.0016
"809","Trettin_et_al_2017","9002","9002_3",70,75,0.792,0.0198,0.0014
"810","Trettin_et_al_2017","9002","9002_4",10,15,0.722,0.0179,0.0014
"811","Trettin_et_al_2017","9002","9002_4",20,25,0.509,0.0183,0.0013
"812","Trettin_et_al_2017","9002","9002_4",35,40,0.657,0.0189,0.0012
"813","Trettin_et_al_2017","9002","9002_4",70,75,0.792,0.0158,0.0011
"814","Trettin_et_al_2017","9002","9002_4",140,145,0.877,0.0142,0.0011
"815","Trettin_et_al_2017","9002","9002_4",182,187,0.508,0.0153,0.0012
"816","Trettin_et_al_2017","9003","9003_1",5,10,0.692,0.0261,0.0015
"817","Trettin_et_al_2017","9003","9003_1",20,25,0.708,0.0249,0.0016
"818","Trettin_et_al_2017","9003","9003_1",35,40,0.718,0.0217,0.0012
"819","Trettin_et_al_2017","9003","9003_1",70,75,0.636,0.0215,0.0014
"820","Trettin_et_al_2017","9003","9003_1",145,150,0.571,0.0259,0.0015
"821","Trettin_et_al_2017","9003","9003_1",190,195,0.73,0.0199,9e-04
"822","Trettin_et_al_2017","9003","9003_2",5,10,0.729,0.0213,0.0018
"823","Trettin_et_al_2017","9003","9003_2",20,25,0.617,0.0254,0.0021
"824","Trettin_et_al_2017","9003","9003_2",35,40,0.592,0.022,0.0017
"825","Trettin_et_al_2017","9003","9003_2",70,75,0.605,0.0206,0.0016
"826","Trettin_et_al_2017","9003","9003_3",5,10,0.725,0.0245,0.0015
"827","Trettin_et_al_2017","9003","9003_3",20,25,0.645,0.0309,0.002
"828","Trettin_et_al_2017","9003","9003_3",35,40,0.679,0.0347,0.0016
"829","Trettin_et_al_2017","9003","9003_3",70,75,0.517,0.0329,0.0017
"830","Trettin_et_al_2017","9003","9003_4",5,10,0.759,0.0226,0.002
"831","Trettin_et_al_2017","9003","9003_4",20,25,0.674,0.0236,0.002
"832","Trettin_et_al_2017","9003","9003_4",35,40,0.724,0.0186,0.0018
"833","Trettin_et_al_2017","9003","9003_4",70,75,0.792,0.0215,0.0018
"834","Trettin_et_al_2017","9003","9003_4",145,150,0.775,0.0175,0.0013
"835","Trettin_et_al_2017","9003","9003_4",175,180,0.822,0.0153,0.0013
"836","Trettin_et_al_2017","9003","9003_5",5,10,0.688,0.0311,0.0016
"837","Trettin_et_al_2017","9003","9003_5",20,25,0.689,0.0272,0.0017
"838","Trettin_et_al_2017","9003","9003_5",35,40,0.608,0.0263,0.0013
"839","Trettin_et_al_2017","9003","9003_5",70,75,0.516,0.0259,0.0016
"840","Trettin_et_al_2017","9004","9004_1",5,10,0.687,0.0323,0.0022
"841","Trettin_et_al_2017","9004","9004_1",20,25,0.807,0.0218,0.0016
"842","Trettin_et_al_2017","9004","9004_1",35,40,0.699,0.02,0.0014
"843","Trettin_et_al_2017","9004","9004_1",70,75,0.652,0.032,0.0018
"844","Trettin_et_al_2017","9004","9004_1",145,150,0.646,0.0267,0.0017
"845","Trettin_et_al_2017","9004","9004_1",190,195,0.601,0.0231,0.0015
"846","Trettin_et_al_2017","9004","9004_3",5,10,0.843,0.0255,0.0022
"847","Trettin_et_al_2017","9004","9004_3",20,25,0.884,0.0195,0.0015
"848","Trettin_et_al_2017","9004","9004_3",35,40,1.057,0.023,0.0019
"849","Trettin_et_al_2017","9004","9004_3",70,75,0.806,0.0288,0.0017
"850","Trettin_et_al_2017","9004","9004_3",145,150,0.729,0.0271,0.0016
"851","Trettin_et_al_2017","9004","9004_3",188,193,0.704,0.0257,0.0019
"852","Trettin_et_al_2017","9004","9004_4",5,10,0.608,0.0385,0.0028
"853","Trettin_et_al_2017","9004","9004_4",20,25,0.728,0.0323,0.0025
"854","Trettin_et_al_2017","9004","9004_4",35,40,0.638,0.0348,0.0026
"855","Trettin_et_al_2017","9004","9004_4",70,75,0.701,0.0296,0.0023
"856","Trettin_et_al_2017","9004","9004_4",145,150,0.804,0.0356,0.0022
"857","Trettin_et_al_2017","9004","9004_4",190,195,0.869,0.0339,0.0022
"858","Trettin_et_al_2017","9004","9004_5",5,10,0.733,0.0326,0.0023
"859","Trettin_et_al_2017","9004","9004_5",20,25,0.637,0.024,0.0017
"860","Trettin_et_al_2017","9004","9004_5",35,40,0.736,0.0239,0.0017
"861","Trettin_et_al_2017","9004","9004_5",70,75,0.663,0.0279,0.0016
"862","Trettin_et_al_2017","9004","9004_5",145,150,0.779,0.0235,0.0015
"863","Trettin_et_al_2017","9004","9004_5",173,178,0.738,0.0225,0.0017
"864","Trettin_et_al_2017","9005","9005_1",5,10,0.804,0.0296,0.0023
"865","Trettin_et_al_2017","9005","9005_1",20,25,0.933,0.0157,0.0011
"866","Trettin_et_al_2017","9005","9005_1",35,40,1.443,0.0071,5e-04
"867","Trettin_et_al_2017","9005","9005_1",70,75,1.042,0.0153,8e-04
"868","Trettin_et_al_2017","9005","9005_2",5,10,0.868,0.0296,0.003
"869","Trettin_et_al_2017","9005","9005_2",20,25,1.052,0.0144,0.0014
"870","Trettin_et_al_2017","9005","9005_2",35,40,1.203,0.0126,0.001
"871","Trettin_et_al_2017","9005","9005_2",70,75,1.236,0.0073,4e-04
"872","Trettin_et_al_2017","9005","9005_2",145,150,1.356,0.004,2e-04
"873","Trettin_et_al_2017","9005","9005_2",172,177,1.251,0.0033,2e-04
"874","Trettin_et_al_2017","9005","9005_3",5,10,0.953,0.0343,0.0022
"875","Trettin_et_al_2017","9005","9005_3",20,25,1.124,0.014,9e-04
"876","Trettin_et_al_2017","9005","9005_3",35,40,0.952,0.0161,0.001
"877","Trettin_et_al_2017","9005","9005_3",70,75,0.858,0.0212,0.0012
"878","Trettin_et_al_2017","9005","9005_4",5,10,0.88,0.025,0.0027
"879","Trettin_et_al_2017","9005","9005_4",25,30,0.99,0.0197,0.0018
"880","Trettin_et_al_2017","9005","9005_4",35,40,1.186,0.0129,0.001
"881","Trettin_et_al_2017","9005","9005_4",70,75,0.885,0.0161,0.0012
"882","Trettin_et_al_2017","9005","9005_5",15,20,0.854,0.0261,0.0018
"883","Trettin_et_al_2017","9005","9005_5",20,25,1.247,0.0166,0.0011
"884","Trettin_et_al_2017","9005","9005_5",35,40,0.939,0.0141,9e-04
"885","Trettin_et_al_2017","9005","9005_5",70,75,1.087,0.0084,5e-04
"886","Trettin_et_al_2017","9006","9006_1",5,10,0.945,0.0189,0.0015
"887","Trettin_et_al_2017","9006","9006_1",20,25,0.888,0.018,0.0015
"888","Trettin_et_al_2017","9006","9006_1",35,40,0.804,0.0175,0.0014
"889","Trettin_et_al_2017","9006","9006_1",70,75,0.861,0.0133,0.0011
"890","Trettin_et_al_2017","9006","9006_2",5,10,1.005,0.0177,0.0016
"891","Trettin_et_al_2017","9006","9006_2",20,25,1.035,0.0164,0.0016
"892","Trettin_et_al_2017","9006","9006_2",35,40,1.032,0.0157,0.0015
"893","Trettin_et_al_2017","9006","9006_2",70,75,0.795,0.0148,0.0015
"894","Trettin_et_al_2017","9006","9006_2",145,150,1.406,0.0077,6e-04
"895","Trettin_et_al_2017","9006","9006_3",10,15,1.083,0.0159,9e-04
"896","Trettin_et_al_2017","9006","9006_3",20,25,1.155,0.0159,0.0012
"897","Trettin_et_al_2017","9006","9006_3",35,40,1.15,0.0151,9e-04
"898","Trettin_et_al_2017","9006","9006_3",70,75,1.053,0.0162,0.0013
"899","Trettin_et_al_2017","9006","9006_5",5,10,0.8,0.0203,9e-04
"900","Trettin_et_al_2017","9006","9006_5",20,25,0.808,0.0176,0.0014
"901","Trettin_et_al_2017","9006","9006_5",35,40,0.701,0.0205,0.0013
"902","Trettin_et_al_2017","9006","9006_5",70,75,0.874,0.0177,0.0013
"903","Trettin_et_al_2017","9006","9006_5",145,150,0.632,0.0209,0.0015
"904","Trettin_et_al_2017","9007","9007_1",5,10,0.995,0.0191,0.0016
"905","Trettin_et_al_2017","9007","9007_1",20,25,0.9,0.0177,0.0016
"906","Trettin_et_al_2017","9007","9007_1",35,40,0.813,0.0177,0.0011
"907","Trettin_et_al_2017","9007","9007_1",70,75,0.714,0.0155,0.0014
"908","Trettin_et_al_2017","9007","9007_1",145,150,0.725,0.0211,0.0015
"909","Trettin_et_al_2017","9007","9007_1",184,189,0.799,0.0159,0.0012
"910","Trettin_et_al_2017","9007","9007_2",5,10,0.853,0.0161,0.0014
"911","Trettin_et_al_2017","9007","9007_2",20,25,0.691,0.0148,0.0013
"912","Trettin_et_al_2017","9007","9007_2",35,40,0.778,0.0138,0.0012
"913","Trettin_et_al_2017","9007","9007_2",70,75,0.89,0.0209,0.0014
"914","Trettin_et_al_2017","9007","9007_2",145,150,0.816,0.0162,0.0011
"915","Trettin_et_al_2017","9007","9007_2",172,177,0.895,0.0187,0.0011
"916","Trettin_et_al_2017","9007","9007_3",5,10,0.879,0.0166,0.0015
"917","Trettin_et_al_2017","9007","9007_3",20,25,0.666,0.0139,0.0013
"918","Trettin_et_al_2017","9007","9007_3",35,40,0.831,0.0144,0.0013
"919","Trettin_et_al_2017","9007","9007_3",70,75,0.756,0.0135,0.0011
"920","Trettin_et_al_2017","9007","9007_3",145,150,0.778,0.016,0.0012
"921","Trettin_et_al_2017","9007","9007_3",170,195,0.816,0.0186,0.0012
"922","Trettin_et_al_2017","9007","9007_4",5,10,0.92,0.0165,0.0014
"923","Trettin_et_al_2017","9007","9007_4",20,25,0.777,0.0174,0.0015
"924","Trettin_et_al_2017","9007","9007_4",35,40,0.781,0.0148,0.0013
"925","Trettin_et_al_2017","9007","9007_4",70,75,0.862,0.0148,0.001
"926","Trettin_et_al_2017","9007","9007_5",5,20,0.857,0.0201,0.0016
"927","Trettin_et_al_2017","9007","9007_5",20,25,0.816,0.0148,0.0013
"928","Trettin_et_al_2017","9007","9007_5",35,40,0.815,0.016,0.0013
"929","Trettin_et_al_2017","9007","9007_5",70,75,0.865,0.016,0.0012
"930","Trettin_et_al_2017","9007","9007_5",145,150,0.794,0.0179,0.0012
"931","Trettin_et_al_2017","9007","9007_5",176,181,0.854,0.0188,0.0012
"932","Trettin_et_al_2017","9008","9008_1",5,10,1.172,0.0144,9e-04
"933","Trettin_et_al_2017","9008","9008_1",20,25,1.197,0.008,6e-04
"934","Trettin_et_al_2017","9008","9008_1",35,40,1.236,0.0139,0.001
"935","Trettin_et_al_2017","9008","9008_1",70,75,1.105,0.0099,8e-04
"936","Trettin_et_al_2017","9008","9008_1",145,150,1.291,0.0102,7e-04
"937","Trettin_et_al_2017","9008","9008_1",190,195,0.968,0.0133,9e-04
"938","Trettin_et_al_2017","9008","9008_2",5,10,1.098,0.013,0.0012
"939","Trettin_et_al_2017","9008","9008_2",20,25,1.025,0.0125,0.0011
"940","Trettin_et_al_2017","9008","9008_2",35,40,1.034,0.0131,0.0011
"941","Trettin_et_al_2017","9008","9008_2",70,75,0.876,0.0157,0.0012
"942","Trettin_et_al_2017","9008","9008_2",145,150,0.87,0.0199,0.0015
"943","Trettin_et_al_2017","9008","9008_2",190,15,0.862,0.0136,9e-04
"944","Trettin_et_al_2017","9008","9008_3",5,10,1.358,0.0104,0.0284
"945","Trettin_et_al_2017","9008","9008_3",20,25,1.119,0.0089,7e-04
"946","Trettin_et_al_2017","9008","9008_3",52,58,1.086,0.0126,8e-04
"947","Trettin_et_al_2017","9008","9008_3",70,75,1.206,0.0097,7e-04
"948","Trettin_et_al_2017","9008","9008_3",145,150,1.252,0.006,4e-04
"949","Trettin_et_al_2017","9008","9008_3",190,195,1.355,0.0075,5e-04
"950","Trettin_et_al_2017","9008","9008_4",13,18,1.11,0.0163,0.0011
"951","Trettin_et_al_2017","9008","9008_4",20,25,1.161,0.0138,0.001
"952","Trettin_et_al_2017","9008","9008_4",35,40,1.213,0.0098,8e-04
"953","Trettin_et_al_2017","9008","9008_4",70,75,0.925,0.0122,9e-04
"954","Trettin_et_al_2017","9008","9008_4",145,150,1.143,0.0158,9e-04
"955","Trettin_et_al_2017","9008","9008_4",190,195,0.735,0.0141,0.001
"956","Trettin_et_al_2017","9008","9008_5",5,10,1.066,0.0136,0.0011
"957","Trettin_et_al_2017","9008","9008_5",20,25,0.954,0.012,0.001
"958","Trettin_et_al_2017","9008","9008_5",35,40,0.862,0.0136,0.001
"959","Trettin_et_al_2017","9008","9008_5",70,75,0.877,0.0098,8e-04
"960","Trettin_et_al_2017","9008","9008_5",145,150,0.828,0.0151,0.0011
"961","Trettin_et_al_2017","9008","9008_5",190,195,0.924,0.015,0.001
"962","Trettin_et_al_2017","9009","9009_1",5,10,0.811,0.0221,0.0015
"963","Trettin_et_al_2017","9009","9009_1",20,25,0.467,0.0114,9e-04
"964","Trettin_et_al_2017","9009","9009_1",35,40,0.512,0.0194,0.0013
"965","Trettin_et_al_2017","9009","9009_1",70,75,0.827,0.0163,0.001
"966","Trettin_et_al_2017","9009","9009_1",145,150,0.851,0.0171,0.0012
"967","Trettin_et_al_2017","9009","9009_1",190,195,0.623,0.0193,0.0012
"968","Trettin_et_al_2017","9009","9009_2",5,10,0.711,0.0277,0.0017
"969","Trettin_et_al_2017","9009","9009_2",20,25,0.637,0.0301,0.0019
"970","Trettin_et_al_2017","9009","9009_2",35,40,0.739,0.0314,0.0017
"971","Trettin_et_al_2017","9009","9009_2",70,75,0.606,0.042,0.0016
"972","Trettin_et_al_2017","9009","9009_2",145,150,0.823,0.0253,0.0013
"973","Trettin_et_al_2017","9009","9009_2",175,180,0.823,0.0237,0.0014
"974","Trettin_et_al_2017","9009","9009_3",5,10,0.79,0.0186,0.0015
"975","Trettin_et_al_2017","9009","9009_3",20,25,0.847,0.013,0.0011
"976","Trettin_et_al_2017","9009","9009_3",35,40,0.816,0.0145,0.0011
"977","Trettin_et_al_2017","9009","9009_3",70,75,0.707,0.015,0.0011
"978","Trettin_et_al_2017","9009","9009_3",145,NA,0.763,0.0138,0.001
"979","Trettin_et_al_2017","9009","9009_3",190,195,0.888,0.0152,0.001
"980","Trettin_et_al_2017","9009","9009_4",5,10,0.765,0.0249,0.0015
"981","Trettin_et_al_2017","9009","9009_4",20,25,0.661,0.023,0.0014
"982","Trettin_et_al_2017","9009","9009_4",35,40,0.676,0.0286,0.0013
"983","Trettin_et_al_2017","9009","9009_4",70,75,0.755,0.026,0.001
"984","Trettin_et_al_2017","9009","9009_4",145,150,0.963,0.0178,0.001
"985","Trettin_et_al_2017","9009","9009_4",190,195,1.306,0.0076,4e-04
"986","Trettin_et_al_2017","9009","9009_5",4,9,0.823,0.0221,0.0014
"987","Trettin_et_al_2017","9009","9009_5",21,26,0.743,0.0189,0.0013
"988","Trettin_et_al_2017","9009","9009_5",35,40,0.713,0.022,0.0014
"989","Trettin_et_al_2017","9009","9009_5",70,75,0.827,0.0148,0.001
"990","Trettin_et_al_2017","9010","9010_1",5,10,1.153,0.0124,8e-04
"991","Trettin_et_al_2017","9010","9010_1",20,25,0.969,0.0124,8e-04
"992","Trettin_et_al_2017","9010","9010_1",35,40,1.039,0.0125,6e-04
"993","Trettin_et_al_2017","9010","9010_1",70,75,0.939,0.0172,8e-04
"994","Trettin_et_al_2017","9010","9010_2",5,10,1.138,0.0114,8e-04
"995","Trettin_et_al_2017","9010","9010_2",20,25,0.907,0.0165,8e-04
"996","Trettin_et_al_2017","9010","9010_2",35,40,1.094,0.0218,0.0011
"997","Trettin_et_al_2017","9010","9010_2",70,75,0.992,0.0203,0.001
"998","Trettin_et_al_2017","9010","9010_2",122,127,1.27,0.005,3e-04
"999","Trettin_et_al_2017","9010","9010_3",20,25,1.121,0.0142,9e-04
"1000","Trettin_et_al_2017","9010","9010_3",35,40,1.195,0.0182,0.001
"1001","Trettin_et_al_2017","9010","9010_4",5,10,1.24,0.0122,8e-04
"1002","Trettin_et_al_2017","9010","9010_4",20,25,1.139,0.0085,6e-04
"1003","Trettin_et_al_2017","9010","9010_4",35,40,1.075,0.0122,6e-04
"1004","Trettin_et_al_2017","9010","9010_4",70,75,0.882,0.0215,0.0011
"1005","Trettin_et_al_2017","9010","9010_5",7,12,1.159,0.0154,9e-04
"1006","Trettin_et_al_2017","9010","9010_5",20,25,1.063,0.0121,7e-04
"1007","Trettin_et_al_2017","9010","9010_5",35,40,1.026,0.0196,8e-04
"1008","Trettin_et_al_2017","9010","9010_5",70,75,1.12,0.0086,5e-04
"1009","Trettin_et_al_2017","9010","9010_5",143,148,1.199,0.0037,2e-04
"1010","Trettin_et_al_2017","9011","9011_1",5,10,0.637,0.0243,0.0018
"1011","Trettin_et_al_2017","9011","9011_1",20,25,0.472,0.0201,0.0016
"1012","Trettin_et_al_2017","9011","9011_1",35,40,0.477,0.0222,0.0016
"1013","Trettin_et_al_2017","9011","9011_1",70,75,0.653,0.0173,0.0012
"1014","Trettin_et_al_2017","9011","9011_2",5,10,0.385,0.0219,0.0016
"1015","Trettin_et_al_2017","9011","9011_2",20,25,0.8,0.0228,0.0016
"1016","Trettin_et_al_2017","9011","9011_2",35,40,0.68,0.0246,0.0014
"1017","Trettin_et_al_2017","9011","9011_2",70,75,0.65,0.0235,0.0013
"1018","Trettin_et_al_2017","9011","9011_2",145,150,0.492,0.0169,0.0013
"1019","Trettin_et_al_2017","9011","9011_2",185,190,0.646,0.0161,0.0012
"1020","Trettin_et_al_2017","9011","9011_3",5,10,0.573,0.0223,0.0018
"1021","Trettin_et_al_2017","9011","9011_3",20,25,0.597,0.018,0.0014
"1022","Trettin_et_al_2017","9011","9011_3",35,40,0.63,0.025,0.0027
"1023","Trettin_et_al_2017","9011","9011_3",70,75,0.952,0.0155,0.0012
"1024","Trettin_et_al_2017","9011","9011_4",5,10,0.13,0.0233,0.0017
"1025","Trettin_et_al_2017","9011","9011_4",20,25,0.543,0.0246,0.0018
"1026","Trettin_et_al_2017","9011","9011_4",33,38,0.503,0.0239,0.0016
"1027","Trettin_et_al_2017","9011","9011_4",70,75,0.658,0.0202,0.0014
"1028","Trettin_et_al_2017","9011","9011_4",145,150,0.773,0.0155,0.0013
"1029","Trettin_et_al_2017","9011","9011_4",190,195,0.181,0.015,0.0012
"1030","Trettin_et_al_2017","9011","9011_5",5,10,1.107,0.0218,0.002
"1031","Trettin_et_al_2017","9011","9011_5",20,25,0.706,0.02,0.0014
"1032","Trettin_et_al_2017","9011","9011_5",35,40,0.624,0.0222,0.0019
"1033","Trettin_et_al_2017","9011","9011_5",70,75,0.676,0.0196,0.0013
"1034","Trettin_et_al_2017","9011","9011_5",145,150,0.35,0.0162,0.0012
"1035","Trettin_et_al_2017","9012","9012_1",2,7,0.961,0.0174,0.0013
"1036","Trettin_et_al_2017","9012","9012_1",24,29,0.898,0.0169,0.0012
"1037","Trettin_et_al_2017","9012","9012_1",35,40,0.903,0.0194,0.0012
"1038","Trettin_et_al_2017","9012","9012_1",75,80,0.978,0.0099,7e-04
"1039","Trettin_et_al_2017","9012","9012_1",145,150,1.412,0.0182,0.0012
"1040","Trettin_et_al_2017","9012","9012_1",190,195,0.641,0.0167,0.0011
"1041","Trettin_et_al_2017","9012","9012_2",5,10,0.854,0.0181,0.0016
