study_id,site_id,core_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter,cs137_activity,cs137_activity_se,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,ra226_activity,ra226_activity_se,c14_age,c14_age_se,c14_material,c14_notes,fraction_modern,fraction_modern_se,delta_c14,delta_c14_se,am241_activity,am241_activity_se
Brown_et_al_2026,Seal Beach,SB15-08,77,78,SB15-08_78,0.9696,0.047442244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-08,78,79,SB15-08_79,0.986,0.047363083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-08,79,80,SB15-08_80,1.0091,0.051630165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-08,80,81,SB15-08_81,0.9379,0.053097345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-08,81,82,SB15-08_82,0.8593,0.049807983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-08,82,83,SB15-08_83,0.9008,0.04973357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-08,83,84,SB15-08_84,0.9777,0.043264805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-08,84,85,SB15-08_85,0.8737,0.049902713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-08,85,86,SB15-08_86,0.8197,0.046236428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-08,86,87,SB15-08_87,0.9173,0.049493078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-08,87,88,SB15-08_88,0.8236,0.051117047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-08,88,89,SB15-08_89,0.7998,0.058014504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-08,89,90,SB15-08_90,0.8328,0.053914505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-08,90,91,SB15-08_91,0.7938,0.057193248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-08,91,92,SB15-08_92,0.8708,0.048576022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-08,92,93,SB15-08_93,0.755,0.057483444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-08,93,94,SB15-08_94,0.713,0.072510519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-08,94,95,SB15-08_95,0.6177,0.064108791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-08,95,96,SB15-08_96,0.7335,0.060122699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-08,96,97,SB15-08_97,0.7806,0.060210095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-08,97,98,SB15-08_98,0.9576,0.048245614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-08,98,99,SB15-08_99,0.8228,0.056149733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-08,99,100,SB15-08_100,0.7509,0.056998269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,0,1,SB15-09_1,0.1937,0.38822922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,1,2,SB15-09_2,0.2328,0.357817869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,2,3,SB15-09_3,0.2125,0.384470588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,3,4,SB15-09_4,0.2056,0.368677043,4.553468945,1.264343516,58.41817602,8.503940429,79.10428946,7.870798348,21.54966159,2.87146863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,4,5,SB15-09_5,0.2225,0.354606742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,5,6,SB15-09_6,0.2212,0.384267631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,6,7,SB15-09_7,0.2275,0.356483517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,7,8,SB15-09_8,0.1966,0.367243133,5.299741818,1.34975468,29.45096292,9.680083401,45.47856147,9.164619988,16.47035482,2.630114352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,8,9,SB15-09_9,0.2339,0.38477982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,9,10,SB15-09_10,0.2173,0.330878969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,10,11,SB15-09_11,0.2777,0.26971552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,11,12,SB15-09_12,0.2717,0.265366213,9.670505834,1.429118692,23.24200787,8.74758623,47.30488341,8.008084834,24.42202713,3.169262681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,12,13,SB15-09_13,0.233,0.289699571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,13,14,SB15-09_14,0.2506,0.259776536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,14,15,SB15-09_15,0.2338,0.269033362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,15,16,SB15-09_16,0.2287,0.319195453,12.15360673,2.329095019,-0.597127713,10.65853781,20.76345393,9.798748269,21.35125436,3.750682668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,16,17,SB15-09_17,0.2011,0.355544505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,17,18,SB15-09_18,0.1929,0.364437532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,18,19,SB15-09_19,0.2293,0.327082425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,19,20,SB15-09_20,0.2165,0.356120092,12.91625161,1.356697173,0.099190459,7.368030502,24.15537294,6.546635691,24.0577734,3.114795711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,20,21,SB15-09_21,0.2534,0.267561168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,21,22,SB15-09_22,0.2353,0.286867828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,22,23,SB15-09_23,0.2507,0.28320702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,23,24,SB15-09_24,0.2683,0.355944838,26.7432162,1.784181882,-2.307272456,11.79069669,22.76029134,11.09047671,25.02785423,3.358240248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,24,25,SB15-09_25,0.2532,0.296208531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,25,26,SB15-09_26,0.3236,0.295117429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,26,27,SB15-09_27,0.32,0.2515625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,27,28,SB15-09_28,0.3468,0.203863899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,28,29,SB15-09_29,0.2959,0.251436296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,29,30,SB15-09_30,0.3777,0.180037067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,30,31,SB15-09_31,0.3564,0.168350168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,31,32,SB15-09_32,0.3385,0.187592319,1.4979759,1.805919464,-14.8499876,12.87758371,6.293716876,12.21871981,20.88440167,3.285461984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,32,33,SB15-09_33,0.2943,0.253143051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,33,34,SB15-09_34,0.2993,0.278316071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,34,35,SB15-09_35,0.2885,0.257885615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,35,36,SB15-09_36,0.3144,0.204834606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,36,37,SB15-09_37,0.3971,0.174515236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,37,38,SB15-09_38,0.4702,0.126754573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,38,39,SB15-09_39,0.6015,0.098753117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,39,40,SB15-09_40,0.8404,0.083650643,0.701689241,0.597399724,-10.85959377,6.284758157,37.99634019,3.599431728,48.66449347,5.01616867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,40,41,SB15-09_41,0.9835,0.082257245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,41,42,SB15-09_42,0.9535,0.083901416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,42,43,SB15-09_43,0.7703,0.09814358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,43,44,SB15-09_44,0.5667,0.134462679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,44,45,SB15-09_45,0.5462,0.146466496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,45,46,SB15-09_46,0.4039,0.186927457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,46,47,SB15-09_47,0.3164,0.237041719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,47,48,SB15-09_48,0.3001,0.243585471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,48,49,SB15-09_49,0.7853,0.089901948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,49,50,SB15-09_50,0.2619,0.279114166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,50,51,SB15-09_51,0.3576,0.256711409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,51,52,SB15-09_52,0.3506,0.233029093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,52,53,SB15-09_53,0.3024,0.278769841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,53,54,SB15-09_54,0.2823,0.30534892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,54,55,SB15-09_55,0.2935,0.235775128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,55,56,SB15-09_56,0.3483,0.241745622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,56,57,SB15-09_57,0.3544,0.218961625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,57,58,SB15-09_58,0.3889,0.200051427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,58,59,SB15-09_59,0.3872,0.180785124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,59,60,SB15-09_60,0.3929,0.199796386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,60,61,SB15-09_61,0.3842,0.172306091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,61,62,SB15-09_62,0.3018,0.249171637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,62,63,SB15-09_63,0.3036,0.214756258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,63,64,SB15-09_64,0.3835,0.184093872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,64,65,SB15-09_65,0.4996,0.142914332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,65,66,SB15-09_66,0.4337,0.160710168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,66,67,SB15-09_67,0.3758,0.211548696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,67,68,SB15-09_68,0.3597,0.182096191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,68,69,SB15-09_69,0.395,0.172405063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,69,70,SB15-09_70,0.4945,0.127199191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,70,71,SB15-09_71,0.6216,0.091698842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,71,72,SB15-09_72,0.7806,0.079810402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,72,73,SB15-09_73,0.5618,0.114631541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,73,74,SB15-09_74,0.7367,0.076693362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,74,75,SB15-09_75,0.7762,0.050760113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,75,76,SB15-09_76,0.8399,0.063459936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,76,77,SB15-09_77,0.4945,0.10859454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,77,78,SB15-09_78,0.6673,0.082571557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,78,79,SB15-09_79,0.5351,0.121846384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,79,80,SB15-09_80,0.4678,0.126977341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,80,81,SB15-09_81,0.5537,0.097706339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,81,82,SB15-09_82,0.7032,0.08930603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,82,83,SB15-09_83,1.0315,0.053999031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,83,84,SB15-09_84,0.925,0.063567568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,84,85,SB15-09_85,0.7865,0.086458996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,85,86,SB15-09_86,0.4183,0.153956491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,86,87,SB15-09_87,0.3852,0.193925234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,87,88,SB15-09_88,0.4349,0.14899977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,88,89,SB15-09_89,0.5122,0.096056228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,89,90,SB15-09_90,0.7276,0.083562397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,90,91,SB15-09_91,0.8236,0.07540068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,91,92,SB15-09_92,0.5424,0.102323009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,92,93,SB15-09_93,0.5036,0.133637808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,93,94,SB15-09_94,0.5498,0.10731175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,94,95,SB15-09_95,0.4609,0.146235626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,95,96,SB15-09_96,0.3933,0.180523773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,96,97,SB15-09_97,0.5249,0.124404648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,97,98,SB15-09_98,0.578,0.120069204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,98,99,SB15-09_99,0.5309,0.13580712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-09,99,100,SB15-09_100,0.4988,0.096030473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-10,170,171,SB15-10_171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1440,15,terrestrial,SB15-10-171,0.8358,0.0014,-164.2,1.4,NA,NA
Brown_et_al_2026,Seal Beach,SB15-11,0,1,SB15-11_1,0.2357,0.330504879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-11,1,2,SB15-11_2,0.2406,0.323358271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-11,2,3,SB15-11_3,0.2582,0.278079009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-11,3,4,SB15-11_4,0.2481,0.279322854,5.611470422,1.473842225,76.65231583,11.71021973,99.67509478,10.87398917,24.68102229,3.607861295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-11,4,5,SB15-11_5,0.2726,0.232208364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-11,5,6,SB15-11_6,0.2927,0.240519303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-11,6,7,SB15-11_7,0.2912,0.231112637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-11,7,8,SB15-11_8,1.2753,0.839880812,9.532659786,1.120356898,39.8916117,7.827993869,64.92954128,6.985035592,25.90755932,3.137548577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-11,8,9,SB15-11_9,0.2827,0.231340644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Seal Beach,SB15-11,9,10,SB15-11_10,0.2655,0.273446328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
