study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,cs137_activity,cs137_activity_se,cs137_unit
Snedden_2021,Breton_Sound_Basin,Breton_25,single set of methods,34,36,0.287,0.073,0.548,0.050,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_25,single set of methods,36,38,0.082,0.375,1.045,0.061,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_25,single set of methods,38,40,0.258,0.133,3.774,0.129,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_25,single set of methods,40,42,0.101,0.339,1.172,0.064,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_25,single set of methods,42,44,0.123,0.261,1.115,0.067,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_25,single set of methods,44,46,0.101,0.438,0.376,0.058,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_25,single set of methods,46,48,0.156,0.287,0.323,0.047,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_25,single set of methods,48,50,0.124,0.306,0.155,0.046,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_25,single set of methods,50,52,0.104,0.311,0.173,0.045,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_25,single set of methods,52,54,0.093,0.247,0.215,0.044,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_25,single set of methods,56,58,0.111,0.312,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_25,single set of methods,58,60,0.076,0.35,NA,NA,disintegrationsPerMinutePerGram
