study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_carbon,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,pb210_unit,ra226_activity,ra226_activity_se,ra226_unit,delta_c13
Fu_et_al_2023,S6,S6_Pb,single set of methods,33,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S6,S6_Pb,single set of methods,34,35,NA,NA,16.852661923708109,1.4055857026759453,20.589800839840162,1.3388314604544813,NA,NA,NA,NA,NA
Fu_et_al_2023,S6,S6_Pb,single set of methods,35,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S6,S6_Pb,single set of methods,36,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S6,S6_Pb,single set of methods,37,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S6,S6_Pb,single set of methods,38,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S6,S6_Pb,single set of methods,39,40,NA,NA,8.027505348599222,1.065498357890489,11.764644264731276,0.975748565257965,NA,NA,NA,NA,NA
Fu_et_al_2023,S6,S6_Pb,single set of methods,40,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S6,S6_Pb,single set of methods,41,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S6,S6_Pb,single set of methods,42,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S6,S6_Pb,single set of methods,43,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S6,S6_Pb,single set of methods,44,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S6,S6_Pb,single set of methods,45,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S6,S6_Pb,single set of methods,46,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S6,S6_Pb,single set of methods,47,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S6,S6_Pb,single set of methods,48,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S6,S6_Pb,single set of methods,49,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,0,1,NA,NA,9.8062070734475704,1.0006138727477807,14.018543411217541,0.9453763002890476,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,1,2,NA,NA,11.323992415121801,1.01560002018935,15.536328752891771,0.9612240258241073,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,2,3,NA,NA,13.949364401266447,1.1728715753124628,18.161700739036416,1.1261154288032973,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,3,4,NA,NA,11.838449384671051,1.3128282877234343,16.05078572244102,1.2712302465956906,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,4,5,NA,NA,16.791087353974014,1.2519033771175663,21.003423691743983,1.2082095399603758,NA,4.8296725403470484,1.0111651160964423,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,5,6,NA,NA,17.832382164931552,1.9767454411016239,22.044718502701521,1.9493667601887925,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,6,7,NA,NA,18.309663483798818,1.339222416431577,22.521999821568787,1.2984702181743437,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,7,8,NA,NA,17.01351616007365,1.608461228020715,21.225852497843618,1.574692271162465,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,8,9,NA,NA,12.994833986697113,1.4443666841579468,17.207170324467082,1.4066639062399795,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,9,10,NA,NA,12.223090157905308,1.1229401365604312,16.435426495675276,1.0740124659943457,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,11,12,NA,NA,9.6187496344956536,1.0631651920339693,13.831085972265623,1.0113498170096846,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,12,13,NA,NA,9.2731538955236026,0.9984807192647274,13.485490233293572,0.9431182182294557,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,13,14,NA,NA,10.347845915575039,1.0203385950074957,14.560182253345008,0.966229307811953,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,14,15,NA,NA,7.1670307025432161,0.8025955944543908,11.379367040313186,0.7325762179121657,NA,4.571602311017303,1.0142661210649506,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,15,16,NA,NA,9.8725997821090345,0.9741559992705063,14.084936119879005,0.9173266254326289,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,16,17,NA,NA,9.7558438109629506,0.9406536680614259,13.968180148732921,0.8816674826998618,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,17,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,18,19,NA,NA,10.874824886789213,1.1277636973008462,15.087161224559182,1.079054764023852,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,19,20,NA,NA,10.365669570379875,1.1202415993058512,14.578005908149844,1.0711906775304887,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,21,22,NA,NA,10.053890341644099,1.2564868029843612,14.26622667941407,1.212958083730331,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,22,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,31,32,NA,NA,15.019058192599562,1.7295053470660686,19.231394530369531,1.6981451564407026,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,32,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,33,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,34,35,NA,NA,7.5096153209696892,1.0989228182738493,11.721951658739659,1.0488753917104907,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,35,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,36,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,37,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,38,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,39,40,NA,NA,6.5545608388048544,1.0992332941482572,10.766897176574824,1.0492006775526428,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,40,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,41,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,42,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,43,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,44,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,45,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,46,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,47,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,48,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,49,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,50,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,51,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,52,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,53,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,54,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S7,S7_Pb,single set of methods,55,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,0,1,NA,NA,116.89293300212884,7.836549050001359,122.13637529902259,7.81459778668304,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,1,2,NA,NA,135.11046246521249,8.890212969448484,140.35390476210625,8.870869416055244,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,2,3,NA,NA,122.65366775078685,9.041753139584193,127.8971100476806,9.0227344741899,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,4,5,NA,NA,118.07321314750153,7.56213308845792,123.31665544439528,7.5393828926580175,NA,3.9956047707401643,0.6856649845556384,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,6,7,NA,NA,99.401200415262139,6.281477081181816,104.64464271215589,6.254070024869139,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,9,10,NA,NA,115.67816416893491,4.9488202647386155,120.92160646582866,4.913986117933366,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,11,12,NA,NA,101.2366489807185,6.881452989041106,106.48009127761225,6.8564446176525795,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,12,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,13,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,14,15,NA,NA,97.845848623984054,5.919001751064948,103.0892909208778,5.889908257661079,NA,7.1434609640844693,1.428286548666553,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,15,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,16,17,NA,NA,97.172725911411419,4.578559064204256,102.41616820830517,4.540885448782121,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,17,18,NA,NA,62.821983023236342,3.0877696353548507,68.065425320130089,3.031626440637712,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,18,19,NA,NA,56.852310059428703,3.560366724550099,62.09575235632245,3.511787118809717,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,19,20,NA,NA,44.777575753821097,2.8578202881213093,50.021018050714844,2.7970653109557553,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,21,22,NA,NA,42.70003854475101,3.1654225407572123,47.943480841644764,3.110681182006298,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,22,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,23,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,24,25,NA,NA,55.80959905651406,2.9756060725919204,61.053041353407806,2.9173051012535813,NA,4.1093539220168402,0.6912841572226106,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,25,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,26,27,NA,NA,49.166527283412847,3.0480448626575365,54.409969580306601,2.9911561375707643,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,27,28,NA,NA,41.216543225435444,3.023101268710617,46.459985522329191,2.9657341140827165,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,28,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,29,30,NA,NA,28.002942065259081,1.859010698445761,33.246384362152831,1.7641877256941931,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,30,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,31,32,NA,NA,15.895027033853442,1.7180747030146999,21.138469330747192,1.614997907024434,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,32,33,NA,NA,15.974612040623178,1.7975308345457526,21.218054337516929,1.6992806288829998,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,33,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,34,35,NA,NA,16.855968339387164,1.8809669775291042,22.099410636280915,1.7873092416001286,NA,4.6089828607712473,0.9098281803204227,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,35,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,36,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,37,38,NA,NA,10.254186928264332,1.285227697395704,15.497629225158082,1.1437866010350517,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,38,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,39,40,NA,NA,7.0056514848184381,1.1489376477798778,12.249093781712189,0.9881777537671105,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,40,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,41,42,NA,NA,4.4660191288158639,0.9871625194776708,9.7094614257096143,0.7943093820519533,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,42,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,43,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,44,45,NA,NA,2.7747856250012202,1.0089339681504936,8.0182279218949706,0.8212096605874498,NA,NA,NA,NA,NA
Fu_et_al_2023,S8,S8_Pb,single set of methods,45,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S9,S9_Pb,single set of methods,0,0.5,NA,NA,16.408348981521563,1.3880599787836976,21.824768491178762,1.2309762047290558,NA,NA,NA,NA,NA
Fu_et_al_2023,S9,S9_Pb,single set of methods,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S9,S9_Pb,single set of methods,1,2,NA,NA,19.530892207314533,1.5324480983251196,24.947311716971733,1.3917575528691866,NA,NA,NA,NA,NA
Fu_et_al_2023,S9,S9_Pb,single set of methods,2,3,NA,NA,23.7324060913888,1.806946853855748,29.148825601045999,1.6892746504246539,NA,NA,NA,NA,NA
Fu_et_al_2023,S9,S9_Pb,single set of methods,3,4,NA,NA,30.806301711190674,1.940450150670047,36.222721220847873,1.831376176306648,NA,NA,NA,NA,NA
Fu_et_al_2023,S9,S9_Pb,single set of methods,4,5,NA,NA,23.621024379881693,1.9119760806010655,29.037443889538892,1.8011786265384018,NA,5.5675178159724092,0.7460788397554964,NA,NA
Fu_et_al_2023,S9,S9_Pb,single set of methods,5,6,NA,NA,21.554839514449519,1.6369897075457058,26.971259024106718,1.5060966816638055,NA,NA,NA,NA,NA
Fu_et_al_2023,S9,S9_Pb,single set of methods,6,7,NA,NA,21.266447472615074,1.9841189506627595,26.682866982272273,1.8775835327055999,NA,NA,NA,NA,NA
Fu_et_al_2023,S9,S9_Pb,single set of methods,7,8,NA,NA,24.113886760926672,1.8945377907264278,29.530306270583871,1.7826568240687057,NA,NA,NA,NA,NA
Fu_et_al_2023,S9,S9_Pb,single set of methods,8,9,NA,NA,19.78186927102939,1.7898869156873738,25.198288780686589,1.6710137889487957,NA,NA,NA,NA,NA
Fu_et_al_2023,S9,S9_Pb,single set of methods,9,10,NA,NA,11.686587038668726,1.2387982515311908,17.103006548325926,1.0598174464995782,NA,NA,NA,NA,NA
Fu_et_al_2023,S9,S9_Pb,single set of methods,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S9,S9_Pb,single set of methods,11,12,NA,NA,12.958639823931435,1.5002296618490907,18.375059333588634,1.3562009254531529,NA,NA,NA,NA,NA
Fu_et_al_2023,S9,S9_Pb,single set of methods,12,13,NA,NA,14.085567660338526,1.806857508404826,19.501987169995726,1.6891790809701164,NA,NA,NA,NA,NA
Fu_et_al_2023,S9,S9_Pb,single set of methods,13,14,NA,NA,10.532952013486767,1.2705098692504526,15.949371523143967,1.0967165722149699,NA,NA,NA,NA,NA
Fu_et_al_2023,S9,S9_Pb,single set of methods,14,15,NA,NA,5.6928127447653578,1.1112271261543272,11.109232254422558,0.907423626433297,NA,6.8023077466711861,1.1512662937974432,NA,NA
Fu_et_al_2023,S9,S9_Pb,single set of methods,15,16,NA,NA,10.234650281279258,1.220101371654806,15.651069790936457,1.0379013773100456,NA,NA,NA,NA,NA
Fu_et_al_2023,S9,S9_Pb,single set of methods,16,17,NA,NA,6.3066988265244364,1.032596559850335,11.723118336181637,0.8092265241098425,NA,NA,NA,NA,NA
Fu_et_al_2023,S9,S9_Pb,single set of methods,17,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S9,S9_Pb,single set of methods,18,19,NA,NA,8.7464218083691279,1.2562120516567052,14.162841318026327,1.0801206555916332,NA,NA,NA,NA,NA
Fu_et_al_2023,S9,S9_Pb,single set of methods,19,20,NA,NA,5.0011967467330534,1.6106322998712832,10.417616256390254,1.477405941945818,NA,NA,NA,NA,NA
Fu_et_al_2023,S9,S9_Pb,single set of methods,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S9,S9_Pb,single set of methods,21,22,NA,NA,3.2158038118909564,1.3054018660577094,8.6322233215481567,1.1369546797542551,NA,NA,NA,NA,NA
Fu_et_al_2023,S9,S9_Pb,single set of methods,22,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S9,S9_Pb,single set of methods,23,24,NA,NA,8.5471741446086611,1.7225873523928015,13.963593654265861,1.5987179546536008,NA,NA,NA,NA,NA
Fu_et_al_2023,S9,S9_Pb,single set of methods,24,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S10,S10_Pb,single set of methods,0,0.5,NA,NA,15.964937383517096,1.2346020235321056,20.88631940371279,1.192686999283102,NA,NA,NA,NA,NA
Fu_et_al_2023,S10,S10_Pb,single set of methods,0.5,1,NA,NA,17.186002163649658,1.2779974670942764,22.107384183845351,1.2375530888203328,NA,NA,NA,NA,NA
Fu_et_al_2023,S10,S10_Pb,single set of methods,1,2,NA,NA,18.068741468286319,1.243146613040662,22.990123488482013,1.2015297013656507,NA,NA,NA,NA,NA
Fu_et_al_2023,S10,S10_Pb,single set of methods,2,3,NA,NA,20.614988238486458,1.4987355584897968,25.536370258682151,1.46440035373906,NA,NA,NA,NA,NA
Fu_et_al_2023,S10,S10_Pb,single set of methods,3,4,NA,NA,18.188641811893387,1.4080380310121263,23.11002383208908,1.371434000791094,NA,NA,NA,NA,NA
Fu_et_al_2023,S10,S10_Pb,single set of methods,4,5,NA,NA,17.142943624024628,1.332746674551996,22.064325644220322,1.294014613626432,NA,5.1469256725677344,1.0690957407333417,NA,NA
Fu_et_al_2023,S10,S10_Pb,single set of methods,5,6,NA,NA,19.032641624707015,1.6659677025023345,23.954023644902708,1.6351478549447043,NA,NA,NA,NA,NA
Fu_et_al_2023,S10,S10_Pb,single set of methods,6,7,NA,NA,13.544353112825082,1.1548405446026977,18.465735133020775,1.1099174767556441,NA,NA,NA,NA,NA
Fu_et_al_2023,S10,S10_Pb,single set of methods,7,8,NA,NA,12.143118119919755,1.3187715222927845,17.064500140115449,1.2796165244946585,NA,NA,NA,NA,NA
Fu_et_al_2023,S10,S10_Pb,single set of methods,8,9,NA,NA,13.617697519724512,1.106556203494168,18.539079539920206,1.0595880110876996,NA,NA,NA,NA,NA
Fu_et_al_2023,S10,S10_Pb,single set of methods,9,10,NA,NA,11.668125086719154,1.1185955967607757,16.589507106914848,1.0721549472170318,NA,NA,NA,NA,NA
Fu_et_al_2023,S10,S10_Pb,single set of methods,10,11,NA,NA,12.252931610668583,1.226555889998912,17.174313630864276,1.184356142822075,NA,NA,NA,NA,NA
Fu_et_al_2023,S10,S10_Pb,single set of methods,11,12,NA,NA,9.1686223820742629,1.0286197221448012,14.090004402269956,0.9779154638999267,NA,NA,NA,NA,NA
Fu_et_al_2023,S10,S10_Pb,single set of methods,12,13,NA,NA,11.894015611001265,1.2810243973309081,16.815397631196959,1.2406786966440493,NA,NA,NA,NA,NA
Fu_et_al_2023,S10,S10_Pb,single set of methods,13,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S10,S10_Pb,single set of methods,14,15,NA,NA,9.3359769767364309,1.014493554423588,14.257358996932124,0.9630458419599587,NA,4.6958383678236535,0.6388024226168227,NA,NA
Fu_et_al_2023,S10,S10_Pb,single set of methods,15,16,NA,NA,10.021027224051288,1.0914534854180058,14.942409244246981,1.0438059362642433,NA,NA,NA,NA,NA
Fu_et_al_2023,S10,S10_Pb,single set of methods,16,17,NA,NA,10.487749378220027,1.1860212625245314,15.40913139841572,1.1423250662178626,NA,NA,NA,NA,NA
Fu_et_al_2023,S10,S10_Pb,single set of methods,17,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S10,S10_Pb,single set of methods,18,19,NA,NA,10.343503938269304,1.2687490098413439,15.264885958464998,1.228000069919685,NA,NA,NA,NA,NA
Fu_et_al_2023,S10,S10_Pb,single set of methods,19,20,NA,NA,5.9434021773493484,1.2994839031186933,10.864784197545042,1.2597295488373503,NA,NA,NA,NA,NA
Fu_et_al_2023,S10,S10_Pb,single set of methods,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S10,S10_Pb,single set of methods,21,22,NA,NA,11.199801917459165,1.7544829781596256,16.121183937654859,1.7252450963272523,NA,NA,NA,NA,NA
Fu_et_al_2023,S10,S10_Pb,single set of methods,22,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fu_et_al_2023,S10,S10_Pb,single set of methods,23,24,NA,NA,8.2339496705346598,1.537957045797971,13.155331690730353,1.5045171971330147,NA,NA,NA,NA,NA
Fu_et_al_2023,S10,S10_Pb,single set of methods,24,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
