study_id,site_id,core_id,method_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter,fraction_carbon,cs137_activity,cs137_activity_se,cs137_unit,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,pb210_unit,ra226_activity,ra226_activity_se,ra226_unit,delta_c13,be7_activity,be7_activity_se,be7_unit,depth_interval_notes,fraction_nitrogen
Tully_et_al_2024,S,S_50,core,40,40,NA,NA,0.09,NA,1.33,0.83,becquerelsPerKilogram,0.11,1.59,20.22,1.08,becquerelsPerKilogram,20.11,1.92,becquerelsPerKilogram,NA,0,0,becquerelsPerKilogram,NA,NA
Tully_et_al_2024,S,S_50,core,42,42,NA,NA,0.09,NA,0,0,becquerelsPerKilogram,0,1.55,18.88,1.02,becquerelsPerKilogram,20.11,1.86,becquerelsPerKilogram,NA,0,0,becquerelsPerKilogram,NA,NA
Tully_et_al_2024,S,S_50,core,46,46,NA,NA,0.08,NA,0,0,becquerelsPerKilogram,1.23,1.6,21.34,1.09,becquerelsPerKilogram,20.11,1.94,becquerelsPerKilogram,NA,0,0,becquerelsPerKilogram,NA,NA
Tully_et_al_2024,S,S_50,core,48,48,NA,NA,0.08,NA,0,0,becquerelsPerKilogram,0,1.55,18.96,1.02,becquerelsPerKilogram,20.11,1.86,becquerelsPerKilogram,NA,0,0,becquerelsPerKilogram,NA,NA
Tully_et_al_2024,S,S_55,core,0,2,NA,NA,0.09,NA,8.5,0.83,becquerelsPerKilogram,142.12,12.03,166.61,7.35,becquerelsPerKilogram,24.5,14.1,becquerelsPerKilogram,NA,14.83,5,becquerelsPerKilogram,NA,NA
Tully_et_al_2024,S,S_55,core,2,4,NA,NA,NA,NA,4.67,0.67,becquerelsPerKilogram,34.68,9.95,59.18,2.88,becquerelsPerKilogram,24.5,10.36,becquerelsPerKilogram,NA,0,0,becquerelsPerKilogram,NA,NA
Tully_et_al_2024,S,S_55,core,4,6,NA,NA,0.07,NA,1.67,0.67,becquerelsPerKilogram,1.24,9.62,25.74,1.32,becquerelsPerKilogram,24.5,9.71,becquerelsPerKilogram,NA,0,0,becquerelsPerKilogram,NA,NA
Tully_et_al_2024,S,S_55,core,6,8,NA,NA,NA,NA,1.33,0.5,becquerelsPerKilogram,0,9.56,13.11,0.83,becquerelsPerKilogram,24.5,9.6,becquerelsPerKilogram,NA,0,0,becquerelsPerKilogram,NA,NA
Tully_et_al_2024,S,S_55,core,8,10,NA,NA,0.04,NA,0.67,0.67,becquerelsPerKilogram,0,9.56,11.79,0.78,becquerelsPerKilogram,24.5,9.59,becquerelsPerKilogram,NA,6.33,4,becquerelsPerKilogram,NA,NA
Tully_et_al_2024,S,S_55,core,10,12,NA,NA,NA,NA,0.33,0.83,becquerelsPerKilogram,0,9.57,14.74,0.91,becquerelsPerKilogram,24.5,9.61,becquerelsPerKilogram,NA,0,0,becquerelsPerKilogram,NA,NA
Tully_et_al_2024,S,S_55,core,12,14,NA,NA,0.05,NA,2.17,0.83,becquerelsPerKilogram,0,9.57,16.13,0.96,becquerelsPerKilogram,24.5,9.62,becquerelsPerKilogram,NA,6.5,10.83,becquerelsPerKilogram,NA,NA
Tully_et_al_2024,S,S_55,core,14,16,NA,NA,NA,NA,0,0,becquerelsPerKilogram,0,9.58,18.97,1.05,becquerelsPerKilogram,24.5,9.64,becquerelsPerKilogram,NA,0,0,becquerelsPerKilogram,NA,NA
Tully_et_al_2024,S,S_55,core,16,18,NA,NA,0.07,NA,0.33,1,becquerelsPerKilogram,2.76,9.63,27.25,1.39,becquerelsPerKilogram,24.5,9.73,becquerelsPerKilogram,NA,0,0,becquerelsPerKilogram,NA,NA
Tully_et_al_2024,S,S_55,core,18,20,NA,NA,NA,NA,0,0.83,becquerelsPerKilogram,7.34,9.66,31.83,1.58,becquerelsPerKilogram,24.5,9.78,becquerelsPerKilogram,NA,0,0,becquerelsPerKilogram,NA,NA
Tully_et_al_2024,S,S_55,core,20,22,NA,NA,0.08,NA,0.67,0.83,becquerelsPerKilogram,10.97,9.7,35.47,1.85,becquerelsPerKilogram,24.5,9.88,becquerelsPerKilogram,NA,0,0,becquerelsPerKilogram,NA,NA
Tully_et_al_2024,S,S_55,core,22,24,NA,NA,NA,NA,0.17,1,becquerelsPerKilogram,0,9.59,21.18,1.14,becquerelsPerKilogram,24.5,9.66,becquerelsPerKilogram,NA,0,0,becquerelsPerKilogram,NA,NA
Tully_et_al_2024,S,S_55,core,24,26,NA,NA,0.09,NA,0,0,becquerelsPerKilogram,14.84,9.73,39.33,1.97,becquerelsPerKilogram,24.5,9.92,becquerelsPerKilogram,NA,0,0,becquerelsPerKilogram,NA,NA
Tully_et_al_2024,S,S_55,core,26,28,NA,NA,NA,NA,0.33,0.83,becquerelsPerKilogram,6.05,9.65,30.54,1.53,becquerelsPerKilogram,24.5,9.77,becquerelsPerKilogram,NA,0,0,becquerelsPerKilogram,NA,NA
Tully_et_al_2024,S,S_55,core,28,30,NA,NA,0.09,NA,0.67,0.83,becquerelsPerKilogram,7.86,9.66,32.35,1.6,becquerelsPerKilogram,24.5,9.79,becquerelsPerKilogram,NA,0,0,becquerelsPerKilogram,NA,NA
Tully_et_al_2024,NBP,NBP,core,0,2,NA,NA,0,0.03,2,0.5,becquerelsPerKilogram,38.34,5.62,46.9,2.08,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,NA,0,0,becquerelsPerKilogram,NA,0
Tully_et_al_2024,NBP,NBP,core,2,4,NA,NA,0,0.07,6.83,0.83,becquerelsPerKilogram,55.33,5.92,63.89,2.8,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,NA,0,0,becquerelsPerKilogram,NA,0
Tully_et_al_2024,NBP,NBP,core,4,6,NA,NA,0.01,0.1,10.67,0.83,becquerelsPerKilogram,68.98,6.21,77.54,3.36,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,NA,0,0,becquerelsPerKilogram,NA,0.01
Tully_et_al_2024,NBP,NBP,core,6,8,NA,NA,0,0.07,25.83,1,becquerelsPerKilogram,59.49,5.99,68.05,2.94,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,NA,0,0,becquerelsPerKilogram,NA,0
Tully_et_al_2024,NBP,NBP,core,8,10,NA,NA,0.01,0.11,85.17,1.67,becquerelsPerKilogram,72.91,6.4,81.47,3.7,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,NA,0,0,becquerelsPerKilogram,NA,0.01
Tully_et_al_2024,NBP,NBP,core,10,12,NA,NA,0.01,0.1,82.83,2.17,becquerelsPerKilogram,46.42,5.85,54.98,2.64,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,NA,0,0,becquerelsPerKilogram,NA,0.01
Tully_et_al_2024,NBP,NBP,core,12,14,NA,NA,0.01,0.09,62.67,1.67,becquerelsPerKilogram,47.22,5.87,55.79,2.69,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,NA,0,0,becquerelsPerKilogram,NA,0.01
Tully_et_al_2024,NBP,NBP,core,14,16,NA,NA,0,0.08,50.33,0.83,becquerelsPerKilogram,46.74,5.84,55.3,2.63,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,NA,0.67,0.17,becquerelsPerKilogram,NA,0
Tully_et_al_2024,NBP,NBP,core,16,18,NA,NA,0.01,0.09,44.83,0.83,becquerelsPerKilogram,52.22,5.95,60.78,2.86,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,NA,1.33,0.17,becquerelsPerKilogram,NA,0.01
Tully_et_al_2024,NBP,NBP,core,18,20,NA,NA,0.01,0.09,35,1.33,becquerelsPerKilogram,52.45,5.92,61.01,2.8,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,NA,0,0,becquerelsPerKilogram,NA,0.01
Tully_et_al_2024,NBP,NBP,core,20,22,NA,NA,0.01,0.09,31.5,1.17,becquerelsPerKilogram,43.62,5.79,52.18,2.5,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,NA,0,0,becquerelsPerKilogram,NA,0.01
Tully_et_al_2024,NBP,NBP,core,24,26,NA,NA,0.01,0.1,22,1,becquerelsPerKilogram,59.22,6.07,67.78,3.1,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,NA,0,0,becquerelsPerKilogram,NA,0.01
Tully_et_al_2024,NBP,NBP,core,28,30,NA,NA,0.01,0.16,12.67,1,becquerelsPerKilogram,38.3,5.68,46.86,2.24,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,NA,2.17,1.5,becquerelsPerKilogram,NA,0.01
Tully_et_al_2024,NBP,NBP,core,32,34,NA,NA,0.01,0.16,8.5,0.83,becquerelsPerKilogram,25.01,5.49,33.57,1.7,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,NA,0.67,1.5,becquerelsPerKilogram,NA,0.01
Tully_et_al_2024,NBP,NBP,core,36,38,NA,NA,0,0.08,7.33,0.67,becquerelsPerKilogram,6.53,5.29,15.09,0.87,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,NA,2.83,1.17,becquerelsPerKilogram,NA,0
Tully_et_al_2024,NBP,NBP,core,40,42,NA,NA,0.01,0.18,5,0.83,becquerelsPerKilogram,1.89,5.27,10.45,0.71,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,NA,0,0,becquerelsPerKilogram,NA,0.01
Tully_et_al_2024,NBP,NBP,core,44,46,NA,NA,0.01,0.33,1.67,0.83,becquerelsPerKilogram,0,5.24,4.51,0.49,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,NA,0,0,becquerelsPerKilogram,NA,0.01
Tully_et_al_2024,NBP,NBP,core,48,50,NA,NA,0.01,0.24,1.17,0.67,becquerelsPerKilogram,0,5.24,4.2,0.47,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,NA,0,0,becquerelsPerKilogram,NA,0.01
Tully_et_al_2024,OCR_S1,G1,marsh grab,0,10,A,NA,NA,0.04,0.03,0.01,disintegrationsPerMinutePerGram,0,0.18,0.19,0.02,disintegrationsPerMinutePerGram,NA,NA,NA,-22.58,0,0,disintegrationsPerMinutePerGram,depth <10 cm,0
Tully_et_al_2024,OCR_S1,G1,marsh grab,0,10,B,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.52,NA,NA,NA,depth <10 cm,0
Tully_et_al_2024,OCR_S1,G1,marsh grab,0,10,C,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.34,NA,NA,NA,depth <10 cm,0
Tully_et_al_2024,OCR_S1,G2,marsh grab,0,10,A,NA,NA,0.02,0,0,disintegrationsPerMinutePerGram,0,0.03,0.08,0.02,disintegrationsPerMinutePerGram,NA,NA,NA,-16.78,0,0,disintegrationsPerMinutePerGram,depth <10 cm,0
Tully_et_al_2024,OCR_S1,G2,marsh grab,0,10,B,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.31,NA,NA,NA,depth <10 cm,0
Tully_et_al_2024,OCR_S1,G2,marsh grab,0,10,C,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.61,NA,NA,NA,depth <10 cm,0
Tully_et_al_2024,OCR_S2,G1,marsh grab,0,10,A,NA,NA,0.01,0.02,0.01,disintegrationsPerMinutePerGram,0.04,0.13,0.39,0.03,disintegrationsPerMinutePerGram,NA,NA,NA,-15.94,0,0,disintegrationsPerMinutePerGram,depth <10 cm,0
Tully_et_al_2024,OCR_S2,G1,marsh grab,0,10,B,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.27,NA,NA,NA,depth <10 cm,0
Tully_et_al_2024,OCR_S2,G1,marsh grab,0,10,C,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.28,NA,NA,NA,depth <10 cm,0
Tully_et_al_2024,BUX,G1,marsh grab,0,10,A,NA,NA,0.03,0.16,0.01,disintegrationsPerMinutePerGram,0.41,0.18,1.05,0.06,disintegrationsPerMinutePerGram,NA,NA,NA,-15.88,0,0,disintegrationsPerMinutePerGram,depth <10 cm,0
Tully_et_al_2024,BUX,G1,marsh grab,0,10,B,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.24,NA,NA,NA,depth <10 cm,0
Tully_et_al_2024,BUX,G1,marsh grab,0,10,C,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.95,NA,NA,NA,depth <10 cm,0
Tully_et_al_2024,BUX,G2,marsh grab,0,10,A,NA,NA,0.07,0.08,0.02,disintegrationsPerMinutePerGram,0.9,0.32,0.58,0.04,disintegrationsPerMinutePerGram,NA,NA,NA,-20.85,0.81,0.58,disintegrationsPerMinutePerGram,depth <10 cm,0.01
Tully_et_al_2024,BUX,G2,marsh grab,0,10,B,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.84,NA,NA,NA,depth <10 cm,0.01
Tully_et_al_2024,BUX,G2,marsh grab,0,10,C,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.98,NA,NA,NA,depth <10 cm,0
Tully_et_al_2024,BUX,G3,marsh grab,10,NA,A,NA,NA,0.07,0.14,0.04,disintegrationsPerMinutePerGram,0.99,0.56,1.21,0.06,disintegrationsPerMinutePerGram,NA,NA,NA,-16.54,0,0,disintegrationsPerMinutePerGram,depth >10 cm,0.01
Tully_et_al_2024,BUX,G3,marsh grab,10,NA,B,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.41,NA,NA,NA,depth >10 cm,0
Tully_et_al_2024,BUX,G3,marsh grab,10,NA,C,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.48,NA,NA,NA,depth >10 cm,0.01
Tully_et_al_2024,SAL,G1,marsh grab,0,10,A,NA,NA,0.07,0.16,0.02,disintegrationsPerMinutePerGram,0.89,0.32,2.07,0.1,disintegrationsPerMinutePerGram,NA,NA,NA,-23.05,0,0,disintegrationsPerMinutePerGram,depth <10 cm,0.01
Tully_et_al_2024,SAL,G1,marsh grab,0,10,B,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.02,NA,NA,NA,depth <10 cm,0.01
Tully_et_al_2024,SAL,G1,marsh grab,0,10,C,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.16,NA,NA,NA,depth <10 cm,0.01
Tully_et_al_2024,SAL,G2,marsh grab,0,10,A,NA,NA,0.08,0.19,0.02,disintegrationsPerMinutePerGram,0.94,0.33,2.38,0.11,disintegrationsPerMinutePerGram,NA,NA,NA,-23.67,0,0,disintegrationsPerMinutePerGram,depth <10 cm,0.01
Tully_et_al_2024,SAL,G2,marsh grab,0,10,B,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.03,NA,NA,NA,depth <10 cm,0.01
Tully_et_al_2024,SAL,G2,marsh grab,0,10,C,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.2,NA,NA,NA,depth <10 cm,0.01
Tully_et_al_2024,SAL,G3,marsh grab,10,NA,A,NA,NA,0.09,0.1,0.03,disintegrationsPerMinutePerGram,0.51,0.35,1.14,0.06,disintegrationsPerMinutePerGram,NA,NA,NA,-23.48,0,0,disintegrationsPerMinutePerGram,depth >10 cm,0.01
Tully_et_al_2024,SAL,G3,marsh grab,10,NA,B,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.64,NA,NA,NA,depth >10 cm,0.01
Tully_et_al_2024,SAL,G3,marsh grab,10,NA,C,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.93,NA,NA,NA,depth >10 cm,0.01
Tully_et_al_2024,CI,G1,marsh grab,10,NA,A,NA,NA,0.14,0.08,0.02,disintegrationsPerMinutePerGram,1.5,0.29,1.74,0.08,disintegrationsPerMinutePerGram,NA,NA,NA,-25,0.05,0.45,disintegrationsPerMinutePerGram,depth >10 cm,0.01
Tully_et_al_2024,CI,G1,marsh grab,10,NA,B,NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.74,NA,NA,NA,depth >10 cm,0.01
Tully_et_al_2024,CI,G1,marsh grab,10,NA,C,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.52,NA,NA,NA,depth >10 cm,0.01
Tully_et_al_2024,CI,G2,marsh grab,10,NA,A,NA,NA,0.12,0.46,0.04,disintegrationsPerMinutePerGram,5.42,0.47,6.15,0.26,disintegrationsPerMinutePerGram,NA,NA,NA,-20.76,0,0,disintegrationsPerMinutePerGram,depth >10 cm,0.01
Tully_et_al_2024,CI,G2,marsh grab,10,NA,B,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.12,NA,NA,NA,depth >10 cm,0.01
Tully_et_al_2024,CI,G2,marsh grab,10,NA,C,NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.47,NA,NA,NA,depth >10 cm,0.01
Tully_et_al_2024,NBP,G2,marsh grab,10,NA,A,NA,NA,0.13,0.29,0.05,disintegrationsPerMinutePerGram,0.07,0.65,1.33,0.07,disintegrationsPerMinutePerGram,NA,NA,NA,-26.78,0,0,disintegrationsPerMinutePerGram,depth >10 cm,0.01
Tully_et_al_2024,NBP,G2,marsh grab,10,NA,B,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.56,NA,NA,NA,depth >10 cm,0.01
Tully_et_al_2024,NBP,G2,marsh grab,10,NA,C,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.91,NA,NA,NA,depth >10 cm,0.01
Tully_et_al_2024,NBP,G3,marsh grab,0,10,A,NA,NA,0.12,0.18,0.04,disintegrationsPerMinutePerGram,3.17,0.48,4.95,0.22,disintegrationsPerMinutePerGram,NA,NA,NA,-26.04,2.74,0.88,disintegrationsPerMinutePerGram,depth <10 cm,0
Tully_et_al_2024,NBP,G3,marsh grab,0,10,B,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.93,NA,NA,NA,depth <10 cm,0.01
Tully_et_al_2024,NBP,G3,marsh grab,0,10,C,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.03,NA,NA,NA,depth <10 cm,0.01
Tully_et_al_2024,NBP,G5,marsh grab,0,10,A,NA,NA,0.1,0.58,0.05,disintegrationsPerMinutePerGram,5.57,0.68,6.17,0.26,disintegrationsPerMinutePerGram,NA,NA,NA,-23.96,0,0,disintegrationsPerMinutePerGram,depth <10 cm,0.01
Tully_et_al_2024,NBP,G5,marsh grab,0,10,B,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.95,NA,NA,NA,depth <10 cm,0
Tully_et_al_2024,NBP,G5,marsh grab,0,10,C,NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.08,NA,NA,NA,depth <10 cm,0.01
Tully_et_al_2024,PPR,G1,marsh grab,10,NA,A,NA,NA,0.48,0,0,disintegrationsPerMinutePerGram,0,0.12,0.16,0.02,disintegrationsPerMinutePerGram,NA,NA,NA,-29,0,0,disintegrationsPerMinutePerGram,depth >10 cm,0.01
Tully_et_al_2024,PPR,G1,marsh grab,10,NA,B,NA,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.87,NA,NA,NA,depth >10 cm,0.01
Tully_et_al_2024,PPR,G1,marsh grab,10,NA,C,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.7,NA,NA,NA,depth >10 cm,0.01
Tully_et_al_2024,PPR,G3,marsh grab,10,NA,A,NA,NA,0.45,0.04,0.04,disintegrationsPerMinutePerGram,1.29,0.47,1.52,0.08,disintegrationsPerMinutePerGram,NA,NA,NA,-27.98,0,0,disintegrationsPerMinutePerGram,depth >10 cm,0.02
Tully_et_al_2024,PPR,G3,marsh grab,10,NA,B,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.86,NA,NA,NA,depth >10 cm,0
Tully_et_al_2024,PPR,G3,marsh grab,10,NA,C,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.8,NA,NA,NA,depth >10 cm,0.02
Tully_et_al_2024,S,S_31,core,38,42,NA,2.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
